actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
193,PT10M37.00S,2026-01-28T00:39:46.5Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612757,31,31,2026-01-28T00:40:05Z,1910000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,192.0,,,,,,,,,,,,,,
194,PT10M37.00S,2026-01-28T00:39:46.5Z,2,REGULAR,freethrow,2 of 2,[],1641739,,,1610612757,31,31,2026-01-28T00:40:05Z,1920000,False,,,0,,MISS T. Camara Free Throw 2 of 2,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
195,PT10M33.00S,2026-01-28T00:39:50.5Z,2,REGULAR,rebound,defensive,[],1630264,,,1610612764,31,31,2026-01-28T00:40:05Z,1930000,False,,,0,,A. Gill REBOUND (Off:1 Def:1),[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,194.0,2.0,1.0,1.0,,,,,,,,,,,
196,PT10M31.00S,2026-01-28T00:40:06.7Z,2,REGULAR,turnover,bad pass,[],1630551,,,1610612764,31,31,2026-01-28T00:43:38Z,1940000,False,,,0,,J. Champagnie bad pass TURNOVER (2 TO),"[1630551, 1641712]",1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Right Center,,,,,2.0,,,,,Rupert,1641712.0,,,,,,,,,
197,PT10M31.00S,2026-01-28T00:40:06.7Z,2,REGULAR,steal,,[],1641712,,,1610612757,31,31,2026-01-28T00:40:10Z,1950000,False,,,0,,R. Rupert STEAL (3 STL),[1641712],1610612757.0,POR,,,,Rupert,R. Rupert,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
198,PT10M26.00S,2026-01-28T00:40:10.9Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1641712,7.178055190538765,49.26470588235294,1610612757,31,33,2026-01-28T00:53:49Z,1960000,False,4.0,15.0,1,left,R. Rupert driving DUNK (4 PTS),[1641712],1610612757.0,POR,driving,,,Rupert,R. Rupert,,,,,Restricted Area,0-8 Center,1.54,Made,4.0,,,,,,,,,,,,,,,,,
199,PT10M14.00S,2026-01-28T00:40:26.6Z,2,REGULAR,turnover,backcourt,[],1642267,,,1610612764,31,33,2026-01-28T00:40:35Z,1970000,False,,,0,,B. Carrington backcourt TURNOVER (1 TO),[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,Above the Break 3,24+ Right Center,,,,1628172.0,1.0,,,,,,,,,,,,,,,
200,PT10M10.00S,2026-01-28T00:40:51.0Z,2,REGULAR,turnover,bad pass,[],1641712,,,1610612757,31,33,2026-01-28T00:40:57Z,1980000,False,,,0,,R. Rupert bad pass TURNOVER (1 TO),"[1641712, 1642267]",1610612757.0,POR,,,,Rupert,R. Rupert,,,,,Above the Break 3,24+ Right Center,,,,,1.0,,,,,Carrington,1642267.0,,,,,,,,,
201,PT10M10.00S,2026-01-28T00:40:51.0Z,2,REGULAR,steal,,[],1642267,,,1610612764,31,33,2026-01-28T00:40:52Z,1990000,False,,,0,,B. Carrington STEAL (1 STL),[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
202,PT10M06.00S,2026-01-28T00:40:55.2Z,2,REGULAR,turnover,bad pass,[],1642364,,,1610612764,31,33,2026-01-28T00:40:59Z,2000000,False,,,0,,J. Watkins bad pass TURNOVER (2 TO),"[1642364, 1631321]",1610612764.0,WAS,,,,Watkins,J. Watkins,,,,,Above the Break 3,24+ Left Center,,,,,2.0,,,,,Cissoko,1631321.0,,,,,,,,,
203,PT10M06.00S,2026-01-28T00:40:55.2Z,2,REGULAR,steal,,[],1631321,,,1610612757,31,33,2026-01-28T00:40:56Z,2010000,False,,,0,,S. Cissoko STEAL (1 STL),[1631321],1610612757.0,POR,,,,Cissoko,S. Cissoko,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
204,PT09M55.00S,2026-01-28T00:41:05.5Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1642905,6.1268068331143235,49.01960784313725,1610612757,31,35,2026-01-28T00:56:32Z,2020000,False,5.0,5.0,1,left,Yang turnaround Hook (2 PTS) (J. Holiday 2 AST),"[1642905, 201950]",1610612757.0,POR,turnaround,,,Hansen,Yang,,,,,Restricted Area,0-8 Center,0.71,Made,2.0,,,,,,,,,,,,,,,J. Holiday,201950.0,2.0
207,PT09M42.00S,2026-01-28T00:41:26.8Z,2,REGULAR,foul,personal,[],201950,,,1610612764,31,35,2026-01-28T00:41:36Z,2050000,False,,,0,,J. Holiday personal FOUL (1 PF),"[201950, 1642860]",1610612757.0,POR,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Left Center,,,,1628172.0,,,,,,,,1.0,0.0,Riley,1642860.0,,,,,
210,PT09M24.00S,2026-01-28T00:42:04.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630264,85.75886990801577,50.98039215686274,1610612764,31,35,2026-01-28T00:42:15Z,2080000,False,5.0,81.0,1,right,MISS A. Gill 8' turnaround Shot,[1630264],1610612764.0,WAS,turnaround,,,Gill,A. Gill,,,,,In The Paint (Non-RA),8-16 Center,8.15,Missed,,,,,,,,,,,,,,,,,,
211,PT09M22.00S,2026-01-28T00:42:06.0Z,2,REGULAR,rebound,defensive,[],1641739,,,1610612757,31,35,2026-01-28T00:42:06Z,2090000,False,,,0,,T. Camara REBOUND (Off:0 Def:1),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,In The Paint (Non-RA),8-16 Center,,,,,,210.0,1.0,1.0,0.0,,,,,,,,,,,
212,PT09M16.00S,2026-01-28T00:42:12.5Z,2,REGULAR,3pt,Jump Shot,[],1641712,29.517082785808146,18.627450980392158,1610612757,31,38,2026-01-28T00:42:16Z,2100000,False,157.0,225.0,1,left,R. Rupert 27' 3PT  (7 PTS) (J. Holiday 3 AST),"[1641712, 201950]",1610612757.0,POR,,,,Rupert,R. Rupert,,,,,Above the Break 3,24+ Right Center,27.43,Made,7.0,,,,,,,,,,,,,,,J. Holiday,201950.0,3.0
214,PT09M15.00S,2026-01-28T00:42:17.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,31,38,2026-01-28T00:42:17Z,2120000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT09M15.00S,2026-01-28T00:42:17.8Z,2,REGULAR,substitution,out,[],1642364,,,1610612764,31,38,2026-01-28T00:45:12Z,2130000,False,,,0,,SUB out: J. Watkins,[1642364],1610612764.0,WAS,,,,Watkins,J. Watkins,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT09M15.00S,2026-01-28T00:42:17.8Z,2,REGULAR,substitution,out,[],1630264,,,1610612764,31,38,2026-01-28T00:45:12Z,2140000,False,,,0,,SUB out: A. Gill,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT09M15.00S,2026-01-28T00:42:17.8Z,2,REGULAR,substitution,in,[],1642259,,,1610612764,31,38,2026-01-28T00:45:12Z,2150000,False,,,0,,SUB in: A. Sarr,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT09M15.00S,2026-01-28T00:42:17.8Z,2,REGULAR,substitution,in,[],1642273,,,1610612764,31,38,2026-01-28T00:45:12Z,2160000,False,,,0,,SUB in: K. George,[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT08M49.00S,2026-01-28T00:45:39.3Z,2,REGULAR,3pt,Jump Shot,[],1642273,71.17279894875165,22.30392156862745,1610612764,31,38,2026-01-28T00:45:44Z,2170000,False,-138.0,218.0,1,right,MISS K. George 25' step back 3PT,[1642273],1610612764.0,WAS,step back,,,George,K. George,,,,,Above the Break 3,24+ Left Center,25.87,Missed,,,,,,,,,,,,,,,,,,
221,PT08M48.00S,2026-01-28T00:45:41.1Z,2,REGULAR,rebound,defensive,[],1641739,,,1610612757,31,38,2026-01-28T00:45:41Z,2180000,False,,,0,,T. Camara REBOUND (Off:0 Def:2),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Left Center,,,,,,220.0,2.0,2.0,0.0,,,,,,,,,,,
227,PT08M34.00S,2026-01-28T00:46:24.1Z,2,REGULAR,turnover,bad pass,[],1642905,,,1610612757,31,38,2026-01-28T00:46:30Z,2240000,False,,,0,,Yang bad pass TURNOVER (1 TO),"[1642905, 1642267]",1610612757.0,POR,,,,Hansen,Yang,,,,,Mid-Range,16-24 Left Center,,,,,1.0,,,,,Carrington,1642267.0,,,,,,,,,
228,PT08M34.00S,2026-01-28T00:46:24.1Z,2,REGULAR,steal,,[],1642267,,,1610612764,31,38,2026-01-28T00:46:25Z,2250000,False,,,0,,B. Carrington STEAL (2 STL),[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
229,PT08M27.00S,2026-01-28T00:46:30.8Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1642259,88.51839684625493,48.03921568627451,1610612764,33,38,2026-01-28T00:58:56Z,2260000,False,-10.0,55.0,1,right,A. Sarr driving Hook (10 PTS) (W. Riley 2 AST),"[1642259, 1642860]",1610612764.0,WAS,driving,,,Sarr,A. Sarr,,,,,In The Paint (Non-RA),0-8 Center,5.63,Made,10.0,,,,,,,,,,,,,,,W. Riley,1642860.0,2.0
231,PT08M10.00S,2026-01-28T00:46:47.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642905,16.63929040735874,54.65686274509803,1610612757,33,38,2026-01-28T00:46:54Z,2280000,False,-23.0,104.0,1,left,MISS Yang 10' floating Shot,[1642905],1610612757.0,POR,floating,,,Hansen,Yang,,,,,In The Paint (Non-RA),8-16 Center,10.65,Missed,,,,,,,,,,,,,,,,,,
232,PT08M06.00S,2026-01-28T00:46:51.5Z,2,REGULAR,rebound,defensive,[],1642259,,,1610612764,33,38,2026-01-28T00:46:54Z,2290000,False,,,0,,A. Sarr REBOUND (Off:1 Def:2),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,In The Paint (Non-RA),8-16 Center,,,,,,231.0,3.0,2.0,1.0,,,,,,,,,,,
233,PT08M01.00S,2026-01-28T00:46:56.4Z,2,REGULAR,3pt,Jump Shot,[],1642273,65.52233902759527,16.176470588235293,1610612764,33,38,2026-01-28T00:47:08Z,2300000,False,-169.0,272.0,1,right,MISS K. George 31' 3PT,[1642273],1610612764.0,WAS,,,,George,K. George,,,,,Above the Break 3,24+ Left Center,31.99,Missed,,,,,,,,,,,,,,,,,,
234,PT07M56.00S,2026-01-28T00:47:01.4Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612757,33,38,2026-01-28T00:47:08Z,2310000,False,,,0,,TEAM defensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,233.0,,,,,,,,,,,,,,
236,PT07M56.00S,2026-01-28T00:47:09.8Z,2,REGULAR,substitution,out,[],1642860,,,1610612757,33,38,2026-01-28T00:47:26Z,2330000,False,,,0,,SUB out: W. Riley,[1642860],1610612764.0,WAS,,,,Riley,W. Riley,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT07M56.00S,2026-01-28T00:47:09.8Z,2,REGULAR,substitution,out,[],1642905,,,1610612757,33,38,2026-01-28T00:47:26Z,2340000,False,,,0,,SUB out: Yang,[1642905],1610612757.0,POR,,,,Hansen,Yang,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT07M56.00S,2026-01-28T00:47:09.8Z,2,REGULAR,substitution,out,[],1631321,,,1610612757,33,38,2026-01-28T00:47:26Z,2350000,False,,,0,,SUB out: S. Cissoko,[1631321],1610612757.0,POR,,,,Cissoko,S. Cissoko,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT07M56.00S,2026-01-28T00:47:09.8Z,2,REGULAR,substitution,in,[],1642848,,,1610612757,33,38,2026-01-28T00:47:26Z,2360000,False,,,0,,SUB in: T. Johnson,[1642848],1610612764.0,WAS,,,,Johnson,T. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT07M56.00S,2026-01-28T00:47:09.8Z,2,REGULAR,substitution,in,[],1631126,,,1610612757,33,38,2026-01-28T00:47:26Z,2370000,False,,,0,,SUB in: C. Love,[1631126],1610612757.0,POR,,,,Love,C. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT07M56.00S,2026-01-28T00:47:09.8Z,2,REGULAR,substitution,in,[],1642270,,,1610612757,33,38,2026-01-28T00:47:26Z,2380000,False,,,0,,SUB in: D. Clingan,[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT07M45.00S,2026-01-28T00:47:30.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641712,12.302890932982917,40.44117647058824,1610612757,33,38,2026-01-28T00:47:36Z,2390000,False,48.0,63.0,1,left,MISS R. Rupert 7' driving floating Shot,[1641712],1610612757.0,POR,driving floating,,,Rupert,R. Rupert,,,,,In The Paint (Non-RA),0-8 Center,7.92,Missed,,,,,,,,,,,,,,,,,,
243,PT07M43.00S,2026-01-28T00:47:32.5Z,2,REGULAR,rebound,defensive,[],1642273,,,1610612764,33,38,2026-01-28T00:47:36Z,2400000,False,,,0,,K. George REBOUND (Off:0 Def:4),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,In The Paint (Non-RA),0-8 Center,,,,,,242.0,4.0,4.0,0.0,,,,,,,,,,,
244,PT07M36.00S,2026-01-28T00:47:40.0Z,2,REGULAR,3pt,Jump Shot,[],1642259,65.65374507227332,45.83333333333333,1610612764,33,38,2026-01-28T00:47:45Z,2410000,False,-21.0,270.0,1,right,MISS A. Sarr 27' 3PT,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Above the Break 3,24+ Center,27.12,Missed,,,,,,,,,,,,,,,,,,
245,PT07M33.00S,2026-01-28T00:47:43.0Z,2,REGULAR,rebound,defensive,[],1641712,,,1610612757,33,38,2026-01-28T00:47:45Z,2420000,False,,,0,,R. Rupert REBOUND (Off:1 Def:3),[1641712],1610612757.0,POR,,,,Rupert,R. Rupert,,,,,Above the Break 3,24+ Center,,,,,,244.0,4.0,3.0,1.0,,,,,,,,,,,
246,PT07M26.00S,2026-01-28T00:47:51.8Z,2,REGULAR,turnover,out-of-bounds,[],201950,,,1610612757,33,38,2026-01-28T00:48:02Z,2430000,False,,,0,,J. Holiday bad pass out-of-bounds TURNOVER (3 TO),[201950],1610612757.0,POR,bad pass,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),0-8 Center,,,,1627964.0,3.0,,,,,,,,,,,,,,,
247,PT07M07.00S,2026-01-28T00:48:17.7Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1642267,78.66294349540078,34.068627450980394,1610612764,33,38,2026-01-28T00:48:22Z,2440000,False,-80.0,148.0,1,right,MISS B. Carrington 16' pullup Shot,[1642267],1610612764.0,WAS,pullup,,,Carrington,B. Carrington,,,,,Mid-Range,16-24 Left Center,16.82,Missed,,,,,,,,,,,,,,,,,,
248,PT07M04.00S,2026-01-28T00:48:20.7Z,2,REGULAR,rebound,defensive,[],1641712,,,1610612757,33,38,2026-01-28T00:48:22Z,2450000,False,,,0,,R. Rupert REBOUND (Off:1 Def:4),[1641712],1610612757.0,POR,,,,Rupert,R. Rupert,,,,,Mid-Range,16-24 Left Center,,,,,,247.0,5.0,4.0,1.0,,,,,,,,,,,
249,PT07M00.00S,2026-01-28T00:48:25.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],201950,33.065045992115635,52.69607843137255,1610612757,33,38,2026-01-28T01:01:25Z,2460000,False,-13.0,258.0,1,left,MISS J. Holiday 25' running 3PT,[201950],1610612757.0,POR,running,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Center,25.87,Missed,,,,,,,,,,,,,,,,,,
250,PT06M56.00S,2026-01-28T00:48:29.2Z,2,REGULAR,rebound,defensive,[],1630551,,,1610612764,33,38,2026-01-28T00:48:30Z,2470000,False,,,0,,J. Champagnie REBOUND (Off:0 Def:2),[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Center,,,,,,249.0,2.0,2.0,0.0,,,,,,,,,,,
251,PT06M49.00S,2026-01-28T00:48:40.8Z,2,REGULAR,foul,technical,['1freethrow'],1642270,,,1610612764,33,38,2026-01-28T00:48:49Z,2480000,False,,,0,,D. Clingan defensive-3-second technical FOUL (1 Tech),[1642270],1610612757.0,POR,defensive-3-second,,,Clingan,D. Clingan,,,,,In The Paint (Non-RA),0-8 Center,,,,2534.0,,,,,,,,0.0,1.0,,,,,,,
252,PT06M49.00S,2026-01-28T00:48:56.1Z,2,REGULAR,freethrow,1 of 1,[],1642848,,,1610612764,34,38,2026-01-28T00:48:56Z,2490000,False,,,0,,T. Johnson technical Free Throw 1 of 1 (4 PTS),[1642848],1610612764.0,WAS,technical,,,Johnson,T. Johnson,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
253,PT06M49.00S,2026-01-28T00:48:56.9Z,2,REGULAR,substitution,out,[],1642267,,,1610612764,34,38,2026-01-28T00:49:10Z,2500000,False,,,0,,SUB out: B. Carrington,[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT06M49.00S,2026-01-28T00:48:56.9Z,2,REGULAR,substitution,out,[],1630551,,,1610612764,34,38,2026-01-28T00:49:10Z,2510000,False,,,0,,SUB out: J. Champagnie,[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT06M49.00S,2026-01-28T00:48:56.9Z,2,REGULAR,substitution,out,[],201950,,,1610612764,34,38,2026-01-28T00:49:10Z,2520000,False,,,0,,SUB out: J. Holiday,[201950],1610612757.0,POR,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT06M49.00S,2026-01-28T00:48:56.9Z,2,REGULAR,substitution,out,[],1641739,,,1610612764,34,38,2026-01-28T00:49:10Z,2530000,False,,,0,,SUB out: T. Camara,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT06M49.00S,2026-01-28T00:48:56.9Z,2,REGULAR,substitution,in,[],1641731,,,1610612764,34,38,2026-01-28T00:49:10Z,2540000,False,,,0,,SUB in: B. Coulibaly,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT06M49.00S,2026-01-28T00:48:56.9Z,2,REGULAR,substitution,in,[],203114,,,1610612764,34,38,2026-01-28T00:49:10Z,2550000,False,,,0,,SUB in: K. Middleton,[203114],1610612764.0,WAS,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT06M49.00S,2026-01-28T00:48:56.9Z,2,REGULAR,substitution,in,[],1631101,,,1610612764,34,38,2026-01-28T00:49:10Z,2560000,False,,,0,,SUB in: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT06M49.00S,2026-01-28T00:48:56.9Z,2,REGULAR,substitution,in,[],1630166,,,1610612764,34,38,2026-01-28T00:49:10Z,2570000,False,,,0,,SUB in: D. Avdija,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT06M45.00S,2026-01-28T00:49:22.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642259,93.38042049934296,52.94117647058824,1610612764,36,38,2026-01-28T00:49:29Z,2580000,False,15.0,10.0,1,right,A. Sarr cutting Layup (12 PTS) (K. Middleton 2 AST),"[1642259, 203114]",1610612764.0,WAS,cutting,,,Sarr,A. Sarr,,,,,Restricted Area,0-8 Center,1.76,Made,12.0,,,,,,,,,,,,,,,K. Middleton,203114.0,2.0
263,PT06M45.00S,2026-01-28T00:49:24.2Z,2,REGULAR,foul,personal,['1freethrow'],1642270,,,1610612764,36,38,2026-01-28T00:49:31Z,2600000,False,,,0,,D. Clingan shooting personal FOUL (1 PF) (Sarr 1 FT),"[1642270, 1642259]",1610612757.0,POR,shooting,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,,,,2534.0,,,,,,,,1.0,1.0,Sarr,1642259.0,,,,,
265,PT06M45.00S,2026-01-28T00:49:58.8Z,2,REGULAR,freethrow,1 of 1,[],1642259,,,1610612764,37,38,2026-01-28T00:49:58Z,2620000,False,,,0,,A. Sarr Free Throw 1 of 1 (13 PTS),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
267,PT06M32.00S,2026-01-28T00:50:11.9Z,2,REGULAR,turnover,bad pass,[],1630166,,,1610612757,37,38,2026-01-28T00:50:36Z,2630000,False,,,0,,D. Avdija bad pass TURNOVER (4 TO),"[1630166, 203114]",1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Mid-Range,8-16 Right,,,,,4.0,,,,,Middleton,203114.0,,,,,,,,,
268,PT06M32.00S,2026-01-28T00:50:11.9Z,2,REGULAR,steal,,[],203114,,,1610612764,37,38,2026-01-28T00:50:15Z,2640000,False,,,0,,K. Middleton STEAL (2 STL),[203114],1610612764.0,WAS,,,,Middleton,K. Middleton,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
269,PT06M27.00S,2026-01-28T00:50:18.0Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203114,93.38042049934296,50.98039215686274,1610612764,39,38,2026-01-28T01:03:32Z,2650000,False,5.0,10.0,1,right,K. Middleton running finger roll Layup (7 PTS) (K. George 4 AST),"[203114, 1642273]",1610612764.0,WAS,running finger roll,,,Middleton,K. Middleton,,,,,Restricted Area,0-8 Center,1.09,Made,7.0,,,,,,,,,,,,,,,K. George,1642273.0,4.0
273,PT06M12.00S,2026-01-28T00:50:32.3Z,2,REGULAR,3pt,Jump Shot,[],1631101,32.53942181340342,46.81372549019608,1610612757,39,38,2026-01-28T00:50:45Z,2670000,False,16.0,253.0,1,left,MISS S. Sharpe 25' pullup 3PT,[1631101],1610612757.0,POR,pullup,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Center,25.39,Missed,,,,,,,,,,,,,,,,,,
274,PT06M12.00S,2026-01-28T00:50:32.3Z,2,REGULAR,rebound,defensive,[],203114,,,1610612764,39,38,2026-01-28T01:05:49Z,2680000,False,,,0,,K. Middleton REBOUND (Off:0 Def:2),[203114],1610612764.0,WAS,,,,Middleton,K. Middleton,,,,,Above the Break 3,24+ Center,,,,,,273.0,2.0,2.0,0.0,,,,,,,,,,,
275,PT06M06.00S,2026-01-28T00:50:38.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1642848,89.43823915900131,2.450980392156863,1610612764,42,38,2026-01-28T01:08:52Z,2690000,False,-238.0,47.0,1,right,T. Johnson 24' 3PT running (7 PTS) (B. Coulibaly 2 AST),"[1642848, 1641731]",1610612764.0,WAS,running,,,Johnson,T. Johnson,,,,,Left Corner 3,24+ Left,24.23,Made,7.0,,,,,,,,,,,,,,,B. Coulibaly,1641731.0,2.0
277,PT06M06.00S,2026-01-28T00:50:46.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,42,38,2026-01-28T00:50:46Z,2710000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT06M06.00S,2026-01-28T00:52:04.9Z,2,REGULAR,substitution,out,[],1641712,,,1610612757,42,38,2026-01-28T00:53:16Z,2720000,False,,,0,,SUB out: R. Rupert,[1641712],1610612757.0,POR,,,,Rupert,R. Rupert,,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT06M06.00S,2026-01-28T00:52:04.9Z,2,REGULAR,substitution,in,[],203924,,,1610612757,42,38,2026-01-28T00:53:16Z,2730000,False,,,0,,SUB in: J. Grant,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT05M52.00S,2026-01-28T00:53:49.4Z,2,REGULAR,3pt,Jump Shot,[],203924,6.915243101182654,1.9607843137254901,1610612757,42,38,2026-01-28T00:53:53Z,2740000,False,240.0,13.0,1,left,MISS J. Grant 24' 3PT,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Right Corner 3,24+ Right,24.05,Missed,,,,,,,,,,,,,,,,,,
281,PT05M49.00S,2026-01-28T00:53:52.4Z,2,REGULAR,rebound,defensive,[],1641731,,,1610612764,42,38,2026-01-28T00:53:53Z,2750000,False,,,0,,B. Coulibaly REBOUND (Off:0 Def:1),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Right Corner 3,24+ Right,,,,,,280.0,1.0,1.0,0.0,,,,,,,,,,,
282,PT05M27.00S,2026-01-28T00:54:14.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642848,84.44480946123521,62.745098039215684,1610612764,44,38,2026-01-28T00:54:19Z,2760000,False,64.0,94.0,1,right,T. Johnson 11' driving floating Jump Shot (9 PTS),[1642848],1610612764.0,WAS,driving floating,,,Johnson,T. Johnson,,,,,In The Paint (Non-RA),8-16 Right,11.33,Made,9.0,,,,,,,,,,,,,,,,,
283,PT05M11.00S,2026-01-28T00:54:30.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631126,4.418528252299605,43.872549019607845,1610612757,44,38,2026-01-28T01:10:02Z,2770000,False,31.0,-11.0,1,left,MISS C. Love cutting Layup - blocked,"[1631126, 1642259]",1610612757.0,POR,cutting,,,Love,C. Love,,,,,Restricted Area,0-8 Center,3.25,Missed,,,,,,,,,,,,,,Sarr,1642259.0,,,
284,PT05M11.00S,2026-01-28T00:54:30.7Z,2,REGULAR,block,,[],1642259,,,1610612757,44,38,2026-01-28T00:54:33Z,2780000,False,,,0,,A. Sarr BLOCK (3 BLK),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
285,PT05M08.00S,2026-01-28T00:54:33.7Z,2,REGULAR,rebound,defensive,[],1642273,,,1610612764,44,38,2026-01-28T00:54:34Z,2790000,False,,,0,,K. George REBOUND (Off:0 Def:5),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,Restricted Area,0-8 Center,,,,,,283.0,5.0,5.0,0.0,,,,,,,,,,,
