actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2025-12-27T00:13:15.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-12-27T00:13:15Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2025-12-27T00:13:19.2Z,1,REGULAR,jumpball,recovered,[],203468,,,1610612764,0,0,2025-12-27T00:13:19Z,40000,False,,,0,,Jump Ball A. Sarr vs. S. Barnes: Tip to C. McCollum,"[203468, 1642259, 1630567]",1610612764.0,WAS,startperiod,C. McCollum,203468.0,McCollum,C. McCollum,Sarr,1642259.0,Barnes,1630567.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M39.00S,2025-12-27T00:13:35.5Z,1,REGULAR,3pt,Jump Shot,[],203114,22.683968462549277,10.53921568627451,1610612764,0,0,2025-12-27T00:13:59Z,70000,False,197.0,161.0,1,left,MISS K. Middleton 25' pullup 3PT - blocked,"[203114, 1627742]",1610612764.0,WAS,pullup,,,Middleton,K. Middleton,,,,,Above the Break 3,24+ Right Center,25.45,Missed,Ingram,1627742.0,,,,,,,,,,,,,,,,
9,PT11M39.00S,2025-12-27T00:13:35.5Z,1,REGULAR,block,,[],1627742,,,1610612764,0,0,2025-12-27T00:13:50Z,75000,False,,,0,,B. Ingram BLOCK (1 BLK),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
8,PT11M36.00S,2025-12-27T00:13:38.5Z,1,REGULAR,rebound,defensive,[],1630567,,,1610612761,0,0,2025-12-27T00:13:50Z,80000,False,,,0,,S. Barnes REBOUND (Off:0 Def:1),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Right Center,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,
10,PT11M18.00S,2025-12-27T00:13:56.8Z,1,REGULAR,3pt,Jump Shot,[],1627742,80.23981603153744,5.88235294117647,1610612761,0,0,2025-12-27T00:14:05Z,90000,False,-221.0,133.0,1,right,MISS B. Ingram 25' 3PT,[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Left Center,25.77,Missed,,,,,,,,,,,,,,,,,,
11,PT11M12.00S,2025-12-27T00:14:02.8Z,1,REGULAR,rebound,defensive,[],1642273,,,1610612764,0,0,2025-12-27T00:14:05Z,100000,False,,,0,,K. George REBOUND (Off:0 Def:1),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,Above the Break 3,24+ Left Center,,,,,10.0,1.0,1.0,0.0,,,,,,,,,,,,
12,PT10M59.00S,2025-12-27T00:14:15.3Z,1,REGULAR,2pt,Jump Shot,[],203114,22.552562417871222,32.1078431372549,1610612764,2,0,2025-12-27T00:14:47Z,110000,False,89.0,159.0,1,left,K. Middleton 18' driving floating Jump Shot (2 PTS) (A. Sarr 1 AST),"[203114, 1642259]",1610612764.0,WAS,driving floating,,,Middleton,K. Middleton,,,,,Mid-Range,16-24 Right Center,18.29,Made,,,,,,,2.0,A. Sarr,1642259.0,1.0,,,,,,,,
14,PT10M47.00S,2025-12-27T00:14:27.6Z,1,REGULAR,turnover,bad pass,[],1630567,,,1610612761,2,0,2025-12-27T00:14:36Z,130000,False,,,0,,S. Barnes bad pass TURNOVER (1 TO),"[1630567, 1641731]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,1.0,Coulibaly,1641731.0,,,,,
15,PT10M47.00S,2025-12-27T00:14:27.6Z,1,REGULAR,steal,,[],1641731,,,1610612764,2,0,2025-12-27T00:14:29Z,140000,False,,,0,,B. Coulibaly STEAL (1 STL),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
16,PT10M45.00S,2025-12-27T00:14:29.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641731,7.5722733245729295,48.28431372549019,1610612764,4,0,2025-12-27T00:14:41Z,150000,False,9.0,19.0,1,left,B. Coulibaly running DUNK (2 PTS),[1641731],1610612764.0,WAS,running,,,Coulibaly,B. Coulibaly,,,,,Restricted Area,0-8 Center,2.06,Made,,,,,,,2.0,,,,,,,,,,,
17,PT10M32.00S,2025-12-27T00:14:42.2Z,1,REGULAR,3pt,Jump Shot,[],1630572,66.44218134034165,38.48039215686275,1610612761,4,3,2025-12-27T00:14:50Z,160000,False,-58.0,263.0,1,right,S. Mamukelashvili 26' 3PT  (3 PTS) (S. Barnes 1 AST),"[1630572, 1630567]",1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,Above the Break 3,24+ Center,26.91,Made,,,,,,,3.0,S. Barnes,1630567.0,1.0,,,,,,,,
19,PT10M21.00S,2025-12-27T00:14:52.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642259,13.222733245729303,41.66666666666667,1610612764,6,3,2025-12-27T00:15:33Z,180000,False,42.0,72.0,1,left,A. Sarr 8' driving floating Jump Shot (2 PTS),[1642259],1610612764.0,WAS,driving floating,,,Sarr,A. Sarr,,,,,In The Paint (Non-RA),8-16 Center,8.3,Made,,,,,,,2.0,,,,,,,,,,,
20,PT10M07.00S,2025-12-27T00:15:07.0Z,1,REGULAR,2pt,Jump Shot,[],1630534,93.24901445466492,24.754901960784316,1610612761,6,5,2025-12-27T00:15:12Z,190000,False,-126.0,11.0,1,right,O. Agbaji 12' fadeaway Jump Shot (2 PTS) (I. Quickley 1 AST),"[1630534, 1630193]",1610612761.0,TOR,fadeaway,,,Agbaji,O. Agbaji,,,,,Mid-Range,8-16 Left,12.67,Made,,,,,,,2.0,I. Quickley,1630193.0,1.0,,,,,,,,
22,PT10M01.00S,2025-12-27T00:15:15.0Z,1,REGULAR,foul,personal,[],1630534,,,1610612764,6,5,2025-12-27T00:15:39Z,210000,False,,,0,,O. Agbaji personal FOUL (1 PF),"[1630534, 203114]",1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,101283.0,1.0,0.0,Middleton,203114.0
24,PT09M50.00S,2025-12-27T00:16:02.5Z,1,REGULAR,3pt,Jump Shot,[],1642273,30.56833114323259,68.38235294117648,1610612764,6,5,2025-12-27T00:16:11Z,230000,False,-92.0,235.0,1,left,MISS K. George 25' step back 3PT,[1642273],1610612764.0,WAS,step back,,,George,K. George,,,,,Above the Break 3,24+ Left Center,25.21,Missed,,,,,,,,,,,,,,,,,,
25,PT09M47.00S,2025-12-27T00:16:05.5Z,1,REGULAR,rebound,defensive,[],1627742,,,1610612761,6,5,2025-12-27T00:16:11Z,240000,False,,,0,,B. Ingram REBOUND (Off:0 Def:1),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Left Center,,,,,24.0,1.0,1.0,0.0,,,,,,,,,,,,
