actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
17,PT10M43.00S,2025-12-02T00:12:41.8Z,1,REGULAR,rebound,defensive,[],1642273,,,1610612764,1,2,2025-12-02T00:12:43Z,170000,False,,,0,,K. George REBOUND (Off:0 Def:1),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,Mid-Range,16-24 Center,,,,,,,16.0,,,,,,1.0,1.0,0.0,,,,,
18,PT10M39.00S,2025-12-02T00:12:46.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203468,71.43561103810775,77.45098039215686,1610612764,1,2,2025-12-02T00:13:31Z,180000,False,137.0,216.0,1,right,MISS C. McCollum 25' running pullup 3PT,[203468],1610612764.0,WAS,running pullup,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,25.59,,,,,,,,,,,
19,PT10M36.00S,2025-12-02T00:12:49.4Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,1,2,2025-12-02T00:12:52Z,190000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:1),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Right Center,,,,,,,18.0,,,,,,1.0,1.0,0.0,,,,,
20,PT10M31.00S,2025-12-02T00:12:57.1Z,1,REGULAR,foul,offensive,[],203507,,,1610612749,1,2,2025-12-02T00:13:04Z,200000,False,,,0,,G. Antetokounmpo charge offensive FOUL (1 PF),"[203507, 1628963]",1610612749.0,MIL,charge,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),0-8 Center,1628484.0,1.0,0.0,Bagley III,1628963.0,,,,,,,,,,,,,,,
22,PT10M31.00S,2025-12-02T00:12:57.1Z,1,REGULAR,turnover,offensive foul,[],203507,,,1610612749,1,2,2025-12-02T00:12:57Z,220000,False,,,0,,G. Antetokounmpo offensive foul TURNOVER (1 TO),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),0-8 Center,1628484.0,,,,,,,,,,,,,,,1.0,,,,
23,PT10M22.00S,2025-12-02T00:13:20.3Z,1,REGULAR,turnover,bad pass,[],1641731,,,1610612764,1,2,2025-12-02T00:13:29Z,230000,False,,,0,,B. Coulibaly bad pass TURNOVER (1 TO),"[1641731, 1629645]",1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,1.0,Porter Jr.,1629645.0,,
24,PT10M22.00S,2025-12-02T00:13:20.3Z,1,REGULAR,steal,,[],1629645,,,1610612749,1,2,2025-12-02T00:14:23Z,240000,False,,,0,,K. Porter Jr. STEAL (1 STL),[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
25,PT10M19.00S,2025-12-02T00:13:23.4Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629645,6.652431011826544,50.73529411764706,1610612749,1,4,2025-12-02T00:15:11Z,250000,False,-4.0,10.0,1,left,K. Porter Jr. running DUNK (2 PTS),[1629645],1610612749.0,MIL,running,,,Porter Jr.,K. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,Made,,2.0,1.07,,,,,,,,,,,
26,PT10M05.00S,2025-12-02T00:13:38.1Z,1,REGULAR,2pt,Jump Shot,[],203468,77.87450722733246,37.254901960784316,1610612764,3,4,2025-12-02T00:13:50Z,260000,False,-64.0,155.0,1,right,C. McCollum 16' pullup Jump Shot (3 PTS) (K. Middleton 1 AST),"[203468, 203114]",1610612764.0,WAS,pullup,,,McCollum,C. McCollum,,,,,Mid-Range,16-24 Left Center,,,,,,Made,,3.0,16.8,K. Middleton,203114.0,1.0,,,,,,,,
28,PT10M05.00S,2025-12-02T00:13:41.8Z,1,REGULAR,foul,personal,['1freethrow'],1631157,,,1610612764,3,4,2025-12-02T00:13:48Z,280000,False,,,0,,R. Rollins shooting personal FOUL (2 PF) (McCollum 1 FT),"[1631157, 203468]",1610612749.0,MIL,shooting,,,Rollins,R. Rollins,,,,,Mid-Range,8-16 Center,202058.0,2.0,0.0,McCollum,203468.0,,,,,,,,,,,,,,,
30,PT10M05.00S,2025-12-02T00:13:53.9Z,1,REGULAR,substitution,out,[],1631157,,,1610612764,3,4,2025-12-02T00:14:23Z,300000,False,,,0,,SUB out: R. Rollins,[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,,,,,,,,,,,,,,,,,,,,,,
31,PT10M05.00S,2025-12-02T00:13:53.9Z,1,REGULAR,substitution,in,[],1629018,,,1610612764,3,4,2025-12-02T00:14:23Z,310000,False,,,0,,SUB in: G. Trent Jr.,[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
32,PT10M05.00S,2025-12-02T00:14:10.4Z,1,REGULAR,freethrow,1 of 1,[],203468,,,1610612764,4,4,2025-12-02T00:14:10Z,320000,False,,,0,,C. McCollum Free Throw 1 of 1 (4 PTS),[203468],1610612764.0,WAS,,,,McCollum,C. McCollum,,,,,,,,,,,,Made,,4.0,,,,,,,,,,,,
33,PT09M49.00S,2025-12-02T00:14:26.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203507,7.178055190538765,45.83333333333333,1610612749,4,6,2025-12-02T00:14:31Z,330000,False,21.0,15.0,1,left,G. Antetokounmpo driving finger roll Layup (4 PTS),[203507],1610612749.0,MIL,driving finger roll,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,,,Made,,4.0,2.56,,,,,,,,,,,
34,PT09M37.00S,2025-12-02T00:14:38.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203114,83.26215505913272,50.0,1610612764,6,6,2025-12-02T00:14:40Z,340000,False,0.0,105.0,1,right,K. Middleton 10' pullup Jump Shot (2 PTS),[203114],1610612764.0,WAS,pullup,,,Middleton,K. Middleton,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,,2.0,10.48,,,,,,,,,,,
35,PT09M22.00S,2025-12-02T00:14:53.7Z,1,REGULAR,3pt,Jump Shot,[],1626167,29.517082785808146,81.86274509803921,1610612749,6,9,2025-12-02T00:14:59Z,350000,False,-159.0,225.0,1,left,M. Turner 27' 3PT  (3 PTS) (G. Antetokounmpo 1 AST),"[1626167, 203507]",1610612749.0,MIL,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Left Center,,,,,,Made,,3.0,27.57,G. Antetokounmpo,203507.0,1.0,,,,,,,,
37,PT09M10.00S,2025-12-02T00:15:05.5Z,1,REGULAR,3pt,Jump Shot,[],1642273,93.24901445466492,98.2843137254902,1610612764,9,9,2025-12-02T00:15:09Z,370000,False,241.0,11.0,1,right,K. George 24' 3PT  (3 PTS) (B. Coulibaly 1 AST),"[1642273, 1641731]",1610612764.0,WAS,,,,George,K. George,,,,,Right Corner 3,24+ Right,,,,,,Made,,3.0,24.17,B. Coulibaly,1641731.0,1.0,,,,,,,,
39,PT08M53.00S,2025-12-02T00:15:25.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203507,8.754927726675426,51.225490196078425,1610612749,9,11,2025-12-02T00:15:31Z,390000,False,-6.0,30.0,1,left,G. Antetokounmpo finger roll Layup (6 PTS) (K. Porter Jr. 1 AST),"[203507, 1629645]",1610612749.0,MIL,finger roll,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,,,Made,,6.0,3.04,K. Porter Jr.,1629645.0,1.0,,,,,,,,
41,PT08M53.00S,2025-12-02T00:15:27.3Z,1,REGULAR,foul,personal,['1freethrow'],1642273,,,1610612749,9,11,2025-12-02T00:15:36Z,410000,False,,,0,,K. George shooting personal FOUL (1 PF) (Antetokounmpo 1 FT),"[1642273, 203507]",1610612764.0,WAS,shooting,,,George,K. George,,,,,Restricted Area,0-8 Center,202058.0,1.0,0.0,Antetokounmpo,203507.0,,,,,,,,,,,,,,,
43,PT08M53.00S,2025-12-02T00:16:01.1Z,1,REGULAR,freethrow,1 of 1,[],203507,,,1610612749,9,12,2025-12-02T00:16:01Z,430000,False,,,0,,G. Antetokounmpo Free Throw 1 of 1 (7 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,Made,,7.0,,,,,,,,,,,,
44,PT08M37.00S,2025-12-02T00:16:17.9Z,1,REGULAR,2pt,Jump Shot,[],203114,78.13731931668858,37.254901960784316,1610612764,11,12,2025-12-02T00:16:25Z,440000,False,-64.0,153.0,1,right,K. Middleton 16' turnaround fadeaway Jump Shot (4 PTS),[203114],1610612764.0,WAS,turnaround fadeaway,,,Middleton,K. Middleton,,,,,Mid-Range,16-24 Left Center,,,,,,Made,,4.0,16.57,,,,,,,,,,,
45,PT08M20.00S,2025-12-02T00:16:36.0Z,1,REGULAR,foul,personal,['2freethrow'],1642273,,,1610612749,11,12,2025-12-02T00:16:41Z,450000,False,,,0,,K. George shooting personal FOUL (2 PF) (Porter Jr. 2 FT),"[1642273, 1629645]",1610612764.0,WAS,shooting,,,George,K. George,,,,,In The Paint (Non-RA),0-8 Center,201245.0,2.0,0.0,Porter Jr.,1629645.0,,,,,,,,,,,,,,,
47,PT08M20.00S,2025-12-02T00:17:03.5Z,1,REGULAR,freethrow,1 of 2,[],1629645,,,1610612749,11,12,2025-12-02T00:17:03Z,470000,False,,,0,,MISS K. Porter Jr. Free Throw 1 of 2,[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
48,PT08M20.00S,2025-12-02T00:17:03.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612749,11,12,2025-12-02T00:17:03Z,480000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,47.0,,,,,,,,,,,,,
49,PT08M20.00S,2025-12-02T00:17:18.4Z,1,REGULAR,freethrow,2 of 2,[],1629645,,,1610612749,11,13,2025-12-02T00:17:18Z,490000,False,,,0,,K. Porter Jr. Free Throw 2 of 2 (3 PTS),[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,Made,,3.0,,,,,,,,,,,,
50,PT08M07.00S,2025-12-02T00:17:32.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628963,93.64323258869908,50.98039215686274,1610612764,13,13,2025-12-02T00:17:37Z,500000,False,5.0,7.0,1,right,M. Bagley III cutting DUNK (2 PTS) (K. Middleton 2 AST),"[1628963, 203114]",1610612764.0,WAS,cutting,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,,,,,,Made,,2.0,0.88,K. Middleton,203114.0,2.0,,,,,,,,
52,PT07M47.00S,2025-12-02T00:17:53.0Z,1,REGULAR,turnover,bad pass,[],1629645,,,1610612749,13,13,2025-12-02T00:18:00Z,520000,False,,,0,,K. Porter Jr. bad pass TURNOVER (1 TO),"[1629645, 1642273]",1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,1.0,George,1642273.0,,
53,PT07M47.00S,2025-12-02T00:17:53.0Z,1,REGULAR,steal,,[],1642273,,,1610612764,13,13,2025-12-02T00:23:25Z,530000,False,,,0,,K. George STEAL (1 STL),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
54,PT07M41.00S,2025-12-02T00:17:58.2Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1641731,95.74572930354796,2.696078431372549,1610612764,13,13,2025-12-02T00:19:20Z,540000,False,-237.0,-13.0,1,right,MISS B. Coulibaly running 3PT,[1641731],1610612764.0,WAS,running,,,Coulibaly,B. Coulibaly,,,,,Left Corner 3,24+ Left,,,,,,Missed,,,23.68,,,,,,,,,,,
55,PT07M38.00S,2025-12-02T00:18:00.8Z,1,REGULAR,rebound,offensive,[],1628963,,,1610612764,13,13,2025-12-02T00:18:00Z,550000,False,,,0,,M. Bagley III REBOUND (Off:1 Def:0),[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,Left Corner 3,24+ Left,,,,,,,54.0,,,,,,1.0,0.0,1.0,,,,,
56,PT07M34.00S,2025-12-02T00:18:05.3Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1641731,71.04139290407359,15.441176470588236,1610612764,13,13,2025-12-02T00:18:12Z,560000,False,-173.0,220.0,1,right,MISS B. Coulibaly 27' 3PT,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,27.95,,,,,,,,,,,
57,PT07M33.00S,2025-12-02T00:18:06.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612749,13,13,2025-12-02T00:18:12Z,570000,False,,,0,,TEAM defensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,56.0,,,,,,,,,,,,,
59,PT07M20.00S,2025-12-02T00:18:31.0Z,1,REGULAR,3pt,Jump Shot,[],1626167,35.43035479632063,49.50980392156863,1610612749,13,16,2025-12-02T00:18:35Z,590000,False,2.0,281.0,1,left,M. Turner 28' 3PT  (6 PTS) (A. Green 1 AST),"[1626167, 1631260]",1610612749.0,MIL,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Center,,,,,,Made,,6.0,28.05,A. Green,1631260.0,1.0,,,,,,,,
61,PT07M06.00S,2025-12-02T00:18:45.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628963,94.95729303547962,45.588235294117645,1610612764,13,16,2025-12-02T00:18:49Z,610000,False,-22.0,-5.0,1,right,MISS M. Bagley III driving Layup,[1628963],1610612764.0,WAS,driving,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,2.27,,,,,,,,,,,
62,PT07M05.00S,2025-12-02T00:18:46.2Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,13,16,2025-12-02T00:18:49Z,620000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:2),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,,,,61.0,,,,,,2.0,2.0,0.0,,,,,
63,PT06M55.00S,2025-12-02T00:18:56.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626167,15.062417871222076,37.00980392156863,1610612749,13,16,2025-12-02T00:22:30Z,630000,False,65.0,89.0,1,left,MISS M. Turner 11' driving floating Shot,[1626167],1610612749.0,MIL,driving floating,,,Turner,M. Turner,,,,,In The Paint (Non-RA),8-16 Right,,,,,,Missed,,,11.03,,,,,,,,,,,
64,PT06M53.00S,2025-12-02T00:18:58.3Z,1,REGULAR,rebound,offensive,[],1626167,,,1610612749,13,16,2025-12-02T00:19:02Z,640000,False,,,0,,M. Turner REBOUND (Off:1 Def:0),[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,63.0,,,,,,1.0,0.0,1.0,,,,,
65,PT06M52.00S,2025-12-02T00:18:58.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626167,7.5722733245729295,47.05882352941176,1610612749,13,16,2025-12-02T00:19:06Z,650000,False,15.0,19.0,1,left,MISS M. Turner tip Layup,[1626167],1610612749.0,MIL,tip,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,2.38,,,,,,,,,,,
66,PT06M50.00S,2025-12-02T00:19:00.5Z,1,REGULAR,rebound,defensive,[],1628963,,,1610612764,13,16,2025-12-02T00:19:00Z,660000,False,,,0,,M. Bagley III REBOUND (Off:1 Def:1),[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,,,,,,,65.0,,,,,,2.0,1.0,1.0,,,,,
67,PT06M44.00S,2025-12-02T00:19:07.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203468,93.77463863337714,53.18627450980392,1610612764,15,16,2025-12-02T00:19:11Z,670000,False,16.0,6.0,1,right,C. McCollum driving Layup (6 PTS),[203468],1610612764.0,WAS,driving,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,,,,,,Made,,6.0,1.7,,,,,,,,,,,
68,PT06M31.00S,2025-12-02T00:19:20.3Z,1,REGULAR,3pt,Jump Shot,[],1626167,32.933639947437584,52.20588235294118,1610612749,15,16,2025-12-02T00:19:24Z,680000,False,-11.0,257.0,1,left,MISS M. Turner 25' 3PT,[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,25.73,,,,,,,,,,,
69,PT06M28.00S,2025-12-02T00:19:23.3Z,1,REGULAR,rebound,defensive,[],1628963,,,1610612764,15,16,2025-12-02T00:19:24Z,690000,False,,,0,,M. Bagley III REBOUND (Off:1 Def:2),[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,Above the Break 3,24+ Center,,,,,,,68.0,,,,,,3.0,2.0,1.0,,,,,
70,PT06M19.00S,2025-12-02T00:19:32.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203114,91.40932982917214,41.66666666666667,1610612764,15,16,2025-12-02T00:19:40Z,700000,False,-42.0,28.0,1,right,MISS K. Middleton Layup - blocked,"[203114, 1629018]",1610612764.0,WAS,,,,Middleton,K. Middleton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,5.04,,,,,,,,,,Trent Jr.,1629018.0
71,PT06M19.00S,2025-12-02T00:19:32.8Z,1,REGULAR,block,,[],1629018,,,1610612764,15,16,2025-12-02T00:25:30Z,710000,False,,,0,,G. Trent Jr. BLOCK (1 BLK),[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
72,PT06M18.00S,2025-12-02T00:19:33.8Z,1,REGULAR,rebound,defensive,[],1631260,,,1610612749,15,16,2025-12-02T00:19:40Z,720000,False,,,0,,A. Green REBOUND (Off:0 Def:1),[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,70.0,,,,,,1.0,1.0,0.0,,,,,
73,PT06M18.00S,2025-12-02T00:19:39.1Z,1,REGULAR,foul,personal,[],203114,,,1610612749,15,16,2025-12-02T00:19:44Z,730000,False,,,0,,K. Middleton personal FOUL (1 PF),"[203114, 1631260]",1610612764.0,WAS,,,,Middleton,K. Middleton,,,,,Mid-Range,8-16 Right,201245.0,1.0,0.0,Green,1631260.0,,,,,,,,,,,,,,,
75,PT06M18.00S,2025-12-02T00:19:45.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,15,16,2025-12-02T00:19:45Z,750000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M18.00S,2025-12-02T00:19:46.2Z,1,REGULAR,substitution,out,[],1642273,,,1610612749,15,16,2025-12-02T00:22:29Z,760000,False,,,0,,SUB out: K. George,[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M18.00S,2025-12-02T00:19:46.2Z,1,REGULAR,substitution,in,[],1642267,,,1610612749,15,16,2025-12-02T00:22:29Z,770000,False,,,0,,SUB in: B. Carrington,[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M05.00S,2025-12-02T00:22:54.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203507,7.30946123521682,56.127450980392155,1610612749,15,16,2025-12-02T00:23:00Z,780000,False,-31.0,16.0,1,left,MISS G. Antetokounmpo driving Layup,[203507],1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,3.46,,,,,,,,,,,
80,PT06M02.00S,2025-12-02T00:22:57.8Z,1,REGULAR,rebound,defensive,[],1641731,,,1610612764,15,16,2025-12-02T00:28:42Z,800000,False,,,0,,B. Coulibaly REBOUND (Off:0 Def:1),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Restricted Area,0-8 Center,,,,,,,78.0,,,,,,1.0,1.0,0.0,,,,,
81,PT06M00.00S,2025-12-02T00:23:00.1Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",203468,88.51839684625493,42.15686274509804,1610612764,15,16,2025-12-02T00:27:49Z,810000,False,-39.0,55.0,1,right,MISS C. McCollum 6' driving floating Shot,[203468],1610612764.0,WAS,driving floating,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,6.79,,,,,,,,,,,
82,PT05M58.00S,2025-12-02T00:23:02.1Z,1,REGULAR,rebound,defensive,[],1629018,,,1610612749,15,16,2025-12-02T00:23:08Z,820000,False,,,0,,G. Trent Jr. REBOUND (Off:0 Def:1),[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,81.0,,,,,,1.0,1.0,0.0,,,,,
83,PT05M49.00S,2025-12-02T00:23:11.4Z,1,REGULAR,3pt,Jump Shot,[],1631260,9.017739816031538,2.941176470588235,1610612749,15,19,2025-12-02T00:23:15Z,830000,False,235.0,32.0,1,left,A. Green 3PT  (3 PTS) (G. Antetokounmpo 2 AST),"[1631260, 203507]",1610612749.0,MIL,,,,Green,A. Green,,,,,Right Corner 3,24+ Right,,,,,,Made,,3.0,23.75,G. Antetokounmpo,203507.0,2.0,,,,,,,,
85,PT05M24.00S,2025-12-02T00:23:35.2Z,1,REGULAR,2pt,Jump Shot,[],203114,84.83902759526939,25.735294117647058,1610612764,17,19,2025-12-02T00:29:48Z,850000,False,-121.0,90.0,1,right,K. Middleton 15' Jump Shot (6 PTS),[203114],1610612764.0,WAS,,,,Middleton,K. Middleton,,,,,Mid-Range,8-16 Left,,,,,,Made,,6.0,15.1,,,,,,,,,,,
