actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
87,PT06M07.00S,2026-03-17T23:25:32.5Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630551,,,1610612765,16,15,2026-03-17T23:25:40Z,840000,False,,,0,,J. Champagnie shooting personal FOUL (2 PF) (Robinson 1 FT),"[1630551, 1629130]",1610612764.0,WAS,shooting,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,1627534.0,,,,,,,,,,,,2.0,0.0,Robinson,1629130.0,,,,
90,PT06M07.00S,2026-03-17T23:26:02.6Z,1,REGULAR,freethrow,1 of 1,[],1629130,,,1610612765,16,16,2026-03-17T23:26:02Z,860000,False,,,0,,D. Robinson Free Throw 1 of 1 (3 PTS),[1629130],1610612765.0,DET,,,,Robinson,D. Robinson,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,,
91,PT05M52.00S,2026-03-17T23:26:18.4Z,1,REGULAR,3pt,Jump Shot,[],1630551,66.17936925098554,52.450980392156865,1610612764,16,16,2026-03-17T23:26:33Z,870000,False,12.0,265.0,1,right,MISS J. Champagnie 26' pullup 3PT - blocked,"[1630551, 1631105]",1610612764.0,WAS,pullup,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Center,,,26.57,Missed,,,,,,,,,,,,,,,Duren,1631105.0
92,PT05M52.00S,2026-03-17T23:26:18.4Z,1,REGULAR,block,,[],1631105,,,1610612764,16,16,2026-03-17T23:26:27Z,880000,False,,,0,,J. Duren BLOCK (1 BLK),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
93,PT05M51.00S,2026-03-17T23:26:19.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612764,16,16,2026-03-17T23:26:33Z,890000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Above the Break 3,24+ Center,,,,,,91.0,,,,,,,,,,,,,,
95,PT05M51.00S,2026-03-17T23:26:30.2Z,1,REGULAR,substitution,out,[],1642267,,,1610612764,16,16,2026-03-17T23:26:38Z,910000,False,,,0,,SUB out: B. Carrington,[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT05M51.00S,2026-03-17T23:26:30.2Z,1,REGULAR,substitution,in,[],1630536,,,1610612764,16,16,2026-03-17T23:26:38Z,920000,False,,,0,,SUB in: S. Cooper,[1630536],1610612764.0,WAS,,,,Cooper,S. Cooper,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT05M44.00S,2026-03-17T23:26:52.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642860,92.19776609724047,51.71568627450981,1610612764,16,16,2026-03-17T23:29:49Z,930000,False,9.0,21.0,1,right,MISS W. Riley driving Layup,[1642860],1610612764.0,WAS,driving,,,Riley,W. Riley,,,,,Restricted Area,0-8 Center,,,2.25,Missed,,,,,,,,,,,,,,,,
98,PT05M42.00S,2026-03-17T23:26:54.6Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,16,16,2026-03-17T23:26:54Z,940000,False,,,0,,J. Duren REBOUND (Off:2 Def:2),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,,97.0,4.0,2.0,2.0,,,,,,,,,,,
99,PT05M37.00S,2026-03-17T23:26:58.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1631204,13.748357424441524,95.34313725490196,1610612765,16,19,2026-03-17T23:30:55Z,950000,False,-227.0,77.0,1,left,M. Sasser 3PT running pullup (3 PTS) (J. Duren 1 AST),"[1631204, 1631105]",1610612765.0,DET,running pullup,,,Sasser,M. Sasser,,,,,Left Corner 3,24+ Left,,,23.93,Made,3.0,,,,,J. Duren,1631105.0,1.0,,,,,,,,
101,PT05M19.00S,2026-03-17T23:27:17.2Z,1,REGULAR,2pt,Jump Shot,[],1642848,92.85479632063075,84.55882352941177,1610612764,16,19,2026-03-17T23:27:23Z,970000,False,173.0,15.0,1,right,MISS T. Johnson 17' pullup Shot,[1642848],1610612764.0,WAS,pullup,,,Johnson,T. Johnson,,,,,Mid-Range,16-24 Right,,,17.34,Missed,,,,,,,,,,,,,,,,
102,PT05M17.00S,2026-03-17T23:27:19.2Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,16,19,2026-03-17T23:27:23Z,980000,False,,,0,,J. Duren REBOUND (Off:2 Def:3),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Mid-Range,16-24 Right,,,,,,101.0,5.0,3.0,2.0,,,,,,,,,,,
103,PT05M08.00S,2026-03-17T23:27:28.5Z,1,REGULAR,turnover,bad pass,[],1631204,,,1610612765,16,19,2026-03-17T23:33:36Z,990000,False,,,0,,M. Sasser bad pass TURNOVER (1 TO),"[1631204, 1630264]",1610612765.0,DET,,,,Sasser,M. Sasser,,,,,In The Paint (Non-RA),0-8 Center,,1.0,,,,,,,,,,,,,,,Gill,1630264.0,,
104,PT05M08.00S,2026-03-17T23:27:28.5Z,1,REGULAR,steal,,[],1630264,,,1610612764,16,19,2026-03-17T23:33:36Z,1000000,False,,,0,,A. Gill STEAL (1 STL),[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
105,PT05M03.00S,2026-03-17T23:27:36.7Z,1,REGULAR,foul,personal,['2freethrow'],1631204,,,1610612764,16,19,2026-03-17T23:27:42Z,1010000,False,,,0,,M. Sasser shooting personal FOUL (1 PF) (Champagnie 2 FT),"[1631204, 1630551]",1610612765.0,DET,shooting,,,Sasser,M. Sasser,,,,,In The Paint (Non-RA),0-8 Center,1627961.0,,,,,,,,,,,,1.0,0.0,Champagnie,1630551.0,,,,
107,PT05M03.00S,2026-03-17T23:28:05.3Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1630551,,,1610612764,17,19,2026-03-17T23:33:27Z,1030000,False,,,0,,J. Champagnie Free Throw 1 of 2 (4 PTS),[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,,
108,PT05M03.00S,2026-03-17T23:28:05.3Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', 'fastbreak']",1630551,,,1610612764,18,19,2026-03-17T23:33:27Z,1040000,False,,,0,,J. Champagnie Free Throw 2 of 2 (5 PTS),[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,,
109,PT04M51.00S,2026-03-17T23:28:36.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202699,5.995400788436268,51.71568627450981,1610612765,18,21,2026-03-17T23:28:40Z,1050000,False,-9.0,4.0,1,left,T. Harris driving finger roll Layup (2 PTS) (M. Sasser 2 AST),"[202699, 1631204]",1610612765.0,DET,driving finger roll,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,,,0.94,Made,2.0,,,,,M. Sasser,1631204.0,2.0,,,,,,,,
110,PT04M27.00S,2026-03-17T23:29:00.2Z,1,REGULAR,3pt,Jump Shot,[],1642860,87.46714848883047,2.941176470588235,1610612764,21,21,2026-03-17T23:29:03Z,1060000,False,-235.0,65.0,1,right,W. Riley 24' 3PT  (7 PTS) (A. Gill 1 AST),"[1642860, 1630264]",1610612764.0,WAS,,,,Riley,W. Riley,,,,,Left Corner 3,24+ Left,,,24.42,Made,7.0,,,,,A. Gill,1630264.0,1.0,,,,,,,,
113,PT04M14.00S,2026-03-17T23:29:14.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630264,,,1610612765,21,21,2026-03-17T23:29:28Z,1090000,False,,,0,,A. Gill shooting personal FOUL (3 PF) (Duren 2 FT),"[1630264, 1631105]",1610612764.0,WAS,shooting,,,Gill,A. Gill,,,,,Restricted Area,0-8 Center,1627534.0,,,,,,,,,,,,3.0,0.0,Duren,1631105.0,,,,
115,PT04M14.00S,2026-03-17T23:29:50.6Z,1,REGULAR,freethrow,1 of 2,[],1631105,,,1610612765,21,22,2026-03-17T23:29:50Z,1110000,False,,,0,,J. Duren Free Throw 1 of 2 (6 PTS),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,Made,6.0,,,,,,,,,,,,,,,
116,PT04M14.00S,2026-03-17T23:29:51.1Z,1,REGULAR,substitution,out,[],1630551,,,1610612765,21,22,2026-03-17T23:30:12Z,1120000,False,,,0,,SUB out: J. Champagnie,[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT04M14.00S,2026-03-17T23:29:51.1Z,1,REGULAR,substitution,out,[],1630264,,,1610612765,21,22,2026-03-17T23:30:12Z,1130000,False,,,0,,SUB out: A. Gill,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT04M14.00S,2026-03-17T23:29:51.1Z,1,REGULAR,substitution,out,[],1642860,,,1610612765,21,22,2026-03-17T23:30:12Z,1140000,False,,,0,,SUB out: W. Riley,[1642860],1610612764.0,WAS,,,,Riley,W. Riley,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT04M14.00S,2026-03-17T23:29:51.1Z,1,REGULAR,substitution,out,[],202699,,,1610612765,21,22,2026-03-17T23:30:12Z,1150000,False,,,0,,SUB out: T. Harris,[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT04M14.00S,2026-03-17T23:29:51.1Z,1,REGULAR,substitution,out,[],1629130,,,1610612765,21,22,2026-03-17T23:30:12Z,1160000,False,,,0,,SUB out: D. Robinson,[1629130],1610612765.0,DET,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT04M14.00S,2026-03-17T23:29:51.1Z,1,REGULAR,substitution,in,[],1630702,,,1610612765,21,22,2026-03-17T23:30:12Z,1170000,False,,,0,,SUB in: J. Hardy,[1630702],1610612764.0,WAS,,,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT04M14.00S,2026-03-17T23:29:51.1Z,1,REGULAR,substitution,in,[],1641774,,,1610612765,21,22,2026-03-17T23:30:12Z,1180000,False,,,0,,SUB in: T. Vukcevic,[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT04M14.00S,2026-03-17T23:29:51.1Z,1,REGULAR,substitution,in,[],1642364,,,1610612765,21,22,2026-03-17T23:30:12Z,1190000,False,,,0,,SUB in: J. Watkins,[1642364],1610612764.0,WAS,,,,Watkins,J. Watkins,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT04M14.00S,2026-03-17T23:29:51.1Z,1,REGULAR,substitution,in,[],1627747,,,1610612765,21,22,2026-03-17T23:30:12Z,1200000,False,,,0,,SUB in: C. LeVert,[1627747],1610612765.0,DET,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT04M14.00S,2026-03-17T23:29:51.1Z,1,REGULAR,substitution,in,[],1641842,,,1610612765,21,22,2026-03-17T23:30:12Z,1210000,False,,,0,,SUB in: R. Holland II,[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT04M14.00S,2026-03-17T23:30:16.9Z,1,REGULAR,freethrow,2 of 2,[],1631105,,,1610612765,21,23,2026-03-17T23:30:16Z,1220000,False,,,0,,J. Duren Free Throw 2 of 2 (7 PTS),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,Made,7.0,,,,,,,,,,,,,,,
127,PT03M59.00S,2026-03-17T23:30:33.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1641774,92.9862023653088,50.49019607843137,1610612764,23,23,2026-03-17T23:30:39Z,1230000,False,2.0,13.0,1,right,T. Vukcevic driving DUNK (2 PTS) (J. Hardy 1 AST),"[1641774, 1630702]",1610612764.0,WAS,driving,,,Vukcevic,T. Vukcevic,,,,,Restricted Area,0-8 Center,,,1.36,Made,2.0,,,,,J. Hardy,1630702.0,1.0,,,,,,,,
129,PT03M43.00S,2026-03-17T23:30:48.5Z,1,REGULAR,3pt,Jump Shot,[],1628989,33.722076215505915,42.15686274509804,1610612765,23,23,2026-03-17T23:30:54Z,1250000,False,39.0,264.0,1,left,MISS K. Huerter 26' step back 3PT,[1628989],1610612765.0,DET,step back,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Center,,,26.74,Missed,,,,,,,,,,,,,,,,
130,PT03M39.00S,2026-03-17T23:30:52.5Z,1,REGULAR,rebound,offensive,[],1631105,,,1610612765,23,23,2026-03-17T23:31:54Z,1260000,False,,,0,,J. Duren REBOUND (Off:3 Def:3),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Center,,,,,,129.0,6.0,3.0,3.0,,,,,,,,,,,
131,PT03M38.00S,2026-03-17T23:30:53.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1631105,6.521024967148489,47.30392156862745,1610612765,23,25,2026-03-17T23:30:58Z,1270000,False,13.0,9.0,1,left,J. Duren DUNK (9 PTS),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,1.61,Made,9.0,,,,,,,,,,,,,,,
133,PT03M14.00S,2026-03-17T23:31:16.9Z,1,REGULAR,3pt,Jump Shot,[],1641774,95.74572930354796,2.696078431372549,1610612764,23,25,2026-03-17T23:31:20Z,1290000,False,-237.0,-13.0,1,right,MISS T. Vukcevic step back 3PT,[1641774],1610612764.0,WAS,step back,,,Vukcevic,T. Vukcevic,,,,,Left Corner 3,24+ Left,,,23.68,Missed,,,,,,,,,,,,,,,,
134,PT03M12.00S,2026-03-17T23:31:18.9Z,1,REGULAR,rebound,defensive,[],1631204,,,1610612765,23,25,2026-03-17T23:31:20Z,1300000,False,,,0,,M. Sasser REBOUND (Off:0 Def:1),[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,Left Corner 3,24+ Left,,,,,,133.0,1.0,1.0,0.0,,,,,,,,,,,
135,PT03M05.00S,2026-03-17T23:31:26.2Z,1,REGULAR,3pt,Jump Shot,[],1627747,33.722076215505915,55.88235294117647,1610612765,23,25,2026-03-17T23:31:31Z,1310000,False,-29.0,264.0,1,left,MISS C. LeVert 26' 3PT,[1627747],1610612765.0,DET,,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Center,,,26.61,Missed,,,,,,,,,,,,,,,,
136,PT03M03.00S,2026-03-17T23:31:29.1Z,1,REGULAR,rebound,offensive,[],1628989,,,1610612765,23,25,2026-03-17T23:31:29Z,1320000,False,,,0,,K. Huerter REBOUND (Off:1 Def:0),[1628989],1610612765.0,DET,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Center,,,,,,135.0,1.0,0.0,1.0,,,,,,,,,,,
137,PT03M01.00S,2026-03-17T23:31:31.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628989,6.521024967148489,36.27450980392157,1610612765,23,27,2026-03-17T23:37:12Z,1330000,False,69.0,9.0,1,left,K. Huerter 6' driving Layup (2 PTS),[1628989],1610612765.0,DET,driving,,,Huerter,K. Huerter,,,,,In The Paint (Non-RA),0-8 Center,,,6.92,Made,2.0,,,,,,,,,,,,,,,
138,PT02M36.00S,2026-03-17T23:31:59.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641774,93.11760840998686,38.23529411764706,1610612764,23,27,2026-03-17T23:38:11Z,1340000,False,-59.0,12.0,1,right,MISS T. Vukcevic 6' alley-oop Layup,[1641774],1610612764.0,WAS,alley-oop,,,Vukcevic,T. Vukcevic,,,,,In The Paint (Non-RA),0-8 Center,,,6.01,Missed,,,,,,,,,,,,,,,,
139,PT02M35.00S,2026-03-17T23:32:00.0Z,1,REGULAR,rebound,defensive,[],1628989,,,1610612765,23,27,2026-03-17T23:38:11Z,1350000,False,,,0,,K. Huerter REBOUND (Off:1 Def:1),[1628989],1610612765.0,DET,,,,Huerter,K. Huerter,,,,,In The Paint (Non-RA),0-8 Center,,,,,,138.0,2.0,1.0,1.0,,,,,,,,,,,
140,PT02M30.00S,2026-03-17T23:32:03.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630702,,,1610612765,23,27,2026-03-17T23:32:16Z,1360000,False,,,0,,J. Hardy shooting personal FOUL (1 PF) (LeVert 2 FT),"[1630702, 1627747]",1610612764.0,WAS,shooting,,,Hardy,J. Hardy,,,,,In The Paint (Non-RA),0-8 Center,200832.0,,,,,,,,,,,,1.0,0.0,LeVert,1627747.0,,,,
142,PT02M30.00S,2026-03-17T23:32:19.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,23,27,2026-03-17T23:32:19Z,1380000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT02M30.00S,2026-03-17T23:32:23.5Z,1,REGULAR,substitution,out,[],1642848,,,1610612765,23,27,2026-03-17T23:34:52Z,1390000,False,,,0,,SUB out: T. Johnson,[1642848],1610612764.0,WAS,,,,Johnson,T. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT02M30.00S,2026-03-17T23:32:23.5Z,1,REGULAR,substitution,out,[],1631105,,,1610612765,23,27,2026-03-17T23:34:52Z,1400000,False,,,0,,SUB out: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT02M30.00S,2026-03-17T23:32:23.5Z,1,REGULAR,substitution,in,[],1642860,,,1610612765,23,27,2026-03-17T23:34:52Z,1410000,False,,,0,,SUB in: W. Riley,[1642860],1610612764.0,WAS,,,,Riley,W. Riley,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT02M30.00S,2026-03-17T23:32:23.5Z,1,REGULAR,substitution,in,[],1630194,,,1610612765,23,27,2026-03-17T23:34:52Z,1420000,False,,,0,,SUB in: P. Reed,[1630194],1610612765.0,DET,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT02M30.00S,2026-03-17T23:35:13.7Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1627747,,,1610612765,23,27,2026-03-17T23:38:35Z,1430000,False,,,0,,MISS C. LeVert Free Throw 1 of 2,[1627747],1610612765.0,DET,,,,LeVert,C. LeVert,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
149,PT02M30.00S,2026-03-17T23:35:13.7Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612765,23,27,2026-03-17T23:38:35Z,1440000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,,148.0,,,,,,,,,,,,,,
150,PT02M30.00S,2026-03-17T23:35:13.7Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1627747,,,1610612765,23,28,2026-03-17T23:38:35Z,1450000,False,,,0,,C. LeVert Free Throw 2 of 2 (1 PTS),[1627747],1610612765.0,DET,,,,LeVert,C. LeVert,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,
151,PT02M14.00S,2026-03-17T23:35:47.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642860,94.1688567674113,46.32352941176471,1610612764,25,28,2026-03-17T23:36:08Z,1460000,False,-18.0,2.0,1,right,W. Riley driving Layup (9 PTS),[1642860],1610612764.0,WAS,driving,,,Riley,W. Riley,,,,,Restricted Area,0-8 Center,,,1.85,Made,9.0,,,,,,,,,,,,,,,
152,PT02M14.00S,2026-03-17T23:35:50.8Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630194,,,1610612764,25,28,2026-03-17T23:42:49Z,1470000,False,,,0,,P. Reed personal FOUL (1 PF) (Riley 1 FT),"[1630194, 1642860]",1610612765.0,DET,,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,200832.0,,,,,,,,,,,,1.0,0.0,Riley,1642860.0,,,,
155,PT02M14.00S,2026-03-17T23:36:13.9Z,1,REGULAR,freethrow,1 of 1,[],1642860,,,1610612764,26,28,2026-03-17T23:36:13Z,1490000,False,,,0,,W. Riley Free Throw 1 of 1 (10 PTS),[1642860],1610612764.0,WAS,,,,Riley,W. Riley,,,,,,,,,,Made,10.0,,,,,,,,,,,,,,,
156,PT01M57.00S,2026-03-17T23:36:32.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630194,6.521024967148489,64.95098039215686,1610612765,26,30,2026-03-17T23:36:44Z,1500000,False,-75.0,9.0,1,left,P. Reed 7' driving Hook (2 PTS),[1630194],1610612765.0,DET,driving,,,Reed,P. Reed,,,,,In The Paint (Non-RA),0-8 Center,,,7.53,Made,2.0,,,,,,,,,,,,,,,
157,PT01M39.00S,2026-03-17T23:36:49.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641774,92.9862023653088,43.13725490196079,1610612764,28,30,2026-03-17T23:37:00Z,1510000,False,-34.0,13.0,1,right,T. Vukcevic driving Layup (4 PTS) (S. Cooper 1 AST),"[1641774, 1630536]",1610612764.0,WAS,driving,,,Vukcevic,T. Vukcevic,,,,,Restricted Area,0-8 Center,,,3.68,Made,4.0,,,,,S. Cooper,1630536.0,1.0,,,,,,,,
161,PT01M33.00S,2026-03-17T23:37:00.5Z,1,REGULAR,foul,offensive,['inpenalty'],1627747,,,1610612765,28,30,2026-03-17T23:37:32Z,1550000,False,,,0,,C. LeVert charge offensive FOUL (1 PF),"[1627747, 1630536]",1610612765.0,DET,charge,,,LeVert,C. LeVert,,,,,In The Paint (Non-RA),0-8 Center,1627534.0,,,,,,,,,,,,1.0,0.0,Cooper,1630536.0,,,,
163,PT01M33.00S,2026-03-17T23:37:00.5Z,1,REGULAR,turnover,offensive foul,[],1627747,,,1610612765,28,30,2026-03-17T23:37:32Z,1570000,False,,,0,,C. LeVert offensive foul TURNOVER (1 TO),[1627747],1610612765.0,DET,,,,LeVert,C. LeVert,,,,,In The Paint (Non-RA),0-8 Center,200832.0,1.0,,,,,,,,,,,,,,,,,,
164,PT01M13.00S,2026-03-17T23:37:32.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630702,93.38042049934296,57.84313725490197,1610612764,28,30,2026-03-17T23:37:49Z,1580000,False,39.0,10.0,1,right,MISS J. Hardy driving Layup,[1630702],1610612764.0,WAS,driving,,,Hardy,J. Hardy,,,,,Restricted Area,0-8 Center,,,4.04,Missed,,,,,,,,,,,,,,,,
165,PT01M13.00S,2026-03-17T23:37:32.9Z,1,REGULAR,rebound,offensive,[],1642860,,,1610612764,28,30,2026-03-17T23:37:49Z,1590000,False,,,0,,W. Riley REBOUND (Off:1 Def:0),[1642860],1610612764.0,WAS,,,,Riley,W. Riley,,,,,Restricted Area,0-8 Center,,,,,,164.0,1.0,0.0,1.0,,,,,,,,,,,
166,PT01M13.00S,2026-03-17T23:37:41.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641842,,,1610612764,28,30,2026-03-17T23:37:49Z,1600000,False,,,0,,R. Holland II personal FOUL (1 PF) (Riley 2 FT),"[1641842, 1642860]",1610612765.0,DET,,,,Holland II,R. Holland II,,,,,In The Paint (Non-RA),0-8 Center,1627534.0,,,,,,,,,,,,1.0,0.0,Riley,1642860.0,,,,
168,PT01M13.00S,2026-03-17T23:38:03.2Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1642860,,,1610612764,29,30,2026-03-17T23:38:03Z,1620000,False,,,0,,W. Riley Free Throw 1 of 2 (11 PTS),[1642860],1610612764.0,WAS,,,,Riley,W. Riley,,,,,,,,,,Made,11.0,,,,,,,,,,,,,,,
169,PT01M13.00S,2026-03-17T23:38:03.2Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1642860,,,1610612764,29,30,2026-03-17T23:38:25Z,1630000,False,,,0,,MISS W. Riley Free Throw 2 of 2,[1642860],1610612764.0,WAS,,,,Riley,W. Riley,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
170,PT01M09.00S,2026-03-17T23:38:07.2Z,1,REGULAR,rebound,offensive,[],1630536,,,1610612764,29,30,2026-03-18T00:03:49Z,1640000,False,,,0,,S. Cooper REBOUND (Off:1 Def:0),[1630536],1610612764.0,WAS,,,,Cooper,S. Cooper,,,,,,,,,,,,169.0,1.0,0.0,1.0,,,,,,,,,,,
171,PT00M57.00S,2026-03-17T23:38:34.2Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1641774,67.62483574244416,29.65686274509804,1610612764,29,30,2026-03-17T23:38:41Z,1650000,False,-102.0,252.0,1,right,MISS T. Vukcevic 27' 3PT,[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,Above the Break 3,24+ Left Center,,,27.16,Missed,,,,,,,,,,,,,,,,
172,PT00M54.50S,2026-03-17T23:38:36.7Z,1,REGULAR,rebound,defensive,[],1641842,,,1610612765,29,30,2026-03-17T23:38:41Z,1660000,False,,,0,,R. Holland II REBOUND (Off:0 Def:1),[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,Above the Break 3,24+ Left Center,,,,,,171.0,1.0,1.0,0.0,,,,,,,,,,,
173,PT00M49.10S,2026-03-17T23:38:42.1Z,1,REGULAR,2pt,Jump Shot,[],1631204,15.325229960578188,29.65686274509804,1610612765,29,30,2026-03-17T23:38:49Z,1670000,False,102.0,92.0,1,left,MISS M. Sasser 13' pullup Shot,[1631204],1610612765.0,DET,pullup,,,Sasser,M. Sasser,,,,,Mid-Range,8-16 Right,,,13.69,Missed,,,,,,,,,,,,,,,,
174,PT00M46.40S,2026-03-17T23:38:44.8Z,1,REGULAR,rebound,defensive,[],1641774,,,1610612764,29,30,2026-03-17T23:38:49Z,1680000,False,,,0,,T. Vukcevic REBOUND (Off:0 Def:1),[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,Mid-Range,8-16 Right,,,,,,173.0,1.0,1.0,0.0,,,,,,,,,,,
175,PT00M34.60S,2026-03-17T23:38:56.6Z,1,REGULAR,3pt,Jump Shot,[],1630536,65.91655716162943,27.696078431372552,1610612764,32,30,2026-03-17T23:39:03Z,1690000,False,-112.0,268.0,1,right,S. Cooper 29' 3PT pullup (3 PTS),[1630536],1610612764.0,WAS,pullup,,,Cooper,S. Cooper,,,,,Above the Break 3,24+ Left Center,,,29.02,Made,3.0,,,,,,,,,,,,,,,
217,PT00M28.60S,2026-03-17T23:39:06.4Z,1,REGULAR,turnover,lost ball,[],1631204,,,1610612765,32,30,2026-03-17T23:48:28Z,1705000,False,,,0,,M. Sasser lost ball TURNOVER (2 TO),"[1631204, 1642364]",1610612765.0,DET,,,,Sasser,M. Sasser,,,,,In The Paint (Non-RA),8-16 Center,,2.0,,,,,,,,,,,,,,,Watkins,1642364.0,,
