actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
26,PT09M23.00S,2026-02-22T23:13:57.1Z,1,REGULAR,3pt,Jump Shot,[],1641731,21.76412614980289,10.049019607843137,1610612764,11,10,2026-02-22T23:14:01Z,260000,False,200.0,152.0,1,left,B. Coulibaly 25' 3PT pullup (11 PTS),[1641731],1610612764.0,WAS,pullup,,,Coulibaly,B. Coulibaly,,,,,Above the Break 3,24+ Right Center,,,,25.11,Made,11.0,,,,,,,,,,,,,,
27,PT09M12.00S,2026-02-22T23:14:09.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630163,94.1688567674113,52.94117647058824,1610612766,11,12,2026-02-22T23:14:13Z,270000,False,15.0,2.0,1,right,L. Ball driving bank Jump Shot (5 PTS),[1630163],1610612766.0,CHA,driving bank,,,Ball,L. Ball,,,,,Restricted Area,0-8 Center,,,,1.49,Made,5.0,,,,,,,,,,,,,,
28,PT09M01.00S,2026-02-22T23:14:19.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641731,6.915243101182654,40.44117647058824,1610612764,11,12,2026-02-22T23:14:22Z,280000,False,48.0,13.0,1,left,MISS B. Coulibaly driving Layup,[1641731],1610612764.0,WAS,driving,,,Coulibaly,B. Coulibaly,,,,,In The Paint (Non-RA),0-8 Center,,,,4.94,Missed,,,,,,,,,,,,,,,
29,PT09M00.00S,2026-02-22T23:14:21.1Z,1,REGULAR,rebound,offensive,[],1642267,,,1610612764,11,12,2026-02-22T23:14:21Z,290000,False,,,0,,B. Carrington REBOUND (Off:1 Def:0),[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,28.0,1.0,0.0,1.0,,,,,,,
30,PT09M00.00S,2026-02-22T23:14:23.7Z,1,REGULAR,foul,personal,['2freethrow'],1642851,,,1610612764,11,12,2026-02-22T23:14:31Z,300000,False,,,0,,K. Knueppel shooting personal FOUL (1 PF) (Carrington 2 FT),"[1642851, 1642267]",1610612766.0,CHA,shooting,,,Knueppel,K. Knueppel,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,1628481.0,1.0,0.0,Carrington,1642267.0,,
32,PT09M00.00S,2026-02-22T23:15:15.9Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1642267,,,1610612764,12,12,2026-02-22T23:15:36Z,320000,False,,,0,,B. Carrington Free Throw 1 of 2 (1 PTS),[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
33,PT09M00.00S,2026-02-22T23:15:15.9Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1642267,,,1610612764,12,12,2026-02-22T23:15:36Z,330000,False,,,0,,MISS B. Carrington Free Throw 2 of 2,[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
34,PT08M58.00S,2026-02-22T23:15:17.9Z,1,REGULAR,rebound,defensive,[],1641750,,,1610612766,12,12,2026-02-22T23:15:36Z,340000,False,,,0,,R. Kalkbrenner REBOUND (Off:1 Def:2),[1641750],1610612766.0,CHA,,,,Kalkbrenner,R. Kalkbrenner,,,,,,,,,,,,,,,,33.0,3.0,2.0,1.0,,,,,,,
35,PT08M37.00S,2026-02-22T23:15:54.7Z,1,REGULAR,3pt,Jump Shot,[],1641706,67.49342969776609,9.068627450980392,1610612766,12,12,2026-02-22T23:15:59Z,350000,False,-205.0,253.0,1,right,MISS B. Miller 32' 3PT,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Above the Break 3,24+ Left Center,,,,32.55,Missed,,,,,,,,,,,,,,,
36,PT08M35.00S,2026-02-22T23:15:56.7Z,1,REGULAR,rebound,offensive,[],1641750,,,1610612766,12,12,2026-02-22T23:15:59Z,360000,False,,,0,,R. Kalkbrenner REBOUND (Off:2 Def:2),[1641750],1610612766.0,CHA,,,,Kalkbrenner,R. Kalkbrenner,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,35.0,4.0,2.0,2.0,,,,,,,
37,PT08M34.00S,2026-02-22T23:15:58.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641750,93.77463863337714,57.107843137254896,1610612766,12,12,2026-02-22T23:16:05Z,370000,False,36.0,6.0,1,right,MISS R. Kalkbrenner putback Layup - blocked,"[1641750, 1642273]",1610612766.0,CHA,putback,,,Kalkbrenner,R. Kalkbrenner,,,,,Restricted Area,0-8 Center,,,,3.6,Missed,,,,,,,,,,,,,,George,1642273.0
38,PT08M34.00S,2026-02-22T23:15:58.1Z,1,REGULAR,block,,[],1642273,,,1610612766,12,12,2026-02-22T23:16:00Z,380000,False,,,0,,K. George BLOCK (1 BLK),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
39,PT08M32.00S,2026-02-22T23:16:00.1Z,1,REGULAR,rebound,defensive,[],1630264,,,1610612764,12,12,2026-02-22T23:16:05Z,390000,False,,,0,,A. Gill REBOUND (Off:0 Def:1),[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,Restricted Area,0-8 Center,,,,,,,,,,37.0,1.0,1.0,0.0,,,,,,,
40,PT08M20.00S,2026-02-22T23:16:12.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630264,7.835085413929041,47.794117647058826,1610612764,14,12,2026-02-22T23:16:19Z,400000,False,11.0,21.0,1,left,A. Gill cutting finger roll Layup (2 PTS) (B. Coulibaly 1 AST),"[1630264, 1641731]",1610612764.0,WAS,cutting finger roll,,,Gill,A. Gill,,,,,Restricted Area,0-8 Center,,,,2.38,Made,2.0,B. Coulibaly,1641731.0,1.0,,,,,,,,,,,
42,PT08M10.00S,2026-02-22T23:16:22.0Z,1,REGULAR,3pt,Jump Shot,[],1641706,77.87450722733246,89.4607843137255,1610612766,14,15,2026-02-22T23:16:25Z,420000,False,197.0,155.0,1,right,B. Miller 25' 3PT  (5 PTS) (L. Ball 3 AST),"[1641706, 1630163]",1610612766.0,CHA,,,,Miller,B. Miller,,,,,Above the Break 3,24+ Right Center,,,,25.12,Made,5.0,L. Ball,1630163.0,3.0,,,,,,,,,,,
44,PT08M02.00S,2026-02-22T23:16:30.6Z,1,REGULAR,3pt,Jump Shot,[],1642273,30.436925098554536,12.745098039215685,1610612764,17,15,2026-02-22T23:16:34Z,440000,False,186.0,234.0,1,left,K. George 29' 3PT  (3 PTS) (B. Carrington 1 AST),"[1642273, 1642267]",1610612764.0,WAS,,,,George,K. George,,,,,Above the Break 3,24+ Right Center,,,,29.88,Made,3.0,B. Carrington,1642267.0,1.0,,,,,,,,,,,
46,PT07M44.00S,2026-02-22T23:16:48.0Z,1,REGULAR,3pt,Jump Shot,[],1641706,67.09921156373193,65.19607843137256,1610612766,17,18,2026-02-22T23:16:52Z,460000,False,76.0,257.0,1,right,B. Miller 26' 3PT  (8 PTS) (L. Ball 4 AST),"[1641706, 1630163]",1610612766.0,CHA,,,,Miller,B. Miller,,,,,Above the Break 3,24+ Center,,,,26.78,Made,8.0,L. Ball,1630163.0,4.0,,,,,,,,,,,
48,PT07M42.00S,2026-02-22T23:16:52.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,17,18,2026-02-22T23:16:52Z,480000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,PT07M42.00S,2026-02-22T23:16:53.0Z,1,REGULAR,substitution,out,[],1641731,,,1610612764,17,18,2026-02-22T23:19:44Z,490000,False,,,0,,SUB out: B. Coulibaly,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PT07M42.00S,2026-02-22T23:16:53.0Z,1,REGULAR,substitution,out,[],1642273,,,1610612764,17,18,2026-02-22T23:19:44Z,500000,False,,,0,,SUB out: K. George,[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT07M42.00S,2026-02-22T23:16:53.0Z,1,REGULAR,substitution,in,[],1642860,,,1610612764,17,18,2026-02-22T23:19:44Z,510000,False,,,0,,SUB in: W. Riley,[1642860],1610612764.0,WAS,,,,Riley,W. Riley,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT07M42.00S,2026-02-22T23:16:53.0Z,1,REGULAR,substitution,in,[],1630536,,,1610612764,17,18,2026-02-22T23:19:44Z,520000,False,,,0,,SUB in: S. Cooper,[1630536],1610612764.0,WAS,,,,Cooper,S. Cooper,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT07M20.00S,2026-02-22T23:20:14.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642848,5.075558475689881,46.32352941176471,1610612764,17,18,2026-02-22T23:20:19Z,530000,False,18.0,-5.0,1,left,MISS T. Johnson driving Layup - blocked,"[1642848, 1641750]",1610612764.0,WAS,driving,,,Johnson,T. Johnson,,,,,Restricted Area,0-8 Center,,,,1.9,Missed,,,,,,,,,,,,,,Kalkbrenner,1641750.0
54,PT07M20.00S,2026-02-22T23:20:14.8Z,1,REGULAR,block,,[],1641750,,,1610612764,17,18,2026-02-22T23:20:17Z,540000,False,,,0,,R. Kalkbrenner BLOCK (1 BLK),[1641750],1610612766.0,CHA,,,,Kalkbrenner,R. Kalkbrenner,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
55,PT07M18.00S,2026-02-22T23:20:16.8Z,1,REGULAR,rebound,defensive,[],1641750,,,1610612766,17,18,2026-02-22T23:20:19Z,550000,False,,,0,,R. Kalkbrenner REBOUND (Off:2 Def:3),[1641750],1610612766.0,CHA,,,,Kalkbrenner,R. Kalkbrenner,,,,,Restricted Area,0-8 Center,,,,,,,,,,53.0,5.0,3.0,2.0,,,,,,,
56,PT07M12.00S,2026-02-22T23:20:23.7Z,1,REGULAR,3pt,Jump Shot,[],1642851,68.01905387647832,18.137254901960784,1610612766,17,18,2026-02-22T23:21:05Z,560000,False,-159.0,248.0,1,right,MISS K. Knueppel 29' pullup 3PT,[1642851],1610612766.0,CHA,pullup,,,Knueppel,K. Knueppel,,,,,Above the Break 3,24+ Left Center,,,,29.48,Missed,,,,,,,,,,,,,,,
57,PT07M09.00S,2026-02-22T23:20:26.4Z,1,REGULAR,rebound,offensive,[],1641750,,,1610612766,17,18,2026-02-22T23:20:26Z,570000,False,,,0,,R. Kalkbrenner REBOUND (Off:3 Def:3),[1641750],1610612766.0,CHA,,,,Kalkbrenner,R. Kalkbrenner,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,56.0,6.0,3.0,3.0,,,,,,,
58,PT07M08.00S,2026-02-22T23:20:29.1Z,1,REGULAR,foul,personal,['2freethrow'],1630264,,,1610612766,17,18,2026-02-22T23:20:34Z,580000,False,,,0,,A. Gill shooting personal FOUL (1 PF) (Kalkbrenner 2 FT),"[1630264, 1641750]",1610612764.0,WAS,shooting,,,Gill,A. Gill,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1628481.0,1.0,0.0,Kalkbrenner,1641750.0,,
60,PT07M08.00S,2026-02-22T23:20:49.6Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1641750,,,1610612766,17,19,2026-02-22T23:20:49Z,600000,False,,,0,,R. Kalkbrenner Free Throw 1 of 2 (3 PTS),[1641750],1610612766.0,CHA,,,,Kalkbrenner,R. Kalkbrenner,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
61,PT07M08.00S,2026-02-22T23:21:03.7Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1641750,,,1610612766,17,20,2026-02-22T23:21:03Z,610000,False,,,0,,R. Kalkbrenner Free Throw 2 of 2 (4 PTS),[1641750],1610612766.0,CHA,,,,Kalkbrenner,R. Kalkbrenner,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,
62,PT06M52.00S,2026-02-22T23:21:21.5Z,1,REGULAR,3pt,Jump Shot,[],1642860,2.7102496714848883,3.9215686274509802,1610612764,17,20,2026-02-22T23:21:26Z,620000,False,230.0,-27.0,1,left,MISS W. Riley 3PT,[1642860],1610612764.0,WAS,,,,Riley,W. Riley,,,,,Right Corner 3,24+ Right,,,,23.2,Missed,,,,,,,,,,,,,,,
63,PT06M50.00S,2026-02-22T23:21:23.5Z,1,REGULAR,rebound,defensive,[],1641706,,,1610612766,17,20,2026-02-22T23:21:26Z,630000,False,,,0,,B. Miller REBOUND (Off:0 Def:1),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Right Corner 3,24+ Right,,,,,,,,,,62.0,1.0,1.0,0.0,,,,,,,
64,PT06M39.00S,2026-02-22T23:21:37.2Z,1,REGULAR,foul,personal,['2freethrow'],1630264,,,1610612766,17,20,2026-02-22T23:21:46Z,640000,False,,,0,,A. Gill shooting personal FOUL (2 PF) (Knueppel 2 FT),"[1630264, 1642851]",1610612764.0,WAS,shooting,,,Gill,A. Gill,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1151.0,2.0,0.0,Knueppel,1642851.0,,
66,PT06M39.00S,2026-02-22T23:22:04.4Z,1,REGULAR,freethrow,1 of 2,[],1642851,,,1610612766,17,20,2026-02-22T23:22:04Z,660000,False,,,0,,MISS K. Knueppel Free Throw 1 of 2,[1642851],1610612766.0,CHA,,,,Knueppel,K. Knueppel,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
67,PT06M39.00S,2026-02-22T23:22:04.4Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612766,17,20,2026-02-22T23:22:04Z,670000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,66.0,,,,,,,,,,
68,PT06M39.00S,2026-02-22T23:22:05.0Z,1,REGULAR,substitution,out,[],1641706,,,1610612766,17,20,2026-02-22T23:22:09Z,680000,False,,,0,,SUB out: B. Miller,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M39.00S,2026-02-22T23:22:05.0Z,1,REGULAR,substitution,in,[],1630182,,,1610612766,17,20,2026-02-22T23:22:09Z,690000,False,,,0,,SUB in: J. Green,[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M39.00S,2026-02-22T23:22:25.8Z,1,REGULAR,freethrow,2 of 2,[],1642851,,,1610612766,17,21,2026-02-22T23:22:25Z,700000,False,,,0,,K. Knueppel Free Throw 2 of 2 (1 PTS),[1642851],1610612766.0,CHA,,,,Knueppel,K. Knueppel,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
71,PT06M27.00S,2026-02-22T23:22:38.4Z,1,REGULAR,2pt,Jump Shot,[],1642848,19.267411300919843,23.52941176470588,1610612764,19,21,2026-02-22T23:22:43Z,710000,False,132.0,129.0,1,left,T. Johnson 18' pullup Jump Shot (2 PTS) (A. Gill 1 AST),"[1642848, 1630264]",1610612764.0,WAS,pullup,,,Johnson,T. Johnson,,,,,Mid-Range,16-24 Right Center,,,,18.46,Made,2.0,A. Gill,1630264.0,1.0,,,,,,,,,,,
73,PT06M13.00S,2026-02-22T23:22:51.5Z,1,REGULAR,3pt,Jump Shot,[],1630163,67.62483574244416,23.52941176470588,1610612766,19,24,2026-02-22T23:22:55Z,730000,False,-132.0,252.0,1,right,L. Ball 28' 3PT pullup (8 PTS),[1630163],1610612766.0,CHA,pullup,,,Ball,L. Ball,,,,,Above the Break 3,24+ Left Center,,,,28.45,Made,8.0,,,,,,,,,,,,,,
74,PT06M03.00S,2026-02-22T23:23:01.7Z,1,REGULAR,3pt,Jump Shot,[],1642267,32.933639947437584,61.274509803921575,1610612764,19,24,2026-02-22T23:23:07Z,740000,False,-56.0,257.0,1,left,MISS B. Carrington 26' pullup 3PT,[1642267],1610612764.0,WAS,pullup,,,Carrington,B. Carrington,,,,,Above the Break 3,24+ Center,,,,26.32,Missed,,,,,,,,,,,,,,,
75,PT06M00.00S,2026-02-22T23:23:04.7Z,1,REGULAR,rebound,defensive,[],1630163,,,1610612766,19,24,2026-02-22T23:23:07Z,750000,False,,,0,,L. Ball REBOUND (Off:0 Def:1),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Center,,,,,,,,,,74.0,1.0,1.0,0.0,,,,,,,
76,PT05M47.00S,2026-02-22T23:23:17.4Z,1,REGULAR,3pt,Jump Shot,[],1630182,81.2910643889619,95.58823529411765,1610612766,19,24,2026-02-22T23:23:21Z,760000,False,228.0,123.0,1,right,MISS J. Green 25' 3PT,[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,,,,25.92,Missed,,,,,,,,,,,,,,,
77,PT05M45.00S,2026-02-22T23:23:19.4Z,1,REGULAR,rebound,defensive,[],1630264,,,1610612764,19,24,2026-02-22T23:23:21Z,770000,False,,,0,,A. Gill REBOUND (Off:0 Def:2),[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,76.0,2.0,2.0,0.0,,,,,,,
78,PT05M35.00S,2026-02-22T23:23:30.0Z,1,REGULAR,3pt,Jump Shot,[],1630264,30.962549277266753,72.54901960784314,1610612764,19,24,2026-02-22T23:23:39Z,780000,False,-113.0,239.0,1,left,MISS A. Gill 26' 3PT,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,Above the Break 3,24+ Left Center,,,,26.38,Missed,,,,,,,,,,,,,,,
79,PT05M31.00S,2026-02-22T23:23:34.0Z,1,REGULAR,rebound,defensive,[],1630182,,,1610612766,19,24,2026-02-22T23:23:39Z,790000,False,,,0,,J. Green REBOUND (Off:0 Def:1),[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,78.0,1.0,1.0,0.0,,,,,,,
80,PT05M23.00S,2026-02-22T23:23:41.7Z,1,REGULAR,3pt,Jump Shot,[],1630163,59.609067017082786,46.568627450980394,1610612766,19,24,2026-02-22T23:24:28Z,800000,False,-17.0,327.0,1,right,MISS L. Ball 32' pullup 3PT,[1630163],1610612766.0,CHA,pullup,,,Ball,L. Ball,,,,,Above the Break 3,24+ Center,,,,32.77,Missed,,,,,,,,,,,,,,,
81,PT05M20.00S,2026-02-22T23:23:44.7Z,1,REGULAR,rebound,defensive,[],1642267,,,1610612764,19,24,2026-02-22T23:23:49Z,810000,False,,,0,,B. Carrington REBOUND (Off:1 Def:1),[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,Above the Break 3,24+ Center,,,,,,,,,,80.0,2.0,1.0,1.0,,,,,,,
