actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2025-10-26T22:16:13.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-10-26T22:16:13Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2025-10-26T22:16:16.9Z,1,REGULAR,jumpball,recovered,[],1630163,,,1610612766,0,0,2025-10-26T22:16:17Z,40000,False,,,0,,Jump Ball R. Kalkbrenner vs. A. Sarr: Tip to L. Ball,"[1630163, 1641750, 1642259]",1610612766.0,CHA,startperiod,L. Ball,1630163.0,Ball,L. Ball,Kalkbrenner,1641750.0,Sarr,1642259.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M34.00S,2025-10-26T22:16:39.4Z,1,REGULAR,3pt,Jump Shot,[],1628970,69.20170827858082,78.18627450980392,1610612766,0,0,2025-10-26T22:16:42Z,70000,False,141.0,237.0,1,right,MISS M. Bridges 27' 3PT,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,27.57,Missed,,,,,,,,,,,,,,,,,,
8,PT11M30.00S,2025-10-26T22:16:43.8Z,1,REGULAR,rebound,defensive,[],1642273,,,1610612764,0,0,2025-10-26T22:16:43Z,80000,False,,,0,,K. George REBOUND (Off:0 Def:1),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,Above the Break 3,24+ Right Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
10,PT11M17.00S,2025-10-26T22:16:55.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1642259,12.171484888304862,44.36274509803921,1610612764,2,0,2025-10-26T22:37:38Z,100000,False,28.0,62.0,1,left,A. Sarr 6' Hook (2 PTS) (C. McCollum 1 AST),"[1642259, 203468]",1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,In The Paint (Non-RA),0-8 Center,6.8,Made,,,,,2.0,C. McCollum,203468.0,1.0,,,,,,,,,,
12,PT11M00.00S,2025-10-26T22:17:13.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,90.3580814717477,51.9607843137255,1610612766,2,0,2025-10-26T22:20:57Z,120000,False,10.0,38.0,1,right,MISS M. Bridges driving Layup,[1628970],1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,3.93,Missed,,,,,,,,,,,,,,,,,,
13,PT10M55.00S,2025-10-26T22:17:18.0Z,1,REGULAR,rebound,defensive,[],1642267,,,1610612764,2,0,2025-10-26T22:38:22Z,130000,False,,,0,,B. Carrington REBOUND (Off:0 Def:1),[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,Restricted Area,0-8 Center,,,12.0,1.0,1.0,0.0,,,,,,,,,,,,,,
14,PT10M54.00S,2025-10-26T22:17:18.5Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1642273,8.492115637319317,48.03921568627451,1610612764,4,0,2025-10-26T22:39:20Z,140000,False,10.0,27.0,1,left,K. George Layup (2 PTS) (B. Carrington 1 AST),"[1642273, 1642267]",1610612764.0,WAS,,,,George,K. George,,,,,Restricted Area,0-8 Center,2.9,Made,,,,,2.0,B. Carrington,1642267.0,1.0,,,,,,,,,,
16,PT10M43.00S,2025-10-26T22:17:29.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630163,96.00854139290408,50.245098039215684,1610612766,4,0,2025-10-26T22:17:31Z,160000,False,1.0,-15.0,1,right,MISS L. Ball Layup,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,In The Paint (Non-RA),0-8 Center,1.5,Missed,,,,,,,,,,,,,,,,,,
17,PT10M40.00S,2025-10-26T22:17:32.6Z,1,REGULAR,rebound,defensive,[],1642259,,,1610612764,4,0,2025-10-26T22:17:32Z,170000,False,,,0,,A. Sarr REBOUND (Off:0 Def:1),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,In The Paint (Non-RA),0-8 Center,,,16.0,1.0,1.0,0.0,,,,,,,,,,,,,,
18,PT10M38.00S,2025-10-26T22:17:34.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642259,7.178055190538765,50.0,1610612764,4,0,2025-10-26T22:17:40Z,180000,False,0.0,15.0,1,left,MISS A. Sarr Layup,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Restricted Area,0-8 Center,1.5,Missed,,,,,,,,,,,,,,,,,,
19,PT10M31.00S,2025-10-26T22:17:41.4Z,1,REGULAR,rebound,offensive,[],203114,,,1610612764,4,0,2025-10-26T22:17:41Z,190000,False,,,0,,K. Middleton REBOUND (Off:1 Def:0),[203114],1610612764.0,WAS,,,,Middleton,K. Middleton,,,,,Restricted Area,0-8 Center,,,18.0,1.0,0.0,1.0,,,,,,,,,,,,,,
20,PT10M30.00S,2025-10-26T22:17:42.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203114,8.09789750328515,47.05882352941176,1610612764,6,0,2025-10-26T22:24:19Z,200000,False,15.0,24.0,1,left,K. Middleton putback Layup (2 PTS),[203114],1610612764.0,WAS,putback,,,Middleton,K. Middleton,,,,,Restricted Area,0-8 Center,2.78,Made,,,,,2.0,,,,,,,,,,,,,
21,PT10M24.00S,2025-10-26T22:17:48.9Z,1,REGULAR,3pt,Jump Shot,[],1630163,92.9862023653088,4.166666666666666,1610612766,6,0,2025-10-26T22:17:51Z,210000,False,-229.0,13.0,1,right,MISS L. Ball 3PT,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Left Corner 3,24+ Left,22.96,Missed,,,,,,,,,,,,,,,,,,
22,PT10M21.00S,2025-10-26T22:17:52.7Z,1,REGULAR,rebound,defensive,[],203114,,,1610612764,6,0,2025-10-26T22:17:52Z,220000,False,,,0,,K. Middleton REBOUND (Off:1 Def:1),[203114],1610612764.0,WAS,,,,Middleton,K. Middleton,,,,,Left Corner 3,24+ Left,,,21.0,2.0,1.0,1.0,,,,,,,,,,,,,,
23,PT10M15.00S,2025-10-26T22:17:58.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203468,7.5722733245729295,49.26470588235294,1610612764,6,0,2025-10-26T22:24:58Z,230000,False,4.0,19.0,1,left,MISS C. McCollum driving Layup,[203468],1610612764.0,WAS,driving,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,1.91,Missed,,,,,,,,,,,,,,,,,,
24,PT10M10.00S,2025-10-26T22:18:03.0Z,1,REGULAR,rebound,defensive,[],1641750,,,1610612766,6,0,2025-10-26T22:18:03Z,240000,False,,,0,,R. Kalkbrenner REBOUND (Off:0 Def:1),[1641750],1610612766.0,CHA,,,,Kalkbrenner,R. Kalkbrenner,,,,,Restricted Area,0-8 Center,,,23.0,1.0,1.0,0.0,,,,,,,,,,,,,,
25,PT10M08.00S,2025-10-26T22:18:05.1Z,1,REGULAR,2pt,Jump Shot,[],1642851,85.28252299605782,12.522977941176471,1610612766,6,2,2025-10-26T22:18:18Z,250000,False,-187.0,86.0,1,right,K. Knueppel 20' Jump Shot (2 PTS) (L. Ball 1 AST),"[1642851, 1630163]",1610612766.0,CHA,,,,Knueppel,K. Knueppel,,,,,Mid-Range,16-24 Left,20.61,Made,,,,,2.0,L. Ball,1630163.0,1.0,,,,,,,,,,
27,PT09M46.00S,2025-10-26T22:18:26.6Z,1,REGULAR,2pt,Jump Shot,[],203468,21.23850197109067,27.696078431372552,1610612764,6,2,2025-10-26T22:18:30Z,270000,False,112.0,147.0,1,left,MISS C. McCollum 18' Jump Shot,[203468],1610612764.0,WAS,,,,McCollum,C. McCollum,,,,,Mid-Range,16-24 Right Center,18.46,Missed,,,,,,,,,,,,,,,,,,
28,PT09M41.00S,2025-10-26T22:18:32.5Z,1,REGULAR,rebound,defensive,[],1630163,,,1610612766,6,2,2025-10-26T22:18:32Z,280000,False,,,0,,L. Ball REBOUND (Off:0 Def:1),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Mid-Range,16-24 Right Center,,,27.0,1.0,1.0,0.0,,,,,,,,,,,,,,
29,PT09M41.00S,2025-10-26T22:18:33.7Z,1,REGULAR,foul,personal,[],1642267,,,1610612766,6,2,2025-10-26T22:18:44Z,290000,False,,,0,,B. Carrington personal FOUL (1 PF),"[1642267, 1630163]",1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,Mid-Range,16-24 Center,,,,,,,,,,,1627964.0,1.0,0.0,Ball,1630163.0,,,,,
32,PT09M33.00S,2025-10-26T22:19:15.9Z,1,REGULAR,3pt,Jump Shot,[],1642851,65.65374507227332,70.34313725490196,1610612766,6,2,2025-10-26T22:19:20Z,320000,False,102.0,270.0,1,right,MISS K. Knueppel 28' 3PT,[1642851],1610612766.0,CHA,,,,Knueppel,K. Knueppel,,,,,Above the Break 3,24+ Right Center,28.89,Missed,,,,,,,,,,,,,,,,,,
