actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
16,PT10M59.00S,2026-02-04T00:13:56.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203114,88.12417871222075,36.029411764705884,1610612764,0,2,2026-02-04T00:15:16Z,160000,False,-70.0,59.0,1,right,MISS K. Middleton 9' driving floating Shot,[203114],1610612764.0,WAS,driving floating,,,Middleton,K. Middleton,,,,,In The Paint (Non-RA),8-16 Left,9.15,Missed,,,,,,,,,,,,,,,,,,
17,PT10M56.00S,2026-02-04T00:13:59.3Z,1,REGULAR,rebound,defensive,[],1628973,,,1610612752,0,2,2026-02-04T00:15:16Z,170000,False,,,0,,J. Brunson REBOUND (Off:0 Def:1),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Left,,,,16.0,1.0,1.0,0.0,,,,,,,,,,,,,
18,PT10M48.00S,2026-02-04T00:14:07.1Z,1,REGULAR,3pt,Jump Shot,[],1628384,23.99802890932983,89.4607843137255,1610612752,0,5,2026-02-04T00:14:46Z,180000,False,-197.0,173.0,1,left,O. Anunoby 26' 3PT  (3 PTS) (J. Hart 1 AST),"[1628384, 1628404]",1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Left Center,26.25,Made,3.0,,,,,,,J. Hart,1628404.0,1.0,,,,,,,,
20,PT10M48.00S,2026-02-04T00:14:10.4Z,1,REGULAR,foul,personal,['1freethrow'],1642273,,,1610612752,0,5,2026-02-04T00:14:15Z,200000,False,,,0,,K. George shooting personal FOUL (1 PF) (Anunoby 1 FT),"[1642273, 1628384]",1610612764.0,WAS,shooting,,,George,K. George,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,201245.0,1.0,0.0,Anunoby,1628384.0,,,
22,PT10M48.00S,2026-02-04T00:14:35.0Z,1,REGULAR,freethrow,1 of 1,[],1628384,,,1610612752,0,5,2026-02-04T00:14:35Z,220000,False,,,0,,MISS O. Anunoby Free Throw 1 of 1,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
23,PT10M47.00S,2026-02-04T00:14:36.0Z,1,REGULAR,rebound,defensive,[],1641731,,,1610612764,0,5,2026-02-04T00:14:36Z,230000,False,,,0,,B. Coulibaly REBOUND (Off:0 Def:2),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,,,22.0,2.0,2.0,0.0,,,,,,,,,,,,,
25,PT10M24.00S,2026-02-04T00:15:11.9Z,1,REGULAR,3pt,Jump Shot,[],1642267,90.09526938239159,97.05882352941177,1610612764,0,5,2026-02-04T00:15:15Z,250000,False,235.0,41.0,1,right,MISS B. Carrington pullup 3PT - blocked,"[1642267, 1628969]",1610612764.0,WAS,pullup,,,Carrington,B. Carrington,,,,,Right Corner 3,24+ Right,23.88,Missed,,,,,,Bridges,1628969.0,,,,,,,,,,,
26,PT10M24.00S,2026-02-04T00:15:11.9Z,1,REGULAR,block,,[],1628969,,,1610612764,0,5,2026-02-04T00:15:14Z,260000,False,,,0,,M. Bridges BLOCK (2 BLK),[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,,,,,,
27,PT10M22.00S,2026-02-04T00:15:13.9Z,1,REGULAR,rebound,defensive,[],1628404,,,1610612752,0,5,2026-02-04T00:15:15Z,270000,False,,,0,,J. Hart REBOUND (Off:0 Def:1),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Right Corner 3,24+ Right,,,,25.0,1.0,1.0,0.0,,,,,,,,,,,,,
28,PT10M17.00S,2026-02-04T00:15:19.9Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628969,5.732588699080158,46.568627450980394,1610612752,0,7,2026-02-04T00:16:00Z,280000,False,17.0,1.0,1,left,M. Bridges running Layup (2 PTS) (J. Hart 2 AST),"[1628969, 1628404]",1610612752.0,NYK,running,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,1.73,Made,2.0,,,,,,,J. Hart,1628404.0,2.0,,,,,,,,
30,PT10M04.00S,2026-02-04T00:15:32.3Z,1,REGULAR,3pt,Jump Shot,[],203114,75.24638633377135,86.51960784313727,1610612764,3,7,2026-02-04T00:15:35Z,300000,False,183.0,180.0,1,right,K. Middleton 25' 3PT  (3 PTS) (A. Sarr 1 AST),"[203114, 1642259]",1610612764.0,WAS,,,,Middleton,K. Middleton,,,,,Above the Break 3,24+ Right Center,25.65,Made,3.0,,,,,,,A. Sarr,1642259.0,1.0,,,,,,,,
32,PT09M52.00S,2026-02-04T00:15:44.7Z,1,REGULAR,3pt,Jump Shot,[],1628384,5.863994743758213,1.715686274509804,1610612752,3,7,2026-02-04T00:15:49Z,320000,False,241.0,3.0,1,left,MISS O. Anunoby 24' 3PT,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Right Corner 3,24+ Right,24.14,Missed,,,,,,,,,,,,,,,,,,
33,PT09M49.00S,2026-02-04T00:15:47.3Z,1,REGULAR,rebound,offensive,[],1626157,,,1610612752,3,7,2026-02-04T00:15:47Z,330000,False,,,0,,K. Towns REBOUND (Off:1 Def:1),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Right Corner 3,24+ Right,,,,32.0,2.0,1.0,1.0,,,,,,,,,,,,,
34,PT09M47.00S,2026-02-04T00:15:49.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626157,7.046649145860711,49.754901960784316,1610612752,3,9,2026-02-04T00:17:13Z,340000,False,1.0,14.0,1,left,K. Towns putback Layup (2 PTS),[1626157],1610612752.0,NYK,putback,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,1.38,Made,2.0,,,,,,,,,,,,,,,,,
35,PT09M38.00S,2026-02-04T00:16:00.6Z,1,REGULAR,foul,personal,[],1628384,,,1610612764,3,9,2026-02-04T00:16:07Z,350000,False,,,0,,O. Anunoby personal FOUL (1 PF),"[1628384, 203114]",1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,1628485.0,1.0,0.0,Middleton,203114.0,,,
37,PT09M24.00S,2026-02-04T00:16:29.1Z,1,REGULAR,2pt,Jump Shot,[],203114,77.34888304862024,50.49019607843137,1610612764,5,9,2026-02-04T00:16:32Z,370000,False,2.0,160.0,1,right,K. Middleton 16' pullup Jump Shot (5 PTS),[203114],1610612764.0,WAS,pullup,,,Middleton,K. Middleton,,,,,Mid-Range,16-24 Center,16.04,Made,5.0,,,,,,,,,,,,,,,,,
38,PT09M12.00S,2026-02-04T00:16:44.3Z,1,REGULAR,violation,kicked ball,[],1642259,,,1610612752,5,9,2026-02-04T00:16:50Z,380000,False,,,0,,A. Sarr kicked ball VIOLATION,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,,,,,,,,,,,,,,,201245.0,,,,,,,
39,PT09M04.00S,2026-02-04T00:17:05.3Z,1,REGULAR,3pt,Jump Shot,[],1628969,29.122864651773984,24.019607843137255,1610612752,5,12,2026-02-04T00:17:10Z,390000,False,130.0,221.0,1,left,M. Bridges 25' 3PT  (5 PTS) (J. Hart 3 AST),"[1628969, 1628404]",1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,25.66,Made,5.0,,,,,,,J. Hart,1628404.0,3.0,,,,,,,,
41,PT08M49.00S,2026-02-04T00:17:21.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642273,82.86793692509855,49.26470588235294,1610612764,7,12,2026-02-04T00:17:24Z,410000,False,-4.0,109.0,1,right,K. George 10' pullup Jump Shot (2 PTS) (A. Sarr 2 AST),"[1642273, 1642259]",1610612764.0,WAS,pullup,,,George,K. George,,,,,In The Paint (Non-RA),8-16 Center,10.86,Made,2.0,,,,,,,A. Sarr,1642259.0,2.0,,,,,,,,
42,PT08M39.00S,2026-02-04T00:17:29.6Z,1,REGULAR,3pt,Jump Shot,[],1628404,34.90473061760841,35.53921568627451,1610612752,7,15,2026-02-04T00:17:33Z,420000,False,72.0,276.0,1,left,J. Hart 28' 3PT pullup (3 PTS),[1628404],1610612752.0,NYK,pullup,,,Hart,J. Hart,,,,,Above the Break 3,24+ Center,28.49,Made,3.0,,,,,,,,,,,,,,,,,
43,PT08M27.00S,2026-02-04T00:17:43.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1642259,83.39356110381078,35.294117647058826,1610612764,7,15,2026-02-04T00:17:55Z,430000,False,-74.0,104.0,1,right,MISS A. Sarr 12' driving bank Hook,[1642259],1610612764.0,WAS,driving bank,,,Sarr,A. Sarr,,,,,In The Paint (Non-RA),8-16 Left,12.7,Missed,,,,,,,,,,,,,,,,,,
44,PT08M25.00S,2026-02-04T00:17:45.1Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612752,7,15,2026-02-04T00:17:55Z,440000,False,,,0,,K. Towns REBOUND (Off:1 Def:2),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,In The Paint (Non-RA),8-16 Left,,,,43.0,3.0,2.0,1.0,,,,,,,,,,,,,
45,PT08M10.00S,2026-02-04T00:18:00.0Z,1,REGULAR,3pt,Jump Shot,[],1628973,4.812746386333772,1.715686274509804,1610612752,7,15,2026-02-04T00:18:04Z,450000,False,241.0,-7.0,1,left,MISS J. Brunson 24' 3PT,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Right Corner 3,24+ Right,24.15,Missed,,,,,,,,,,,,,,,,,,
46,PT08M06.00S,2026-02-04T00:18:04.0Z,1,REGULAR,rebound,defensive,[],203114,,,1610612764,7,15,2026-02-04T00:18:04Z,460000,False,,,0,,K. Middleton REBOUND (Off:0 Def:1),[203114],1610612764.0,WAS,,,,Middleton,K. Middleton,,,,,Right Corner 3,24+ Right,,,,45.0,1.0,1.0,0.0,,,,,,,,,,,,,
47,PT07M59.00S,2026-02-04T00:18:10.8Z,1,REGULAR,3pt,Jump Shot,[],1642267,71.56701708278581,8.088235294117647,1610612764,7,15,2026-02-04T00:18:14Z,470000,False,-210.0,215.0,1,right,MISS B. Carrington 30' 3PT,[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,Above the Break 3,24+ Left Center,30.01,Missed,,,,,,,,,,,,,,,,,,
48,PT07M55.00S,2026-02-04T00:18:14.8Z,1,REGULAR,rebound,defensive,[],1628404,,,1610612752,7,15,2026-02-04T00:18:14Z,480000,False,,,0,,J. Hart REBOUND (Off:0 Def:2),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Left Center,,,,47.0,2.0,2.0,0.0,,,,,,,,,,,,,
50,PT07M39.00S,2026-02-04T00:18:48.7Z,1,REGULAR,foul,personal,[],1641731,,,1610612752,7,15,2026-02-04T00:18:55Z,500000,False,,,0,,B. Coulibaly personal FOUL (1 PF),"[1641731, 1628973]",1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,1628485.0,1.0,0.0,Brunson,1628973.0,,,
52,PT07M36.00S,2026-02-04T00:19:10.5Z,1,REGULAR,3pt,Jump Shot,[],1626157,32.53942181340342,75.73529411764706,1610612752,7,15,2026-02-04T00:19:15Z,520000,False,-129.0,253.0,1,left,MISS K. Towns 28' 3PT,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Left Center,28.42,Missed,,,,,,,,,,,,,,,,,,
53,PT07M33.00S,2026-02-04T00:19:13.5Z,1,REGULAR,rebound,defensive,[],1642273,,,1610612764,7,15,2026-02-04T00:19:15Z,530000,False,,,0,,K. George REBOUND (Off:0 Def:1),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,Above the Break 3,24+ Left Center,,,,52.0,1.0,1.0,0.0,,,,,,,,,,,,,
54,PT07M22.00S,2026-02-04T00:19:24.6Z,1,REGULAR,3pt,Jump Shot,[],1642273,71.82982917214193,12.990196078431374,1610612764,7,15,2026-02-04T00:19:30Z,540000,False,-185.0,212.0,1,right,MISS K. George 28' 3PT,[1642273],1610612764.0,WAS,,,,George,K. George,,,,,Above the Break 3,24+ Left Center,28.16,Missed,,,,,,,,,,,,,,,,,,
55,PT07M17.00S,2026-02-04T00:19:29.6Z,1,REGULAR,rebound,defensive,[],1628969,,,1610612752,7,15,2026-02-04T00:19:30Z,550000,False,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,,,,54.0,1.0,1.0,0.0,,,,,,,,,,,,,
56,PT07M09.00S,2026-02-04T00:19:38.2Z,1,REGULAR,3pt,Jump Shot,[],1628973,30.17411300919842,17.401960784313726,1610612752,7,15,2026-02-04T00:19:42Z,560000,False,163.0,231.0,1,left,MISS J. Brunson 28' pullup 3PT,[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Right Center,28.28,Missed,,,,,,,,,,,,,,,,,,
57,PT07M06.00S,2026-02-04T00:19:41.2Z,1,REGULAR,rebound,defensive,[],1642259,,,1610612764,7,15,2026-02-04T00:19:42Z,570000,False,,,0,,A. Sarr REBOUND (Off:0 Def:1),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Above the Break 3,24+ Right Center,,,,56.0,1.0,1.0,0.0,,,,,,,,,,,,,
58,PT06M59.00S,2026-02-04T00:19:49.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642259,89.43823915900131,65.68627450980392,1610612764,7,15,2026-02-04T00:22:56Z,580000,False,78.0,47.0,1,right,MISS A. Sarr 9' driving floating bank Shot,[1642259],1610612764.0,WAS,driving floating bank,,,Sarr,A. Sarr,,,,,In The Paint (Non-RA),8-16 Right,9.13,Missed,,,,,,,,,,,,,,,,,,
59,PT06M57.00S,2026-02-04T00:19:51.0Z,1,REGULAR,rebound,defensive,[],1628404,,,1610612752,7,15,2026-02-04T00:19:53Z,590000,False,,,0,,J. Hart REBOUND (Off:0 Def:3),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,In The Paint (Non-RA),8-16 Right,,,,58.0,3.0,3.0,0.0,,,,,,,,,,,,,
63,PT06M43.00S,2026-02-04T00:20:14.1Z,1,REGULAR,foul,technical,['1freethrow'],1642267,,,1610612752,7,15,2026-02-04T00:23:06Z,620000,False,,,0,,B. Carrington defensive-3-second technical FOUL (1 Tech),[1642267],1610612764.0,WAS,defensive-3-second,,,Carrington,B. Carrington,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,201245.0,0.0,1.0,,,,,
64,PT06M43.00S,2026-02-04T00:20:26.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,7,15,2026-02-04T00:20:26Z,630000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M43.00S,2026-02-04T00:23:21.2Z,1,REGULAR,freethrow,1 of 1,[],1628973,,,1610612752,7,16,2026-02-04T00:23:21Z,640000,False,,,0,,J. Brunson technical Free Throw 1 of 1 (3 PTS),[1628973],1610612752.0,NYK,technical,,,Brunson,J. Brunson,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
66,PT06M35.00S,2026-02-04T00:23:40.0Z,1,REGULAR,3pt,Jump Shot,[],1628384,11.251642575558476,97.54901960784314,1610612752,7,19,2026-02-04T00:23:44Z,650000,False,-238.0,53.0,1,left,O. Anunoby 24' 3PT  (6 PTS) (M. Bridges 1 AST),"[1628384, 1628969]",1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Left Corner 3,24+ Left,24.36,Made,6.0,,,,,,,M. Bridges,1628969.0,1.0,,,,,,,,
68,PT06M18.00S,2026-02-04T00:23:56.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1642273,87.20433639947439,40.68627450980392,1610612764,7,19,2026-02-04T00:26:19Z,670000,False,-47.0,68.0,1,right,MISS K. George 8' driving Hook,[1642273],1610612764.0,WAS,driving,,,George,K. George,,,,,In The Paint (Non-RA),8-16 Left,8.23,Missed,,,,,,,,,,,,,,,,,,
70,PT06M15.00S,2026-02-04T00:23:59.2Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612752,7,19,2026-02-04T00:24:02Z,690000,False,,,0,,K. Towns REBOUND (Off:1 Def:3),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,In The Paint (Non-RA),8-16 Left,,,,68.0,4.0,3.0,1.0,,,,,,,,,,,,,
71,PT06M11.00S,2026-02-04T00:24:03.7Z,1,REGULAR,turnover,lost ball,[],1626157,,,1610612752,7,19,2026-02-04T00:24:10Z,700000,False,,,0,,K. Towns lost ball TURNOVER (1 TO),"[1626157, 1642259]",1610612752.0,NYK,,,,Towns,K. Towns,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,1.0,Sarr,1642259.0
72,PT06M11.00S,2026-02-04T00:24:03.7Z,1,REGULAR,steal,,[],1642259,,,1610612764,7,19,2026-02-04T00:24:05Z,710000,False,,,0,,A. Sarr STEAL (1 STL),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
73,PT06M07.00S,2026-02-04T00:24:10.6Z,1,REGULAR,foul,offensive,[],1642259,,,1610612764,7,19,2026-02-04T00:24:16Z,720000,False,,,0,,A. Sarr charge offensive FOUL (1 PF),"[1642259, 1628973]",1610612764.0,WAS,charge,,,Sarr,A. Sarr,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1628485.0,1.0,0.0,Brunson,1628973.0,,,
75,PT06M07.00S,2026-02-04T00:24:10.6Z,1,REGULAR,turnover,offensive foul,[],1642259,,,1610612764,7,19,2026-02-04T00:24:10Z,740000,False,,,0,,A. Sarr offensive foul TURNOVER (1 TO),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1628485.0,,,,,1.0,,
76,PT06M07.00S,2026-02-04T00:24:16.6Z,1,REGULAR,substitution,out,[],1626157,,,1610612752,7,19,2026-02-04T00:24:33Z,750000,False,,,0,,SUB out: K. Towns,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M07.00S,2026-02-04T00:24:16.6Z,1,REGULAR,substitution,out,[],1628969,,,1610612752,7,19,2026-02-04T00:24:33Z,760000,False,,,0,,SUB out: M. Bridges,[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M07.00S,2026-02-04T00:24:16.6Z,1,REGULAR,substitution,out,[],1628384,,,1610612752,7,19,2026-02-04T00:24:33Z,770000,False,,,0,,SUB out: O. Anunoby,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M07.00S,2026-02-04T00:24:16.6Z,1,REGULAR,substitution,in,[],1629013,,,1610612752,7,19,2026-02-04T00:24:33Z,780000,False,,,0,,SUB in: L. Shamet,[1629013],1610612752.0,NYK,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT06M07.00S,2026-02-04T00:24:16.6Z,1,REGULAR,substitution,in,[],1630574,,,1610612752,7,19,2026-02-04T00:24:33Z,790000,False,,,0,,SUB in: A. Hukporti,[1630574],1610612752.0,NYK,,,,Hukporti,A. Hukporti,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT06M07.00S,2026-02-04T00:24:16.6Z,1,REGULAR,substitution,in,[],1642885,,,1610612752,7,19,2026-02-04T00:24:33Z,800000,False,,,0,,SUB in: M. Diawara,[1642885],1610612752.0,NYK,,,,Diawara,M. Diawara,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M44.00S,2026-02-04T00:25:03.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1642885,6.389618922470433,47.05882352941176,1610612752,7,21,2026-02-04T00:25:09Z,810000,False,15.0,8.0,1,left,M. Diawara driving finger roll Layup (2 PTS),[1642885],1610612752.0,NYK,driving finger roll,,,Diawara,M. Diawara,,,,,Restricted Area,0-8 Center,1.65,Made,2.0,,,,,,,,,,,,,,,,,
83,PT05M30.00S,2026-02-04T00:25:17.1Z,1,REGULAR,2pt,Jump Shot,[],203114,87.86136662286465,31.127450980392158,1610612764,9,21,2026-02-04T00:25:27Z,820000,False,-94.0,62.0,1,right,K. Middleton 11' fadeaway Jump Shot (7 PTS) (A. Sarr 3 AST),"[203114, 1642259]",1610612764.0,WAS,fadeaway,,,Middleton,K. Middleton,,,,,Mid-Range,8-16 Left,11.27,Made,7.0,,,,,,,A. Sarr,1642259.0,3.0,,,,,,,,
84,PT05M17.00S,2026-02-04T00:25:28.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,16.245072273324574,63.725490196078425,1610612752,9,23,2026-02-04T00:25:33Z,830000,False,-69.0,100.0,1,left,J. Brunson 12' fadeaway Jump Shot (5 PTS),[1628973],1610612752.0,NYK,fadeaway,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Left,12.14,Made,5.0,,,,,,,,,,,,,,,,,
85,PT05M01.00S,2026-02-04T00:25:45.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642259,88.25558475689881,47.05882352941176,1610612764,9,23,2026-02-04T00:25:49Z,840000,False,-15.0,58.0,1,right,MISS A. Sarr floating Shot,[1642259],1610612764.0,WAS,floating,,,Sarr,A. Sarr,,,,,In The Paint (Non-RA),0-8 Center,5.97,Missed,,,,,,,,,,,,,,,,,,
86,PT04M59.00S,2026-02-04T00:25:47.5Z,1,REGULAR,rebound,offensive,[],1642259,,,1610612764,9,23,2026-02-04T00:25:47Z,850000,False,,,0,,A. Sarr REBOUND (Off:1 Def:1),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,In The Paint (Non-RA),0-8 Center,,,,85.0,2.0,1.0,1.0,,,,,,,,,,,,,
