actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2026-01-04T23:10:46.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-01-04T23:10:46Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2026-01-04T23:10:48.4Z,1,REGULAR,jumpball,recovered,[],1630162,,,1610612750,0,0,2026-01-04T23:10:48Z,40000,False,,,0,,Jump Ball R. Gobert vs. A. Sarr: Tip to A. Edwards,"[1630162, 203497, 1642259]",1610612750.0,MIN,startperiod,A. Edwards,1630162.0,Edwards,A. Edwards,Gobert,203497.0,Sarr,1642259.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2026-01-04T23:11:01.5Z,1,REGULAR,3pt,Jump Shot,[],203944,76.16622864651774,85.7843137254902,1610612750,0,0,2026-01-04T23:11:06Z,70000,False,179.0,172.0,1,right,MISS J. Randle 24' 3PT,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Right Center,24.78,Missed,,,,,,,,,,,,,,,,,,
8,PT11M40.00S,2026-01-04T23:11:05.5Z,1,REGULAR,rebound,defensive,[],203114,,,1610612764,0,0,2026-01-04T23:11:06Z,80000,False,,,0,,K. Middleton REBOUND (Off:0 Def:1),[203114],1610612764.0,WAS,,,,Middleton,K. Middleton,,,,,Above the Break 3,24+ Right Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M28.00S,2026-01-04T23:11:17.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1642259,11.383048620236531,48.28431372549019,1610612764,0,0,2026-01-04T23:11:21Z,90000,False,9.0,55.0,1,left,MISS A. Sarr turnaround Hook,[1642259],1610612764.0,WAS,turnaround,,,Sarr,A. Sarr,,,,,In The Paint (Non-RA),0-8 Center,5.52,Missed,,,,,,,,,,,,,,,,,,
10,PT11M27.00S,2026-01-04T23:11:18.2Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,0,0,2026-01-04T23:11:21Z,100000,False,,,0,,R. Gobert REBOUND (Off:0 Def:1),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M10.00S,2026-01-04T23:11:35.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,94.30026281208936,41.17647058823529,1610612750,0,2,2026-01-04T23:11:39Z,110000,False,-44.0,1.0,1,right,A. Edwards driving finger roll Layup (2 PTS) (D. DiVincenzo 1 AST),"[1630162, 1628978]",1610612750.0,MIN,driving finger roll,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),0-8 Center,4.41,Made,,,,,2.0,D. DiVincenzo,1628978.0,1.0,,,,,,,,,,
14,PT10M48.00S,2026-01-04T23:11:57.6Z,1,REGULAR,3pt,Jump Shot,[],1642848,37.27003942181341,23.52941176470588,1610612764,3,2,2026-01-04T23:12:00Z,140000,False,132.0,298.0,1,left,T. Johnson 32' 3PT pullup (3 PTS),[1642848],1610612764.0,WAS,pullup,,,Johnson,T. Johnson,,,,,Above the Break 3,24+ Right Center,32.59,Made,,,,,3.0,,,,,,,,,,,,,
16,PT10M38.00S,2026-01-04T23:12:07.9Z,1,REGULAR,turnover,bad pass,[],1630183,,,1610612750,3,2,2026-01-04T23:12:13Z,160000,False,,,0,,J. McDaniels bad pass TURNOVER (1 TO),"[1630183, 203114]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Mid-Range,16-24 Center,,,,,,,,,,,1.0,Middleton,203114.0,,,,,,,
17,PT10M38.00S,2026-01-04T23:12:07.9Z,1,REGULAR,steal,,[],203114,,,1610612764,3,2,2026-01-04T23:12:09Z,170000,False,,,0,,K. Middleton STEAL (1 STL),[203114],1610612764.0,WAS,,,,Middleton,K. Middleton,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
