actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2026-01-31T00:11:07.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-01-31T00:11:07Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT12M00.00S,2026-01-31T00:11:24.3Z,1,REGULAR,jumpball,recovered,[],1631222,,,0,0,0,2026-01-31T00:11:24Z,40000,False,,,0,,Jump Ball D. Ayton vs. A. Sarr: Tip to J. LaRavia,"[1631222, 1629028, 1642259]",1610612747.0,LAL,unclearpass,J. LaRavia,1631222.0,LaRavia,J. LaRavia,Ayton,1629028.0,Sarr,1642259.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2026-01-31T00:11:34.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629028,7.046649145860711,47.794117647058826,1610612747,0,2,2026-01-31T00:11:41Z,70000,False,11.0,14.0,1,left,D. Ayton Layup (2 PTS) (L. Dončić 1 AST),"[1629028, 1629029]",1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,1.76,Made,2.0,L. Dončić,1629029.0,1.0,,,,,,,,,,,,,,
9,PT11M23.00S,2026-01-31T00:11:54.5Z,1,REGULAR,3pt,Jump Shot,[],1641731,65.65374507227332,46.81372549019608,1610612764,0,2,2026-01-31T00:11:59Z,90000,False,-16.0,270.0,1,right,MISS B. Coulibaly 27' 3PT,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Above the Break 3,24+ Center,27.09,Missed,,,,,,,,,,,,,,,,,,
10,PT11M22.00S,2026-01-31T00:11:55.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612747,0,2,2026-01-31T00:11:59Z,100000,False,,,0,,TEAM defensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,9.0,,,,,,,,,,,,,
12,PT11M02.00S,2026-01-31T00:12:30.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629028,7.178055190538765,38.72549019607843,1610612747,0,2,2026-01-31T00:12:35Z,120000,False,56.0,15.0,1,left,MISS D. Ayton driving Hook,[1629028],1610612747.0,LAL,driving,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),0-8 Center,5.84,Missed,,,,,,,,,,,,,,,,,,
13,PT10M59.00S,2026-01-31T00:12:33.8Z,1,REGULAR,rebound,offensive,[],1629028,,,1610612747,0,2,2026-01-31T00:12:33Z,130000,False,,,0,,D. Ayton REBOUND (Off:1 Def:0),[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,12.0,1.0,0.0,1.0,,,,,,,,,,
14,PT10M55.00S,2026-01-31T00:12:37.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629029,15.719448094612352,50.49019607843137,1610612747,0,4,2026-01-31T00:12:42Z,140000,False,-2.0,95.0,1,left,L. Dončić 9' pullup Jump Shot (2 PTS),[1629029],1610612747.0,LAL,pullup,,,Dončić,L. Dončić,,,,,In The Paint (Non-RA),8-16 Center,9.53,Made,2.0,,,,,,,,,,,,,,,,,
15,PT10M29.00S,2026-01-31T00:13:04.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642273,94.82588699080158,65.44117647058823,1610612764,0,4,2026-01-31T00:13:24Z,150000,False,77.0,-4.0,1,right,MISS K. George 7' driving floating Shot,[1642273],1610612764.0,WAS,driving floating,,,George,K. George,,,,,In The Paint (Non-RA),0-8 Center,7.73,Missed,,,,,,,,,,,,,,,,,,
16,PT10M27.00S,2026-01-31T00:13:06.3Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612747,0,4,2026-01-31T00:13:16Z,160000,False,,,0,,L. Dončić REBOUND (Off:0 Def:1),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,15.0,1.0,1.0,0.0,,,,,,,,,,
