actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
170,PT11M52.00S,2025-11-01T23:38:03.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642273,81.02825229960578,48.28431372549019,1610612764,35,32,2025-11-01T23:38:11Z,1700000,False,-9.0,126.0,1,right,MISS K. George 12' driving floating Shot,[1642273],1610612764.0,WAS,driving floating,,,George,K. George,,,,,In The Paint (Non-RA),8-16 Center,12.61,Missed,,,,,,,,,,,,,,,,,,
171,PT11M48.00S,2025-11-01T23:38:07.6Z,2,REGULAR,rebound,defensive,[],1628976,,,1610612753,35,32,2025-11-01T23:38:11Z,1710000,False,,,0,,W. Carter Jr. REBOUND (Off:0 Def:4),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,170.0,,,,,,,,,,4.0,4.0,0.0,,,,,
172,PT11M28.00S,2025-11-01T23:38:27.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628976,5.863994743758213,51.225490196078425,1610612753,35,34,2025-11-01T23:38:31Z,1720000,False,-6.0,3.0,1,left,W. Carter Jr. DUNK (9 PTS) (F. Wagner 2 AST),"[1628976, 1630532]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,0.66,Made,,9.0,F. Wagner,1630532.0,2.0,,,,,,,,,,,,,
174,PT11M18.00S,2025-11-01T23:38:39.4Z,2,REGULAR,foul,personal,[],1630532,,,1610612764,35,34,2025-11-01T23:38:48Z,1740000,False,,,0,,F. Wagner personal FOUL (1 PF),"[1630532, 1642273]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Mid-Range,8-16 Right,,,,,,,,200833.0,1.0,0.0,George,1642273.0,,,,,,,,
176,PT11M10.00S,2025-11-01T23:39:05.5Z,2,REGULAR,2pt,Jump Shot,[],1642848,86.41590013140605,32.1078431372549,1610612764,35,34,2025-11-01T23:39:09Z,1760000,False,-89.0,75.0,1,right,MISS T. Johnson 11' pullup Shot,[1642848],1610612764.0,WAS,pullup,,,Johnson,T. Johnson,,,,,Mid-Range,8-16 Left,11.69,Missed,,,,,,,,,,,,,,,,,,
177,PT11M07.00S,2025-11-01T23:39:08.5Z,2,REGULAR,rebound,defensive,[],1628976,,,1610612753,35,34,2025-11-01T23:39:09Z,1770000,False,,,0,,W. Carter Jr. REBOUND (Off:0 Def:5),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Mid-Range,8-16 Left,,,176.0,,,,,,,,,,5.0,5.0,0.0,,,,,
178,PT10M59.00S,2025-11-01T23:39:17.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630532,9.017739816031538,60.29411764705882,1610612753,35,36,2025-11-01T23:39:27Z,1780000,False,-51.0,32.0,1,left,F. Wagner 6' bank Jump Shot (11 PTS),[1630532],1610612753.0,ORL,bank,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),0-8 Center,6.08,Made,,11.0,,,,,,,,,,,,,,,,
179,PT10M53.00S,2025-11-01T23:39:26.2Z,2,REGULAR,foul,offensive,[],1642273,,,1610612764,35,36,2025-11-01T23:39:36Z,1790000,False,,,0,,K. George offensive FOUL (3 PF),"[1642273, 1630532]",1610612764.0,WAS,,,,George,K. George,,,,,Mid-Range,16-24 Right Center,,,,,,,,2530.0,3.0,0.0,Wagner,1630532.0,,,,,,,,
181,PT10M53.00S,2025-11-01T23:39:26.2Z,2,REGULAR,turnover,offensive foul,[],1642273,,,1610612764,35,36,2025-11-01T23:39:26Z,1810000,False,,,0,,K. George offensive foul TURNOVER (1 TO),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,Mid-Range,16-24 Right Center,,,,,,,,2530.0,,,,,,,,1.0,,,,
182,PT10M53.00S,2025-11-01T23:39:36.3Z,2,REGULAR,substitution,out,[],1642273,,,1610612753,35,36,2025-11-01T23:39:47Z,1820000,False,,,0,,SUB out: K. George,[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT10M53.00S,2025-11-01T23:39:36.3Z,2,REGULAR,substitution,out,[],1626145,,,1610612753,35,36,2025-11-01T23:39:47Z,1830000,False,,,0,,SUB out: T. Jones,[1626145],1610612753.0,ORL,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT10M53.00S,2025-11-01T23:39:36.3Z,2,REGULAR,substitution,in,[],1630557,,,1610612753,35,36,2025-11-01T23:39:47Z,1840000,False,,,0,,SUB in: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT10M53.00S,2025-11-01T23:39:36.3Z,2,REGULAR,substitution,in,[],1641783,,,1610612753,35,36,2025-11-01T23:39:47Z,1850000,False,,,0,,SUB in: T. da Silva,[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT10M40.00S,2025-11-01T23:40:02.4Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630532,6.389618922470433,47.30392156862745,1610612753,35,38,2025-11-01T23:40:07Z,1860000,False,13.0,8.0,1,left,F. Wagner cutting DUNK (13 PTS) (J. Suggs 2 AST),"[1630532, 1630591]",1610612753.0,ORL,cutting,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,1.55,Made,,13.0,J. Suggs,1630591.0,2.0,,,,,,,,,,,,,
188,PT10M40.00S,2025-11-01T23:40:07.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,35,38,2025-11-01T23:40:07Z,1880000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT10M16.00S,2025-11-01T23:43:24.4Z,2,REGULAR,3pt,Jump Shot,[],1642848,92.46057818659659,95.83333333333334,1610612764,35,38,2025-11-01T23:43:33Z,1890000,False,229.0,18.0,1,right,MISS T. Johnson 3PT,[1642848],1610612764.0,WAS,,,,Johnson,T. Johnson,,,,,Right Corner 3,24+ Right,22.99,Missed,,,,,,,,,,,,,,,,,,
190,PT10M13.00S,2025-11-01T23:43:27.4Z,2,REGULAR,rebound,defensive,[],1630591,,,1610612753,35,38,2025-11-01T23:43:33Z,1900000,False,,,0,,J. Suggs REBOUND (Off:0 Def:2),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Right Corner 3,24+ Right,,,189.0,,,,,,,,,,2.0,2.0,0.0,,,,,
191,PT10M00.00S,2025-11-01T23:43:40.1Z,2,REGULAR,3pt,Jump Shot,[],1630591,37.92706964520368,34.80392156862745,1610612753,35,38,2025-11-01T23:43:44Z,1910000,False,76.0,304.0,1,left,MISS J. Suggs 31' 3PT,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Center,31.34,Missed,,,,,,,,,,,,,,,,,,
192,PT09M58.00S,2025-11-01T23:43:43.4Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612764,35,38,2025-11-01T23:43:43Z,1920000,False,,,0,,TEAM defensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Above the Break 3,24+ Center,,,191.0,,,,,,,,,,,,,,,,,
194,PT09M46.00S,2025-11-01T23:44:02.2Z,2,REGULAR,foul,personal,['2freethrow'],1628371,,,1610612764,35,38,2025-11-01T23:44:06Z,1940000,False,,,0,,J. Isaac shooting personal FOUL (1 PF) (Coulibaly 2 FT),"[1628371, 1641731]",1610612753.0,ORL,shooting,,,Isaac,J. Isaac,,,,,Mid-Range,8-16 Right,,,,,,,,2530.0,1.0,0.0,Coulibaly,1641731.0,,,,,,,,
196,PT09M46.00S,2025-11-01T23:44:25.1Z,2,REGULAR,freethrow,1 of 2,[],1641731,,,1610612764,36,38,2025-11-01T23:44:25Z,1960000,False,,,0,,B. Coulibaly Free Throw 1 of 2 (1 PTS),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,Made,,1.0,,,,,,,,,,,,,,,,
197,PT09M46.00S,2025-11-01T23:44:38.6Z,2,REGULAR,freethrow,2 of 2,[],1641731,,,1610612764,37,38,2025-11-01T23:44:38Z,1970000,False,,,0,,B. Coulibaly Free Throw 2 of 2 (2 PTS),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,Made,,2.0,,,,,,,,,,,,,,,,
198,PT09M28.00S,2025-11-01T23:44:57.9Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628976,9.806176084099869,59.068627450980394,1610612753,37,40,2025-11-01T23:45:07Z,1980000,False,-45.0,40.0,1,left,W. Carter Jr. 6' turnaround Hook (11 PTS) (F. Wagner 3 AST),"[1628976, 1630532]",1610612753.0,ORL,turnaround,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),0-8 Center,6.02,Made,,11.0,F. Wagner,1630532.0,3.0,,,,,,,,,,,,,
200,PT09M12.00S,2025-11-01T23:45:13.0Z,2,REGULAR,3pt,Jump Shot,[],1630557,65.25952693823915,66.42156862745098,1610612764,37,40,2025-11-01T23:45:18Z,2000000,False,82.0,274.0,1,right,MISS C. Kispert 28' 3PT,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Center,28.61,Missed,,,,,,,,,,,,,,,,,,
201,PT09M08.00S,2025-11-01T23:45:17.0Z,2,REGULAR,rebound,defensive,[],1628976,,,1610612753,37,40,2025-11-01T23:45:18Z,2010000,False,,,0,,W. Carter Jr. REBOUND (Off:0 Def:6),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Center,,,200.0,,,,,,,,,,6.0,6.0,0.0,,,,,
202,PT08M57.00S,2025-11-01T23:45:31.3Z,2,REGULAR,foul,personal,['2freethrow'],1642267,,,1610612753,37,40,2025-11-01T23:45:38Z,2020000,False,,,0,,B. Carrington shooting personal FOUL (1 PF) (Wagner 2 FT),"[1642267, 1630532]",1610612764.0,WAS,shooting,,,Carrington,B. Carrington,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1630888.0,1.0,0.0,Wagner,1630532.0,,,,,,,,
204,PT08M57.00S,2025-11-01T23:45:58.9Z,2,REGULAR,freethrow,1 of 2,[],1630532,,,1610612753,37,41,2025-11-01T23:45:58Z,2040000,False,,,0,,F. Wagner Free Throw 1 of 2 (14 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,Made,,14.0,,,,,,,,,,,,,,,,
205,PT08M57.00S,2025-11-01T23:45:59.5Z,2,REGULAR,substitution,out,[],1628371,,,1610612753,37,41,2025-11-01T23:46:06Z,2050000,False,,,0,,SUB out: J. Isaac,[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT08M57.00S,2025-11-01T23:45:59.5Z,2,REGULAR,substitution,out,[],1628976,,,1610612753,37,41,2025-11-01T23:46:06Z,2060000,False,,,0,,SUB out: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT08M57.00S,2025-11-01T23:45:59.5Z,2,REGULAR,substitution,in,[],1629048,,,1610612753,37,41,2025-11-01T23:46:06Z,2070000,False,,,0,,SUB in: G. Bitadze,[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT08M57.00S,2025-11-01T23:45:59.5Z,2,REGULAR,substitution,in,[],1631094,,,1610612753,37,41,2025-11-01T23:46:06Z,2080000,False,,,0,,SUB in: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT08M57.00S,2025-11-01T23:46:21.5Z,2,REGULAR,freethrow,2 of 2,[],1630532,,,1610612753,37,42,2025-11-01T23:46:21Z,2090000,False,,,0,,F. Wagner Free Throw 2 of 2 (15 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,Made,,15.0,,,,,,,,,,,,,,,,
210,PT08M50.00S,2025-11-01T23:46:32.8Z,2,REGULAR,foul,personal,['2freethrow'],1631094,,,1610612764,37,42,2025-11-01T23:46:39Z,2100000,False,,,0,,P. Banchero shooting personal FOUL (1 PF) (Coulibaly 2 FT),"[1631094, 1641731]",1610612753.0,ORL,shooting,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1630888.0,1.0,0.0,Coulibaly,1641731.0,,,,,,,,
212,PT08M50.00S,2025-11-01T23:46:58.7Z,2,REGULAR,freethrow,1 of 2,[],1641731,,,1610612764,38,42,2025-11-01T23:46:58Z,2120000,False,,,0,,B. Coulibaly Free Throw 1 of 2 (3 PTS),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,Made,,3.0,,,,,,,,,,,,,,,,
213,PT08M50.00S,2025-11-01T23:47:11.5Z,2,REGULAR,freethrow,2 of 2,[],1641731,,,1610612764,39,42,2025-11-01T23:47:11Z,2130000,False,,,0,,B. Coulibaly Free Throw 2 of 2 (4 PTS),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,Made,,4.0,,,,,,,,,,,,,,,,
215,PT08M27.00S,2025-11-01T23:47:46.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630591,7.835085413929041,64.95098039215686,1610612753,39,44,2025-11-01T23:47:51Z,2150000,False,-75.0,21.0,1,left,J. Suggs 7' driving floating bank Jump Shot (4 PTS),[1630591],1610612753.0,ORL,driving floating bank,,,Suggs,J. Suggs,,,,,In The Paint (Non-RA),0-8 Center,7.77,Made,,4.0,,,,,,,,,,,,,,,,
216,PT08M19.00S,2025-11-01T23:47:53.9Z,2,REGULAR,turnover,bad pass,[],1630557,,,1610612764,39,44,2025-11-01T23:48:01Z,2160000,False,,,0,,C. Kispert bad pass TURNOVER (1 TO),"[1630557, 1630591]",1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,1.0,Suggs,1630591.0,,
217,PT08M19.00S,2025-11-01T23:47:53.9Z,2,REGULAR,steal,,[],1630591,,,1610612753,39,44,2025-11-01T23:47:56Z,2170000,False,,,0,,J. Suggs STEAL (1 STL),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
218,PT08M11.00S,2025-11-01T23:48:02.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630591,6.389618922470433,96.81372549019608,1610612753,39,44,2025-11-01T23:48:09Z,2180000,False,-234.0,8.0,1,left,MISS J. Suggs step back 3PT,[1630591],1610612753.0,ORL,step back,,,Suggs,J. Suggs,,,,,Left Corner 3,24+ Left,23.42,Missed,,,,,,,,,,,,,,,,,,
219,PT08M08.00S,2025-11-01T23:48:06.0Z,2,REGULAR,rebound,offensive,[],1629048,,,1610612753,39,44,2025-11-01T23:48:06Z,2190000,False,,,0,,G. Bitadze REBOUND (Off:1 Def:0),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,Left Corner 3,24+ Left,,,218.0,,,,,,,,,,1.0,0.0,1.0,,,,,
220,PT07M59.00S,2025-11-01T23:48:14.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1641783,6.389618922470433,48.28431372549019,1610612753,39,44,2025-11-01T23:48:19Z,2200000,False,9.0,8.0,1,left,MISS T. da Silva reverse Layup,[1641783],1610612753.0,ORL,reverse,,,da Silva,T. da Silva,,,,,Restricted Area,0-8 Center,1.15,Missed,,,,,,,,,,,,,,,,,,
221,PT07M56.00S,2025-11-01T23:48:17.5Z,2,REGULAR,rebound,defensive,[],1641731,,,1610612764,39,44,2025-11-01T23:48:19Z,2210000,False,,,0,,B. Coulibaly REBOUND (Off:0 Def:1),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Restricted Area,0-8 Center,,,220.0,,,,,,,,,,1.0,1.0,0.0,,,,,
222,PT07M51.00S,2025-11-01T23:48:23.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1641731,94.56307490144546,50.245098039215684,1610612764,39,44,2025-11-01T23:48:34Z,2220000,False,1.0,-1.0,1,right,MISS B. Coulibaly DUNK - blocked,"[1641731, 1629048]",1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Restricted Area,0-8 Center,0.18,Missed,,,,,,,,,,,,,,,,,Bitadze,1629048.0
223,PT07M51.00S,2025-11-01T23:48:23.1Z,2,REGULAR,block,,[],1629048,,,1610612764,39,44,2025-11-01T23:48:27Z,2230000,False,,,0,,G. Bitadze BLOCK (1 BLK),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
224,PT07M51.00S,2025-11-01T23:48:23.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612764,39,44,2025-11-01T23:48:34Z,2240000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Restricted Area,0-8 Center,,,222.0,,,,,,,,,,,,,,,,,
226,PT07M51.00S,2025-11-01T23:48:32.9Z,2,REGULAR,substitution,out,[],1641731,,,1610612764,39,44,2025-11-01T23:48:50Z,2260000,False,,,0,,SUB out: B. Coulibaly,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT07M51.00S,2025-11-01T23:48:32.9Z,2,REGULAR,substitution,out,[],1642267,,,1610612764,39,44,2025-11-01T23:48:50Z,2270000,False,,,0,,SUB out: B. Carrington,[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT07M51.00S,2025-11-01T23:48:32.9Z,2,REGULAR,substitution,out,[],1642848,,,1610612764,39,44,2025-11-01T23:48:50Z,2280000,False,,,0,,SUB out: T. Johnson,[1642848],1610612764.0,WAS,,,,Johnson,T. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT07M51.00S,2025-11-01T23:48:32.9Z,2,REGULAR,substitution,out,[],1642259,,,1610612764,39,44,2025-11-01T23:48:50Z,2290000,False,,,0,,SUB out: A. Sarr,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT07M51.00S,2025-11-01T23:48:32.9Z,2,REGULAR,substitution,out,[],1630591,,,1610612764,39,44,2025-11-01T23:48:50Z,2300000,False,,,0,,SUB out: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT07M51.00S,2025-11-01T23:48:32.9Z,2,REGULAR,substitution,in,[],1641715,,,1610612764,39,44,2025-11-01T23:48:50Z,2310000,False,,,0,,SUB in: C. Whitmore,[1641715],1610612764.0,WAS,,,,Whitmore,C. Whitmore,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT07M51.00S,2025-11-01T23:48:32.9Z,2,REGULAR,substitution,in,[],203114,,,1610612764,39,44,2025-11-01T23:48:50Z,2320000,False,,,0,,SUB in: K. Middleton,[203114],1610612764.0,WAS,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT07M51.00S,2025-11-01T23:48:32.9Z,2,REGULAR,substitution,in,[],203468,,,1610612764,39,44,2025-11-01T23:48:50Z,2330000,False,,,0,,SUB in: C. McCollum,[203468],1610612764.0,WAS,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT07M51.00S,2025-11-01T23:48:32.9Z,2,REGULAR,substitution,in,[],1628963,,,1610612764,39,44,2025-11-01T23:48:50Z,2340000,False,,,0,,SUB in: M. Bagley III,[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT07M51.00S,2025-11-01T23:48:32.9Z,2,REGULAR,substitution,in,[],1641710,,,1610612764,39,44,2025-11-01T23:48:50Z,2350000,False,,,0,,SUB in: A. Black,[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT07M43.00S,2025-11-01T23:49:02.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628963,87.59855453350855,55.88235294117647,1610612764,39,44,2025-11-01T23:49:12Z,2360000,False,29.0,64.0,1,right,MISS M. Bagley III 7' Layup,[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,In The Paint (Non-RA),0-8 Center,7.05,Missed,,,,,,,,,,,,,,,,,,
238,PT07M43.00S,2025-11-01T23:49:02.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612764,39,44,2025-11-01T23:49:12Z,2380000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,236.0,,,,,,,,,,,,,,,,,
240,PT07M43.00S,2025-11-01T23:49:11.7Z,2,REGULAR,substitution,out,[],1630532,,,1610612764,39,44,2025-11-01T23:49:15Z,2400000,False,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT07M43.00S,2025-11-01T23:49:11.7Z,2,REGULAR,substitution,in,[],1626145,,,1610612764,39,44,2025-11-01T23:49:15Z,2410000,False,,,0,,SUB in: T. Jones,[1626145],1610612753.0,ORL,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT07M35.00S,2025-11-01T23:49:32.6Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203468,82.21090670170827,64.4607843137255,1610612764,39,44,2025-11-01T23:49:37Z,2420000,False,72.0,115.0,1,right,MISS C. McCollum 13' pullup Shot,[203468],1610612764.0,WAS,pullup,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),8-16 Right,13.56,Missed,,,,,,,,,,,,,,,,,,
243,PT07M33.00S,2025-11-01T23:49:37.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612764,39,44,2025-11-01T23:49:37Z,2430000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,In The Paint (Non-RA),8-16 Right,,,242.0,,,,,,,,,,,,,,,,,
245,PT07M28.00S,2025-11-01T23:49:59.3Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1641715,83.26215505913272,17.15686274509804,1610612764,39,44,2025-11-01T23:50:05Z,2450000,False,-164.0,105.0,1,right,MISS C. Whitmore 19' step back Shot,[1641715],1610612764.0,WAS,step back,,,Whitmore,C. Whitmore,,,,,Mid-Range,16-24 Left,19.48,Missed,,,,,,,,,,,,,,,,,,
246,PT07M26.00S,2025-11-01T23:50:01.3Z,2,REGULAR,rebound,defensive,[],1631094,,,1610612753,39,44,2025-11-01T23:50:05Z,2460000,False,,,0,,P. Banchero REBOUND (Off:0 Def:4),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Mid-Range,16-24 Left,,,245.0,,,,,,,,,,4.0,4.0,0.0,,,,,
247,PT07M23.00S,2025-11-01T23:50:04.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1641783,6.521024967148489,48.03921568627451,1610612753,39,46,2025-11-01T23:50:11Z,2470000,False,10.0,9.0,1,left,T. da Silva running Layup (2 PTS) (P. Banchero 2 AST),"[1641783, 1631094]",1610612753.0,ORL,running,,,da Silva,T. da Silva,,,,,Restricted Area,0-8 Center,1.32,Made,,2.0,P. Banchero,1631094.0,2.0,,,,,,,,,,,,,
249,PT07M12.00S,2025-11-01T23:50:15.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630557,92.59198423127464,46.32352941176471,1610612764,39,46,2025-11-01T23:50:19Z,2490000,False,-18.0,17.0,1,right,MISS C. Kispert driving Layup - blocked,"[1630557, 1631094]",1610612764.0,WAS,driving,,,Kispert,C. Kispert,,,,,Restricted Area,0-8 Center,2.51,Missed,,,,,,,,,,,,,,,,,Banchero,1631094.0
250,PT07M12.00S,2025-11-01T23:50:15.5Z,2,REGULAR,block,,[],1631094,,,1610612764,39,46,2025-11-01T23:50:17Z,2500000,False,,,0,,P. Banchero BLOCK (1 BLK),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
251,PT07M12.00S,2025-11-01T23:50:15.5Z,2,REGULAR,rebound,defensive,[],1631094,,,1610612753,39,46,2025-11-01T23:50:37Z,2510000,False,,,0,,P. Banchero REBOUND (Off:0 Def:5),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,,,249.0,,,,,,,,,,5.0,5.0,0.0,,,,,
252,PT07M08.00S,2025-11-01T23:50:22.2Z,2,REGULAR,foul,personal,['2freethrow'],1628963,,,1610612753,39,46,2025-11-01T23:50:34Z,2520000,False,,,0,,M. Bagley III shooting personal FOUL (2 PF) (Banchero 2 FT),"[1628963, 1631094]",1610612764.0,WAS,shooting,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,,,,,,,,200833.0,2.0,0.0,Banchero,1631094.0,,,,,,,,
254,PT07M08.00S,2025-11-01T23:50:49.3Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1631094,,,1610612753,39,47,2025-11-01T23:50:49Z,2540000,False,,,0,,P. Banchero Free Throw 1 of 2 (9 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,,9.0,,,,,,,,,,,,,,,,
255,PT07M08.00S,2025-11-01T23:51:06.3Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1631094,,,1610612753,39,48,2025-11-01T23:51:06Z,2550000,False,,,0,,P. Banchero Free Throw 2 of 2 (10 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,,10.0,,,,,,,,,,,,,,,,
256,PT06M57.00S,2025-11-01T23:51:18.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203468,94.82588699080158,52.20588235294118,1610612764,39,48,2025-11-01T23:51:23Z,2560000,False,11.0,-4.0,1,right,MISS C. McCollum driving reverse Layup,[203468],1610612764.0,WAS,driving reverse,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,1.17,Missed,,,,,,,,,,,,,,,,,,
257,PT06M55.00S,2025-11-01T23:51:20.1Z,2,REGULAR,rebound,offensive,[],1628963,,,1610612764,39,48,2025-11-01T23:51:23Z,2570000,False,,,0,,M. Bagley III REBOUND (Off:1 Def:0),[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,,,256.0,,,,,,,,,,1.0,0.0,1.0,,,,,
