actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
181,PT00M59.60S,2026-04-07T23:38:57.6Z,1,REGULAR,turnover,offensive foul,[],1642860,,,1610612764,15,34,2026-04-07T23:38:57Z,1780000,False,,,0,,W. Riley offensive foul TURNOVER (1 TO),[1642860],1610612764.0,WAS,,,,Riley,W. Riley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1627962.0,,,,,1.0,,,,,,,
182,PT00M49.20S,2026-04-07T23:39:26.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630200,67.88764783180025,32.35294117647059,1610612741,15,34,2026-04-07T23:39:31Z,1790000,False,-88.0,249.0,1,right,MISS T. Jones 26' 3PT,[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Left Center,26.45,Missed,,,,,,,,,,,,,,,,,,
183,PT00M45.80S,2026-04-07T23:39:30.0Z,1,REGULAR,rebound,defensive,[],1642882,,,1610612764,15,34,2026-04-07T23:39:31Z,1800000,False,,,0,,J. Reese REBOUND (Off:1 Def:2),[1642882],1610612764.0,WAS,,,,Reese,J. Reese,,,,,Above the Break 3,24+ Left Center,,,,182.0,3.0,2.0,1.0,,,,,,,,,,,,,
184,PT00M34.30S,2026-04-07T23:39:41.5Z,1,REGULAR,3pt,Jump Shot,[],1642364,31.882391590013142,75.0,1610612764,18,34,2026-04-07T23:47:56Z,1810000,False,-125.0,247.0,1,left,J. Watkins 27' 3PT step back (3 PTS) (J. Champagnie 1 AST),"[1642364, 1630551]",1610612764.0,WAS,step back,,,Watkins,J. Watkins,,,,,Above the Break 3,24+ Left Center,27.7,Made,3.0,,,,,,,,,,,J. Champagnie,1630551.0,1.0,,,,
185,PT00M28.10S,2026-04-07T23:39:52.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641778,,,1610612741,18,34,2026-04-07T23:40:05Z,1820000,False,,,0,,L. Black shooting personal FOUL (2 PF) (Dillingham 2 FT),"[1641778, 1642265]",1610612764.0,WAS,shooting,,,Black,L. Black,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,201639.0,2.0,0.0,Dillingham,1642265.0,,,,,,,,
187,PT00M28.10S,2026-04-07T23:40:16.8Z,1,REGULAR,freethrow,1 of 2,[],1642265,,,1610612741,18,35,2026-04-07T23:40:16Z,1840000,False,,,0,,R. Dillingham Free Throw 1 of 2 (5 PTS),[1642265],1610612741.0,CHI,,,,Dillingham,R. Dillingham,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
188,PT00M28.10S,2026-04-07T23:40:30.0Z,1,REGULAR,freethrow,2 of 2,[],1642265,,,1610612741,18,36,2026-04-07T23:40:30Z,1850000,False,,,0,,R. Dillingham Free Throw 2 of 2 (6 PTS),[1642265],1610612741.0,CHI,,,,Dillingham,R. Dillingham,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
189,PT00M07.90S,2026-04-07T23:40:51.6Z,1,REGULAR,turnover,lost ball,[],1642860,,,1610612764,18,36,2026-04-07T23:40:56Z,1860000,False,,,0,,W. Riley lost ball TURNOVER (2 TO),"[1642860, 1630172]",1610612764.0,WAS,,,,Riley,W. Riley,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,2.0,,,,Williams,1630172.0,,
190,PT00M07.90S,2026-04-07T23:40:51.6Z,1,REGULAR,steal,,[],1630172,,,1610612741,18,36,2026-04-07T23:40:53Z,1870000,False,,,0,,P. Williams STEAL (2 STL),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
191,PT00M04.70S,2026-04-07T23:40:58.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630551,,,1610612741,18,36,2026-04-07T23:41:05Z,1880000,False,,,0,,J. Champagnie shooting personal FOUL (1 PF) (Jones 2 FT),"[1630551, 1630200]",1610612764.0,WAS,shooting,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,,,,,,,,1627539.0,1.0,0.0,Jones,1630200.0,,,,,,,,
193,PT00M04.70S,2026-04-07T23:41:25.9Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1630200,,,1610612741,18,37,2026-04-07T23:41:25Z,1900000,False,,,0,,T. Jones Free Throw 1 of 2 (7 PTS),[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
196,PT00M04.70S,2026-04-07T23:41:38.0Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1630200,,,1610612741,18,38,2026-04-07T23:41:38Z,1910000,False,,,0,,T. Jones Free Throw 2 of 2 (8 PTS),[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
197,PT00M00.70S,2026-04-07T23:41:49.7Z,1,REGULAR,heave,,['fastbreak'],0,,,1610612764,18,38,2026-04-07T23:43:51Z,1920000,False,,,0,,WAS Heave,[],1610612764.0,WAS,,,,,,,,,,Above the Break 3,24+ Right Center,43.43,,,,,,,,,,,,,,,,,,,
198,PT00M00.10S,2026-04-07T23:41:50.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612764,18,38,2026-04-07T23:42:27Z,1930000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Above the Break 3,24+ Right Center,,,,197.0,,,,,,,,,,,,,,,,
199,PT00M00.00S,2026-04-07T23:41:53.0Z,1,REGULAR,period,end,[],0,,,1610612764,18,38,2026-04-07T23:41:53Z,1940000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT12M00.00S,2026-04-07T23:43:57.6Z,2,REGULAR,substitution,out,['startperiod'],1641778,,,1610612764,18,38,2026-04-07T23:44:35Z,1950000,False,,,0,,SUB out: L. Black,[1641778],1610612764.0,WAS,,,,Black,L. Black,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT12M00.00S,2026-04-07T23:43:57.6Z,2,REGULAR,substitution,out,['startperiod'],1642265,,,1610612764,18,38,2026-04-07T23:44:35Z,1960000,False,,,0,,SUB out: R. Dillingham,[1642265],1610612741.0,CHI,,,,Dillingham,R. Dillingham,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT12M00.00S,2026-04-07T23:43:57.6Z,2,REGULAR,substitution,out,['startperiod'],1630200,,,1610612764,18,38,2026-04-07T23:44:35Z,1970000,False,,,0,,SUB out: T. Jones,[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT12M00.00S,2026-04-07T23:43:57.6Z,2,REGULAR,substitution,out,['startperiod'],1630172,,,1610612764,18,38,2026-04-07T23:44:35Z,1980000,False,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT12M00.00S,2026-04-07T23:43:57.6Z,2,REGULAR,substitution,out,['startperiod'],1642950,,,1610612764,18,38,2026-04-07T23:44:35Z,1990000,False,,,0,,SUB out: L. Olbrich,[1642950],1610612741.0,CHI,,,,Olbrich,L. Olbrich,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT12M00.00S,2026-04-07T23:43:57.6Z,2,REGULAR,substitution,in,['startperiod'],1630264,,,1610612764,18,38,2026-04-07T23:44:35Z,2000000,False,,,0,,SUB in: A. Gill,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT12M00.00S,2026-04-07T23:43:57.6Z,2,REGULAR,substitution,in,['startperiod'],1642530,,,1610612764,18,38,2026-04-07T23:44:35Z,2010000,False,,,0,,SUB in: Y. Kawamura,[1642530],1610612741.0,CHI,,,,Kawamura,Y. Kawamura,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT12M00.00S,2026-04-07T23:43:57.6Z,2,REGULAR,substitution,in,['startperiod'],1629012,,,1610612764,18,38,2026-04-07T23:44:35Z,2020000,False,,,0,,SUB in: C. Sexton,[1629012],1610612741.0,CHI,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT12M00.00S,2026-04-07T23:43:57.6Z,2,REGULAR,substitution,in,['startperiod'],1630171,,,1610612764,18,38,2026-04-07T23:44:35Z,2030000,False,,,0,,SUB in: I. Okoro,[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT12M00.00S,2026-04-07T23:43:57.6Z,2,REGULAR,substitution,in,['startperiod'],1627824,,,1610612764,18,38,2026-04-07T23:44:35Z,2040000,False,,,0,,SUB in: G. Yabusele,[1627824],1610612741.0,CHI,,,,Yabusele,G. Yabusele,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT12M00.00S,2026-04-07T23:44:36.5Z,2,REGULAR,period,start,[],0,,,1610612741,18,38,2026-04-07T23:44:36Z,2050000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT11M45.00S,2026-04-07T23:44:51.0Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630171,91.5407358738502,50.98039215686274,1610612741,18,40,2026-04-07T23:49:31Z,2060000,False,5.0,27.0,1,right,I. Okoro driving Hook (7 PTS),[1630171],1610612741.0,CHI,driving,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,2.74,Made,7.0,,,,,,,,,,,,,,,,,
212,PT11M27.00S,2026-04-07T23:45:10.6Z,2,REGULAR,turnover,traveling,[],1642882,,,1610612764,18,40,2026-04-07T23:45:16Z,2070000,False,,,0,,J. Reese traveling TURNOVER (1 TO),[1642882],1610612764.0,WAS,,,,Reese,J. Reese,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1627962.0,,,,,1.0,,,,,,,
213,PT11M09.00S,2026-04-07T23:45:44.9Z,2,REGULAR,turnover,lost ball,[],1629012,,,1610612741,18,40,2026-04-07T23:45:58Z,2080000,False,,,0,,C. Sexton lost ball TURNOVER (1 TO),"[1629012, 1642882]",1610612741.0,CHI,,,,Sexton,C. Sexton,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,1.0,,,,Reese,1642882.0,,
214,PT11M09.00S,2026-04-07T23:45:44.9Z,2,REGULAR,steal,,[],1642882,,,1610612764,18,40,2026-04-07T23:45:46Z,2090000,False,,,0,,J. Reese STEAL (1 STL),[1642882],1610612764.0,WAS,,,,Reese,J. Reese,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
215,PT11M04.00S,2026-04-07T23:45:51.4Z,2,REGULAR,turnover,out-of-bounds,[],1642364,,,1610612764,18,40,2026-04-07T23:46:02Z,2100000,False,,,0,,J. Watkins lost ball out-of-bounds TURNOVER (1 TO),[1642364],1610612764.0,WAS,lost ball,,,Watkins,J. Watkins,,,,,Mid-Range,8-16 Center,,,,,,,,201639.0,,,,,1.0,,,,,,,
216,PT10M45.00S,2026-04-07T23:46:19.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631159,93.51182654402102,43.38235294117647,1610612741,18,40,2026-04-07T23:46:23Z,2110000,False,-33.0,8.0,1,right,MISS L. Miller driving Layup - blocked,"[1631159, 1630264]",1610612741.0,CHI,driving,,,Miller,L. Miller,,,,,Restricted Area,0-8 Center,3.42,Missed,,,,,,,,,,,,,,,,,Gill,1630264.0
217,PT10M45.00S,2026-04-07T23:46:19.0Z,2,REGULAR,block,,[],1630264,,,1610612741,18,40,2026-04-07T23:46:21Z,2120000,False,,,0,,A. Gill BLOCK (1 BLK),[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
218,PT10M42.00S,2026-04-07T23:46:22.0Z,2,REGULAR,rebound,defensive,[],1642364,,,1610612764,18,40,2026-04-07T23:46:23Z,2130000,False,,,0,,J. Watkins REBOUND (Off:0 Def:1),[1642364],1610612764.0,WAS,,,,Watkins,J. Watkins,,,,,Restricted Area,0-8 Center,,,,216.0,1.0,1.0,0.0,,,,,,,,,,,,,
219,PT10M33.00S,2026-04-07T23:46:30.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630551,7.5722733245729295,52.450980392156865,1610612764,20,40,2026-04-07T23:51:34Z,2140000,False,-12.0,19.0,1,left,J. Champagnie driving floating Jump Shot (2 PTS) (J. Watkins 1 AST),"[1630551, 1642364]",1610612764.0,WAS,driving floating,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,2.24,Made,2.0,,,,,,,,,,,J. Watkins,1642364.0,1.0,,,,
221,PT10M18.00S,2026-04-07T23:46:49.7Z,2,REGULAR,foul,personal,['2freethrow'],1630551,,,1610612741,20,40,2026-04-07T23:46:56Z,2160000,False,,,0,,J. Champagnie shooting personal FOUL (2 PF) (Okoro 2 FT),"[1630551, 1630171]",1610612764.0,WAS,shooting,,,Champagnie,J. Champagnie,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1627962.0,2.0,0.0,Okoro,1630171.0,,,,,,,,
223,PT10M18.00S,2026-04-07T23:47:16.7Z,2,REGULAR,freethrow,1 of 2,[],1630171,,,1610612741,20,41,2026-04-07T23:47:16Z,2180000,False,,,0,,I. Okoro Free Throw 1 of 2 (8 PTS),[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
224,PT10M18.00S,2026-04-07T23:47:17.7Z,2,REGULAR,substitution,out,[],1631159,,,1610612741,20,41,2026-04-07T23:47:20Z,2190000,False,,,0,,SUB out: L. Miller,[1631159],1610612741.0,CHI,,,,Miller,L. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT10M18.00S,2026-04-07T23:47:17.7Z,2,REGULAR,substitution,in,[],1630172,,,1610612741,20,41,2026-04-07T23:47:20Z,2200000,False,,,0,,SUB in: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT10M18.00S,2026-04-07T23:47:35.1Z,2,REGULAR,freethrow,2 of 2,[],1630171,,,1610612741,20,42,2026-04-07T23:47:35Z,2210000,False,,,0,,I. Okoro Free Throw 2 of 2 (9 PTS),[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
227,PT10M05.00S,2026-04-07T23:47:50.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642860,13.748357424441524,37.745098039215684,1610612764,20,42,2026-04-07T23:52:31Z,2220000,False,61.0,77.0,1,left,MISS W. Riley 9' driving floating Shot - blocked,"[1642860, 1630172]",1610612764.0,WAS,driving floating,,,Riley,W. Riley,,,,,In The Paint (Non-RA),8-16 Right,9.82,Missed,,,,,,,,,,,,,,,,,Williams,1630172.0
228,PT10M05.00S,2026-04-07T23:47:50.5Z,2,REGULAR,block,,[],1630172,,,1610612764,20,42,2026-04-07T23:47:52Z,2230000,False,,,0,,P. Williams BLOCK (1 BLK),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
229,PT10M02.00S,2026-04-07T23:47:53.5Z,2,REGULAR,rebound,defensive,[],1630171,,,1610612741,20,42,2026-04-07T23:47:54Z,2240000,False,,,0,,I. Okoro REBOUND (Off:0 Def:4),[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,In The Paint (Non-RA),8-16 Right,,,,227.0,4.0,4.0,0.0,,,,,,,,,,,,,
230,PT09M59.00S,2026-04-07T23:47:56.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629012,93.38042049934296,54.65686274509803,1610612741,20,44,2026-04-07T23:48:02Z,2250000,False,23.0,10.0,1,right,C. Sexton running Layup (8 PTS) (I. Okoro 2 AST),"[1629012, 1630171]",1610612741.0,CHI,running,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,2.52,Made,8.0,,,,,,,,,,,I. Okoro,1630171.0,2.0,,,,
232,PT09M59.00S,2026-04-07T23:48:01.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,20,44,2026-04-07T23:48:04Z,2270000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT09M48.00S,2026-04-07T23:51:04.1Z,2,REGULAR,foul,personal,[],1642530,,,1610612764,20,44,2026-04-07T23:51:10Z,2280000,False,,,0,,Y. Kawamura personal FOUL (1 PF),"[1642530, 1642364]",1610612741.0,CHI,,,,Kawamura,Y. Kawamura,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1627962.0,1.0,0.0,Watkins,1642364.0,,,,,,,,
236,PT09M40.00S,2026-04-07T23:51:29.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642860,4.5499342969776615,45.83333333333333,1610612764,22,44,2026-04-07T23:51:33Z,2300000,False,21.0,-10.0,1,left,W. Riley cutting Layup (2 PTS) (J. Reese 1 AST),"[1642860, 1642882]",1610612764.0,WAS,cutting,,,Riley,W. Riley,,,,,Restricted Area,0-8 Center,2.3,Made,2.0,,,,,,,,,,,J. Reese,1642882.0,1.0,,,,
238,PT09M22.00S,2026-04-07T23:51:47.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629012,92.19776609724047,59.80392156862745,1610612741,22,44,2026-04-07T23:51:51Z,2320000,False,49.0,21.0,1,right,MISS C. Sexton driving Layup,[1629012],1610612741.0,CHI,driving,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),0-8 Center,5.32,Missed,,,,,,,,,,,,,,,,,,
239,PT09M21.00S,2026-04-07T23:51:49.2Z,2,REGULAR,rebound,defensive,[],1642882,,,1610612764,22,44,2026-04-07T23:51:49Z,2330000,False,,,0,,J. Reese REBOUND (Off:1 Def:3),[1642882],1610612764.0,WAS,,,,Reese,J. Reese,,,,,In The Paint (Non-RA),0-8 Center,,,,238.0,4.0,3.0,1.0,,,,,,,,,,,,,
240,PT09M09.00S,2026-04-07T23:52:00.2Z,2,REGULAR,2pt,Jump Shot,[],1642860,28.07161629434954,57.107843137254896,1610612764,22,44,2026-04-07T23:52:08Z,2340000,False,-36.0,211.0,1,left,MISS W. Riley 21' pullup Shot,[1642860],1610612764.0,WAS,pullup,,,Riley,W. Riley,,,,,Mid-Range,16-24 Center,21.44,Missed,,,,,,,,,,,,,,,,,,
241,PT09M07.00S,2026-04-07T23:52:02.2Z,2,REGULAR,rebound,defensive,[],1642530,,,1610612741,22,44,2026-04-07T23:52:08Z,2350000,False,,,0,,Y. Kawamura REBOUND (Off:0 Def:1),[1642530],1610612741.0,CHI,,,,Kawamura,Y. Kawamura,,,,,Mid-Range,16-24 Center,,,,240.0,1.0,1.0,0.0,,,,,,,,,,,,,
242,PT09M04.00S,2026-04-07T23:52:06.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629012,91.67214191852825,50.98039215686274,1610612741,22,44,2026-04-07T23:52:11Z,2360000,False,5.0,26.0,1,right,MISS C. Sexton running Layup - blocked,"[1629012, 1630551]",1610612741.0,CHI,running,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,2.63,Missed,,,,,,,,,,,,,,,,,Champagnie,1630551.0
243,PT09M04.00S,2026-04-07T23:52:06.4Z,2,REGULAR,block,,[],1630551,,,1610612741,22,44,2026-04-07T23:52:08Z,2370000,False,,,0,,J. Champagnie BLOCK (1 BLK),[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
244,PT09M04.00S,2026-04-07T23:52:06.4Z,2,REGULAR,rebound,defensive,[],1642860,,,1610612764,22,44,2026-04-07T23:52:11Z,2380000,False,,,0,,W. Riley REBOUND (Off:0 Def:1),[1642860],1610612764.0,WAS,,,,Riley,W. Riley,,,,,Restricted Area,0-8 Center,,,,242.0,1.0,1.0,0.0,,,,,,,,,,,,,
245,PT08M59.00S,2026-04-07T23:52:13.8Z,2,REGULAR,turnover,out-of-bounds,[],1642882,,,1610612764,22,44,2026-04-07T23:52:19Z,2390000,False,,,0,,J. Reese bad pass out-of-bounds TURNOVER (2 TO),[1642882],1610612764.0,WAS,bad pass,,,Reese,J. Reese,,,,,Mid-Range,16-24 Right Center,,,,,,,,1627962.0,,,,,2.0,,,,,,,
246,PT08M44.00S,2026-04-07T23:52:40.0Z,2,REGULAR,turnover,out-of-bounds,[],1630172,,,1610612741,22,44,2026-04-07T23:52:48Z,2400000,False,,,0,,P. Williams lost ball out-of-bounds TURNOVER (1 TO),[1630172],1610612741.0,CHI,lost ball,,,Williams,P. Williams,,,,,Mid-Range,16-24 Right,,,,,,,,1627962.0,,,,,1.0,,,,,,,
247,PT08M44.00S,2026-04-07T23:52:42.3Z,2,REGULAR,substitution,out,[],1629012,,,1610612764,22,44,2026-04-07T23:52:57Z,2410000,False,,,0,,SUB out: C. Sexton,[1629012],1610612741.0,CHI,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT08M44.00S,2026-04-07T23:52:42.3Z,2,REGULAR,substitution,out,[],1642530,,,1610612764,22,44,2026-04-07T23:52:57Z,2420000,False,,,0,,SUB out: Y. Kawamura,[1642530],1610612741.0,CHI,,,,Kawamura,Y. Kawamura,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT08M44.00S,2026-04-07T23:52:42.3Z,2,REGULAR,substitution,in,[],1642265,,,1610612764,22,44,2026-04-07T23:52:57Z,2430000,False,,,0,,SUB in: R. Dillingham,[1642265],1610612741.0,CHI,,,,Dillingham,R. Dillingham,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT08M44.00S,2026-04-07T23:52:42.3Z,2,REGULAR,substitution,in,[],1630200,,,1610612764,22,44,2026-04-07T23:52:57Z,2440000,False,,,0,,SUB in: T. Jones,[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT08M34.00S,2026-04-07T23:53:14.3Z,2,REGULAR,foul,personal,[],1630171,,,1610612764,22,44,2026-04-07T23:53:20Z,2450000,False,,,0,,I. Okoro personal FOUL (1 PF),"[1630171, 1642860]",1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,Above the Break 3,24+ Center,,,,,,,,1627539.0,1.0,0.0,Riley,1642860.0,,,,,,,,
253,PT08M34.00S,2026-04-07T23:53:19.4Z,2,REGULAR,substitution,out,[],1630264,,,1610612764,22,44,2026-04-07T23:53:25Z,2470000,False,,,0,,SUB out: A. Gill,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT08M34.00S,2026-04-07T23:53:19.4Z,2,REGULAR,substitution,in,[],1641778,,,1610612764,22,44,2026-04-07T23:53:25Z,2480000,False,,,0,,SUB in: L. Black,[1641778],1610612764.0,WAS,,,,Black,L. Black,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT08M21.00S,2026-04-07T23:53:49.3Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1641778,16.63929040735874,35.049019607843135,1610612764,22,44,2026-04-07T23:54:57Z,2490000,False,75.0,104.0,1,left,MISS L. Black 12' turnaround fadeaway Shot,[1641778],1610612764.0,WAS,turnaround fadeaway,,,Black,L. Black,,,,,In The Paint (Non-RA),8-16 Right,12.8,Missed,,,,,,,,,,,,,,,,,,
256,PT08M21.00S,2026-04-07T23:53:49.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612764,22,44,2026-04-07T23:53:54Z,2500000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,In The Paint (Non-RA),8-16 Right,,,,255.0,,,,,,,,,,,,,,,,
257,PT08M21.00S,2026-04-07T23:53:52.8Z,2,REGULAR,foul,personal,[],1627824,,,1610612764,22,44,2026-04-07T23:54:08Z,2510000,False,,,0,,G. Yabusele loose ball personal FOUL (3 PF),"[1627824, 1642882]",1610612741.0,CHI,loose ball,,,Yabusele,G. Yabusele,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1627962.0,3.0,0.0,Reese,1642882.0,,,,,,,,
259,PT08M11.00S,2026-04-07T23:54:19.3Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1642364,12.302890932982917,2.696078431372549,1610612764,22,44,2026-04-07T23:54:23Z,2530000,False,237.0,63.0,1,left,MISS J. Watkins 24' 3PT,[1642364],1610612764.0,WAS,,,,Watkins,J. Watkins,,,,,Right Corner 3,24+ Right,24.48,Missed,,,,,,,,,,,,,,,,,,
260,PT08M08.00S,2026-04-07T23:54:22.3Z,2,REGULAR,rebound,defensive,[],1642265,,,1610612741,22,44,2026-04-07T23:54:23Z,2540000,False,,,0,,R. Dillingham REBOUND (Off:0 Def:2),[1642265],1610612741.0,CHI,,,,Dillingham,R. Dillingham,,,,,Right Corner 3,24+ Right,,,,259.0,2.0,2.0,0.0,,,,,,,,,,,,,
261,PT07M51.00S,2026-04-07T23:54:39.1Z,2,REGULAR,3pt,Jump Shot,[],1627824,73.53810775295663,8.088235294117647,1610612741,22,44,2026-04-07T23:54:43Z,2550000,False,-210.0,196.0,1,right,MISS G. Yabusele 28' 3PT,[1627824],1610612741.0,CHI,,,,Yabusele,G. Yabusele,,,,,Above the Break 3,24+ Left Center,28.71,Missed,,,,,,,,,,,,,,,,,,
262,PT07M49.00S,2026-04-07T23:54:41.1Z,2,REGULAR,rebound,defensive,[],1630551,,,1610612764,22,44,2026-04-07T23:54:43Z,2560000,False,,,0,,J. Champagnie REBOUND (Off:1 Def:3),[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Left Center,,,,261.0,4.0,3.0,1.0,,,,,,,,,,,,,
263,PT07M37.00S,2026-04-07T23:54:53.7Z,2,REGULAR,3pt,Jump Shot,[],1630551,34.90473061760841,43.38235294117647,1610612764,25,44,2026-04-07T23:54:58Z,2570000,False,33.0,276.0,1,left,J. Champagnie 27' 3PT  (5 PTS) (W. Riley 1 AST),"[1630551, 1642860]",1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Center,27.76,Made,5.0,,,,,,,,,,,W. Riley,1642860.0,1.0,,,,
265,PT07M36.00S,2026-04-07T23:54:58.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,25,44,2026-04-07T23:54:58Z,2590000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
