actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2026-02-01T23:10:30.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-02-01T23:10:30Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M54.00S,2026-02-01T23:10:34.5Z,1,REGULAR,jumpball,recovered,[],1642363,,,1610612758,0,0,2026-02-01T23:10:34Z,40000,False,,,0,,Jump Ball M. Raynaud vs. M. Bagley III: Tip to N. Clifford,"[1642363, 1642875, 1628963]",1610612758.0,SAC,startperiod,N. Clifford,1642363.0,Clifford,N. Clifford,Raynaud,1642875.0,Bagley III,1628963.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M36.00S,2026-02-01T23:10:53.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1642875,12.959921156373195,49.26470588235294,1610612758,0,2,2026-02-01T23:11:19Z,70000,False,4.0,69.0,1,left,M. Raynaud 6' driving Hook (2 PTS) (N. Clifford 1 AST),"[1642875, 1642363]",1610612758.0,SAC,driving,,,Raynaud,M. Raynaud,,,,,In The Paint (Non-RA),0-8 Center,6.94,Made,2.0,N. Clifford,1642363.0,1.0,,,,,,,,,,,,,,
9,PT11M21.00S,2026-02-01T23:11:08.1Z,1,REGULAR,3pt,Jump Shot,[],203114,68.28186596583443,29.411764705882355,1610612764,0,2,2026-02-01T23:11:46Z,90000,False,-103.0,246.0,1,right,MISS K. Middleton 26' pullup 3PT,[203114],1610612764.0,WAS,pullup,,,Middleton,K. Middleton,,,,,Above the Break 3,24+ Left Center,26.64,Missed,,,,,,,,,,,,,,,,,,
10,PT11M17.00S,2026-02-01T23:11:12.1Z,1,REGULAR,rebound,defensive,[],203897,,,1610612758,0,2,2026-02-01T23:11:13Z,100000,False,,,0,,Z. LaVine REBOUND (Off:0 Def:1),[203897],1610612758.0,SAC,,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Left Center,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,
11,PT11M13.00S,2026-02-01T23:11:15.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203897,9.543363994743759,45.588235294117645,1610612758,0,4,2026-02-01T23:11:22Z,110000,False,22.0,37.0,1,left,Z. LaVine running finger roll Layup (2 PTS),[203897],1610612758.0,SAC,running finger roll,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,4.33,Made,2.0,,,,,,,,,,,,,,,,,
12,PT10M52.00S,2026-02-01T23:11:38.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641731,84.70762155059133,42.15686274509804,1610612764,0,4,2026-02-02T03:26:07Z,120000,False,-39.0,91.0,1,right,MISS B. Coulibaly 9' driving floating Shot,[1641731],1610612764.0,WAS,driving floating,,,Coulibaly,B. Coulibaly,,,,,In The Paint (Non-RA),8-16 Center,9.93,Missed,,,,,,,,,,,,,,,,,,
13,PT10M51.00S,2026-02-01T23:11:39.8Z,1,REGULAR,rebound,offensive,[],1628963,,,1610612764,0,4,2026-02-02T03:26:07Z,130000,False,,,0,,M. Bagley III REBOUND (Off:1 Def:0),[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,12.0,1.0,0.0,1.0,,,,,,,,,,
654,PT10M50.00S,2026-02-01T23:11:42.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628963,90.48948751642575,51.71568627450981,1610612764,0,4,2026-02-02T03:26:50Z,135000,False,9.0,37.0,1,right,MISS M. Bagley III putback Layup - blocked,"[1628963, 1642875]",1610612764.0,WAS,putback,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,3.79,Missed,,,,,,,,,Raynaud,1642875.0,,,,,,,,
655,PT10M50.00S,2026-02-01T23:11:42.2Z,1,REGULAR,block,,[],1642875,,,1610612764,0,4,2026-02-02T03:26:50Z,137500,False,,,0,,M. Raynaud BLOCK (1 BLK),[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
