actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
90,PT05M32.00S,2025-12-07T00:24:37.9Z,1,REGULAR,rebound,defensive,[],1630168,,,1610612737,18,17,2025-12-07T00:24:39Z,900000,False,,,0,,O. Okongwu REBOUND (Off:1 Def:1),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,89.0,2.0,1.0,1.0,,,,,
91,PT05M26.00S,2025-12-07T00:24:44.2Z,1,REGULAR,3pt,Jump Shot,[],1630168,34.773324572930356,51.470588235294116,1610612737,18,17,2025-12-07T00:24:48Z,910000,False,-7.0,274.0,1,left,MISS O. Okongwu 27' 3PT,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Center,27.45,Missed,,,,,,,,,,,,,,,,,,
92,PT05M23.00S,2025-12-07T00:24:46.5Z,1,REGULAR,rebound,offensive,[],1642258,,,1610612737,18,17,2025-12-07T00:24:46Z,920000,False,,,0,,Z. Risacher REBOUND (Off:2 Def:3),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,91.0,5.0,3.0,2.0,,,,,
93,PT05M21.00S,2025-12-07T00:24:48.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642258,6.1268068331143235,44.6078431372549,1610612737,18,19,2025-12-07T00:32:15Z,930000,False,27.0,5.0,1,left,Z. Risacher putback Layup (5 PTS),[1642258],1610612737.0,ATL,putback,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,2.75,Made,5.0,,,,,,,,,,,,,,,,,
94,PT05M05.00S,2025-12-07T00:25:04.9Z,1,REGULAR,turnover,bad pass,[],1642273,,,1610612764,18,19,2025-12-07T00:25:08Z,940000,False,,,0,,K. George bad pass TURNOVER (2 TO),"[1642273, 1630168]",1610612764.0,WAS,,,,George,K. George,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,2.0,Okongwu,1630168.0,,
95,PT05M05.00S,2025-12-07T00:25:04.9Z,1,REGULAR,steal,,[],1630168,,,1610612737,18,19,2025-12-07T00:25:06Z,950000,False,,,0,,O. Okongwu STEAL (1 STL),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
96,PT04M53.00S,2025-12-07T00:25:16.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630700,7.835085413929041,56.127450980392155,1610612737,18,19,2025-12-07T00:33:19Z,960000,False,-31.0,21.0,1,left,MISS D. Daniels driving finger roll Layup,[1630700],1610612737.0,ATL,driving finger roll,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,3.72,Missed,,,,,,,,,,,,,,,,,,
97,PT04M52.00S,2025-12-07T00:25:17.9Z,1,REGULAR,rebound,offensive,[],1630168,,,1610612737,18,19,2025-12-07T00:25:20Z,970000,False,,,0,,O. Okongwu REBOUND (Off:2 Def:1),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,96.0,3.0,1.0,2.0,,,,,
98,PT04M50.00S,2025-12-07T00:25:19.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630168,6.915243101182654,49.01960784313725,1610612737,18,21,2025-12-07T00:33:54Z,980000,False,5.0,13.0,1,left,O. Okongwu putback Layup (7 PTS),[1630168],1610612737.0,ATL,putback,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,1.34,Made,7.0,,,,,,,,,,,,,,,,,
99,PT04M50.00S,2025-12-07T00:25:22.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,18,21,2025-12-07T00:25:22Z,990000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M50.00S,2025-12-07T00:25:23.5Z,1,REGULAR,substitution,out,[],1642273,,,1610612764,18,21,2025-12-07T00:28:14Z,1000000,False,,,0,,SUB out: K. George,[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M50.00S,2025-12-07T00:25:23.5Z,1,REGULAR,substitution,out,[],1642258,,,1610612764,18,21,2025-12-07T00:28:14Z,1010000,False,,,0,,SUB out: Z. Risacher,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M50.00S,2025-12-07T00:25:23.5Z,1,REGULAR,substitution,out,[],1630168,,,1610612764,18,21,2025-12-07T00:28:14Z,1020000,False,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M50.00S,2025-12-07T00:25:23.5Z,1,REGULAR,substitution,in,[],1642860,,,1610612764,18,21,2025-12-07T00:28:14Z,1030000,False,,,0,,SUB in: W. Riley,[1642860],1610612764.0,WAS,,,,Riley,W. Riley,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M50.00S,2025-12-07T00:25:23.5Z,1,REGULAR,substitution,in,[],1631243,,,1610612764,18,21,2025-12-07T00:28:14Z,1040000,False,,,0,,SUB in: M. Gueye,[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M50.00S,2025-12-07T00:25:23.5Z,1,REGULAR,substitution,in,[],1628379,,,1610612764,18,21,2025-12-07T00:28:14Z,1050000,False,,,0,,SUB in: L. Kennard,[1628379],1610612737.0,ATL,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M26.00S,2025-12-07T00:28:51.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,81.8166885676741,41.66666666666667,1610612764,18,21,2025-12-07T00:34:46Z,1060000,False,-42.0,118.0,1,right,MISS C. McCollum 12' pullup Shot,[203468],1610612764.0,WAS,pullup,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),8-16 Center,12.55,Missed,,,,,,,,,,,,,,,,,,
107,PT04M24.00S,2025-12-07T00:28:53.8Z,1,REGULAR,rebound,defensive,[],1630552,,,1610612737,18,21,2025-12-07T00:28:53Z,1070000,False,,,0,,J. Johnson REBOUND (Off:0 Def:2),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,106.0,2.0,2.0,0.0,,,,,
108,PT04M20.00S,2025-12-07T00:28:59.0Z,1,REGULAR,foul,personal,['2freethrow'],1642860,,,1610612737,18,21,2025-12-07T00:29:06Z,1080000,False,,,0,,W. Riley shooting personal FOUL (1 PF) (Daniels 2 FT),"[1642860, 1630700]",1610612764.0,WAS,shooting,,,Riley,W. Riley,,,,,Restricted Area,0-8 Center,,,,1830.0,1.0,0.0,Daniels,1630700.0,,,,,,,,,,,,
110,PT04M20.00S,2025-12-07T00:29:23.3Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1630700,,,1610612737,18,22,2025-12-07T00:35:24Z,1100000,False,,,0,,D. Daniels Free Throw 1 of 2 (1 PTS),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
111,PT04M20.00S,2025-12-07T00:29:23.3Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1630700,,,1610612737,18,23,2025-12-07T00:35:24Z,1110000,False,,,0,,D. Daniels Free Throw 2 of 2 (2 PTS),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
112,PT04M06.00S,2025-12-07T00:29:57.7Z,1,REGULAR,foul,personal,['2freethrow'],1630249,,,1610612764,18,23,2025-12-07T00:30:03Z,1120000,False,,,0,,V. Krejčí shooting personal FOUL (1 PF) (Champagnie 2 FT),"[1630249, 1630551]",1610612737.0,ATL,shooting,,,Krejčí,V. Krejčí,,,,,In The Paint (Non-RA),0-8 Center,,,,1830.0,1.0,0.0,Champagnie,1630551.0,,,,,,,,,,,,
114,PT04M06.00S,2025-12-07T00:30:26.5Z,1,REGULAR,freethrow,1 of 2,[],1630551,,,1610612764,19,23,2025-12-07T00:30:26Z,1140000,False,,,0,,J. Champagnie Free Throw 1 of 2 (4 PTS),[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
115,PT04M06.00S,2025-12-07T00:30:28.3Z,1,REGULAR,substitution,out,[],1630700,,,1610612764,19,23,2025-12-07T00:30:39Z,1150000,False,,,0,,SUB out: D. Daniels,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT04M06.00S,2025-12-07T00:30:28.3Z,1,REGULAR,substitution,in,[],1629638,,,1610612764,19,23,2025-12-07T00:30:39Z,1160000,False,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT04M06.00S,2025-12-07T00:30:26.5Z,1,REGULAR,freethrow,2 of 2,[],1630551,,,1610612764,19,23,2025-12-07T00:30:48Z,1170000,False,,,0,,MISS J. Champagnie Free Throw 2 of 2,[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
118,PT04M04.00S,2025-12-07T00:30:28.5Z,1,REGULAR,rebound,defensive,[],1630552,,,1610612737,19,23,2025-12-07T00:30:48Z,1180000,False,,,0,,J. Johnson REBOUND (Off:0 Def:3),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,117.0,3.0,3.0,0.0,,,,,
119,PT03M48.00S,2025-12-07T00:31:00.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630552,7.046649145860711,52.94117647058824,1610612737,19,25,2025-12-07T00:31:04Z,1190000,False,-15.0,14.0,1,left,J. Johnson driving DUNK (11 PTS) (V. Krejčí 1 AST),"[1630552, 1630249]",1610612737.0,ATL,driving,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,2.01,Made,11.0,,,,,,V. Krejčí,1630249.0,1.0,,,,,,,,,
121,PT03M28.00S,2025-12-07T00:31:21.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641774,91.01511169513797,50.73529411764706,1610612764,21,25,2025-12-07T00:36:38Z,1210000,False,4.0,32.0,1,right,T. Vukcevic turnaround fadeaway Jump Shot (4 PTS) (B. Carrington 2 AST),"[1641774, 1642267]",1610612764.0,WAS,turnaround fadeaway,,,Vukcevic,T. Vukcevic,,,,,Restricted Area,0-8 Center,3.22,Made,4.0,,,,,,B. Carrington,1642267.0,2.0,,,,,,,,,
123,PT03M16.00S,2025-12-07T00:31:33.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631243,6.783837056504599,50.49019607843137,1610612737,21,27,2025-12-07T00:37:24Z,1230000,False,-2.0,11.0,1,left,M. Gueye cutting DUNK (2 PTS) (J. Johnson 3 AST),"[1631243, 1630552]",1610612737.0,ATL,cutting,,,Gueye,M. Gueye,,,,,Restricted Area,0-8 Center,1.16,Made,2.0,,,,,,J. Johnson,1630552.0,3.0,,,,,,,,,
125,PT03M00.00S,2025-12-07T00:31:49.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1642860,93.51182654402102,49.754901960784316,1610612764,23,27,2025-12-07T00:37:59Z,1250000,False,-1.0,8.0,1,right,W. Riley driving Hook (2 PTS) (J. Champagnie 3 AST),"[1642860, 1630551]",1610612764.0,WAS,driving,,,Riley,W. Riley,,,,,Restricted Area,0-8 Center,0.86,Made,2.0,,,,,,J. Champagnie,1630551.0,3.0,,,,,,,,,
127,PT02M55.00S,2025-12-07T00:31:57.2Z,1,REGULAR,turnover,traveling,[],1630552,,,1610612737,23,27,2025-12-07T00:32:00Z,1270000,False,,,0,,J. Johnson traveling TURNOVER (2 TO),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),8-16 Center,,,,1830.0,,,,,,,,,,,,2.0,,,,
128,PT02M55.00S,2025-12-07T00:31:59.7Z,1,REGULAR,substitution,out,[],203468,,,1610612764,23,27,2025-12-07T00:32:18Z,1280000,False,,,0,,SUB out: C. McCollum,[203468],1610612764.0,WAS,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M55.00S,2025-12-07T00:31:59.7Z,1,REGULAR,substitution,out,[],1642267,,,1610612764,23,27,2025-12-07T00:32:18Z,1290000,False,,,0,,SUB out: B. Carrington,[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M55.00S,2025-12-07T00:31:59.7Z,1,REGULAR,substitution,out,[],1630552,,,1610612764,23,27,2025-12-07T00:32:18Z,1300000,False,,,0,,SUB out: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M55.00S,2025-12-07T00:31:59.7Z,1,REGULAR,substitution,in,[],1631103,,,1610612764,23,27,2025-12-07T00:32:18Z,1310000,False,,,0,,SUB in: M. Branham,[1631103],1610612764.0,WAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M55.00S,2025-12-07T00:31:59.7Z,1,REGULAR,substitution,in,[],1642273,,,1610612764,23,27,2025-12-07T00:32:18Z,1320000,False,,,0,,SUB in: K. George,[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M55.00S,2025-12-07T00:31:59.7Z,1,REGULAR,substitution,in,[],1630168,,,1610612764,23,27,2025-12-07T00:32:18Z,1330000,False,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M45.00S,2025-12-07T00:32:30.5Z,1,REGULAR,turnover,traveling,[],1642860,,,1610612764,23,27,2025-12-07T00:32:34Z,1340000,False,,,0,,W. Riley traveling TURNOVER (1 TO),[1642860],1610612764.0,WAS,,,,Riley,W. Riley,,,,,Mid-Range,24+ Right,,,,1830.0,,,,,,,,,,,,1.0,,,,
135,PT02M33.00S,2025-12-07T00:32:53.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629638,4.155716162943495,47.794117647058826,1610612737,23,29,2025-12-07T00:38:42Z,1350000,False,11.0,-13.0,1,left,N. Alexander-Walker driving finger roll Layup (2 PTS) (V. Krejčí 2 AST),"[1629638, 1630249]",1610612737.0,ATL,driving finger roll,,,Alexander-Walker,N. Alexander-Walker,,,,,Restricted Area,0-8 Center,1.73,Made,2.0,,,,,,V. Krejčí,1630249.0,2.0,,,,,,,,,
137,PT02M24.00S,2025-12-07T00:33:04.0Z,1,REGULAR,turnover,out-of-bounds,[],1631103,,,1610612764,23,29,2025-12-07T00:33:09Z,1370000,False,,,0,,M. Branham lost ball out-of-bounds TURNOVER (1 TO),[1631103],1610612764.0,WAS,lost ball,,,Branham,M. Branham,,,,,Above the Break 3,24+ Right Center,,,,1830.0,,,,,,,,,,,,1.0,,,,
138,PT02M24.00S,2025-12-07T00:33:08.3Z,1,REGULAR,substitution,out,[],1630551,,,1610612737,23,29,2025-12-07T00:33:12Z,1380000,False,,,0,,SUB out: J. Champagnie,[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT02M24.00S,2025-12-07T00:33:08.3Z,1,REGULAR,substitution,in,[],1642364,,,1610612737,23,29,2025-12-07T00:33:12Z,1390000,False,,,0,,SUB in: J. Watkins,[1642364],1610612764.0,WAS,,,,Watkins,J. Watkins,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT02M00.00S,2025-12-07T00:33:59.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629638,30.699737187910642,75.73529411764706,1610612737,23,29,2025-12-07T00:34:06Z,1410000,False,-129.0,236.0,1,left,MISS N. Alexander-Walker 26' 3PT,[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Left Center,26.89,Missed,,,,,,,,,,,,,,,,,,
142,PT01M56.00S,2025-12-07T00:34:03.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612764,23,29,2025-12-07T00:34:06Z,1420000,False,,,0,,TEAM defensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,141.0,,,,,,,,
144,PT01M43.00S,2025-12-07T00:34:22.7Z,1,REGULAR,turnover,bad pass,[],1642860,,,1610612764,23,29,2025-12-07T00:34:27Z,1440000,False,,,0,,W. Riley bad pass TURNOVER (2 TO),"[1642860, 1629638]",1610612764.0,WAS,,,,Riley,W. Riley,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,2.0,Alexander-Walker,1629638.0,,
145,PT01M43.00S,2025-12-07T00:34:22.7Z,1,REGULAR,steal,,[],1629638,,,1610612737,23,29,2025-12-07T00:34:24Z,1450000,False,,,0,,N. Alexander-Walker STEAL (1 STL),[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
146,PT01M39.00S,2025-12-07T00:34:27.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629638,4.02431011826544,50.49019607843137,1610612737,23,31,2025-12-07T00:34:31Z,1460000,False,-2.0,-15.0,1,left,N. Alexander-Walker running DUNK (4 PTS),[1629638],1610612737.0,ATL,running,,,Alexander-Walker,N. Alexander-Walker,,,,,In The Paint (Non-RA),0-8 Center,1.49,Made,4.0,,,,,,,,,,,,,,,,,
147,PT01M37.00S,2025-12-07T00:34:33.7Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612764,23,31,2025-12-07T00:34:38Z,1470000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612737.0,ATL,,,,,,,,,,,,,,,1830.0,,,,,,,,,,,,,,,,
148,PT01M28.00S,2025-12-07T00:34:54.7Z,1,REGULAR,3pt,Jump Shot,[],1642860,73.53810775295663,85.5392156862745,1610612764,23,31,2025-12-07T00:34:59Z,1480000,False,178.0,196.0,1,right,MISS W. Riley 26' 3PT,[1642860],1610612764.0,WAS,,,,Riley,W. Riley,,,,,Above the Break 3,24+ Right Center,26.47,Missed,,,,,,,,,,,,,,,,,,
149,PT01M25.00S,2025-12-07T00:34:57.7Z,1,REGULAR,rebound,defensive,[],1630168,,,1610612737,23,31,2025-12-07T00:34:59Z,1490000,False,,,0,,O. Okongwu REBOUND (Off:2 Def:2),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,148.0,4.0,2.0,2.0,,,,,
150,PT01M11.00S,2025-12-07T00:35:10.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630168,9.937582128777924,49.01960784313725,1610612737,23,33,2025-12-07T00:42:40Z,1500000,False,5.0,41.0,1,left,O. Okongwu driving Hook (9 PTS),[1630168],1610612737.0,ATL,driving,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,4.12,Made,9.0,,,,,,,,,,,,,,,,,
151,PT00M54.90S,2025-12-07T00:35:27.5Z,1,REGULAR,3pt,Jump Shot,[],1641774,65.91655716162943,38.970588235294116,1610612764,23,33,2025-12-07T00:35:31Z,1510000,False,-55.0,268.0,1,right,MISS T. Vukcevic 27' 3PT,[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,Above the Break 3,24+ Center,27.35,Missed,,,,,,,,,,,,,,,,,,
152,PT00M52.90S,2025-12-07T00:35:29.5Z,1,REGULAR,rebound,defensive,[],1631243,,,1610612737,23,33,2025-12-07T00:35:31Z,1520000,False,,,0,,M. Gueye REBOUND (Off:0 Def:1),[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,151.0,1.0,1.0,0.0,,,,,
153,PT00M45.20S,2025-12-07T00:35:39.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628379,14.799605781865965,47.794117647058826,1610612737,23,35,2025-12-07T00:35:42Z,1530000,False,11.0,87.0,1,left,L. Kennard 8' pullup Jump Shot (2 PTS),[1628379],1610612737.0,ATL,pullup,,,Kennard,L. Kennard,,,,,In The Paint (Non-RA),8-16 Center,8.73,Made,2.0,,,,,,,,,,,,,,,,,
154,PT00M39.40S,2025-12-07T00:35:48.8Z,1,REGULAR,foul,personal,[],1630249,,,1610612764,23,35,2025-12-07T00:35:55Z,1540000,False,,,0,,V. Krejčí personal FOUL (2 PF),"[1630249, 1631103]",1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,Above the Break 3,24+ Center,,,,1830.0,2.0,0.0,Branham,1631103.0,,,,,,,,,,,,
156,PT00M39.40S,2025-12-07T00:36:10.3Z,1,REGULAR,substitution,out,[],1630249,,,1610612764,23,35,2025-12-07T00:36:13Z,1560000,False,,,0,,SUB out: V. Krejčí,[1630249],1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT00M39.40S,2025-12-07T00:36:10.3Z,1,REGULAR,substitution,in,[],1630811,,,1610612764,23,35,2025-12-07T00:36:13Z,1570000,False,,,0,,SUB in: K. Wallace,[1630811],1610612737.0,ATL,,,,Wallace,K. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT00M36.30S,2025-12-07T00:36:26.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631103,93.11760840998686,62.745098039215684,1610612764,23,35,2025-12-07T00:36:30Z,1580000,False,64.0,12.0,1,right,MISS M. Branham 6' driving Layup - blocked,"[1631103, 1630168]",1610612764.0,WAS,driving,,,Branham,M. Branham,,,,,In The Paint (Non-RA),0-8 Center,6.49,Missed,,,,,,,,,,,,,,,,,Okongwu,1630168.0
159,PT00M36.30S,2025-12-07T00:36:26.5Z,1,REGULAR,block,,[],1630168,,,1610612764,23,35,2025-12-07T00:36:28Z,1590000,False,,,0,,O. Okongwu BLOCK (1 BLK),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
160,PT00M36.30S,2025-12-07T00:36:26.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612764,23,35,2025-12-07T00:36:30Z,1600000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,158.0,,,,,,,,
162,PT00M34.70S,2025-12-07T00:36:45.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641774,92.85479632063075,52.450980392156865,1610612764,25,35,2025-12-07T00:46:04Z,1620000,False,12.0,15.0,1,right,T. Vukcevic driving Layup (6 PTS) (K. George 1 AST),"[1641774, 1642273]",1610612764.0,WAS,driving,,,Vukcevic,T. Vukcevic,,,,,Restricted Area,0-8 Center,1.92,Made,6.0,,,,,,K. George,1642273.0,1.0,,,,,,,,,
164,PT00M34.70S,2025-12-07T00:36:47.4Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630168,,,1610612764,25,35,2025-12-07T00:36:57Z,1640000,False,,,0,,O. Okongwu shooting personal FOUL (1 PF) (Vukcevic 1 FT),"[1630168, 1641774]",1610612737.0,ATL,shooting,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,202037.0,1.0,0.0,Vukcevic,1641774.0,,,,,,,,,,,,
166,PT00M34.70S,2025-12-07T00:37:12.2Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],1641774,,,1610612764,26,35,2025-12-07T00:37:12Z,1660000,False,,,0,,T. Vukcevic Free Throw 1 of 1 (7 PTS),[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
167,PT00M20.30S,2025-12-07T00:37:31.3Z,1,REGULAR,turnover,lost ball,[],1629638,,,1610612737,26,35,2025-12-07T00:37:35Z,1670000,False,,,0,,N. Alexander-Walker lost ball TURNOVER (1 TO),"[1629638, 1642273]",1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1.0,George,1642273.0,,
168,PT00M20.30S,2025-12-07T00:37:31.3Z,1,REGULAR,steal,,[],1642273,,,1610612764,26,35,2025-12-07T00:37:33Z,1680000,False,,,0,,K. George STEAL (1 STL),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
169,PT00M15.70S,2025-12-07T00:37:35.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1642364,93.38042049934296,58.57843137254902,1610612764,26,35,2025-12-07T00:37:40Z,1690000,False,43.0,10.0,1,right,MISS J. Watkins running Layup,[1642364],1610612764.0,WAS,running,,,Watkins,J. Watkins,,,,,In The Paint (Non-RA),0-8 Center,4.4,Missed,,,,,,,,,,,,,,,,,,
170,PT00M14.70S,2025-12-07T00:37:36.9Z,1,REGULAR,rebound,offensive,[],1642860,,,1610612764,26,35,2025-12-07T00:37:40Z,1700000,False,,,0,,W. Riley REBOUND (Off:1 Def:0),[1642860],1610612764.0,WAS,,,,Riley,W. Riley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,169.0,1.0,0.0,1.0,,,,,
171,PT00M14.70S,2025-12-07T00:37:38.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1642860,91.80354796320631,50.73529411764706,1610612764,28,35,2025-12-07T00:47:23Z,1710000,False,4.0,25.0,1,right,W. Riley putback DUNK (4 PTS),[1642860],1610612764.0,WAS,putback,,,Riley,W. Riley,,,,,Restricted Area,0-8 Center,2.48,Made,4.0,,,,,,,,,,,,,,,,,
172,PT00M00.10S,2025-12-07T00:37:54.8Z,1,REGULAR,2pt,Jump Shot,[],1629638,11.514454664914586,73.52941176470588,1610612737,28,35,2025-12-07T00:48:14Z,1720000,False,-118.0,56.0,1,left,MISS N. Alexander-Walker 13' pullup Shot,[1629638],1610612737.0,ATL,pullup,,,Alexander-Walker,N. Alexander-Walker,,,,,Mid-Range,8-16 Left,13.01,Missed,,,,,,,,,,,,,,,,,,
