actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2026-01-03T00:11:35.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-01-03T00:11:35Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2026-01-03T00:11:39.7Z,1,REGULAR,jumpball,recovered,[],1641730,,,1610612751,0,0,2026-01-03T00:11:39Z,40000,False,,,0,,Jump Ball D. Sharpe vs. A. Sarr: Tip to N. Clowney,"[1641730, 1630549, 1642259]",1610612751.0,BKN,startperiod,N. Clowney,1641730.0,Clowney,N. Clowney,Sharpe,1630549.0,Sarr,1642259.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M38.00S,2026-01-03T00:11:57.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630549,6.258212877792378,46.568627450980394,1610612751,0,2,2026-01-03T00:18:02Z,70000,False,17.0,6.0,1,left,D. Sharpe driving Layup (2 PTS) (N. Clowney 1 AST),"[1630549, 1641730]",1610612751.0,BKN,driving,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,1.83,Made,2.0,N. Clowney,1641730.0,1.0,,,,,,,,,,,,,,
9,PT11M16.00S,2026-01-03T00:12:17.9Z,1,REGULAR,2pt,Jump Shot,[],203114,89.43823915900131,83.08823529411765,1610612764,2,2,2026-01-03T00:12:23Z,90000,False,165.0,47.0,1,right,K. Middleton 17' pullup Jump Shot (2 PTS),[203114],1610612764.0,WAS,pullup,,,Middleton,K. Middleton,,,,,Mid-Range,16-24 Right,17.19,Made,2.0,,,,,,,,,,,,,,,,,
10,PT11M05.00S,2026-01-03T00:12:28.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630549,14.4053876478318,46.568627450980394,1610612751,2,2,2026-01-03T00:12:35Z,100000,False,17.0,83.0,1,left,MISS D. Sharpe 8' floating Shot,[1630549],1610612751.0,BKN,floating,,,Sharpe,D. Sharpe,,,,,In The Paint (Non-RA),8-16 Center,8.47,Missed,,,,,,,,,,,,,,,,,,
11,PT11M05.00S,2026-01-03T00:12:33.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612751,2,2,2026-01-03T00:12:33Z,110000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,10.0,,,,,,,,,,,,,
13,PT10M52.00S,2026-01-03T00:12:59.2Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1642874,6.915243101182654,36.029411764705884,1610612751,2,2,2026-01-03T00:13:05Z,130000,False,70.0,13.0,1,left,MISS D. Wolf 7' turnaround Hook,[1642874],1610612751.0,BKN,turnaround,,,Wolf,D. Wolf,,,,,In The Paint (Non-RA),0-8 Center,7.1,Missed,,,,,,,,,,,,,,,,,,
14,PT10M49.00S,2026-01-03T00:13:02.2Z,1,REGULAR,rebound,defensive,[],1641731,,,1610612764,2,2,2026-01-03T00:13:05Z,140000,False,,,0,,B. Coulibaly REBOUND (Off:0 Def:1),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,
16,PT10M39.00S,2026-01-03T00:13:30.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203114,94.43166885676742,45.34313725490196,1610612764,4,2,2026-01-03T00:13:35Z,160000,False,-23.0,0.0,1,right,K. Middleton driving Layup (4 PTS),[203114],1610612764.0,WAS,driving,,,Middleton,K. Middleton,,,,,Restricted Area,0-8 Center,2.33,Made,4.0,,,,,,,,,,,,,,,,,
17,PT10M21.00S,2026-01-03T00:13:47.9Z,1,REGULAR,3pt,Jump Shot,[],1642856,26.757555847568987,13.725490196078432,1610612751,4,5,2026-01-03T00:13:54Z,170000,False,181.0,199.0,1,left,E. Dëmin 26' 3PT  (3 PTS) (T. Mann 1 AST),"[1642856, 1629611]",1610612751.0,BKN,,,,Dëmin,E. Dëmin,,,,,Above the Break 3,24+ Right Center,26.93,Made,3.0,T. Mann,1629611.0,1.0,,,,,,,,,,,,,,
