actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
198,PT10M10.00S,2025-10-28T23:41:52.9Z,2,REGULAR,rebound,defensive,[],1630557,,,1610612764,40,37,2025-10-28T23:41:52Z,1970000,False,,,0,,C. Kispert REBOUND (Off:0 Def:1),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Mid-Range,8-16 Right,,,,,,,,197.0,1.0,1.0,0.0,,,,,,,,,
199,PT10M06.00S,2025-10-28T23:42:01.2Z,2,REGULAR,foul,personal,[],1630178,,,1610612764,40,37,2025-10-28T23:42:07Z,1980000,False,,,0,,T. Maxey personal FOUL (1 PF),"[1630178, 1630557]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Mid-Range,16-24 Right,1155.0,1.0,0.0,Kispert,1630557.0,,,,,,,,,,,,,,,
201,PT09M59.00S,2025-10-28T23:42:24.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630557,94.1688567674113,55.88235294117647,1610612764,42,37,2025-10-28T23:42:29Z,2000000,False,29.0,2.0,1,right,C. Kispert cutting Layup (7 PTS) (M. Bagley III 3 AST),"[1630557, 1628963]",1610612764.0,WAS,cutting,,,Kispert,C. Kispert,,,,,Restricted Area,0-8 Center,,,,,,Made,7.0,,,,,2.95,M. Bagley III,1628963.0,3.0,,,,,
203,PT09M45.00S,2025-10-28T23:42:41.4Z,2,REGULAR,foul,personal,['2freethrow'],1628963,,,1610612755,42,37,2025-10-28T23:42:46Z,2020000,False,,,0,,M. Bagley III shooting personal FOUL (2 PF) (Embiid 2 FT),"[1628963, 203954]",1610612764.0,WAS,shooting,,,Bagley III,M. Bagley III,,,,,Mid-Range,16-24 Center,203054.0,2.0,0.0,Embiid,203954.0,,,,,,,,,,,,,,,
205,PT09M45.00S,2025-10-28T23:43:09.1Z,2,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,42,38,2025-10-28T23:43:30Z,2040000,False,,,0,,J. Embiid Free Throw 1 of 2 (14 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,Made,14.0,,,,,,,,,,,,,
206,PT09M45.00S,2025-10-28T23:43:09.1Z,2,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,42,38,2025-10-28T23:43:30Z,2050000,False,,,0,,MISS J. Embiid Free Throw 2 of 2,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
207,PT09M43.00S,2025-10-28T23:43:11.1Z,2,REGULAR,rebound,defensive,[],1628963,,,1610612764,42,38,2025-10-28T23:43:30Z,2060000,False,,,0,,M. Bagley III REBOUND (Off:0 Def:2),[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,206.0,2.0,2.0,0.0,,,,,,,,,
208,PT09M35.00S,2025-10-28T23:43:37.8Z,2,REGULAR,3pt,Jump Shot,[],1642848,94.95729303547962,96.07843137254902,1610612764,42,38,2025-10-28T23:43:41Z,2070000,False,230.0,-5.0,1,right,MISS T. Johnson 3PT,[1642848],1610612764.0,WAS,,,,Johnson,T. Johnson,,,,,Right Corner 3,24+ Right,,,,,,Missed,,,,,,23.05,,,,,,,,
209,PT09M33.00S,2025-10-28T23:43:39.8Z,2,REGULAR,rebound,defensive,[],1630178,,,1610612755,42,38,2025-10-28T23:43:41Z,2080000,False,,,0,,T. Maxey REBOUND (Off:0 Def:3),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Right Corner 3,24+ Right,,,,,,,,208.0,3.0,3.0,0.0,,,,,,,,,
210,PT09M25.00S,2025-10-28T23:43:48.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,9.280551905387648,61.274509803921575,1610612755,42,38,2025-10-28T23:43:52Z,2090000,False,-56.0,35.0,1,left,MISS T. Maxey 6' driving finger roll Layup,[1630178],1610612755.0,PHI,driving finger roll,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,,,,6.62,,,,,,,,
211,PT09M23.00S,2025-10-28T23:43:50.6Z,2,REGULAR,rebound,offensive,[],1631133,,,1610612755,42,38,2025-10-28T23:43:52Z,2100000,False,,,0,,J. Walker REBOUND (Off:1 Def:0),[1631133],1610612755.0,PHI,,,,Walker,J. Walker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,210.0,1.0,0.0,1.0,,,,,,,,,
212,PT09M22.00S,2025-10-28T23:43:50.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631133,7.046649145860711,44.11764705882353,1610612755,42,40,2025-10-28T23:43:57Z,2110000,False,29.0,14.0,1,left,J. Walker putback Layup (2 PTS),[1631133],1610612755.0,PHI,putback,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,,,,,3.24,,,,,,,,
273,PT09M17.00S,2025-10-28T23:43:57.6Z,2,REGULAR,turnover,bad pass,[],1630557,,,1610612764,42,40,2025-10-28T23:57:15Z,2125000,False,,,0,,C. Kispert bad pass TURNOVER (1 TO),"[1630557, 1631133]",1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1.0,,,Walker,1631133.0
274,PT09M17.00S,2025-10-28T23:43:57.6Z,2,REGULAR,steal,,[],1631133,,,1610612755,42,40,2025-10-28T23:57:15Z,2132500,False,,,0,,J. Walker STEAL (1 STL),[1631133],1610612755.0,PHI,,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
215,PT09M09.00S,2025-10-28T23:44:04.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631133,6.521024967148489,45.588235294117645,1610612755,42,42,2025-10-28T23:57:15Z,2140000,False,22.0,9.0,1,left,J. Walker Layup (4 PTS) (T. Watford 2 AST),"[1631133, 1630570]",1610612755.0,PHI,,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,,,,,,Made,4.0,,,,,2.38,T. Watford,1630570.0,2.0,,,,,
217,PT09M09.00S,2025-10-28T23:44:08.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,42,42,2025-10-28T23:44:08Z,2160000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT08M57.00S,2025-10-28T23:47:13.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641715,92.85479632063075,52.69607843137255,1610612764,44,42,2025-10-29T00:22:49Z,2170000,False,13.0,15.0,1,right,C. Whitmore cutting Layup (6 PTS) (K. George 2 AST),"[1641715, 1642273]",1610612764.0,WAS,cutting,,,Whitmore,C. Whitmore,,,,,Restricted Area,0-8 Center,,,,,,Made,6.0,,,,,2.0,K. George,1642273.0,2.0,,,,,
222,PT08M38.00S,2025-10-28T23:47:32.4Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203954,10.068988173455978,50.98039215686274,1610612755,44,44,2025-10-28T23:47:37Z,2190000,False,-5.0,42.0,1,left,J. Embiid turnaround Hook (16 PTS),[203954],1610612755.0,PHI,turnaround,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,,,Made,16.0,,,,,4.24,,,,,,,,
223,PT08M21.00S,2025-10-28T23:47:49.5Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628963,92.85479632063075,52.94117647058824,1610612764,46,44,2025-10-28T23:47:55Z,2200000,False,15.0,15.0,1,right,M. Bagley III driving DUNK (4 PTS),[1628963],1610612764.0,WAS,driving,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,,,,,,Made,4.0,,,,,2.08,,,,,,,,
224,PT07M58.00S,2025-10-28T23:48:11.8Z,2,REGULAR,turnover,bad pass,[],203954,,,1610612755,46,44,2025-10-28T23:48:16Z,2210000,False,,,0,,J. Embiid bad pass TURNOVER (1 TO),"[203954, 1641715]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,1.0,,,Whitmore,1641715.0
225,PT07M58.00S,2025-10-28T23:48:11.8Z,2,REGULAR,steal,,[],1641715,,,1610612764,46,44,2025-10-28T23:48:14Z,2220000,False,,,0,,C. Whitmore STEAL (2 STL),[1641715],1610612764.0,WAS,,,,Whitmore,C. Whitmore,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
226,PT07M48.00S,2025-10-28T23:48:22.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630557,92.59198423127464,3.9215686274509802,1610612764,46,44,2025-10-28T23:48:25Z,2230000,False,-230.0,17.0,1,right,MISS C. Kispert 3PT,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Left Corner 3,24+ Left,,,,,,Missed,,,,,,23.1,,,,,,,,
227,PT07M45.00S,2025-10-28T23:48:25.4Z,2,REGULAR,rebound,defensive,[],1629656,,,1610612755,46,44,2025-10-28T23:48:25Z,2240000,False,,,0,,Q. Grimes REBOUND (Off:0 Def:2),[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,Left Corner 3,24+ Left,,,,,,,,226.0,2.0,2.0,0.0,,,,,,,,,
228,PT07M43.00S,2025-10-28T23:48:29.2Z,2,REGULAR,foul,personal,['2freethrow'],1641715,,,1610612755,46,44,2025-10-28T23:48:34Z,2250000,False,,,0,,C. Whitmore shooting personal FOUL (2 PF) (Walker 2 FT),"[1641715, 1631133]",1610612764.0,WAS,shooting,,,Whitmore,C. Whitmore,,,,,Restricted Area,0-8 Center,202007.0,2.0,0.0,Walker,1631133.0,,,,,,,,,,,,,,,
230,PT07M43.00S,2025-10-28T23:49:00.6Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1631133,,,1610612755,46,45,2025-10-29T00:22:58Z,2270000,False,,,0,,J. Walker Free Throw 1 of 2 (5 PTS),[1631133],1610612755.0,PHI,,,,Walker,J. Walker,,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,
231,PT07M43.00S,2025-10-28T23:49:01.2Z,2,REGULAR,substitution,out,[],1641715,,,1610612755,46,45,2025-10-28T23:49:10Z,2280000,False,,,0,,SUB out: C. Whitmore,[1641715],1610612764.0,WAS,,,,Whitmore,C. Whitmore,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT07M43.00S,2025-10-28T23:49:01.2Z,2,REGULAR,substitution,out,[],1642273,,,1610612755,46,45,2025-10-28T23:49:10Z,2290000,False,,,0,,SUB out: K. George,[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT07M43.00S,2025-10-28T23:49:01.2Z,2,REGULAR,substitution,out,[],1630570,,,1610612755,46,45,2025-10-28T23:49:10Z,2300000,False,,,0,,SUB out: T. Watford,[1630570],1610612755.0,PHI,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT07M43.00S,2025-10-28T23:49:01.2Z,2,REGULAR,substitution,in,[],203468,,,1610612755,46,45,2025-10-28T23:49:10Z,2310000,False,,,0,,SUB in: C. McCollum,[203468],1610612764.0,WAS,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT07M43.00S,2025-10-28T23:49:01.2Z,2,REGULAR,substitution,in,[],1642267,,,1610612755,46,45,2025-10-28T23:49:10Z,2320000,False,,,0,,SUB in: B. Carrington,[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT07M43.00S,2025-10-28T23:49:01.2Z,2,REGULAR,substitution,in,[],201569,,,1610612755,46,45,2025-10-28T23:49:10Z,2330000,False,,,0,,SUB in: E. Gordon,[201569],1610612755.0,PHI,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT07M43.00S,2025-10-28T23:49:00.6Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1631133,,,1610612755,46,46,2025-10-29T00:22:58Z,2340000,False,,,0,,J. Walker Free Throw 2 of 2 (6 PTS),[1631133],1610612755.0,PHI,,,,Walker,J. Walker,,,,,,,,,,,,Made,6.0,,,,,,,,,,,,,
238,PT07M30.00S,2025-10-28T23:49:41.2Z,2,REGULAR,2pt,Jump Shot,[],1642848,84.44480946123521,65.93137254901961,1610612764,48,46,2025-10-28T23:49:45Z,2350000,False,80.0,94.0,1,right,T. Johnson 12' turnaround fadeaway Jump Shot (4 PTS),[1642848],1610612764.0,WAS,turnaround fadeaway,,,Johnson,T. Johnson,,,,,Mid-Range,8-16 Right,,,,,,Made,4.0,,,,,12.3,,,,,,,,
239,PT07M12.00S,2025-10-28T23:49:58.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,14.011169513797633,47.30392156862745,1610612755,48,46,2025-10-28T23:50:05Z,2360000,False,13.0,79.0,1,left,MISS J. Embiid 8' fadeaway Shot,[203954],1610612755.0,PHI,fadeaway,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,,,,8.03,,,,,,,,
240,PT07M09.00S,2025-10-28T23:50:01.9Z,2,REGULAR,rebound,offensive,[],1631133,,,1610612755,48,46,2025-10-28T23:50:05Z,2370000,False,,,0,,J. Walker REBOUND (Off:2 Def:0),[1631133],1610612755.0,PHI,,,,Walker,J. Walker,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,239.0,2.0,0.0,2.0,,,,,,,,,
241,PT07M08.00S,2025-10-28T23:50:02.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631133,9.017739816031538,50.98039215686274,1610612755,48,48,2025-10-29T00:23:12Z,2380000,False,-5.0,32.0,1,left,J. Walker putback Layup (8 PTS),[1631133],1610612755.0,PHI,putback,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,,,,,,Made,8.0,,,,,3.27,,,,,,,,
242,PT07M03.00S,2025-10-28T23:50:11.2Z,2,REGULAR,foul,personal,['2freethrow'],1631133,,,1610612764,48,48,2025-10-28T23:50:33Z,2390000,False,,,0,,J. Walker shooting personal FOUL (2 PF) (McCollum 2 FT),"[1631133, 203468]",1610612755.0,PHI,shooting,,,Walker,J. Walker,,,,,Mid-Range,8-16 Left,202007.0,2.0,0.0,McCollum,203468.0,,,,,,,,,,,,,,,
244,PT07M03.00S,2025-10-28T23:50:41.6Z,2,REGULAR,freethrow,1 of 2,[],203468,,,1610612764,49,48,2025-10-28T23:50:41Z,2410000,False,,,0,,C. McCollum Free Throw 1 of 2 (8 PTS),[203468],1610612764.0,WAS,,,,McCollum,C. McCollum,,,,,,,,,,,,Made,8.0,,,,,,,,,,,,,
245,PT07M03.00S,2025-10-28T23:50:42.2Z,2,REGULAR,substitution,out,[],1631133,,,1610612764,49,48,2025-10-28T23:50:46Z,2420000,False,,,0,,SUB out: J. Walker,[1631133],1610612755.0,PHI,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT07M03.00S,2025-10-28T23:50:42.2Z,2,REGULAR,substitution,in,[],1626162,,,1610612764,49,48,2025-10-28T23:50:46Z,2430000,False,,,0,,SUB in: K. Oubre Jr.,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT07M03.00S,2025-10-28T23:50:56.9Z,2,REGULAR,substitution,out,[],1629656,,,1610612764,49,48,2025-10-28T23:51:06Z,2440000,False,,,0,,SUB out: Q. Grimes,[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT07M03.00S,2025-10-28T23:50:56.9Z,2,REGULAR,substitution,in,[],1642845,,,1610612764,49,48,2025-10-28T23:51:06Z,2450000,False,,,0,,SUB in: V. Edgecombe,[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT07M03.00S,2025-10-28T23:51:21.1Z,2,REGULAR,freethrow,2 of 2,[],203468,,,1610612764,50,48,2025-10-28T23:51:21Z,2460000,False,,,0,,C. McCollum Free Throw 2 of 2 (9 PTS),[203468],1610612764.0,WAS,,,,McCollum,C. McCollum,,,,,,,,,,,,Made,9.0,,,,,,,,,,,,,
250,PT06M53.00S,2025-10-28T23:51:33.0Z,2,REGULAR,3pt,Jump Shot,[],1630178,34.37910643889619,69.85294117647058,1610612755,50,48,2025-10-28T23:51:37Z,2470000,False,-99.0,271.0,1,left,MISS T. Maxey 28' 3PT,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,,,28.83,,,,,,,,
251,PT06M50.00S,2025-10-28T23:51:36.0Z,2,REGULAR,rebound,defensive,[],1630557,,,1610612764,50,48,2025-10-28T23:51:37Z,2480000,False,,,0,,C. Kispert REBOUND (Off:0 Def:2),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Left Center,,,,,,,,250.0,2.0,2.0,0.0,,,,,,,,,
252,PT06M42.00S,2025-10-28T23:51:45.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628963,92.72339027595268,60.29411764705882,1610612764,52,48,2025-10-28T23:51:50Z,2490000,False,51.0,16.0,1,right,M. Bagley III alley-oop Layup (6 PTS) (B. Carrington 2 AST),"[1628963, 1642267]",1610612764.0,WAS,alley-oop,,,Bagley III,M. Bagley III,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,6.0,,,,,5.39,B. Carrington,1642267.0,2.0,,,,,
254,PT06M42.00S,2025-10-28T23:51:48.7Z,2,REGULAR,foul,personal,['1freethrow'],203954,,,1610612764,52,48,2025-10-28T23:51:55Z,2510000,False,,,0,,J. Embiid shooting personal FOUL (2 PF) (Bagley III 1 FT),"[203954, 1628963]",1610612755.0,PHI,shooting,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,203054.0,2.0,0.0,Bagley III,1628963.0,,,,,,,,,,,,,,,
256,PT06M42.00S,2025-10-28T23:52:19.2Z,2,REGULAR,freethrow,1 of 1,[],1628963,,,1610612764,52,48,2025-10-28T23:52:21Z,2530000,False,,,0,,MISS M. Bagley III Free Throw 1 of 1,[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
257,PT06M39.00S,2025-10-28T23:52:22.2Z,2,REGULAR,rebound,defensive,[],1626162,,,1610612755,52,48,2025-10-28T23:52:21Z,2540000,False,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:3),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,256.0,3.0,3.0,0.0,,,,,,,,,
258,PT06M23.00S,2025-10-28T23:52:40.5Z,2,REGULAR,foul,personal,['2freethrow'],1628963,,,1610612755,52,48,2025-10-28T23:52:48Z,2550000,False,,,0,,M. Bagley III shooting personal FOUL (3 PF) (Embiid 2 FT),"[1628963, 203954]",1610612764.0,WAS,shooting,,,Bagley III,M. Bagley III,,,,,In The Paint (Non-RA),8-16 Center,203054.0,3.0,0.0,Embiid,203954.0,,,,,,,,,,,,,,,
260,PT06M23.00S,2025-10-28T23:53:16.5Z,2,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,52,49,2025-10-28T23:53:16Z,2570000,False,,,0,,J. Embiid Free Throw 1 of 2 (17 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,Made,17.0,,,,,,,,,,,,,
261,PT06M23.00S,2025-10-28T23:53:18.2Z,2,REGULAR,substitution,out,[],1630557,,,1610612755,52,49,2025-10-28T23:53:21Z,2580000,False,,,0,,SUB out: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT06M23.00S,2025-10-28T23:53:18.2Z,2,REGULAR,substitution,in,[],203114,,,1610612755,52,49,2025-10-28T23:53:21Z,2590000,False,,,0,,SUB in: K. Middleton,[203114],1610612764.0,WAS,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT06M23.00S,2025-10-28T23:53:39.4Z,2,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,52,50,2025-10-28T23:53:39Z,2600000,False,,,0,,J. Embiid Free Throw 2 of 2 (18 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,Made,18.0,,,,,,,,,,,,,
264,PT06M10.00S,2025-10-28T23:53:52.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642848,95.22010512483574,56.372549019607845,1610612764,52,50,2025-10-28T23:53:57Z,2610000,False,32.0,-8.0,1,right,MISS T. Johnson driving Layup,[1642848],1610612764.0,WAS,driving,,,Johnson,T. Johnson,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,3.28,,,,,,,,
265,PT06M08.00S,2025-10-28T23:53:54.3Z,2,REGULAR,rebound,offensive,[],1628963,,,1610612764,52,50,2025-10-28T23:53:54Z,2620000,False,,,0,,M. Bagley III REBOUND (Off:1 Def:2),[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,,,,,,,,264.0,3.0,2.0,1.0,,,,,,,,,
266,PT06M03.00S,2025-10-28T23:53:59.5Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1642848,69.59592641261499,17.892156862745097,1610612764,55,50,2025-10-28T23:54:03Z,2630000,False,-161.0,233.0,1,right,T. Johnson 28' 3PT  (7 PTS) (C. McCollum 3 AST),"[1642848, 203468]",1610612764.0,WAS,,,,Johnson,T. Johnson,,,,,Above the Break 3,24+ Left Center,,,,,,Made,7.0,,,,,28.32,C. McCollum,203468.0,3.0,,,,,
327,PT05M55.00S,2025-10-28T23:54:30.9Z,2,REGULAR,foul,offensive,[],203954,,,1610612755,55,50,2025-10-29T00:04:37Z,2660000,False,,,0,,J. Embiid offensive FOUL (3 PF),"[203954, 1628963]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Right,1155.0,3.0,0.0,Bagley III,1628963.0,,,,,,,,,,,,,,,
328,PT05M55.00S,2025-10-28T23:54:30.9Z,2,REGULAR,turnover,offensive foul,[],203954,,,1610612755,55,50,2025-10-28T23:54:30Z,2670000,False,,,0,,J. Embiid offensive foul TURNOVER (2 TO),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Right,1155.0,,,,,,,,,,,,,,,2.0,,,,
271,PT05M55.00S,2025-10-28T23:55:02.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,55,50,2025-10-29T00:04:57Z,2680000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT05M55.00S,2025-10-28T23:57:36.6Z,2,REGULAR,substitution,out,[],1628963,,,1610612764,55,50,2025-10-28T23:54:30Z,2700000,False,,,0,,SUB out: M. Bagley III,[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT05M55.00S,2025-10-28T23:57:36.6Z,2,REGULAR,substitution,out,[],203954,,,1610612764,55,50,2025-10-28T23:54:30Z,2710000,False,,,0,,SUB out: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT05M55.00S,2025-10-28T23:57:36.6Z,2,REGULAR,substitution,in,[],1642259,,,1610612764,55,50,2025-10-28T23:54:30Z,2720000,False,,,0,,SUB in: A. Sarr,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT05M55.00S,2025-10-28T23:57:36.6Z,2,REGULAR,substitution,in,[],203083,,,1610612764,55,50,2025-10-28T23:54:30Z,2730000,False,,,0,,SUB in: A. Drummond,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT05M42.00S,2025-10-28T23:58:08.4Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1642259,91.80354796320631,47.30392156862745,1610612764,57,50,2025-10-28T23:54:30Z,2740000,False,-13.0,25.0,1,right,A. Sarr cutting DUNK (15 PTS) (K. Middleton 2 AST),"[1642259, 203114]",1610612764.0,WAS,cutting,,,Sarr,A. Sarr,,,,,Restricted Area,0-8 Center,,,,,,Made,15.0,,,,,2.8,K. Middleton,203114.0,2.0,,,,,
281,PT05M19.00S,2025-10-28T23:58:30.4Z,2,REGULAR,3pt,Jump Shot,[],1626162,21.76412614980289,6.372549019607843,1610612755,57,53,2025-10-28T23:58:35Z,2760000,False,218.0,152.0,1,left,K. Oubre Jr. 26' 3PT  (9 PTS) (T. Maxey 4 AST),"[1626162, 1630178]",1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,Made,9.0,,,,,26.59,T. Maxey,1630178.0,4.0,,,,,
283,PT05M05.00S,2025-10-28T23:58:44.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1642259,93.64323258869908,46.07843137254902,1610612764,59,53,2025-10-28T23:58:48Z,2780000,False,-20.0,7.0,1,right,A. Sarr alley-oop DUNK (17 PTS) (B. Carrington 3 AST),"[1642259, 1642267]",1610612764.0,WAS,alley-oop,,,Sarr,A. Sarr,,,,,Restricted Area,0-8 Center,,,,,,Made,17.0,,,,,2.09,B. Carrington,1642267.0,3.0,,,,,
285,PT04M51.00S,2025-10-28T23:58:58.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626162,10.068988173455978,43.38235294117647,1610612755,59,53,2025-10-29T00:23:54Z,2800000,False,33.0,42.0,1,left,MISS K. Oubre Jr. driving Layup,[1626162],1610612755.0,PHI,driving,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,,,,5.36,,,,,,,,
287,PT04M48.00S,2025-10-28T23:59:01.6Z,2,REGULAR,rebound,defensive,[],203114,,,1610612764,59,53,2025-10-28T23:59:03Z,2820000,False,,,0,,K. Middleton REBOUND (Off:1 Def:1),[203114],1610612764.0,WAS,,,,Middleton,K. Middleton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,285.0,2.0,1.0,1.0,,,,,,,,,
288,PT04M47.00S,2025-10-28T23:59:02.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1642848,82.86793692509855,95.83333333333334,1610612764,59,53,2025-10-28T23:59:08Z,2830000,False,229.0,109.0,1,right,MISS T. Johnson 25' running 3PT,[1642848],1610612764.0,WAS,running,,,Johnson,T. Johnson,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,,25.36,,,,,,,,
