actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
16,PT10M36.00S,2026-04-10T23:15:50.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642857,13.748357424441524,52.69607843137255,1610612748,0,2,2026-04-10T23:17:24Z,160000,False,-13.0,77.0,1,left,MISS K. Jakučionis 7' driving floating Shot,[1642857],1610612748.0,MIA,driving floating,,,Jakučionis,K. Jakučionis,,,,,In The Paint (Non-RA),0-8 Center,7.79,Missed,,,,,,,,,,,,,,,,,,
17,PT10M35.00S,2026-04-10T23:15:51.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612764,0,2,2026-04-10T23:17:15Z,170000,False,,,0,,TEAM defensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,16.0,,,,,,,,,,,,,,,,,
19,PT10M24.00S,2026-04-10T23:16:09.8Z,1,REGULAR,3pt,Jump Shot,[],1642267,67.36202365308804,45.83333333333333,1610612764,0,2,2026-04-10T23:16:15Z,190000,False,-21.0,254.0,1,right,MISS B. Carrington 25' 3PT,[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,Above the Break 3,24+ Center,25.51,Missed,,,,,,,,,,,,,,,,,,
20,PT10M21.00S,2026-04-10T23:16:12.8Z,1,REGULAR,rebound,defensive,[],1642857,,,1610612748,0,2,2026-04-10T23:16:15Z,200000,False,,,0,,K. Jakučionis REBOUND (Off:0 Def:2),[1642857],1610612748.0,MIA,,,,Jakučionis,K. Jakučionis,,,,,Above the Break 3,24+ Center,,,19.0,2.0,2.0,0.0,,,,,,,,,,,,,,
21,PT10M15.00S,2026-04-10T23:16:18.9Z,1,REGULAR,turnover,lost ball,[],1642857,,,1610612748,0,2,2026-04-10T23:18:29Z,210000,False,,,0,,K. Jakučionis lost ball TURNOVER (1 TO),"[1642857, 1641778]",1610612748.0,MIA,,,,Jakučionis,K. Jakučionis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1.0,,,,,Black,1641778.0,,,,,,
22,PT10M15.00S,2026-04-10T23:16:18.9Z,1,REGULAR,steal,,[],1641778,,,1610612764,0,2,2026-04-10T23:16:20Z,220000,False,,,0,,L. Black STEAL (1 STL),[1641778],1610612764.0,WAS,,,,Black,L. Black,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
23,PT10M10.00S,2026-04-10T23:16:24.6Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1641778,78.66294349540078,6.61764705882353,1610612764,0,2,2026-04-10T23:19:01Z,230000,False,-217.0,148.0,1,right,MISS L. Black 26' running pullup 3PT,[1641778],1610612764.0,WAS,running pullup,,,Black,L. Black,,,,,Above the Break 3,24+ Left Center,26.26,Missed,,,,,,,,,,,,,,,,,,
24,PT10M08.00S,2026-04-10T23:16:40.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612764,0,2,2026-04-10T23:16:40Z,240000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Above the Break 3,24+ Left Center,,,23.0,,,,,,,,,,,,,,,,,
25,PT10M08.00S,2026-04-10T23:16:41.2Z,1,REGULAR,foul,personal,[],1642857,,,1610612764,0,2,2026-04-10T23:16:54Z,250000,False,,,0,,K. Jakučionis loose ball personal FOUL (1 PF),"[1642857, 1642882]",1610612748.0,MIA,loose ball,,,Jakučionis,K. Jakučionis,,,,,Restricted Area,0-8 Center,,,,,,,1148.0,,,,,,,,1.0,0.0,Reese,1642882.0,,
28,PT09M57.00S,2026-04-10T23:17:18.8Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1641731,85.23324572930355,20.833333333333336,1610612764,0,2,2026-04-10T23:17:24Z,280000,False,-146.0,86.0,1,right,MISS B. Coulibaly 16' pullup Shot,[1641731],1610612764.0,WAS,pullup,,,Coulibaly,B. Coulibaly,,,,,Mid-Range,16-24 Left,16.94,Missed,,,,,,,,,,,,,,,,,,
29,PT09M54.00S,2026-04-10T23:17:21.8Z,1,REGULAR,rebound,defensive,[],1642276,,,1610612748,0,2,2026-04-10T23:17:24Z,290000,False,,,0,,K. Ware REBOUND (Off:0 Def:1),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,Mid-Range,16-24 Left,,,28.0,1.0,1.0,0.0,,,,,,,,,,,,,,
30,PT09M47.00S,2026-04-10T23:17:28.8Z,1,REGULAR,3pt,Jump Shot,[],1642276,32.670827858081466,24.754901960784316,1610612748,0,2,2026-04-10T23:17:35Z,300000,False,126.0,255.0,1,left,MISS K. Ware 28' 3PT,[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,Above the Break 3,24+ Right Center,28.42,Missed,,,,,,,,,,,,,,,,,,
31,PT09M44.00S,2026-04-10T23:17:31.8Z,1,REGULAR,rebound,defensive,[],1630264,,,1610612764,0,2,2026-04-10T23:17:35Z,310000,False,,,0,,A. Gill REBOUND (Off:0 Def:1),[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,Above the Break 3,24+ Right Center,,,30.0,1.0,1.0,0.0,,,,,,,,,,,,,,
32,PT09M37.00S,2026-04-10T23:17:39.2Z,1,REGULAR,2pt,Layup,[],1641731,89.43823915900131,33.57843137254902,1610612764,0,2,2026-04-10T23:17:46Z,320000,False,-82.0,47.0,1,right,MISS B. Coulibaly 9' driving Layup,[1641731],1610612764.0,WAS,driving,,,Coulibaly,B. Coulibaly,,,,,Mid-Range,8-16 Left,9.45,Missed,,,,,,,,,,,,,,,,,,
33,PT09M36.00S,2026-04-10T23:17:40.7Z,1,REGULAR,rebound,offensive,[],1641731,,,1610612764,0,2,2026-04-10T23:17:40Z,330000,False,,,0,,B. Coulibaly REBOUND (Off:1 Def:0),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Mid-Range,8-16 Left,,,32.0,1.0,0.0,1.0,,,,,,,,,,,,,,
34,PT09M33.00S,2026-04-10T23:17:42.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641731,92.06636005256242,36.76470588235294,1610612764,2,2,2026-04-10T23:20:48Z,340000,False,-66.0,22.0,1,right,B. Coulibaly 6' driving Layup (2 PTS),[1641731],1610612764.0,WAS,driving,,,Coulibaly,B. Coulibaly,,,,,In The Paint (Non-RA),0-8 Center,6.98,Made,,,,,,,2.0,,,,,,,,,,,
35,PT09M19.00S,2026-04-10T23:17:56.5Z,1,REGULAR,turnover,lost ball,[],203952,,,1610612748,2,2,2026-04-10T23:18:02Z,350000,False,,,0,,A. Wiggins lost ball TURNOVER (1 TO),"[203952, 1641778]",1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1.0,,,,,Black,1641778.0,,,,,,
36,PT09M19.00S,2026-04-10T23:17:56.5Z,1,REGULAR,steal,,[],1641778,,,1610612764,2,2,2026-04-10T23:17:59Z,360000,False,,,0,,L. Black STEAL (2 STL),[1641778],1610612764.0,WAS,,,,Black,L. Black,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
37,PT09M18.00S,2026-04-10T23:18:04.4Z,1,REGULAR,foul,personal,[],1642857,,,1610612764,2,2,2026-04-10T23:19:06Z,370000,False,,,0,,K. Jakučionis personal FOUL (2 PF),"[1642857, 1641778]",1610612748.0,MIA,,,,Jakučionis,K. Jakučionis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,200834.0,,,,,,,,2.0,0.0,Black,1641778.0,,
39,PT09M18.00S,2026-04-10T23:18:15.4Z,1,REGULAR,substitution,out,[],1642857,,,1610612764,2,2,2026-04-10T23:18:17Z,390000,False,,,0,,SUB out: K. Jakučionis,[1642857],1610612748.0,MIA,,,,Jakučionis,K. Jakučionis,,,,,,,,,,,,,,,,,,,,,,,,,,
40,PT09M18.00S,2026-04-10T23:18:15.4Z,1,REGULAR,substitution,in,[],1631170,,,1610612764,2,2,2026-04-10T23:18:17Z,400000,False,,,0,,SUB in: J. Jaquez Jr.,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
41,PT09M06.00S,2026-04-10T23:18:40.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1642267,81.68528252299606,59.31372549019608,1610612764,4,2,2026-04-10T23:18:46Z,410000,False,47.0,120.0,1,right,B. Carrington 12' pullup Jump Shot (2 PTS),[1642267],1610612764.0,WAS,pullup,,,Carrington,B. Carrington,,,,,In The Paint (Non-RA),8-16 Center,12.85,Made,,,,,,,2.0,,,,,,,,,,,
42,PT08M54.00S,2026-04-10T23:18:51.5Z,1,REGULAR,3pt,Jump Shot,[],1628389,13.748357424441524,94.85294117647058,1610612748,4,5,2026-04-10T23:18:57Z,420000,False,-224.0,77.0,1,left,B. Adebayo 3PT  (3 PTS) (S. Fontecchio 1 AST),"[1628389, 1631323]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Left Corner 3,24+ Left,23.71,Made,,,,,,,3.0,S. Fontecchio,1631323.0,1.0,,,,,,,,
44,PT08M42.00S,2026-04-10T23:19:03.0Z,1,REGULAR,3pt,Jump Shot,[],1641778,71.82982917214193,12.254901960784313,1610612764,4,5,2026-04-10T23:19:09Z,440000,False,-189.0,212.0,1,right,MISS L. Black 28' 3PT,[1641778],1610612764.0,WAS,,,,Black,L. Black,,,,,Above the Break 3,24+ Left Center,28.4,Missed,,,,,,,,,,,,,,,,,,
45,PT08M39.00S,2026-04-10T23:19:05.9Z,1,REGULAR,rebound,defensive,[],1642276,,,1610612748,4,5,2026-04-10T23:19:05Z,450000,False,,,0,,K. Ware REBOUND (Off:0 Def:2),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,Above the Break 3,24+ Left Center,,,44.0,2.0,2.0,0.0,,,,,,,,,,,,,,
46,PT08M30.00S,2026-04-10T23:19:14.8Z,1,REGULAR,3pt,Jump Shot,[],203952,11.514454664914586,96.32352941176471,1610612748,4,8,2026-04-10T23:19:20Z,460000,False,-232.0,56.0,1,left,A. Wiggins 3PT  (3 PTS) (K. Ware 1 AST),"[203952, 1642276]",1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,Left Corner 3,24+ Left,23.82,Made,,,,,,,3.0,K. Ware,1642276.0,1.0,,,,,,,,
48,PT08M15.00S,2026-04-10T23:19:33.1Z,1,REGULAR,foul,personal,['2freethrow'],203952,,,1610612764,4,8,2026-04-10T23:19:37Z,480000,False,,,0,,A. Wiggins shooting personal FOUL (1 PF) (Coulibaly 2 FT),"[203952, 1641731]",1610612748.0,MIA,shooting,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,200834.0,,,,,,,,1.0,0.0,Coulibaly,1641731.0,,
50,PT08M15.00S,2026-04-10T23:20:00.6Z,1,REGULAR,freethrow,1 of 2,[],1641731,,,1610612764,5,8,2026-04-10T23:20:00Z,500000,False,,,0,,B. Coulibaly Free Throw 1 of 2 (3 PTS),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
51,PT08M15.00S,2026-04-10T23:20:16.7Z,1,REGULAR,freethrow,2 of 2,[],1641731,,,1610612764,6,8,2026-04-10T23:20:16Z,510000,False,,,0,,B. Coulibaly Free Throw 2 of 2 (4 PTS),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,Made,,,,,,,4.0,,,,,,,,,,,
53,PT08M00.00S,2026-04-10T23:20:40.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631323,6.389618922470433,49.26470588235294,1610612748,6,10,2026-04-10T23:20:50Z,530000,False,4.0,8.0,1,left,S. Fontecchio driving finger roll Layup (2 PTS) (B. Adebayo 1 AST),"[1631323, 1628389]",1610612748.0,MIA,driving finger roll,,,Fontecchio,S. Fontecchio,,,,,Restricted Area,0-8 Center,0.85,Made,,,,,,,2.0,B. Adebayo,1628389.0,1.0,,,,,,,,
55,PT07M47.00S,2026-04-10T23:20:54.3Z,1,REGULAR,turnover,out-of-bounds,[],1641778,,,1610612764,6,10,2026-04-10T23:21:02Z,550000,False,,,0,,L. Black bad pass out-of-bounds TURNOVER (2 TO),[1641778],1610612764.0,WAS,bad pass,,,Black,L. Black,,,,,Above the Break 3,24+ Right Center,,,,,,,200834.0,2.0,,,,,,,,,,,,
56,PT07M29.00S,2026-04-10T23:21:19.8Z,1,REGULAR,turnover,bad pass,[],1628389,,,1610612748,6,10,2026-04-10T23:23:57Z,560000,False,,,0,,B. Adebayo bad pass TURNOVER (1 TO),"[1628389, 1642267]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Mid-Range,16-24 Left,,,,,,,,1.0,,,,,Carrington,1642267.0,,,,,,
57,PT07M29.00S,2026-04-10T23:21:19.8Z,1,REGULAR,steal,,[],1642267,,,1610612764,6,10,2026-04-10T23:21:21Z,570000,False,,,0,,B. Carrington STEAL (1 STL),[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
58,PT07M24.00S,2026-04-10T23:21:25.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1641778,93.38042049934296,1.9607843137254901,1610612764,6,10,2026-04-10T23:21:29Z,580000,False,-240.0,10.0,1,right,MISS L. Black 24' 3PT,[1641778],1610612764.0,WAS,,,,Black,L. Black,,,,,Left Corner 3,24+ Left,24.04,Missed,,,,,,,,,,,,,,,,,,
59,PT07M21.00S,2026-04-10T23:21:28.0Z,1,REGULAR,rebound,defensive,[],1642276,,,1610612748,6,10,2026-04-10T23:21:29Z,590000,False,,,0,,K. Ware REBOUND (Off:0 Def:3),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,Left Corner 3,24+ Left,,,58.0,3.0,3.0,0.0,,,,,,,,,,,,,,
60,PT07M16.00S,2026-04-10T23:21:33.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1642276,6.521024967148489,50.0,1610612748,6,12,2026-04-10T23:21:42Z,600000,False,0.0,9.0,1,left,K. Ware running Layup (4 PTS) (B. Adebayo 2 AST),"[1642276, 1628389]",1610612748.0,MIA,running,,,Ware,K. Ware,,,,,Restricted Area,0-8 Center,0.88,Made,,,,,,,4.0,B. Adebayo,1628389.0,2.0,,,,,,,,
62,PT06M56.00S,2026-04-10T23:21:52.2Z,1,REGULAR,2pt,Jump Shot,[],1641778,83.26215505913272,12.745098039215685,1610612764,8,12,2026-04-10T23:24:28Z,620000,False,-186.0,105.0,1,right,L. Black 21' pullup Jump Shot (2 PTS),[1641778],1610612764.0,WAS,pullup,,,Black,L. Black,,,,,Mid-Range,16-24 Left,21.38,Made,,,,,,,2.0,,,,,,,,,,,
63,PT06M43.00S,2026-04-10T23:22:05.6Z,1,REGULAR,3pt,Jump Shot,[],1642276,33.327858081471746,40.68627450980392,1610612748,8,15,2026-04-10T23:22:11Z,630000,False,47.0,261.0,1,left,K. Ware 26' 3PT  (7 PTS) (J. Jaquez Jr. 1 AST),"[1642276, 1631170]",1610612748.0,MIA,,,,Ware,K. Ware,,,,,Above the Break 3,24+ Center,26.49,Made,,,,,,,7.0,J. Jaquez Jr.,1631170.0,1.0,,,,,,,,
65,PT06M27.00S,2026-04-10T23:22:22.4Z,1,REGULAR,3pt,Jump Shot,[],1642267,80.23981603153744,92.15686274509804,1610612764,11,15,2026-04-10T23:22:28Z,650000,False,211.0,133.0,1,right,B. Carrington 24' 3PT  (5 PTS) (J. Reese 1 AST),"[1642267, 1642882]",1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,Above the Break 3,24+ Right Center,24.94,Made,,,,,,,5.0,J. Reese,1642882.0,1.0,,,,,,,,
67,PT06M10.00S,2026-04-10T23:22:37.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,19.793035479632064,61.274509803921575,1610612748,11,15,2026-04-10T23:22:45Z,670000,False,-56.0,134.0,1,left,MISS B. Adebayo 14' pullup Shot,[1628389],1610612748.0,MIA,pullup,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,14.5,Missed,,,,,,,,,,,,,,,,,,
68,PT06M08.00S,2026-04-10T23:22:39.9Z,1,REGULAR,rebound,defensive,[],1642882,,,1610612764,11,15,2026-04-10T23:22:45Z,680000,False,,,0,,J. Reese REBOUND (Off:0 Def:1),[1642882],1610612764.0,WAS,,,,Reese,J. Reese,,,,,In The Paint (Non-RA),8-16 Center,,,67.0,1.0,1.0,0.0,,,,,,,,,,,,,,
69,PT06M00.00S,2026-04-10T23:22:48.3Z,1,REGULAR,2pt,Jump Shot,[],1641731,93.9060446780552,84.55882352941177,1610612764,13,15,2026-04-10T23:25:27Z,690000,False,173.0,5.0,1,right,B. Coulibaly 17' pullup Jump Shot (6 PTS),[1641731],1610612764.0,WAS,pullup,,,Coulibaly,B. Coulibaly,,,,,Mid-Range,16-24 Right,17.29,Made,,,,,,,6.0,,,,,,,,,,,
70,PT05M59.00S,2026-04-10T23:22:52.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,13,15,2026-04-10T23:22:52Z,700000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M59.00S,2026-04-10T23:22:53.0Z,1,REGULAR,substitution,out,[],1628389,,,1610612748,13,15,2026-04-10T23:25:37Z,710000,False,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M59.00S,2026-04-10T23:22:53.0Z,1,REGULAR,substitution,in,[],1641796,,,1610612748,13,15,2026-04-10T23:25:37Z,720000,False,,,0,,SUB in: P. Larsson,[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M42.00S,2026-04-10T23:26:01.4Z,1,REGULAR,turnover,out-of-bounds,[],1641796,,,1610612748,13,15,2026-04-10T23:26:09Z,730000,False,,,0,,P. Larsson bad pass out-of-bounds TURNOVER (1 TO),[1641796],1610612748.0,MIA,bad pass,,,Larsson,P. Larsson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1628168.0,1.0,,,,,,,,,,,,
75,PT05M32.00S,2026-04-10T23:26:38.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1642267,65.91655716162943,50.245098039215684,1610612764,16,15,2026-04-10T23:26:45Z,750000,False,1.0,268.0,1,right,B. Carrington 26' 3PT  (8 PTS) (J. Reese 2 AST),"[1642267, 1642882]",1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,Above the Break 3,24+ Center,26.79,Made,,,,,,,8.0,J. Reese,1642882.0,2.0,,,,,,,,
77,PT05M21.00S,2026-04-10T23:26:51.8Z,1,REGULAR,foul,personal,['2freethrow'],1642267,,,1610612748,16,15,2026-04-10T23:26:57Z,770000,False,,,0,,B. Carrington shooting personal FOUL (1 PF) (Wiggins 2 FT),"[1642267, 203952]",1610612764.0,WAS,shooting,,,Carrington,B. Carrington,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,200834.0,,,,,,,,1.0,0.0,Wiggins,203952.0,,
79,PT05M21.00S,2026-04-10T23:27:17.9Z,1,REGULAR,freethrow,1 of 2,[],203952,,,1610612748,16,15,2026-04-10T23:27:17Z,790000,False,,,0,,MISS A. Wiggins Free Throw 1 of 2,[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
80,PT05M21.00S,2026-04-10T23:27:17.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,16,15,2026-04-10T23:27:17Z,800000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,79.0,,,,,,,,,,,,,,,,,
81,PT05M21.00S,2026-04-10T23:27:34.9Z,1,REGULAR,freethrow,2 of 2,[],203952,,,1610612748,16,16,2026-04-10T23:27:34Z,810000,False,,,0,,A. Wiggins Free Throw 2 of 2 (4 PTS),[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,,,,Made,,,,,,,4.0,,,,,,,,,,,
82,PT05M06.00S,2026-04-10T23:27:53.6Z,1,REGULAR,2pt,Jump Shot,[],1641778,90.22667542706965,67.8921568627451,1610612764,16,16,2026-04-10T23:28:38Z,820000,False,89.0,39.0,1,right,MISS L. Black 9' fadeaway bank Shot,[1641778],1610612764.0,WAS,fadeaway bank,,,Black,L. Black,,,,,Mid-Range,8-16 Right,9.78,Missed,,,,,,,,,,,,,,,,,,
83,PT05M06.00S,2026-04-10T23:27:53.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612764,16,16,2026-04-10T23:28:18Z,830000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Mid-Range,8-16 Right,,,82.0,,,,,,,,,,,,,,,,,
84,PT05M06.00S,2026-04-10T23:28:01.3Z,1,REGULAR,foul,personal,[],1631323,,,1610612764,16,16,2026-04-10T23:28:09Z,840000,False,,,0,,S. Fontecchio loose ball personal FOUL (1 PF),"[1631323, 1642882]",1610612748.0,MIA,loose ball,,,Fontecchio,S. Fontecchio,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,200834.0,,,,,,,,1.0,0.0,Reese,1642882.0,,
106,PT05M05.00S,2026-04-10T23:28:14.5Z,1,REGULAR,turnover,bad pass,[],1642267,,,1610612764,16,16,2026-04-10T23:31:12Z,865000,False,,,0,,B. Carrington bad pass TURNOVER (1 TO),"[1642267, 1641796]",1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,Restricted Area,0-8 Center,,,,,,,,1.0,,,,,Larsson,1641796.0,,,,,,
107,PT05M05.00S,2026-04-10T23:28:14.5Z,1,REGULAR,steal,,[],1641796,,,1610612748,16,16,2026-04-10T23:31:12Z,872500,False,,,0,,P. Larsson STEAL (1 STL),[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
