actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-12-30T00:10:43.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-12-30T00:10:43Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2025-12-30T00:10:44.8Z,1,REGULAR,jumpball,recovered,[],1631221,,,1610612756,0,0,2025-12-30T00:10:44Z,40000,False,,,0,,Jump Ball O. Ighodaro vs. A. Sarr: Tip to C. Gillespie,"[1631221, 1642345, 1642259]",1610612756.0,PHX,startperiod,C. Gillespie,1631221.0,Gillespie,C. Gillespie,Ighodaro,1642345.0,Sarr,1642259.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M48.00S,2025-12-30T00:10:54.4Z,1,REGULAR,2pt,Jump Shot,[],1626164,20.71287779237845,63.725490196078425,1610612756,0,0,2025-12-30T00:12:47Z,70000,False,-69.0,142.0,1,left,MISS D. Booker 15' Jump Shot,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Mid-Range,8-16 Center,15.79,Missed,,,,,,,,,,,,,,,,,,
8,PT11M43.00S,2025-12-30T00:10:59.4Z,1,REGULAR,rebound,defensive,[],1642364,,,1610612764,0,0,2025-12-30T00:11:03Z,80000,False,,,0,,J. Watkins REBOUND (Off:0 Def:1),[1642364],1610612764.0,WAS,,,,Watkins,J. Watkins,,,,,Mid-Range,8-16 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M31.00S,2025-12-30T00:11:10.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1641731,91.5407358738502,52.69607843137255,1610612764,2,0,2025-12-30T00:11:16Z,90000,False,13.0,27.0,1,right,B. Coulibaly cutting DUNK (2 PTS) (T. Johnson 1 AST),"[1641731, 1642848]",1610612764.0,WAS,cutting,,,Coulibaly,B. Coulibaly,,,,,Restricted Area,0-8 Center,3.02,Made,,,,,2.0,T. Johnson,1642848.0,1.0,,,,,,,,,,
11,PT11M24.00S,2025-12-30T00:11:18.2Z,1,REGULAR,foul,personal,['2freethrow'],1641731,,,1610612756,2,0,2025-12-30T00:11:25Z,110000,False,,,0,,B. Coulibaly shooting personal FOUL (1 PF) (Booker 2 FT),"[1641731, 1626164]",1610612764.0,WAS,shooting,,,Coulibaly,B. Coulibaly,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1628954.0,1.0,0.0,Booker,1626164.0,,,,,
13,PT11M24.00S,2025-12-30T00:11:41.1Z,1,REGULAR,freethrow,1 of 2,[],1626164,,,1610612756,2,0,2025-12-30T00:11:41Z,130000,False,,,0,,MISS D. Booker Free Throw 1 of 2,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
14,PT11M24.00S,2025-12-30T00:11:41.1Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612756,2,0,2025-12-30T00:11:41Z,140000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,
15,PT11M24.00S,2025-12-30T00:11:54.0Z,1,REGULAR,freethrow,2 of 2,[],1626164,,,1610612756,2,1,2025-12-30T00:11:54Z,150000,False,,,0,,D. Booker Free Throw 2 of 2 (1 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
17,PT11M10.00S,2025-12-30T00:12:05.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203468,92.32917214191852,45.34313725490196,1610612764,2,1,2025-12-30T00:12:14Z,170000,False,-23.0,20.0,1,right,MISS C. McCollum driving Layup,[203468],1610612764.0,WAS,driving,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,3.04,Missed,,,,,,,,,,,,,,,,,,
18,PT11M06.00S,2025-12-30T00:12:10.0Z,1,REGULAR,rebound,defensive,[],1631221,,,1610612756,2,1,2025-12-30T00:12:10Z,180000,False,,,0,,C. Gillespie REBOUND (Off:0 Def:1),[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,Restricted Area,0-8 Center,,,17.0,1.0,1.0,0.0,,,,,,,,,,,,,,
19,PT10M54.00S,2025-12-30T00:12:21.2Z,1,REGULAR,3pt,Jump Shot,[],1628415,30.305519053876477,70.58823529411765,1610612756,2,1,2025-12-30T00:12:27Z,190000,False,-103.0,232.0,1,left,MISS D. Brooks 25' 3PT,[1628415],1610612756.0,PHX,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Left Center,25.42,Missed,,,,,,,,,,,,,,,,,,
