actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
2,PT12M00.00S,2026-03-16T23:10:27.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-03-16T23:10:27Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2026-03-16T23:10:55.7Z,1,REGULAR,jumpball,recovered,[],0,,,0,0,0,2026-03-16T23:10:55Z,40000,False,,,0,,Jump Ball J. Reese vs. D. Green: Tip to Team (WAS),"[1642882, 203110]",1610612764.0,WAS,heldball,Team (WAS),Reese,1642882.0,Green,203110.0,,,,,,,,,,,,,,,,,,,,,,,,,
7,PT11M42.00S,2026-03-16T23:11:27.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642860,7.5722733245729295,53.18627450980392,1610612764,2,0,2026-03-16T23:12:28Z,70000,False,-16.0,19.0,1,left,W. Riley driving finger roll Layup (2 PTS),[1642860],1610612764.0,WAS,driving finger roll,,,,,,Restricted Area,0-8 Center,2.45,Made,2.0,Riley,W. Riley,,,,,,,,,,,,,,,,,,
8,PT11M28.00S,2026-03-16T23:11:41.5Z,1,REGULAR,3pt,Jump Shot,[],203110,67.49342969776609,37.99019607843137,1610612744,2,3,2026-03-16T23:11:45Z,80000,False,-60.0,253.0,1,right,D. Green 26' 3PT  (3 PTS) (G. Santos 1 AST),"[203110, 1630611]",1610612744.0,GSW,,,,,,,Above the Break 3,24+ Center,26.01,Made,3.0,Green,D. Green,G. Santos,1630611.0,1.0,,,,,,,,,,,,,,,
10,PT11M20.00S,2026-03-16T23:11:53.1Z,1,REGULAR,foul,personal,['2freethrow'],1630611,,,1610612764,2,3,2026-03-16T23:12:13Z,100000,False,,,0,,G. Santos shooting personal FOUL (1 PF) (Riley 2 FT),"[1630611, 1642860]",1610612744.0,GSW,shooting,,,,,,Restricted Area,0-8 Center,,,,Santos,G. Santos,,,,202901.0,1.0,0.0,Riley,1642860.0,,,,,,,,,,
12,PT11M20.00S,2026-03-16T23:12:13.8Z,1,REGULAR,freethrow,1 of 2,[],1642860,,,1610612764,3,3,2026-03-16T23:12:13Z,120000,False,,,0,,W. Riley Free Throw 1 of 2 (3 PTS),[1642860],1610612764.0,WAS,,,,,,,,,,Made,3.0,Riley,W. Riley,,,,,,,,,,,,,,,,,,
13,PT11M20.00S,2026-03-16T23:12:26.0Z,1,REGULAR,freethrow,2 of 2,[],1642860,,,1610612764,4,3,2026-03-16T23:12:26Z,130000,False,,,0,,W. Riley Free Throw 2 of 2 (4 PTS),[1642860],1610612764.0,WAS,,,,,,,,,,Made,4.0,Riley,W. Riley,,,,,,,,,,,,,,,,,,
14,PT11M06.00S,2026-03-16T23:12:45.4Z,1,REGULAR,foul,personal,[],1641731,,,1610612744,4,3,2026-03-16T23:12:54Z,140000,False,,,0,,B. Coulibaly personal FOUL (1 PF),"[1641731, 1630611]",1610612764.0,WAS,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Coulibaly,B. Coulibaly,,,,202901.0,1.0,0.0,Santos,1630611.0,,,,,,,,,,
16,PT10M58.00S,2026-03-16T23:13:11.9Z,1,REGULAR,foul,personal,[],1642848,,,1610612744,4,3,2026-03-16T23:13:17Z,160000,False,,,0,,T. Johnson personal FOUL (1 PF),"[1642848, 1641764]",1610612764.0,WAS,,,,,,,Mid-Range,16-24 Left Center,,,,Johnson,T. Johnson,,,,1162.0,1.0,0.0,Podziemski,1641764.0,,,,,,,,,,
18,PT10M53.00S,2026-03-16T23:13:31.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203110,92.9862023653088,54.90196078431373,1610612744,4,5,2026-03-16T23:13:35Z,180000,False,25.0,13.0,1,right,D. Green cutting Layup (5 PTS) (D. Melton 1 AST),"[203110, 1629001]",1610612744.0,GSW,cutting,,,,,,Restricted Area,0-8 Center,2.79,Made,5.0,Green,D. Green,D. Melton,1629001.0,1.0,,,,,,,,,,,,,,,
20,PT10M38.00S,2026-03-16T23:13:46.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,7.966491458607096,56.86274509803921,1610612764,6,5,2026-03-16T23:13:51Z,200000,False,-34.0,22.0,1,left,T. Young driving Layup (2 PTS) (W. Riley 1 AST),"[1629027, 1642860]",1610612764.0,WAS,driving,,,,,,Restricted Area,0-8 Center,4.1,Made,2.0,Young,T. Young,W. Riley,1642860.0,1.0,,,,,,,,,,,,,,,
21,PT10M28.00S,2026-03-16T23:13:56.0Z,1,REGULAR,3pt,Jump Shot,[],1641764,63.81406044678055,31.372549019607842,1610612744,6,5,2026-03-16T23:14:01Z,210000,False,-93.0,288.0,1,right,MISS B. Podziemski 30' 3PT,[1641764],1610612744.0,GSW,,,,,,,Above the Break 3,24+ Center,30.23,Missed,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,
22,PT10M25.00S,2026-03-16T23:13:59.0Z,1,REGULAR,rebound,defensive,[],1641731,,,1610612764,6,5,2026-03-16T23:14:01Z,220000,False,,,0,,B. Coulibaly REBOUND (Off:0 Def:1),[1641731],1610612764.0,WAS,,,,,,,Above the Break 3,24+ Center,,,,Coulibaly,B. Coulibaly,,,,,,,,,21.0,1.0,1.0,0.0,,,,,,
23,PT10M18.00S,2026-03-16T23:14:08.4Z,1,REGULAR,foul,offensive,[],1642882,,,1610612764,6,5,2026-03-16T23:14:17Z,230000,False,,,0,,J. Reese offensive FOUL (1 PF),"[1642882, 203110]",1610612764.0,WAS,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Reese,J. Reese,,,,1162.0,1.0,0.0,Green,203110.0,,,,,,,,,,
26,PT10M18.00S,2026-03-16T23:14:08.4Z,1,REGULAR,turnover,offensive foul,[],1642882,,,1610612764,6,5,2026-03-16T23:14:08Z,250000,False,,,0,,J. Reese offensive foul TURNOVER (1 TO),[1642882],1610612764.0,WAS,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Reese,J. Reese,,,,1162.0,,,,,,,,,1.0,,,,,
27,PT10M08.00S,2026-03-16T23:14:41.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1641764,94.1688567674113,46.32352941176471,1610612744,6,5,2026-03-16T23:14:49Z,260000,False,-18.0,2.0,1,right,MISS B. Podziemski driving reverse Layup,[1641764],1610612744.0,GSW,driving reverse,,,,,,Restricted Area,0-8 Center,1.85,Missed,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,
28,PT10M06.00S,2026-03-16T23:14:43.4Z,1,REGULAR,rebound,defensive,[],1629027,,,1610612764,6,5,2026-03-16T23:14:49Z,270000,False,,,0,,T. Young REBOUND (Off:0 Def:1),[1629027],1610612764.0,WAS,,,,,,,Restricted Area,0-8 Center,,,,Young,T. Young,,,,,,,,,27.0,1.0,1.0,0.0,,,,,,
29,PT09M59.00S,2026-03-16T23:14:49.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1642848,29.122864651773984,76.47058823529412,1610612764,6,5,2026-03-16T23:16:08Z,280000,False,-132.0,221.0,1,left,MISS T. Johnson 25' running 3PT,[1642848],1610612764.0,WAS,running,,,,,,Above the Break 3,24+ Left Center,25.79,Missed,,Johnson,T. Johnson,,,,,,,,,,,,,,,,,,
30,PT09M58.00S,2026-03-16T23:14:50.5Z,1,REGULAR,rebound,defensive,[],1629001,,,1610612744,6,5,2026-03-16T23:14:53Z,290000,False,,,0,,D. Melton REBOUND (Off:0 Def:1),[1629001],1610612744.0,GSW,,,,,,,Above the Break 3,24+ Left Center,,,,Melton,D. Melton,,,,,,,,,29.0,1.0,1.0,0.0,,,,,,
31,PT09M51.00S,2026-03-16T23:14:58.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629001,90.3580814717477,50.73529411764706,1610612744,6,7,2026-03-16T23:15:02Z,300000,False,4.0,38.0,1,right,D. Melton driving floating bank Jump Shot (2 PTS),[1629001],1610612744.0,GSW,driving floating bank,,,,,,Restricted Area,0-8 Center,3.83,Made,2.0,Melton,D. Melton,,,,,,,,,,,,,,,,,,
32,PT09M38.00S,2026-03-16T23:15:14.7Z,1,REGULAR,foul,personal,['2freethrow'],1630611,,,1610612764,6,7,2026-03-16T23:15:21Z,310000,False,,,0,,G. Santos shooting personal FOUL (2 PF) (Coulibaly 2 FT),"[1630611, 1641731]",1610612744.0,GSW,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,,Santos,G. Santos,,,,202027.0,2.0,0.0,Coulibaly,1641731.0,,,,,,,,,,
34,PT09M38.00S,2026-03-16T23:15:40.1Z,1,REGULAR,freethrow,1 of 2,[],1641731,,,1610612764,6,7,2026-03-16T23:15:40Z,330000,False,,,0,,MISS B. Coulibaly Free Throw 1 of 2,[1641731],1610612764.0,WAS,,,,,,,,,,Missed,,Coulibaly,B. Coulibaly,,,,,,,,,,,,,,,,,,
35,PT09M38.00S,2026-03-16T23:15:40.1Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612764,6,7,2026-03-16T23:15:40Z,340000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,34.0,,,,,,,,,
36,PT09M38.00S,2026-03-16T23:15:58.9Z,1,REGULAR,freethrow,2 of 2,[],1641731,,,1610612764,7,7,2026-03-16T23:15:58Z,350000,False,,,0,,B. Coulibaly Free Throw 2 of 2 (1 PTS),[1641731],1610612764.0,WAS,,,,,,,,,,Made,1.0,Coulibaly,B. Coulibaly,,,,,,,,,,,,,,,,,,
37,PT09M24.00S,2026-03-16T23:16:15.1Z,1,REGULAR,violation,kicked ball,[],1641731,,,1610612744,7,7,2026-03-16T23:16:23Z,360000,False,,,0,,B. Coulibaly kicked ball VIOLATION,[1641731],1610612764.0,WAS,,,,,,,,,,,,Coulibaly,B. Coulibaly,,,,202901.0,,,,,,,,,,,,,,
38,PT09M18.00S,2026-03-16T23:16:32.8Z,1,REGULAR,3pt,Jump Shot,[],1642954,84.97043363994744,2.941176470588235,1610612744,7,7,2026-03-16T23:16:39Z,370000,False,-235.0,89.0,1,right,MISS W. Richard 25' 3PT,[1642954],1610612744.0,GSW,,,,,,,Left Corner 3,24+ Left,25.15,Missed,,Richard,W. Richard,,,,,,,,,,,,,,,,,,
39,PT09M15.00S,2026-03-16T23:16:35.8Z,1,REGULAR,rebound,defensive,[],1642882,,,1610612764,7,7,2026-03-16T23:16:39Z,380000,False,,,0,,J. Reese REBOUND (Off:0 Def:1),[1642882],1610612764.0,WAS,,,,,,,Left Corner 3,24+ Left,,,,Reese,J. Reese,,,,,,,,,38.0,1.0,1.0,0.0,,,,,,
41,PT09M00.00S,2026-03-16T23:16:57.6Z,1,REGULAR,substitution,out,[],1630611,,,1610612764,7,7,2026-03-16T23:17:01Z,400000,False,,,0,,SUB out: G. Santos,[1630611],1610612744.0,GSW,,,,,,,,,,,,Santos,G. Santos,,,,,,,,,,,,,,,,,,
42,PT09M00.00S,2026-03-16T23:16:57.6Z,1,REGULAR,substitution,in,[],1627780,,,1610612764,7,7,2026-03-16T23:17:01Z,410000,False,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,,,,,,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,
