actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-12-13T00:11:03.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-12-13T00:11:03Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT12M00.00S,2025-12-13T00:11:04.7Z,1,REGULAR,jumpball,recovered,[],1629636,,,1610612739,0,0,2025-12-13T00:11:04Z,40000,False,,,0,,Jump Ball E. Mobley vs. M. Bagley III: Tip to D. Garland,"[1629636, 1630596, 1628963]",1610612739.0,CLE,startperiod,D. Garland,1629636.0,Garland,D. Garland,Mobley,1630596.0,Bagley III,1628963.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2025-12-13T00:11:17.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630596,87.33574244415243,46.81372549019608,1610612739,0,0,2025-12-13T00:11:22Z,70000,False,-16.0,67.0,1,right,MISS E. Mobley 6' turnaround Hook,[1630596],1610612739.0,CLE,turnaround,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),0-8 Center,6.84,Missed,,,,,,,,,,,,,,,,,,
8,PT11M41.00S,2025-12-13T00:11:19.7Z,1,REGULAR,rebound,defensive,[],1628963,,,1610612764,0,0,2025-12-13T00:15:20Z,80000,False,,,0,,M. Bagley III REBOUND (Off:0 Def:1),[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,In The Paint (Non-RA),0-8 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M29.00S,2025-12-13T00:11:31.8Z,1,REGULAR,2pt,Jump Shot,[],1642267,26.757555847568987,44.85294117647059,1610612764,2,0,2025-12-13T00:11:36Z,90000,False,26.0,199.0,1,left,B. Carrington 20' pullup Jump Shot (2 PTS),[1642267],1610612764.0,WAS,pullup,,,Carrington,B. Carrington,,,,,Mid-Range,16-24 Center,20.07,Made,,,,,2.0,,,,,,,,,,,,,
10,PT11M15.00S,2025-12-13T00:11:45.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,94.1688567674113,54.90196078431373,1610612739,2,2,2025-12-13T00:11:50Z,100000,False,25.0,2.0,1,right,D. Mitchell reverse Layup (2 PTS) (E. Mobley 1 AST),"[1628378, 1630596]",1610612739.0,CLE,reverse,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,2.46,Made,,,,,2.0,E. Mobley,1630596.0,1.0,,,,,,,,,,
13,PT11M05.00S,2025-12-13T00:11:55.2Z,1,REGULAR,3pt,Jump Shot,[],203468,34.37910643889619,51.71568627450981,1610612764,5,2,2025-12-13T00:11:59Z,120000,False,-9.0,271.0,1,left,C. McCollum 27' 3PT  (3 PTS) (M. Bagley III 1 AST),"[203468, 1628963]",1610612764.0,WAS,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Center,27.08,Made,,,,,3.0,M. Bagley III,1628963.0,1.0,,,,,,,,,,
15,PT10M52.00S,2025-12-13T00:12:08.1Z,1,REGULAR,3pt,Jump Shot,[],1630596,66.5735873850197,44.85294117647059,1610612739,5,5,2025-12-13T00:12:12Z,140000,False,-26.0,262.0,1,right,E. Mobley 26' 3PT  (3 PTS) (D. Mitchell 1 AST),"[1630596, 1628378]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Center,26.3,Made,,,,,3.0,D. Mitchell,1628378.0,1.0,,,,,,,,,,
17,PT10M31.00S,2025-12-13T00:12:29.2Z,1,REGULAR,2pt,Jump Shot,[],1642273,8.754927726675426,26.47058823529412,1610612764,7,5,2025-12-13T00:12:32Z,160000,False,118.0,30.0,1,left,K. George 12' pullup Jump Shot (2 PTS),[1642273],1610612764.0,WAS,pullup,,,George,K. George,,,,,Mid-Range,8-16 Right,12.13,Made,,,,,2.0,,,,,,,,,,,,,
18,PT10M16.00S,2025-12-13T00:12:43.2Z,1,REGULAR,3pt,Jump Shot,[],1629631,96.27135348226018,3.431372549019608,1610612739,7,5,2025-12-13T00:12:47Z,170000,False,-233.0,-17.0,1,right,MISS D. Hunter 3PT,[1629631],1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,Left Corner 3,24+ Left,23.35,Missed,,,,,,,,,,,,,,,,,,
19,PT10M13.00S,2025-12-13T00:12:46.2Z,1,REGULAR,rebound,defensive,[],1642267,,,1610612764,7,5,2025-12-13T00:12:47Z,180000,False,,,0,,B. Carrington REBOUND (Off:0 Def:1),[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,Left Corner 3,24+ Left,,,18.0,1.0,1.0,0.0,,,,,,,,,,,,,,
