actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
95,PT05M01.00S,2022-10-27T00:25:33.5Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],203497,,,1610612750,22,18,2022-10-27T00:26:06Z,950000,,,0,,R. Gobert Free Throw 1 of 2 (2 PTS),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
96,PT05M01.00S,2022-10-27T00:25:34.1Z,1,REGULAR,substitution,out,[],1626156,,,1610612750,22,18,2022-10-27T00:25:48Z,960000,,,0,,SUB out: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT05M01.00S,2022-10-27T00:25:34.1Z,1,REGULAR,substitution,out,[],1629640,,,1610612750,22,18,2022-10-27T00:25:48Z,970000,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT05M01.00S,2022-10-27T00:25:34.1Z,1,REGULAR,substitution,out,[],1631110,,,1610612750,22,18,2022-10-27T00:25:48Z,980000,,,0,,SUB out: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT05M01.00S,2022-10-27T00:25:34.1Z,1,REGULAR,substitution,out,[],1627751,,,1610612750,22,18,2022-10-27T00:25:48Z,990000,,,0,,SUB out: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT05M01.00S,2022-10-27T00:25:34.1Z,1,REGULAR,substitution,in,[],1629162,,,1610612750,22,18,2022-10-27T00:25:48Z,1000000,,,0,,SUB in: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT05M01.00S,2022-10-27T00:25:34.1Z,1,REGULAR,substitution,in,[],1628380,,,1610612750,22,18,2022-10-27T00:25:48Z,1010000,,,0,,SUB in: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT05M01.00S,2022-10-27T00:25:34.1Z,1,REGULAR,substitution,in,[],1629676,,,1610612750,22,18,2022-10-27T00:25:48Z,1020000,,,0,,SUB in: I. Roby,[1629676],1610612759.0,SAS,,,,Roby,I. Roby,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT05M01.00S,2022-10-27T00:25:34.1Z,1,REGULAR,substitution,in,[],203926,,,1610612750,22,18,2022-10-27T00:25:48Z,1030000,,,0,,SUB in: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT05M01.00S,2022-10-27T00:25:33.5Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],203497,,,1610612750,22,18,2022-10-27T00:26:06Z,1040000,,,0,,MISS R. Gobert Free Throw 2 of 2,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
105,PT04M58.00S,2022-10-27T00:25:36.5Z,1,REGULAR,rebound,defensive,[],1628380,,,1610612759,22,18,2022-10-27T00:26:06Z,1050000,,,0,,Z. Collins REBOUND (Off:0 Def:1),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,104.0,1.0,1.0,0.0,,,,,,,,,,,,,
106,PT04M41.00S,2022-10-27T00:26:21.7Z,1,REGULAR,3pt,Jump Shot,[],203926,70.38436268068331,70.34313725490196,1610612759,22,18,2022-10-27T00:26:27Z,1060000,102.0,226.0,1,right,MISS D. McDermott 24' 3PT,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,Above the Break 3,24+ Right Center,24.77,Missed,,,,,,,,,,,,,,,,,,
107,PT04M37.00S,2022-10-27T00:26:25.7Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,22,18,2022-10-27T00:26:27Z,1070000,,,0,,R. Gobert REBOUND (Off:0 Def:4),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Right Center,,,,106.0,4.0,4.0,0.0,,,,,,,,,,,,,
108,PT04M27.00S,2022-10-27T00:26:35.3Z,1,REGULAR,3pt,Jump Shot,[],1630162,19.398817345597898,91.17647058823529,1610612750,25,18,2022-10-27T00:26:39Z,1080000,-206.0,130.0,1,left,A. Edwards 24' 3PT  (15 PTS) (J. McLaughlin 1 AST),"[1630162, 1629162]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,24.34,Made,15.0,,,,,J. McLaughlin,1629162.0,1.0,,,,,,,,,,
110,PT04M09.00S,2022-10-27T00:26:55.2Z,1,REGULAR,turnover,bad pass,[],203926,,,1610612759,25,18,2022-10-27T00:27:08Z,1100000,,,0,,D. McDermott bad pass TURNOVER (1 TO),"[203926, 1630183]",1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,1.0,,,McDaniels,1630183.0
111,PT04M09.00S,2022-10-27T00:26:55.2Z,1,REGULAR,steal,,[],1630183,,,1610612750,25,18,2022-10-27T00:26:59Z,1110000,,,0,,J. McDaniels STEAL (2 STL),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
112,PT04M08.00S,2022-10-27T00:26:59.7Z,1,REGULAR,turnover,traveling,[],1630183,,,1610612750,25,18,2022-10-27T00:27:13Z,1120000,,,0,,J. McDaniels traveling TURNOVER (1 TO),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,204059.0,,,,,1.0,,,,
113,PT04M08.00S,2022-10-27T00:27:04.4Z,1,REGULAR,substitution,out,[],203497,,,1610612759,25,18,2022-10-27T00:27:13Z,1130000,,,0,,SUB out: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT04M08.00S,2022-10-27T00:27:04.4Z,1,REGULAR,substitution,in,[],1627752,,,1610612759,25,18,2022-10-27T00:27:13Z,1140000,,,0,,SUB in: T. Prince,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT04M03.00S,2022-10-27T00:27:25.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203926,92.9862023653088,5.147058823529411,1610612759,25,21,2022-10-27T00:27:31Z,1150000,-224.0,13.0,1,right,D. McDermott 3PT  (3 PTS) (R. Langford 1 AST),"[203926, 1629641]",1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,Left Corner 3,24+ Left,22.47,Made,3.0,,,,,R. Langford,1629641.0,1.0,,,,,,,,,,
117,PT03M48.00S,2022-10-27T00:27:39.8Z,1,REGULAR,3pt,Jump Shot,[],1627752,18.478975032851512,6.862745098039216,1610612750,28,21,2022-10-27T00:27:44Z,1170000,216.0,121.0,1,left,T. Prince 24' 3PT  (3 PTS) (J. McLaughlin 2 AST),"[1627752, 1629162]",1610612750.0,MIN,,,,Prince,T. Prince,,,,,Above the Break 3,24+ Right Center,24.74,Made,3.0,,,,,J. McLaughlin,1629162.0,2.0,,,,,,,,,,
119,PT03M39.00S,2022-10-27T00:27:49.3Z,1,REGULAR,3pt,Jump Shot,[],203926,68.41327201051249,56.86274509803921,1610612759,28,24,2022-10-27T00:32:06Z,1190000,34.0,244.0,1,right,D. McDermott 24' 3PT  (6 PTS) (Z. Collins 1 AST),"[203926, 1628380]",1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,Above the Break 3,24+ Center,24.68,Made,6.0,,,,,Z. Collins,1628380.0,1.0,,,,,,,,,,
121,PT03M21.00S,2022-10-27T00:28:06.3Z,1,REGULAR,2pt,Jump Shot,[],1626157,28.728646517739815,52.450980392156865,1610612750,28,24,2022-10-27T00:28:11Z,1210000,-12.0,218.0,1,left,MISS K. Towns 21' step back Shot,[1626157],1610612750.0,MIN,step back,,,Towns,K. Towns,,,,,Mid-Range,16-24 Center,21.78,Missed,,,,,,,,,,,,,,,,,,
122,PT03M18.00S,2022-10-27T00:28:09.3Z,1,REGULAR,rebound,defensive,[],203926,,,1610612759,28,24,2022-10-27T00:28:11Z,1220000,,,0,,D. McDermott REBOUND (Off:0 Def:1),[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,Mid-Range,16-24 Center,,,,121.0,1.0,1.0,0.0,,,,,,,,,,,,,
123,PT03M06.00S,2022-10-27T00:28:24.1Z,1,REGULAR,foul,personal,['2freethrow'],1627752,,,1610612759,28,24,2022-10-27T00:28:33Z,1230000,,,0,,T. Prince shooting personal FOUL (1 PF) (Collins 2 FT),"[1627752, 1628380]",1610612750.0,MIN,shooting,,,Prince,T. Prince,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,203054.0,1.0,0.0,Collins,1628380.0,,,,,
125,PT03M06.00S,2022-10-27T00:28:59.0Z,1,REGULAR,freethrow,1 of 2,[],1628380,,,1610612759,28,25,2022-10-27T00:28:59Z,1250000,,,0,,Z. Collins Free Throw 1 of 2 (1 PTS),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
126,PT03M06.00S,2022-10-27T00:28:59.9Z,1,REGULAR,substitution,out,[],1630183,,,1610612759,28,25,2022-10-27T00:29:05Z,1260000,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT03M06.00S,2022-10-27T00:28:59.9Z,1,REGULAR,substitution,out,[],1626196,,,1610612759,28,25,2022-10-27T00:29:05Z,1270000,,,0,,SUB out: J. Richardson,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT03M06.00S,2022-10-27T00:28:59.9Z,1,REGULAR,substitution,in,[],1629669,,,1610612759,28,25,2022-10-27T00:29:05Z,1280000,,,0,,SUB in: J. Nowell,[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT03M06.00S,2022-10-27T00:28:59.9Z,1,REGULAR,substitution,in,[],1630200,,,1610612759,28,25,2022-10-27T00:29:05Z,1290000,,,0,,SUB in: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT03M06.00S,2022-10-27T00:29:18.4Z,1,REGULAR,freethrow,2 of 2,[],1628380,,,1610612759,28,26,2022-10-27T00:29:18Z,1300000,,,0,,Z. Collins Free Throw 2 of 2 (2 PTS),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
131,PT02M50.00S,2022-10-27T00:29:36.1Z,1,REGULAR,3pt,Jump Shot,[],1629669,33.065045992115635,43.627450980392155,1610612750,31,26,2022-10-27T00:29:41Z,1310000,32.0,258.0,1,left,J. Nowell 26' 3PT turnaround (3 PTS),[1629669],1610612750.0,MIN,turnaround,,,Nowell,J. Nowell,,,,,Above the Break 3,24+ Center,26.03,Made,3.0,,,,,,,,,,,,,,,,,
132,PT02M31.00S,2022-10-27T00:29:54.3Z,1,REGULAR,3pt,Jump Shot,[],1629676,65.1281208935611,39.21568627450981,1610612759,31,26,2022-10-27T00:30:00Z,1320000,-54.0,275.0,1,right,MISS I. Roby 28' 3PT,[1629676],1610612759.0,SAS,,,,Roby,I. Roby,,,,,Above the Break 3,24+ Center,28.05,Missed,,,,,,,,,,,,,,,,,,
133,PT02M27.00S,2022-10-27T00:29:58.3Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,31,26,2022-10-27T00:30:00Z,1330000,,,0,,A. Edwards REBOUND (Off:0 Def:1),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Center,,,,132.0,1.0,1.0,0.0,,,,,,,,,,,,,
134,PT02M19.00S,2022-10-27T00:30:10.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629641,,,1610612750,31,26,2022-10-27T00:30:19Z,1340000,,,0,,R. Langford personal FOUL (1 PF) (Edwards 2 FT),"[1629641, 1630162]",1610612759.0,SAS,,,,Langford,R. Langford,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,204059.0,1.0,0.0,Edwards,1630162.0,,,,,
136,PT02M19.00S,2022-10-27T00:30:17.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,31,26,2022-10-27T00:30:17Z,1360000,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT02M19.00S,2022-10-27T00:33:15.7Z,1,REGULAR,freethrow,1 of 2,[],1630162,,,1610612750,32,26,2022-10-27T00:33:31Z,1370000,,,0,,A. Edwards Free Throw 1 of 2 (16 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
138,PT02M19.00S,2022-10-27T00:33:15.7Z,1,REGULAR,freethrow,2 of 2,[],1630162,,,1610612750,32,26,2022-10-27T00:33:31Z,1380000,,,0,,MISS A. Edwards Free Throw 2 of 2,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
139,PT02M17.00S,2022-10-27T00:33:17.7Z,1,REGULAR,rebound,defensive,[],1629676,,,1610612759,32,26,2022-10-27T00:33:31Z,1390000,,,0,,I. Roby REBOUND (Off:0 Def:1),[1629676],1610612759.0,SAS,,,,Roby,I. Roby,,,,,,,,,,138.0,1.0,1.0,0.0,,,,,,,,,,,,,
140,PT02M08.00S,2022-10-27T00:33:38.4Z,1,REGULAR,3pt,Jump Shot,[],203926,68.54467805519053,59.80392156862745,1610612759,32,26,2022-10-27T00:33:44Z,1400000,49.0,243.0,1,right,MISS D. McDermott 24' pullup 3PT,[203926],1610612759.0,SAS,pullup,,,McDermott,D. McDermott,,,,,Above the Break 3,24+ Center,24.81,Missed,,,,,,,,,,,,,,,,,,
141,PT02M04.00S,2022-10-27T00:33:42.4Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,32,26,2022-10-27T00:33:44Z,1410000,,,0,,A. Edwards REBOUND (Off:0 Def:2),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Center,,,,140.0,2.0,2.0,0.0,,,,,,,,,,,,,
142,PT01M58.00S,2022-10-27T00:33:47.9Z,1,REGULAR,3pt,Jump Shot,[],1629669,32.14520367936925,41.911764705882355,1610612750,35,26,2022-10-27T00:33:53Z,1420000,40.0,250.0,1,left,J. Nowell 25' 3PT  (6 PTS) (A. Edwards 4 AST),"[1629669, 1630162]",1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,Above the Break 3,24+ Center,25.29,Made,6.0,,,,,A. Edwards,1630162.0,4.0,,,,,,,,,,
144,PT01M41.00S,2022-10-27T00:34:05.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629676,92.85479632063075,48.28431372549019,1610612759,35,28,2022-10-27T00:34:11Z,1440000,-9.0,15.0,1,right,I. Roby cutting DUNK (2 PTS) (Z. Collins 2 AST),"[1629676, 1628380]",1610612759.0,SAS,cutting,,,Roby,I. Roby,,,,,Restricted Area,0-8 Center,1.7,Made,2.0,,,,,Z. Collins,1628380.0,2.0,,,,,,,,,,
146,PT01M27.00S,2022-10-27T00:34:21.3Z,1,REGULAR,turnover,traveling,[],1626157,,,1610612750,35,28,2022-10-27T00:34:27Z,1460000,,,0,,K. Towns traveling TURNOVER (2 TO),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Mid-Range,8-16 Center,,,,,,,,,,,203054.0,,,,,2.0,,,,
147,PT01M27.00S,2022-10-27T00:34:25.7Z,1,REGULAR,substitution,out,[],1626157,,,1610612759,35,28,2022-10-27T00:34:30Z,1470000,,,0,,SUB out: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT01M27.00S,2022-10-27T00:34:25.7Z,1,REGULAR,substitution,in,[],1629675,,,1610612759,35,28,2022-10-27T00:34:30Z,1480000,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT01M16.00S,2022-10-27T00:34:47.7Z,1,REGULAR,foul,personal,[],1630162,,,1610612759,35,28,2022-10-27T00:34:58Z,1490000,,,0,,A. Edwards personal FOUL (1 PF),"[1630162, 1630200]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,203054.0,1.0,0.0,Jones,1630200.0,,,,,
151,PT01M08.00S,2022-10-27T00:35:17.9Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],203926,89.56964520367937,74.01960784313727,1610612759,35,28,2022-10-27T00:38:19Z,1510000,120.0,46.0,1,right,MISS D. McDermott 12' driving floating bank Shot,[203926],1610612759.0,SAS,driving floating bank,,,McDermott,D. McDermott,,,,,Mid-Range,8-16 Right,12.84,Missed,,,,,,,,,,,,,,,,,,
152,PT01M05.00S,2022-10-27T00:35:20.9Z,1,REGULAR,rebound,defensive,[],1629675,,,1610612750,35,28,2022-10-27T00:35:24Z,1520000,,,0,,N. Reid REBOUND (Off:0 Def:1),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Mid-Range,8-16 Right,,,,151.0,1.0,1.0,0.0,,,,,,,,,,,,,
153,PT01M00.00S,2022-10-27T00:35:25.6Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629669,6.652431011826544,52.69607843137255,1610612750,37,28,2022-10-27T00:38:46Z,1530000,-13.0,10.0,1,left,J. Nowell driving reverse Layup (8 PTS) (T. Prince 1 AST),"[1629669, 1627752]",1610612750.0,MIN,driving reverse,,,Nowell,J. Nowell,,,,,Restricted Area,0-8 Center,1.68,Made,8.0,,,,,T. Prince,1627752.0,1.0,,,,,,,,,,
155,PT00M46.90S,2022-10-27T00:35:44.3Z,1,REGULAR,turnover,out-of-bounds,[],1628380,,,1610612759,37,28,2022-10-27T00:35:58Z,1550000,,,0,,Z. Collins step out-of-bounds TURNOVER (1 TO),[1628380],1610612759.0,SAS,step,,,Collins,Z. Collins,,,,,Mid-Range,8-16 Right,,,,,,,,,,,1628953.0,,,,,1.0,,,,
156,PT00M46.90S,2022-10-27T00:35:53.7Z,1,REGULAR,substitution,out,[],1629641,,,1610612750,37,28,2022-10-27T00:36:00Z,1560000,,,0,,SUB out: R. Langford,[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT00M46.90S,2022-10-27T00:35:53.7Z,1,REGULAR,substitution,in,[],1628966,,,1610612750,37,28,2022-10-27T00:36:00Z,1570000,,,0,,SUB in: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT00M36.50S,2022-10-27T00:36:17.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629675,8.360709592641262,44.85294117647059,1610612750,39,28,2022-10-27T00:36:28Z,1580000,26.0,26.0,1,left,N. Reid Layup (2 PTS) (J. McLaughlin 3 AST),"[1629675, 1629162]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,3.66,Made,2.0,,,,,J. McLaughlin,1629162.0,3.0,,,,,,,,,,
160,PT00M14.20S,2022-10-27T00:36:42.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630200,90.75229960578186,53.431372549019606,1610612759,39,28,2022-10-27T00:36:47Z,1600000,17.0,34.0,1,right,MISS T. Jones driving finger roll Layup,[1630200],1610612759.0,SAS,driving finger roll,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,3.85,Missed,,,,,,,,,,,,,,,,,,
161,PT00M11.70S,2022-10-27T00:36:44.6Z,1,REGULAR,rebound,defensive,[],1629675,,,1610612750,39,28,2022-10-27T00:36:47Z,1610000,,,0,,N. Reid REBOUND (Off:0 Def:2),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,,,,160.0,2.0,2.0,0.0,,,,,,,,,,,,,
162,PT00M02.30S,2022-10-27T00:36:53.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,7.440867279894875,54.41176470588235,1610612750,39,28,2022-10-27T00:37:02Z,1620000,-22.0,17.0,1,left,MISS A. Edwards driving Layup,[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,2.81,Missed,,,,,,,,,,,,,,,,,,
163,PT00M02.30S,2022-10-27T00:36:53.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612750,39,28,2022-10-27T00:37:02Z,1630000,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,Restricted Area,0-8 Center,,,,162.0,,,,,,,,,,,,,,,,
164,PT00M00.00S,2022-10-27T00:37:00.2Z,1,REGULAR,period,end,[],0,,,1610612750,39,28,2022-10-27T00:37:00Z,1640000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2022-10-27T00:39:07.4Z,2,REGULAR,substitution,out,['startperiod'],1630162,,,1610612750,39,28,2022-10-27T00:39:29Z,1650000,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2022-10-27T00:39:07.4Z,2,REGULAR,substitution,out,['startperiod'],203926,,,1610612750,39,28,2022-10-27T00:39:29Z,1660000,,,0,,SUB out: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2022-10-27T00:39:07.4Z,2,REGULAR,substitution,out,['startperiod'],1629676,,,1610612750,39,28,2022-10-27T00:39:29Z,1670000,,,0,,SUB out: I. Roby,[1629676],1610612759.0,SAS,,,,Roby,I. Roby,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2022-10-27T00:39:07.4Z,2,REGULAR,substitution,in,['startperiod'],203497,,,1610612750,39,28,2022-10-27T00:39:29Z,1680000,,,0,,SUB in: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2022-10-27T00:39:07.4Z,2,REGULAR,substitution,in,['startperiod'],1629640,,,1610612750,39,28,2022-10-27T00:39:29Z,1690000,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2022-10-27T00:39:07.4Z,2,REGULAR,substitution,in,['startperiod'],1631110,,,1610612750,39,28,2022-10-27T00:39:29Z,1700000,,,0,,SUB in: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2022-10-27T00:39:37.5Z,2,REGULAR,period,start,[],0,,,1610612759,39,28,2022-10-27T00:39:37Z,1710000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT11M44.00S,2022-10-27T00:39:53.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630200,85.10183968462549,59.55882352941176,1610612759,39,28,2022-10-27T00:40:01Z,1720000,48.0,88.0,1,right,MISS T. Jones 9' driving floating Shot,[1630200],1610612759.0,SAS,driving floating,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Center,9.97,Missed,,,,,,,,,,,,,,,,,,
173,PT11M41.00S,2022-10-27T00:39:56.3Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612750,39,28,2022-10-27T00:40:01Z,1730000,,,0,,TEAM defensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,172.0,,,,,,,,,,,,,,,,
175,PT11M32.00S,2022-10-27T00:40:16.5Z,2,REGULAR,3pt,Jump Shot,[],1629669,31.35676741130092,59.55882352941176,1610612750,39,28,2022-10-27T00:42:37Z,1750000,-48.0,242.0,1,left,MISS J. Nowell 24' pullup 3PT,[1629669],1610612750.0,MIN,pullup,,,Nowell,J. Nowell,,,,,Above the Break 3,24+ Center,24.7,Missed,,,,,,,,,,,,,,,,,,
176,PT11M27.00S,2022-10-27T00:40:21.5Z,2,REGULAR,rebound,defensive,[],1630200,,,1610612759,39,28,2022-10-27T00:40:24Z,1760000,,,0,,T. Jones REBOUND (Off:0 Def:2),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Center,,,,175.0,2.0,2.0,0.0,,,,,,,,,,,,,
177,PT11M16.00S,2022-10-27T00:40:31.4Z,2,REGULAR,turnover,bad pass,[],1628380,,,1610612759,39,28,2022-10-27T00:40:35Z,1770000,,,0,,Z. Collins bad pass TURNOVER (2 TO),"[1628380, 1629675]",1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,2.0,,,Reid,1629675.0
178,PT11M16.00S,2022-10-27T00:40:31.4Z,2,REGULAR,steal,,[],1629675,,,1610612750,39,28,2022-10-27T00:40:33Z,1780000,,,0,,N. Reid STEAL (1 STL),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
179,PT11M12.00S,2022-10-27T00:40:36.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629669,9.017739816031538,54.166666666666664,1610612750,39,28,2022-10-27T00:40:44Z,1790000,-21.0,32.0,1,left,MISS J. Nowell running Layup,[1629669],1610612750.0,MIN,running,,,Nowell,J. Nowell,,,,,Restricted Area,0-8 Center,3.84,Missed,,,,,,,,,,,,,,,,,,
180,PT11M10.00S,2022-10-27T00:40:38.5Z,2,REGULAR,rebound,defensive,[],1628966,,,1610612759,39,28,2022-10-27T00:40:44Z,1800000,,,0,,K. Bates-Diop REBOUND (Off:0 Def:1),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,Restricted Area,0-8 Center,,,,179.0,1.0,1.0,0.0,,,,,,,,,,,,,
