actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
17,PT10M52.00S,2022-12-01T01:11:41.9Z,1,REGULAR,steal,,[],203500,,,1610612763,0,2,2022-12-01T01:11:44Z,170000,False,,,0,,S. Adams STEAL (1 STL),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
18,PT10M47.00S,2022-12-01T01:11:46.8Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629630,11.383048620236531,48.03921568627451,1610612763,0,4,2022-12-01T01:14:16Z,180000,False,10.0,55.0,1,left,J. Morant driving floating bank Jump Shot (2 PTS),[1629630],1610612763.0,MEM,driving floating bank,,,Morant,J. Morant,,,,,In The Paint (Non-RA),0-8 Center,5.54,Made,,,,,2.0,,,,,,,,,,,,,
19,PT10M24.00S,2022-12-01T01:12:10.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203937,82.7365308804205,49.50980392156863,1610612750,0,4,2022-12-01T01:12:14Z,190000,False,-2.0,110.0,1,right,MISS K. Anderson 10' pullup Shot,[203937],1610612750.0,MIN,pullup,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),8-16 Center,10.98,Missed,,,,,,,,,,,,,,,,,,
20,PT10M20.00S,2022-12-01T01:12:14.1Z,1,REGULAR,rebound,defensive,[],1629723,,,1610612763,0,4,2022-12-01T01:12:14Z,200000,False,,,0,,J. Konchar REBOUND (Off:0 Def:1),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,In The Paint (Non-RA),8-16 Center,,,19.0,1.0,1.0,0.0,,,,,,,,,,,,,,
21,PT10M07.00S,2022-12-01T01:12:27.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,14.799605781865965,38.970588235294116,1610612763,0,4,2022-12-01T01:12:41Z,210000,False,55.0,87.0,1,left,MISS J. Morant 10' floating Shot,[1629630],1610612763.0,MEM,floating,,,Morant,J. Morant,,,,,In The Paint (Non-RA),8-16 Right,10.26,Missed,,,,,,,,,,,,,,,,,,
22,PT10M04.00S,2022-12-01T01:12:30.5Z,1,REGULAR,rebound,defensive,[],1626156,,,1610612750,0,4,2022-12-01T01:12:41Z,220000,False,,,0,,D. Russell REBOUND (Off:0 Def:1),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,In The Paint (Non-RA),8-16 Right,,,21.0,1.0,1.0,0.0,,,,,,,,,,,,,,
23,PT10M01.00S,2022-12-01T01:12:33.1Z,1,REGULAR,turnover,lost ball,[],1626156,,,1610612750,0,4,2022-12-01T01:12:43Z,230000,False,,,0,,D. Russell lost ball TURNOVER (1 TO),"[1626156, 1629630]",1610612750.0,MIN,,,,Russell,D. Russell,,,,,Mid-Range,16-24 Center,,,,,,,,1.0,Morant,1629630.0,,,,,,,,,,
24,PT10M01.00S,2022-12-01T01:12:33.1Z,1,REGULAR,steal,,[],1629630,,,1610612763,0,4,2022-12-01T01:25:54Z,240000,False,,,0,,J. Morant STEAL (1 STL),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
25,PT09M58.00S,2022-12-01T01:12:37.5Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628415,6.652431011826544,46.32352941176471,1610612763,0,4,2022-12-01T01:16:50Z,250000,False,18.0,10.0,1,left,MISS D. Brooks reverse Layup - blocked,"[1628415, 1630162]",1610612763.0,MEM,reverse,,,Brooks,D. Brooks,,,,,Restricted Area,0-8 Center,2.09,Missed,,,,,,,,,Edwards,1630162.0,,,,,,,,
26,PT09M58.00S,2022-12-01T01:12:37.5Z,1,REGULAR,block,,[],1630162,,,1610612763,0,4,2022-12-01T01:12:39Z,260000,False,,,0,,A. Edwards BLOCK (1 BLK),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
27,PT09M57.00S,2022-12-01T01:12:38.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612750,0,4,2022-12-01T01:13:12Z,270000,False,,,0,,TEAM defensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,Restricted Area,0-8 Center,,,25.0,,,,,,,,,,,,,,,,,
29,PT09M34.00S,2022-12-01T01:13:13.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",203937,93.24901445466492,47.549019607843135,1610612750,2,4,2022-12-01T01:13:27Z,290000,False,-12.0,11.0,1,right,K. Anderson Layup (2 PTS) (D. Russell 1 AST),"[203937, 1626156]",1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Restricted Area,0-8 Center,1.65,Made,,,,,2.0,,,,,,D. Russell,1626156.0,1.0,,,,,
31,PT09M34.00S,2022-12-01T01:13:20.2Z,1,REGULAR,violation,defensive goaltending,[],1628991,,,1610612750,2,4,2022-12-01T01:13:27Z,310000,False,,,0,,J. Jackson Jr. defensive goaltending VIOLATION,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,202026.0,,,,
32,PT09M10.00S,2022-12-01T01:13:43.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628991,6.915243101182654,45.09803921568628,1610612763,2,6,2022-12-01T01:13:49Z,320000,False,25.0,13.0,1,left,J. Jackson Jr. driving Layup (2 PTS),[1628991],1610612763.0,MEM,driving,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,2.75,Made,,,,,2.0,,,,,,,,,,,,,
34,PT08M53.00S,2022-12-01T01:14:01.0Z,1,REGULAR,turnover,lost ball,[],203497,,,1610612750,2,6,2022-12-01T01:14:05Z,340000,False,,,0,,R. Gobert lost ball TURNOVER (1 TO),"[203497, 1628415]",1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1.0,Brooks,1628415.0,,,,,,,,,,
35,PT08M53.00S,2022-12-01T01:14:01.0Z,1,REGULAR,steal,,[],1628415,,,1610612763,2,6,2022-12-01T01:14:03Z,350000,False,,,0,,D. Brooks STEAL (1 STL),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
36,PT08M47.00S,2022-12-01T01:14:07.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629723,5.601182654402102,94.11764705882352,1610612763,2,6,2022-12-01T01:14:11Z,360000,False,-221.0,0.0,1,left,MISS J. Konchar 3PT,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Left Corner 3,24+ Left,22.06,Missed,,,,,,,,,,,,,,,,,,
37,PT08M44.00S,2022-12-01T01:14:10.0Z,1,REGULAR,rebound,offensive,[],1628415,,,1610612763,2,6,2022-12-01T01:14:11Z,370000,False,,,0,,D. Brooks REBOUND (Off:1 Def:0),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,Left Corner 3,24+ Left,,,36.0,1.0,0.0,1.0,,,,,,,,,,,,,,
38,PT08M43.00S,2022-12-01T01:14:10.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628415,7.046649145860711,49.50980392156863,1610612763,2,8,2022-12-01T01:14:14Z,380000,False,2.0,14.0,1,left,D. Brooks putback Layup (4 PTS),[1628415],1610612763.0,MEM,putback,,,Brooks,D. Brooks,,,,,Restricted Area,0-8 Center,1.39,Made,,,,,4.0,,,,,,,,,,,,,
39,PT08M33.00S,2022-12-01T01:14:21.4Z,1,REGULAR,3pt,Jump Shot,[],1631111,95.6143232588699,94.6078431372549,1610612750,2,8,2022-12-01T01:14:26Z,390000,False,223.0,-11.0,1,right,MISS W. Moore Jr. 3PT,[1631111],1610612750.0,MIN,,,,Moore Jr.,W. Moore Jr.,,,,,Right Corner 3,24+ Right,22.33,Missed,,,,,,,,,,,,,,,,,,
40,PT08M29.00S,2022-12-01T01:14:25.4Z,1,REGULAR,rebound,defensive,[],1628991,,,1610612763,2,8,2022-12-01T01:14:26Z,400000,False,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:3),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Right Corner 3,24+ Right,,,39.0,3.0,3.0,0.0,,,,,,,,,,,,,,
41,PT08M22.00S,2022-12-01T01:14:31.8Z,1,REGULAR,turnover,bad pass,[],1629630,,,1610612763,2,8,2022-12-01T01:14:42Z,410000,False,,,0,,J. Morant bad pass TURNOVER (1 TO),"[1629630, 1631111]",1610612763.0,MEM,,,,Morant,J. Morant,,,,,Above the Break 3,24+ Center,,,,,,,,1.0,Moore Jr.,1631111.0,,,,,,,,,,
42,PT08M22.00S,2022-12-01T01:14:31.8Z,1,REGULAR,steal,,[],1631111,,,1610612750,2,8,2022-12-01T01:14:34Z,420000,False,,,0,,W. Moore Jr. STEAL (1 STL),[1631111],1610612750.0,MIN,,,,Moore Jr.,W. Moore Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
43,PT08M13.00S,2022-12-01T01:14:40.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203937,86.67871222076215,48.77450980392157,1610612750,2,8,2022-12-01T01:14:46Z,430000,False,-6.0,73.0,1,right,MISS K. Anderson 7' driving floating Shot,[203937],1610612750.0,MIN,driving floating,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),0-8 Center,7.3,Missed,,,,,,,,,,,,,,,,,,
44,PT08M10.00S,2022-12-01T01:14:43.0Z,1,REGULAR,rebound,defensive,[],203500,,,1610612763,2,8,2022-12-01T01:14:43Z,440000,False,,,0,,S. Adams REBOUND (Off:0 Def:1),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,In The Paint (Non-RA),0-8 Center,,,43.0,1.0,1.0,0.0,,,,,,,,,,,,,,
45,PT07M59.00S,2022-12-01T01:14:54.8Z,1,REGULAR,3pt,Jump Shot,[],1629630,32.53942181340342,42.8921568627451,1610612763,2,11,2022-12-01T01:22:42Z,450000,False,36.0,253.0,1,left,J. Morant 25' 3PT pullup (5 PTS),[1629630],1610612763.0,MEM,pullup,,,Morant,J. Morant,,,,,Above the Break 3,24+ Center,25.59,Made,,,,,5.0,,,,,,,,,,,,,
46,PT07M59.00S,2022-12-01T01:14:59.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,2,11,2022-12-01T01:14:59Z,460000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,PT07M59.00S,2022-12-01T01:17:37.7Z,1,REGULAR,substitution,out,[],1628991,,,1610612750,2,11,2022-12-01T01:17:44Z,470000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
48,PT07M59.00S,2022-12-01T01:17:37.7Z,1,REGULAR,substitution,in,[],1630583,,,1610612750,2,11,2022-12-01T01:17:44Z,480000,False,,,0,,SUB in: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
49,PT07M48.00S,2022-12-01T01:18:06.4Z,1,REGULAR,2pt,Jump Shot,[],1630162,77.4802890932983,59.31372549019608,1610612750,2,11,2022-12-01T01:18:12Z,490000,False,47.0,159.0,1,right,MISS A. Edwards 16' pullup Shot,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Center,16.59,Missed,,,,,,,,,,,,,,,,,,
50,PT07M44.00S,2022-12-01T01:18:10.4Z,1,REGULAR,rebound,defensive,[],203500,,,1610612763,2,11,2022-12-01T01:18:12Z,500000,False,,,0,,S. Adams REBOUND (Off:0 Def:2),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,Mid-Range,16-24 Center,,,49.0,2.0,2.0,0.0,,,,,,,,,,,,,,
51,PT07M26.00S,2022-12-01T01:18:28.2Z,1,REGULAR,2pt,Jump Shot,[],1628415,14.536793692509855,20.833333333333336,1610612763,2,11,2022-12-01T01:18:31Z,510000,False,146.0,84.0,1,left,MISS D. Brooks 16' pullup Shot,[1628415],1610612763.0,MEM,pullup,,,Brooks,D. Brooks,,,,,Mid-Range,16-24 Right,16.83,Missed,,,,,,,,,,,,,,,,,,
52,PT07M23.00S,2022-12-01T01:18:31.2Z,1,REGULAR,rebound,defensive,[],203937,,,1610612750,2,11,2022-12-01T01:18:31Z,520000,False,,,0,,K. Anderson REBOUND (Off:0 Def:1),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Mid-Range,16-24 Right,,,51.0,1.0,1.0,0.0,,,,,,,,,,,,,,
53,PT07M18.00S,2022-12-01T01:18:36.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626156,71.96123521681997,74.75490196078431,1610612750,5,11,2022-12-01T01:18:43Z,530000,False,124.0,211.0,1,right,D. Russell 24' 3PT  (3 PTS) (W. Moore Jr. 1 AST),"[1626156, 1631111]",1610612750.0,MIN,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Right Center,24.47,Made,,,,,3.0,,,,,,W. Moore Jr.,1631111.0,1.0,,,,,
55,PT06M54.00S,2022-12-01T01:18:59.5Z,1,REGULAR,turnover,lost ball,[],1629630,,,1610612763,5,11,2022-12-01T01:19:03Z,550000,False,,,0,,J. Morant lost ball TURNOVER (2 TO),"[1629630, 203497]",1610612763.0,MEM,,,,Morant,J. Morant,,,,,Mid-Range,16-24 Right Center,,,,,,,,2.0,Gobert,203497.0,,,,,,,,,,
56,PT06M54.00S,2022-12-01T01:18:59.5Z,1,REGULAR,steal,,[],203497,,,1610612750,5,11,2022-12-01T01:26:29Z,560000,False,,,0,,R. Gobert STEAL (1 STL),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
57,PT06M46.00S,2022-12-01T01:19:07.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203937,89.70105124835742,4.411764705882353,1610612750,8,11,2022-12-01T01:19:12Z,570000,False,-228.0,44.0,1,right,K. Anderson 3PT  (5 PTS) (W. Moore Jr. 2 AST),"[203937, 1631111]",1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Left Corner 3,24+ Left,23.22,Made,,,,,5.0,,,,,,W. Moore Jr.,1631111.0,2.0,,,,,
59,PT06M24.00S,2022-12-01T01:19:29.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630583,10.726018396846255,44.11764705882353,1610612763,8,11,2022-12-01T01:27:21Z,590000,False,29.0,48.0,1,left,MISS S. Aldama driving Layup,[1630583],1610612763.0,MEM,driving,,,Aldama,S. Aldama,,,,,In The Paint (Non-RA),0-8 Center,5.65,Missed,,,,,,,,,,,,,,,,,,
60,PT06M23.00S,2022-12-01T01:19:30.2Z,1,REGULAR,rebound,offensive,[],203500,,,1610612763,8,11,2022-12-01T01:19:33Z,600000,False,,,0,,S. Adams REBOUND (Off:1 Def:2),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,In The Paint (Non-RA),0-8 Center,,,59.0,3.0,2.0,1.0,,,,,,,,,,,,,,
61,PT06M21.00S,2022-12-01T01:19:32.5Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",203500,11.908672798948752,58.82352941176471,1610612763,8,13,2022-12-01T01:19:36Z,610000,False,-44.0,59.0,1,left,S. Adams 7' turnaround Hook (2 PTS),[203500],1610612763.0,MEM,turnaround,,,Adams,S. Adams,,,,,In The Paint (Non-RA),0-8 Center,7.4,Made,,,,,2.0,,,,,,,,,,,,,
62,PT06M10.00S,2022-12-01T01:19:43.4Z,1,REGULAR,turnover,lost ball,[],1626156,,,1610612750,8,13,2022-12-01T01:19:47Z,620000,False,,,0,,D. Russell lost ball TURNOVER (2 TO),"[1626156, 1629723]",1610612750.0,MIN,,,,Russell,D. Russell,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,2.0,Konchar,1629723.0,,,,,,,,,,
63,PT06M10.00S,2022-12-01T01:19:43.4Z,1,REGULAR,steal,,[],1629723,,,1610612763,8,13,2022-12-01T01:19:45Z,630000,False,,,0,,J. Konchar STEAL (1 STL),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
64,PT06M06.00S,2022-12-01T01:19:47.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629630,6.258212877792378,49.26470588235294,1610612763,8,15,2022-12-01T01:19:54Z,640000,False,4.0,6.0,1,left,J. Morant alley-oop DUNK (7 PTS) (J. Konchar 1 AST),"[1629630, 1629723]",1610612763.0,MEM,alley-oop,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,0.73,Made,,,,,7.0,,,,,,J. Konchar,1629723.0,1.0,,,,,
66,PT05M52.00S,2022-12-01T01:20:02.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,94.30026281208936,48.03921568627451,1610612750,10,15,2022-12-01T01:20:05Z,660000,False,-10.0,1.0,1,right,A. Edwards driving Layup (2 PTS),[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,0.99,Made,,,,,2.0,,,,,,,,,,,,,
67,PT05M45.00S,2022-12-01T01:20:10.3Z,1,REGULAR,foul,personal,['2freethrow'],1631111,,,1610612763,10,15,2022-12-01T01:20:25Z,670000,False,,,0,,W. Moore Jr. shooting personal FOUL (1 PF) (Brooks 2 FT),"[1631111, 1628415]",1610612750.0,MIN,shooting,,,Moore Jr.,W. Moore Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1626300.0,1.0,0.0,Brooks,1628415.0
69,PT05M45.00S,2022-12-01T01:20:39.0Z,1,REGULAR,freethrow,1 of 2,[],1628415,,,1610612763,10,15,2022-12-01T01:20:39Z,690000,False,,,0,,MISS D. Brooks Free Throw 1 of 2,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
70,PT05M45.00S,2022-12-01T01:20:39.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612763,10,15,2022-12-01T01:20:39Z,700000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,69.0,,,,,,,,,,,,,,,,,
71,PT05M45.00S,2022-12-01T01:20:56.6Z,1,REGULAR,freethrow,2 of 2,[],1628415,,,1610612763,10,16,2022-12-01T01:20:56Z,710000,False,,,0,,D. Brooks Free Throw 2 of 2 (5 PTS),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
72,PT05M32.00S,2022-12-01T01:21:10.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,94.03745072273325,49.754901960784316,1610612750,12,16,2022-12-01T01:21:14Z,720000,False,-1.0,4.0,1,right,A. Edwards driving Layup (4 PTS),[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,0.37,Made,,,,,4.0,,,,,,,,,,,,,
73,PT05M20.00S,2022-12-01T01:21:22.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,19.398817345597898,56.86274509803921,1610612763,12,16,2022-12-01T01:21:28Z,730000,False,-34.0,130.0,1,left,MISS J. Morant 13' pullup Shot,[1629630],1610612763.0,MEM,pullup,,,Morant,J. Morant,,,,,In The Paint (Non-RA),8-16 Center,13.43,Missed,,,,,,,,,,,,,,,,,,
74,PT05M17.00S,2022-12-01T01:21:25.2Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,12,16,2022-12-01T01:21:28Z,740000,False,,,0,,A. Edwards REBOUND (Off:0 Def:1),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),8-16 Center,,,73.0,1.0,1.0,0.0,,,,,,,,,,,,,,
75,PT05M12.00S,2022-12-01T01:21:33.7Z,1,REGULAR,foul,offensive,[],203497,,,1610612750,12,16,2022-12-01T01:21:44Z,750000,False,,,0,,R. Gobert offensive FOUL (1 PF),"[203497, 1628415]",1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,202058.0,1.0,0.0,Brooks,1628415.0
77,PT05M12.00S,2022-12-01T01:21:33.7Z,1,REGULAR,turnover,offensive foul,[],203497,,,1610612750,12,16,2022-12-01T01:21:33Z,770000,False,,,0,,R. Gobert offensive foul TURNOVER (2 TO),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Left Center,,,,,,,,2.0,,,,,,,,202058.0,,,,
78,PT05M12.00S,2022-12-01T01:21:42.3Z,1,REGULAR,substitution,out,[],203937,,,1610612763,12,16,2022-12-01T01:21:50Z,780000,False,,,0,,SUB out: K. Anderson,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M12.00S,2022-12-01T01:21:42.3Z,1,REGULAR,substitution,out,[],1628415,,,1610612763,12,16,2022-12-01T01:21:50Z,790000,False,,,0,,SUB out: D. Brooks,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M12.00S,2022-12-01T01:21:42.3Z,1,REGULAR,substitution,in,[],1629675,,,1610612763,12,16,2022-12-01T01:21:50Z,800000,False,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M12.00S,2022-12-01T01:21:42.3Z,1,REGULAR,substitution,in,[],1626145,,,1610612763,12,16,2022-12-01T01:21:50Z,810000,False,,,0,,SUB in: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
