actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-01-14T01:10:52.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-01-14T01:10:52Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2023-01-14T01:10:54.9Z,1,REGULAR,jumpball,recovered,[],1628470,,,1610612756,0,0,2023-01-14T01:10:54Z,40000,False,,,0,,Jump Ball D. Ayton vs. R. Gobert: Tip to T. Craig,"[1628470, 1629028, 203497]",1610612756.0,PHX,startperiod,T. Craig,1628470.0,Craig,T. Craig,Ayton,1629028.0,Gobert,203497.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M46.00S,2023-01-14T01:11:08.9Z,1,REGULAR,foul,personal,[],203497,,,1610612756,0,0,2023-01-14T01:12:42Z,70000,False,,,0,,R. Gobert personal FOUL (1 PF),"[203497, 1629028]",1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,1662.0,1.0,0.0,Ayton,1629028.0,,,,,,,,,,,,,,,
10,PT11M40.00S,2023-01-14T01:11:41.2Z,1,REGULAR,2pt,Jump Shot,[],1628969,21.895532194480946,45.83333333333333,1610612756,0,2,2023-01-14T01:12:42Z,100000,False,21.0,153.0,1,left,M. Bridges 15' pullup Jump Shot (2 PTS) (D. Ayton 1 AST),"[1628969, 1629028]",1610612756.0,PHX,pullup,,,Bridges,M. Bridges,,,,,Mid-Range,8-16 Center,,,,,,15.47,Made,2.0,D. Ayton,1629028.0,1.0,,,,,,,,,
12,PT11M16.00S,2023-01-14T01:12:04.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203937,86.67871222076215,49.754901960784316,1610612750,2,2,2023-01-14T01:12:10Z,120000,False,-1.0,73.0,1,right,K. Anderson 7' driving floating Jump Shot (2 PTS) (A. Edwards 1 AST),"[203937, 1630162]",1610612750.0,MIN,driving floating,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,7.27,Made,2.0,A. Edwards,1630162.0,1.0,,,,,,,,,
14,PT10M58.00S,2023-01-14T01:12:22.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629028,12.697109067017081,55.392156862745104,1610612756,2,2,2023-01-14T01:12:28Z,140000,False,-27.0,67.0,1,left,MISS D. Ayton 7' turnaround Hook,[1629028],1610612756.0,PHX,turnaround,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,7.21,Missed,,,,,,,,,,,,,
15,PT10M56.00S,2023-01-14T01:12:24.8Z,1,REGULAR,rebound,defensive,[],203937,,,1610612750,2,2,2023-01-14T01:12:28Z,150000,False,,,0,,K. Anderson REBOUND (Off:0 Def:1),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,14.0,1.0,1.0,0.0,,,,,
16,PT10M52.00S,2023-01-14T01:12:31.2Z,1,REGULAR,turnover,out-of-bounds,[],203937,,,1610612750,2,2,2023-01-14T01:12:38Z,160000,False,,,0,,K. Anderson lost ball out-of-bounds TURNOVER (1 TO),[203937],1610612750.0,MIN,lost ball,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),8-16 Center,1662.0,,,,,,,,,,,,,,,1.0,,,,
17,PT10M33.00S,2023-01-14T01:12:59.1Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630613,18.084756898817346,82.84313725490196,1610612756,2,2,2023-01-14T01:13:04Z,170000,False,-164.0,117.0,1,left,MISS D. Washington Jr. 20' pullup Shot,[1630613],1610612756.0,PHX,pullup,,,Washington Jr.,D. Washington Jr.,,,,,Mid-Range,16-24 Left,,,,,,20.19,Missed,,,,,,,,,,,,,
18,PT10M30.00S,2023-01-14T01:13:02.1Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,2,2,2023-01-14T01:13:04Z,180000,False,,,0,,R. Gobert REBOUND (Off:0 Def:1),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,17.0,1.0,1.0,0.0,,,,,
