actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
34,PT09M28.00S,2022-11-27T20:43:20.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203497,5.590000152587891,50.0,1610612750,4,8,2022-11-27T20:43:20Z,340000,False,0.0,0.0,1,left,R. Gobert tip Layup (2 PTS),[203497],1610612750.0,MIN,tip,,,Gobert,R. Gobert,,,,,Mid-Range,8-16 Left,0.0,Made,2.0,,,,,,,,,,,,,,,,,
35,PT09M20.00S,2022-11-27T20:43:28.5Z,1,REGULAR,3pt,Jump Shot,[],201939,87.07293035479631,94.36274509803921,1610612744,4,8,2022-11-27T20:43:33Z,350000,False,222.0,69.0,1,right,MISS S. Curry pullup 3PT,[201939],1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,Right Corner 3,24+ Right,23.23,Missed,,,,,,,,,,,,,,,,,,
36,PT09M17.00S,2022-11-27T20:43:31.5Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,4,8,2022-11-27T20:43:33Z,360000,False,,,0,,K. Towns REBOUND (Off:0 Def:1),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Right Corner 3,24+ Right,,,,,,,35.0,1.0,1.0,0.0,,,,,,,,,,
37,PT09M13.00S,2022-11-27T20:43:36.1Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1626157,6.915243101182654,48.77450980392157,1610612750,6,8,2022-11-27T20:45:31Z,370000,False,6.0,13.0,1,left,K. Towns running finger roll Layup (4 PTS),[1626157],1610612750.0,MIN,running finger roll,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,1.39,Made,4.0,,,,,,,,,,,,,,,,,
38,PT08M56.00S,2022-11-27T20:43:52.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203952,81.94809461235218,46.568627450980394,1610612744,6,10,2022-11-27T20:44:04Z,380000,False,-17.0,117.0,1,right,A. Wiggins 11' floating Jump Shot (4 PTS),[203952],1610612744.0,GSW,floating,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),8-16 Center,11.85,Made,4.0,,,,,,,,,,,,,,,,,
39,PT08M35.00S,2022-11-27T20:44:13.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626156,7.5722733245729295,51.470588235294116,1610612750,8,10,2022-11-27T20:44:17Z,390000,False,-7.0,19.0,1,left,D. Russell driving Layup (2 PTS),[1626156],1610612750.0,MIN,driving,,,Russell,D. Russell,,,,,Restricted Area,0-8 Center,2.01,Made,2.0,,,,,,,,,,,,,,,,,
40,PT08M27.00S,2022-11-27T20:44:21.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202691,93.38042049934296,49.01960784313725,1610612744,8,12,2022-11-27T20:44:26Z,400000,False,-5.0,10.0,1,right,K. Thompson reverse Layup (2 PTS) (D. Green 2 AST),"[202691, 203110]",1610612744.0,GSW,reverse,,,Thompson,K. Thompson,,,,,Restricted Area,0-8 Center,1.09,Made,2.0,D. Green,203110.0,2.0,,,,,,,,,,,,,,
42,PT08M17.00S,2022-11-27T20:44:32.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203497,8.360709592641262,50.0,1610612750,8,12,2022-11-27T20:44:37Z,420000,False,0.0,26.0,1,left,MISS R. Gobert Layup - blocked,"[203497, 203110]",1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,2.61,Missed,,,,,,,,,,,Green,203110.0,,,,,,
43,PT08M17.00S,2022-11-27T20:44:32.9Z,1,REGULAR,block,,[],203110,,,1610612750,8,12,2022-11-27T20:44:35Z,430000,False,,,0,,D. Green BLOCK (1 BLK),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
44,PT08M17.00S,2022-11-27T20:44:32.9Z,1,REGULAR,rebound,offensive,[],203497,,,1610612750,8,12,2022-11-27T20:44:37Z,440000,False,,,0,,R. Gobert REBOUND (Off:2 Def:0),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,,,,42.0,2.0,0.0,2.0,,,,,,,,,,
45,PT08M17.00S,2022-11-27T20:44:40.0Z,1,REGULAR,foul,personal,[],203110,,,1610612750,8,12,2022-11-27T20:44:54Z,450000,False,,,0,,D. Green personal FOUL (1 PF),"[203110, 203497]",1610612744.0,GSW,,,,Green,D. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,2882.0,,,,1.0,0.0,Gobert,203497.0,,
47,PT08M14.00S,2022-11-27T20:44:57.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1626156,29.911300919842315,70.83333333333334,1610612750,11,12,2022-11-27T20:45:01Z,470000,False,-104.0,229.0,1,left,D. Russell 25' 3PT  (5 PTS) (K. Towns 1 AST),"[1626156, 1626157]",1610612750.0,MIN,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Left Center,25.13,Made,5.0,K. Towns,1626157.0,1.0,,,,,,,,,,,,,,
49,PT08M00.00S,2022-11-27T20:45:11.5Z,1,REGULAR,turnover,out-of-bounds,[],201939,,,1610612744,11,12,2022-11-27T20:45:17Z,490000,False,,,0,,S. Curry bad pass out-of-bounds TURNOVER (2 TO),[201939],1610612744.0,GSW,bad pass,,,Curry,S. Curry,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,202037.0,2.0,,,,,,,,
50,PT07M51.00S,2022-11-27T20:45:30.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630162,12.302890932982917,44.85294117647059,1610612750,13,12,2022-11-27T20:45:35Z,500000,False,26.0,63.0,1,left,A. Edwards 6' driving floating Jump Shot (2 PTS),[1630162],1610612750.0,MIN,driving floating,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),0-8 Center,6.81,Made,2.0,,,,,,,,,,,,,,,,,
51,PT07M42.00S,2022-11-27T20:45:40.8Z,1,REGULAR,2pt,Jump Shot,[],201939,79.188567674113,63.48039215686274,1610612744,13,14,2022-11-27T20:45:47Z,510000,False,67.0,143.0,1,right,S. Curry 15' pullup Jump Shot (2 PTS),[201939],1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,Mid-Range,8-16 Center,15.82,Made,2.0,,,,,,,,,,,,,,,,,
52,PT07M42.00S,2022-11-27T20:45:44.9Z,1,REGULAR,foul,personal,['1freethrow'],203085,,,1610612744,13,14,2022-11-27T20:45:51Z,520000,False,,,0,,A. Rivers shooting personal FOUL (1 PF) (Curry 1 FT),"[203085, 201939]",1610612750.0,MIN,shooting,,,Rivers,A. Rivers,,,,,Mid-Range,8-16 Center,,,,,,,,,,,1626302.0,,,,1.0,0.0,Curry,201939.0,,
54,PT07M42.00S,2022-11-27T20:46:10.2Z,1,REGULAR,freethrow,1 of 1,[],201939,,,1610612744,13,15,2022-11-27T20:46:10Z,540000,False,,,0,,S. Curry Free Throw 1 of 1 (3 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
55,PT07M32.00S,2022-11-27T20:46:22.0Z,1,REGULAR,2pt,Jump Shot,[],1626156,21.107095926412615,48.77450980392157,1610612750,15,15,2022-11-27T20:46:26Z,550000,False,6.0,146.0,1,left,D. Russell 14' pullup Jump Shot (7 PTS) (A. Edwards 2 AST),"[1626156, 1630162]",1610612750.0,MIN,pullup,,,Russell,D. Russell,,,,,Mid-Range,8-16 Center,14.6,Made,7.0,A. Edwards,1630162.0,2.0,,,,,,,,,,,,,,
57,PT07M20.00S,2022-11-27T20:46:33.4Z,1,REGULAR,3pt,Jump Shot,[],201939,72.48685939553219,22.058823529411764,1610612744,15,18,2022-11-27T20:46:37Z,570000,False,-140.0,206.0,1,right,S. Curry 24' 3PT pullup (6 PTS),[201939],1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,Above the Break 3,24+ Left Center,24.9,Made,6.0,,,,,,,,,,,,,,,,,
58,PT07M04.00S,2022-11-27T20:46:52.6Z,1,REGULAR,turnover,out-of-bounds,[],203085,,,1610612750,15,18,2022-11-27T20:47:02Z,580000,False,,,0,,A. Rivers step out-of-bounds TURNOVER (1 TO),[203085],1610612750.0,MIN,step,,,Rivers,A. Rivers,,,,,Right Corner 3,24+ Right,,,,,,,,,,,202037.0,1.0,,,,,,,,
59,PT06M53.00S,2022-11-27T20:47:12.8Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],202691,81.42247043363994,74.01960784313727,1610612744,15,18,2022-11-27T20:47:18Z,590000,False,120.0,122.0,1,right,MISS K. Thompson 17' pullup Shot,[202691],1610612744.0,GSW,pullup,,,Thompson,K. Thompson,,,,,Mid-Range,16-24 Right Center,17.13,Missed,,,,,,,,,,,,,,,,,,
60,PT06M49.00S,2022-11-27T20:47:16.8Z,1,REGULAR,rebound,offensive,[],1626172,,,1610612744,15,18,2022-11-27T20:47:18Z,600000,False,,,0,,K. Looney REBOUND (Off:1 Def:2),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Mid-Range,16-24 Right Center,,,,,,,59.0,3.0,2.0,1.0,,,,,,,,,,
61,PT06M49.00S,2022-11-27T20:47:16.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1626172,93.9060446780552,50.245098039215684,1610612744,15,20,2022-11-27T20:47:20Z,610000,False,1.0,5.0,1,right,K. Looney putback Layup (2 PTS),[1626172],1610612744.0,GSW,putback,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,0.49,Made,2.0,,,,,,,,,,,,,,,,,
62,PT06M40.00S,2022-11-27T20:47:25.2Z,1,REGULAR,turnover,bad pass,[],1626157,,,1610612750,15,20,2022-11-27T20:47:28Z,620000,False,,,0,,K. Towns bad pass TURNOVER (1 TO),"[1626157, 203952]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,1.0,,,,,,,Wiggins,203952.0
63,PT06M40.00S,2022-11-27T20:47:25.2Z,1,REGULAR,steal,,[],203952,,,1610612744,15,20,2022-11-27T20:47:26Z,630000,False,,,0,,A. Wiggins STEAL (1 STL),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
64,PT06M34.00S,2022-11-27T20:47:32.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203952,68.28186596583443,56.127450980392155,1610612744,15,23,2022-11-27T20:47:36Z,640000,False,31.0,246.0,1,right,A. Wiggins 24' 3PT  (7 PTS) (D. Green 3 AST),"[203952, 203110]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Center,24.76,Made,7.0,D. Green,203110.0,3.0,,,,,,,,,,,,,,
66,PT06M13.00S,2022-11-27T20:47:51.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203497,8.360709592641262,48.529411764705884,1610612750,17,23,2022-11-27T20:47:56Z,660000,False,7.0,26.0,1,left,R. Gobert finger roll Layup (4 PTS) (D. Russell 1 AST),"[203497, 1626156]",1610612750.0,MIN,finger roll,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,2.71,Made,4.0,D. Russell,1626156.0,1.0,,,,,,,,,,,,,,
68,PT05M56.00S,2022-11-27T20:48:08.5Z,1,REGULAR,3pt,Jump Shot,[],203952,67.7562417871222,52.94117647058824,1610612744,17,26,2022-11-27T20:48:13Z,680000,False,15.0,251.0,1,right,A. Wiggins 25' 3PT  (10 PTS) (D. Green 4 AST),"[203952, 203110]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Center,25.1,Made,10.0,D. Green,203110.0,4.0,,,,,,,,,,,,,,
70,PT05M46.00S,2022-11-27T20:48:19.1Z,1,REGULAR,3pt,Jump Shot,[],1626157,32.14520367936925,34.55882352941176,1610612750,17,26,2022-11-27T20:48:23Z,700000,False,77.0,250.0,1,left,MISS K. Towns 26' 3PT,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Center,26.14,Missed,,,,,,,,,,,,,,,,,,
71,PT05M43.00S,2022-11-27T20:48:22.1Z,1,REGULAR,rebound,defensive,[],201939,,,1610612744,17,26,2022-11-27T20:56:25Z,710000,False,,,0,,S. Curry REBOUND (Off:0 Def:2),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Center,,,,,,,70.0,2.0,2.0,0.0,,,,,,,,,,
72,PT05M35.00S,2022-11-27T20:48:29.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201939,85.89027595269383,48.77450980392157,1610612744,17,28,2022-11-27T20:54:12Z,720000,False,-6.0,80.0,1,right,S. Curry 8' floating Jump Shot (8 PTS) (D. Green 5 AST),"[201939, 203110]",1610612744.0,GSW,floating,,,Curry,S. Curry,,,,,In The Paint (Non-RA),8-16 Center,8.03,Made,8.0,D. Green,203110.0,5.0,,,,,,,,,,,,,,
74,PT05M33.00S,2022-11-27T20:48:36.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,17,28,2022-11-27T20:48:36Z,740000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M33.00S,2022-11-27T20:50:52.3Z,1,REGULAR,substitution,out,[],203497,,,1610612750,17,28,2022-11-27T20:51:15Z,750000,False,,,0,,SUB out: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M33.00S,2022-11-27T20:50:52.3Z,1,REGULAR,substitution,out,[],1626172,,,1610612750,17,28,2022-11-27T20:51:15Z,760000,False,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M33.00S,2022-11-27T20:50:52.3Z,1,REGULAR,substitution,out,[],203952,,,1610612750,17,28,2022-11-27T20:51:15Z,770000,False,,,0,,SUB out: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M33.00S,2022-11-27T20:50:52.3Z,1,REGULAR,substitution,in,[],203937,,,1610612750,17,28,2022-11-27T20:51:15Z,780000,False,,,0,,SUB in: K. Anderson,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M33.00S,2022-11-27T20:50:52.3Z,1,REGULAR,substitution,in,[],203210,,,1610612750,17,28,2022-11-27T20:51:15Z,790000,False,,,0,,SUB in: J. Green,[203210],1610612744.0,GSW,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M33.00S,2022-11-27T20:50:52.3Z,1,REGULAR,substitution,in,[],1629673,,,1610612750,17,28,2022-11-27T20:51:15Z,800000,False,,,0,,SUB in: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M21.00S,2022-11-27T20:51:43.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203937,11.251642575558476,40.19607843137255,1610612750,17,28,2022-11-27T20:51:49Z,810000,False,49.0,53.0,1,left,MISS K. Anderson 7' Hook,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),0-8 Center,7.24,Missed,,,,,,,,,,,,,,,,,,
82,PT05M19.00S,2022-11-27T20:51:45.7Z,1,REGULAR,rebound,defensive,[],1629673,,,1610612744,17,28,2022-11-27T20:51:49Z,820000,False,,,0,,J. Poole REBOUND (Off:0 Def:1),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,81.0,1.0,1.0,0.0,,,,,,,,,,
83,PT05M06.00S,2022-11-27T20:51:58.7Z,1,REGULAR,2pt,Jump Shot,[],202691,87.46714848883047,30.392156862745097,1610612744,17,30,2022-11-27T20:52:04Z,830000,False,-98.0,65.0,1,right,K. Thompson 11' driving floating bank Jump Shot (4 PTS) (S. Curry 3 AST),"[202691, 201939]",1610612744.0,GSW,driving floating bank,,,Thompson,K. Thompson,,,,,Mid-Range,8-16 Left,11.78,Made,4.0,S. Curry,201939.0,3.0,,,,,,,,,,,,,,
85,PT04M52.00S,2022-11-27T20:52:12.7Z,1,REGULAR,3pt,Jump Shot,[],1630162,20.318659658344284,7.8431372549019605,1610612750,17,30,2022-11-27T20:52:16Z,850000,False,211.0,138.0,1,left,MISS A. Edwards 25' pullup 3PT,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,25.22,Missed,,,,,,,,,,,,,,,,,,
