actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
88,PT04M59.00S,2022-11-22T01:24:42.8Z,1,REGULAR,rebound,defensive,[],1629622,,,1610612748,19,18,2022-11-22T01:24:43Z,870000,False,,,0,,M. Strus REBOUND (Off:1 Def:2),[1629622],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Right Center,,,,Strus,M. Strus,,,,87.0,3.0,2.0,1.0,,,,,,,,,,
89,PT04M53.00S,2022-11-22T01:24:47.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,87.33574244415243,61.76470588235294,1610612748,19,18,2022-11-22T01:24:58Z,880000,False,59.0,67.0,1,right,MISS B. Adebayo 8' turnaround Shot,[1628389],1610612748.0,MIA,turnaround,,,,,,In The Paint (Non-RA),8-16 Right,8.88,Missed,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,
90,PT04M49.00S,2022-11-22T01:24:51.7Z,1,REGULAR,rebound,offensive,[],1629312,,,1610612748,19,18,2022-11-22T01:24:58Z,890000,False,,,0,,H. Highsmith REBOUND (Off:1 Def:0),[1629312],1610612748.0,MIA,,,,,,,In The Paint (Non-RA),8-16 Right,,,,Highsmith,H. Highsmith,,,,89.0,1.0,0.0,1.0,,,,,,,,,,
92,PT04M49.00S,2022-11-22T01:24:53.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629312,92.85479632063075,51.470588235294116,1610612748,19,18,2022-11-22T01:25:04Z,910000,False,7.0,15.0,1,right,MISS H. Highsmith putback Layup,[1629312],1610612748.0,MIA,putback,,,,,,Restricted Area,0-8 Center,1.65,Missed,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,
93,PT04M49.00S,2022-11-22T01:24:57.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612750,19,18,2022-11-22T01:24:57Z,920000,False,,,0,,TEAM defensive REBOUND,[],1610612750.0,MIN,,,,,,,Restricted Area,0-8 Center,,,,,,,,,92.0,,,,,,,,,,,,,
96,PT04M34.00S,2022-11-22T01:25:13.2Z,1,REGULAR,3pt,Jump Shot,[],1629162,33.85348226018397,48.28431372549019,1610612750,22,18,2022-11-22T01:25:17Z,950000,False,9.0,266.0,1,left,J. McLaughlin 26' 3PT  (3 PTS) (K. Towns 2 AST),"[1629162, 1626157]",1610612750.0,MIN,,,,,,,Above the Break 3,24+ Center,26.58,Made,3.0,McLaughlin,J. McLaughlin,K. Towns,1626157.0,2.0,,,,,,,,,,,,,,
98,PT04M13.00S,2022-11-22T01:25:33.6Z,1,REGULAR,3pt,Jump Shot,[],1629622,89.04402102496715,96.81372549019608,1610612748,22,18,2022-11-22T01:25:38Z,970000,False,234.0,50.0,1,right,MISS M. Strus 3PT,[1629622],1610612748.0,MIA,,,,,,,Right Corner 3,24+ Right,23.95,Missed,,Strus,M. Strus,,,,,,,,,,,,,,,,,
99,PT04M09.00S,2022-11-22T01:25:37.6Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,22,18,2022-11-22T01:25:38Z,980000,False,,,0,,A. Edwards REBOUND (Off:0 Def:1),[1630162],1610612750.0,MIN,,,,,,,Right Corner 3,24+ Right,,,,Edwards,A. Edwards,,,,98.0,1.0,1.0,0.0,,,,,,,,,,
100,PT04M06.00S,2022-11-22T01:25:40.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630162,8.09789750328515,49.26470588235294,1610612750,22,18,2022-11-22T01:25:49Z,990000,False,4.0,24.0,1,left,MISS A. Edwards running Layup - blocked,"[1630162, 1628389]",1610612750.0,MIN,running,,,,,,Restricted Area,0-8 Center,2.39,Missed,,Edwards,A. Edwards,,,,,,,,,,,,,,,,Adebayo,1628389.0
101,PT04M06.00S,2022-11-22T01:25:40.6Z,1,REGULAR,block,,[],1628389,,,1610612750,22,18,2022-11-22T01:25:43Z,1000000,False,,,0,,B. Adebayo BLOCK (1 BLK),[1628389],1610612748.0,MIA,,,,,,,Restricted Area,0-8 Center,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,
102,PT04M03.00S,2022-11-22T01:25:43.6Z,1,REGULAR,rebound,defensive,[],200768,,,1610612748,22,18,2022-11-22T01:25:49Z,1010000,False,,,0,,K. Lowry REBOUND (Off:0 Def:1),[200768],1610612748.0,MIA,,,,,,,Restricted Area,0-8 Center,,,,Lowry,K. Lowry,,,,100.0,1.0,1.0,0.0,,,,,,,,,,
103,PT04M01.00S,2022-11-22T01:25:53.4Z,1,REGULAR,foul,personal,['2freethrow'],1626157,,,1610612748,22,18,2022-11-22T01:25:59Z,1020000,False,,,0,,K. Towns shooting personal FOUL (1 PF) (Jovic 2 FT),"[1626157, 1631107]",1610612750.0,MIN,shooting,,,,,,Restricted Area,0-8 Center,,,,Towns,K. Towns,,,,,,,,,,,1627519.0,1.0,0.0,Jovic,1631107.0,,
105,PT04M01.00S,2022-11-22T01:26:15.8Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1631107,,,1610612748,22,19,2022-11-22T01:26:15Z,1040000,False,,,0,,N. Jovic Free Throw 1 of 2 (1 PTS),[1631107],1610612748.0,MIA,,,,,,,,,,Made,1.0,Jovic,N. Jovic,,,,,,,,,,,,,,,,,
106,PT04M01.00S,2022-11-22T01:26:16.9Z,1,REGULAR,substitution,out,[],1630183,,,1610612748,22,19,2022-11-22T01:26:24Z,1050000,False,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,,,,,,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,
107,PT04M01.00S,2022-11-22T01:26:16.9Z,1,REGULAR,substitution,out,[],1629622,,,1610612748,22,19,2022-11-22T01:26:24Z,1060000,False,,,0,,SUB out: M. Strus,[1629622],1610612748.0,MIA,,,,,,,,,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,
108,PT04M01.00S,2022-11-22T01:26:16.9Z,1,REGULAR,substitution,in,[],1629675,,,1610612748,22,19,2022-11-22T01:26:24Z,1070000,False,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,,,,,,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,
109,PT04M01.00S,2022-11-22T01:26:16.9Z,1,REGULAR,substitution,in,[],1631288,,,1610612748,22,19,2022-11-22T01:26:24Z,1080000,False,,,0,,SUB in: J. Cain,[1631288],1610612748.0,MIA,,,,,,,,,,,,Cain,J. Cain,,,,,,,,,,,,,,,,,
110,PT04M01.00S,2022-11-22T01:26:37.3Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1631107,,,1610612748,22,20,2022-11-22T01:26:37Z,1090000,False,,,0,,N. Jovic Free Throw 2 of 2 (2 PTS),[1631107],1610612748.0,MIA,,,,,,,,,,Made,2.0,Jovic,N. Jovic,,,,,,,,,,,,,,,,,
111,PT03M49.00S,2022-11-22T01:26:50.4Z,1,REGULAR,3pt,Jump Shot,[],1629162,24.78646517739816,85.7843137254902,1610612750,22,20,2022-11-22T01:26:56Z,1100000,False,-179.0,180.0,1,left,MISS J. McLaughlin 25' 3PT,[1629162],1610612750.0,MIN,,,,,,,Above the Break 3,24+ Left Center,25.41,Missed,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,
112,PT03M44.00S,2022-11-22T01:26:55.4Z,1,REGULAR,rebound,defensive,[],200768,,,1610612748,22,20,2022-11-22T01:26:56Z,1110000,False,,,0,,K. Lowry REBOUND (Off:0 Def:2),[200768],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Left Center,,,,Lowry,K. Lowry,,,,111.0,2.0,2.0,0.0,,,,,,,,,,
113,PT03M33.00S,2022-11-22T01:27:06.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629312,94.56307490144546,51.225490196078425,1610612748,22,22,2022-11-22T01:27:10Z,1120000,False,6.0,-1.0,1,right,H. Highsmith driving DUNK (2 PTS) (K. Lowry 2 AST),"[1629312, 200768]",1610612748.0,MIA,driving,,,,,,Restricted Area,0-8 Center,0.63,Made,2.0,Highsmith,H. Highsmith,K. Lowry,200768.0,2.0,,,,,,,,,,,,,,
116,PT03M26.00S,2022-11-22T01:27:16.2Z,1,REGULAR,foul,personal,[],1629312,,,1610612750,22,22,2022-11-22T01:27:29Z,1150000,False,,,0,,H. Highsmith personal FOUL (1 PF),"[1629312, 1626157]",1610612748.0,MIA,,,,,,,Mid-Range,16-24 Center,,,,Highsmith,H. Highsmith,,,,,,,,,,,200832.0,1.0,0.0,Towns,1626157.0,,
118,PT03M26.00S,2022-11-22T01:27:29.1Z,1,REGULAR,substitution,out,[],1631107,,,1610612750,22,22,2022-11-22T01:27:32Z,1170000,False,,,0,,SUB out: N. Jovic,[1631107],1610612748.0,MIA,,,,,,,,,,,,Jovic,N. Jovic,,,,,,,,,,,,,,,,,
119,PT03M26.00S,2022-11-22T01:27:29.1Z,1,REGULAR,substitution,in,[],1629622,,,1610612750,22,22,2022-11-22T01:27:32Z,1180000,False,,,0,,SUB in: M. Strus,[1629622],1610612748.0,MIA,,,,,,,,,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,
120,PT03M16.00S,2022-11-22T01:27:47.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,7.440867279894875,50.73529411764706,1610612750,24,22,2022-11-22T01:27:52Z,1190000,False,-4.0,17.0,1,left,K. Towns cutting Layup (12 PTS) (N. Reid 1 AST),"[1626157, 1629675]",1610612750.0,MIN,cutting,,,,,,Restricted Area,0-8 Center,1.78,Made,12.0,Towns,K. Towns,N. Reid,1629675.0,1.0,,,,,,,,,,,,,,
122,PT03M04.00S,2022-11-22T01:28:00.0Z,1,REGULAR,3pt,Jump Shot,[],1629312,94.95729303547962,4.166666666666666,1610612748,24,25,2022-11-22T01:28:04Z,1210000,False,-229.0,-5.0,1,right,H. Highsmith 3PT  (5 PTS) (K. Lowry 3 AST),"[1629312, 200768]",1610612748.0,MIA,,,,,,,Left Corner 3,24+ Left,22.93,Made,5.0,Highsmith,H. Highsmith,K. Lowry,200768.0,3.0,,,,,,,,,,,,,,
124,PT02M48.00S,2022-11-22T01:28:15.7Z,1,REGULAR,3pt,Jump Shot,[],1629675,32.53942181340342,52.94117647058824,1610612750,24,25,2022-11-22T01:28:20Z,1230000,False,-15.0,253.0,1,left,MISS N. Reid 25' 3PT,[1629675],1610612750.0,MIN,,,,,,,Above the Break 3,24+ Center,25.38,Missed,,Reid,N. Reid,,,,,,,,,,,,,,,,,
125,PT02M45.00S,2022-11-22T01:28:18.7Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,24,25,2022-11-22T01:28:20Z,1240000,False,,,0,,B. Adebayo REBOUND (Off:1 Def:1),[1628389],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Center,,,,Adebayo,B. Adebayo,,,,124.0,2.0,1.0,1.0,,,,,,,,,,
126,PT02M39.00S,2022-11-22T01:28:25.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631288,94.30026281208936,50.0,1610612748,24,27,2022-11-22T01:28:31Z,1250000,False,0.0,1.0,1,right,J. Cain cutting Layup (2 PTS) (B. Adebayo 2 AST),"[1631288, 1628389]",1610612748.0,MIA,cutting,,,,,,Restricted Area,0-8 Center,0.11,Made,2.0,Cain,J. Cain,B. Adebayo,1628389.0,2.0,,,,,,,,,,,,,,
128,PT02M29.00S,2022-11-22T01:28:35.9Z,1,REGULAR,turnover,bad pass,[],1626157,,,1610612750,24,27,2022-11-22T01:28:39Z,1270000,False,,,0,,K. Towns bad pass TURNOVER (2 TO),"[1626157, 1629622]",1610612750.0,MIN,,,,,,,Above the Break 3,24+ Center,,,,Towns,K. Towns,,,,,,,,2.0,Strus,1629622.0,,,,,,,
129,PT02M29.00S,2022-11-22T01:28:35.9Z,1,REGULAR,steal,,[],1629622,,,1610612748,24,27,2022-11-22T01:28:37Z,1280000,False,,,0,,M. Strus STEAL (1 STL),[1629622],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Center,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,
130,PT02M25.00S,2022-11-22T01:28:40.0Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1631288,93.24901445466492,50.245098039215684,1610612748,24,29,2022-11-22T01:29:40Z,1290000,False,1.0,11.0,1,right,J. Cain running alley-oop DUNK (4 PTS) (M. Strus 1 AST),"[1631288, 1629622]",1610612748.0,MIA,running alley-oop,,,,,,Restricted Area,0-8 Center,1.11,Made,4.0,Cain,J. Cain,M. Strus,1629622.0,1.0,,,,,,,,,,,,,,
132,PT02M25.00S,2022-11-22T01:28:50.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,24,29,2022-11-22T01:28:50Z,1310000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M25.00S,2022-11-22T01:31:04.6Z,1,REGULAR,substitution,out,[],1630162,,,1610612750,24,29,2022-11-22T01:31:25Z,1320000,False,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,,,,,,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,
134,PT02M25.00S,2022-11-22T01:31:04.6Z,1,REGULAR,substitution,out,[],1628389,,,1610612750,24,29,2022-11-22T01:31:25Z,1330000,False,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,,,,,,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,
135,PT02M25.00S,2022-11-22T01:31:04.6Z,1,REGULAR,substitution,in,[],1629669,,,1610612750,24,29,2022-11-22T01:31:25Z,1340000,False,,,0,,SUB in: J. Nowell,[1629669],1610612750.0,MIN,,,,,,,,,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,
136,PT02M25.00S,2022-11-22T01:31:04.6Z,1,REGULAR,substitution,in,[],203473,,,1610612750,24,29,2022-11-22T01:31:25Z,1350000,False,,,0,,SUB in: D. Dedmon,[203473],1610612748.0,MIA,,,,,,,,,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,
137,PT02M16.00S,2022-11-22T01:31:50.3Z,1,REGULAR,turnover,out-of-bounds,[],1627752,,,1610612750,24,29,2022-11-22T01:31:57Z,1360000,False,,,0,,T. Prince bad pass out-of-bounds TURNOVER (1 TO),[1627752],1610612750.0,MIN,bad pass,,,,,,In The Paint (Non-RA),8-16 Center,,,,Prince,T. Prince,,,,,,,,1.0,,,202007.0,,,,,,
138,PT02M04.00S,2022-11-22T01:32:10.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631288,92.06636005256242,50.49019607843137,1610612748,24,29,2022-11-22T01:32:17Z,1370000,False,2.0,22.0,1,right,MISS J. Cain reverse Layup,[1631288],1610612748.0,MIA,reverse,,,,,,Restricted Area,0-8 Center,2.22,Missed,,Cain,J. Cain,,,,,,,,,,,,,,,,,
139,PT02M02.00S,2022-11-22T01:32:12.9Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,24,29,2022-11-22T01:32:17Z,1380000,False,,,0,,K. Towns REBOUND (Off:0 Def:3),[1626157],1610612750.0,MIN,,,,,,,Restricted Area,0-8 Center,,,,Towns,K. Towns,,,,138.0,3.0,3.0,0.0,,,,,,,,,,
140,PT01M51.00S,2022-11-22T01:32:24.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627752,7.966491458607096,47.794117647058826,1610612750,26,29,2022-11-22T01:32:28Z,1390000,False,11.0,22.0,1,left,T. Prince driving Layup (2 PTS) (K. Towns 3 AST),"[1627752, 1626157]",1610612750.0,MIN,driving,,,,,,Restricted Area,0-8 Center,2.5,Made,2.0,Prince,T. Prince,K. Towns,1626157.0,3.0,,,,,,,,,,,,,,
142,PT01M28.00S,2022-11-22T01:32:46.4Z,1,REGULAR,turnover,bad pass,[],200768,,,1610612748,26,29,2022-11-22T01:32:51Z,1410000,False,,,0,,K. Lowry bad pass TURNOVER (1 TO),"[200768, 1626157]",1610612748.0,MIA,,,,,,,Restricted Area,0-8 Center,,,,Lowry,K. Lowry,,,,,,,,1.0,Towns,1626157.0,,,,,,,
143,PT01M28.00S,2022-11-22T01:32:46.4Z,1,REGULAR,steal,,[],1626157,,,1610612750,26,29,2022-11-22T01:32:49Z,1420000,False,,,0,,K. Towns STEAL (1 STL),[1626157],1610612750.0,MIN,,,,,,,Restricted Area,0-8 Center,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,
144,PT01M24.00S,2022-11-22T01:32:51.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627752,8.360709592641262,50.98039215686274,1610612750,28,29,2022-11-22T01:32:57Z,1430000,False,-5.0,26.0,1,left,T. Prince running Layup (4 PTS) (J. McLaughlin 1 AST),"[1627752, 1629162]",1610612750.0,MIN,running,,,,,,Restricted Area,0-8 Center,2.66,Made,4.0,Prince,T. Prince,J. McLaughlin,1629162.0,1.0,,,,,,,,,,,,,,
146,PT01M13.00S,2022-11-22T01:33:01.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],200768,87.99277266754271,50.73529411764706,1610612748,28,29,2022-11-22T01:33:11Z,1450000,False,4.0,60.0,1,right,MISS K. Lowry 6' running Shot,[200768],1610612748.0,MIA,running,,,,,,In The Paint (Non-RA),0-8 Center,6.05,Missed,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,
147,PT01M11.00S,2022-11-22T01:33:04.4Z,1,REGULAR,rebound,offensive,[],203473,,,1610612748,28,29,2022-11-22T01:33:04Z,1460000,False,,,0,,D. Dedmon REBOUND (Off:1 Def:0),[203473],1610612748.0,MIA,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Dedmon,D. Dedmon,,,,146.0,1.0,0.0,1.0,,,,,,,,,,
148,PT01M09.00S,2022-11-22T01:33:05.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631288,92.85479632063075,49.50980392156863,1610612748,28,31,2022-11-22T01:33:15Z,1470000,False,-2.0,15.0,1,right,J. Cain cutting Layup (6 PTS) (D. Dedmon 1 AST),"[1631288, 203473]",1610612748.0,MIA,cutting,,,,,,Restricted Area,0-8 Center,1.49,Made,6.0,Cain,J. Cain,D. Dedmon,203473.0,1.0,,,,,,,,,,,,,,
150,PT01M00.00S,2022-11-22T01:33:14.5Z,1,REGULAR,3pt,Jump Shot,[],1629669,33.065045992115635,37.745098039215684,1610612750,28,31,2022-11-22T01:33:19Z,1490000,False,61.0,258.0,1,left,MISS J. Nowell 26' 3PT,[1629669],1610612750.0,MIN,,,,,,,Above the Break 3,24+ Center,26.55,Missed,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,
151,PT00M58.10S,2022-11-22T01:33:16.4Z,1,REGULAR,rebound,defensive,[],1629622,,,1610612748,28,31,2022-11-22T01:33:19Z,1500000,False,,,0,,M. Strus REBOUND (Off:1 Def:3),[1629622],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Center,,,,Strus,M. Strus,,,,150.0,4.0,3.0,1.0,,,,,,,,,,
152,PT00M44.60S,2022-11-22T01:33:31.0Z,1,REGULAR,turnover,bad pass,[],1629312,,,1610612748,28,31,2022-11-22T01:33:34Z,1510000,False,,,0,,H. Highsmith bad pass TURNOVER (1 TO),"[1629312, 1629162]",1610612748.0,MIA,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Highsmith,H. Highsmith,,,,,,,,1.0,McLaughlin,1629162.0,,,,,,,
153,PT00M44.60S,2022-11-22T01:33:31.0Z,1,REGULAR,steal,,[],1629162,,,1610612750,28,31,2022-11-22T01:36:56Z,1520000,False,,,0,,J. McLaughlin STEAL (1 STL),[1629162],1610612750.0,MIN,,,,,,,In The Paint (Non-RA),8-16 Center,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,
154,PT00M40.20S,2022-11-22T01:33:35.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629669,9.149145860709593,52.20588235294118,1610612750,28,31,2022-11-22T01:33:41Z,1530000,False,-11.0,34.0,1,left,MISS J. Nowell running Layup,[1629669],1610612750.0,MIN,running,,,,,,Restricted Area,0-8 Center,3.53,Missed,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,
155,PT00M37.00S,2022-11-22T01:33:38.7Z,1,REGULAR,rebound,defensive,[],1631288,,,1610612748,28,31,2022-11-22T01:33:41Z,1540000,False,,,0,,J. Cain REBOUND (Off:0 Def:1),[1631288],1610612748.0,MIA,,,,,,,Restricted Area,0-8 Center,,,,Cain,J. Cain,,,,154.0,1.0,1.0,0.0,,,,,,,,,,
156,PT00M29.60S,2022-11-22T01:33:49.2Z,1,REGULAR,foul,personal,['2freethrow'],1629675,,,1610612748,28,31,2022-11-22T01:33:58Z,1550000,False,,,0,,N. Reid shooting personal FOUL (1 PF) (Dedmon 2 FT),"[1629675, 203473]",1610612750.0,MIN,shooting,,,,,,Restricted Area,0-8 Center,,,,Reid,N. Reid,,,,,,,,,,,202007.0,1.0,0.0,Dedmon,203473.0,,
158,PT00M29.60S,2022-11-22T01:34:13.8Z,1,REGULAR,freethrow,1 of 2,[],203473,,,1610612748,28,32,2022-11-22T01:34:13Z,1570000,False,,,0,,D. Dedmon Free Throw 1 of 2 (1 PTS),[203473],1610612748.0,MIA,,,,,,,,,,Made,1.0,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,
159,PT00M29.60S,2022-11-22T01:34:14.8Z,1,REGULAR,substitution,out,[],1626157,,,1610612748,28,32,2022-11-22T01:34:23Z,1580000,False,,,0,,SUB out: K. Towns,[1626157],1610612750.0,MIN,,,,,,,,,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,
160,PT00M29.60S,2022-11-22T01:34:14.8Z,1,REGULAR,substitution,out,[],1629622,,,1610612748,28,32,2022-11-22T01:34:23Z,1590000,False,,,0,,SUB out: M. Strus,[1629622],1610612748.0,MIA,,,,,,,,,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,
161,PT00M29.60S,2022-11-22T01:34:14.8Z,1,REGULAR,substitution,in,[],203497,,,1610612748,28,32,2022-11-22T01:34:23Z,1600000,False,,,0,,SUB in: R. Gobert,[203497],1610612750.0,MIN,,,,,,,,,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,
162,PT00M29.60S,2022-11-22T01:34:14.8Z,1,REGULAR,substitution,in,[],1628997,,,1610612748,28,32,2022-11-22T01:34:23Z,1610000,False,,,0,,SUB in: C. Martin,[1628997],1610612748.0,MIA,,,,,,,,,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,
163,PT00M29.60S,2022-11-22T01:34:36.5Z,1,REGULAR,freethrow,2 of 2,[],203473,,,1610612748,28,33,2022-11-22T01:34:36Z,1620000,False,,,0,,D. Dedmon Free Throw 2 of 2 (2 PTS),[203473],1610612748.0,MIA,,,,,,,,,,Made,2.0,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,
164,PT00M20.00S,2022-11-22T01:34:48.0Z,1,REGULAR,foul,personal,['2freethrow'],203473,,,1610612750,28,33,2022-11-22T01:35:09Z,1630000,False,,,0,,D. Dedmon shooting personal FOUL (1 PF) (Reid 2 FT),"[203473, 1629675]",1610612748.0,MIA,shooting,,,,,,Restricted Area,0-8 Center,,,,Dedmon,D. Dedmon,,,,,,,,,,,200832.0,1.0,0.0,Reid,1629675.0,,
166,PT00M20.00S,2022-11-22T01:35:15.8Z,1,REGULAR,freethrow,1 of 2,[],1629675,,,1610612750,29,33,2022-11-22T01:35:15Z,1650000,False,,,0,,N. Reid Free Throw 1 of 2 (1 PTS),[1629675],1610612750.0,MIN,,,,,,,,,,Made,1.0,Reid,N. Reid,,,,,,,,,,,,,,,,,
167,PT00M20.00S,2022-11-22T01:35:16.7Z,1,REGULAR,substitution,out,[],1631288,,,1610612750,29,33,2022-11-22T01:35:22Z,1660000,False,,,0,,SUB out: J. Cain,[1631288],1610612748.0,MIA,,,,,,,,,,,,Cain,J. Cain,,,,,,,,,,,,,,,,,
168,PT00M20.00S,2022-11-22T01:35:16.7Z,1,REGULAR,substitution,in,[],1629622,,,1610612750,29,33,2022-11-22T01:35:22Z,1670000,False,,,0,,SUB in: M. Strus,[1629622],1610612748.0,MIA,,,,,,,,,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,
169,PT00M20.00S,2022-11-22T01:35:34.0Z,1,REGULAR,substitution,out,[],1629669,,,1610612750,29,33,2022-11-22T01:35:39Z,1680000,False,,,0,,SUB out: J. Nowell,[1629669],1610612750.0,MIN,,,,,,,,,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,
170,PT00M20.00S,2022-11-22T01:35:34.0Z,1,REGULAR,substitution,in,[],1630183,,,1610612750,29,33,2022-11-22T01:35:39Z,1690000,False,,,0,,SUB in: J. McDaniels,[1630183],1610612750.0,MIN,,,,,,,,,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,
171,PT00M20.00S,2022-11-22T01:35:47.6Z,1,REGULAR,freethrow,2 of 2,[],1629675,,,1610612750,30,33,2022-11-22T01:35:47Z,1700000,False,,,0,,N. Reid Free Throw 2 of 2 (2 PTS),[1629675],1610612750.0,MIN,,,,,,,,,,Made,2.0,Reid,N. Reid,,,,,,,,,,,,,,,,,
172,PT00M02.70S,2022-11-22T01:36:06.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203473,90.62089356110381,50.98039215686274,1610612748,30,33,2022-11-22T01:38:04Z,1710000,False,5.0,36.0,1,right,MISS D. Dedmon driving Layup - blocked,"[203473, 203497]",1610612748.0,MIA,driving,,,,,,Restricted Area,0-8 Center,3.6,Missed,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,Gobert,203497.0
173,PT00M02.70S,2022-11-22T01:36:06.7Z,1,REGULAR,block,,[],203497,,,1610612748,30,33,2022-11-22T01:36:09Z,1720000,False,,,0,,R. Gobert BLOCK (1 BLK),[203497],1610612750.0,MIN,,,,,,,Restricted Area,0-8 Center,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,
174,PT00M00.80S,2022-11-22T01:36:08.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612748,30,33,2022-11-22T01:36:34Z,1730000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,Restricted Area,0-8 Center,,,,,,,,,172.0,,,,,,,,,,,,,
176,PT00M00.00S,2022-11-22T01:36:45.0Z,1,REGULAR,period,end,[],0,,,1610612748,30,33,2022-11-22T01:36:45Z,1750000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2022-11-22T01:38:47.8Z,2,REGULAR,substitution,out,['startperiod'],1630183,,,1610612748,30,33,2022-11-22T01:39:16Z,1760000,False,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,,,,,,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,
