actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2023-03-23T00:11:45.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-03-23T00:11:45Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2023-03-23T00:11:47.9Z,1,REGULAR,jumpball,recovered,[],1630183,,,1610612750,0,0,2023-03-23T00:11:48Z,40000,False,,,0,,Jump Ball R. Gobert vs. C. Capela: Tip to J. McDaniels,"[1630183, 203497, 203991]",1610612750.0,MIN,startperiod,J. McDaniels,1630183.0,McDaniels,J. McDaniels,Gobert,203497.0,Capela,203991.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2023-03-23T00:12:00.9Z,1,REGULAR,3pt,Jump Shot,[],201144,20.05584756898817,8.333333333333332,1610612750,3,0,2023-03-23T00:12:54Z,70000,False,208.0,136.0,1,left,M. Conley 24' 3PT pullup (3 PTS),[201144],1610612750.0,MIN,pullup,,,Conley,M. Conley,,,,,Above the Break 3,24+ Right Center,24.88,Made,3.0,,,,,,,,,,,,,,,,,
8,PT11M28.00S,2023-03-23T00:12:17.4Z,1,REGULAR,3pt,Jump Shot,[],203992,74.06373193166885,16.666666666666664,1610612737,3,0,2023-03-23T00:12:23Z,80000,False,-167.0,191.0,1,right,MISS B. Bogdanovic 25' 3PT,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Left Center,25.37,Missed,,,,,,,,,,,,,,,,,,
9,PT11M26.00S,2023-03-23T00:12:19.4Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,3,0,2023-03-23T00:12:23Z,90000,False,,,0,,K. Towns REBOUND (Off:0 Def:1),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Left Center,,,,8.0,1.0,1.0,0.0,,,,,,,,,,,,,
10,PT11M18.00S,2023-03-23T00:12:26.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,6.389618922470433,47.549019607843135,1610612750,3,0,2023-03-23T00:12:36Z,100000,False,12.0,8.0,1,left,MISS K. Towns running Layup,[1626157],1610612750.0,MIN,running,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,1.45,Missed,,,,,,,,,,,,,,,,,,
11,PT11M15.00S,2023-03-23T00:12:29.5Z,1,REGULAR,rebound,defensive,[],1629027,,,1610612737,3,0,2023-03-23T00:12:36Z,110000,False,,,0,,T. Young REBOUND (Off:0 Def:1),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Restricted Area,0-8 Center,,,,10.0,1.0,1.0,0.0,,,,,,,,,,,,,
12,PT11M09.00S,2023-03-23T00:12:36.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628381,94.03745072273325,49.754901960784316,1610612737,3,2,2023-03-23T00:12:46Z,120000,False,-1.0,4.0,1,right,J. Collins reverse Layup (2 PTS) (T. Young 1 AST),"[1628381, 1629027]",1610612737.0,ATL,reverse,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,0.37,Made,2.0,,,,,T. Young,1629027.0,1.0,,,,,,,,,,
14,PT10M50.00S,2023-03-23T00:12:55.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201144,9.280551905387648,50.0,1610612750,3,2,2023-03-23T00:13:00Z,140000,False,0.0,35.0,1,left,MISS M. Conley driving floating Shot,[201144],1610612750.0,MIN,driving floating,,,Conley,M. Conley,,,,,Restricted Area,0-8 Center,3.47,Missed,,,,,,,,,,,,,,,,,,
15,PT10M48.00S,2023-03-23T00:12:57.3Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,3,2,2023-03-23T00:13:00Z,150000,False,,,0,,C. Capela REBOUND (Off:0 Def:1),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,14.0,1.0,1.0,0.0,,,,,,,,,,,,,
16,PT10M42.00S,2023-03-23T00:13:03.2Z,1,REGULAR,2pt,Jump Shot,[],1629027,78.40013140604468,48.77450980392157,1610612737,3,4,2023-03-23T00:13:11Z,160000,False,-6.0,151.0,1,right,T. Young 15' driving floating Jump Shot (2 PTS),[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,Mid-Range,8-16 Center,15.06,Made,2.0,,,,,,,,,,,,,,,,,
17,PT10M21.00S,2023-03-23T00:13:24.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630183,15.850854139290407,42.64705882352941,1610612750,5,4,2023-03-23T00:13:29Z,170000,False,37.0,96.0,1,left,J. McDaniels 10' turnaround Jump Shot (2 PTS) (K. Anderson 1 AST),"[1630183, 203937]",1610612750.0,MIN,turnaround,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),8-16 Center,10.33,Made,2.0,,,,,K. Anderson,203937.0,1.0,,,,,,,,,,
19,PT10M08.00S,2023-03-23T00:13:37.5Z,1,REGULAR,2pt,Jump Shot,[],1629631,78.40013140604468,49.01960784313725,1610612737,5,6,2023-03-23T00:13:42Z,190000,False,-5.0,151.0,1,right,D. Hunter 15' pullup Jump Shot (2 PTS) (T. Young 2 AST),"[1629631, 1629027]",1610612737.0,ATL,pullup,,,Hunter,D. Hunter,,,,,Mid-Range,8-16 Center,15.06,Made,2.0,,,,,T. Young,1629027.0,2.0,,,,,,,,,,
