actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
169,PT00M18.20S,2023-02-04T01:36:06.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630591,,,1610612750,32,27,2023-02-04T01:36:14Z,1690000,False,,,0,,J. Suggs shooting personal FOUL (1 PF) (Knight 2 FT),"[1630591, 1630233]",1610612753.0,ORL,shooting,,,Suggs,J. Suggs,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,202058.0,,,,,,,,,1.0,0.0,Knight,1630233.0
171,PT00M18.20S,2023-02-04T01:36:40.6Z,1,REGULAR,freethrow,1 of 2,[],1630233,,,1610612750,33,27,2023-02-04T01:36:40Z,1710000,False,,,0,,N. Knight Free Throw 1 of 2 (1 PTS),[1630233],1610612750.0,MIN,,,,Knight,N. Knight,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
172,PT00M18.20S,2023-02-04T01:36:41.4Z,1,REGULAR,substitution,out,[],1629669,,,1610612750,33,27,2023-02-04T01:36:46Z,1720000,False,,,0,,SUB out: J. Nowell,[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT00M18.20S,2023-02-04T01:36:41.4Z,1,REGULAR,substitution,in,[],1630183,,,1610612750,33,27,2023-02-04T01:36:46Z,1730000,False,,,0,,SUB in: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT00M18.20S,2023-02-04T01:37:01.8Z,1,REGULAR,freethrow,2 of 2,[],1630233,,,1610612750,34,27,2023-02-04T01:37:01Z,1740000,False,,,0,,N. Knight Free Throw 2 of 2 (2 PTS),[1630233],1610612750.0,MIN,,,,Knight,N. Knight,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
175,PT00M01.90S,2023-02-04T01:37:19.8Z,1,REGULAR,turnover,bad pass,[],1630532,,,1610612753,34,27,2023-02-04T01:37:26Z,1750000,False,,,0,,F. Wagner bad pass TURNOVER (2 TO),"[1630532, 1629675]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Mid-Range,16-24 Left Center,,,,,,,,,2.0,,,,Reid,1629675.0,,,,,,
176,PT00M01.90S,2023-02-04T01:37:19.8Z,1,REGULAR,steal,,[],1629675,,,1610612750,34,27,2023-02-04T01:37:25Z,1760000,False,,,0,,N. Reid STEAL (1 STL),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
177,PT00M00.00S,2023-02-04T01:37:26.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629675,42.657687253613666,26.96078431372549,1610612750,34,27,2023-02-04T01:37:34Z,1770000,False,115.0,348.0,1,left,MISS N. Reid 36' 3PT,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Right Center,36.7,Missed,,,,,,,,,,,,,,,,,,
178,PT00M00.00S,2023-02-04T01:37:29.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612750,34,27,2023-02-04T01:37:29Z,1780000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,Above the Break 3,24+ Right Center,,,177.0,,,,,,,,,,,,,,,,,
179,PT00M00.00S,2023-02-04T01:37:31.3Z,1,REGULAR,period,end,[],0,,,1610612750,34,27,2023-02-04T01:37:31Z,1790000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT12M00.00S,2023-02-04T01:39:29.7Z,2,REGULAR,substitution,out,['startperiod'],1630233,,,1610612750,34,27,2023-02-04T01:40:16Z,1800000,False,,,0,,SUB out: N. Knight,[1630233],1610612750.0,MIN,,,,Knight,N. Knight,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT12M00.00S,2023-02-04T01:39:29.7Z,2,REGULAR,substitution,out,['startperiod'],1630183,,,1610612750,34,27,2023-02-04T01:40:16Z,1810000,False,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT12M00.00S,2023-02-04T01:39:29.7Z,2,REGULAR,substitution,in,['startperiod'],1629669,,,1610612750,34,27,2023-02-04T01:40:16Z,1820000,False,,,0,,SUB in: J. Nowell,[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT12M00.00S,2023-02-04T01:39:29.7Z,2,REGULAR,substitution,in,['startperiod'],203497,,,1610612750,34,27,2023-02-04T01:40:16Z,1830000,False,,,0,,SUB in: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT12M00.00S,2023-02-04T01:40:08.6Z,2,REGULAR,period,start,[],0,,,1610612750,34,27,2023-02-04T01:40:17Z,1840000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT11M48.00S,2023-02-04T01:40:19.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629669,14.011169513797633,50.245098039215684,1610612750,34,27,2023-02-04T01:40:28Z,1850000,False,-1.0,79.0,1,left,MISS J. Nowell 7' step back Shot - blocked,"[1629669, 1629626]",1610612750.0,MIN,step back,,,Nowell,J. Nowell,,,,,In The Paint (Non-RA),0-8 Center,7.92,Missed,,,,,,,,,,,,,Bol,1629626.0,,,,
186,PT11M48.00S,2023-02-04T01:40:19.8Z,2,REGULAR,block,,[],1629626,,,1610612750,34,27,2023-02-04T01:40:24Z,1860000,False,,,0,,B. Bol BLOCK (1 BLK),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
187,PT11M43.00S,2023-02-04T01:40:24.8Z,2,REGULAR,rebound,defensive,[],1630532,,,1610612753,34,27,2023-02-04T01:40:28Z,1870000,False,,,0,,F. Wagner REBOUND (Off:0 Def:2),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),0-8 Center,,,185.0,2.0,2.0,0.0,,,,,,,,,,,,,,
188,PT11M41.00S,2023-02-04T01:40:26.6Z,2,REGULAR,2pt,Jump Shot,[],1629626,93.9060446780552,27.450980392156865,1610612753,34,27,2023-02-04T01:40:58Z,1880000,False,-113.0,5.0,1,right,MISS B. Bol 11' turnaround Shot,[1629626],1610612753.0,ORL,turnaround,,,Bol,B. Bol,,,,,Mid-Range,8-16 Left,11.28,Missed,,,,,,,,,,,,,,,,,,
189,PT11M38.00S,2023-02-04T01:40:29.6Z,2,REGULAR,rebound,defensive,[],1629669,,,1610612750,34,27,2023-02-04T01:40:34Z,1890000,False,,,0,,J. Nowell REBOUND (Off:0 Def:3),[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,Mid-Range,8-16 Left,,,188.0,3.0,3.0,0.0,,,,,,,,,,,,,,
190,PT11M18.00S,2023-02-04T01:40:50.2Z,2,REGULAR,3pt,Jump Shot,[],1629675,9.149145860709593,3.9215686274509802,1610612750,37,27,2023-02-04T01:40:55Z,1900000,False,230.0,34.0,1,left,N. Reid 3PT  (8 PTS) (J. Nowell 2 AST),"[1629675, 1629669]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,Right Corner 3,24+ Right,23.28,Made,,,,,8.0,,,J. Nowell,1629669.0,2.0,,,,,,,,
192,PT10M53.00S,2023-02-04T01:41:14.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629626,88.78120893561103,34.80392156862745,1610612753,37,29,2023-02-04T01:41:21Z,1920000,False,-76.0,53.0,1,right,B. Bol 9' pullup Jump Shot (2 PTS),[1629626],1610612753.0,ORL,pullup,,,Bol,B. Bol,,,,,In The Paint (Non-RA),8-16 Left,9.27,Made,,,,,2.0,,,,,,,,,,,,,
194,PT10M36.00S,2023-02-04T01:41:31.5Z,2,REGULAR,2pt,Jump Shot,[],203085,8.886333771353483,68.38235294117648,1610612750,37,29,2023-02-04T01:41:39Z,1940000,False,-92.0,31.0,1,left,MISS A. Rivers 9' floating Shot,[203085],1610612750.0,MIN,floating,,,Rivers,A. Rivers,,,,,Mid-Range,8-16 Left,9.7,Missed,,,,,,,,,,,,,,,,,,
195,PT10M36.00S,2023-02-04T01:41:31.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612753,37,29,2023-02-04T01:41:39Z,1950000,False,,,0,,TEAM defensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Mid-Range,8-16 Left,,,194.0,,,,,,,,,,,,,,,,,
196,PT10M36.00S,2023-02-04T01:41:36.2Z,2,REGULAR,foul,personal,[],203497,,,1610612753,37,29,2023-02-04T01:41:47Z,1960000,False,,,0,,R. Gobert loose ball personal FOUL (1 PF),"[203497, 1629626]",1610612750.0,MIN,loose ball,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,,,,,202058.0,,,,,,,,,1.0,0.0,Bol,1629626.0
198,PT10M23.00S,2023-02-04T01:42:07.8Z,2,REGULAR,3pt,Jump Shot,[],1629626,69.20170827858082,29.166666666666668,1610612753,37,29,2023-02-04T01:46:52Z,1980000,False,-104.0,237.0,1,right,MISS B. Bol 25' 3PT,[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,Above the Break 3,24+ Left Center,25.89,Missed,,,,,,,,,,,,,,,,,,
199,PT10M19.00S,2023-02-04T01:42:11.8Z,2,REGULAR,rebound,offensive,[],1630532,,,1610612753,37,29,2023-02-04T01:46:52Z,1990000,False,,,0,,F. Wagner REBOUND (Off:1 Def:2),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Left Center,,,198.0,3.0,2.0,1.0,,,,,,,,,,,,,,
200,PT10M17.00S,2023-02-04T01:42:16.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629021,91.67214191852825,48.28431372549019,1610612753,37,31,2023-02-04T01:42:25Z,2000000,False,-9.0,26.0,1,right,M. Wagner cutting Layup (9 PTS) (J. Suggs 2 AST),"[1629021, 1630591]",1610612753.0,ORL,cutting,,,Wagner,M. Wagner,,,,,Restricted Area,0-8 Center,2.72,Made,,,,,9.0,,,J. Suggs,1630591.0,2.0,,,,,,,,
202,PT10M17.00S,2023-02-04T01:42:20.5Z,2,REGULAR,foul,personal,['1freethrow'],203085,,,1610612753,37,31,2023-02-04T01:42:40Z,2020000,False,,,0,,A. Rivers shooting personal FOUL (1 PF) (Wagner 1 FT),"[203085, 1629021]",1610612750.0,MIN,shooting,,,Rivers,A. Rivers,,,,,Restricted Area,0-8 Center,,,,,,,,203591.0,,,,,,,,,1.0,0.0,Wagner,1629021.0
204,PT10M17.00S,2023-02-04T01:42:33.3Z,2,REGULAR,substitution,out,[],1629669,,,1610612753,37,31,2023-02-04T01:42:38Z,2040000,False,,,0,,SUB out: J. Nowell,[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT10M17.00S,2023-02-04T01:42:33.3Z,2,REGULAR,substitution,in,[],1626156,,,1610612753,37,31,2023-02-04T01:42:38Z,2050000,False,,,0,,SUB in: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT10M17.00S,2023-02-04T01:42:53.4Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],1629021,,,1610612753,37,31,2023-02-04T01:43:04Z,2060000,False,,,0,,MISS M. Wagner Free Throw 1 of 1,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
207,PT10M07.00S,2023-02-04T01:43:03.4Z,2,REGULAR,rebound,defensive,[],1626156,,,1610612750,37,31,2023-02-04T01:43:04Z,2070000,False,,,0,,D. Russell REBOUND (Off:0 Def:4),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,206.0,4.0,4.0,0.0,,,,,,,,,,,,,,
208,PT10M06.00S,2023-02-04T01:43:02.9Z,2,REGULAR,turnover,lost ball,[],1626156,,,1610612750,37,31,2023-02-04T01:43:08Z,2080000,False,,,0,,D. Russell lost ball TURNOVER (4 TO),"[1626156, 1630591]",1610612750.0,MIN,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Right Center,,,,,,,,,4.0,,,,Suggs,1630591.0,,,,,,
209,PT10M06.00S,2023-02-04T01:43:02.9Z,2,REGULAR,steal,,[],1630591,,,1610612753,37,31,2023-02-04T01:43:05Z,2090000,False,,,0,,J. Suggs STEAL (2 STL),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
210,PT10M02.00S,2023-02-04T01:43:07.2Z,2,REGULAR,turnover,bad pass,[],1630175,,,1610612753,37,31,2023-02-04T01:43:11Z,2100000,False,,,0,,C. Anthony bad pass TURNOVER (1 TO),"[1630175, 1626156]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Left Center,,,,,,,,,1.0,,,,Russell,1626156.0,,,,,,
211,PT10M02.00S,2023-02-04T01:43:07.2Z,2,REGULAR,steal,,[],1626156,,,1610612750,37,31,2023-02-04T01:43:09Z,2110000,False,,,0,,D. Russell STEAL (1 STL),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
212,PT09M55.00S,2023-02-04T01:43:14.4Z,2,REGULAR,turnover,bad pass,[],1627752,,,1610612750,37,31,2023-02-04T01:43:18Z,2120000,False,,,0,,T. Prince bad pass TURNOVER (2 TO),"[1627752, 1630591]",1610612750.0,MIN,,,,Prince,T. Prince,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,2.0,,,,Suggs,1630591.0,,,,,,
213,PT09M55.00S,2023-02-04T01:43:14.4Z,2,REGULAR,steal,,[],1630591,,,1610612753,37,31,2023-02-04T01:43:16Z,2130000,False,,,0,,J. Suggs STEAL (3 STL),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
214,PT09M49.00S,2023-02-04T01:43:20.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629626,89.70105124835742,40.19607843137255,1610612753,37,31,2023-02-04T01:43:27Z,2140000,False,-49.0,44.0,1,right,MISS B. Bol 6' Layup - blocked,"[1629626, 1626156]",1610612753.0,ORL,,,,Bol,B. Bol,,,,,In The Paint (Non-RA),0-8 Center,6.61,Missed,,,,,,,,,,,,,Russell,1626156.0,,,,
215,PT09M49.00S,2023-02-04T01:43:20.6Z,2,REGULAR,block,,[],1626156,,,1610612753,37,31,2023-02-04T01:43:24Z,2150000,False,,,0,,D. Russell BLOCK (1 BLK),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
216,PT09M48.00S,2023-02-04T01:43:21.6Z,2,REGULAR,rebound,offensive,[],1630175,,,1610612753,37,31,2023-02-04T01:43:27Z,2160000,False,,,0,,C. Anthony REBOUND (Off:1 Def:0),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,In The Paint (Non-RA),0-8 Center,,,214.0,1.0,0.0,1.0,,,,,,,,,,,,,,
217,PT09M48.00S,2023-02-04T01:43:26.0Z,2,REGULAR,foul,personal,['2freethrow'],203497,,,1610612753,37,31,2023-02-04T01:43:43Z,2170000,False,,,0,,R. Gobert shooting personal FOUL (2 PF) (Wagner 2 FT),"[203497, 1629021]",1610612750.0,MIN,shooting,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,202037.0,,,,,,,,,2.0,0.0,Wagner,1629021.0
219,PT09M48.00S,2023-02-04T01:43:54.8Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1629021,,,1610612753,37,32,2023-02-04T01:43:54Z,2190000,False,,,0,,M. Wagner Free Throw 1 of 2 (10 PTS),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,Made,,,,,10.0,,,,,,,,,,,,,
221,PT09M48.00S,2023-02-04T01:44:09.8Z,2,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1629021,,,1610612753,37,33,2023-02-04T01:44:09Z,2200000,False,,,0,,M. Wagner Free Throw 2 of 2 (11 PTS),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,Made,,,,,11.0,,,,,,,,,,,,,
222,PT09M36.00S,2023-02-04T01:44:26.1Z,2,REGULAR,foul,personal,['2freethrow'],1630175,,,1610612750,37,33,2023-02-04T01:44:31Z,2210000,False,,,0,,C. Anthony shooting personal FOUL (1 PF) (Gobert 2 FT),"[1630175, 203497]",1610612753.0,ORL,shooting,,,Anthony,C. Anthony,,,,,Restricted Area,0-8 Center,,,,,,,,202037.0,,,,,,,,,1.0,0.0,Gobert,203497.0
224,PT09M36.00S,2023-02-04T01:44:53.4Z,2,REGULAR,freethrow,1 of 2,[],203497,,,1610612750,38,33,2023-02-04T01:44:53Z,2230000,False,,,0,,R. Gobert Free Throw 1 of 2 (5 PTS),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
225,PT09M36.00S,2023-02-04T01:45:10.4Z,2,REGULAR,freethrow,2 of 2,[],203497,,,1610612750,39,33,2023-02-04T01:45:10Z,2240000,False,,,0,,R. Gobert Free Throw 2 of 2 (6 PTS),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
226,PT09M27.00S,2023-02-04T01:45:20.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630591,92.9862023653088,50.0,1610612753,39,35,2023-02-04T01:45:27Z,2250000,False,0.0,13.0,1,right,J. Suggs driving Layup (2 PTS),[1630591],1610612753.0,ORL,driving,,,Suggs,J. Suggs,,,,,Restricted Area,0-8 Center,1.34,Made,,,,,2.0,,,,,,,,,,,,,
227,PT09M10.00S,2023-02-04T01:45:38.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627752,8.09789750328515,48.03921568627451,1610612750,39,35,2023-02-04T01:45:44Z,2260000,False,10.0,24.0,1,left,MISS T. Prince driving finger roll Layup,[1627752],1610612750.0,MIN,driving finger roll,,,Prince,T. Prince,,,,,Restricted Area,0-8 Center,2.56,Missed,,,,,,,,,,,,,,,,,,
228,PT09M07.00S,2023-02-04T01:45:40.5Z,2,REGULAR,rebound,offensive,[],1629675,,,1610612750,39,35,2023-02-04T01:45:40Z,2270000,False,,,0,,N. Reid REBOUND (Off:1 Def:0),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,,,227.0,1.0,0.0,1.0,,,,,,,,,,,,,,
229,PT09M07.00S,2023-02-04T01:45:41.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629675,7.30946123521682,46.568627450980394,1610612750,41,35,2023-02-04T01:45:48Z,2280000,False,17.0,16.0,1,left,N. Reid putback Layup (10 PTS),[1629675],1610612750.0,MIN,putback,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,2.36,Made,,,,,10.0,,,,,,,,,,,,,
230,PT08M59.00S,2023-02-04T01:45:50.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630175,88.78120893561103,50.98039215686274,1610612753,41,35,2023-02-04T01:55:57Z,2290000,False,5.0,53.0,1,right,MISS C. Anthony floating Shot,[1630175],1610612753.0,ORL,floating,,,Anthony,C. Anthony,,,,,In The Paint (Non-RA),0-8 Center,5.32,Missed,,,,,,,,,,,,,,,,,,
231,PT08M57.00S,2023-02-04T01:45:52.9Z,2,REGULAR,rebound,offensive,[],1630175,,,1610612753,41,35,2023-02-04T01:55:57Z,2300000,False,,,0,,C. Anthony REBOUND (Off:2 Def:0),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,In The Paint (Non-RA),0-8 Center,,,230.0,2.0,0.0,2.0,,,,,,,,,,,,,,
232,PT08M56.00S,2023-02-04T01:45:57.2Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630175,94.40999984741211,50.0,1610612753,41,37,2023-02-04T01:56:13Z,2310000,False,0.0,0.0,1,right,C. Anthony tip Layup (5 PTS),[1630175],1610612753.0,ORL,tip,,,Anthony,C. Anthony,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,5.0,,,,,,,,,,,,,
233,PT08M37.00S,2023-02-04T01:46:10.2Z,2,REGULAR,3pt,Jump Shot,[],1626156,29.38567674113009,20.34313725490196,1610612750,41,37,2023-02-04T01:46:16Z,2320000,False,148.0,224.0,1,left,MISS D. Russell 26' 3PT,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Right Center,26.84,Missed,,,,,,,,,,,,,,,,,,
234,PT08M34.00S,2023-02-04T01:46:13.2Z,2,REGULAR,rebound,defensive,[],1630532,,,1610612753,41,37,2023-02-04T01:46:16Z,2330000,False,,,0,,F. Wagner REBOUND (Off:1 Def:3),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Right Center,,,233.0,4.0,3.0,1.0,,,,,,,,,,,,,,
235,PT08M22.00S,2023-02-04T01:46:25.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629626,93.11760840998686,50.49019607843137,1610612753,41,39,2023-02-04T01:46:30Z,2340000,False,2.0,12.0,1,right,B. Bol driving finger roll Layup (4 PTS),[1629626],1610612753.0,ORL,driving finger roll,,,Bol,B. Bol,,,,,Restricted Area,0-8 Center,1.25,Made,,,,,4.0,,,,,,,,,,,,,
236,PT08M12.00S,2023-02-04T01:46:38.0Z,2,REGULAR,foul,personal,[],1630175,,,1610612750,41,39,2023-02-04T01:46:45Z,2350000,False,,,0,,C. Anthony personal FOUL (2 PF),"[1630175, 203085]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Mid-Range,16-24 Right Center,,,,,,,,202058.0,,,,,,,,,2.0,0.0,Rivers,203085.0
238,PT08M12.00S,2023-02-04T01:46:46.0Z,2,REGULAR,substitution,out,[],1629675,,,1610612750,41,39,2023-02-04T01:46:49Z,2370000,False,,,0,,SUB out: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT08M12.00S,2023-02-04T01:46:46.0Z,2,REGULAR,substitution,in,[],1630183,,,1610612750,41,39,2023-02-04T01:46:49Z,2380000,False,,,0,,SUB in: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT08M12.00S,2023-02-04T01:46:52.5Z,2,REGULAR,substitution,out,[],1627752,,,1610612750,41,39,2023-02-04T01:47:01Z,2390000,False,,,0,,SUB out: T. Prince,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT08M12.00S,2023-02-04T01:46:52.5Z,2,REGULAR,substitution,in,[],1630162,,,1610612750,41,39,2023-02-04T01:47:01Z,2400000,False,,,0,,SUB in: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT08M05.00S,2023-02-04T01:47:13.4Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203497,11.12023653088042,47.549019607843135,1610612750,41,39,2023-02-04T01:47:18Z,2410000,False,12.0,52.0,1,left,MISS R. Gobert driving DUNK,[203497],1610612750.0,MIN,driving,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,5.34,Missed,,,,,,,,,,,,,,,,,,
243,PT08M03.00S,2023-02-04T01:47:15.4Z,2,REGULAR,rebound,defensive,[],1629626,,,1610612753,41,39,2023-02-04T01:47:18Z,2420000,False,,,0,,B. Bol REBOUND (Off:0 Def:1),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,In The Paint (Non-RA),0-8 Center,,,242.0,1.0,1.0,0.0,,,,,,,,,,,,,,
244,PT08M02.00S,2023-02-04T01:47:17.0Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630591,93.38042049934296,51.71568627450981,1610612753,41,39,2023-02-04T01:47:28Z,2430000,False,9.0,10.0,1,right,MISS J. Suggs driving DUNK,[1630591],1610612753.0,ORL,driving,,,Suggs,J. Suggs,,,,,Restricted Area,0-8 Center,1.3,Missed,,,,,,,,,,,,,,,,,,
245,PT08M02.00S,2023-02-04T01:47:17.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612750,41,39,2023-02-04T01:47:28Z,2440000,False,,,0,,TEAM defensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,Restricted Area,0-8 Center,,,244.0,,,,,,,,,,,,,,,,,
247,PT07M51.00S,2023-02-04T01:47:36.7Z,2,REGULAR,turnover,lost ball,[],1626156,,,1610612750,41,39,2023-02-04T01:47:43Z,2460000,False,,,0,,D. Russell lost ball TURNOVER (5 TO),"[1626156, 1629626]",1610612750.0,MIN,,,,Russell,D. Russell,,,,,Mid-Range,16-24 Center,,,,,,,,,5.0,,,,Bol,1629626.0,,,,,,
248,PT07M51.00S,2023-02-04T01:47:36.7Z,2,REGULAR,steal,,[],1629626,,,1610612753,41,39,2023-02-04T01:48:11Z,2470000,False,,,0,,B. Bol STEAL (1 STL),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
249,PT07M48.00S,2023-02-04T01:47:40.5Z,2,REGULAR,turnover,lost ball,[],1629626,,,1610612753,41,39,2023-02-04T01:47:47Z,2480000,False,,,0,,B. Bol lost ball TURNOVER (1 TO),"[1629626, 1626156]",1610612753.0,ORL,,,,Bol,B. Bol,,,,,Above the Break 3,24+ Center,,,,,,,,,1.0,,,,Russell,1626156.0,,,,,,
250,PT07M48.00S,2023-02-04T01:47:40.5Z,2,REGULAR,steal,,[],1626156,,,1610612750,41,39,2023-02-04T01:47:42Z,2490000,False,,,0,,D. Russell STEAL (2 STL),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
251,PT07M43.00S,2023-02-04T01:47:45.5Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203497,7.178055190538765,49.26470588235294,1610612750,43,39,2023-02-04T01:47:54Z,2500000,False,4.0,15.0,1,left,R. Gobert DUNK (8 PTS) (A. Rivers 1 AST),"[203497, 203085]",1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,1.54,Made,,,,,8.0,,,A. Rivers,203085.0,1.0,,,,,,,,
