actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
376,PT10M30.00S,2022-10-29T01:24:29.3Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203497,5.590000152587891,50.0,1610612750,54,52,2022-10-29T01:24:43Z,3710000,0.0,0.0,1,left,MISS R. Gobert tip Layup,[203497],1610612750.0,MIN,tip,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
377,PT10M28.00S,2022-10-29T01:24:31.3Z,3,REGULAR,rebound,defensive,[],1628972,,,1610612747,54,52,2022-10-29T01:24:43Z,3720000,,,0,,T. Brown Jr. REBOUND (Off:1 Def:4),[1628972],1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,376.0,5.0,4.0,1.0,,,,,,,,
378,PT10M15.00S,2022-10-29T01:24:40.4Z,3,REGULAR,3pt,Jump Shot,[],1628972,68.41327201051249,58.08823529411765,1610612747,54,55,2022-10-29T01:24:55Z,3730000,40.0,244.0,1,right,T. Brown Jr. 24' 3PT pullup (6 PTS) (D. Jones 1 AST),"[1628972, 1627745]",1610612747.0,LAL,pullup,,,Brown Jr.,T. Brown Jr.,,,,,Above the Break 3,24+ Center,24.77,Made,6.0,D. Jones,1627745.0,1.0,,,,,,,,,,,,,,
380,PT09M56.00S,2022-10-29T01:25:00.5Z,3,REGULAR,turnover,out-of-bounds,[],1626157,,,1610612750,54,55,2022-10-29T01:25:07Z,3750000,,,0,,K. Towns bad pass out-of-bounds TURNOVER (2 TO),[1626157],1610612750.0,MIN,bad pass,,,Towns,K. Towns,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,201639.0,,,,,2.0,,
381,PT09M43.00S,2022-10-29T01:25:31.8Z,3,REGULAR,turnover,lost ball,[],2544,,,1610612747,54,55,2022-10-29T01:25:37Z,3760000,,,0,,L. James lost ball TURNOVER (3 TO),"[2544, 1626156]",1610612747.0,LAL,,,,James,L. James,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,3.0,Russell,1626156.0
382,PT09M43.00S,2022-10-29T01:25:31.8Z,3,REGULAR,steal,,[],1626156,,,1610612750,54,55,2022-10-29T01:25:34Z,3770000,,,0,,D. Russell STEAL (4 STL),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
383,PT09M38.00S,2022-10-29T01:25:36.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630162,6.389618922470433,50.73529411764706,1610612750,56,55,2022-10-29T01:25:44Z,3780000,-4.0,8.0,1,left,A. Edwards running Layup (8 PTS) (D. Russell 5 AST),"[1630162, 1626156]",1610612750.0,MIN,running,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,0.85,Made,8.0,D. Russell,1626156.0,5.0,,,,,,,,,,,,,,
385,PT09M33.00S,2022-10-29T01:25:42.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",2544,94.03745072273325,49.50980392156863,1610612747,56,57,2022-10-29T01:25:51Z,3800000,-2.0,4.0,1,right,L. James driving Layup (18 PTS) (P. Beverley 4 AST),"[2544, 201976]",1610612747.0,LAL,driving,,,James,L. James,,,,,Restricted Area,0-8 Center,0.43,Made,18.0,P. Beverley,201976.0,4.0,,,,,,,,,,,,,,
387,PT09M09.00S,2022-10-29T01:26:05.9Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1626157,7.178055190538765,60.5392156862745,1610612750,56,57,2022-10-29T01:26:14Z,3820000,-53.0,15.0,1,left,MISS K. Towns Hook,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,In The Paint (Non-RA),0-8 Center,5.48,Missed,,,,,,,,,,,,,,,,,,
388,PT09M07.00S,2022-10-29T01:26:07.9Z,3,REGULAR,rebound,offensive,[],203497,,,1610612750,56,57,2022-10-29T01:26:14Z,3830000,,,0,,R. Gobert REBOUND (Off:5 Def:6),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,387.0,11.0,6.0,5.0,,,,,,,,
389,PT09M07.00S,2022-10-29T01:26:09.5Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203497,5.590000152587891,50.0,1610612750,56,57,2022-10-29T01:26:20Z,3840000,0.0,0.0,1,left,MISS R. Gobert tip Layup,[203497],1610612750.0,MIN,tip,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
390,PT09M06.00S,2022-10-29T01:26:10.5Z,3,REGULAR,rebound,defensive,[],1628972,,,1610612747,56,57,2022-10-29T01:26:20Z,3850000,,,0,,T. Brown Jr. REBOUND (Off:1 Def:5),[1628972],1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,389.0,6.0,5.0,1.0,,,,,,,,
391,PT09M03.00S,2022-10-29T01:26:12.3Z,3,REGULAR,turnover,bad pass,[],1628972,,,1610612747,56,57,2022-10-29T01:26:25Z,3860000,,,0,,T. Brown Jr. bad pass TURNOVER (1 TO),"[1628972, 1626156]",1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,1.0,Russell,1626156.0
392,PT09M03.00S,2022-10-29T01:26:12.3Z,3,REGULAR,steal,,[],1626156,,,1610612750,56,57,2022-10-29T01:41:24Z,3870000,,,0,,D. Russell STEAL (5 STL),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
393,PT08M51.00S,2022-10-29T01:26:23.8Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1630183,22.421156373193167,62.254901960784316,1610612750,56,57,2022-10-29T01:26:29Z,3880000,-61.0,158.0,1,left,MISS J. McDaniels 16' pullup Shot,[1630183],1610612750.0,MIN,pullup,,,McDaniels,J. McDaniels,,,,,Mid-Range,16-24 Left Center,16.98,Missed,,,,,,,,,,,,,,,,,,
394,PT08M48.00S,2022-10-29T01:26:26.8Z,3,REGULAR,rebound,defensive,[],1627745,,,1610612747,56,57,2022-10-29T01:26:29Z,3890000,,,0,,D. Jones REBOUND (Off:3 Def:3),[1627745],1610612747.0,LAL,,,,Jones,D. Jones,,,,,Mid-Range,16-24 Left Center,,,,,,,,,393.0,6.0,3.0,3.0,,,,,,,,
395,PT08M43.00S,2022-10-29T01:26:31.7Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629022,95.3515111695138,5.147058823529411,1610612747,56,57,2022-10-29T01:26:37Z,3900000,-224.0,-9.0,1,right,MISS L. Walker IV 3PT,[1629022],1610612747.0,LAL,,,,Walker IV,L. Walker IV,,,,,Left Corner 3,24+ Left,22.45,Missed,,,,,,,,,,,,,,,,,,
396,PT08M41.00S,2022-10-29T01:26:33.7Z,3,REGULAR,rebound,defensive,[],203497,,,1610612750,56,57,2022-10-29T01:26:37Z,3910000,,,0,,R. Gobert REBOUND (Off:5 Def:7),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Left Corner 3,24+ Left,,,,,,,,,395.0,12.0,7.0,5.0,,,,,,,,
397,PT08M27.00S,2022-10-29T01:26:47.8Z,3,REGULAR,3pt,Jump Shot,[],1630162,24.392247043363994,13.970588235294118,1610612750,59,57,2022-10-29T01:26:53Z,3920000,180.0,177.0,1,left,A. Edwards 25' 3PT step back (11 PTS),[1630162],1610612750.0,MIN,step back,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,25.24,Made,11.0,,,,,,,,,,,,,,,,,
398,PT08M02.00S,2022-10-29T01:27:13.2Z,3,REGULAR,3pt,Jump Shot,[],1629022,97.19119579500656,95.34313725490196,1610612747,59,57,2022-10-29T01:27:17Z,3930000,227.0,-26.0,1,right,MISS L. Walker IV 3PT,[1629022],1610612747.0,LAL,,,,Walker IV,L. Walker IV,,,,,Right Corner 3,24+ Right,22.82,Missed,,,,,,,,,,,,,,,,,,
399,PT07M59.00S,2022-10-29T01:27:16.2Z,3,REGULAR,rebound,defensive,[],203497,,,1610612750,59,57,2022-10-29T01:27:17Z,3940000,,,0,,R. Gobert REBOUND (Off:5 Def:8),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Right Corner 3,24+ Right,,,,,,,,,398.0,13.0,8.0,5.0,,,,,,,,
400,PT07M48.00S,2022-10-29T01:27:26.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203497,6.915243101182654,50.73529411764706,1610612750,61,57,2022-10-29T01:27:33Z,3950000,-4.0,13.0,1,left,R. Gobert reverse Layup (12 PTS) (A. Edwards 1 AST),"[203497, 1630162]",1610612750.0,MIN,reverse,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,1.3,Made,12.0,A. Edwards,1630162.0,1.0,,,,,,,,,,,,,,
402,PT07M39.00S,2022-10-29T01:27:40.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,61,57,2022-10-29T01:27:40Z,3970000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT07M39.00S,2022-10-29T01:30:01.0Z,3,REGULAR,substitution,out,[],1626156,,,1610612747,61,57,2022-10-29T01:30:32Z,3980000,,,0,,SUB out: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT07M39.00S,2022-10-29T01:30:01.0Z,3,REGULAR,substitution,out,[],1629022,,,1610612747,61,57,2022-10-29T01:30:32Z,3990000,,,0,,SUB out: L. Walker IV,[1629022],1610612747.0,LAL,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT07M39.00S,2022-10-29T01:30:01.0Z,3,REGULAR,substitution,in,[],203085,,,1610612747,61,57,2022-10-29T01:30:32Z,4000000,,,0,,SUB in: A. Rivers,[203085],1610612750.0,MIN,,,,Rivers,A. Rivers,,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT07M39.00S,2022-10-29T01:30:01.0Z,3,REGULAR,substitution,in,[],201566,,,1610612747,61,57,2022-10-29T01:30:32Z,4010000,,,0,,SUB in: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT07M22.00S,2022-10-29T01:30:58.4Z,3,REGULAR,2pt,Jump Shot,[],2544,95.0886990801577,26.225490196078432,1610612747,61,57,2022-10-29T01:42:57Z,4020000,-119.0,-6.0,1,right,MISS L. James 11' turnaround fadeaway Shot,[2544],1610612747.0,LAL,turnaround fadeaway,,,James,L. James,,,,,Mid-Range,8-16 Left,11.91,Missed,,,,,,,,,,,,,,,,,,
415,PT07M21.00S,2022-10-29T01:30:59.4Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612750,61,57,2022-10-29T01:32:42Z,4030000,,,0,,TEAM defensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,Mid-Range,8-16 Left,,,,,,,,,411.0,,,,,,,,,,,
412,PT07M21.00S,2022-10-29T01:31:36.9Z,3,REGULAR,jumpball,recovered,[],1630183,,,1610612750,61,57,2022-10-29T01:32:30Z,4032500,,,0,,Jump Ball A. Edwards vs. T. Brown Jr.: Tip to J. McDaniels,"[1630183, 1630162, 1628972]",1610612750.0,MIN,heldball,J. McDaniels,1630183.0,McDaniels,J. McDaniels,Edwards,1630162.0,Brown Jr.,1628972.0,,,,,,,,,,,,,,,,,,,,,,
416,PT07M15.00S,2022-10-29T01:31:38.7Z,3,REGULAR,turnover,bad pass,[],1630183,,,1610612750,61,57,2022-10-29T01:32:06Z,4035000,,,0,,J. McDaniels bad pass TURNOVER (2 TO),"[1630183, 2544]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,,,,2.0,James,2544.0
417,PT07M15.00S,2022-10-29T01:31:38.7Z,3,REGULAR,steal,,[],2544,,,1610612747,61,57,2022-10-29T01:31:41Z,4037500,,,0,,L. James STEAL (4 STL),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,,,,,,
419,PT07M09.00S,2022-10-29T01:32:04.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201566,94.43166885676742,50.73529411764706,1610612747,61,59,2022-10-29T01:32:17Z,4100000,4.0,0.0,1,right,R. Westbrook Layup (12 PTS),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,0.37,Made,12.0,,,,,,,,,,,,,,,,,
420,PT06M55.00S,2022-10-29T01:32:21.3Z,3,REGULAR,foul,personal,[],1628972,,,1610612750,61,59,2022-10-29T01:32:35Z,4110000,,,0,,T. Brown Jr. personal FOUL (1 PF),"[1628972, 1626157]",1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,202026.0,1.0,0.0,Towns,1626157.0,,,
422,PT06M47.00S,2022-10-29T01:32:44.8Z,3,REGULAR,2pt,Jump Shot,[],1630162,24.26084099868594,69.36274509803921,1610612750,63,59,2022-10-29T01:44:41Z,4130000,-97.0,176.0,1,left,A. Edwards 20' pullup Jump Shot (13 PTS),[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Left Center,20.05,Made,13.0,,,,,,,,,,,,,,,,,
423,PT06M19.00S,2022-10-29T01:33:12.7Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],201976,80.6340341655716,61.029411764705884,1610612747,63,61,2022-10-29T01:33:17Z,4140000,55.0,130.0,1,right,P. Beverley 14' driving Hook (6 PTS),[201976],1610612747.0,LAL,driving,,,Beverley,P. Beverley,,,,,In The Paint (Non-RA),8-16 Center,14.07,Made,6.0,,,,,,,,,,,,,,,,,
424,PT06M04.00S,2022-10-29T01:33:27.4Z,3,REGULAR,3pt,Jump Shot,[],1630162,32.14520367936925,72.30392156862744,1610612750,63,61,2022-10-29T01:33:32Z,4150000,-112.0,250.0,1,left,MISS A. Edwards 27' step back 3PT,[1630162],1610612750.0,MIN,step back,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,27.35,Missed,,,,,,,,,,,,,,,,,,
425,PT06M01.00S,2022-10-29T01:33:30.4Z,3,REGULAR,rebound,defensive,[],2544,,,1610612747,63,61,2022-10-29T01:33:32Z,4160000,,,0,,L. James REBOUND (Off:2 Def:2),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Left Center,,,,,,,,,424.0,4.0,2.0,2.0,,,,,,,,
426,PT05M55.00S,2022-10-29T01:33:36.9Z,3,REGULAR,3pt,Jump Shot,[],2544,67.49342969776609,46.07843137254902,1610612747,63,61,2022-10-29T01:33:42Z,4170000,-20.0,253.0,1,right,MISS L. James 25' pullup 3PT,[2544],1610612747.0,LAL,pullup,,,James,L. James,,,,,Above the Break 3,24+ Center,25.39,Missed,,,,,,,,,,,,,,,,,,
427,PT05M51.00S,2022-10-29T01:33:40.9Z,3,REGULAR,rebound,defensive,[],203497,,,1610612750,63,61,2022-10-29T01:33:42Z,4180000,,,0,,R. Gobert REBOUND (Off:5 Def:9),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Center,,,,,,,,,426.0,14.0,9.0,5.0,,,,,,,,
428,PT05M45.00S,2022-10-29T01:33:46.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,7.046649145860711,48.529411764705884,1610612750,65,61,2022-10-29T01:33:50Z,4190000,7.0,14.0,1,left,A. Edwards driving finger roll Layup (15 PTS),[1630162],1610612750.0,MIN,driving finger roll,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,1.56,Made,15.0,,,,,,,,,,,,,,,,,
429,PT05M34.00S,2022-10-29T01:33:58.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],2544,94.03745072273325,54.65686274509803,1610612747,65,61,2022-10-29T01:34:07Z,4200000,23.0,4.0,1,right,MISS L. James Layup,[2544],1610612747.0,LAL,,,,James,L. James,,,,,Restricted Area,0-8 Center,2.36,Missed,,,,,,,,,,,,,,,,,,
430,PT05M32.00S,2022-10-29T01:34:00.4Z,3,REGULAR,rebound,offensive,[],2544,,,1610612747,65,61,2022-10-29T01:34:07Z,4210000,,,0,,L. James REBOUND (Off:3 Def:2),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Restricted Area,0-8 Center,,,,,,,,,429.0,5.0,2.0,3.0,,,,,,,,
431,PT05M32.00S,2022-10-29T01:34:01.6Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",2544,94.40999984741211,50.0,1610612747,65,61,2022-10-29T01:34:13Z,4220000,0.0,0.0,1,right,MISS L. James tip Layup,[2544],1610612747.0,LAL,tip,,,James,L. James,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
432,PT05M30.00S,2022-10-29T01:34:03.6Z,3,REGULAR,rebound,defensive,[],1630183,,,1610612750,65,61,2022-10-29T01:34:13Z,4230000,,,0,,J. McDaniels REBOUND (Off:0 Def:1),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,,,,,,,431.0,1.0,1.0,0.0,,,,,,,,
433,PT05M20.00S,2022-10-29T01:34:14.6Z,3,REGULAR,foul,personal,[],201566,,,1610612750,65,61,2022-10-29T01:34:22Z,4240000,,,0,,R. Westbrook personal FOUL (2 PF),"[201566, 1630162]",1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,201639.0,2.0,0.0,Edwards,1630162.0,,,
435,PT05M20.00S,2022-10-29T01:34:24.3Z,3,REGULAR,substitution,out,[],203497,,,1610612750,65,61,2022-10-29T01:34:28Z,4260000,,,0,,SUB out: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
436,PT05M20.00S,2022-10-29T01:34:24.3Z,3,REGULAR,substitution,out,[],201976,,,1610612750,65,61,2022-10-29T01:34:28Z,4270000,,,0,,SUB out: P. Beverley,[201976],1610612747.0,LAL,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT05M20.00S,2022-10-29T01:34:24.3Z,3,REGULAR,substitution,in,[],1627752,,,1610612750,65,61,2022-10-29T01:34:28Z,4280000,,,0,,SUB in: T. Prince,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT05M20.00S,2022-10-29T01:34:24.3Z,3,REGULAR,substitution,in,[],1630559,,,1610612750,65,61,2022-10-29T01:34:28Z,4290000,,,0,,SUB in: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT05M16.00S,2022-10-29T01:34:44.7Z,3,REGULAR,foul,personal,[],1628972,,,1610612750,65,61,2022-10-29T01:34:55Z,4300000,,,0,,T. Brown Jr. personal FOUL (2 PF),"[1628972, 1627752]",1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,202026.0,2.0,0.0,Prince,1627752.0,,,
441,PT05M09.00S,2022-10-29T01:35:15.7Z,3,REGULAR,3pt,Jump Shot,[],1626157,27.808804204993432,80.88235294117648,1610612750,65,61,2022-10-29T01:35:19Z,4320000,-154.0,209.0,1,left,MISS K. Towns 25' 3PT,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Left Center,25.98,Missed,,,,,,,,,,,,,,,,,,
442,PT05M08.00S,2022-10-29T01:35:16.7Z,3,REGULAR,rebound,defensive,[],201566,,,1610612747,65,61,2022-10-29T01:35:19Z,4330000,,,0,,R. Westbrook REBOUND (Off:1 Def:5),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Left Center,,,,,,,,,441.0,6.0,5.0,1.0,,,,,,,,
444,PT05M03.00S,2022-10-29T01:35:38.0Z,3,REGULAR,turnover,out-of-bounds,[],201566,,,1610612747,65,61,2022-10-29T01:35:43Z,4350000,,,0,,R. Westbrook bad pass out-of-bounds TURNOVER (2 TO),[201566],1610612747.0,LAL,bad pass,,,Westbrook,R. Westbrook,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,1627524.0,,,,,2.0,,
445,PT04M57.00S,2022-10-29T01:35:55.5Z,3,REGULAR,foul,personal,['2freethrow'],1627745,,,1610612750,65,61,2022-10-29T01:36:06Z,4360000,,,0,,D. Jones shooting personal FOUL (2 PF) (Towns 2 FT),"[1627745, 1626157]",1610612747.0,LAL,shooting,,,Jones,D. Jones,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1627524.0,2.0,0.0,Towns,1626157.0,,,
447,PT04M57.00S,2022-10-29T01:36:28.3Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1626157,,,1610612750,66,61,2022-10-29T01:36:28Z,4380000,,,0,,K. Towns Free Throw 1 of 2 (6 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
448,PT04M57.00S,2022-10-29T01:36:30.9Z,3,REGULAR,substitution,out,[],2544,,,1610612750,66,61,2022-10-29T01:36:44Z,4390000,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT04M57.00S,2022-10-29T01:36:30.9Z,3,REGULAR,substitution,out,[],1627745,,,1610612750,66,61,2022-10-29T01:36:44Z,4400000,,,0,,SUB out: D. Jones,[1627745],1610612747.0,LAL,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
450,PT04M57.00S,2022-10-29T01:36:30.9Z,3,REGULAR,substitution,in,[],1629117,,,1610612750,66,61,2022-10-29T01:36:44Z,4410000,,,0,,SUB in: W. Gabriel,[1629117],1610612747.0,LAL,,,,Gabriel,W. Gabriel,,,,,,,,,,,,,,,,,,,,,,,,,,
451,PT04M57.00S,2022-10-29T01:36:30.9Z,3,REGULAR,substitution,in,[],1629022,,,1610612750,66,61,2022-10-29T01:36:44Z,4420000,,,0,,SUB in: L. Walker IV,[1629022],1610612747.0,LAL,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,,
452,PT04M57.00S,2022-10-29T01:36:52.9Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1626157,,,1610612750,67,61,2022-10-29T01:36:52Z,4430000,,,0,,K. Towns Free Throw 2 of 2 (7 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
453,PT04M44.00S,2022-10-29T01:37:08.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629117,86.67871222076215,41.42156862745098,1610612747,67,61,2022-10-29T01:37:15Z,4440000,-43.0,73.0,1,right,MISS W. Gabriel 8' turnaround Shot - blocked,"[1629117, 1630183]",1610612747.0,LAL,turnaround,,,Gabriel,W. Gabriel,,,,,In The Paint (Non-RA),8-16 Center,8.44,Missed,,,,,McDaniels,1630183.0,,,,,,,,,,,,
454,PT04M44.00S,2022-10-29T01:37:08.1Z,3,REGULAR,block,,[],1630183,,,1610612747,67,61,2022-10-29T01:51:59Z,4450000,,,0,,J. McDaniels BLOCK (4 BLK),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
455,PT04M41.00S,2022-10-29T01:37:11.1Z,3,REGULAR,rebound,defensive,[],1626157,,,1610612750,67,61,2022-10-29T01:37:15Z,4460000,,,0,,K. Towns REBOUND (Off:2 Def:5),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,453.0,7.0,5.0,2.0,,,,,,,,
456,PT04M37.00S,2022-10-29T01:37:15.1Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630162,28.33442838370565,18.137254901960784,1610612750,70,61,2022-10-29T01:37:21Z,4470000,159.0,214.0,1,left,A. Edwards 26' 3PT pullup (18 PTS),[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,26.66,Made,18.0,,,,,,,,,,,,,,,,,
457,PT04M26.00S,2022-10-29T01:37:25.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629022,93.51182654402102,50.73529411764706,1610612747,70,63,2022-10-29T01:51:34Z,4480000,4.0,8.0,1,right,L. Walker IV cutting Layup (2 PTS) (R. Westbrook 2 AST),"[1629022, 201566]",1610612747.0,LAL,cutting,,,Walker IV,L. Walker IV,,,,,Restricted Area,0-8 Center,0.93,Made,2.0,R. Westbrook,201566.0,2.0,,,,,,,,,,,,,,
459,PT04M17.00S,2022-10-29T01:37:35.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630162,19.004599211563733,47.05882352941176,1610612750,70,63,2022-10-29T01:37:43Z,4500000,15.0,126.0,1,left,MISS A. Edwards 12' pullup Shot,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),8-16 Center,12.7,Missed,,,,,,,,,,,,,,,,,,
460,PT04M14.00S,2022-10-29T01:37:38.8Z,3,REGULAR,rebound,defensive,[],1630559,,,1610612747,70,63,2022-10-29T01:37:43Z,4510000,,,0,,A. Reaves REBOUND (Off:1 Def:3),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,459.0,4.0,3.0,1.0,,,,,,,,
461,PT04M05.00S,2022-10-29T01:37:47.2Z,3,REGULAR,3pt,Jump Shot,[],1628972,92.85479632063075,5.637254901960785,1610612747,70,63,2022-10-29T01:37:51Z,4520000,-222.0,15.0,1,right,MISS T. Brown Jr. 3PT,[1628972],1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,Left Corner 3,24+ Left,22.23,Missed,,,,,,,,,,,,,,,,,,
462,PT04M03.00S,2022-10-29T01:37:49.2Z,3,REGULAR,rebound,defensive,[],1626157,,,1610612750,70,63,2022-10-29T01:37:51Z,4530000,,,0,,K. Towns REBOUND (Off:2 Def:6),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Left Corner 3,24+ Left,,,,,,,,,461.0,8.0,6.0,2.0,,,,,,,,
