actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
623,PT06M51.00S,2022-10-22T02:01:33.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203903,92.72339027595268,42.40196078431372,1610612762,101,102,2022-10-22T02:01:40Z,6110000,False,-38.0,16.0,1,right,J. Clarkson driving Layup (16 PTS) (K. Olynyk 2 AST),"[203903, 203482]",1610612762.0,UTA,driving,,,Clarkson,J. Clarkson,,,,,Restricted Area,0-8 Center,4.12,Made,16.0,,,,,,,K. Olynyk,203482.0,2.0,,,,,,,,
625,PT06M30.00S,2022-10-22T02:01:56.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630183,9.280551905387648,44.6078431372549,1610612750,103,102,2022-10-22T02:05:05Z,6130000,False,27.0,35.0,1,left,J. McDaniels driving finger roll Layup (9 PTS) (D. Russell 6 AST),"[1630183, 1626156]",1610612750.0,MIN,driving finger roll,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,4.4,Made,9.0,,,,,,,D. Russell,1626156.0,6.0,,,,,,,,
627,PT06M30.00S,2022-10-22T02:02:05.4Z,4,REGULAR,foul,personal,['1freethrow'],201144,,,1610612750,103,102,2022-10-22T02:02:15Z,6150000,False,,,0,,M. Conley shooting personal FOUL (3 PF) (McDaniels 1 FT),"[201144, 1630183]",1610612762.0,UTA,shooting,,,Conley,M. Conley,,,,,Restricted Area,0-8 Center,,,,2714.0,3.0,0.0,McDaniels,1630183.0,,,,,,,,,,,,
629,PT06M30.00S,2022-10-22T02:02:13.5Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,103,102,2022-10-22T02:04:34Z,6170000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,PT06M30.00S,2022-10-22T02:04:13.0Z,4,REGULAR,substitution,out,[],1627854,,,1610612750,103,102,2022-10-22T02:04:41Z,6180000,False,,,0,,SUB out: B. Forbes,[1627854],1610612750.0,MIN,,,,Forbes,B. Forbes,,,,,,,,,,,,,,,,,,,,,,,,,,
631,PT06M30.00S,2022-10-22T02:04:13.0Z,4,REGULAR,substitution,out,[],203497,,,1610612750,103,102,2022-10-22T02:04:41Z,6190000,False,,,0,,SUB out: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
632,PT06M30.00S,2022-10-22T02:04:13.0Z,4,REGULAR,substitution,out,[],201144,,,1610612750,103,102,2022-10-22T02:04:41Z,6200000,False,,,0,,SUB out: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
633,PT06M30.00S,2022-10-22T02:04:13.0Z,4,REGULAR,substitution,in,[],1630162,,,1610612750,103,102,2022-10-22T02:04:41Z,6210000,False,,,0,,SUB in: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
634,PT06M30.00S,2022-10-22T02:04:13.0Z,4,REGULAR,substitution,in,[],1629669,,,1610612750,103,102,2022-10-22T02:04:41Z,6220000,False,,,0,,SUB in: J. Nowell,[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,,,,,,,,,
635,PT06M30.00S,2022-10-22T02:04:13.0Z,4,REGULAR,substitution,in,[],1629012,,,1610612750,103,102,2022-10-22T02:04:41Z,6230000,False,,,0,,SUB in: C. Sexton,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
636,PT06M30.00S,2022-10-22T02:05:10.8Z,4,REGULAR,freethrow,1 of 1,[],1630183,,,1610612750,104,102,2022-10-22T02:05:10Z,6240000,False,,,0,,J. McDaniels Free Throw 1 of 1 (10 PTS),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
637,PT06M19.00S,2022-10-22T02:05:25.4Z,4,REGULAR,3pt,Jump Shot,[],1628374,91.93495400788436,94.36274509803921,1610612762,104,102,2022-10-22T02:05:34Z,6250000,False,222.0,23.0,1,right,MISS L. Markkanen 3PT,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Right Corner 3,24+ Right,22.3,Missed,,,,,,,,,,,,,,,,,,
638,PT06M14.00S,2022-10-22T02:05:30.4Z,4,REGULAR,rebound,defensive,[],1626156,,,1610612750,104,102,2022-10-22T02:05:34Z,6260000,False,,,0,,D. Russell REBOUND (Off:1 Def:3),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,637.0,4.0,3.0,1.0,,,,
639,PT06M07.00S,2022-10-22T02:05:39.0Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203482,,,1610612750,104,102,2022-10-22T02:05:45Z,6270000,False,,,0,,K. Olynyk personal FOUL (4 PF) (Towns 2 FT),"[203482, 1626157]",1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Mid-Range,16-24 Center,,,,2714.0,4.0,0.0,Towns,1626157.0,,,,,,,,,,,,
642,PT06M07.00S,2022-10-22T02:06:15.7Z,4,REGULAR,substitution,out,[],1627736,,,1610612750,104,102,2022-10-22T02:06:22Z,6300000,False,,,0,,SUB out: M. Beasley,[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
643,PT06M07.00S,2022-10-22T02:06:15.7Z,4,REGULAR,substitution,in,[],1629020,,,1610612750,104,102,2022-10-22T02:06:22Z,6310000,False,,,0,,SUB in: J. Vanderbilt,[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,,
641,PT06M07.00S,2022-10-22T02:06:16.0Z,4,REGULAR,freethrow,1 of 2,[],1626157,,,1610612750,105,102,2022-10-22T02:11:38Z,6312500,False,,,0,,K. Towns Free Throw 1 of 2 (17 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,Made,17.0,,,,,,,,,,,,,,,,,
644,PT06M07.00S,2022-10-22T02:06:16.0Z,4,REGULAR,freethrow,2 of 2,[],1626157,,,1610612750,106,102,2022-10-22T02:11:38Z,6313750,False,,,0,,K. Towns Free Throw 2 of 2 (18 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,Made,18.0,,,,,,,,,,,,,,,,,
645,PT05M58.00S,2022-10-22T02:07:29.1Z,4,REGULAR,jumpball,recovered,[],203903,,,1610612762,106,102,2022-10-22T02:11:22Z,6315000,False,,,0,,Jump Ball L. Markkanen vs. J. Nowell: Tip to J. Clarkson,"[203903, 1628374, 1629669]",1610612762.0,UTA,heldball,J. Clarkson,203903.0,Clarkson,J. Clarkson,Markkanen,1628374.0,Nowell,1629669.0,,,,,,,,,,,,,,,,,,,,,,
648,PT05M47.00S,2022-10-22T02:07:37.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203903,92.85479632063075,54.65686274509803,1610612762,106,104,2022-10-22T02:07:43Z,6330000,False,23.0,15.0,1,right,J. Clarkson driving Layup (18 PTS),[203903],1610612762.0,UTA,driving,,,Clarkson,J. Clarkson,,,,,Restricted Area,0-8 Center,2.75,Made,18.0,,,,,,,,,,,,,,,,,
649,PT05M31.00S,2022-10-22T02:07:53.8Z,4,REGULAR,3pt,Jump Shot,[],1630162,28.07161629434954,76.7156862745098,1610612750,106,104,2022-10-22T02:08:43Z,6340000,False,-134.0,211.0,1,left,MISS A. Edwards 25' step back 3PT,[1630162],1610612750.0,MIN,step back,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,25.01,Missed,,,,,,,,,,,,,,,,,,
650,PT05M28.00S,2022-10-22T02:07:56.8Z,4,REGULAR,rebound,defensive,[],203903,,,1610612762,106,104,2022-10-22T02:07:56Z,6350000,False,,,0,,J. Clarkson REBOUND (Off:2 Def:3),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,649.0,5.0,3.0,2.0,,,,
651,PT05M19.00S,2022-10-22T02:08:08.6Z,4,REGULAR,foul,personal,['2freethrow'],1629669,,,1610612762,106,104,2022-10-22T02:08:23Z,6360000,False,,,0,,J. Nowell shooting personal FOUL (4 PF) (Clarkson 2 FT),"[1629669, 203903]",1610612750.0,MIN,shooting,,,Nowell,J. Nowell,,,,,In The Paint (Non-RA),0-8 Center,,,,1629183.0,4.0,0.0,Clarkson,203903.0,,,,,,,,,,,,
653,PT05M19.00S,2022-10-22T02:08:32.9Z,4,REGULAR,freethrow,1 of 2,[],203903,,,1610612762,106,105,2022-10-22T02:08:33Z,6380000,False,,,0,,J. Clarkson Free Throw 1 of 2 (19 PTS),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,Made,19.0,,,,,,,,,,,,,,,,,
654,PT05M19.00S,2022-10-22T02:08:49.2Z,4,REGULAR,freethrow,2 of 2,[],203903,,,1610612762,106,106,2022-10-22T02:08:49Z,6390000,False,,,0,,J. Clarkson Free Throw 2 of 2 (20 PTS),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,Made,20.0,,,,,,,,,,,,,,,,,
655,PT05M06.00S,2022-10-22T02:09:03.5Z,4,REGULAR,2pt,Jump Shot,[],1626157,26.231931668856767,65.19607843137256,1610612750,108,106,2022-10-22T02:09:10Z,6400000,False,-76.0,194.0,1,left,K. Towns 20' Jump Shot (20 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Mid-Range,16-24 Left Center,20.84,Made,20.0,,,,,,,,,,,,,,,,,
656,PT04M51.00S,2022-10-22T02:09:18.5Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1628374,94.03745072273325,46.07843137254902,1610612762,108,108,2022-10-22T02:09:24Z,6410000,False,-20.0,4.0,1,right,L. Markkanen cutting DUNK (22 PTS) (J. Clarkson 5 AST),"[1628374, 203903]",1610612762.0,UTA,cutting,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,1.99,Made,22.0,,,,,,,J. Clarkson,203903.0,5.0,,,,,,,,
658,PT04M32.00S,2022-10-22T02:09:42.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629020,,,1610612750,108,108,2022-10-22T02:09:49Z,6430000,False,,,0,,J. Vanderbilt personal FOUL (5 PF) (Towns 2 FT),"[1629020, 1626157]",1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,In The Paint (Non-RA),0-8 Center,,,,2714.0,5.0,0.0,Towns,1626157.0,,,,,,,,,,,,
660,PT04M32.00S,2022-10-22T02:10:23.1Z,4,REGULAR,freethrow,1 of 2,[],1626157,,,1610612750,108,108,2022-10-22T02:10:23Z,6450000,False,,,0,,MISS K. Towns Free Throw 1 of 2,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
661,PT04M32.00S,2022-10-22T02:10:23.1Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612750,108,108,2022-10-22T02:10:23Z,6460000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,660.0,,,,,,,
662,PT04M32.00S,2022-10-22T02:10:23.9Z,4,REGULAR,substitution,out,[],1629669,,,1610612750,108,108,2022-10-22T02:10:36Z,6470000,False,,,0,,SUB out: J. Nowell,[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,,,,,,,,,
663,PT04M32.00S,2022-10-22T02:10:23.9Z,4,REGULAR,substitution,out,[],1629020,,,1610612750,108,108,2022-10-22T02:10:36Z,6480000,False,,,0,,SUB out: J. Vanderbilt,[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,,
664,PT04M32.00S,2022-10-22T02:10:23.9Z,4,REGULAR,substitution,in,[],203497,,,1610612750,108,108,2022-10-22T02:10:36Z,6490000,False,,,0,,SUB in: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
665,PT04M32.00S,2022-10-22T02:10:23.9Z,4,REGULAR,substitution,in,[],1627736,,,1610612750,108,108,2022-10-22T02:10:36Z,6500000,False,,,0,,SUB in: M. Beasley,[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
666,PT04M32.00S,2022-10-22T02:10:51.3Z,4,REGULAR,freethrow,2 of 2,[],1626157,,,1610612750,109,108,2022-10-22T02:10:51Z,6510000,False,,,0,,K. Towns Free Throw 2 of 2 (21 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,Made,21.0,,,,,,,,,,,,,,,,,
667,PT04M27.00S,2022-10-22T02:11:04.0Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,109,108,2022-10-22T02:11:04Z,6520000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,PT04M27.00S,2022-10-22T02:13:02.5Z,4,REGULAR,substitution,out,[],1629012,,,1610612762,109,108,2022-10-22T02:13:27Z,6530000,False,,,0,,SUB out: C. Sexton,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
669,PT04M27.00S,2022-10-22T02:13:02.5Z,4,REGULAR,substitution,in,[],201144,,,1610612762,109,108,2022-10-22T02:13:27Z,6540000,False,,,0,,SUB in: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
670,PT04M21.00S,2022-10-22T02:14:04.4Z,4,REGULAR,3pt,Jump Shot,[],1627736,75.3777923784494,83.33333333333334,1610612762,109,108,2022-10-22T02:14:10Z,6550000,False,167.0,179.0,1,right,MISS M. Beasley 24' 3PT,[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Right Center,24.45,Missed,,,,,,,,,,,,,,,,,,
671,PT04M19.00S,2022-10-22T02:14:06.4Z,4,REGULAR,rebound,defensive,[],1626157,,,1610612750,109,108,2022-10-22T02:14:10Z,6560000,False,,,0,,K. Towns REBOUND (Off:3 Def:3),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,670.0,6.0,3.0,3.0,,,,
672,PT04M04.00S,2022-10-22T02:14:21.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,8.492115637319317,46.07843137254902,1610612750,111,108,2022-10-22T02:14:27Z,6570000,False,20.0,27.0,1,left,A. Edwards driving Layup (26 PTS),[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,3.36,Made,26.0,,,,,,,,,,,,,,,,,
673,PT03M47.00S,2022-10-22T02:14:38.2Z,4,REGULAR,3pt,Jump Shot,[],203903,71.43561103810775,23.284313725490197,1610612762,111,111,2022-10-22T02:14:43Z,6580000,False,-134.0,216.0,1,right,J. Clarkson 25' 3PT pullup (23 PTS) (K. Olynyk 3 AST),"[203903, 203482]",1610612762.0,UTA,pullup,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Left Center,25.4,Made,23.0,,,,,,,K. Olynyk,203482.0,3.0,,,,,,,,
675,PT03M32.00S,2022-10-22T02:14:53.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,7.703679369250986,54.166666666666664,1610612750,111,111,2022-10-22T02:15:00Z,6600000,False,-21.0,20.0,1,left,MISS A. Edwards driving Layup,[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,2.88,Missed,,,,,,,,,,,,,,,,,,
676,PT03M29.00S,2022-10-22T02:14:56.9Z,4,REGULAR,rebound,defensive,[],1628374,,,1610612762,111,111,2022-10-22T02:15:44Z,6610000,False,,,0,,L. Markkanen REBOUND (Off:3 Def:8),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,675.0,11.0,8.0,3.0,,,,
677,PT03M25.00S,2022-10-22T02:15:00.3Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],203482,70.38436268068331,78.43137254901961,1610612762,111,114,2022-10-22T02:15:10Z,6620000,False,142.0,226.0,1,right,K. Olynyk 26' 3PT  (18 PTS) (M. Conley 7 AST),"[203482, 201144]",1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Above the Break 3,24+ Right Center,26.69,Made,18.0,,,,,,,M. Conley,201144.0,7.0,,,,,,,,
679,PT03M08.00S,2022-10-22T02:15:18.4Z,4,REGULAR,turnover,out-of-bounds,[],1626157,,,1610612750,111,114,2022-10-22T02:15:28Z,6640000,False,,,0,,K. Towns bad pass out-of-bounds TURNOVER (5 TO),[1626157],1610612750.0,MIN,bad pass,,,Towns,K. Towns,,,,,In The Paint (Non-RA),8-16 Center,,,,1155.0,,,,,5.0,,,,,,,,,,,
756,PT02M47.00S,2022-10-22T02:15:33.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203482,92.3784494086728,46.05545343137255,1610612762,111,114,2022-10-22T02:35:29Z,6645000,False,-20.0,19.0,1,right,MISS K. Olynyk driving Layup - blocked,"[203482, 1626156]",1610612762.0,UTA,driving,,,Olynyk,K. Olynyk,,,,,Restricted Area,0-8 Center,2.74,Missed,,,,,,,,,,,,,,,,,Russell,1626156.0
757,PT02M47.00S,2022-10-22T02:15:33.9Z,4,REGULAR,block,,[],1626156,,,1610612762,111,114,2022-10-22T02:35:04Z,6647500,False,,,0,,D. Russell BLOCK (1 BLK),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
758,PT02M46.00S,2022-10-22T02:15:34.9Z,4,REGULAR,rebound,offensive,[],203482,,,1610612762,111,114,2022-10-22T02:35:29Z,6648750,False,,,0,,K. Olynyk REBOUND (Off:1 Def:2),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,756.0,3.0,2.0,1.0,,,,
680,PT02M45.00S,2022-10-22T02:15:49.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203482,89.83245729303549,49.754901960784316,1610612762,111,114,2022-10-22T02:36:05Z,6650000,False,-1.0,43.0,1,right,MISS K. Olynyk putback Layup,[203482],1610612762.0,UTA,putback,,,Olynyk,K. Olynyk,,,,,Restricted Area,0-8 Center,4.31,Missed,,,,,,,,,,,,,,,,,,
681,PT02M43.00S,2022-10-22T02:15:51.4Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612762,111,114,2022-10-22T02:15:56Z,6660000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,680.0,,,,,,,
683,PT02M41.00S,2022-10-22T02:16:12.7Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",203903,70.38436268068331,20.588235294117645,1610612762,111,117,2022-10-22T02:16:24Z,6680000,False,-147.0,226.0,1,right,J. Clarkson 26' 3PT  (26 PTS) (M. Conley 8 AST),"[203903, 201144]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Left Center,26.96,Made,26.0,,,,,,,M. Conley,201144.0,8.0,,,,,,,,
685,PT02M22.00S,2022-10-22T02:16:31.1Z,4,REGULAR,3pt,Jump Shot,[],1626156,31.09395532194481,30.14705882352941,1610612750,111,117,2022-10-22T02:16:37Z,6700000,False,99.0,240.0,1,left,MISS D. Russell 25' 3PT,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Right Center,25.95,Missed,,,,,,,,,,,,,,,,,,
686,PT02M20.00S,2022-10-22T02:16:33.1Z,4,REGULAR,rebound,offensive,[],203497,,,1610612750,111,117,2022-10-22T02:16:37Z,6710000,False,,,0,,R. Gobert REBOUND (Off:7 Def:13),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,685.0,20.0,13.0,7.0,,,,
687,PT02M18.00S,2022-10-22T02:16:35.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203497,7.440867279894875,53.92156862745098,1610612750,111,117,2022-10-22T02:16:42Z,6720000,False,-20.0,17.0,1,left,MISS R. Gobert putback Layup - blocked,"[203497, 1628374]",1610612750.0,MIN,putback,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,2.62,Missed,,,,,,,,,,,,,,,,,Markkanen,1628374.0
688,PT02M18.00S,2022-10-22T02:16:35.1Z,4,REGULAR,block,,[],1628374,,,1610612750,111,117,2022-10-22T02:16:37Z,6730000,False,,,0,,L. Markkanen BLOCK (1 BLK),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
689,PT02M18.00S,2022-10-22T02:16:35.1Z,4,REGULAR,rebound,offensive,[],203497,,,1610612750,111,117,2022-10-22T02:16:42Z,6740000,False,,,0,,R. Gobert REBOUND (Off:8 Def:13),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,687.0,21.0,13.0,8.0,,,,
690,PT02M13.00S,2022-10-22T02:16:40.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630162,8.360709592641262,47.794117647058826,1610612750,113,117,2022-10-22T02:16:51Z,6750000,False,11.0,26.0,1,left,A. Edwards driving Layup (28 PTS),[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,2.83,Made,28.0,,,,,,,,,,,,,,,,,
691,PT01M54.00S,2022-10-22T02:16:59.9Z,4,REGULAR,3pt,Jump Shot,[],203482,92.72339027595268,5.392156862745098,1610612762,113,120,2022-10-22T02:17:04Z,6760000,False,-223.0,16.0,1,right,K. Olynyk 3PT  (21 PTS) (M. Conley 9 AST),"[203482, 201144]",1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Left Corner 3,24+ Left,22.36,Made,21.0,,,,,,,M. Conley,201144.0,9.0,,,,,,,,
693,PT01M54.00S,2022-10-22T02:17:09.3Z,4,REGULAR,timeout,full,['team'],0,,,1610612750,113,120,2022-10-22T02:17:09Z,6780000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,PT01M42.00S,2022-10-22T02:19:03.3Z,4,REGULAR,3pt,Jump Shot,[],1626157,32.013797634691194,50.98039215686274,1610612750,113,120,2022-10-22T02:19:11Z,6800000,False,-5.0,248.0,1,left,MISS K. Towns 24' 3PT,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Center,24.84,Missed,,,,,,,,,,,,,,,,,,
696,PT01M41.00S,2022-10-22T02:19:07.1Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612762,113,120,2022-10-22T02:19:07Z,6810000,False,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,695.0,,,,,,,
698,PT01M24.00S,2022-10-22T02:19:32.2Z,4,REGULAR,2pt,Jump Shot,[],201144,81.68528252299606,27.696078431372552,1610612762,113,120,2022-10-22T02:19:39Z,6830000,False,-112.0,120.0,1,right,MISS M. Conley 16' step back Shot,[201144],1610612762.0,UTA,step back,,,Conley,M. Conley,,,,,Mid-Range,16-24 Left Center,16.36,Missed,,,,,,,,,,,,,,,,,,
699,PT01M22.00S,2022-10-22T02:19:34.2Z,4,REGULAR,rebound,defensive,[],1630162,,,1610612750,113,120,2022-10-22T02:19:39Z,6840000,False,,,0,,A. Edwards REBOUND (Off:1 Def:4),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,698.0,5.0,4.0,1.0,,,,
700,PT01M16.00S,2022-10-22T02:19:40.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630162,7.30946123521682,54.90196078431373,1610612750,115,120,2022-10-22T02:19:47Z,6850000,False,-25.0,16.0,1,left,A. Edwards driving Layup (30 PTS),[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,2.94,Made,30.0,,,,,,,,,,,,,,,,,
701,PT01M00.00S,2022-10-22T02:20:02.1Z,4,REGULAR,turnover,out-of-bounds,[],203482,,,1610612762,115,120,2022-10-22T02:20:08Z,6860000,False,,,0,,K. Olynyk lost ball out-of-bounds TURNOVER (4 TO),[203482],1610612762.0,UTA,lost ball,,,Olynyk,K. Olynyk,,,,,Mid-Range,8-16 Center,,,,1155.0,,,,,4.0,,,,,,,,,,,
702,PT00M45.40S,2022-10-22T02:20:28.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626157,9.280551905387648,37.254901960784316,1610612750,115,120,2022-10-22T02:20:33Z,6870000,False,64.0,35.0,1,left,MISS K. Towns 7' driving Layup,[1626157],1610612750.0,MIN,driving,,,Towns,K. Towns,,,,,In The Paint (Non-RA),0-8 Center,7.25,Missed,,,,,,,,,,,,,,,,,,
703,PT00M45.10S,2022-10-22T02:20:28.7Z,4,REGULAR,rebound,offensive,[],203497,,,1610612750,115,120,2022-10-22T02:22:19Z,6880000,False,,,0,,R. Gobert REBOUND (Off:9 Def:13),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,702.0,22.0,13.0,9.0,,,,
704,PT00M45.10S,2022-10-22T02:20:32.2Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",203497,5.590000152587891,50.0,1610612750,115,120,2022-10-22T02:21:53Z,6895000,False,0.0,0.0,1,left,MISS R. Gobert tip Layup,[203497],1610612750.0,MIN,tip,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
705,PT00M44.80S,2022-10-22T02:20:32.5Z,4,REGULAR,rebound,offensive,[],203497,,,1610612750,115,120,2022-10-22T02:21:53Z,6902500,False,,,0,,R. Gobert REBOUND (Off:10 Def:13),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,704.0,23.0,13.0,10.0,,,,
