actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
22,PT10M07.00S,2022-12-04T01:12:59.0Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630162,6.521024967148489,50.49019607843137,1610612750,2,5,2022-12-04T01:15:54Z,220000,False,-2.0,9.0,1,left,MISS A. Edwards running Layup,[1630162],1610612750.0,MIN,running,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,,0.91,Missed,,,,,,,,,,,,,,,,
23,PT10M04.00S,2022-12-04T01:13:02.0Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612760,2,5,2022-12-04T01:28:51Z,230000,False,,,0,,J. Giddey REBOUND (Off:0 Def:2),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,,,,,22.0,2.0,2.0,0.0,,,,,,,,,,,,
26,PT10M03.00S,2022-12-04T01:13:05.6Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630581,94.43166885676742,50.245098039215684,1610612760,2,7,2022-12-04T01:18:23Z,260000,False,1.0,0.0,1,right,J. Giddey running Layup (2 PTS),[1630581],1610612760.0,OKC,running,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,,,0.12,Made,,,,,2.0,,,,,,,,,,,
27,PT10M03.00S,2022-12-04T01:13:10.2Z,1,REGULAR,foul,personal,['1freethrow'],1626156,,,1610612760,2,7,2022-12-04T01:13:15Z,270000,False,,,0,,D. Russell shooting personal FOUL (1 PF) (Giddey 1 FT),"[1626156, 1630581]",1610612750.0,MIN,shooting,,,Russell,D. Russell,,,,,Restricted Area,0-8 Center,1198.0,,,,,,,,,,,,1.0,0.0,Giddey,1630581.0,,,,
29,PT10M03.00S,2022-12-04T01:13:34.8Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],1630581,,,1610612760,2,8,2022-12-04T01:13:34Z,290000,False,,,0,,J. Giddey Free Throw 1 of 1 (3 PTS),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,Made,,,,,3.0,,,,,,,,,,,
30,PT09M51.00S,2022-12-04T01:13:48.8Z,1,REGULAR,3pt,Jump Shot,[],1630183,32.53942181340342,51.225490196078425,1610612750,5,8,2022-12-04T01:13:52Z,300000,False,-6.0,253.0,1,left,J. McDaniels 25' 3PT  (3 PTS) (D. Russell 1 AST),"[1630183, 1626156]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Center,,,25.35,Made,,,,,3.0,D. Russell,1626156.0,1.0,,,,,,,,
32,PT09M43.00S,2022-12-04T01:14:00.1Z,1,REGULAR,foul,personal,['2freethrow'],1630183,,,1610612760,5,8,2022-12-04T01:14:08Z,320000,False,,,0,,J. McDaniels shooting personal FOUL (1 PF) (Gilgeous-Alexander 2 FT),"[1630183, 1628983]",1610612750.0,MIN,shooting,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,1151.0,,,,,,,,,,,,1.0,0.0,Gilgeous-Alexander,1628983.0,,,,
34,PT09M43.00S,2022-12-04T01:14:21.2Z,1,REGULAR,freethrow,1 of 2,[],1628983,,,1610612760,5,9,2022-12-04T01:14:21Z,340000,False,,,0,,S. Gilgeous-Alexander Free Throw 1 of 2 (1 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,Made,,,,,1.0,,,,,,,,,,,
35,PT09M43.00S,2022-12-04T01:14:32.9Z,1,REGULAR,freethrow,2 of 2,[],1628983,,,1610612760,5,10,2022-12-04T01:14:32Z,350000,False,,,0,,S. Gilgeous-Alexander Free Throw 2 of 2 (2 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,Made,,,,,2.0,,,,,,,,,,,
36,PT09M26.00S,2022-12-04T01:14:55.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630162,11.908672798948752,50.245098039215684,1610612750,5,10,2022-12-04T01:19:54Z,360000,False,-1.0,59.0,1,left,MISS A. Edwards driving floating Shot,[1630162],1610612750.0,MIN,driving floating,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),0-8 Center,,,5.94,Missed,,,,,,,,,,,,,,,,
37,PT09M23.00S,2022-12-04T01:14:58.6Z,1,REGULAR,rebound,defensive,[],1630197,,,1610612760,5,10,2022-12-04T01:15:01Z,370000,False,,,0,,A. Pokusevski REBOUND (Off:0 Def:2),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,In The Paint (Non-RA),0-8 Center,,,,,36.0,2.0,2.0,0.0,,,,,,,,,,,,
38,PT09M16.00S,2022-12-04T01:15:04.3Z,1,REGULAR,turnover,bad pass,[],1630581,,,1610612760,5,10,2022-12-04T01:15:08Z,380000,False,,,0,,J. Giddey bad pass TURNOVER (1 TO),"[1630581, 1626156]",1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Mid-Range,16-24 Center,,1.0,,,,,,,,,,,,,,,Russell,1626156.0,,
39,PT09M16.00S,2022-12-04T01:15:04.3Z,1,REGULAR,steal,,[],1626156,,,1610612750,5,10,2022-12-04T01:15:06Z,390000,False,,,0,,D. Russell STEAL (1 STL),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
40,PT09M12.00S,2022-12-04T01:15:09.0Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1626156,7.30946123521682,49.754901960784316,1610612750,7,10,2022-12-04T01:21:16Z,400000,False,1.0,16.0,1,left,D. Russell running finger roll Layup (2 PTS),[1626156],1610612750.0,MIN,running finger roll,,,Russell,D. Russell,,,,,Restricted Area,0-8 Center,,,1.62,Made,,,,,2.0,,,,,,,,,,,
41,PT08M51.00S,2022-12-04T01:15:29.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630197,81.94809461235218,48.529411764705884,1610612760,7,12,2022-12-04T01:22:43Z,410000,False,-7.0,117.0,1,right,A. Pokusevski 11' turnaround fadeaway Jump Shot (2 PTS),[1630197],1610612760.0,OKC,turnaround fadeaway,,,Pokusevski,A. Pokusevski,,,,,In The Paint (Non-RA),8-16 Center,,,11.74,Made,,,,,2.0,,,,,,,,,,,
42,PT08M37.00S,2022-12-04T01:15:50.0Z,1,REGULAR,turnover,out-of-bounds,[],1630162,,,1610612750,7,12,2022-12-04T01:23:25Z,420000,False,,,0,,A. Edwards bad pass out-of-bounds TURNOVER (1 TO),[1630162],1610612750.0,MIN,bad pass,,,Edwards,A. Edwards,,,,,Mid-Range,8-16 Right,1151.0,1.0,,,,,,,,,,,,,,,,,,
43,PT08M20.00S,2022-12-04T01:16:13.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630197,91.14651773981603,94.85294117647058,1610612760,7,12,2022-12-04T01:16:19Z,430000,False,224.0,31.0,1,right,MISS A. Pokusevski 3PT,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,Right Corner 3,24+ Right,,,22.64,Missed,,,,,,,,,,,,,,,,
44,PT08M17.00S,2022-12-04T01:16:16.6Z,1,REGULAR,rebound,offensive,[],1630526,,,1610612760,7,12,2022-12-04T01:16:19Z,440000,False,,,0,,J. Robinson-Earl REBOUND (Off:1 Def:0),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,Right Corner 3,24+ Right,,,,,43.0,1.0,0.0,1.0,,,,,,,,,,,,
45,PT08M15.00S,2022-12-04T01:16:18.1Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1629652,94.56307490144546,81.86274509803921,1610612760,7,12,2022-12-04T01:16:22Z,450000,False,159.0,-1.0,1,right,MISS L. Dort 15' Jump Shot,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Mid-Range,8-16 Right,,,15.93,Missed,,,,,,,,,,,,,,,,
46,PT08M12.00S,2022-12-04T01:16:21.1Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,7,12,2022-12-04T01:16:22Z,460000,False,,,0,,R. Gobert REBOUND (Off:0 Def:2),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Mid-Range,8-16 Right,,,,,45.0,2.0,2.0,0.0,,,,,,,,,,,,
47,PT08M07.00S,2022-12-04T01:16:26.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1626156,13.87976346911958,56.127450980392155,1610612750,9,12,2022-12-04T01:16:33Z,470000,False,-31.0,78.0,1,left,D. Russell 8' driving floating Jump Shot (4 PTS),[1626156],1610612750.0,MIN,driving floating,,,Russell,D. Russell,,,,,In The Paint (Non-RA),8-16 Center,,,8.38,Made,,,,,4.0,,,,,,,,,,,
48,PT07M48.00S,2022-12-04T01:16:45.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630581,92.46057818659659,55.14705882352941,1610612760,9,12,2022-12-04T01:26:18Z,480000,False,26.0,18.0,1,right,MISS J. Giddey driving floating bank Shot,[1630581],1610612760.0,OKC,driving floating bank,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,,,3.16,Missed,,,,,,,,,,,,,,,,
49,PT07M44.00S,2022-12-04T01:16:49.4Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,9,12,2022-12-04T01:29:03Z,490000,False,,,0,,A. Edwards REBOUND (Off:0 Def:1),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,,,,48.0,1.0,1.0,0.0,,,,,,,,,,,,
50,PT07M42.00S,2022-12-04T01:16:51.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626156,22.552562417871222,10.294117647058822,1610612750,9,12,2022-12-04T01:26:56Z,500000,False,199.0,159.0,1,left,MISS D. Russell 25' running 3PT,[1626156],1610612750.0,MIN,running,,,Russell,D. Russell,,,,,Above the Break 3,24+ Right Center,,,25.46,Missed,,,,,,,,,,,,,,,,
51,PT07M40.00S,2022-12-04T01:16:53.7Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612760,9,12,2022-12-04T01:16:58Z,510000,False,,,0,,J. Giddey REBOUND (Off:0 Def:3),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Right Center,,,,,50.0,3.0,3.0,0.0,,,,,,,,,,,,
52,PT07M32.00S,2022-12-04T01:17:01.4Z,1,REGULAR,3pt,Jump Shot,[],1628983,82.47371879106439,5.392156862745098,1610612760,9,12,2022-12-04T01:17:06Z,520000,False,-223.0,112.0,1,right,MISS S. Gilgeous-Alexander 24' 3PT,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Left Center,,,24.96,Missed,,,,,,,,,,,,,,,,
53,PT07M28.00S,2022-12-04T01:17:05.6Z,1,REGULAR,rebound,offensive,[],1630526,,,1610612760,9,12,2022-12-04T01:17:05Z,530000,False,,,0,,J. Robinson-Earl REBOUND (Off:2 Def:0),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,Above the Break 3,24+ Left Center,,,,,52.0,2.0,0.0,2.0,,,,,,,,,,,,
54,PT07M28.00S,2022-12-04T01:17:05.6Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630526,94.40999984741211,50.0,1610612760,9,12,2022-12-04T01:17:08Z,540000,False,0.0,0.0,1,right,MISS J. Robinson-Earl tip Layup,[1630526],1610612760.0,OKC,tip,,,Robinson-Earl,J. Robinson-Earl,,,,,Restricted Area,0-8 Center,,,0.0,Missed,,,,,,,,,,,,,,,,
55,PT07M28.00S,2022-12-04T01:17:05.6Z,1,REGULAR,rebound,offensive,[],1630197,,,1610612760,9,12,2022-12-04T01:17:08Z,550000,False,,,0,,A. Pokusevski REBOUND (Off:1 Def:2),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,Restricted Area,0-8 Center,,,,,54.0,3.0,2.0,1.0,,,,,,,,,,,,
56,PT07M26.00S,2022-12-04T01:17:06.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630197,94.40999984741211,50.0,1610612760,9,12,2022-12-04T01:17:06Z,560000,False,0.0,0.0,1,right,MISS A. Pokusevski tip Layup,[1630197],1610612760.0,OKC,tip,,,Pokusevski,A. Pokusevski,,,,,Mid-Range,8-16 Left,,,0.0,Missed,,,,,,,,,,,,,,,,
57,PT07M25.00S,2022-12-04T01:17:07.8Z,1,REGULAR,rebound,offensive,[],1630197,,,1610612760,9,12,2022-12-04T01:17:07Z,570000,False,,,0,,A. Pokusevski REBOUND (Off:2 Def:2),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,Mid-Range,8-16 Left,,,,,56.0,4.0,2.0,2.0,,,,,,,,,,,,
58,PT07M23.00S,2022-12-04T01:17:09.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630197,94.03745072273325,50.98039215686274,1610612760,9,14,2022-12-04T01:30:26Z,580000,False,5.0,4.0,1,right,A. Pokusevski tip Layup (4 PTS),[1630197],1610612760.0,OKC,tip,,,Pokusevski,A. Pokusevski,,,,,Restricted Area,0-8 Center,,,0.6,Made,,,,,4.0,,,,,,,,,,,
59,PT07M17.00S,2022-12-04T01:17:17.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203497,6.915243101182654,49.754901960784316,1610612750,11,14,2022-12-04T01:30:45Z,590000,False,1.0,13.0,1,left,R. Gobert driving Layup (2 PTS),[203497],1610612750.0,MIN,driving,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,1.26,Made,,,,,2.0,,,,,,,,,,,
60,PT07M06.00S,2022-12-04T01:17:30.9Z,1,REGULAR,foul,personal,['2freethrow'],203497,,,1610612760,11,14,2022-12-04T01:17:36Z,600000,False,,,0,,R. Gobert shooting personal FOUL (1 PF) (Gilgeous-Alexander 2 FT),"[203497, 1628983]",1610612750.0,MIN,shooting,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),8-16 Left,1151.0,,,,,,,,,,,,1.0,0.0,Gilgeous-Alexander,1628983.0,,,,
62,PT07M06.00S,2022-12-04T01:17:53.9Z,1,REGULAR,freethrow,1 of 2,[],1628983,,,1610612760,11,15,2022-12-04T01:17:53Z,620000,False,,,0,,S. Gilgeous-Alexander Free Throw 1 of 2 (3 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,Made,,,,,3.0,,,,,,,,,,,
63,PT07M06.00S,2022-12-04T01:18:10.4Z,1,REGULAR,freethrow,2 of 2,[],1628983,,,1610612760,11,16,2022-12-04T01:18:10Z,630000,False,,,0,,S. Gilgeous-Alexander Free Throw 2 of 2 (4 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,Made,,,,,4.0,,,,,,,,,,,
64,PT06M48.00S,2022-12-04T01:18:31.7Z,1,REGULAR,2pt,Jump Shot,[],1630162,20.05584756898817,25.49019607843137,1610612750,13,16,2022-12-04T01:18:35Z,640000,False,123.0,136.0,1,left,A. Edwards 18' pullup Jump Shot (2 PTS),[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Right Center,,,18.3,Made,,,,,2.0,,,,,,,,,,,
65,PT06M40.00S,2022-12-04T01:18:41.8Z,1,REGULAR,foul,offensive,[],1629652,,,1610612760,13,16,2022-12-04T01:18:53Z,650000,False,,,0,,L. Dort offensive FOUL (1 PF),"[1629652, 1630183]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Right Center,1627962.0,,,,,,,,,,,,1.0,0.0,McDaniels,1630183.0,,,,
67,PT06M40.00S,2022-12-04T01:18:41.8Z,1,REGULAR,turnover,offensive foul,[],1629652,,,1610612760,13,16,2022-12-04T01:18:41Z,670000,False,,,0,,L. Dort offensive foul TURNOVER (1 TO),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Right Center,1627962.0,1.0,,,,,,,,,,,,,,,,,,
68,PT06M40.00S,2022-12-04T01:18:52.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,13,16,2022-12-04T01:18:52Z,680000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M29.00S,2022-12-04T01:21:52.4Z,1,REGULAR,foul,personal,[],1629652,,,1610612750,13,16,2022-12-04T01:22:15Z,690000,False,,,0,,L. Dort personal FOUL (2 PF),"[1629652, 1630162]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,Mid-Range,16-24 Right Center,1627962.0,,,,,,,,,,,,2.0,0.0,Edwards,1630162.0,,,,
71,PT06M18.00S,2022-12-04T01:22:19.5Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630162,25.837713534822605,60.78431372549019,1610612750,13,16,2022-12-04T01:22:24Z,710000,False,-54.0,190.0,1,left,MISS A. Edwards 19' pullup Shot,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Center,,,19.79,Missed,,,,,,,,,,,,,,,,
72,PT06M15.00S,2022-12-04T01:22:22.5Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612760,13,16,2022-12-04T01:22:24Z,720000,False,,,0,,J. Giddey REBOUND (Off:0 Def:4),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Mid-Range,16-24 Center,,,,,71.0,4.0,4.0,0.0,,,,,,,,,,,,
73,PT06M10.00S,2022-12-04T01:22:27.1Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],1628983,92.59198423127464,17.892156862745097,1610612760,13,18,2022-12-04T01:32:47Z,730000,False,-161.0,17.0,1,right,S. Gilgeous-Alexander 16' running pullup Jump Shot (6 PTS) (A. Pokusevski 1 AST),"[1628983, 1630197]",1610612760.0,OKC,running pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,16-24 Left,,,16.14,Made,,,,,6.0,A. Pokusevski,1630197.0,1.0,,,,,,,,
74,PT06M00.00S,2022-12-04T01:22:36.5Z,1,REGULAR,3pt,Jump Shot,[],1626156,19.793035479632064,91.66666666666666,1610612750,13,18,2022-12-04T01:33:36Z,740000,False,-208.0,134.0,1,left,MISS D. Russell 24' pullup 3PT,[1626156],1610612750.0,MIN,pullup,,,Russell,D. Russell,,,,,Above the Break 3,24+ Left Center,,,24.75,Missed,,,,,,,,,,,,,,,,
75,PT05M58.00S,2022-12-04T01:22:39.0Z,1,REGULAR,rebound,offensive,[],203497,,,1610612750,13,18,2022-12-04T01:22:39Z,750000,False,,,0,,R. Gobert REBOUND (Off:1 Def:2),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Left Center,,,,,74.0,3.0,2.0,1.0,,,,,,,,,,,,
76,PT05M56.00S,2022-12-04T01:22:40.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203497,6.783837056504599,51.225490196078425,1610612750,15,18,2022-12-04T01:22:46Z,760000,False,-6.0,11.0,1,left,R. Gobert Layup (4 PTS),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,1.28,Made,,,,,4.0,,,,,,,,,,,
77,PT05M42.00S,2022-12-04T01:22:55.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,93.9060446780552,49.26470588235294,1610612760,15,20,2022-12-04T01:23:01Z,770000,False,-4.0,5.0,1,right,S. Gilgeous-Alexander driving Layup (8 PTS) (J. Giddey 2 AST),"[1628983, 1630581]",1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,0.61,Made,,,,,8.0,J. Giddey,1630581.0,2.0,,,,,,,,
