actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
21,PT10M44.00S,2023-02-02T01:15:50.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629675,13.87976346911958,44.85294117647059,1610612750,0,4,2023-02-02T01:17:26Z,210000,False,26.0,78.0,1,left,MISS N. Reid 8' turnaround Hook,[1629675],1610612750.0,MIN,turnaround,,,Reid,N. Reid,,,,,In The Paint (Non-RA),8-16 Center,8.21,Missed,,,,,,,,,,,,,,,,,,
22,PT10M42.00S,2023-02-02T01:15:52.4Z,1,REGULAR,rebound,offensive,[],1630183,,,1610612750,0,4,2023-02-02T01:15:58Z,220000,False,,,0,,J. McDaniels REBOUND (Off:1 Def:0),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),8-16 Center,,,21.0,,,,,1.0,0.0,1.0,,,,,,,,,,
23,PT10M39.00S,2023-02-02T01:15:55.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630183,16.507884362680684,44.36274509803921,1610612750,0,4,2023-02-02T01:16:02Z,230000,False,28.0,103.0,1,left,MISS J. McDaniels 10' Jump Shot,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),8-16 Center,10.65,Missed,,,,,,,,,,,,,,,,,,
24,PT10M38.00S,2023-02-02T01:15:56.7Z,1,REGULAR,rebound,defensive,[],201939,,,1610612744,0,4,2023-02-02T01:16:02Z,240000,False,,,0,,S. Curry REBOUND (Off:0 Def:1),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,In The Paint (Non-RA),8-16 Center,,,23.0,,,,,1.0,1.0,0.0,,,,,,,,,,
25,PT10M34.00S,2023-02-02T01:16:00.7Z,1,REGULAR,turnover,bad pass,[],201939,,,1610612744,0,4,2023-02-02T01:16:07Z,250000,False,,,0,,S. Curry bad pass TURNOVER (1 TO),"[201939, 1630183]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,1.0,McDaniels,1630183.0,,
26,PT10M34.00S,2023-02-02T01:16:00.7Z,1,REGULAR,steal,,[],1630183,,,1610612750,0,4,2023-02-02T01:16:03Z,260000,False,,,0,,J. McDaniels STEAL (1 STL),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
27,PT10M30.00S,2023-02-02T01:16:05.4Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630162,16.63929040735874,33.57843137254902,1610612750,2,4,2023-02-02T01:18:14Z,270000,False,82.0,104.0,1,left,A. Edwards 13' driving floating Jump Shot (2 PTS) (J. McDaniels 1 AST),"[1630162, 1630183]",1610612750.0,MIN,driving floating,,,Edwards,A. Edwards,,,,,Mid-Range,8-16 Right,13.24,Made,,2.0,J. McDaniels,1630183.0,1.0,,,,,,,,,,,,,
29,PT10M21.00S,2023-02-02T01:16:14.2Z,1,REGULAR,3pt,Jump Shot,[],203952,75.24638633377135,10.784313725490197,1610612744,2,4,2023-02-02T01:16:21Z,290000,False,-196.0,180.0,1,right,MISS A. Wiggins 26' 3PT,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Left Center,26.63,Missed,,,,,,,,,,,,,,,,,,
30,PT10M17.00S,2023-02-02T01:16:18.2Z,1,REGULAR,rebound,defensive,[],1629675,,,1610612750,2,4,2023-02-02T01:16:23Z,300000,False,,,0,,N. Reid REBOUND (Off:0 Def:1),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Left Center,,,29.0,,,,,1.0,1.0,0.0,,,,,,,,,,
31,PT10M09.00S,2023-02-02T01:16:25.9Z,1,REGULAR,3pt,Jump Shot,[],1626156,21.50131406044678,89.4607843137255,1610612750,5,4,2023-02-02T01:16:30Z,310000,False,-197.0,150.0,1,left,D. Russell 24' 3PT  (3 PTS) (A. Edwards 1 AST),"[1626156, 1630162]",1610612750.0,MIN,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Left Center,24.76,Made,,3.0,A. Edwards,1630162.0,1.0,,,,,,,,,,,,,
33,PT09M58.00S,2023-02-02T01:16:36.4Z,1,REGULAR,turnover,bad pass,[],203110,,,1610612744,5,4,2023-02-02T01:16:42Z,330000,False,,,0,,D. Green bad pass TURNOVER (1 TO),"[203110, 1630162]",1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,1.0,Edwards,1630162.0,,
34,PT09M58.00S,2023-02-02T01:16:36.4Z,1,REGULAR,steal,,[],1630162,,,1610612750,5,4,2023-02-02T01:16:38Z,340000,False,,,0,,A. Edwards STEAL (1 STL),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
35,PT09M54.00S,2023-02-02T01:16:40.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630162,6.783837056504599,50.0,1610612750,7,4,2023-02-02T01:16:49Z,350000,False,0.0,11.0,1,left,A. Edwards running Layup (4 PTS),[1630162],1610612750.0,MIN,running,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,1.13,Made,,4.0,,,,,,,,,,,,,,,,
36,PT09M43.00S,2023-02-02T01:16:51.4Z,1,REGULAR,3pt,Jump Shot,[],201939,69.99014454664915,20.098039215686274,1610612744,7,4,2023-02-02T01:16:56Z,360000,False,-150.0,230.0,1,right,MISS S. Curry 27' 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Left Center,27.4,Missed,,,,,,,,,,,,,,,,,,
37,PT09M40.00S,2023-02-02T01:16:54.4Z,1,REGULAR,rebound,defensive,[],1626156,,,1610612750,7,4,2023-02-02T01:16:56Z,370000,False,,,0,,D. Russell REBOUND (Off:0 Def:1),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Left Center,,,36.0,,,,,1.0,1.0,0.0,,,,,,,,,,
38,PT09M36.00S,2023-02-02T01:16:59.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1626156,7.966491458607096,49.754901960784316,1610612750,9,4,2023-02-02T01:17:03Z,380000,False,1.0,22.0,1,left,D. Russell driving Layup (5 PTS),[1626156],1610612750.0,MIN,driving,,,Russell,D. Russell,,,,,Restricted Area,0-8 Center,2.24,Made,,5.0,,,,,,,,,,,,,,,,
39,PT09M24.00S,2023-02-02T01:17:13.6Z,1,REGULAR,foul,personal,['2freethrow'],1629675,,,1610612744,9,4,2023-02-02T01:17:19Z,390000,False,,,0,,N. Reid shooting personal FOUL (1 PF) (Thompson 2 FT),"[1629675, 202691]",1610612750.0,MIN,shooting,,,Reid,N. Reid,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,2530.0,1.0,0.0,Thompson,202691.0,,,,,
41,PT09M24.00S,2023-02-02T01:17:44.6Z,1,REGULAR,freethrow,1 of 2,[],202691,,,1610612744,9,5,2023-02-02T01:17:44Z,410000,False,,,0,,K. Thompson Free Throw 1 of 2 (3 PTS),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,Made,,3.0,,,,,,,,,,,,,,,,
42,PT09M24.00S,2023-02-02T01:18:01.3Z,1,REGULAR,freethrow,2 of 2,[],202691,,,1610612744,9,6,2023-02-02T01:18:01Z,420000,False,,,0,,K. Thompson Free Throw 2 of 2 (4 PTS),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,Made,,4.0,,,,,,,,,,,,,,,,
43,PT09M01.00S,2023-02-02T01:18:24.9Z,1,REGULAR,3pt,Jump Shot,[],1630162,32.53942181340342,63.725490196078425,1610612750,9,6,2023-02-02T01:20:40Z,430000,False,-69.0,253.0,1,left,MISS A. Edwards 26' pullup 3PT,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Center,26.25,Missed,,,,,,,,,,,,,,,,,,
44,PT09M01.00S,2023-02-02T01:18:24.9Z,1,REGULAR,rebound,offensive,[],203937,,,1610612750,9,6,2023-02-02T01:20:40Z,440000,False,,,0,,K. Anderson REBOUND (Off:1 Def:0),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Above the Break 3,24+ Center,,,43.0,,,,,1.0,0.0,1.0,,,,,,,,,,
45,PT08M54.00S,2023-02-02T01:18:32.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629675,6.389618922470433,49.26470588235294,1610612750,11,6,2023-02-02T01:18:36Z,450000,False,4.0,8.0,1,left,N. Reid driving reverse Layup (2 PTS) (K. Anderson 1 AST),"[1629675, 203937]",1610612750.0,MIN,driving reverse,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,0.85,Made,,2.0,K. Anderson,203937.0,1.0,,,,,,,,,,,,,
47,PT08M44.00S,2023-02-02T01:18:41.8Z,1,REGULAR,3pt,Jump Shot,[],202691,74.32654402102497,84.06862745098039,1610612744,11,6,2023-02-02T01:18:46Z,470000,False,170.0,189.0,1,right,MISS K. Thompson 25' 3PT,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Right Center,25.43,Missed,,,,,,,,,,,,,,,,,,
48,PT08M41.00S,2023-02-02T01:18:44.8Z,1,REGULAR,rebound,defensive,[],203937,,,1610612750,11,6,2023-02-02T01:18:46Z,480000,False,,,0,,K. Anderson REBOUND (Off:1 Def:1),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Above the Break 3,24+ Right Center,,,47.0,,,,,2.0,1.0,1.0,,,,,,,,,,
49,PT08M33.00S,2023-02-02T01:18:52.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203937,8.886333771353483,39.705882352941174,1610612750,13,6,2023-02-02T01:21:46Z,490000,False,51.0,31.0,1,left,K. Anderson 6' driving floating Jump Shot (2 PTS),[203937],1610612750.0,MIN,driving floating,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),0-8 Center,6.01,Made,,2.0,,,,,,,,,,,,,,,,
50,PT08M14.00S,2023-02-02T01:19:11.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203952,88.38699080157687,53.92156862745098,1610612744,13,8,2023-02-02T01:19:17Z,500000,False,20.0,57.0,1,right,A. Wiggins 6' turnaround Hook (2 PTS),[203952],1610612744.0,GSW,turnaround,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),0-8 Center,6.0,Made,,2.0,,,,,,,,,,,,,,,,
51,PT08M04.00S,2023-02-02T01:19:21.3Z,1,REGULAR,3pt,Jump Shot,[],1626156,19.004599211563733,8.333333333333332,1610612750,13,8,2023-02-02T01:19:26Z,510000,False,208.0,126.0,1,left,MISS D. Russell 24' 3PT,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Right Center,24.35,Missed,,,,,,,,,,,,,,,,,,
52,PT08M02.00S,2023-02-02T01:19:23.3Z,1,REGULAR,rebound,defensive,[],201939,,,1610612744,13,8,2023-02-02T01:19:26Z,520000,False,,,0,,S. Curry REBOUND (Off:0 Def:2),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,,,51.0,,,,,2.0,2.0,0.0,,,,,,,,,,
53,PT07M57.00S,2023-02-02T01:19:30.0Z,1,REGULAR,turnover,out-of-bounds,[],203110,,,1610612744,13,8,2023-02-02T01:19:37Z,530000,False,,,0,,D. Green bad pass out-of-bounds TURNOVER (2 TO),[203110],1610612744.0,GSW,bad pass,,,Green,D. Green,,,,,Above the Break 3,24+ Center,,,,,,,,,,,204058.0,,,,,2.0,,,,
54,PT07M41.00S,2023-02-02T01:19:52.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626156,31.488173455978973,67.64705882352942,1610612750,16,8,2023-02-02T01:19:56Z,540000,False,-88.0,243.0,1,left,D. Russell 25' 3PT  (8 PTS) (A. Edwards 2 AST),"[1626156, 1630162]",1610612750.0,MIN,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Left Center,25.9,Made,,8.0,A. Edwards,1630162.0,2.0,,,,,,,,,,,,,
56,PT07M16.00S,2023-02-02T01:20:17.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203952,92.46057818659659,45.34313725490196,1610612744,16,10,2023-02-02T01:20:21Z,560000,False,-23.0,18.0,1,right,A. Wiggins Layup (4 PTS) (D. Green 1 AST),"[203952, 203110]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,2.97,Made,,4.0,D. Green,203110.0,1.0,,,,,,,,,,,,,
58,PT07M04.00S,2023-02-02T01:20:28.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626156,6.389618922470433,52.450980392156865,1610612750,16,10,2023-02-02T01:20:36Z,580000,False,-12.0,8.0,1,left,MISS D. Russell driving Layup - blocked,"[1626156, 201939]",1610612750.0,MIN,driving,,,Russell,D. Russell,,,,,Restricted Area,0-8 Center,1.45,Missed,,,,,,,,,,,,,,,,,Curry,201939.0
59,PT07M04.00S,2023-02-02T01:20:28.9Z,1,REGULAR,block,,[],201939,,,1610612750,16,10,2023-02-02T01:20:33Z,590000,False,,,0,,S. Curry BLOCK (1 BLK),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
60,PT07M00.00S,2023-02-02T01:20:32.9Z,1,REGULAR,rebound,defensive,[],202691,,,1610612744,16,10,2023-02-02T01:20:36Z,600000,False,,,0,,K. Thompson REBOUND (Off:0 Def:1),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Restricted Area,0-8 Center,,,58.0,,,,,1.0,1.0,0.0,,,,,,,,,,
61,PT06M57.00S,2023-02-02T01:20:35.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202691,82.21090670170827,93.87254901960785,1610612744,16,13,2023-02-02T01:20:40Z,610000,False,219.0,115.0,1,right,K. Thompson 24' 3PT  (7 PTS) (J. Poole 1 AST),"[202691, 1629673]",1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Right Center,24.76,Made,,7.0,J. Poole,1629673.0,1.0,,,,,,,,,,,,,
63,PT06M43.00S,2023-02-02T01:20:50.2Z,1,REGULAR,3pt,Jump Shot,[],1630162,28.991458607095925,72.79411764705883,1610612750,16,13,2023-02-02T01:20:55Z,630000,False,-114.0,220.0,1,left,MISS A. Edwards 24' step back 3PT,[1630162],1610612750.0,MIN,step back,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,24.78,Missed,,,,,,,,,,,,,,,,,,
64,PT06M40.00S,2023-02-02T01:20:53.2Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,16,13,2023-02-02T01:20:55Z,640000,False,,,0,,D. Green REBOUND (Off:0 Def:1),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Left Center,,,63.0,,,,,1.0,1.0,0.0,,,,,,,,,,
65,PT06M36.00S,2023-02-02T01:20:56.6Z,1,REGULAR,turnover,lost ball,[],201939,,,1610612744,16,13,2023-02-02T01:21:02Z,650000,False,,,0,,S. Curry lost ball TURNOVER (2 TO),"[201939, 1630162]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,2.0,Edwards,1630162.0,,
66,PT06M36.00S,2023-02-02T01:20:56.6Z,1,REGULAR,steal,,[],1630162,,,1610612750,16,13,2023-02-02T01:20:58Z,660000,False,,,0,,A. Edwards STEAL (2 STL),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
67,PT06M32.00S,2023-02-02T01:21:00.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630183,6.652431011826544,49.50980392156863,1610612750,18,13,2023-02-02T01:21:10Z,670000,False,2.0,10.0,1,left,J. McDaniels running DUNK (2 PTS) (A. Edwards 3 AST),"[1630183, 1630162]",1610612750.0,MIN,running,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,1.03,Made,,2.0,A. Edwards,1630162.0,3.0,,,,,,,,,,,,,
69,PT06M13.00S,2023-02-02T01:21:19.4Z,1,REGULAR,3pt,Jump Shot,[],1629673,79.45137976346912,9.068627450980392,1610612744,18,16,2023-02-02T01:21:27Z,690000,False,-205.0,141.0,1,right,J. Poole 24' 3PT  (3 PTS) (A. Wiggins 2 AST),"[1629673, 203952]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Left Center,24.84,Made,,3.0,A. Wiggins,203952.0,2.0,,,,,,,,,,,,,
71,PT06M06.00S,2023-02-02T01:21:29.6Z,1,REGULAR,foul,personal,[],201939,,,1610612750,18,16,2023-02-02T01:23:02Z,710000,False,,,0,,S. Curry personal FOUL (1 PF),"[201939, 1630183]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Center,,,,,,,,,,,1627519.0,1.0,0.0,McDaniels,1630183.0,,,,,
73,PT06M06.00S,2023-02-02T01:21:40.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,18,16,2023-02-02T01:21:40Z,730000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M06.00S,2023-02-02T01:23:43.7Z,1,REGULAR,substitution,out,[],1630183,,,1610612750,18,16,2023-02-02T01:24:31Z,740000,False,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M06.00S,2023-02-02T01:23:43.7Z,1,REGULAR,substitution,out,[],1629673,,,1610612750,18,16,2023-02-02T01:24:31Z,750000,False,,,0,,SUB out: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M06.00S,2023-02-02T01:23:43.7Z,1,REGULAR,substitution,in,[],1627752,,,1610612750,18,16,2023-02-02T01:24:31Z,760000,False,,,0,,SUB in: T. Prince,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M06.00S,2023-02-02T01:23:43.7Z,1,REGULAR,substitution,in,[],1626172,,,1610612750,18,16,2023-02-02T01:24:31Z,770000,False,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M53.00S,2023-02-02T01:24:41.6Z,1,REGULAR,3pt,Jump Shot,[],1629675,4.681340341655716,95.34313725490196,1610612750,18,16,2023-02-02T01:24:45Z,780000,False,-227.0,-8.0,1,left,MISS N. Reid 3PT,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Left Corner 3,24+ Left,22.69,Missed,,,,,,,,,,,,,,,,,,
79,PT05M52.00S,2023-02-02T01:24:42.6Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,18,16,2023-02-02T01:24:45Z,790000,False,,,0,,D. Green REBOUND (Off:0 Def:2),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Left Corner 3,24+ Left,,,78.0,,,,,2.0,2.0,0.0,,,,,,,,,,
80,PT05M30.00S,2023-02-02T01:25:05.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203952,96.00854139290408,62.99019607843137,1610612744,18,16,2023-02-02T01:25:10Z,800000,False,65.0,-15.0,1,right,MISS A. Wiggins 6' driving Layup - blocked,"[203952, 1630162]",1610612744.0,GSW,driving,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),0-8 Center,6.67,Missed,,,,,,,,,,,,,,,,,Edwards,1630162.0
81,PT05M30.00S,2023-02-02T01:25:05.8Z,1,REGULAR,block,,[],1630162,,,1610612744,18,16,2023-02-02T01:25:08Z,810000,False,,,0,,A. Edwards BLOCK (1 BLK),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
82,PT05M26.00S,2023-02-02T01:25:09.8Z,1,REGULAR,rebound,defensive,[],203937,,,1610612750,18,16,2023-02-02T01:25:10Z,820000,False,,,0,,K. Anderson REBOUND (Off:1 Def:2),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),0-8 Center,,,80.0,,,,,3.0,2.0,1.0,,,,,,,,,,
83,PT05M24.00S,2023-02-02T01:25:11.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630162,14.273981603153747,95.58823529411765,1610612750,18,16,2023-02-02T01:25:16Z,830000,False,-228.0,82.0,1,left,MISS A. Edwards 24' 3PT,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Left Corner 3,24+ Left,24.21,Missed,,,,,,,,,,,,,,,,,,
84,PT05M20.00S,2023-02-02T01:25:15.7Z,1,REGULAR,rebound,offensive,[],1627752,,,1610612750,18,16,2023-02-02T01:25:15Z,840000,False,,,0,,T. Prince REBOUND (Off:1 Def:0),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,Left Corner 3,24+ Left,,,83.0,,,,,1.0,0.0,1.0,,,,,,,,,,
85,PT05M18.00S,2023-02-02T01:25:17.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1626156,32.013797634691194,62.99019607843137,1610612750,18,16,2023-02-02T01:25:21Z,850000,False,-65.0,248.0,1,left,MISS D. Russell 25' 3PT,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Center,25.68,Missed,,,,,,,,,,,,,,,,,,
86,PT05M16.00S,2023-02-02T01:25:19.7Z,1,REGULAR,rebound,defensive,[],201939,,,1610612744,18,16,2023-02-02T01:25:19Z,860000,False,,,0,,S. Curry REBOUND (Off:0 Def:3),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Center,,,85.0,,,,,3.0,3.0,0.0,,,,,,,,,,
