actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
83,PT04M09.00S,2022-11-05T02:30:15.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626171,8.229303547963205,53.67647058823529,1610612749,15,26,2022-11-05T02:30:22Z,810000,-18.0,25.0,1,left,MISS B. Portis reverse Layup,[1626171],1610612749.0,MIL,reverse,,,Portis,B. Portis,,,,,Restricted Area,0-8 Center,3.1,Missed,,,,,,,,,,,,,,,,,,
84,PT04M04.00S,2022-11-05T02:30:20.2Z,1,REGULAR,rebound,offensive,[],201950,,,1610612749,15,26,2022-11-05T02:30:20Z,820000,,,0,,J. Holiday REBOUND (Off:1 Def:0),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,,,,,83.0,1.0,0.0,1.0,,,,,,,,,,,,
85,PT04M04.00S,2022-11-05T02:30:20.2Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",201950,5.590000152587891,50.0,1610612749,15,28,2022-11-05T02:37:04Z,830000,0.0,0.0,1,left,J. Holiday tip Layup (11 PTS),[201950],1610612749.0,MIL,tip,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,11.0,,,,,,,,,,,
86,PT03M55.00S,2022-11-05T02:30:28.6Z,1,REGULAR,2pt,Jump Shot,[],1627752,76.03482260183968,43.872549019607845,1610612750,17,28,2022-11-05T02:37:47Z,840000,-31.0,173.0,1,right,T. Prince 17' pullup Jump Shot (2 PTS),[1627752],1610612750.0,MIN,pullup,,,Prince,T. Prince,,,,,Mid-Range,16-24 Center,17.55,Made,,,,,,,2.0,,,,,,,,,,,
87,PT03M40.00S,2022-11-05T02:30:47.2Z,1,REGULAR,turnover,traveling,[],201572,,,1610612749,17,28,2022-11-05T02:30:55Z,850000,,,0,,B. Lopez traveling TURNOVER (1 TO),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,2005.0,1.0,,,,,,
88,PT03M40.00S,2022-11-05T02:30:50.8Z,1,REGULAR,substitution,out,[],201950,,,1610612750,17,28,2022-11-05T02:30:59Z,860000,,,0,,SUB out: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT03M40.00S,2022-11-05T02:30:50.8Z,1,REGULAR,substitution,in,[],202083,,,1610612750,17,28,2022-11-05T02:30:59Z,870000,,,0,,SUB in: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT03M28.00S,2022-11-05T02:31:17.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626157,77.4802890932983,88.48039215686273,1610612750,17,28,2022-11-05T02:31:20Z,880000,192.0,159.0,1,right,MISS K. Towns 24' 3PT,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Right Center,24.97,Missed,,,,,,,,,,,,,,,,,,
92,PT03M26.00S,2022-11-05T02:31:19.0Z,1,REGULAR,rebound,defensive,[],1629670,,,1610612749,17,28,2022-11-05T02:31:20Z,890000,,,0,,J. Nwora REBOUND (Off:0 Def:1),[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,Above the Break 3,24+ Right Center,,,,,91.0,1.0,1.0,0.0,,,,,,,,,,,,
93,PT03M19.00S,2022-11-05T02:31:27.8Z,1,REGULAR,foul,personal,['2freethrow'],203937,,,1610612749,17,28,2022-11-05T02:31:33Z,900000,,,0,,K. Anderson shooting personal FOUL (1 PF) (Portis 2 FT),"[203937, 1626171]",1610612750.0,MIN,shooting,,,Anderson,K. Anderson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,2005.0,,1.0,0.0,Portis,1626171.0,,
95,PT03M19.00S,2022-11-05T02:31:52.5Z,1,REGULAR,freethrow,1 of 2,[],1626171,,,1610612749,17,29,2022-11-05T02:31:52Z,920000,,,0,,B. Portis Free Throw 1 of 2 (1 PTS),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
96,PT03M19.00S,2022-11-05T02:31:53.5Z,1,REGULAR,substitution,out,[],1630162,,,1610612749,17,29,2022-11-05T02:32:02Z,930000,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT03M19.00S,2022-11-05T02:31:53.5Z,1,REGULAR,substitution,in,[],1629669,,,1610612749,17,29,2022-11-05T02:32:02Z,940000,,,0,,SUB in: J. Nowell,[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT03M19.00S,2022-11-05T02:32:09.0Z,1,REGULAR,freethrow,2 of 2,[],1626171,,,1610612749,17,30,2022-11-05T02:32:09Z,950000,,,0,,B. Portis Free Throw 2 of 2 (2 PTS),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,Made,,,,,,,2.0,,,,,,,,,,,
99,PT03M07.00S,2022-11-05T02:32:22.5Z,1,REGULAR,3pt,Jump Shot,[],203937,96.5341655716163,3.9215686274509802,1610612750,17,30,2022-11-05T02:32:26Z,960000,-230.0,-20.0,1,right,MISS K. Anderson 3PT,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Left Corner 3,24+ Left,23.13,Missed,,,,,,,,,,,,,,,,,,
100,PT03M03.00S,2022-11-05T02:32:26.5Z,1,REGULAR,rebound,defensive,[],202083,,,1610612749,17,30,2022-11-05T02:32:26Z,970000,,,0,,W. Matthews REBOUND (Off:0 Def:1),[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,Left Corner 3,24+ Left,,,,,99.0,1.0,1.0,0.0,,,,,,,,,,,,
101,PT02M52.00S,2022-11-05T02:32:37.0Z,1,REGULAR,2pt,Jump Shot,[],1626171,7.835085413929041,82.1078431372549,1610612749,17,30,2022-11-05T02:32:59Z,980000,-161.0,21.0,1,left,MISS B. Portis 16' step back Shot,[1626171],1610612749.0,MIL,step back,,,Portis,B. Portis,,,,,Mid-Range,16-24 Left,16.19,Missed,,,,,,,,,,,,,,,,,,
102,PT02M50.00S,2022-11-05T02:32:39.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612750,17,30,2022-11-05T02:33:21Z,990000,,,0,,TEAM defensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,Mid-Range,16-24 Left,,,,,101.0,,,,,,,,,,,,,,,
103,PT02M50.00S,2022-11-05T02:32:46.2Z,1,REGULAR,foul,personal,[],202083,,,1610612750,17,30,2022-11-05T02:42:31Z,1000000,,,0,,W. Matthews personal FOUL (1 PF),"[202083, 1629162]",1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,2004.0,,1.0,0.0,McLaughlin,1629162.0,,
105,PT02M50.00S,2022-11-05T02:32:59.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,17,30,2022-11-05T02:32:59Z,1020000,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT02M36.00S,2022-11-05T02:36:33.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1626157,92.19776609724047,55.14705882352941,1610612750,19,30,2022-11-05T02:36:37Z,1030000,26.0,21.0,1,right,K. Towns driving Hook (4 PTS) (J. Nowell 1 AST),"[1626157, 1629669]",1610612750.0,MIN,driving,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,3.31,Made,,,,,,,4.0,J. Nowell,1629669.0,1.0,,,,,,,,
109,PT02M17.00S,2022-11-05T02:36:52.6Z,1,REGULAR,2pt,Jump Shot,[],201572,11.777266754270697,19.607843137254903,1610612749,19,30,2022-11-05T02:36:58Z,1050000,152.0,58.0,1,left,MISS B. Lopez 16' turnaround fadeaway Shot,[201572],1610612749.0,MIL,turnaround fadeaway,,,Lopez,B. Lopez,,,,,Mid-Range,16-24 Right,16.28,Missed,,,,,,,,,,,,,,,,,,
110,PT02M14.00S,2022-11-05T02:36:55.6Z,1,REGULAR,rebound,defensive,[],1629162,,,1610612750,19,30,2022-11-05T02:36:58Z,1060000,,,0,,J. McLaughlin REBOUND (Off:0 Def:1),[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,Mid-Range,16-24 Right,,,,,109.0,1.0,1.0,0.0,,,,,,,,,,,,
111,PT02M05.00S,2022-11-05T02:37:03.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,93.11760840998686,50.0,1610612750,21,30,2022-11-05T02:37:07Z,1070000,0.0,12.0,1,right,K. Towns driving Layup (6 PTS) (J. McLaughlin 1 AST),"[1626157, 1629162]",1610612750.0,MIN,driving,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,1.22,Made,,,,,,,6.0,J. McLaughlin,1629162.0,1.0,,,,,,,,
113,PT01M46.00S,2022-11-05T02:37:23.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626171,7.966491458607096,52.94117647058824,1610612749,21,32,2022-11-05T02:37:27Z,1090000,-15.0,22.0,1,left,B. Portis driving Layup (4 PTS),[1626171],1610612749.0,MIL,driving,,,Portis,B. Portis,,,,,Restricted Area,0-8 Center,2.68,Made,,,,,,,4.0,,,,,,,,,,,
114,PT01M35.00S,2022-11-05T02:37:33.4Z,1,REGULAR,3pt,Jump Shot,[],1626157,69.72733245729303,26.96078431372549,1610612750,24,32,2022-11-05T02:37:38Z,1100000,-115.0,232.0,1,right,K. Towns 25' 3PT  (9 PTS) (J. McLaughlin 2 AST),"[1626157, 1629162]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Left Center,25.91,Made,,,,,,,9.0,J. McLaughlin,1629162.0,2.0,,,,,,,,
116,PT01M12.00S,2022-11-05T02:37:56.9Z,1,REGULAR,2pt,Layup,[],201588,8.886333771353483,33.57843137254902,1610612749,24,32,2022-11-05T02:38:02Z,1120000,82.0,31.0,1,left,MISS G. Hill 8' driving Layup,[201588],1610612749.0,MIL,driving,,,Hill,G. Hill,,,,,Mid-Range,8-16 Right,8.78,Missed,,,,,,,,,,,,,,,,,,
117,PT01M10.00S,2022-11-05T02:37:58.9Z,1,REGULAR,rebound,offensive,[],201572,,,1610612749,24,32,2022-11-05T02:38:02Z,1130000,,,0,,B. Lopez REBOUND (Off:1 Def:2),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Mid-Range,8-16 Right,,,,,116.0,3.0,2.0,1.0,,,,,,,,,,,,
118,PT01M07.00S,2022-11-05T02:38:04.9Z,1,REGULAR,turnover,out-of-bounds,[],1626171,,,1610612749,24,32,2022-11-05T02:38:17Z,1140000,,,0,,B. Portis step out-of-bounds TURNOVER (1 TO),[1626171],1610612749.0,MIL,step,,,Portis,B. Portis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,2004.0,1.0,,,,,,
119,PT01M07.00S,2022-11-05T02:38:08.1Z,1,REGULAR,substitution,out,[],201572,,,1610612750,24,32,2022-11-05T02:38:12Z,1150000,,,0,,SUB out: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT01M07.00S,2022-11-05T02:38:08.1Z,1,REGULAR,substitution,in,[],203507,,,1610612750,24,32,2022-11-05T02:38:12Z,1160000,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT00M54.10S,2022-11-05T02:38:38.6Z,1,REGULAR,foul,personal,[],202083,,,1610612750,24,32,2022-11-05T02:38:46Z,1170000,,,0,,W. Matthews personal FOUL (2 PF),"[202083, 1626157]",1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,2005.0,,2.0,0.0,Towns,1626157.0,,
123,PT00M48.70S,2022-11-05T02:39:06.4Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1629669,87.46714848883047,32.35294117647059,1610612750,26,32,2022-11-05T02:39:09Z,1190000,-88.0,65.0,1,right,J. Nowell 10' pullup Jump Shot (2 PTS),[1629669],1610612750.0,MIN,pullup,,,Nowell,J. Nowell,,,,,Mid-Range,8-16 Left,10.97,Made,,,,,,,2.0,,,,,,,,,,,
124,PT00M24.30S,2022-11-05T02:39:34.1Z,1,REGULAR,2pt,Jump Shot,[],201588,14.273981603153747,75.98039215686273,1610612749,26,34,2022-11-05T02:39:37Z,1200000,-130.0,82.0,1,left,G. Hill 15' pullup Jump Shot (2 PTS) (B. Portis 2 AST),"[201588, 1626171]",1610612749.0,MIL,pullup,,,Hill,G. Hill,,,,,Mid-Range,8-16 Left,15.35,Made,,,,,,,2.0,B. Portis,1626171.0,2.0,,,,,,,,
126,PT00M03.60S,2022-11-05T02:39:56.5Z,1,REGULAR,2pt,Jump Shot,[],1626157,85.10183968462549,29.411764705882355,1610612750,26,34,2022-11-05T02:44:39Z,1220000,-103.0,88.0,1,right,MISS K. Towns 13' driving floating bank Shot,[1626157],1610612750.0,MIN,driving floating bank,,,Towns,K. Towns,,,,,Mid-Range,8-16 Left,13.51,Missed,,,,,,,,,,,,,,,,,,
127,PT00M00.70S,2022-11-05T02:39:59.4Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,26,34,2022-11-05T02:39:59Z,1230000,,,0,,B. Portis REBOUND (Off:0 Def:1),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Mid-Range,8-16 Left,,,,,126.0,1.0,1.0,0.0,,,,,,,,,,,,
128,PT00M00.00S,2022-11-05T02:40:02.0Z,1,REGULAR,period,end,[],0,,,1610612749,26,34,2022-11-05T02:40:02Z,1240000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT12M00.00S,2022-11-05T02:42:44.5Z,2,REGULAR,substitution,out,['startperiod'],203937,,,1610612749,26,34,2022-11-05T02:43:27Z,1250000,,,0,,SUB out: K. Anderson,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT12M00.00S,2022-11-05T02:42:44.5Z,2,REGULAR,substitution,out,['startperiod'],1626157,,,1610612749,26,34,2022-11-05T02:43:27Z,1260000,,,0,,SUB out: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT12M00.00S,2022-11-05T02:42:44.5Z,2,REGULAR,substitution,out,['startperiod'],1629670,,,1610612749,26,34,2022-11-05T02:43:27Z,1270000,,,0,,SUB out: J. Nwora,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT12M00.00S,2022-11-05T02:42:44.5Z,2,REGULAR,substitution,out,['startperiod'],202083,,,1610612749,26,34,2022-11-05T02:43:27Z,1280000,,,0,,SUB out: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT12M00.00S,2022-11-05T02:42:44.5Z,2,REGULAR,substitution,in,['startperiod'],1629675,,,1610612749,26,34,2022-11-05T02:43:27Z,1290000,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT12M00.00S,2022-11-05T02:42:44.5Z,2,REGULAR,substitution,in,['startperiod'],203497,,,1610612749,26,34,2022-11-05T02:43:27Z,1300000,,,0,,SUB in: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT12M00.00S,2022-11-05T02:42:44.5Z,2,REGULAR,substitution,in,['startperiod'],1630699,,,1610612749,26,34,2022-11-05T02:43:27Z,1310000,,,0,,SUB in: M. Beauchamp,[1630699],1610612749.0,MIL,,,,Beauchamp,M. Beauchamp,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT12M00.00S,2022-11-05T02:42:44.5Z,2,REGULAR,substitution,in,['startperiod'],1628960,,,1610612749,26,34,2022-11-05T02:43:27Z,1320000,,,0,,SUB in: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT12M00.00S,2022-11-05T02:43:38.5Z,2,REGULAR,period,start,[],0,,,1610612749,26,34,2022-11-05T02:43:38Z,1330000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT11M47.00S,2022-11-05T02:43:50.7Z,2,REGULAR,3pt,Jump Shot,[],1626171,8.623521681997373,4.901960784313726,1610612749,26,34,2022-11-05T02:43:57Z,1340000,225.0,29.0,1,left,MISS B. Portis 3PT,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Right Corner 3,24+ Right,22.73,Missed,,,,,,,,,,,,,,,,,,
139,PT11M44.00S,2022-11-05T02:43:53.7Z,2,REGULAR,rebound,defensive,[],1629669,,,1610612750,26,34,2022-11-05T02:43:57Z,1350000,,,0,,J. Nowell REBOUND (Off:0 Def:1),[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,Right Corner 3,24+ Right,,,,,138.0,1.0,1.0,0.0,,,,,,,,,,,,
140,PT11M38.00S,2022-11-05T02:43:58.7Z,2,REGULAR,turnover,bad pass,[],1629669,,,1610612750,26,34,2022-11-05T02:44:02Z,1360000,,,0,,J. Nowell bad pass TURNOVER (1 TO),"[1629669, 201588]",1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,1.0,,,,,Hill,201588.0
141,PT11M38.00S,2022-11-05T02:43:58.7Z,2,REGULAR,steal,,[],201588,,,1610612749,26,34,2022-11-05T02:44:00Z,1370000,,,0,,G. Hill STEAL (1 STL),[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
142,PT11M33.00S,2022-11-05T02:44:04.1Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630699,3.892904073587385,95.34313725490196,1610612749,26,34,2022-11-05T02:46:06Z,1380000,-227.0,-16.0,1,left,MISS M. Beauchamp running 3PT,[1630699],1610612749.0,MIL,running,,,Beauchamp,M. Beauchamp,,,,,Left Corner 3,24+ Left,22.73,Missed,,,,,,,,,,,,,,,,,,
143,PT11M30.00S,2022-11-05T02:44:07.1Z,2,REGULAR,rebound,defensive,[],203497,,,1610612750,26,34,2022-11-05T02:44:09Z,1390000,,,0,,R. Gobert REBOUND (Off:0 Def:2),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Left Corner 3,24+ Left,,,,,142.0,2.0,2.0,0.0,,,,,,,,,,,,
144,PT11M18.00S,2022-11-05T02:44:19.1Z,2,REGULAR,3pt,Jump Shot,[],1629669,70.25295663600527,24.264705882352942,1610612750,26,34,2022-11-05T02:44:23Z,1400000,-129.0,227.0,1,right,MISS J. Nowell 26' 3PT,[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,Above the Break 3,24+ Left Center,26.1,Missed,,,,,,,,,,,,,,,,,,
145,PT11M16.00S,2022-11-05T02:44:21.1Z,2,REGULAR,rebound,defensive,[],1626171,,,1610612749,26,34,2022-11-05T02:44:23Z,1410000,,,0,,B. Portis REBOUND (Off:0 Def:2),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Left Center,,,,,144.0,2.0,2.0,0.0,,,,,,,,,,,,
146,PT11M09.00S,2022-11-05T02:44:28.8Z,2,REGULAR,3pt,Jump Shot,[],1626171,32.013797634691194,33.088235294117645,1610612749,26,37,2022-11-05T02:44:33Z,1420000,85.0,248.0,1,left,B. Portis 26' 3PT  (7 PTS) (G. Antetokounmpo 3 AST),"[1626171, 203507]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Right Center,26.24,Made,,,,,,,7.0,G. Antetokounmpo,203507.0,3.0,,,,,,,,
148,PT10M54.00S,2022-11-05T02:44:43.3Z,2,REGULAR,3pt,Jump Shot,[],1627752,78.40013140604468,8.57843137254902,1610612750,26,37,2022-11-05T02:44:47Z,1440000,-207.0,151.0,1,right,MISS T. Prince 25' step back 3PT,[1627752],1610612750.0,MIN,step back,,,Prince,T. Prince,,,,,Above the Break 3,24+ Left Center,25.6,Missed,,,,,,,,,,,,,,,,,,
149,PT10M53.00S,2022-11-05T02:44:44.3Z,2,REGULAR,rebound,defensive,[],203507,,,1610612749,26,37,2022-11-05T02:44:47Z,1450000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:4),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Left Center,,,,,148.0,4.0,4.0,0.0,,,,,,,,,,,,
150,PT10M40.00S,2022-11-05T02:44:57.8Z,2,REGULAR,3pt,Jump Shot,[],203507,32.40801576872536,40.19607843137255,1610612749,26,37,2022-11-05T02:47:25Z,1460000,49.0,252.0,1,left,MISS G. Antetokounmpo 25' pullup 3PT,[203507],1610612749.0,MIL,pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Center,25.68,Missed,,,,,,,,,,,,,,,,,,
151,PT10M38.00S,2022-11-05T02:44:59.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612750,26,37,2022-11-05T02:45:03Z,1470000,,,0,,TEAM defensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,Above the Break 3,24+ Center,,,,,150.0,,,,,,,,,,,,,,,
153,PT10M38.00S,2022-11-05T02:45:03.0Z,2,REGULAR,substitution,out,[],201588,,,1610612750,26,37,2022-11-05T02:45:12Z,1490000,,,0,,SUB out: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT10M38.00S,2022-11-05T02:45:03.0Z,2,REGULAR,substitution,in,[],201950,,,1610612750,26,37,2022-11-05T02:45:12Z,1500000,,,0,,SUB in: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT10M30.00S,2022-11-05T02:45:26.7Z,2,REGULAR,3pt,Jump Shot,[],1629162,66.96780551905388,48.529411764705884,1610612750,26,37,2022-11-05T02:45:31Z,1510000,-7.0,258.0,1,right,MISS J. McLaughlin 25' pullup 3PT,[1629162],1610612750.0,MIN,pullup,,,McLaughlin,J. McLaughlin,,,,,Above the Break 3,24+ Center,25.81,Missed,,,,,,,,,,,,,,,,,,
156,PT10M27.00S,2022-11-05T02:45:29.7Z,2,REGULAR,rebound,defensive,[],203507,,,1610612749,26,37,2022-11-05T02:45:31Z,1520000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:5),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Center,,,,,155.0,5.0,5.0,0.0,,,,,,,,,,,,
157,PT10M21.00S,2022-11-05T02:45:36.4Z,2,REGULAR,3pt,Jump Shot,[],1630699,9.280551905387648,2.941176470588235,1610612749,26,40,2022-11-05T02:45:40Z,1530000,235.0,35.0,1,left,M. Beauchamp 3PT  (3 PTS) (G. Antetokounmpo 4 AST),"[1630699, 203507]",1610612749.0,MIL,,,,Beauchamp,M. Beauchamp,,,,,Right Corner 3,24+ Right,23.78,Made,,,,,,,3.0,G. Antetokounmpo,203507.0,4.0,,,,,,,,
159,PT10M18.00S,2022-11-05T02:45:43.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,26,40,2022-11-05T02:45:43Z,1550000,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT10M18.00S,2022-11-05T02:48:11.7Z,2,REGULAR,substitution,out,[],1629162,,,1610612750,26,40,2022-11-05T02:48:55Z,1560000,,,0,,SUB out: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT10M18.00S,2022-11-05T02:48:11.7Z,2,REGULAR,substitution,out,[],1627752,,,1610612750,26,40,2022-11-05T02:48:55Z,1570000,,,0,,SUB out: T. Prince,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT10M18.00S,2022-11-05T02:48:11.7Z,2,REGULAR,substitution,out,[],1626171,,,1610612750,26,40,2022-11-05T02:48:55Z,1580000,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT10M18.00S,2022-11-05T02:48:11.7Z,2,REGULAR,substitution,in,[],1630162,,,1610612750,26,40,2022-11-05T02:48:55Z,1590000,,,0,,SUB in: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT10M18.00S,2022-11-05T02:48:11.7Z,2,REGULAR,substitution,in,[],1626156,,,1610612750,26,40,2022-11-05T02:48:55Z,1600000,,,0,,SUB in: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT10M18.00S,2022-11-05T02:48:11.7Z,2,REGULAR,substitution,in,[],201572,,,1610612750,26,40,2022-11-05T02:48:55Z,1610000,,,0,,SUB in: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT10M05.00S,2022-11-05T02:49:21.8Z,2,REGULAR,3pt,Jump Shot,[],1630162,66.5735873850197,48.03921568627451,1610612750,26,40,2022-11-05T02:50:14Z,1620000,-10.0,262.0,1,right,MISS A. Edwards 26' pullup 3PT,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Center,26.19,Missed,,,,,,,,,,,,,,,,,,
167,PT10M01.00S,2022-11-05T02:49:25.8Z,2,REGULAR,rebound,defensive,[],1628960,,,1610612749,26,40,2022-11-05T02:49:27Z,1630000,,,0,,G. Allen REBOUND (Off:1 Def:2),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,Above the Break 3,24+ Center,,,,,166.0,3.0,2.0,1.0,,,,,,,,,,,,
168,PT09M56.00S,2022-11-05T02:49:33.6Z,2,REGULAR,turnover,traveling,[],203507,,,1610612749,26,40,2022-11-05T02:49:40Z,1640000,,,0,,G. Antetokounmpo traveling TURNOVER (2 TO),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,2005.0,2.0,,,,,,
