actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
88,PT04M48.00S,2023-01-28T00:55:14.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612763,23,20,2023-01-28T00:55:44Z,880000,False,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,Left Corner 3,24+ Left,,,87.0,,,,,,,,,,,,,,,,,
90,PT04M48.00S,2023-01-28T00:55:19.4Z,1,REGULAR,substitution,out,[],203937,,,1610612763,23,20,2023-01-28T00:55:24Z,900000,False,,,0,,SUB out: K. Anderson,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M48.00S,2023-01-28T00:55:19.4Z,1,REGULAR,substitution,in,[],203085,,,1610612763,23,20,2023-01-28T00:55:24Z,910000,False,,,0,,SUB in: A. Rivers,[203085],1610612750.0,MIN,,,,Rivers,A. Rivers,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M27.00S,2023-01-28T00:55:57.5Z,1,REGULAR,turnover,bad pass,[],1629630,,,1610612763,23,20,2023-01-28T00:56:01Z,920000,False,,,0,,J. Morant bad pass TURNOVER (1 TO),"[1629630, 203497]",1610612763.0,MEM,,,,Morant,J. Morant,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,1.0,,,,,,,Gobert,203497.0
93,PT04M27.00S,2023-01-28T00:55:57.5Z,1,REGULAR,steal,,[],203497,,,1610612750,23,20,2023-01-28T00:55:59Z,930000,False,,,0,,R. Gobert STEAL (1 STL),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
94,PT04M22.00S,2023-01-28T00:56:03.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630183,92.32917214191852,42.40196078431372,1610612750,23,20,2023-01-28T00:56:08Z,940000,False,-38.0,20.0,1,right,MISS J. McDaniels driving Layup,[1630183],1610612750.0,MIN,driving,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,4.28,Missed,,,,,,,,,,,,,,,,,,
95,PT04M20.00S,2023-01-28T00:56:05.4Z,1,REGULAR,rebound,defensive,[],1628415,,,1610612763,23,20,2023-01-28T00:56:08Z,950000,False,,,0,,D. Brooks REBOUND (Off:0 Def:1),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,Restricted Area,0-8 Center,,,94.0,,,,,,1.0,1.0,0.0,,,,,,,,,
96,PT04M15.00S,2023-01-28T00:56:12.0Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1628415,14.931011826544022,45.09803921568628,1610612763,23,22,2023-01-28T00:56:27Z,960000,False,25.0,88.0,1,left,D. Brooks 9' floating Jump Shot (10 PTS),[1628415],1610612763.0,MEM,floating,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),8-16 Center,9.13,Made,,10.0,,,,,,,,,,,,,,,,
97,PT04M00.00S,2023-01-28T00:56:25.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626156,84.97043363994744,52.94117647058824,1610612750,25,22,2023-01-28T00:58:02Z,970000,False,15.0,89.0,1,right,D. Russell 9' fadeaway Jump Shot (10 PTS) (J. McDaniels 2 AST),"[1626156, 1630183]",1610612750.0,MIN,fadeaway,,,Russell,D. Russell,,,,,In The Paint (Non-RA),8-16 Center,9.0,Made,,10.0,J. McDaniels,1630183.0,2.0,,,,,,,,,,,,,
99,PT03M46.00S,2023-01-28T00:56:38.6Z,1,REGULAR,3pt,Jump Shot,[],1630583,16.376478318002626,4.166666666666666,1610612763,25,22,2023-01-28T00:56:43Z,990000,False,229.0,101.0,1,left,MISS S. Aldama 25' 3PT,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Above the Break 3,24+ Right Center,25.06,Missed,,,,,,,,,,,,,,,,,,
100,PT03M44.00S,2023-01-28T00:56:40.6Z,1,REGULAR,rebound,defensive,[],1626156,,,1610612750,25,22,2023-01-28T00:56:43Z,1000000,False,,,0,,D. Russell REBOUND (Off:1 Def:1),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Right Center,,,99.0,,,,,,2.0,1.0,1.0,,,,,,,,,
101,PT03M34.00S,2023-01-28T00:56:51.6Z,1,REGULAR,2pt,Jump Shot,[],1626156,77.08607095926413,47.794117647058826,1610612750,27,22,2023-01-28T00:56:55Z,1010000,False,-11.0,163.0,1,right,D. Russell 16' pullup Jump Shot (12 PTS),[1626156],1610612750.0,MIN,pullup,,,Russell,D. Russell,,,,,Mid-Range,16-24 Center,16.33,Made,,12.0,,,,,,,,,,,,,,,,
102,PT03M24.00S,2023-01-28T00:57:04.3Z,1,REGULAR,foul,personal,[],203085,,,1610612763,27,22,2023-01-28T00:57:14Z,1020000,False,,,0,,A. Rivers personal FOUL (1 PF),"[203085, 1629630]",1610612750.0,MIN,,,,Rivers,A. Rivers,,,,,Above the Break 3,24+ Left Center,,,,,,,,1627534.0,,,,,1.0,0.0,Morant,1629630.0,,,,
104,PT03M24.00S,2023-01-28T00:57:11.7Z,1,REGULAR,substitution,out,[],1630183,,,1610612763,27,22,2023-01-28T00:57:23Z,1040000,False,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M24.00S,2023-01-28T00:57:11.7Z,1,REGULAR,substitution,out,[],203497,,,1610612763,27,22,2023-01-28T00:57:23Z,1050000,False,,,0,,SUB out: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M24.00S,2023-01-28T00:57:11.7Z,1,REGULAR,substitution,in,[],1629675,,,1610612763,27,22,2023-01-28T00:57:23Z,1060000,False,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M24.00S,2023-01-28T00:57:11.7Z,1,REGULAR,substitution,in,[],1630233,,,1610612763,27,22,2023-01-28T00:57:23Z,1070000,False,,,0,,SUB in: N. Knight,[1630233],1610612750.0,MIN,,,,Knight,N. Knight,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M13.00S,2023-01-28T00:57:41.6Z,1,REGULAR,turnover,bad pass,[],1630583,,,1610612763,27,22,2023-01-28T00:57:46Z,1080000,False,,,0,,S. Aldama bad pass TURNOVER (1 TO),"[1630583, 1629675]",1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,1.0,,,,,,,Reid,1629675.0
109,PT03M13.00S,2023-01-28T00:57:41.6Z,1,REGULAR,steal,,[],1629675,,,1610612750,27,22,2023-01-28T00:57:43Z,1090000,False,,,0,,N. Reid STEAL (1 STL),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
110,PT03M10.00S,2023-01-28T00:57:44.9Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1626156,73.27529566360053,17.15686274509804,1610612750,27,22,2023-01-28T00:57:50Z,1100000,False,-164.0,199.0,1,right,MISS D. Russell 25' pullup 3PT,[1626156],1610612750.0,MIN,pullup,,,Russell,D. Russell,,,,,Above the Break 3,24+ Left Center,25.78,Missed,,,,,,,,,,,,,,,,,,
111,PT03M07.00S,2023-01-28T00:57:47.9Z,1,REGULAR,rebound,defensive,[],1630583,,,1610612763,27,22,2023-01-28T00:57:50Z,1110000,False,,,0,,S. Aldama REBOUND (Off:0 Def:2),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Above the Break 3,24+ Left Center,,,110.0,,,,,,2.0,2.0,0.0,,,,,,,,,
112,PT03M00.00S,2023-01-28T00:57:55.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,8.229303547963205,49.26470588235294,1610612763,27,24,2023-01-28T00:58:55Z,1120000,False,4.0,25.0,1,left,J. Morant driving floating bank Jump Shot (7 PTS),[1629630],1610612763.0,MEM,driving floating bank,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,2.52,Made,,7.0,,,,,,,,,,,,,,,,
113,PT02M57.00S,2023-01-28T00:58:06.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,27,24,2023-01-28T00:58:06Z,1130000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT02M57.00S,2023-01-28T01:00:25.8Z,1,REGULAR,substitution,out,[],1626156,,,1610612750,27,24,2023-01-28T01:00:43Z,1140000,False,,,0,,SUB out: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M57.00S,2023-01-28T01:00:25.8Z,1,REGULAR,substitution,out,[],1629634,,,1610612750,27,24,2023-01-28T01:00:43Z,1150000,False,,,0,,SUB out: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M57.00S,2023-01-28T01:00:25.8Z,1,REGULAR,substitution,in,[],1629669,,,1610612750,27,24,2023-01-28T01:00:43Z,1160000,False,,,0,,SUB in: J. Nowell,[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M57.00S,2023-01-28T01:00:25.8Z,1,REGULAR,substitution,in,[],1628991,,,1610612750,27,24,2023-01-28T01:00:43Z,1170000,False,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M48.00S,2023-01-28T01:01:04.9Z,1,REGULAR,foul,personal,['2freethrow'],1628991,,,1610612750,27,24,2023-01-28T01:01:14Z,1180000,False,,,0,,J. Jackson Jr. shooting personal FOUL (1 PF) (Edwards 2 FT),"[1628991, 1630162]",1610612763.0,MEM,shooting,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,1627534.0,,,,,1.0,0.0,Edwards,1630162.0,,,,
120,PT02M48.00S,2023-01-28T01:01:29.2Z,1,REGULAR,freethrow,1 of 2,[],1630162,,,1610612750,27,24,2023-01-28T01:01:49Z,1200000,False,,,0,,MISS A. Edwards Free Throw 1 of 2,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
121,PT02M48.00S,2023-01-28T01:01:29.2Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612750,27,24,2023-01-28T01:01:49Z,1210000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,120.0,,,,,,,,,,,,,,,,,
122,PT02M48.00S,2023-01-28T01:01:29.2Z,1,REGULAR,freethrow,2 of 2,[],1630162,,,1610612750,27,24,2023-01-28T01:01:49Z,1220000,False,,,0,,MISS A. Edwards Free Throw 2 of 2,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
123,PT02M45.00S,2023-01-28T01:01:32.2Z,1,REGULAR,rebound,defensive,[],1630583,,,1610612763,27,24,2023-01-28T01:01:49Z,1230000,False,,,0,,S. Aldama REBOUND (Off:0 Def:3),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,122.0,,,,,,3.0,3.0,0.0,,,,,,,,,
124,PT02M32.00S,2023-01-28T01:02:01.3Z,1,REGULAR,3pt,Jump Shot,[],1628991,32.14520367936925,54.65686274509803,1610612763,27,24,2023-01-28T01:02:05Z,1240000,False,-23.0,250.0,1,left,MISS J. Jackson Jr. 25' 3PT,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Center,25.08,Missed,,,,,,,,,,,,,,,,,,
125,PT02M29.00S,2023-01-28T01:02:04.3Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,27,24,2023-01-28T01:02:05Z,1250000,False,,,0,,A. Edwards REBOUND (Off:0 Def:2),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Center,,,124.0,,,,,,2.0,2.0,0.0,,,,,,,,,
126,PT02M18.00S,2023-01-28T01:02:16.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630233,92.46057818659659,46.81372549019608,1610612750,29,24,2023-01-28T01:02:20Z,1260000,False,-16.0,18.0,1,right,N. Knight Hook (2 PTS) (A. Rivers 1 AST),"[1630233, 203085]",1610612750.0,MIN,,,,Knight,N. Knight,,,,,Restricted Area,0-8 Center,2.43,Made,,2.0,A. Rivers,203085.0,1.0,,,,,,,,,,,,,
128,PT02M08.00S,2023-01-28T01:02:25.7Z,1,REGULAR,turnover,bad pass,[],1629630,,,1610612763,29,24,2023-01-28T01:02:31Z,1280000,False,,,0,,J. Morant bad pass TURNOVER (2 TO),"[1629630, 203085]",1610612763.0,MEM,,,,Morant,J. Morant,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,2.0,,,,,,,Rivers,203085.0
129,PT02M08.00S,2023-01-28T01:02:25.7Z,1,REGULAR,steal,,[],203085,,,1610612750,29,24,2023-01-28T01:02:27Z,1290000,False,,,0,,A. Rivers STEAL (1 STL),[203085],1610612750.0,MIN,,,,Rivers,A. Rivers,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
130,PT01M59.00S,2023-01-28T01:02:34.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630162,93.9060446780552,48.77450980392157,1610612750,31,24,2023-01-28T01:02:38Z,1300000,False,-6.0,5.0,1,right,A. Edwards driving finger roll Layup (4 PTS) (J. Nowell 1 AST),"[1630162, 1629669]",1610612750.0,MIN,driving finger roll,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,0.78,Made,,4.0,J. Nowell,1629669.0,1.0,,,,,,,,,,,,,
132,PT01M46.00S,2023-01-28T01:02:46.7Z,1,REGULAR,3pt,Jump Shot,[],1628415,28.597240473061763,74.75490196078431,1610612763,31,24,2023-01-28T01:03:51Z,1320000,False,-124.0,216.0,1,left,MISS D. Brooks 24' step back 3PT,[1628415],1610612763.0,MEM,step back,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Left Center,24.92,Missed,,,,,,,,,,,,,,,,,,
133,PT01M44.00S,2023-01-28T01:02:48.7Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,31,24,2023-01-28T01:02:51Z,1330000,False,,,0,,A. Edwards REBOUND (Off:0 Def:3),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,,,132.0,,,,,,3.0,3.0,0.0,,,,,,,,,
134,PT01M36.00S,2023-01-28T01:02:57.8Z,1,REGULAR,3pt,Jump Shot,[],1629675,68.41327201051249,36.51960784313725,1610612750,34,24,2023-01-28T01:03:01Z,1340000,False,-67.0,244.0,1,right,N. Reid 25' 3PT  (3 PTS) (A. Edwards 1 AST),"[1629675, 1630162]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Center,25.35,Made,,3.0,A. Edwards,1630162.0,1.0,,,,,,,,,,,,,
136,PT01M23.00S,2023-01-28T01:03:09.9Z,1,REGULAR,3pt,Jump Shot,[],1630583,23.99802890932983,86.76470588235294,1610612763,34,27,2023-01-28T01:03:15Z,1360000,False,-184.0,173.0,1,left,S. Aldama 25' 3PT  (3 PTS) (T. Jones 1 AST),"[1630583, 1626145]",1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Above the Break 3,24+ Left Center,25.25,Made,,3.0,T. Jones,1626145.0,1.0,,,,,,,,,,,,,
138,PT01M09.00S,2023-01-28T01:03:24.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,93.9060446780552,48.28431372549019,1610612750,34,27,2023-01-28T01:03:28Z,1380000,False,-9.0,5.0,1,right,MISS A. Edwards driving Layup,[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,0.98,Missed,,,,,,,,,,,,,,,,,,
139,PT01M07.00S,2023-01-28T01:03:26.0Z,1,REGULAR,rebound,defensive,[],1628415,,,1610612763,34,27,2023-01-28T01:03:28Z,1390000,False,,,0,,D. Brooks REBOUND (Off:0 Def:2),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,Restricted Area,0-8 Center,,,138.0,,,,,,2.0,2.0,0.0,,,,,,,,,
140,PT01M02.00S,2023-01-28T01:03:31.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629630,6.258212877792378,49.50980392156863,1610612763,34,29,2023-01-28T01:03:36Z,1400000,False,2.0,6.0,1,left,J. Morant driving Layup (9 PTS),[1629630],1610612763.0,MEM,driving,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,0.68,Made,,9.0,,,,,,,,,,,,,,,,
141,PT00M42.20S,2023-01-28T01:03:52.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630233,93.51182654402102,49.754901960784316,1610612750,34,29,2023-01-28T01:03:57Z,1410000,False,-1.0,8.0,1,right,MISS N. Knight driving DUNK,[1630233],1610612750.0,MIN,driving,,,Knight,N. Knight,,,,,Restricted Area,0-8 Center,0.86,Missed,,,,,,,,,,,,,,,,,,
142,PT00M39.10S,2023-01-28T01:03:55.3Z,1,REGULAR,rebound,offensive,[],1630233,,,1610612750,34,29,2023-01-28T01:03:55Z,1420000,False,,,0,,N. Knight REBOUND (Off:1 Def:0),[1630233],1610612750.0,MIN,,,,Knight,N. Knight,,,,,Restricted Area,0-8 Center,,,141.0,,,,,,1.0,0.0,1.0,,,,,,,,,
143,PT00M31.50S,2023-01-28T01:04:03.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629669,94.03745072273325,50.49019607843137,1610612750,36,29,2023-01-28T01:04:08Z,1430000,False,2.0,4.0,1,right,J. Nowell driving Layup (2 PTS),[1629669],1610612750.0,MIN,driving,,,Nowell,J. Nowell,,,,,Restricted Area,0-8 Center,0.43,Made,,2.0,,,,,,,,,,,,,,,,
144,PT00M15.30S,2023-01-28T01:04:26.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630583,6.389618922470433,49.26470588235294,1610612763,36,31,2023-01-28T01:04:30Z,1440000,False,4.0,8.0,1,left,S. Aldama alley-oop DUNK (5 PTS) (J. Morant 4 AST),"[1630583, 1629630]",1610612763.0,MEM,alley-oop,,,Aldama,S. Aldama,,,,,Restricted Area,0-8 Center,0.85,Made,,5.0,J. Morant,1629630.0,4.0,,,,,,,,,,,,,
146,PT00M00.90S,2023-01-28T01:04:45.7Z,1,REGULAR,foul,personal,['2freethrow'],1628991,,,1610612750,36,31,2023-01-28T01:04:54Z,1460000,False,,,0,,J. Jackson Jr. shooting personal FOUL (2 PF) (Edwards 2 FT),"[1628991, 1630162]",1610612763.0,MEM,shooting,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,1626300.0,,,,,2.0,0.0,Edwards,1630162.0,,,,
148,PT00M00.90S,2023-01-28T01:05:14.6Z,1,REGULAR,freethrow,1 of 2,[],1630162,,,1610612750,37,31,2023-01-28T01:05:14Z,1480000,False,,,0,,A. Edwards Free Throw 1 of 2 (5 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,Made,,5.0,,,,,,,,,,,,,,,,
149,PT00M00.90S,2023-01-28T01:05:16.3Z,1,REGULAR,substitution,out,[],1628991,,,1610612750,37,31,2023-01-28T01:05:24Z,1490000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT00M00.90S,2023-01-28T01:05:16.3Z,1,REGULAR,substitution,in,[],1630214,,,1610612750,37,31,2023-01-28T01:05:24Z,1500000,False,,,0,,SUB in: X. Tillman,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT00M00.90S,2023-01-28T01:05:35.3Z,1,REGULAR,freethrow,2 of 2,[],1630162,,,1610612750,38,31,2023-01-28T01:05:35Z,1510000,False,,,0,,A. Edwards Free Throw 2 of 2 (6 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,Made,,6.0,,,,,,,,,,,,,,,,
152,PT00M00.00S,2023-01-28T01:05:40.5Z,1,REGULAR,period,end,[],0,,,1610612763,38,31,2023-01-28T01:05:40Z,1520000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2023-01-28T01:07:44.5Z,2,REGULAR,substitution,out,['startperiod'],1630162,,,1610612763,38,31,2023-01-28T01:08:10Z,1530000,False,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2023-01-28T01:07:44.5Z,2,REGULAR,substitution,out,['startperiod'],1630583,,,1610612763,38,31,2023-01-28T01:08:10Z,1540000,False,,,0,,SUB out: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2023-01-28T01:07:44.5Z,2,REGULAR,substitution,out,['startperiod'],1629630,,,1610612763,38,31,2023-01-28T01:08:10Z,1550000,False,,,0,,SUB out: J. Morant,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2023-01-28T01:07:44.5Z,2,REGULAR,substitution,out,['startperiod'],1628415,,,1610612763,38,31,2023-01-28T01:08:10Z,1560000,False,,,0,,SUB out: D. Brooks,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2023-01-28T01:07:44.5Z,2,REGULAR,substitution,in,['startperiod'],1626156,,,1610612763,38,31,2023-01-28T01:08:10Z,1570000,False,,,0,,SUB in: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2023-01-28T01:07:44.5Z,2,REGULAR,substitution,in,['startperiod'],1631222,,,1610612763,38,31,2023-01-28T01:08:10Z,1580000,False,,,0,,SUB in: J. LaRavia,[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2023-01-28T01:07:44.5Z,2,REGULAR,substitution,in,['startperiod'],1628991,,,1610612763,38,31,2023-01-28T01:08:10Z,1590000,False,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2023-01-28T01:07:44.5Z,2,REGULAR,substitution,in,['startperiod'],1631223,,,1610612763,38,31,2023-01-28T01:08:10Z,1600000,False,,,0,,SUB in: D. Roddy,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2023-01-28T01:08:21.0Z,2,REGULAR,period,start,[],0,,,1610612750,38,31,2023-01-28T01:08:21Z,1610000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT11M51.00S,2023-01-28T01:08:31.4Z,2,REGULAR,foul,personal,['2freethrow'],1630214,,,1610612750,38,31,2023-01-28T01:08:38Z,1620000,False,,,0,,X. Tillman shooting personal FOUL (1 PF) (Russell 2 FT),"[1630214, 1626156]",1610612763.0,MEM,shooting,,,Tillman,X. Tillman,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1162.0,,,,,1.0,0.0,Russell,1626156.0,,,,
164,PT11M51.00S,2023-01-28T01:08:54.5Z,2,REGULAR,freethrow,1 of 2,[],1626156,,,1610612750,39,31,2023-01-28T01:08:54Z,1640000,False,,,0,,D. Russell Free Throw 1 of 2 (13 PTS),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,Made,,13.0,,,,,,,,,,,,,,,,
165,PT11M51.00S,2023-01-28T01:09:06.8Z,2,REGULAR,freethrow,2 of 2,[],1626156,,,1610612750,40,31,2023-01-28T01:09:06Z,1650000,False,,,0,,D. Russell Free Throw 2 of 2 (14 PTS),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,Made,,14.0,,,,,,,,,,,,,,,,
166,PT11M37.00S,2023-01-28T01:09:22.3Z,2,REGULAR,turnover,lost ball,[],1628991,,,1610612763,40,31,2023-01-28T01:18:19Z,1660000,False,,,0,,J. Jackson Jr. lost ball TURNOVER (1 TO),"[1628991, 1629669]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1.0,,,,,,,Nowell,1629669.0
167,PT11M37.00S,2023-01-28T01:09:22.3Z,2,REGULAR,steal,,[],1629669,,,1610612750,40,31,2023-01-28T01:10:23Z,1670000,False,,,0,,J. Nowell STEAL (1 STL),[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
168,PT11M32.00S,2023-01-28T01:09:27.4Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629669,85.75886990801577,94.11764705882352,1610612750,40,31,2023-01-28T01:09:35Z,1680000,False,221.0,81.0,1,right,MISS J. Nowell 3PT,[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,Right Corner 3,24+ Right,23.51,Missed,,,,,,,,,,,,,,,,,,
169,PT11M30.00S,2023-01-28T01:09:29.4Z,2,REGULAR,rebound,defensive,[],1626145,,,1610612763,40,31,2023-01-28T01:09:35Z,1690000,False,,,0,,T. Jones REBOUND (Off:0 Def:1),[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,Right Corner 3,24+ Right,,,168.0,,,,,,1.0,1.0,0.0,,,,,,,,,
170,PT11M24.00S,2023-01-28T01:09:36.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626145,14.536793692509855,60.5392156862745,1610612763,40,31,2023-01-28T01:09:39Z,1700000,False,-53.0,84.0,1,left,MISS T. Jones 9' floating Shot,[1626145],1610612763.0,MEM,floating,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Left,9.92,Missed,,,,,,,,,,,,,,,,,,
