actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2023-02-25T01:10:34.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-02-25T01:10:34Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2023-02-25T01:10:38.4Z,1,REGULAR,jumpball,recovered,[],201144,,,1610612750,0,0,2023-02-25T01:10:38Z,40000,False,,,0,,Jump Ball R. Gobert vs. M. Williams: Tip to M. Conley,"[201144, 203497, 1631109]",1610612750.0,MIN,startperiod,M. Conley,201144.0,Conley,M. Conley,Gobert,203497.0,Williams,1631109.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M36.00S,2023-02-25T01:10:57.8Z,1,REGULAR,3pt,Jump Shot,[],201144,30.831143232588698,30.88235294117647,1610612750,0,0,2023-02-25T01:11:02Z,70000,False,96.0,237.0,1,left,MISS M. Conley 25' 3PT,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,Above the Break 3,24+ Right Center,25.58,Missed,,,,,,,,,,,,,,,,,,
8,PT11M33.00S,2023-02-25T01:11:00.8Z,1,REGULAR,rebound,defensive,[],1629023,,,1610612766,0,0,2023-02-25T01:11:02Z,80000,False,,,0,,P. Washington REBOUND (Off:0 Def:1),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Right Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M19.00S,2023-02-25T01:11:14.1Z,1,REGULAR,2pt,Jump Shot,[],202330,82.60512483574244,78.43137254901961,1610612766,0,2,2023-02-25T01:11:20Z,90000,False,142.0,111.0,1,right,G. Hayward 18' pullup Jump Shot (2 PTS),[202330],1610612766.0,CHA,pullup,,,Hayward,G. Hayward,,,,,Mid-Range,16-24 Right Center,18.04,Made,,,,,2.0,,,,,,,,,,,,,
10,PT11M08.00S,2023-02-25T01:11:28.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630183,14.668199737187912,50.0,1610612750,2,2,2023-02-25T01:11:34Z,100000,False,0.0,85.0,1,left,J. McDaniels 8' floating Jump Shot (2 PTS),[1630183],1610612750.0,MIN,floating,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),8-16 Center,8.54,Made,,,,,2.0,,,,,,,,,,,,,
11,PT11M08.00S,2023-02-25T01:11:31.8Z,1,REGULAR,foul,personal,['1freethrow'],202330,,,1610612750,2,2,2023-02-25T01:11:46Z,110000,False,,,0,,G. Hayward shooting personal FOUL (1 PF) (McDaniels 1 FT),"[202330, 1630183]",1610612766.0,CHA,shooting,,,Hayward,G. Hayward,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1628954.0,1.0,0.0,McDaniels,1630183.0,,,,,,,,
13,PT11M08.00S,2023-02-25T01:11:50.7Z,1,REGULAR,freethrow,1 of 1,[],1630183,,,1610612750,2,2,2023-02-25T01:11:52Z,130000,False,,,0,,MISS J. McDaniels Free Throw 1 of 1,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
14,PT11M06.00S,2023-02-25T01:11:52.7Z,1,REGULAR,rebound,defensive,[],202330,,,1610612766,2,2,2023-02-25T01:11:52Z,140000,False,,,0,,G. Hayward REBOUND (Off:0 Def:1),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,,
15,PT10M57.00S,2023-02-25T01:12:01.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631109,86.41590013140605,49.01960784313725,1610612766,2,2,2023-02-25T01:39:23Z,150000,False,-5.0,75.0,1,right,MISS M. Williams 7' floating Shot,[1631109],1610612766.0,CHA,floating,,,Williams,M. Williams,,,,,In The Paint (Non-RA),0-8 Center,7.54,Missed,,,,,,,,,,,,,,,,,,
