actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,officialId,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
177,PT10M15.00S,2023-01-01T01:44:59.9Z,2,REGULAR,block,,[],1628977,,,1610612750,42,30,2023-01-01T01:45:02Z,1750000,False,,,0,,H. Diallo BLOCK (2 BLK),[1628977],1610612765.0,DET,,,,,Diallo,H. Diallo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,
178,PT10M13.00S,2023-01-01T01:45:01.9Z,2,REGULAR,rebound,defensive,[],1628977,,,1610612765,42,30,2023-01-01T01:45:07Z,1760000,False,,,0,,H. Diallo REBOUND (Off:0 Def:1),[1628977],1610612765.0,DET,,,,,Diallo,H. Diallo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,176.0,1.0,1.0,0.0,,,,,,,,
179,PT10M10.00S,2023-01-01T01:45:04.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203585,7.703679369250986,50.49019607843137,1610612765,42,32,2023-01-01T01:45:13Z,1770000,False,-2.0,20.0,1,left,R. McGruder running finger roll Layup (5 PTS) (H. Diallo 2 AST),"[203585, 1628977]",1610612765.0,DET,,running finger roll,,,McGruder,R. McGruder,,,,,Restricted Area,0-8 Center,,,,,Made,5.0,2.01,,,,,,H. Diallo,1628977.0,2.0,,,,
181,PT09M57.00S,2023-01-01T01:45:18.0Z,2,REGULAR,3pt,Jump Shot,[],1630346,75.90341655716163,87.25490196078431,1610612750,42,32,2023-01-01T01:45:22Z,1790000,False,186.0,174.0,1,right,MISS M. Ryan 25' 3PT,[1630346],1610612750.0,MIN,,,,,Ryan,M. Ryan,,,,,Above the Break 3,24+ Right Center,,,,,Missed,,25.49,,,,,,,,,,,,
182,PT09M54.00S,2023-01-01T01:45:21.0Z,2,REGULAR,rebound,defensive,[],202692,,,1610612765,42,32,2023-01-01T01:45:22Z,1800000,False,,,0,,A. Burks REBOUND (Off:0 Def:3),[202692],1610612765.0,DET,,,,,Burks,A. Burks,,,,,Above the Break 3,24+ Right Center,,,,,,,,181.0,3.0,3.0,0.0,,,,,,,,
183,PT09M39.00S,2023-01-01T01:45:36.1Z,2,REGULAR,3pt,Jump Shot,[],203585,28.597240473061763,20.588235294117645,1610612765,42,32,2023-01-01T01:45:40Z,1810000,False,147.0,216.0,1,left,MISS R. McGruder 26' 3PT,[203585],1610612765.0,DET,,,,,McGruder,R. McGruder,,,,,Above the Break 3,24+ Right Center,,,,,Missed,,26.16,,,,,,,,,,,,
184,PT09M37.00S,2023-01-01T01:45:38.1Z,2,REGULAR,rebound,offensive,[],202692,,,1610612765,42,32,2023-01-01T01:45:40Z,1820000,False,,,0,,A. Burks REBOUND (Off:1 Def:3),[202692],1610612765.0,DET,,,,,Burks,A. Burks,,,,,Above the Break 3,24+ Right Center,,,,,,,,183.0,4.0,3.0,1.0,,,,,,,,
185,PT09M34.00S,2023-01-01T01:45:42.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],202692,6.783837056504599,3.9215686274509802,1610612765,42,32,2023-01-01T01:45:46Z,1830000,False,230.0,11.0,1,left,MISS A. Burks 3PT,[202692],1610612765.0,DET,,,,,Burks,A. Burks,,,,,Right Corner 3,24+ Right,,,,,Missed,,23.07,,,,,,,,,,,,
186,PT09M29.00S,2023-01-01T01:45:47.2Z,2,REGULAR,rebound,defensive,[],203497,,,1610612750,42,32,2023-01-01T01:45:47Z,1840000,False,,,0,,R. Gobert REBOUND (Off:0 Def:1),[203497],1610612750.0,MIN,,,,,Gobert,R. Gobert,,,,,Right Corner 3,24+ Right,,,,,,,,185.0,1.0,1.0,0.0,,,,,,,,
187,PT09M16.00S,2023-01-01T01:45:59.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629669,89.83245729303549,53.67647058823529,1610612750,44,32,2023-01-01T01:46:06Z,1850000,False,18.0,43.0,1,right,J. Nowell Jump Shot (7 PTS) (A. Rivers 1 AST),"[1629669, 203085]",1610612750.0,MIN,,,,,Nowell,J. Nowell,,,,,In The Paint (Non-RA),0-8 Center,,,,,Made,7.0,4.69,,,,,,A. Rivers,203085.0,1.0,,,,
189,PT08M56.00S,2023-01-01T01:46:18.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628963,13.87976346911958,49.754901960784316,1610612765,44,34,2023-01-01T01:46:23Z,1870000,False,1.0,78.0,1,left,M. Bagley III 7' fadeaway Jump Shot (7 PTS) (C. Joseph 2 AST),"[1628963, 202709]",1610612765.0,DET,,fadeaway,,,Bagley III,M. Bagley III,,,,,In The Paint (Non-RA),0-8 Center,,,,,Made,7.0,7.8,,,,,,C. Joseph,202709.0,2.0,,,,
191,PT08M42.00S,2023-01-01T01:46:34.6Z,2,REGULAR,3pt,Jump Shot,[],1629669,66.96780551905388,51.225490196078425,1610612750,44,34,2023-01-01T01:48:11Z,1890000,False,6.0,258.0,1,right,MISS J. Nowell 25' 3PT,[1629669],1610612750.0,MIN,,,,,Nowell,J. Nowell,,,,,Above the Break 3,24+ Center,,,,,Missed,,25.81,,,,,,,,,,,,
192,PT08M41.00S,2023-01-01T01:46:35.6Z,2,REGULAR,rebound,offensive,[],203497,,,1610612750,44,34,2023-01-01T01:48:11Z,1900000,False,,,0,,R. Gobert REBOUND (Off:1 Def:1),[203497],1610612750.0,MIN,,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Center,,,,,,,,191.0,2.0,1.0,1.0,,,,,,,,
193,PT08M36.00S,2023-01-01T01:46:39.1Z,2,REGULAR,turnover,lost ball,[],203497,,,1610612750,44,34,2023-01-01T01:46:42Z,1910000,False,,,0,,R. Gobert lost ball TURNOVER (2 TO),"[203497, 1628977]",1610612750.0,MIN,,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,2.0,,,,,,Diallo,1628977.0
194,PT08M36.00S,2023-01-01T01:46:39.1Z,2,REGULAR,steal,,[],1628977,,,1610612765,44,34,2023-01-01T01:46:41Z,1920000,False,,,0,,H. Diallo STEAL (1 STL),[1628977],1610612765.0,DET,,,,,Diallo,H. Diallo,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
195,PT08M27.00S,2023-01-01T01:46:48.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],202692,26.363337713534822,83.08823529411765,1610612765,44,37,2023-01-01T01:46:52Z,1930000,False,-165.0,195.0,1,left,A. Burks 25' 3PT  (10 PTS) (H. Diallo 3 AST),"[202692, 1628977]",1610612765.0,DET,,,,,Burks,A. Burks,,,,,Above the Break 3,24+ Left Center,,,,,Made,10.0,25.59,,,,,,H. Diallo,1628977.0,3.0,,,,
197,PT08M26.00S,2023-01-01T01:46:53.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,44,37,2023-01-01T01:46:53Z,1950000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT08M26.00S,2023-01-01T01:49:09.2Z,2,REGULAR,substitution,out,[],1629669,,,1610612750,44,37,2023-01-01T01:49:19Z,1960000,False,,,0,,SUB out: J. Nowell,[1629669],1610612750.0,MIN,,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT08M26.00S,2023-01-01T01:49:09.2Z,2,REGULAR,substitution,out,[],1629675,,,1610612750,44,37,2023-01-01T01:49:19Z,1970000,False,,,0,,SUB out: N. Reid,[1629675],1610612750.0,MIN,,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT08M26.00S,2023-01-01T01:49:09.2Z,2,REGULAR,substitution,in,[],1630162,,,1610612750,44,37,2023-01-01T01:49:19Z,1980000,False,,,0,,SUB in: A. Edwards,[1630162],1610612750.0,MIN,,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT08M26.00S,2023-01-01T01:49:09.2Z,2,REGULAR,substitution,in,[],1626156,,,1610612750,44,37,2023-01-01T01:49:19Z,1990000,False,,,0,,SUB in: D. Russell,[1626156],1610612750.0,MIN,,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT08M26.00S,2023-01-01T01:49:22.3Z,2,REGULAR,substitution,out,[],1628977,,,1610612750,44,37,2023-01-01T01:49:30Z,2000000,False,,,0,,SUB out: H. Diallo,[1628977],1610612765.0,DET,,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT08M26.00S,2023-01-01T01:49:22.3Z,2,REGULAR,substitution,in,[],1630191,,,1610612750,44,37,2023-01-01T01:49:30Z,2010000,False,,,0,,SUB in: I. Stewart,[1630191],1610612765.0,DET,,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT08M11.00S,2023-01-01T01:50:00.6Z,2,REGULAR,turnover,traveling,[],1626156,,,1610612750,44,37,2023-01-01T01:50:05Z,2020000,False,,,0,,D. Russell traveling TURNOVER (1 TO),[1626156],1610612750.0,MIN,202035.0,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,1.0,,,,,,,
205,PT08M03.00S,2023-01-01T01:50:20.6Z,2,REGULAR,turnover,out-of-bounds,[],202709,,,1610612765,44,37,2023-01-01T01:50:25Z,2030000,False,,,0,,C. Joseph bad pass out-of-bounds TURNOVER (1 TO),[202709],1610612765.0,DET,1628954.0,bad pass,,,Joseph,C. Joseph,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,1.0,,,,,,,
206,PT07M53.00S,2023-01-01T01:50:38.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630346,94.69448094612353,94.11764705882352,1610612750,44,37,2023-01-01T01:50:42Z,2040000,False,221.0,-3.0,1,right,MISS M. Ryan 3PT,[1630346],1610612750.0,MIN,,,,,Ryan,M. Ryan,,,,,Right Corner 3,24+ Right,,,,,Missed,,22.06,,,,,,,,,,,,
207,PT07M51.00S,2023-01-01T01:50:40.7Z,2,REGULAR,rebound,defensive,[],202692,,,1610612765,44,37,2023-01-01T01:50:42Z,2050000,False,,,0,,A. Burks REBOUND (Off:1 Def:4),[202692],1610612765.0,DET,,,,,Burks,A. Burks,,,,,Right Corner 3,24+ Right,,,,,,,,206.0,5.0,4.0,1.0,,,,,,,,
208,PT07M40.00S,2023-01-01T01:50:51.5Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628963,13.748357424441524,47.05882352941176,1610612765,44,37,2023-01-01T01:50:57Z,2060000,False,15.0,77.0,1,left,MISS M. Bagley III 7' Hook,[1628963],1610612765.0,DET,,,,,Bagley III,M. Bagley III,,,,,In The Paint (Non-RA),0-8 Center,,,,,Missed,,7.81,,,,,,,,,,,,
209,PT07M37.00S,2023-01-01T01:50:54.5Z,2,REGULAR,rebound,defensive,[],203497,,,1610612750,44,37,2023-01-01T01:50:57Z,2070000,False,,,0,,R. Gobert REBOUND (Off:1 Def:2),[203497],1610612750.0,MIN,,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,208.0,3.0,2.0,1.0,,,,,,,,
210,PT07M29.00S,2023-01-01T01:51:03.0Z,2,REGULAR,3pt,Jump Shot,[],203085,91.01511169513797,95.83333333333334,1610612750,47,37,2023-01-01T01:51:08Z,2080000,False,229.0,32.0,1,right,A. Rivers 3PT  (3 PTS) (A. Edwards 3 AST),"[203085, 1630162]",1610612750.0,MIN,,,,,Rivers,A. Rivers,,,,,Right Corner 3,24+ Right,,,,,Made,3.0,23.14,,,,,,A. Edwards,1630162.0,3.0,,,,
212,PT07M13.00S,2023-01-01T01:51:18.9Z,2,REGULAR,3pt,Jump Shot,[],202709,30.831143232588698,23.52941176470588,1610612765,47,37,2023-01-01T01:51:23Z,2100000,False,132.0,237.0,1,left,MISS C. Joseph 27' 3PT,[202709],1610612765.0,DET,,,,,Joseph,C. Joseph,,,,,Above the Break 3,24+ Right Center,,,,,Missed,,27.17,,,,,,,,,,,,
213,PT07M11.00S,2023-01-01T01:51:20.9Z,2,REGULAR,rebound,defensive,[],1630162,,,1610612750,47,37,2023-01-01T01:51:23Z,2110000,False,,,0,,A. Edwards REBOUND (Off:0 Def:3),[1630162],1610612750.0,MIN,,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,,,,,,,,212.0,3.0,3.0,0.0,,,,,,,,
231,PT06M59.00S,2023-01-01T01:51:25.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,91.80354796320631,54.90196078431373,1610612750,47,37,2023-01-01T01:53:45Z,2115000,False,25.0,25.0,1,right,MISS A. Edwards Layup - blocked,"[1630162, 202692]",1610612750.0,MIN,,,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,,,,Missed,,3.46,,,,,,,,,Burks,202692.0,,
232,PT06M59.00S,2023-01-01T01:51:25.9Z,2,REGULAR,block,,[],202692,,,1610612750,47,37,2023-01-01T01:53:21Z,2117500,False,,,0,,A. Burks BLOCK (1 BLK),[202692],1610612765.0,DET,,,,,Burks,A. Burks,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
233,PT06M57.00S,2023-01-01T01:51:27.9Z,2,REGULAR,rebound,defensive,[],202709,,,1610612765,47,37,2023-01-01T01:53:45Z,2118750,False,,,0,,C. Joseph REBOUND (Off:0 Def:1),[202709],1610612765.0,DET,,,,,Joseph,C. Joseph,,,,,Restricted Area,0-8 Center,,,,,,,,231.0,1.0,1.0,0.0,,,,,,,,
216,PT06M53.00S,2023-01-01T01:51:43.8Z,2,REGULAR,foul,personal,[],203085,,,1610612765,47,37,2023-01-01T01:51:59Z,2140000,False,,,0,,A. Rivers personal FOUL (2 PF),"[203085, 202692]",1610612750.0,MIN,2004.0,,,,Rivers,A. Rivers,,,,,Mid-Range,16-24 Right Center,2.0,0.0,Burks,202692.0,,,,,,,,,,,,,,,
218,PT06M53.00S,2023-01-01T01:51:48.9Z,2,REGULAR,substitution,out,[],202692,,,1610612765,47,37,2023-01-01T01:51:54Z,2160000,False,,,0,,SUB out: A. Burks,[202692],1610612765.0,DET,,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT06M53.00S,2023-01-01T01:51:48.9Z,2,REGULAR,substitution,out,[],202709,,,1610612765,47,37,2023-01-01T01:51:54Z,2170000,False,,,0,,SUB out: C. Joseph,[202709],1610612765.0,DET,,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT06M53.00S,2023-01-01T01:51:48.9Z,2,REGULAR,substitution,in,[],1631093,,,1610612765,47,37,2023-01-01T01:51:54Z,2180000,False,,,0,,SUB in: J. Ivey,[1631093],1610612765.0,DET,,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT06M53.00S,2023-01-01T01:51:48.9Z,2,REGULAR,substitution,in,[],202711,,,1610612765,47,37,2023-01-01T01:51:54Z,2190000,False,,,0,,SUB in: B. Bogdanovic,[202711],1610612765.0,DET,,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT06M48.00S,2023-01-01T01:52:09.9Z,2,REGULAR,3pt,Jump Shot,[],1628963,31.882391590013142,49.26470588235294,1610612765,47,37,2023-01-01T01:53:51Z,2200000,False,4.0,247.0,1,left,MISS M. Bagley III 24' 3PT,[1628963],1610612765.0,DET,,,,,Bagley III,M. Bagley III,,,,,Above the Break 3,24+ Center,,,,,Missed,,24.72,,,,,,,,,,,,
223,PT06M45.00S,2023-01-01T01:52:12.9Z,2,REGULAR,rebound,defensive,[],1630162,,,1610612750,47,37,2023-01-01T01:52:14Z,2210000,False,,,0,,A. Edwards REBOUND (Off:0 Def:4),[1630162],1610612750.0,MIN,,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Center,,,,,,,,222.0,4.0,4.0,0.0,,,,,,,,
224,PT06M30.00S,2023-01-01T01:52:25.6Z,2,REGULAR,3pt,Jump Shot,[],1626156,68.01905387647832,28.676470588235293,1610612750,47,37,2023-01-01T01:52:42Z,2220000,False,-107.0,248.0,1,right,MISS D. Russell 27' 3PT,[1626156],1610612750.0,MIN,,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Left Center,,,,,Missed,,27.0,,,,,,,,,,,,
225,PT06M28.00S,2023-01-01T01:52:27.6Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612765,47,37,2023-01-01T01:52:42Z,2230000,False,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,224.0,,,,,,,,,,,
227,PT06M22.00S,2023-01-01T01:52:55.7Z,2,REGULAR,foul,personal,[],203497,,,1610612765,47,37,2023-01-01T01:53:04Z,2250000,False,,,0,,R. Gobert personal FOUL (3 PF),"[203497, 1628963]",1610612750.0,MIN,202035.0,,,,Gobert,R. Gobert,,,,,Mid-Range,16-24 Center,3.0,0.0,Bagley III,1628963.0,,,,,,,,,,,,,,,
229,PT06M22.00S,2023-01-01T01:53:10.4Z,2,REGULAR,substitution,out,[],203497,,,1610612765,47,37,2023-01-01T01:53:12Z,2270000,False,,,0,,SUB out: R. Gobert,[203497],1610612750.0,MIN,,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT06M22.00S,2023-01-01T01:53:10.4Z,2,REGULAR,substitution,in,[],1629675,,,1610612765,47,37,2023-01-01T01:53:12Z,2280000,False,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT06M08.00S,2023-01-01T01:53:42.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630191,15.062417871222076,36.029411764705884,1610612765,47,37,2023-01-01T01:55:33Z,2290000,False,70.0,89.0,1,left,MISS I. Stewart 11' floating Shot,[1630191],1610612765.0,DET,,floating,,,Stewart,I. Stewart,,,,,In The Paint (Non-RA),8-16 Right,,,,,Missed,,11.32,,,,,,,,,,,,
235,PT06M05.00S,2023-01-01T01:53:44.7Z,2,REGULAR,rebound,defensive,[],1629675,,,1610612750,47,37,2023-01-01T01:53:44Z,2300000,False,,,0,,N. Reid REBOUND (Off:0 Def:5),[1629675],1610612750.0,MIN,,,,,Reid,N. Reid,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,234.0,5.0,5.0,0.0,,,,,,,,
236,PT06M00.00S,2023-01-01T01:53:50.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak', 'defensivegoaltending']",1630346,94.69448094612353,48.529411764705884,1610612750,49,37,2023-01-01T01:54:12Z,2310000,False,-7.0,-3.0,1,right,M. Ryan running Layup (2 PTS) (A. Edwards 4 AST),"[1630346, 1630162]",1610612750.0,MIN,,running,,,Ryan,M. Ryan,,,,,Restricted Area,0-8 Center,,,,,Made,2.0,0.78,,,,,,A. Edwards,1630162.0,4.0,,,,
238,PT06M00.00S,2023-01-01T01:53:55.3Z,2,REGULAR,violation,defensive goaltending,[],1628963,,,1610612750,49,37,2023-01-01T01:54:12Z,2330000,False,,,0,,M. Bagley III defensive goaltending VIOLATION,[1628963],1610612765.0,DET,1628954.0,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT05M40.00S,2023-01-01T01:54:29.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630191,12.302890932982917,52.69607843137255,1610612765,49,37,2023-01-01T01:57:01Z,2340000,False,-13.0,63.0,1,left,MISS I. Stewart 6' cutting Layup - blocked,"[1630191, 1629675]",1610612765.0,DET,,cutting,,,Stewart,I. Stewart,,,,,In The Paint (Non-RA),0-8 Center,,,,,Missed,,6.45,,,,,,,,,Reid,1629675.0,,
240,PT05M40.00S,2023-01-01T01:54:29.4Z,2,REGULAR,block,,[],1629675,,,1610612765,49,37,2023-01-01T01:54:32Z,2350000,False,,,0,,N. Reid BLOCK (2 BLK),[1629675],1610612750.0,MIN,,,,,Reid,N. Reid,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,
241,PT05M39.00S,2023-01-01T01:54:30.4Z,2,REGULAR,rebound,offensive,[],1630191,,,1610612765,49,37,2023-01-01T01:57:01Z,2360000,False,,,0,,I. Stewart REBOUND (Off:2 Def:0),[1630191],1610612765.0,DET,,,,,Stewart,I. Stewart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,239.0,2.0,0.0,2.0,,,,,,,,
242,PT05M37.00S,2023-01-01T01:54:34.9Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630191,5.590000152587891,50.0,1610612765,49,37,2023-01-01T01:57:47Z,2370000,False,0.0,0.0,1,left,MISS I. Stewart putback Layup,[1630191],1610612765.0,DET,,putback,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,,,,,Missed,,0.0,,,,,,,,,,,,
243,PT05M36.00S,2023-01-01T01:54:35.9Z,2,REGULAR,rebound,offensive,[],1628963,,,1610612765,49,37,2023-01-01T01:57:47Z,2380000,False,,,0,,M. Bagley III REBOUND (Off:2 Def:2),[1628963],1610612765.0,DET,,,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,,,,,,,,242.0,4.0,2.0,2.0,,,,,,,,
244,PT05M36.00S,2023-01-01T01:54:36.1Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628963,5.590000152587891,50.0,1610612765,49,39,2023-01-01T01:57:53Z,2390000,False,0.0,0.0,1,left,M. Bagley III putback Layup (9 PTS),[1628963],1610612765.0,DET,,putback,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,,,,,Made,9.0,0.0,,,,,,,,,,,,
245,PT05M24.00S,2023-01-01T01:54:43.2Z,2,REGULAR,3pt,Jump Shot,[],1630162,83.78777923784494,93.62745098039215,1610612750,49,39,2023-01-01T01:54:48Z,2400000,False,218.0,100.0,1,right,MISS A. Edwards step back 3PT,[1630162],1610612750.0,MIN,,step back,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,,,,,Missed,,23.99,,,,,,,,,,,,
246,PT05M21.00S,2023-01-01T01:54:46.2Z,2,REGULAR,rebound,defensive,[],1630191,,,1610612765,49,39,2023-01-01T01:54:48Z,2410000,False,,,0,,I. Stewart REBOUND (Off:2 Def:1),[1630191],1610612765.0,DET,,,,,Stewart,I. Stewart,,,,,Above the Break 3,24+ Right Center,,,,,,,,245.0,3.0,1.0,2.0,,,,,,,,
248,PT05M20.00S,2023-01-01T01:54:50.9Z,2,REGULAR,substitution,out,[],203085,,,1610612765,49,39,2023-01-01T01:55:05Z,2430000,False,,,0,,SUB out: A. Rivers,[203085],1610612750.0,MIN,,,,,Rivers,A. Rivers,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT05M20.00S,2023-01-01T01:54:50.9Z,2,REGULAR,substitution,out,[],203585,,,1610612765,49,39,2023-01-01T01:55:05Z,2440000,False,,,0,,SUB out: R. McGruder,[203585],1610612765.0,DET,,,,,McGruder,R. McGruder,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT05M20.00S,2023-01-01T01:54:50.9Z,2,REGULAR,substitution,out,[],1628963,,,1610612765,49,39,2023-01-01T01:55:05Z,2450000,False,,,0,,SUB out: M. Bagley III,[1628963],1610612765.0,DET,,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT05M20.00S,2023-01-01T01:54:50.9Z,2,REGULAR,substitution,in,[],203937,,,1610612765,49,39,2023-01-01T01:55:05Z,2460000,False,,,0,,SUB in: K. Anderson,[203937],1610612750.0,MIN,,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT05M20.00S,2023-01-01T01:54:50.9Z,2,REGULAR,substitution,in,[],1631105,,,1610612765,49,39,2023-01-01T01:55:05Z,2470000,False,,,0,,SUB in: J. Duren,[1631105],1610612765.0,DET,,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT05M20.00S,2023-01-01T01:54:50.9Z,2,REGULAR,substitution,in,[],1630180,,,1610612765,49,39,2023-01-01T01:55:05Z,2480000,False,,,0,,SUB in: S. Bey,[1630180],1610612765.0,DET,,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT05M05.00S,2023-01-01T01:55:25.6Z,2,REGULAR,turnover,out-of-bounds,[],1631093,,,1610612765,49,39,2023-01-01T01:55:31Z,2490000,False,,,0,,J. Ivey bad pass out-of-bounds TURNOVER (3 TO),[1631093],1610612765.0,DET,2004.0,bad pass,,,Ivey,J. Ivey,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,3.0,,,,,,,
255,PT04M58.00S,2023-01-01T01:55:43.2Z,2,REGULAR,foul,personal,[],1630180,,,1610612750,49,39,2023-01-01T01:55:55Z,2500000,False,,,0,,S. Bey personal FOUL (1 PF),"[1630180, 1626156]",1610612765.0,DET,202035.0,,,,Bey,S. Bey,,,,,Mid-Range,8-16 Right,1.0,0.0,Russell,1626156.0,,,,,,,,,,,,,,,
257,PT04M56.00S,2023-01-01T01:56:00.0Z,2,REGULAR,turnover,traveling,[],1630346,,,1610612750,49,39,2023-01-01T01:56:06Z,2520000,False,,,0,,M. Ryan traveling TURNOVER (1 TO),[1630346],1610612750.0,MIN,202035.0,,,,Ryan,M. Ryan,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,1.0,,,,,,,
258,PT04M44.00S,2023-01-01T01:56:21.8Z,2,REGULAR,turnover,bad pass,[],1631105,,,1610612765,49,39,2023-01-01T02:01:20Z,2530000,False,,,0,,J. Duren bad pass TURNOVER (1 TO),"[1631105, 1630346]",1610612765.0,DET,,,,,Duren,J. Duren,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,1.0,,,,,,Ryan,1630346.0
259,PT04M44.00S,2023-01-01T01:56:21.8Z,2,REGULAR,steal,,[],1630346,,,1610612750,49,39,2023-01-01T01:56:23Z,2540000,False,,,0,,M. Ryan STEAL (1 STL),[1630346],1610612750.0,MIN,,,,,Ryan,M. Ryan,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,
260,PT04M40.00S,2023-01-01T01:56:25.6Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629675,91.80354796320631,59.55882352941176,1610612750,51,39,2023-01-01T01:56:49Z,2550000,False,48.0,25.0,1,right,N. Reid Layup (6 PTS),[1629675],1610612750.0,MIN,,,,,Reid,N. Reid,,,,,In The Paint (Non-RA),0-8 Center,,,,,Made,6.0,5.37,,,,,,,,,,,,
