actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,officialId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
505,PT08M39.00S,2023-03-08T02:27:49.0Z,4,REGULAR,substitution,in,[],203497,,,1610612750,74,98,2023-03-08T02:27:55Z,4860000,False,,,0,,SUB in: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
506,PT08M24.00S,2023-03-08T02:28:30.0Z,4,REGULAR,foul,personal,['2freethrow'],1627777,,,1610612750,74,98,2023-03-08T02:28:55Z,4870000,False,,,0,,G. Niang shooting personal FOUL (1 PF) (Anderson 2 FT),"[1627777, 203937]",1610612755.0,PHI,shooting,,,Niang,G. Niang,,,,,In The Paint (Non-RA),0-8 Center,,,,2005.0,,,,,,,,,,,,,1.0,0.0,Anderson,203937.0
508,PT08M24.00S,2023-03-08T02:28:56.9Z,4,REGULAR,freethrow,1 of 2,[],203937,,,1610612750,74,98,2023-03-08T02:28:56Z,4890000,False,,,0,,MISS K. Anderson Free Throw 1 of 2,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
509,PT08M24.00S,2023-03-08T02:28:56.9Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612750,74,98,2023-03-08T02:28:56Z,4900000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,508.0,,,,,,,
510,PT08M24.00S,2023-03-08T02:28:57.7Z,4,REGULAR,substitution,out,[],1629003,,,1610612750,74,98,2023-03-08T02:29:04Z,4910000,False,,,0,,SUB out: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,,
511,PT08M24.00S,2023-03-08T02:28:57.7Z,4,REGULAR,substitution,in,[],1629001,,,1610612750,74,98,2023-03-08T02:29:04Z,4920000,False,,,0,,SUB in: D. Melton,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
512,PT08M24.00S,2023-03-08T02:29:13.5Z,4,REGULAR,freethrow,2 of 2,[],203937,,,1610612750,75,98,2023-03-08T02:29:13Z,4930000,False,,,0,,K. Anderson Free Throw 2 of 2 (7 PTS),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,Made,7.0,,,,,,,,,,,,,
513,PT08M11.00S,2023-03-08T02:29:29.6Z,4,REGULAR,2pt,Jump Shot,[],1629001,8.360709592641262,23.52941176470588,1610612755,75,98,2023-03-08T02:29:34Z,4940000,False,132.0,26.0,1,left,MISS D. Melton 13' pullup Shot,[1629001],1610612755.0,PHI,pullup,,,Melton,D. Melton,,,,,Mid-Range,8-16 Right,,,,,13.49,Missed,,,,,,,,,,,,,,
514,PT08M08.00S,2023-03-08T02:29:32.6Z,4,REGULAR,rebound,defensive,[],1630162,,,1610612750,75,98,2023-03-08T02:29:34Z,4950000,False,,,0,,A. Edwards REBOUND (Off:0 Def:7),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,513.0,7.0,7.0,0.0,,,,
515,PT07M59.00S,2023-03-08T02:29:42.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,94.03745072273325,49.26470588235294,1610612750,77,98,2023-03-08T02:36:38Z,4960000,False,-4.0,4.0,1,right,A. Edwards driving reverse Layup (32 PTS),[1630162],1610612750.0,MIN,driving reverse,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,,,,0.51,Made,32.0,,,,,,,,,,,,,
516,PT07M37.00S,2023-03-08T02:30:03.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630194,18.347568988173457,62.00980392156863,1610612755,77,98,2023-03-08T02:30:12Z,4970000,False,-60.0,120.0,1,left,MISS P. Reed 13' Jump Shot,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,In The Paint (Non-RA),8-16 Center,,,,,13.42,Missed,,,,,,,,,,,,,,
517,PT07M34.00S,2023-03-08T02:30:06.7Z,4,REGULAR,rebound,defensive,[],203497,,,1610612750,77,98,2023-03-08T02:30:12Z,4980000,False,,,0,,R. Gobert REBOUND (Off:1 Def:8),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,516.0,9.0,8.0,1.0,,,,
518,PT07M20.00S,2023-03-08T02:30:21.4Z,4,REGULAR,foul,personal,['2freethrow'],1630194,,,1610612750,77,98,2023-03-08T02:30:26Z,4990000,False,,,0,,P. Reed shooting personal FOUL (2 PF) (Gobert 2 FT),"[1630194, 203497]",1610612755.0,PHI,shooting,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,,,,2004.0,,,,,,,,,,,,,2.0,0.0,Gobert,203497.0
520,PT07M20.00S,2023-03-08T02:30:49.6Z,4,REGULAR,freethrow,1 of 2,[],203497,,,1610612750,77,98,2023-03-08T02:31:15Z,5010000,False,,,0,,MISS R. Gobert Free Throw 1 of 2,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
521,PT07M20.00S,2023-03-08T02:30:49.6Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612750,77,98,2023-03-08T02:31:15Z,5020000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,520.0,,,,,,,
522,PT07M20.00S,2023-03-08T02:30:50.7Z,4,REGULAR,substitution,out,[],201144,,,1610612750,77,98,2023-03-08T02:30:53Z,5030000,False,,,0,,SUB out: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
523,PT07M20.00S,2023-03-08T02:30:50.7Z,4,REGULAR,substitution,in,[],1629162,,,1610612750,77,98,2023-03-08T02:30:53Z,5040000,False,,,0,,SUB in: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,,
524,PT07M20.00S,2023-03-08T02:30:49.6Z,4,REGULAR,freethrow,2 of 2,[],203497,,,1610612750,77,98,2023-03-08T02:31:15Z,5050000,False,,,0,,MISS R. Gobert Free Throw 2 of 2,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
525,PT07M18.00S,2023-03-08T02:30:51.6Z,4,REGULAR,rebound,defensive,[],1627777,,,1610612755,77,98,2023-03-08T02:31:15Z,5060000,False,,,0,,G. Niang REBOUND (Off:0 Def:6),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,524.0,6.0,6.0,0.0,,,,
526,PT07M04.00S,2023-03-08T02:31:28.0Z,4,REGULAR,foul,personal,['2freethrow'],1630162,,,1610612755,77,98,2023-03-08T02:31:37Z,5070000,False,,,0,,A. Edwards shooting personal FOUL (2 PF) (Harris 2 FT),"[1630162, 202699]",1610612750.0,MIN,shooting,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),0-8 Center,,,,202026.0,,,,,,,,,,,,,2.0,0.0,Harris,202699.0
529,PT07M04.00S,2023-03-08T02:31:55.4Z,4,REGULAR,freethrow,1 of 2,[],202699,,,1610612755,77,99,2023-03-08T02:31:55Z,5090000,False,,,0,,T. Harris Free Throw 1 of 2 (7 PTS),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,Made,7.0,,,,,,,,,,,,,
530,PT07M04.00S,2023-03-08T02:32:13.2Z,4,REGULAR,freethrow,2 of 2,[],202699,,,1610612755,77,100,2023-03-08T02:32:13Z,5100000,False,,,0,,T. Harris Free Throw 2 of 2 (8 PTS),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,Made,8.0,,,,,,,,,,,,,
531,PT06M55.00S,2023-03-08T02:32:24.0Z,4,REGULAR,3pt,Jump Shot,[],1630183,74.45795006570303,16.666666666666664,1610612750,77,100,2023-03-08T02:32:28Z,5110000,False,-167.0,188.0,1,right,MISS J. McDaniels 25' 3PT,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Left Center,,,,,25.1,Missed,,,,,,,,,,,,,,
532,PT06M52.00S,2023-03-08T02:32:27.0Z,4,REGULAR,rebound,defensive,[],1629001,,,1610612755,77,100,2023-03-08T02:32:28Z,5120000,False,,,0,,D. Melton REBOUND (Off:1 Def:6),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,531.0,7.0,6.0,1.0,,,,
533,PT06M38.00S,2023-03-08T02:32:40.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,14.799605781865965,56.127450980392155,1610612755,77,100,2023-03-08T02:32:43Z,5130000,False,-31.0,87.0,1,left,MISS T. Harris 9' pullup Shot,[202699],1610612755.0,PHI,pullup,,,Harris,T. Harris,,,,,In The Paint (Non-RA),8-16 Center,,,,,9.18,Missed,,,,,,,,,,,,,,
534,PT06M37.00S,2023-03-08T02:32:41.1Z,4,REGULAR,rebound,defensive,[],1630183,,,1610612750,77,100,2023-03-08T02:32:43Z,5140000,False,,,0,,J. McDaniels REBOUND (Off:1 Def:2),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,533.0,3.0,2.0,1.0,,,,
535,PT06M33.00S,2023-03-08T02:32:45.1Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1630162,73.9323258869908,19.11764705882353,1610612750,77,100,2023-03-08T02:39:04Z,5150000,False,-154.0,193.0,1,right,MISS A. Edwards 24' running pullup 3PT,[1630162],1610612750.0,MIN,running pullup,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,,,,,24.68,Missed,,,,,,,,,,,,,,
536,PT06M29.00S,2023-03-08T02:32:49.1Z,4,REGULAR,rebound,defensive,[],202699,,,1610612755,77,100,2023-03-08T02:32:52Z,5160000,False,,,0,,T. Harris REBOUND (Off:3 Def:11),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,535.0,14.0,11.0,3.0,,,,
537,PT06M12.00S,2023-03-08T02:33:08.0Z,4,REGULAR,turnover,lost ball,[],1630178,,,1610612755,77,100,2023-03-08T02:33:20Z,5170000,False,,,0,,T. Maxey lost ball TURNOVER (3 TO),"[1630178, 203937]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,3.0,Anderson,203937.0,,,,,,,,,,,,,,,,,
538,PT06M12.00S,2023-03-08T02:33:08.0Z,4,REGULAR,steal,,[],203937,,,1610612750,77,100,2023-03-08T02:33:09Z,5180000,False,,,0,,K. Anderson STEAL (1 STL),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
539,PT06M11.00S,2023-03-08T02:33:14.8Z,4,REGULAR,foul,personal,[],1630178,,,1610612750,77,100,2023-03-08T02:33:43Z,5190000,False,,,0,,T. Maxey take personal FOUL (2 PF),"[1630178, 203937]",1610612755.0,PHI,take,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,,,,202026.0,,,,,,,,,,,,,2.0,0.0,Anderson,203937.0
541,PT06M11.00S,2023-03-08T02:33:42.0Z,4,REGULAR,substitution,out,[],203937,,,1610612750,77,100,2023-03-08T02:33:46Z,5210000,False,,,0,,SUB out: K. Anderson,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
542,PT06M11.00S,2023-03-08T02:33:42.0Z,4,REGULAR,substitution,in,[],1627752,,,1610612750,77,100,2023-03-08T02:33:46Z,5220000,False,,,0,,SUB in: T. Prince,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
543,PT06M01.00S,2023-03-08T02:34:01.9Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1627752,73.53810775295663,18.872549019607842,1610612750,80,100,2023-03-08T02:34:06Z,5230000,False,-156.0,196.0,1,right,T. Prince 25' 3PT  (10 PTS) (A. Edwards 1 AST),"[1627752, 1630162]",1610612750.0,MIN,,,,Prince,T. Prince,,,,,Above the Break 3,24+ Left Center,,,,,25.04,Made,10.0,A. Edwards,1630162.0,1.0,,,,,,,,,,
545,PT05M35.00S,2023-03-08T02:34:27.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,8.886333771353483,50.245098039215684,1610612755,80,102,2023-03-08T02:40:38Z,5250000,False,-1.0,31.0,1,left,T. Maxey driving finger roll Layup (27 PTS),[1630178],1610612755.0,PHI,driving finger roll,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,,,,,3.1,Made,27.0,,,,,,,,,,,,,
547,PT05M28.00S,2023-03-08T02:34:34.7Z,4,REGULAR,turnover,lost ball,[],1630162,,,1610612750,80,102,2023-03-08T02:34:42Z,5270000,False,,,0,,A. Edwards lost ball TURNOVER (2 TO),"[1630162, 202699]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Mid-Range,8-16 Right,2.0,Harris,202699.0,,,,,,,,,,,,,,,,,
548,PT05M28.00S,2023-03-08T02:34:34.7Z,4,REGULAR,steal,,[],202699,,,1610612755,80,102,2023-03-08T02:34:39Z,5280000,False,,,0,,T. Harris STEAL (4 STL),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
549,PT05M25.00S,2023-03-08T02:34:41.8Z,4,REGULAR,foul,personal,['2freethrow'],1627752,,,1610612755,80,102,2023-03-08T02:34:51Z,5290000,False,,,0,,T. Prince shooting personal FOUL (2 PF) (Harris 2 FT),"[1627752, 202699]",1610612750.0,MIN,shooting,,,Prince,T. Prince,,,,,Restricted Area,0-8 Center,,,,2004.0,,,,,,,,,,,,,2.0,0.0,Harris,202699.0
551,PT05M25.00S,2023-03-08T02:35:09.7Z,4,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",202699,,,1610612755,80,103,2023-03-08T02:35:09Z,5310000,False,,,0,,T. Harris Free Throw 1 of 2 (9 PTS),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,Made,9.0,,,,,,,,,,,,,
552,PT05M25.00S,2023-03-08T02:35:26.8Z,4,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",202699,,,1610612755,80,104,2023-03-08T02:35:26Z,5320000,False,,,0,,T. Harris Free Throw 2 of 2 (10 PTS),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,Made,10.0,,,,,,,,,,,,,
553,PT05M25.00S,2023-03-08T02:35:29.8Z,4,REGULAR,timeout,full,['team'],0,,,1610612750,80,104,2023-03-08T02:35:29Z,5330000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,PT05M25.00S,2023-03-08T02:36:42.8Z,4,REGULAR,substitution,out,[],1630162,,,1610612750,80,104,2023-03-08T02:37:11Z,5340000,False,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
556,PT05M25.00S,2023-03-08T02:36:42.8Z,4,REGULAR,substitution,out,[],1630183,,,1610612750,80,104,2023-03-08T02:37:11Z,5350000,False,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
557,PT05M25.00S,2023-03-08T02:36:42.8Z,4,REGULAR,substitution,out,[],203497,,,1610612750,80,104,2023-03-08T02:37:11Z,5360000,False,,,0,,SUB out: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
558,PT05M25.00S,2023-03-08T02:36:42.8Z,4,REGULAR,substitution,in,[],1631169,,,1610612750,80,104,2023-03-08T02:37:11Z,5370000,False,,,0,,SUB in: J. Minott,[1631169],1610612750.0,MIN,,,,Minott,J. Minott,,,,,,,,,,,,,,,,,,,,,,,,,,
559,PT05M25.00S,2023-03-08T02:36:42.8Z,4,REGULAR,substitution,in,[],1629638,,,1610612750,80,104,2023-03-08T02:37:11Z,5380000,False,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
560,PT05M25.00S,2023-03-08T02:36:42.8Z,4,REGULAR,substitution,in,[],1630568,,,1610612750,80,104,2023-03-08T02:37:11Z,5390000,False,,,0,,SUB in: L. Garza,[1630568],1610612750.0,MIN,,,,Garza,L. Garza,,,,,,,,,,,,,,,,,,,,,,,,,,
561,PT05M11.00S,2023-03-08T02:37:24.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630194,,,1610612750,80,104,2023-03-08T02:37:29Z,5400000,False,,,0,,P. Reed shooting personal FOUL (3 PF) (Garza 2 FT),"[1630194, 1630568]",1610612755.0,PHI,shooting,,,Reed,P. Reed,,,,,In The Paint (Non-RA),0-8 Center,,,,2004.0,,,,,,,,,,,,,3.0,0.0,Garza,1630568.0
563,PT05M11.00S,2023-03-08T02:37:49.3Z,4,REGULAR,freethrow,1 of 2,[],1630568,,,1610612750,81,104,2023-03-08T02:37:49Z,5420000,False,,,0,,L. Garza Free Throw 1 of 2 (1 PTS),[1630568],1610612750.0,MIN,,,,Garza,L. Garza,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
564,PT05M11.00S,2023-03-08T02:38:04.2Z,4,REGULAR,freethrow,2 of 2,[],1630568,,,1610612750,82,104,2023-03-08T02:38:04Z,5430000,False,,,0,,L. Garza Free Throw 2 of 2 (2 PTS),[1630568],1610612750.0,MIN,,,,Garza,L. Garza,,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,
565,PT04M48.00S,2023-03-08T02:38:29.3Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],202699,12.828515111695138,50.73529411764706,1610612755,82,104,2023-03-08T02:38:34Z,5440000,False,-4.0,68.0,1,left,MISS T. Harris 6' Hook,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,In The Paint (Non-RA),0-8 Center,,,,,6.82,Missed,,,,,,,,,,,,,,
566,PT04M44.00S,2023-03-08T02:38:33.3Z,4,REGULAR,rebound,defensive,[],1629162,,,1610612750,82,104,2023-03-08T02:38:34Z,5450000,False,,,0,,J. McLaughlin REBOUND (Off:0 Def:1),[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,565.0,1.0,1.0,0.0,,,,
567,PT04M41.00S,2023-03-08T02:38:38.6Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'defensivegoaltending']",1627752,92.9862023653088,53.92156862745098,1610612750,84,104,2023-03-08T02:43:01Z,5460000,False,20.0,13.0,1,right,T. Prince running Layup (12 PTS) (J. McLaughlin 2 AST),"[1627752, 1629162]",1610612750.0,MIN,running,,,Prince,T. Prince,,,,,Restricted Area,0-8 Center,,,,,2.37,Made,12.0,J. McLaughlin,1629162.0,2.0,,,,,,,,,,
568,PT04M41.00S,2023-03-08T02:38:46.1Z,4,REGULAR,violation,defensive goaltending,[],1629001,,,1610612750,84,104,2023-03-08T02:39:14Z,5470000,False,,,0,,D. Melton defensive goaltending VIOLATION,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,2005.0,,,,,,,,,,,,,,,,
569,PT04M41.00S,2023-03-08T02:38:51.3Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630178,,,1610612750,84,104,2023-03-08T02:39:27Z,5480000,False,,,0,,T. Maxey shooting personal FOUL (3 PF) (Prince 1 FT),"[1630178, 1627752]",1610612755.0,PHI,shooting,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,,,,2005.0,,,,,,,,,,,,,3.0,0.0,Prince,1627752.0
571,PT04M41.00S,2023-03-08T02:39:04.4Z,4,REGULAR,substitution,out,[],1629638,,,1610612750,84,104,2023-03-08T02:39:15Z,5500000,False,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
572,PT04M41.00S,2023-03-08T02:39:04.4Z,4,REGULAR,substitution,out,[],1630178,,,1610612750,84,104,2023-03-08T02:39:15Z,5510000,False,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
573,PT04M41.00S,2023-03-08T02:39:04.4Z,4,REGULAR,substitution,out,[],1629001,,,1610612750,84,104,2023-03-08T02:39:15Z,5520000,False,,,0,,SUB out: D. Melton,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
574,PT04M41.00S,2023-03-08T02:39:04.4Z,4,REGULAR,substitution,out,[],202699,,,1610612750,84,104,2023-03-08T02:39:15Z,5530000,False,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
575,PT04M41.00S,2023-03-08T02:39:04.4Z,4,REGULAR,substitution,out,[],1627777,,,1610612750,84,104,2023-03-08T02:39:15Z,5540000,False,,,0,,SUB out: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
576,PT04M41.00S,2023-03-08T02:39:04.4Z,4,REGULAR,substitution,in,[],1631111,,,1610612750,84,104,2023-03-08T02:39:15Z,5550000,False,,,0,,SUB in: W. Moore Jr.,[1631111],1610612750.0,MIN,,,,Moore Jr.,W. Moore Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
577,PT04M41.00S,2023-03-08T02:39:04.4Z,4,REGULAR,substitution,in,[],1629667,,,1610612750,84,104,2023-03-08T02:39:15Z,5560000,False,,,0,,SUB in: J. McDaniels,[1629667],1610612755.0,PHI,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
578,PT04M41.00S,2023-03-08T02:39:04.4Z,4,REGULAR,substitution,in,[],1627863,,,1610612750,84,104,2023-03-08T02:39:15Z,5570000,False,,,0,,SUB in: D. House Jr.,[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
579,PT04M41.00S,2023-03-08T02:39:04.4Z,4,REGULAR,substitution,in,[],1627788,,,1610612750,84,104,2023-03-08T02:39:15Z,5580000,False,,,0,,SUB in: F. Korkmaz,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,,,
580,PT04M41.00S,2023-03-08T02:39:04.4Z,4,REGULAR,substitution,in,[],1629003,,,1610612750,84,104,2023-03-08T02:39:15Z,5590000,False,,,0,,SUB in: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,,
581,PT04M41.00S,2023-03-08T02:39:39.3Z,4,REGULAR,freethrow,1 of 1,[],1627752,,,1610612750,85,104,2023-03-08T02:39:39Z,5600000,False,,,0,,T. Prince Free Throw 1 of 1 (13 PTS),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,Made,13.0,,,,,,,,,,,,,
582,PT04M19.00S,2023-03-08T02:40:02.2Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1630194,11.251642575558476,49.754901960784316,1610612755,85,104,2023-03-08T02:40:09Z,5610000,False,1.0,53.0,1,left,MISS P. Reed turnaround Hook,[1630194],1610612755.0,PHI,turnaround,,,Reed,P. Reed,,,,,In The Paint (Non-RA),0-8 Center,,,,,5.33,Missed,,,,,,,,,,,,,,
583,PT04M17.00S,2023-03-08T02:40:04.2Z,4,REGULAR,rebound,defensive,[],1630568,,,1610612750,85,104,2023-03-08T02:40:09Z,5620000,False,,,0,,L. Garza REBOUND (Off:0 Def:1),[1630568],1610612750.0,MIN,,,,Garza,L. Garza,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,582.0,1.0,1.0,0.0,,,,
584,PT04M04.00S,2023-03-08T02:40:17.6Z,4,REGULAR,turnover,lost ball,[],1630568,,,1610612750,85,104,2023-03-08T02:40:22Z,5630000,False,,,0,,L. Garza lost ball TURNOVER (1 TO),"[1630568, 1629667]",1610612750.0,MIN,,,,Garza,L. Garza,,,,,Mid-Range,8-16 Left,1.0,McDaniels,1629667.0,,,,,,,,,,,,,,,,,
585,PT04M04.00S,2023-03-08T02:40:17.6Z,4,REGULAR,steal,,[],1629667,,,1610612755,85,104,2023-03-08T02:40:22Z,5640000,False,,,0,,J. McDaniels STEAL (1 STL),[1629667],1610612755.0,PHI,,,,McDaniels,J. McDaniels,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
586,PT03M56.00S,2023-03-08T02:40:26.1Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1627863,8.360709592641262,4.6568627450980395,1610612755,85,107,2023-03-08T02:40:32Z,5650000,False,227.0,26.0,1,left,D. House Jr. 3PT step back (5 PTS),[1627863],1610612755.0,PHI,step back,,,House Jr.,D. House Jr.,,,,,Right Corner 3,24+ Right,,,,,22.82,Made,5.0,,,,,,,,,,,,,
587,PT03M44.00S,2023-03-08T02:40:37.0Z,4,REGULAR,3pt,Jump Shot,[],1627752,73.66951379763469,17.15686274509804,1610612750,85,107,2023-03-08T02:40:42Z,5660000,False,-164.0,195.0,1,right,MISS T. Prince 25' 3PT,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,Above the Break 3,24+ Left Center,,,,,25.49,Missed,,,,,,,,,,,,,,
588,PT03M42.00S,2023-03-08T02:40:39.0Z,4,REGULAR,rebound,defensive,[],1629003,,,1610612755,85,107,2023-03-08T02:40:42Z,5670000,False,,,0,,S. Milton REBOUND (Off:0 Def:2),[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,587.0,2.0,2.0,0.0,,,,
589,PT03M29.00S,2023-03-08T02:40:52.6Z,4,REGULAR,3pt,Jump Shot,[],1627788,14.14257555847569,94.6078431372549,1610612755,85,110,2023-03-08T02:40:58Z,5680000,False,-223.0,80.0,1,left,F. Korkmaz 3PT step back (3 PTS) (S. Milton 4 AST),"[1627788, 1629003]",1610612755.0,PHI,step back,,,Korkmaz,F. Korkmaz,,,,,Left Corner 3,24+ Left,,,,,23.71,Made,3.0,S. Milton,1629003.0,4.0,,,,,,,,,,
