actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2023-01-29T01:10:34.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-01-29T01:10:34Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2023-01-29T01:10:36.7Z,1,REGULAR,jumpball,recovered,[],203937,,,1610612750,0,0,2023-01-29T01:10:36Z,40000,False,,,0,,Jump Ball R. Gobert vs. D. Sabonis: Tip to K. Anderson,"[203937, 203497, 1627734]",1610612750.0,MIN,startperiod,K. Anderson,203937.0,Anderson,K. Anderson,Gobert,203497.0,Sabonis,1627734.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M52.00S,2023-01-29T01:10:42.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203937,13.87976346911958,55.392156862745104,1610612750,0,0,2023-01-29T01:14:10Z,70000,False,-27.0,78.0,1,left,MISS K. Anderson 8' turnaround Shot,[203937],1610612750.0,MIN,turnaround,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),8-16 Center,8.25,Missed,,,,,,,,,,,,,,,,,,
8,PT11M50.00S,2023-01-29T01:10:44.7Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,0,0,2023-01-29T01:14:10Z,80000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:1),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),8-16 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M33.00S,2023-01-29T01:11:00.3Z,1,REGULAR,3pt,Jump Shot,[],1627734,67.36202365308804,51.71568627450981,1610612758,0,0,2023-01-29T01:11:07Z,90000,False,9.0,254.0,1,right,MISS D. Sabonis 25' 3PT,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Center,25.44,Missed,,,,,,,,,,,,,,,,,,
10,PT11M29.00S,2023-01-29T01:11:04.3Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,0,0,2023-01-29T01:11:07Z,100000,False,,,0,,R. Gobert REBOUND (Off:0 Def:1),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Center,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M17.00S,2023-01-29T01:11:18.1Z,1,REGULAR,turnover,traveling,[],1630183,,,1610612750,0,0,2023-01-29T01:11:26Z,110000,False,,,0,,J. McDaniels traveling TURNOVER (1 TO),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Mid-Range,16-24 Left,,,,,,,2882.0,1.0,,,,,,,,,,,,
12,PT11M04.00S,2023-01-29T01:11:40.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628989,81.553876478318,50.49019607843137,1610612758,0,0,2023-01-29T01:11:50Z,120000,False,2.0,121.0,1,right,MISS K. Huerter 12' pullup Shot,[1628989],1610612758.0,SAC,pullup,,,Huerter,K. Huerter,,,,,In The Paint (Non-RA),8-16 Center,12.09,Missed,,,,,,,,,,,,,,,,,,
13,PT11M03.00S,2023-01-29T01:11:41.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612750,0,0,2023-01-29T01:11:50Z,130000,False,,,0,,TEAM defensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,12.0,,,,,,,,,,,,,,,,,
15,PT10M52.00S,2023-01-29T01:11:58.0Z,1,REGULAR,3pt,Jump Shot,[],1630183,22.158344283837057,10.53921568627451,1610612750,0,0,2023-01-29T01:12:04Z,150000,False,197.0,156.0,1,left,MISS J. McDaniels 25' 3PT,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Right Center,25.14,Missed,,,,,,,,,,,,,,,,,,
