actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2023-01-05T01:10:29.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-01-05T01:10:29Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2023-01-05T01:10:32.2Z,1,REGULAR,jumpball,recovered,[],1626156,,,1610612750,0,0,2023-01-05T01:10:32Z,40000,False,,,0,,Jump Ball R. Gobert vs. J. Nurkic: Tip to D. Russell,"[1626156, 203497, 203994]",1610612750.0,MIN,startperiod,D. Russell,1626156.0,Russell,D. Russell,Gobert,203497.0,Nurkic,203994.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M42.00S,2023-01-05T01:10:46.3Z,1,REGULAR,2pt,Jump Shot,[],1630183,90.48948751642575,33.33333333333333,1610612750,0,0,2023-01-05T01:10:53Z,70000,False,-83.0,37.0,1,right,MISS J. McDaniels 9' turnaround Shot,[1630183],1610612750.0,MIN,turnaround,,,McDaniels,J. McDaniels,,,,,Mid-Range,8-16 Left,9.11,Missed,,,,,,,,,,,,,,,,,,
8,PT11M40.00S,2023-01-05T01:10:48.3Z,1,REGULAR,rebound,defensive,[],203994,,,1610612757,0,0,2023-01-05T01:10:53Z,80000,False,,,0,,J. Nurkic REBOUND (Off:0 Def:1),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Mid-Range,8-16 Left,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M24.00S,2023-01-05T01:11:05.1Z,1,REGULAR,2pt,Jump Shot,[],203081,10.068988173455978,78.18627450980392,1610612757,0,0,2023-01-05T01:11:11Z,90000,False,-141.0,42.0,1,left,MISS D. Lillard 14' step back Shot,[203081],1610612757.0,POR,step back,,,Lillard,D. Lillard,,,,,Mid-Range,8-16 Left,14.71,Missed,,,,,,,,,,,,,,,,,,
10,PT11M22.00S,2023-01-05T01:11:07.1Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,0,0,2023-01-05T01:11:11Z,100000,False,,,0,,R. Gobert REBOUND (Off:0 Def:1),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Mid-Range,8-16 Left,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M03.00S,2023-01-05T01:11:25.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626156,89.96386333771353,36.76470588235294,1610612750,0,0,2023-01-05T01:11:34Z,110000,False,-66.0,42.0,1,right,MISS D. Russell 7' driving floating Shot,[1626156],1610612750.0,MIN,driving floating,,,Russell,D. Russell,,,,,In The Paint (Non-RA),0-8 Center,7.83,Missed,,,,,,,,,,,,,,,,,,
12,PT11M00.00S,2023-01-05T01:11:28.7Z,1,REGULAR,rebound,defensive,[],1628404,,,1610612757,0,0,2023-01-05T01:11:34Z,120000,False,,,0,,J. Hart REBOUND (Off:0 Def:1),[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,In The Paint (Non-RA),0-8 Center,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,,,
13,PT10M51.00S,2023-01-05T01:11:37.4Z,1,REGULAR,3pt,Jump Shot,[],1628404,29.517082785808146,27.450980392156865,1610612757,0,0,2023-01-05T01:11:59Z,130000,False,113.0,225.0,1,left,MISS J. Hart 25' pullup 3PT,[1628404],1610612757.0,POR,pullup,,,Hart,J. Hart,,,,,Above the Break 3,24+ Right Center,25.16,Missed,,,,,,,,,,,,,,,,,,
14,PT10M49.00S,2023-01-05T01:11:39.4Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,0,0,2023-01-05T01:11:43Z,140000,False,,,0,,A. Edwards REBOUND (Off:0 Def:1),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,,
15,PT10M43.00S,2023-01-05T01:11:46.1Z,1,REGULAR,2pt,Jump Shot,[],1630162,73.9323258869908,39.46078431372549,1610612750,0,0,2023-01-05T01:11:51Z,150000,False,-53.0,193.0,1,right,MISS A. Edwards 19' pullup Shot,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Center,19.96,Missed,,,,,,,,,,,,,,,,,,
16,PT10M40.00S,2023-01-05T01:11:49.1Z,1,REGULAR,rebound,defensive,[],203924,,,1610612757,0,0,2023-01-05T01:11:51Z,160000,False,,,0,,J. Grant REBOUND (Off:0 Def:1),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Mid-Range,16-24 Center,,,15.0,1.0,1.0,0.0,,,,,,,,,,,,,,
17,PT10M29.00S,2023-01-05T01:11:59.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203924,7.178055190538765,53.18627450980392,1610612757,0,2,2023-01-05T01:12:58Z,170000,False,-16.0,15.0,1,left,J. Grant Layup (2 PTS) (J. Hart 1 AST),"[203924, 1628404]",1610612757.0,POR,,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,2.19,Made,,,,,2.0,J. Hart,1628404.0,1.0,,,,,,,,,,
19,PT10M29.00S,2023-01-05T01:12:03.8Z,1,REGULAR,foul,personal,['1freethrow'],203497,,,1610612757,0,2,2023-01-05T01:12:11Z,190000,False,,,0,,R. Gobert shooting personal FOUL (1 PF) (Grant 1 FT),"[203497, 203924]",1610612750.0,MIN,shooting,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,,,,,,,,2715.0,1.0,0.0,Grant,203924.0,,,,,
