actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
91,PT04M38.00S,2022-12-22T01:24:53.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629675,14.4053876478318,49.50980392156863,1610612750,20,19,2022-12-22T01:24:58Z,900000,False,2.0,83.0,1,left,MISS N. Reid 8' Jump Shot - blocked,"[1629675, 1626174]",1610612750.0,MIN,,,,,,,In The Paint (Non-RA),8-16 Center,8.29,Missed,,Reid,N. Reid,,,,,,,,,,,,,,,,Wood,1626174.0,
92,PT04M38.00S,2022-12-22T01:24:53.7Z,1,REGULAR,block,,[],1626174,,,1610612750,20,19,2022-12-22T01:24:55Z,910000,False,,,0,,C. Wood BLOCK (1 BLK),[1626174],1610612742.0,DAL,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,
93,PT04M35.00S,2022-12-22T01:24:56.7Z,1,REGULAR,rebound,defensive,[],203493,,,1610612742,20,19,2022-12-22T01:24:58Z,920000,False,,,0,,R. Bullock REBOUND (Off:0 Def:1),[203493],1610612742.0,DAL,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Bullock,R. Bullock,,,,91.0,1.0,1.0,0.0,,,,,,,,,,,
94,PT04M20.00S,2022-12-22T01:25:13.6Z,1,REGULAR,foul,personal,[],1629675,,,1610612742,20,19,2022-12-22T01:25:21Z,930000,False,,,0,,N. Reid personal FOUL (1 PF),"[1629675, 1626174]",1610612750.0,MIN,,,,,,,Mid-Range,16-24 Center,,,,Reid,N. Reid,,,,,,,,1628951.0,1.0,0.0,Wood,1626174.0,,,,,,
96,PT04M20.00S,2022-12-22T01:25:20.0Z,1,REGULAR,substitution,out,[],203915,,,1610612742,20,19,2022-12-22T01:25:31Z,950000,False,,,0,,SUB out: S. Dinwiddie,[203915],1610612742.0,DAL,,,,,,,,,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,
97,PT04M20.00S,2022-12-22T01:25:20.0Z,1,REGULAR,substitution,out,[],1626174,,,1610612742,20,19,2022-12-22T01:25:31Z,960000,False,,,0,,SUB out: C. Wood,[1626174],1610612742.0,DAL,,,,,,,,,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,
98,PT04M20.00S,2022-12-22T01:25:20.0Z,1,REGULAR,substitution,in,[],203939,,,1610612742,20,19,2022-12-22T01:25:31Z,970000,False,,,0,,SUB in: D. Powell,[203939],1610612742.0,DAL,,,,,,,,,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,
99,PT04M20.00S,2022-12-22T01:25:20.0Z,1,REGULAR,substitution,in,[],202689,,,1610612742,20,19,2022-12-22T01:25:31Z,980000,False,,,0,,SUB in: K. Walker,[202689],1610612742.0,DAL,,,,,,,,,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,
100,PT04M15.00S,2022-12-22T01:25:45.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627854,,,1610612742,20,19,2022-12-22T01:25:49Z,990000,False,,,0,,B. Forbes shooting personal FOUL (1 PF) (Hardaway Jr. 2 FT),"[1627854, 203501]",1610612750.0,MIN,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,,Forbes,B. Forbes,,,,,,,,2005.0,1.0,0.0,Hardaway Jr.,203501.0,,,,,,
102,PT04M15.00S,2022-12-22T01:26:10.3Z,1,REGULAR,freethrow,1 of 2,[],203501,,,1610612742,20,20,2022-12-22T01:26:47Z,1010000,False,,,0,,T. Hardaway Jr. Free Throw 1 of 2 (3 PTS),[203501],1610612742.0,DAL,,,,,,,,,,Made,3.0,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,
103,PT04M15.00S,2022-12-22T01:26:23.0Z,1,REGULAR,substitution,out,[],203493,,,1610612742,20,20,2022-12-22T01:26:33Z,1020000,False,,,0,,SUB out: R. Bullock,[203493],1610612742.0,DAL,,,,,,,,,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,
104,PT04M15.00S,2022-12-22T01:26:23.0Z,1,REGULAR,substitution,in,[],1628373,,,1610612742,20,20,2022-12-22T01:26:33Z,1030000,False,,,0,,SUB in: F. Ntilikina,[1628373],1610612742.0,DAL,,,,,,,,,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,,
105,PT04M15.00S,2022-12-22T01:26:10.3Z,1,REGULAR,freethrow,2 of 2,[],203501,,,1610612742,20,20,2022-12-22T01:26:47Z,1040000,False,,,0,,MISS T. Hardaway Jr. Free Throw 2 of 2,[203501],1610612742.0,DAL,,,,,,,,,,Missed,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,
106,PT04M13.00S,2022-12-22T01:26:12.3Z,1,REGULAR,rebound,defensive,[],1630183,,,1610612750,20,20,2022-12-22T01:26:47Z,1050000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:3),[1630183],1610612750.0,MIN,,,,,,,,,,,,McDaniels,J. McDaniels,,,,105.0,3.0,3.0,0.0,,,,,,,,,,,
107,PT04M02.00S,2022-12-22T01:26:55.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,7.178055190538765,50.245098039215684,1610612750,22,20,2022-12-22T01:27:04Z,1060000,False,-1.0,15.0,1,left,A. Edwards driving Layup (4 PTS),[1630162],1610612750.0,MIN,driving,,,,,,Restricted Area,0-8 Center,1.5,Made,4.0,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,
108,PT03M43.00S,2022-12-22T01:27:18.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630183,,,1610612742,22,20,2022-12-22T01:27:23Z,1070000,False,,,0,,J. McDaniels shooting personal FOUL (1 PF) (Doncic 2 FT),"[1630183, 1629029]",1610612750.0,MIN,shooting,,,,,,In The Paint (Non-RA),8-16 Center,,,,McDaniels,J. McDaniels,,,,,,,,1148.0,1.0,0.0,Doncic,1629029.0,,,,,,
110,PT03M43.00S,2022-12-22T01:27:44.5Z,1,REGULAR,freethrow,1 of 2,[],1629029,,,1610612742,22,20,2022-12-22T01:27:44Z,1090000,False,,,0,,MISS L. Doncic Free Throw 1 of 2,[1629029],1610612742.0,DAL,,,,,,,,,,Missed,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,
111,PT03M43.00S,2022-12-22T01:27:44.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612742,22,20,2022-12-22T01:27:44Z,1100000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,110.0,,,,,,,,,,,,,,
112,PT03M43.00S,2022-12-22T01:28:01.9Z,1,REGULAR,freethrow,2 of 2,[],1629029,,,1610612742,22,21,2022-12-22T01:28:01Z,1110000,False,,,0,,L. Doncic Free Throw 2 of 2 (6 PTS),[1629029],1610612742.0,DAL,,,,,,,,,,Made,6.0,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,
113,PT03M30.00S,2022-12-22T01:28:15.7Z,1,REGULAR,3pt,Jump Shot,[],1629669,31.750985545335087,27.450980392156865,1610612750,22,21,2022-12-22T01:28:20Z,1120000,False,113.0,246.0,1,left,MISS J. Nowell 27' 3PT,[1629669],1610612750.0,MIN,,,,,,,Above the Break 3,24+ Right Center,27.06,Missed,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,
114,PT03M27.00S,2022-12-22T01:28:18.7Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,22,21,2022-12-22T01:28:20Z,1130000,False,,,0,,L. Doncic REBOUND (Off:0 Def:2),[1629029],1610612742.0,DAL,,,,,,,Above the Break 3,24+ Right Center,,,,Doncic,L. Doncic,,,,113.0,2.0,2.0,0.0,,,,,,,,,,,
115,PT03M22.00S,2022-12-22T01:28:22.8Z,1,REGULAR,3pt,Jump Shot,[],203501,68.41327201051249,21.323529411764707,1610612742,22,21,2022-12-22T01:28:36Z,1140000,False,-143.0,244.0,1,right,MISS T. Hardaway Jr. 28' 3PT,[203501],1610612742.0,DAL,,,,,,,Above the Break 3,24+ Left Center,28.34,Missed,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,
116,PT03M18.00S,2022-12-22T01:28:27.4Z,1,REGULAR,rebound,offensive,[],203939,,,1610612742,22,21,2022-12-22T01:28:27Z,1150000,False,,,0,,D. Powell REBOUND (Off:1 Def:0),[203939],1610612742.0,DAL,,,,,,,Above the Break 3,24+ Left Center,,,,Powell,D. Powell,,,,115.0,1.0,0.0,1.0,,,,,,,,,,,
117,PT03M15.00S,2022-12-22T01:28:30.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629029,64.07687253613666,59.31372549019608,1610612742,22,21,2022-12-22T01:28:40Z,1160000,False,47.0,285.0,1,right,MISS L. Doncic 28' 3PT,[1629029],1610612742.0,DAL,,,,,,,Above the Break 3,24+ Center,28.9,Missed,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,
118,PT03M11.00S,2022-12-22T01:28:34.9Z,1,REGULAR,rebound,defensive,[],1629675,,,1610612750,22,21,2022-12-22T01:28:40Z,1170000,False,,,0,,N. Reid REBOUND (Off:0 Def:1),[1629675],1610612750.0,MIN,,,,,,,Above the Break 3,24+ Center,,,,Reid,N. Reid,,,,117.0,1.0,1.0,0.0,,,,,,,,,,,
119,PT03M01.00S,2022-12-22T01:28:44.3Z,1,REGULAR,2pt,Jump Shot,[],1630162,9.280551905387648,65.93137254901961,1610612750,24,21,2022-12-22T01:28:52Z,1180000,False,-80.0,35.0,1,left,A. Edwards 8' pullup bank Jump Shot (6 PTS),[1630162],1610612750.0,MIN,pullup bank,,,,,,Mid-Range,8-16 Left,8.69,Made,6.0,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,
120,PT02M49.00S,2022-12-22T01:28:55.8Z,1,REGULAR,3pt,Jump Shot,[],203501,68.15045992115637,65.44117647058823,1610612742,24,24,2022-12-22T01:29:05Z,1190000,False,77.0,247.0,1,right,T. Hardaway Jr. 25' 3PT  (6 PTS) (L. Doncic 4 AST),"[203501, 1629029]",1610612742.0,DAL,,,,,,,Above the Break 3,24+ Center,25.87,Made,6.0,Hardaway Jr.,T. Hardaway Jr.,L. Doncic,1629029.0,4.0,,,,,,,,,,,,,,,
122,PT02M30.00S,2022-12-22T01:29:15.9Z,1,REGULAR,turnover,bad pass,[],1630162,,,1610612750,24,24,2022-12-22T01:29:53Z,1210000,False,,,0,,A. Edwards bad pass TURNOVER (2 TO),"[1630162, 1629029]",1610612750.0,MIN,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Edwards,A. Edwards,,,,,,,,,,,,,2.0,Doncic,1629029.0,,,
123,PT02M30.00S,2022-12-22T01:29:15.9Z,1,REGULAR,steal,,[],1629029,,,1610612742,24,24,2022-12-22T01:29:53Z,1220000,False,,,0,,L. Doncic STEAL (1 STL),[1629029],1610612742.0,DAL,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,
124,PT02M19.00S,2022-12-22T01:29:31.5Z,1,REGULAR,turnover,traveling,[],203501,,,1610612742,24,24,2022-12-22T01:29:38Z,1230000,False,,,0,,T. Hardaway Jr. traveling TURNOVER (1 TO),[203501],1610612742.0,DAL,,,,,,,Above the Break 3,24+ Center,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,1148.0,,,,,1.0,,,,,
125,PT02M19.00S,2022-12-22T01:29:36.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,24,24,2022-12-22T01:29:36Z,1240000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M19.00S,2022-12-22T01:31:58.1Z,1,REGULAR,substitution,out,[],1630162,,,1610612750,24,24,2022-12-22T01:32:03Z,1250000,False,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,,,,,,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,
127,PT02M19.00S,2022-12-22T01:31:58.1Z,1,REGULAR,substitution,in,[],1626156,,,1610612750,24,24,2022-12-22T01:32:03Z,1260000,False,,,0,,SUB in: D. Russell,[1626156],1610612750.0,MIN,,,,,,,,,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,
128,PT02M00.00S,2022-12-22T01:32:43.3Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1626156,15.719448094612352,33.33333333333333,1610612750,26,24,2022-12-22T01:32:50Z,1270000,False,83.0,95.0,1,left,D. Russell 12' floating Jump Shot (2 PTS),[1626156],1610612750.0,MIN,floating,,,,,,Mid-Range,8-16 Right,12.66,Made,2.0,Russell,D. Russell,,,,,,,,,,,,,,,,,,
130,PT01M37.00S,2022-12-22T01:33:23.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630183,,,1610612742,26,24,2022-12-22T01:33:29Z,1290000,False,,,0,,J. McDaniels personal FOUL (2 PF) (Doncic 2 FT),"[1630183, 1629029]",1610612750.0,MIN,,,,,,,Mid-Range,8-16 Right,,,,McDaniels,J. McDaniels,,,,,,,,2005.0,2.0,0.0,Doncic,1629029.0,,,,,,
132,PT01M37.00S,2022-12-22T01:33:53.3Z,1,REGULAR,freethrow,1 of 2,[],1629029,,,1610612742,26,25,2022-12-22T01:33:53Z,1310000,False,,,0,,L. Doncic Free Throw 1 of 2 (7 PTS),[1629029],1610612742.0,DAL,,,,,,,,,,Made,7.0,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,
133,PT01M37.00S,2022-12-22T01:33:58.4Z,1,REGULAR,substitution,out,[],1630183,,,1610612742,26,25,2022-12-22T01:34:05Z,1320000,False,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,,,,,,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,
134,PT01M37.00S,2022-12-22T01:33:58.4Z,1,REGULAR,substitution,in,[],1630162,,,1610612742,26,25,2022-12-22T01:34:05Z,1330000,False,,,0,,SUB in: A. Edwards,[1630162],1610612750.0,MIN,,,,,,,,,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,
135,PT01M37.00S,2022-12-22T01:34:23.9Z,1,REGULAR,freethrow,2 of 2,[],1629029,,,1610612742,26,26,2022-12-22T01:34:23Z,1340000,False,,,0,,L. Doncic Free Throw 2 of 2 (8 PTS),[1629029],1610612742.0,DAL,,,,,,,,,,Made,8.0,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,
136,PT01M22.00S,2022-12-22T01:34:39.6Z,1,REGULAR,3pt,Jump Shot,[],1627854,29.6484888304862,18.137254901960784,1610612750,29,26,2022-12-22T01:34:45Z,1350000,False,159.0,226.0,1,left,B. Forbes 27' 3PT  (3 PTS) (D. Russell 3 AST),"[1627854, 1626156]",1610612750.0,MIN,,,,,,,Above the Break 3,24+ Right Center,27.67,Made,3.0,Forbes,B. Forbes,D. Russell,1626156.0,3.0,,,,,,,,,,,,,,,
138,PT01M03.00S,2022-12-22T01:34:58.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203939,93.11760840998686,55.88235294117647,1610612742,29,26,2022-12-22T01:35:02Z,1370000,False,29.0,12.0,1,right,MISS D. Powell Layup,[203939],1610612742.0,DAL,,,,,,,Restricted Area,0-8 Center,3.18,Missed,,Powell,D. Powell,,,,,,,,,,,,,,,,,,
139,PT01M02.00S,2022-12-22T01:34:59.0Z,1,REGULAR,rebound,defensive,[],1629675,,,1610612750,29,26,2022-12-22T01:35:02Z,1380000,False,,,0,,N. Reid REBOUND (Off:0 Def:2),[1629675],1610612750.0,MIN,,,,,,,Restricted Area,0-8 Center,,,,Reid,N. Reid,,,,138.0,2.0,2.0,0.0,,,,,,,,,,,
140,PT00M48.80S,2022-12-22T01:35:13.6Z,1,REGULAR,turnover,lost ball,[],1629675,,,1610612750,29,26,2022-12-22T01:35:19Z,1390000,False,,,0,,N. Reid lost ball TURNOVER (1 TO),"[1629675, 1629029]",1610612750.0,MIN,,,,,,,Mid-Range,16-24 Center,,,,Reid,N. Reid,,,,,,,,,,,,,1.0,Doncic,1629029.0,,,
141,PT00M48.80S,2022-12-22T01:35:13.6Z,1,REGULAR,steal,,[],1629029,,,1610612742,29,26,2022-12-22T01:35:15Z,1400000,False,,,0,,L. Doncic STEAL (2 STL),[1629029],1610612742.0,DAL,,,,,,,Mid-Range,16-24 Center,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,
142,PT00M45.50S,2022-12-22T01:35:19.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629675,,,1610612742,29,26,2022-12-22T01:35:25Z,1410000,False,,,0,,N. Reid shooting personal FOUL (2 PF) (Ntilikina 2 FT),"[1629675, 1628373]",1610612750.0,MIN,shooting,,,,,,In The Paint (Non-RA),8-16 Left,,,,Reid,N. Reid,,,,,,,,1148.0,2.0,0.0,Ntilikina,1628373.0,,,,,,
144,PT00M45.50S,2022-12-22T01:35:50.4Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1628373,,,1610612742,29,27,2022-12-22T01:35:50Z,1430000,False,,,0,,F. Ntilikina Free Throw 1 of 2 (1 PTS),[1628373],1610612742.0,DAL,,,,,,,,,,Made,1.0,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,,
145,PT00M45.50S,2022-12-22T01:36:00.0Z,1,REGULAR,substitution,out,[],203501,,,1610612742,29,27,2022-12-22T01:36:02Z,1440000,False,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,,,,,,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,
146,PT00M45.50S,2022-12-22T01:36:00.0Z,1,REGULAR,substitution,in,[],203493,,,1610612742,29,27,2022-12-22T01:36:02Z,1450000,False,,,0,,SUB in: R. Bullock,[203493],1610612742.0,DAL,,,,,,,,,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,
147,PT00M45.50S,2022-12-22T01:36:13.3Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1628373,,,1610612742,29,28,2022-12-22T01:36:13Z,1460000,False,,,0,,F. Ntilikina Free Throw 2 of 2 (2 PTS),[1628373],1610612742.0,DAL,,,,,,,,,,Made,2.0,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,,
148,PT00M32.40S,2022-12-22T01:36:27.9Z,1,REGULAR,2pt,Jump Shot,[],1630162,29.38567674113009,54.65686274509803,1610612750,29,28,2022-12-22T01:36:33Z,1470000,False,-23.0,224.0,1,left,MISS A. Edwards 22' pullup Shot,[1630162],1610612750.0,MIN,pullup,,,,,,Mid-Range,16-24 Center,22.49,Missed,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,
149,PT00M29.80S,2022-12-22T01:36:30.5Z,1,REGULAR,rebound,defensive,[],203939,,,1610612742,29,28,2022-12-22T01:36:33Z,1480000,False,,,0,,D. Powell REBOUND (Off:1 Def:1),[203939],1610612742.0,DAL,,,,,,,Mid-Range,16-24 Center,,,,Powell,D. Powell,,,,148.0,2.0,1.0,1.0,,,,,,,,,,,
152,PT00M11.90S,2022-12-22T01:36:28.9Z,1,REGULAR,freethrow,1 of 2,[],203939,,,1610612742,29,28,2022-12-22T01:40:51Z,1485000,False,,,0,,MISS D. Powell Free Throw 1 of 2,[203939],1610612742.0,DAL,,,,,,,,,,Missed,,Powell,D. Powell,,,,,,,,,,,,,,,,,,
153,PT00M11.90S,2022-12-22T01:36:28.9Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612742,29,28,2022-12-22T01:40:51Z,1487500,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,152.0,,,,,,,,,,,,,,
158,PT00M11.90S,2022-12-22T01:36:28.9Z,1,REGULAR,freethrow,2 of 2,[],203939,,,1610612742,29,29,2022-12-22T01:40:51Z,1488750,False,,,0,,D. Powell Free Throw 2 of 2 (1 PTS),[203939],1610612742.0,DAL,,,,,,,,,,Made,1.0,Powell,D. Powell,,,,,,,,,,,,,,,,,,
150,PT00M11.90S,2022-12-22T01:36:58.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629675,,,1610612750,29,29,2022-12-22T01:39:23Z,1490000,False,,,0,,N. Reid personal FOUL (3 PF) (Powell 2 FT),"[1629675, 203939]",1610612750.0,MIN,,,,,,,Mid-Range,8-16 Left,,,,Reid,N. Reid,,,,,,,,2005.0,3.0,0.0,Powell,203939.0,,,,,,
154,PT00M11.90S,2022-12-22T01:37:26.7Z,1,REGULAR,substitution,out,[],1629675,,,1610612750,29,29,2022-12-22T01:39:23Z,1530000,False,,,0,,SUB out: N. Reid,[1629675],1610612750.0,MIN,,,,,,,,,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,
155,PT00M11.90S,2022-12-22T01:37:26.7Z,1,REGULAR,substitution,out,[],1629029,,,1610612750,29,29,2022-12-22T01:39:23Z,1540000,False,,,0,,SUB out: L. Doncic,[1629029],1610612742.0,DAL,,,,,,,,,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,
156,PT00M11.90S,2022-12-22T01:37:26.7Z,1,REGULAR,substitution,in,[],203497,,,1610612750,29,29,2022-12-22T01:39:23Z,1550000,False,,,0,,SUB in: R. Gobert,[203497],1610612750.0,MIN,,,,,,,,,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,
157,PT00M11.90S,2022-12-22T01:37:26.7Z,1,REGULAR,substitution,in,[],203501,,,1610612750,29,29,2022-12-22T01:39:23Z,1560000,False,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,,,,,,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,
159,PT00M05.30S,2022-12-22T01:38:00.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626156,18.74178712220762,50.98039215686274,1610612750,31,29,2022-12-22T01:38:52Z,1565000,False,-5.0,124.0,1,left,D. Russell 12' floating Jump Shot (4 PTS),[1626156],1610612750.0,MIN,floating,,,,,,In The Paint (Non-RA),8-16 Center,12.38,Made,4.0,Russell,D. Russell,,,,,,,,,,,,,,,,,,
160,PT00M00.40S,2022-12-22T01:38:10.5Z,1,REGULAR,3pt,Jump Shot,[],203501,56.718134034165566,84.55882352941177,1610612742,31,29,2022-12-22T01:38:19Z,1590000,False,173.0,354.0,1,right,MISS T. Hardaway Jr. 39' 3PT,[203501],1610612742.0,DAL,,,,,,,Above the Break 3,24+ Right Center,39.42,Missed,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,
161,PT00M00.10S,2022-12-22T01:38:10.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612742,31,29,2022-12-22T01:38:19Z,1600000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,160.0,,,,,,,,,,,,,,
162,PT00M00.00S,2022-12-22T01:38:21.8Z,1,REGULAR,period,end,[],0,,,1610612742,31,29,2022-12-22T01:38:21Z,1610000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2022-12-22T01:40:26.7Z,2,REGULAR,substitution,out,['startperiod'],1630162,,,1610612742,31,29,2022-12-22T01:40:52Z,1620000,False,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,,,,,,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2022-12-22T01:40:26.7Z,2,REGULAR,substitution,out,['startperiod'],1628373,,,1610612742,31,29,2022-12-22T01:40:52Z,1630000,False,,,0,,SUB out: F. Ntilikina,[1628373],1610612742.0,DAL,,,,,,,,,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2022-12-22T01:40:26.7Z,2,REGULAR,substitution,out,['startperiod'],203501,,,1610612742,31,29,2022-12-22T01:40:52Z,1650000,False,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,,,,,,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2022-12-22T01:40:26.7Z,2,REGULAR,substitution,in,['startperiod'],203085,,,1610612742,31,29,2022-12-22T01:40:52Z,1660000,False,,,0,,SUB in: A. Rivers,[203085],1610612750.0,MIN,,,,,,,,,,,,Rivers,A. Rivers,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2022-12-22T01:40:26.7Z,2,REGULAR,substitution,in,['startperiod'],203915,,,1610612742,31,29,2022-12-22T01:40:52Z,1670000,False,,,0,,SUB in: S. Dinwiddie,[203915],1610612742.0,DAL,,,,,,,,,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2022-12-22T01:40:26.7Z,2,REGULAR,substitution,in,['startperiod'],202722,,,1610612742,31,29,2022-12-22T01:40:52Z,1690000,False,,,0,,SUB in: D. Bertans,[202722],1610612742.0,DAL,,,,,,,,,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2022-12-22T01:40:59.3Z,2,REGULAR,period,start,[],0,,,1610612742,31,29,2022-12-22T01:40:59Z,1700000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT11M42.00S,2022-12-22T01:41:16.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202689,92.46057818659659,46.07843137254902,1610612742,31,29,2022-12-22T01:41:22Z,1710000,False,-20.0,18.0,1,right,MISS K. Walker driving Layup,[202689],1610612742.0,DAL,driving,,,,,,Restricted Area,0-8 Center,2.69,Missed,,Walker,K. Walker,,,,,,,,,,,,,,,,,,
173,PT11M40.00S,2022-12-22T01:41:18.9Z,2,REGULAR,rebound,defensive,[],203497,,,1610612750,31,29,2022-12-22T01:41:22Z,1720000,False,,,0,,R. Gobert REBOUND (Off:3 Def:2),[203497],1610612750.0,MIN,,,,,,,Restricted Area,0-8 Center,,,,Gobert,R. Gobert,,,,172.0,5.0,2.0,3.0,,,,,,,,,,,
174,PT11M34.00S,2022-12-22T01:41:24.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629669,6.783837056504599,95.09803921568627,1610612750,31,29,2022-12-22T01:41:30Z,1730000,False,-225.0,11.0,1,left,MISS J. Nowell 3PT,[1629669],1610612750.0,MIN,,,,,,,Left Corner 3,24+ Left,22.58,Missed,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,
175,PT11M31.00S,2022-12-22T01:41:27.3Z,2,REGULAR,rebound,defensive,[],203915,,,1610612742,31,29,2022-12-22T01:41:30Z,1740000,False,,,0,,S. Dinwiddie REBOUND (Off:0 Def:1),[203915],1610612742.0,DAL,,,,,,,Left Corner 3,24+ Left,,,,Dinwiddie,S. Dinwiddie,,,,174.0,1.0,1.0,0.0,,,,,,,,,,,
