actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
387,PT08M19.00S,2023-03-11T02:30:22.1Z,3,REGULAR,2pt,Jump Shot,[],1630183,83.919185282523,16.666666666666664,1610612750,76,69,2023-03-11T02:30:27Z,3780000,False,-167.0,99.0,1,right,J. McDaniels 19' step back Jump Shot (11 PTS) (M. Conley 6 AST),"[1630183, 201144]",1610612750.0,MIN,step back,,,McDaniels,J. McDaniels,,,,,Mid-Range,16-24 Left,,,,,,19.37,Made,,,,,,,,11.0,,,M. Conley,201144.0,6.0
389,PT07M51.00S,2023-03-11T02:30:49.1Z,3,REGULAR,2pt,Jump Shot,[],203915,18.2161629434954,30.637254901960787,1610612751,76,71,2023-03-11T02:30:56Z,3800000,False,97.0,119.0,1,left,S. Dinwiddie 15' driving floating bank Jump Shot (12 PTS),[203915],1610612751.0,BKN,driving floating bank,,,Dinwiddie,S. Dinwiddie,,,,,Mid-Range,8-16 Right,,,,,,15.32,Made,,,,,,,,12.0,,,,,
390,PT07M35.00S,2023-03-11T02:31:05.4Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],203937,87.07293035479631,50.98039215686274,1610612750,78,71,2023-03-11T02:31:13Z,3810000,False,5.0,69.0,1,right,K. Anderson 6' driving Hook (9 PTS),[203937],1610612750.0,MIN,driving,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,6.92,Made,,,,,,,,9.0,,,,,
391,PT07M19.00S,2023-03-11T02:31:20.4Z,3,REGULAR,2pt,Jump Shot,[],1628969,20.71287779237845,70.58823529411765,1610612751,78,73,2023-03-11T02:31:24Z,3820000,False,-103.0,142.0,1,left,M. Bridges 17' pullup Jump Shot (22 PTS),[1628969],1610612751.0,BKN,pullup,,,Bridges,M. Bridges,,,,,Mid-Range,16-24 Left Center,,,,,,17.55,Made,,,,,,,,22.0,,,,,
392,PT06M59.00S,2023-03-11T02:31:40.3Z,3,REGULAR,3pt,Jump Shot,[],203937,76.69185282522996,13.23529411764706,1610612750,78,73,2023-03-11T02:31:45Z,3830000,False,-184.0,167.0,1,right,MISS K. Anderson 24' 3PT,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Above the Break 3,24+ Left Center,,,,,,24.81,Missed,,,,,,,,,,,,,
393,PT06M57.00S,2023-03-11T02:31:42.3Z,3,REGULAR,rebound,defensive,[],1626220,,,1610612751,78,73,2023-03-11T02:31:45Z,3840000,False,,,0,,R. O'Neale REBOUND (Off:3 Def:6),[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Left Center,,,,,,,,392.0,9.0,6.0,3.0,,,,,,,,,
394,PT06M49.00S,2023-03-11T02:31:50.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627827,8.492115637319317,53.431372549019606,1610612751,78,73,2023-03-11T02:40:43Z,3850000,False,-17.0,27.0,1,left,MISS D. Finney-Smith driving Layup,[1627827],1610612751.0,BKN,driving,,,Finney-Smith,D. Finney-Smith,,,,,Restricted Area,0-8 Center,,,,,,3.23,Missed,,,,,,,,,,,,,
395,PT06M46.00S,2023-03-11T02:31:53.6Z,3,REGULAR,rebound,defensive,[],203497,,,1610612750,78,73,2023-03-11T02:31:59Z,3860000,False,,,0,,R. Gobert REBOUND (Off:3 Def:6),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,,,,,394.0,9.0,6.0,3.0,,,,,,,,,
396,PT06M42.00S,2023-03-11T02:31:57.4Z,3,REGULAR,3pt,Jump Shot,[],1630162,76.95466491458606,87.5,1610612750,78,73,2023-03-11T02:41:58Z,3870000,False,188.0,164.0,1,right,MISS A. Edwards 24' pullup 3PT,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,,,,,,24.92,Missed,,,,,,,,,,,,,
398,PT06M41.00S,2023-03-11T02:31:59.9Z,3,REGULAR,rebound,offensive,[],203497,,,1610612750,78,73,2023-03-11T02:31:59Z,3880000,False,,,0,,R. Gobert REBOUND (Off:4 Def:6),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Right Center,,,,,,,,396.0,10.0,6.0,4.0,,,,,,,,,
399,PT06M41.00S,2023-03-11T02:32:02.9Z,3,REGULAR,foul,personal,['2freethrow'],1626220,,,1610612750,78,73,2023-03-11T02:32:10Z,3890000,False,,,0,,R. O'Neale shooting personal FOUL (2 PF) (Gobert 2 FT),"[1626220, 203497]",1610612751.0,BKN,shooting,,,O'Neale,R. O'Neale,,,,,In The Paint (Non-RA),0-8 Center,1627526.0,2.0,0.0,Gobert,203497.0,,,,,,,,,,,,,,,
401,PT06M41.00S,2023-03-11T02:32:13.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,78,73,2023-03-11T02:32:13Z,3910000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,PT06M41.00S,2023-03-11T02:34:15.2Z,3,REGULAR,substitution,out,[],203937,,,1610612750,78,73,2023-03-11T02:35:03Z,3920000,False,,,0,,SUB out: K. Anderson,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
403,PT06M41.00S,2023-03-11T02:34:15.2Z,3,REGULAR,substitution,out,[],1627827,,,1610612750,78,73,2023-03-11T02:35:03Z,3930000,False,,,0,,SUB out: D. Finney-Smith,[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
404,PT06M41.00S,2023-03-11T02:34:15.2Z,3,REGULAR,substitution,in,[],1627752,,,1610612750,78,73,2023-03-11T02:35:03Z,3940000,False,,,0,,SUB in: T. Prince,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT06M41.00S,2023-03-11T02:34:15.2Z,3,REGULAR,substitution,in,[],203925,,,1610612750,78,73,2023-03-11T02:35:03Z,3950000,False,,,0,,SUB in: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT06M41.00S,2023-03-11T02:35:20.3Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],203497,,,1610612750,79,73,2023-03-11T02:35:20Z,3960000,False,,,0,,R. Gobert Free Throw 1 of 2 (19 PTS),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,Made,,,,,,,,19.0,,,,,
407,PT06M41.00S,2023-03-11T02:35:41.8Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],203497,,,1610612750,80,73,2023-03-11T02:35:41Z,3970000,False,,,0,,R. Gobert Free Throw 2 of 2 (20 PTS),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,Made,,,,,,,,20.0,,,,,
408,PT06M16.00S,2023-03-11T02:36:08.9Z,3,REGULAR,3pt,Jump Shot,[],1626220,11.12023653088042,4.901960784313726,1610612751,80,76,2023-03-11T02:36:14Z,3980000,False,225.0,52.0,1,left,R. O'Neale 3PT  (8 PTS) (S. Dinwiddie 8 AST),"[1626220, 203915]",1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Right Corner 3,24+ Right,,,,,,23.14,Made,,,,,,,,8.0,,,S. Dinwiddie,203915.0,8.0
410,PT05M55.00S,2023-03-11T02:36:30.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,93.11760840998686,52.20588235294118,1610612750,80,76,2023-03-11T02:36:36Z,4000000,False,11.0,12.0,1,right,MISS A. Edwards driving Layup,[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,,,,,1.64,Missed,,,,,,,,,,,,,
411,PT05M53.00S,2023-03-11T02:36:32.2Z,3,REGULAR,rebound,defensive,[],1628969,,,1610612751,80,76,2023-03-11T02:36:36Z,4010000,False,,,0,,M. Bridges REBOUND (Off:0 Def:2),[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,,,,,410.0,2.0,2.0,0.0,,,,,,,,,
412,PT05M49.00S,2023-03-11T02:36:35.8Z,3,REGULAR,2pt,Jump Shot,['fastbreak'],1628969,21.107095926412615,54.90196078431373,1610612751,80,78,2023-03-11T02:43:25Z,4020000,False,-25.0,146.0,1,left,M. Bridges 14' running pullup Jump Shot (24 PTS),[1628969],1610612751.0,BKN,running pullup,,,Bridges,M. Bridges,,,,,Mid-Range,8-16 Center,,,,,,14.79,Made,,,,,,,,24.0,,,,,
413,PT05M37.00S,2023-03-11T02:36:50.9Z,3,REGULAR,foul,personal,[],203925,,,1610612750,80,78,2023-03-11T02:37:02Z,4030000,False,,,0,,J. Harris personal FOUL (1 PF),"[203925, 203497]",1610612751.0,BKN,,,,Harris,J. Harris,,,,,Mid-Range,16-24 Right Center,1151.0,1.0,0.0,Gobert,203497.0,,,,,,,,,,,,,,,
415,PT05M31.00S,2023-03-11T02:37:15.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203497,91.27792378449409,56.372549019607845,1610612750,80,78,2023-03-11T02:44:15Z,4050000,False,32.0,29.0,1,right,MISS R. Gobert driving floating Shot,[203497],1610612750.0,MIN,driving floating,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,,,,,,4.34,Missed,,,,,,,,,,,,,
416,PT05M29.00S,2023-03-11T02:37:17.9Z,3,REGULAR,rebound,defensive,[],203915,,,1610612751,80,78,2023-03-11T02:37:21Z,4060000,False,,,0,,S. Dinwiddie REBOUND (Off:1 Def:2),[203915],1610612751.0,BKN,,,,Dinwiddie,S. Dinwiddie,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,415.0,3.0,2.0,1.0,,,,,,,,,
417,PT05M09.00S,2023-03-11T02:37:37.6Z,3,REGULAR,3pt,Jump Shot,[],203915,33.327858081471746,46.81372549019608,1610612751,80,78,2023-03-11T02:37:46Z,4070000,False,16.0,261.0,1,left,MISS S. Dinwiddie 26' step back 3PT,[203915],1610612751.0,BKN,step back,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Center,,,,,,26.13,Missed,,,,,,,,,,,,,
418,PT05M07.00S,2023-03-11T02:37:39.6Z,3,REGULAR,rebound,defensive,[],1630162,,,1610612750,80,78,2023-03-11T02:37:46Z,4080000,False,,,0,,A. Edwards REBOUND (Off:0 Def:2),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Center,,,,,,,,417.0,2.0,2.0,0.0,,,,,,,,,
419,PT04M54.00S,2023-03-11T02:37:55.6Z,3,REGULAR,turnover,traveling,[],203497,,,1610612750,80,78,2023-03-11T02:38:03Z,4090000,False,,,0,,R. Gobert traveling TURNOVER (1 TO),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,2003.0,,,,,,,,,,,1.0,,,,,,,,
420,PT04M54.00S,2023-03-11T02:37:58.5Z,3,REGULAR,substitution,out,[],201144,,,1610612751,80,78,2023-03-11T02:38:11Z,4100000,False,,,0,,SUB out: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT04M54.00S,2023-03-11T02:37:58.5Z,3,REGULAR,substitution,in,[],1629162,,,1610612751,80,78,2023-03-11T02:38:11Z,4110000,False,,,0,,SUB in: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT04M43.00S,2023-03-11T02:38:25.0Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1628969,9.017739816031538,67.8921568627451,1610612751,80,78,2023-03-11T02:38:29Z,4120000,False,-89.0,32.0,1,left,MISS M. Bridges 9' fadeaway Shot,[1628969],1610612751.0,BKN,fadeaway,,,Bridges,M. Bridges,,,,,Mid-Range,8-16 Left,,,,,,9.52,Missed,,,,,,,,,,,,,
423,PT04M40.00S,2023-03-11T02:38:28.0Z,3,REGULAR,rebound,defensive,[],1630162,,,1610612750,80,78,2023-03-11T02:38:29Z,4130000,False,,,0,,A. Edwards REBOUND (Off:0 Def:3),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Mid-Range,8-16 Left,,,,,,,,422.0,3.0,3.0,0.0,,,,,,,,,
424,PT04M34.00S,2023-03-11T02:38:33.2Z,3,REGULAR,3pt,Jump Shot,[],1629162,94.1688567674113,95.09803921568627,1610612750,80,78,2023-03-11T02:38:37Z,4140000,False,225.0,2.0,1,right,MISS J. McLaughlin 3PT,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,Right Corner 3,24+ Right,,,,,,22.55,Missed,,,,,,,,,,,,,
425,PT04M31.00S,2023-03-11T02:38:36.2Z,3,REGULAR,rebound,defensive,[],1626220,,,1610612751,80,78,2023-03-11T02:38:37Z,4150000,False,,,0,,R. O'Neale REBOUND (Off:3 Def:7),[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Right Corner 3,24+ Right,,,,,,,,424.0,10.0,7.0,3.0,,,,,,,,,
426,PT04M21.00S,2023-03-11T02:38:47.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629651,7.178055190538765,50.49019607843137,1610612751,80,78,2023-03-11T02:46:35Z,4160000,False,-2.0,15.0,1,left,MISS N. Claxton cutting Layup,[1629651],1610612751.0,BKN,cutting,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,,,1.52,Missed,,,,,,,,,,,,,
427,PT04M18.00S,2023-03-11T02:38:50.2Z,3,REGULAR,rebound,defensive,[],1630183,,,1610612750,80,78,2023-03-11T02:38:51Z,4170000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:3),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,,,,,,426.0,3.0,3.0,0.0,,,,,,,,,
428,PT04M15.00S,2023-03-11T02:38:55.2Z,3,REGULAR,foul,personal,['2freethrow'],203925,,,1610612750,80,78,2023-03-11T02:39:05Z,4180000,False,,,0,,J. Harris shooting personal FOUL (2 PF) (McDaniels 2 FT),"[203925, 1630183]",1610612751.0,BKN,shooting,,,Harris,J. Harris,,,,,In The Paint (Non-RA),0-8 Center,1627526.0,2.0,0.0,McDaniels,1630183.0,,,,,,,,,,,,,,,
430,PT04M15.00S,2023-03-11T02:39:22.4Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1630183,,,1610612750,80,78,2023-03-11T02:39:22Z,4200000,False,,,0,,MISS J. McDaniels Free Throw 1 of 2,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
431,PT04M15.00S,2023-03-11T02:39:22.4Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612750,80,78,2023-03-11T02:39:22Z,4210000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,430.0,,,,,,,,,,,,
432,PT04M15.00S,2023-03-11T02:39:23.1Z,3,REGULAR,substitution,out,[],203497,,,1610612750,80,78,2023-03-11T02:39:46Z,4220000,False,,,0,,SUB out: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT04M15.00S,2023-03-11T02:39:23.1Z,3,REGULAR,substitution,out,[],203925,,,1610612750,80,78,2023-03-11T02:39:46Z,4230000,False,,,0,,SUB out: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
434,PT04M15.00S,2023-03-11T02:39:23.1Z,3,REGULAR,substitution,out,[],1629651,,,1610612750,80,78,2023-03-11T02:39:46Z,4240000,False,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
435,PT04M15.00S,2023-03-11T02:39:23.1Z,3,REGULAR,substitution,in,[],1629675,,,1610612750,80,78,2023-03-11T02:39:46Z,4250000,False,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
436,PT04M15.00S,2023-03-11T02:39:23.1Z,3,REGULAR,substitution,in,[],1629661,,,1610612750,80,78,2023-03-11T02:39:46Z,4260000,False,,,0,,SUB in: C. Johnson,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT04M15.00S,2023-03-11T02:39:23.1Z,3,REGULAR,substitution,in,[],1627827,,,1610612750,80,78,2023-03-11T02:39:46Z,4270000,False,,,0,,SUB in: D. Finney-Smith,[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT04M15.00S,2023-03-11T02:39:47.6Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1630183,,,1610612750,81,78,2023-03-11T02:39:47Z,4280000,False,,,0,,J. McDaniels Free Throw 2 of 2 (12 PTS),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,Made,,,,,,,,12.0,,,,,
439,PT04M04.00S,2023-03-11T02:40:02.2Z,3,REGULAR,foul,personal,['2freethrow'],1629675,,,1610612751,81,78,2023-03-11T02:40:14Z,4290000,False,,,0,,N. Reid shooting personal FOUL (3 PF) (Dinwiddie 2 FT),"[1629675, 203915]",1610612750.0,MIN,shooting,,,Reid,N. Reid,,,,,In The Paint (Non-RA),0-8 Center,1627526.0,3.0,0.0,Dinwiddie,203915.0,,,,,,,,,,,,,,,
441,PT04M04.00S,2023-03-11T02:40:25.3Z,3,REGULAR,freethrow,1 of 2,[],203915,,,1610612751,81,79,2023-03-11T02:40:25Z,4310000,False,,,0,,S. Dinwiddie Free Throw 1 of 2 (13 PTS),[203915],1610612751.0,BKN,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,Made,,,,,,,,13.0,,,,,
442,PT04M04.00S,2023-03-11T02:40:40.0Z,3,REGULAR,freethrow,2 of 2,[],203915,,,1610612751,81,80,2023-03-11T02:40:40Z,4320000,False,,,0,,S. Dinwiddie Free Throw 2 of 2 (14 PTS),[203915],1610612751.0,BKN,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,Made,,,,,,,,14.0,,,,,
443,PT03M55.00S,2023-03-11T02:40:50.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629675,90.80157687253613,55.81724877450981,1610612750,81,80,2023-03-11T02:48:57Z,4330000,False,29.0,34.0,1,right,MISS N. Reid driving floating bank Shot,[1629675],1610612750.0,MIN,driving floating bank,,,Reid,N. Reid,,,,,In The Paint (Non-RA),0-8 Center,,,,,,4.48,Missed,,,,,,,,,,,,,
444,PT03M53.00S,2023-03-11T02:40:52.6Z,3,REGULAR,rebound,defensive,[],1626220,,,1610612751,81,80,2023-03-11T02:40:54Z,4340000,False,,,0,,R. O'Neale REBOUND (Off:3 Def:8),[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Restricted Area,0-8 Center,,,,,,,,443.0,11.0,8.0,3.0,,,,,,,,,
445,PT03M50.00S,2023-03-11T02:40:56.8Z,3,REGULAR,foul,personal,['2freethrow'],1630183,,,1610612751,81,80,2023-03-11T02:41:06Z,4350000,False,,,0,,J. McDaniels shooting personal FOUL (4 PF) (O'Neale 2 FT),"[1630183, 1626220]",1610612750.0,MIN,shooting,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,2003.0,4.0,0.0,O'Neale,1626220.0,,,,,,,,,,,,,,,
447,PT03M50.00S,2023-03-11T02:41:23.8Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1626220,,,1610612751,81,81,2023-03-11T02:41:46Z,4370000,False,,,0,,R. O'Neale Free Throw 1 of 2 (9 PTS),[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,Made,,,,,,,,9.0,,,,,
448,PT03M50.00S,2023-03-11T02:41:24.9Z,3,REGULAR,substitution,out,[],1630183,,,1610612751,81,81,2023-03-11T02:41:28Z,4380000,False,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT03M50.00S,2023-03-11T02:41:24.9Z,3,REGULAR,substitution,in,[],203937,,,1610612751,81,81,2023-03-11T02:41:28Z,4390000,False,,,0,,SUB in: K. Anderson,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
450,PT03M50.00S,2023-03-11T02:41:23.8Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1626220,,,1610612751,81,81,2023-03-11T02:41:46Z,4400000,False,,,0,,MISS R. O'Neale Free Throw 2 of 2,[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
451,PT03M48.00S,2023-03-11T02:41:25.8Z,3,REGULAR,rebound,defensive,[],203937,,,1610612750,81,81,2023-03-11T02:41:46Z,4410000,False,,,0,,K. Anderson REBOUND (Off:0 Def:2),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,450.0,2.0,2.0,0.0,,,,,,,,,
452,PT03M34.00S,2023-03-11T02:41:58.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203937,93.64323258869908,50.245098039215684,1610612750,83,81,2023-03-11T02:42:05Z,4420000,False,1.0,7.0,1,right,K. Anderson driving Layup (11 PTS) (A. Edwards 2 AST),"[203937, 1630162]",1610612750.0,MIN,driving,,,Anderson,K. Anderson,,,,,Restricted Area,0-8 Center,,,,,,0.74,Made,,,,,,,,11.0,,,A. Edwards,1630162.0,2.0
454,PT03M08.00S,2023-03-11T02:42:24.6Z,3,REGULAR,3pt,Jump Shot,[],1628969,27.94021024967148,20.34313725490196,1610612751,83,81,2023-03-11T02:42:32Z,4440000,False,148.0,210.0,1,left,MISS M. Bridges 25' pullup 3PT,[1628969],1610612751.0,BKN,pullup,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,,,,,,25.72,Missed,,,,,,,,,,,,,
455,PT03M06.00S,2023-03-11T02:42:26.6Z,3,REGULAR,rebound,defensive,[],1630162,,,1610612750,83,81,2023-03-11T02:42:32Z,4450000,False,,,0,,A. Edwards REBOUND (Off:0 Def:4),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,,,,,,,,454.0,4.0,4.0,0.0,,,,,,,,,
456,PT02M59.00S,2023-03-11T02:42:33.4Z,3,REGULAR,3pt,Jump Shot,[],1630162,68.80749014454665,60.5392156862745,1610612750,83,81,2023-03-11T02:42:38Z,4460000,False,53.0,241.0,1,right,MISS A. Edwards 24' pullup 3PT,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Center,,,,,,24.64,Missed,,,,,,,,,,,,,
457,PT02M57.00S,2023-03-11T02:42:35.4Z,3,REGULAR,rebound,defensive,[],1628969,,,1610612751,83,81,2023-03-11T02:42:38Z,4470000,False,,,0,,M. Bridges REBOUND (Off:0 Def:3),[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Center,,,,,,,,456.0,3.0,3.0,0.0,,,,,,,,,
458,PT02M52.00S,2023-03-11T02:42:40.6Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629661,6.258212877792378,4.411764705882353,1610612751,83,84,2023-03-11T02:50:26Z,4480000,False,228.0,6.0,1,left,C. Johnson 3PT running (11 PTS) (R. O'Neale 2 AST),"[1629661, 1626220]",1610612751.0,BKN,running,,,Johnson,C. Johnson,,,,,Right Corner 3,24+ Right,,,,,,22.8,Made,,,,,,,,11.0,,,R. O'Neale,1626220.0,2.0
460,PT02M36.00S,2023-03-11T02:42:58.7Z,3,REGULAR,foul,personal,['2freethrow'],1629661,,,1610612750,83,84,2023-03-11T02:43:09Z,4500000,False,,,0,,C. Johnson shooting personal FOUL (2 PF) (Prince 2 FT),"[1629661, 1627752]",1610612751.0,BKN,shooting,,,Johnson,C. Johnson,,,,,Restricted Area,0-8 Center,1627526.0,2.0,0.0,Prince,1627752.0,,,,,,,,,,,,,,,
462,PT02M36.00S,2023-03-11T02:43:13.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,83,84,2023-03-11T02:43:13Z,4520000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT02M36.00S,2023-03-11T02:45:20.3Z,3,REGULAR,substitution,out,[],1629162,,,1610612750,83,84,2023-03-11T02:45:58Z,4530000,False,,,0,,SUB out: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,,
464,PT02M36.00S,2023-03-11T02:45:20.3Z,3,REGULAR,substitution,out,[],1626220,,,1610612750,83,84,2023-03-11T02:45:58Z,4540000,False,,,0,,SUB out: R. O'Neale,[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
465,PT02M36.00S,2023-03-11T02:45:20.3Z,3,REGULAR,substitution,out,[],1628969,,,1610612750,83,84,2023-03-11T02:45:58Z,4550000,False,,,0,,SUB out: M. Bridges,[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
466,PT02M36.00S,2023-03-11T02:45:20.3Z,3,REGULAR,substitution,in,[],1629638,,,1610612750,83,84,2023-03-11T02:45:58Z,4560000,False,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
467,PT02M36.00S,2023-03-11T02:45:20.3Z,3,REGULAR,substitution,in,[],203552,,,1610612750,83,84,2023-03-11T02:45:58Z,4570000,False,,,0,,SUB in: S. Curry,[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
468,PT02M36.00S,2023-03-11T02:45:20.3Z,3,REGULAR,substitution,in,[],1629651,,,1610612750,83,84,2023-03-11T02:45:58Z,4580000,False,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
469,PT02M36.00S,2023-03-11T02:46:12.7Z,3,REGULAR,freethrow,1 of 2,[],1627752,,,1610612750,84,84,2023-03-11T02:46:12Z,4590000,False,,,0,,T. Prince Free Throw 1 of 2 (5 PTS),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,Made,,,,,,,,5.0,,,,,
