actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2023-02-06T00:10:38.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-02-06T00:10:38Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2023-02-06T00:10:41.1Z,1,REGULAR,jumpball,recovered,[],1628971,,,1610612743,0,0,2023-02-06T00:10:41Z,40000,False,,,0,,Jump Ball D. Jordan vs. R. Gobert: Tip to B. Brown,"[1628971, 201599, 203497]",1610612743.0,DEN,startperiod,B. Brown,1628971.0,Brown,B. Brown,Jordan,201599.0,Gobert,203497.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M42.00S,2023-02-06T00:10:55.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],201599,89.70105124835742,50.0,1610612743,0,0,2023-02-06T00:11:01Z,70000,False,0.0,44.0,1,right,MISS D. Jordan Hook,[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,In The Paint (Non-RA),0-8 Center,4.43,Missed,,,,,,,,,,,,,,,,,,
8,PT11M40.00S,2023-02-06T00:10:57.2Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,0,0,2023-02-06T00:11:01Z,80000,False,,,0,,R. Gobert REBOUND (Off:0 Def:1),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M26.00S,2023-02-06T00:11:12.0Z,1,REGULAR,2pt,Jump Shot,[],1630162,13.87976346911958,26.715686274509803,1610612750,2,0,2023-02-06T00:11:17Z,90000,False,116.0,78.0,1,left,A. Edwards 14' pullup bank Jump Shot (2 PTS) (R. Gobert 1 AST),"[1630162, 203497]",1610612750.0,MIN,pullup bank,,,Edwards,A. Edwards,,,,,Mid-Range,8-16 Right,14.01,Made,,,,,2.0,R. Gobert,203497.0,1.0,,,,,,,,,,
11,PT11M13.00S,2023-02-06T00:11:25.5Z,1,REGULAR,turnover,out-of-bounds,[],1628971,,,1610612743,2,0,2023-02-06T00:11:33Z,110000,False,,,0,,B. Brown bad pass out-of-bounds TURNOVER (1 TO),[1628971],1610612743.0,DEN,bad pass,,,Brown,B. Brown,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,204059.0,1.0,,,,,,,,
12,PT11M00.00S,2023-02-06T00:11:53.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626156,7.30946123521682,55.63725490196079,1610612750,4,0,2023-02-06T00:11:57Z,120000,False,-28.0,16.0,1,left,D. Russell driving Layup (2 PTS) (A. Edwards 1 AST),"[1626156, 1630162]",1610612750.0,MIN,driving,,,Russell,D. Russell,,,,,Restricted Area,0-8 Center,3.25,Made,,,,,2.0,A. Edwards,1630162.0,1.0,,,,,,,,,,
14,PT10M42.00S,2023-02-06T00:12:11.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],201599,94.43166885676742,49.26470588235294,1610612743,4,2,2023-02-06T00:12:19Z,140000,False,-4.0,0.0,1,right,D. Jordan alley-oop DUNK (2 PTS) (B. Brown 1 AST),"[201599, 1628971]",1610612743.0,DEN,alley-oop,,,Jordan,D. Jordan,,,,,Restricted Area,0-8 Center,0.37,Made,,,,,2.0,B. Brown,1628971.0,1.0,,,,,,,,,,
16,PT10M22.00S,2023-02-06T00:12:31.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630162,14.4053876478318,41.66666666666667,1610612750,4,2,2023-02-06T00:12:37Z,160000,False,42.0,83.0,1,left,MISS A. Edwards 9' pullup Shot,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),8-16 Center,9.28,Missed,,,,,,,,,,,,,,,,,,
17,PT10M20.00S,2023-02-06T00:12:33.1Z,1,REGULAR,rebound,defensive,[],201599,,,1610612743,4,2,2023-02-06T00:12:37Z,170000,False,,,0,,D. Jordan REBOUND (Off:0 Def:1),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,In The Paint (Non-RA),8-16 Center,,,16.0,1.0,1.0,0.0,,,,,,,,,,,,,,
