actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
95,PT04M22.00S,2022-11-06T00:25:43.7Z,1,REGULAR,freethrow,1 of 2,[],1629645,,,1610612745,23,24,2022-11-06T00:25:43Z,950000,,,0,,K. Porter Jr. Free Throw 1 of 2 (7 PTS),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
96,PT04M22.00S,2022-11-06T00:25:44.5Z,1,REGULAR,substitution,out,[],1626156,,,1610612745,23,24,2022-11-06T00:25:49Z,960000,,,0,,SUB out: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M22.00S,2022-11-06T00:25:44.5Z,1,REGULAR,substitution,out,[],1626157,,,1610612745,23,24,2022-11-06T00:25:49Z,970000,,,0,,SUB out: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M22.00S,2022-11-06T00:25:44.5Z,1,REGULAR,substitution,in,[],1629162,,,1610612745,23,24,2022-11-06T00:25:49Z,980000,,,0,,SUB in: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M22.00S,2022-11-06T00:25:44.5Z,1,REGULAR,substitution,in,[],1629675,,,1610612745,23,24,2022-11-06T00:25:49Z,990000,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M22.00S,2022-11-06T00:26:04.6Z,1,REGULAR,freethrow,2 of 2,[],1629645,,,1610612745,23,25,2022-11-06T00:26:04Z,1000000,,,0,,K. Porter Jr. Free Throw 2 of 2 (8 PTS),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
102,PT04M09.00S,2022-11-06T00:26:31.7Z,1,REGULAR,3pt,Jump Shot,[],1627752,8.623521681997373,4.411764705882353,1610612750,23,25,2022-11-06T00:26:50Z,1020000,228.0,29.0,1,left,MISS T. Prince 3PT,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,Right Corner 3,24+ Right,22.97,Missed,,,,,,,,,,,,,,,,,,
104,PT04M09.00S,2022-11-06T00:26:31.7Z,1,REGULAR,rebound,defensive,[],1630231,,,1610612745,23,25,2022-11-06T00:26:50Z,1030000,,,0,,K. Martin Jr. REBOUND (Off:1 Def:1),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,102.0,2.0,1.0,1.0,,,,,
105,PT03M59.00S,2022-11-06T00:26:42.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629645,85.23324572930355,55.14705882352941,1610612745,23,25,2022-11-06T00:26:54Z,1040000,26.0,86.0,1,right,MISS K. Porter Jr. 9' driving floating Shot,[1629645],1610612745.0,HOU,driving floating,,,Porter Jr.,K. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Center,9.0,Missed,,,,,,,,,,,,,,,,,,
106,PT03M54.00S,2022-11-06T00:26:47.3Z,1,REGULAR,rebound,defensive,[],1629162,,,1610612750,23,25,2022-11-06T00:26:54Z,1050000,,,0,,J. McLaughlin REBOUND (Off:0 Def:1),[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,105.0,1.0,1.0,0.0,,,,,
107,PT03M49.00S,2022-11-06T00:26:53.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,9.329829172141919,49.16513480392157,1610612750,25,25,2022-11-06T00:27:16Z,1060000,4.0,35.0,1,left,A. Edwards driving Layup (4 PTS) (J. McLaughlin 1 AST),"[1630162, 1629162]",1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,3.54,Made,4.0,J. McLaughlin,1629162.0,1.0,,,,,,,,,,,,,,
109,PT03M49.00S,2022-11-06T00:26:57.8Z,1,REGULAR,foul,personal,['1freethrow'],1631106,,,1610612750,25,25,2022-11-06T00:27:10Z,1080000,,,0,,T. Eason shooting personal FOUL (1 PF) (Edwards 1 FT),"[1631106, 1630162]",1610612745.0,HOU,shooting,,,Eason,T. Eason,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,201245.0,1.0,0.0,Edwards,1630162.0,,,,,,,,,
111,PT03M49.00S,2022-11-06T00:27:05.6Z,1,REGULAR,substitution,out,[],203937,,,1610612750,25,25,2022-11-06T00:27:16Z,1100000,,,0,,SUB out: K. Anderson,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M49.00S,2022-11-06T00:27:05.6Z,1,REGULAR,substitution,in,[],1630183,,,1610612750,25,25,2022-11-06T00:27:16Z,1110000,,,0,,SUB in: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M49.00S,2022-11-06T00:27:23.3Z,1,REGULAR,freethrow,1 of 1,[],1630162,,,1610612750,26,25,2022-11-06T00:27:23Z,1120000,,,0,,A. Edwards Free Throw 1 of 1 (5 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
114,PT03M35.00S,2022-11-06T00:27:41.6Z,1,REGULAR,turnover,traveling,[],1631106,,,1610612745,26,25,2022-11-06T00:27:46Z,1130000,,,0,,T. Eason traveling TURNOVER (1 TO),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Left Corner 3,24+ Left,,,,,,,101283.0,,,,,,,,,1.0,,,,
115,PT03M27.00S,2022-11-06T00:28:04.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630162,32.933639947437584,54.166666666666664,1610612750,29,25,2022-11-06T00:28:08Z,1140000,-21.0,257.0,1,left,A. Edwards 25' 3PT pullup (8 PTS) (J. McLaughlin 2 AST),"[1630162, 1629162]",1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Center,25.79,Made,8.0,J. McLaughlin,1629162.0,2.0,,,,,,,,,,,,,,
116,PT02M58.00S,2022-11-06T00:28:32.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630586,92.19776609724047,50.0,1610612745,29,27,2022-11-06T00:28:42Z,1150000,0.0,21.0,1,right,U. Garuba cutting DUNK (2 PTS) (T. Eason 2 AST),"[1630586, 1631106]",1610612745.0,HOU,cutting,,,Garuba,U. Garuba,,,,,Restricted Area,0-8 Center,2.08,Made,2.0,T. Eason,1631106.0,2.0,,,,,,,,,,,,,,
118,PT02M49.00S,2022-11-06T00:28:42.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629675,8.886333771353483,49.26470588235294,1610612750,31,27,2022-11-06T00:28:48Z,1170000,4.0,31.0,1,left,N. Reid cutting Layup (2 PTS) (J. McDaniels 2 AST),"[1629675, 1630183]",1610612750.0,MIN,cutting,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,3.12,Made,2.0,J. McDaniels,1630183.0,2.0,,,,,,,,,,,,,,
120,PT02M40.00S,2022-11-06T00:28:53.1Z,1,REGULAR,turnover,out-of-bounds,[],1629645,,,1610612745,31,27,2022-11-06T00:42:36Z,1190000,,,0,,K. Porter Jr. bad pass out-of-bounds TURNOVER (1 TO),[1629645],1610612745.0,HOU,bad pass,,,Porter Jr.,K. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,201245.0,,,,,,,,,1.0,,,,
121,PT02M40.00S,2022-11-06T00:28:57.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,31,27,2022-11-06T00:28:57Z,1200000,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M40.00S,2022-11-06T00:31:21.4Z,1,REGULAR,substitution,out,[],1630162,,,1610612750,31,27,2022-11-06T00:31:35Z,1210000,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M40.00S,2022-11-06T00:31:21.4Z,1,REGULAR,substitution,out,[],1629645,,,1610612750,31,27,2022-11-06T00:31:35Z,1220000,,,0,,SUB out: K. Porter Jr.,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M40.00S,2022-11-06T00:31:21.4Z,1,REGULAR,substitution,out,[],1630224,,,1610612750,31,27,2022-11-06T00:31:35Z,1230000,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M40.00S,2022-11-06T00:31:21.4Z,1,REGULAR,substitution,out,[],1630231,,,1610612750,31,27,2022-11-06T00:31:35Z,1240000,,,0,,SUB out: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M40.00S,2022-11-06T00:31:21.4Z,1,REGULAR,substitution,in,[],1629669,,,1610612750,31,27,2022-11-06T00:31:35Z,1250000,,,0,,SUB in: J. Nowell,[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M40.00S,2022-11-06T00:31:21.4Z,1,REGULAR,substitution,in,[],201569,,,1610612750,31,27,2022-11-06T00:31:35Z,1260000,,,0,,SUB in: E. Gordon,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M40.00S,2022-11-06T00:31:21.4Z,1,REGULAR,substitution,in,[],1630227,,,1610612750,31,27,2022-11-06T00:31:35Z,1270000,,,0,,SUB in: D. Nix,[1630227],1610612745.0,HOU,,,,Nix,D. Nix,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M40.00S,2022-11-06T00:31:21.4Z,1,REGULAR,substitution,in,[],1629726,,,1610612750,31,27,2022-11-06T00:31:35Z,1280000,,,0,,SUB in: G. Mathews,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M28.00S,2022-11-06T00:31:58.3Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1629675,6.652431011826544,39.950980392156865,1610612750,33,27,2022-11-06T00:37:34Z,1290000,50.0,10.0,1,left,N. Reid Hook (4 PTS) (J. McLaughlin 3 AST),"[1629675, 1629162]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,In The Paint (Non-RA),0-8 Center,5.12,Made,4.0,J. McLaughlin,1629162.0,3.0,,,,,,,,,,,,,,
132,PT02M13.00S,2022-11-06T00:32:13.6Z,1,REGULAR,3pt,Jump Shot,[],201569,71.43561103810775,77.45098039215686,1610612745,33,27,2022-11-06T00:32:17Z,1310000,137.0,216.0,1,right,MISS E. Gordon 25' 3PT,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,Above the Break 3,24+ Right Center,25.59,Missed,,,,,,,,,,,,,,,,,,
133,PT02M10.00S,2022-11-06T00:32:16.6Z,1,REGULAR,rebound,defensive,[],1630183,,,1610612750,33,27,2022-11-06T00:32:17Z,1320000,,,0,,J. McDaniels REBOUND (Off:0 Def:2),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,132.0,2.0,2.0,0.0,,,,,
134,PT02M01.00S,2022-11-06T00:32:25.0Z,1,REGULAR,2pt,Jump Shot,[],1629669,23.340998685939553,49.754901960784316,1610612750,33,27,2022-11-06T00:32:29Z,1330000,1.0,167.0,1,left,MISS J. Nowell 16' pullup Shot,[1629669],1610612750.0,MIN,pullup,,,Nowell,J. Nowell,,,,,Mid-Range,16-24 Center,16.69,Missed,,,,,,,,,,,,,,,,,,
135,PT01M59.00S,2022-11-06T00:32:27.0Z,1,REGULAR,rebound,defensive,[],201569,,,1610612745,33,27,2022-11-06T00:32:29Z,1340000,,,0,,E. Gordon REBOUND (Off:0 Def:1),[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,134.0,1.0,1.0,0.0,,,,,
136,PT01M53.00S,2022-11-06T00:32:33.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630586,92.59198423127464,50.245098039215684,1610612745,33,29,2022-11-06T00:32:38Z,1350000,1.0,17.0,1,right,U. Garuba cutting Layup (4 PTS) (E. Gordon 2 AST),"[1630586, 201569]",1610612745.0,HOU,cutting,,,Garuba,U. Garuba,,,,,Restricted Area,0-8 Center,1.71,Made,4.0,E. Gordon,201569.0,2.0,,,,,,,,,,,,,,
138,PT01M42.00S,2022-11-06T00:32:47.3Z,1,REGULAR,foul,personal,['2freethrow'],1630586,,,1610612750,33,29,2022-11-06T00:33:12Z,1370000,,,0,,U. Garuba shooting personal FOUL (1 PF) (McLaughlin 2 FT),"[1630586, 1629162]",1610612745.0,HOU,shooting,,,Garuba,U. Garuba,,,,,Restricted Area,0-8 Center,,,,,,,1626302.0,1.0,0.0,McLaughlin,1629162.0,,,,,,,,,
140,PT01M42.00S,2022-11-06T00:33:13.9Z,1,REGULAR,freethrow,1 of 2,[],1629162,,,1610612750,34,29,2022-11-06T00:33:13Z,1390000,,,0,,J. McLaughlin Free Throw 1 of 2 (1 PTS),[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
141,PT01M42.00S,2022-11-06T00:33:14.3Z,1,REGULAR,substitution,out,[],1630586,,,1610612750,34,29,2022-11-06T00:33:16Z,1400000,,,0,,SUB out: U. Garuba,[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT01M42.00S,2022-11-06T00:33:14.3Z,1,REGULAR,substitution,in,[],1630578,,,1610612750,34,29,2022-11-06T00:33:16Z,1410000,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT01M42.00S,2022-11-06T00:33:29.8Z,1,REGULAR,freethrow,2 of 2,[],1629162,,,1610612750,35,29,2022-11-06T00:33:29Z,1420000,,,0,,J. McLaughlin Free Throw 2 of 2 (2 PTS),[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
144,PT01M22.00S,2022-11-06T00:33:51.7Z,1,REGULAR,3pt,Jump Shot,[],1631106,90.3580814717477,95.09803921568627,1610612745,35,32,2022-11-06T00:33:56Z,1430000,225.0,38.0,1,right,T. Eason 3PT  (3 PTS) (A. Sengun 1 AST),"[1631106, 1630578]",1610612745.0,HOU,,,,Eason,T. Eason,,,,,Right Corner 3,24+ Right,22.87,Made,3.0,A. Sengun,1630578.0,1.0,,,,,,,,,,,,,,
146,PT01M07.00S,2022-11-06T00:34:07.4Z,1,REGULAR,2pt,Jump Shot,[],1627752,15.325229960578188,31.862745098039213,1610612750,37,32,2022-11-06T00:34:13Z,1450000,91.0,92.0,1,left,T. Prince 12' turnaround fadeaway Jump Shot (2 PTS),[1627752],1610612750.0,MIN,turnaround fadeaway,,,Prince,T. Prince,,,,,Mid-Range,8-16 Right,12.89,Made,2.0,,,,,,,,,,,,,,,,,
148,PT00M58.80S,2022-11-06T00:34:15.2Z,1,REGULAR,turnover,bad pass,[],1630227,,,1610612745,37,32,2022-11-06T00:34:21Z,1470000,,,0,,D. Nix bad pass TURNOVER (1 TO),"[1630227, 1629162]",1610612745.0,HOU,,,,Nix,D. Nix,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,1.0,McLaughlin,1629162.0,,
149,PT00M58.80S,2022-11-06T00:34:15.2Z,1,REGULAR,steal,,[],1629162,,,1610612750,37,32,2022-11-06T00:34:17Z,1480000,,,0,,J. McLaughlin STEAL (1 STL),[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
150,PT00M55.00S,2022-11-06T00:34:19.8Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629669,8.754927726675426,52.20588235294118,1610612750,39,32,2022-11-06T00:35:02Z,1490000,-11.0,30.0,1,left,J. Nowell driving finger roll Layup (2 PTS) (J. McLaughlin 4 AST),"[1629669, 1629162]",1610612750.0,MIN,driving finger roll,,,Nowell,J. Nowell,,,,,Restricted Area,0-8 Center,3.18,Made,2.0,J. McLaughlin,1629162.0,4.0,,,,,,,,,,,,,,
152,PT00M40.00S,2022-11-06T00:34:38.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630183,,,1610612745,39,32,2022-11-06T00:34:44Z,1510000,,,0,,J. McDaniels shooting personal FOUL (1 PF) (Gordon 2 FT),"[1630183, 201569]",1610612750.0,MIN,shooting,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1626302.0,1.0,0.0,Gordon,201569.0,,,,,,,,,
154,PT00M40.00S,2022-11-06T00:35:03.1Z,1,REGULAR,freethrow,1 of 2,[],201569,,,1610612745,39,32,2022-11-06T00:35:03Z,1530000,,,0,,MISS E. Gordon Free Throw 1 of 2,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
155,PT00M40.00S,2022-11-06T00:35:03.1Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612745,39,32,2022-11-06T00:35:03Z,1540000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,154.0,,,,,,,,
156,PT00M40.00S,2022-11-06T00:35:21.4Z,1,REGULAR,freethrow,2 of 2,[],201569,,,1610612745,39,33,2022-11-06T00:35:21Z,1550000,,,0,,E. Gordon Free Throw 2 of 2 (4 PTS),[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
157,PT00M35.20S,2022-11-06T00:35:35.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630578,,,1610612750,39,33,2022-11-06T00:35:45Z,1560000,,,0,,A. Sengun shooting personal FOUL (2 PF) (Reid 2 FT),"[1630578, 1629675]",1610612745.0,HOU,shooting,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1626302.0,2.0,0.0,Reid,1629675.0,,,,,,,,,
159,PT00M35.20S,2022-11-06T00:36:04.4Z,1,REGULAR,freethrow,1 of 2,[],1629675,,,1610612750,40,33,2022-11-06T00:36:28Z,1580000,,,0,,N. Reid Free Throw 1 of 2 (5 PTS),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
160,PT00M35.20S,2022-11-06T00:36:04.4Z,1,REGULAR,freethrow,2 of 2,[],1629675,,,1610612750,40,33,2022-11-06T00:36:28Z,1590000,,,0,,MISS N. Reid Free Throw 2 of 2,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
161,PT00M33.10S,2022-11-06T00:36:06.5Z,1,REGULAR,rebound,defensive,[],1631106,,,1610612745,40,33,2022-11-06T00:36:28Z,1600000,,,0,,T. Eason REBOUND (Off:0 Def:2),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,160.0,2.0,2.0,0.0,,,,,
163,PT00M20.70S,2022-11-06T00:36:34.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629675,,,1610612745,40,33,2022-11-06T00:36:39Z,1610000,,,0,,N. Reid shooting personal FOUL (1 PF) (Eason 2 FT),"[1629675, 1631106]",1610612750.0,MIN,shooting,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,,,,,,,1626302.0,1.0,0.0,Eason,1631106.0,,,,,,,,,
165,PT00M20.70S,2022-11-06T00:37:00.5Z,1,REGULAR,freethrow,1 of 2,[],1631106,,,1610612745,40,33,2022-11-06T00:37:00Z,1630000,,,0,,MISS T. Eason Free Throw 1 of 2,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
166,PT00M20.70S,2022-11-06T00:37:00.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612745,40,33,2022-11-06T00:37:00Z,1640000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,165.0,,,,,,,,
167,PT00M20.70S,2022-11-06T00:37:01.9Z,1,REGULAR,substitution,out,[],1630578,,,1610612745,40,33,2022-11-06T00:37:05Z,1650000,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT00M20.70S,2022-11-06T00:37:01.9Z,1,REGULAR,substitution,in,[],1630586,,,1610612745,40,33,2022-11-06T00:37:05Z,1660000,,,0,,SUB in: U. Garuba,[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT00M20.70S,2022-11-06T00:37:14.7Z,1,REGULAR,freethrow,2 of 2,[],1631106,,,1610612745,40,34,2022-11-06T00:37:14Z,1670000,,,0,,T. Eason Free Throw 2 of 2 (4 PTS),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
170,PT00M03.40S,2022-11-06T00:37:37.9Z,1,REGULAR,turnover,traveling,[],1629675,,,1610612750,40,34,2022-11-06T00:37:44Z,1680000,,,0,,N. Reid traveling TURNOVER (1 TO),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Left Center,,,,,,,101283.0,,,,,,,,,1.0,,,,
171,PT00M00.40S,2022-11-06T00:37:55.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629726,70.90998685939553,12.745098039215685,1610612745,40,34,2022-11-06T00:38:00Z,1690000,-186.0,221.0,1,right,MISS G. Mathews 28' 3PT,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,Above the Break 3,24+ Left Center,28.9,Missed,,,,,,,,,,,,,,,,,,
172,PT00M00.40S,2022-11-06T00:37:55.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612745,40,34,2022-11-06T00:38:00Z,1700000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,171.0,,,,,,,,
173,PT00M00.00S,2022-11-06T00:38:00.0Z,1,REGULAR,period,end,[],0,,,1610612745,40,34,2022-11-06T00:38:00Z,1710000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2022-11-06T00:40:04.7Z,2,REGULAR,substitution,out,['startperiod'],1631106,,,1610612745,40,34,2022-11-06T00:40:31Z,1720000,,,0,,SUB out: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2022-11-06T00:40:04.7Z,2,REGULAR,substitution,out,['startperiod'],1630586,,,1610612745,40,34,2022-11-06T00:40:31Z,1730000,,,0,,SUB out: U. Garuba,[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2022-11-06T00:40:04.7Z,2,REGULAR,substitution,in,['startperiod'],1630231,,,1610612745,40,34,2022-11-06T00:40:31Z,1740000,,,0,,SUB in: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2022-11-06T00:40:04.7Z,2,REGULAR,substitution,in,['startperiod'],1630578,,,1610612745,40,34,2022-11-06T00:40:31Z,1750000,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2022-11-06T00:40:38.2Z,2,REGULAR,period,start,[],0,,,1610612745,40,34,2022-11-06T00:40:38Z,1760000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT11M39.00S,2022-11-06T00:40:58.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,92.32917214191852,49.50980392156863,1610612745,40,36,2022-11-06T00:41:03Z,1770000,-2.0,20.0,1,right,A. Sengun driving reverse Layup (4 PTS),[1630578],1610612745.0,HOU,driving reverse,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,1.98,Made,4.0,,,,,,,,,,,,,,,,,
180,PT11M30.00S,2022-11-06T00:41:11.3Z,2,REGULAR,foul,offensive,[],1629675,,,1610612750,40,36,2022-11-06T00:41:18Z,1780000,,,0,,N. Reid offensive FOUL (2 PF),"[1629675, 1630227]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Center,,,,,,,201245.0,2.0,0.0,Nix,1630227.0,,,,,,,,,
182,PT11M30.00S,2022-11-06T00:41:11.3Z,2,REGULAR,turnover,offensive foul,[],1629675,,,1610612750,40,36,2022-11-06T00:41:11Z,1800000,,,0,,N. Reid offensive foul TURNOVER (2 TO),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Center,,,,,,,201245.0,,,,,,,,,2.0,,,,
183,PT11M15.00S,2022-11-06T00:41:37.8Z,2,REGULAR,foul,personal,[],1629675,,,1610612745,40,36,2022-11-06T00:41:54Z,1810000,,,0,,N. Reid personal FOUL (3 PF),"[1629675, 1630578]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,Mid-Range,8-16 Left,,,,,,,201245.0,3.0,0.0,Sengun,1630578.0,,,,,,,,,
185,PT11M15.00S,2022-11-06T00:41:54.5Z,2,REGULAR,substitution,out,[],1629675,,,1610612745,40,36,2022-11-06T00:41:57Z,1830000,,,0,,SUB out: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT11M15.00S,2022-11-06T00:41:54.5Z,2,REGULAR,substitution,in,[],1626157,,,1610612745,40,36,2022-11-06T00:41:57Z,1840000,,,0,,SUB in: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
