actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
32,PT09M19.00S,2023-01-31T01:13:53.1Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,2,2,2023-01-31T01:13:55Z,320000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:2),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Mid-Range,16-24 Right,,,31.0,2.0,2.0,0.0,,,,,,,,,,,,,,
33,PT09M06.00S,2023-01-31T01:14:06.4Z,1,REGULAR,turnover,bad pass,[],203084,,,1610612758,2,2,2023-01-31T01:14:10Z,330000,False,,,0,,H. Barnes bad pass TURNOVER (1 TO),"[203084, 203497]",1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1.0,,,,,,,,,,,Gobert,203497.0
34,PT09M06.00S,2023-01-31T01:14:06.4Z,1,REGULAR,steal,,[],203497,,,1610612750,2,2,2023-01-31T01:14:08Z,340000,False,,,0,,R. Gobert STEAL (1 STL),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
35,PT09M03.00S,2023-01-31T01:14:11.4Z,1,REGULAR,violation,kicked ball,[],1628368,,,1610612750,2,2,2023-01-31T01:14:21Z,350000,False,,,0,,D. Fox kicked ball VIOLATION,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,101283.0,,,,,,,,,,,,,
36,PT08M52.00S,2023-01-31T01:14:38.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630183,7.703679369250986,4.411764705882353,1610612750,2,2,2023-01-31T01:14:42Z,360000,False,228.0,20.0,1,left,MISS J. McDaniels 3PT,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Right Corner 3,24+ Right,22.88,Missed,,,,,,,,,,,,,,,,,,
37,PT08M50.00S,2023-01-31T01:14:40.6Z,1,REGULAR,rebound,defensive,[],1628368,,,1610612758,2,2,2023-01-31T01:14:42Z,370000,False,,,0,,D. Fox REBOUND (Off:0 Def:1),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Right Corner 3,24+ Right,,,36.0,1.0,1.0,0.0,,,,,,,,,,,,,,
38,PT08M46.00S,2023-01-31T01:14:45.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1628368,92.59198423127464,48.77450980392157,1610612758,2,4,2023-01-31T01:14:50Z,380000,False,-6.0,17.0,1,right,D. Fox running DUNK (2 PTS),[1628368],1610612758.0,SAC,running,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,1.82,Made,,,,,,,,,,,,,2.0,,,,,
39,PT08M34.00S,2023-01-31T01:14:56.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203937,11.251642575558476,38.72549019607843,1610612750,2,4,2023-01-31T01:17:43Z,390000,False,56.0,53.0,1,left,MISS K. Anderson 7' driving floating bank Shot,[203937],1610612750.0,MIN,driving floating bank,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),0-8 Center,7.76,Missed,,,,,,,,,,,,,,,,,,
40,PT08M34.00S,2023-01-31T01:14:56.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612758,2,4,2023-01-31T01:15:04Z,400000,False,,,0,,TEAM defensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,39.0,,,,,,,,,,,,,,,,,
42,PT08M17.00S,2023-01-31T01:15:23.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628989,81.8166885676741,60.78431372549019,1610612758,2,4,2023-01-31T01:15:31Z,420000,False,54.0,118.0,1,right,MISS K. Huerter 13' pullup Shot,[1628989],1610612758.0,SAC,pullup,,,Huerter,K. Huerter,,,,,In The Paint (Non-RA),8-16 Center,13.01,Missed,,,,,,,,,,,,,,,,,,
43,PT08M14.00S,2023-01-31T01:15:26.6Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,2,4,2023-01-31T01:15:31Z,430000,False,,,0,,A. Edwards REBOUND (Off:0 Def:2),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),8-16 Center,,,42.0,2.0,2.0,0.0,,,,,,,,,,,,,,
44,PT08M03.00S,2023-01-31T01:15:37.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203497,9.280551905387648,54.166666666666664,1610612750,2,4,2023-01-31T01:15:43Z,440000,False,-21.0,35.0,1,left,MISS R. Gobert cutting Layup,[203497],1610612750.0,MIN,cutting,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,4.05,Missed,,,,,,,,,,,,,,,,,,
45,PT08M02.00S,2023-01-31T01:15:38.0Z,1,REGULAR,rebound,defensive,[],1631099,,,1610612758,2,4,2023-01-31T01:15:43Z,450000,False,,,0,,K. Murray REBOUND (Off:0 Def:1),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,,,44.0,1.0,1.0,0.0,,,,,,,,,,,,,,
46,PT07M55.00S,2023-01-31T01:15:44.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,92.85479632063075,48.28431372549019,1610612758,2,6,2023-01-31T01:15:51Z,460000,False,-9.0,15.0,1,right,D. Sabonis driving Layup (2 PTS) (D. Fox 2 AST),"[1627734, 1628368]",1610612758.0,SAC,driving,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,1.7,Made,,,,,,,,,,,,,2.0,D. Fox,1628368.0,2.0,,
49,PT07M43.00S,2023-01-31T01:16:01.2Z,1,REGULAR,substitution,out,[],1630183,,,1610612750,2,6,2023-01-31T01:16:09Z,490000,False,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PT07M43.00S,2023-01-31T01:16:01.2Z,1,REGULAR,substitution,in,[],203085,,,1610612750,2,6,2023-01-31T01:16:09Z,500000,False,,,0,,SUB in: A. Rivers,[203085],1610612750.0,MIN,,,,Rivers,A. Rivers,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT07M38.00S,2023-01-31T01:16:21.4Z,1,REGULAR,3pt,Jump Shot,[],1626156,10.463206307490145,94.11764705882352,1610612750,2,6,2023-01-31T01:16:25Z,510000,False,-221.0,46.0,1,left,MISS D. Russell 3PT,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,Left Corner 3,24+ Left,22.53,Missed,,,,,,,,,,,,,,,,,,
52,PT07M35.00S,2023-01-31T01:16:24.4Z,1,REGULAR,rebound,defensive,[],1631099,,,1610612758,2,6,2023-01-31T01:16:25Z,520000,False,,,0,,K. Murray REBOUND (Off:0 Def:2),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Left Corner 3,24+ Left,,,51.0,2.0,2.0,0.0,,,,,,,,,,,,,,
53,PT07M26.00S,2023-01-31T01:16:33.1Z,1,REGULAR,2pt,Jump Shot,[],203084,94.82588699080158,76.22549019607843,1610612758,2,6,2023-01-31T01:16:38Z,530000,False,131.0,-4.0,1,right,MISS H. Barnes 13' pullup Shot,[203084],1610612758.0,SAC,pullup,,,Barnes,H. Barnes,,,,,Mid-Range,8-16 Right,13.12,Missed,,,,,,,,,,,,,,,,,,
54,PT07M23.00S,2023-01-31T01:16:36.1Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,2,6,2023-01-31T01:16:38Z,540000,False,,,0,,A. Edwards REBOUND (Off:0 Def:3),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Mid-Range,8-16 Right,,,53.0,3.0,3.0,0.0,,,,,,,,,,,,,,
55,PT07M16.00S,2023-01-31T01:16:43.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203937,8.492115637319317,64.95098039215686,1610612750,4,6,2023-01-31T01:20:00Z,550000,False,-75.0,27.0,1,left,K. Anderson 7' driving floating Jump Shot (2 PTS) (A. Edwards 1 AST),"[203937, 1630162]",1610612750.0,MIN,driving floating,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),0-8 Center,7.96,Made,,,,,,,,,,,,,2.0,A. Edwards,1630162.0,1.0,,
56,PT07M08.00S,2023-01-31T01:16:50.9Z,1,REGULAR,3pt,Jump Shot,[],1628989,91.93495400788436,3.9215686274509802,1610612758,4,6,2023-01-31T01:16:56Z,560000,False,-230.0,23.0,1,right,MISS K. Huerter 3PT,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Left Corner 3,24+ Left,23.16,Missed,,,,,,,,,,,,,,,,,,
57,PT07M04.00S,2023-01-31T01:16:54.9Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,4,6,2023-01-31T01:16:56Z,570000,False,,,0,,R. Gobert REBOUND (Off:0 Def:3),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Left Corner 3,24+ Left,,,56.0,3.0,3.0,0.0,,,,,,,,,,,,,,
58,PT06M50.00S,2023-01-31T01:17:10.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203085,8.754927726675426,51.225490196078425,1610612750,4,6,2023-01-31T01:17:25Z,580000,False,-6.0,30.0,1,left,MISS A. Rivers driving Layup - blocked,"[203085, 1627734]",1610612750.0,MIN,driving,,,Rivers,A. Rivers,,,,,Restricted Area,0-8 Center,3.04,Missed,,,,,,,,,,,Sabonis,1627734.0,,,,,,
59,PT06M50.00S,2023-01-31T01:17:10.5Z,1,REGULAR,block,,[],1627734,,,1610612750,4,6,2023-01-31T01:17:12Z,590000,False,,,0,,D. Sabonis BLOCK (1 BLK),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
60,PT06M49.00S,2023-01-31T01:17:11.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612750,4,6,2023-01-31T01:17:25Z,600000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,Restricted Area,0-8 Center,,,58.0,,,,,,,,,,,,,,,,,
62,PT06M49.00S,2023-01-31T01:17:17.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,4,6,2023-01-31T01:17:17Z,620000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M44.00S,2023-01-31T01:20:17.6Z,1,REGULAR,turnover,bad pass,[],203937,,,1610612750,4,6,2023-01-31T01:20:22Z,630000,False,,,0,,K. Anderson bad pass TURNOVER (1 TO),"[203937, 203084]",1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Mid-Range,16-24 Center,,,,,,,,1.0,,,,,,,,,,,Barnes,203084.0
65,PT06M44.00S,2023-01-31T01:20:17.6Z,1,REGULAR,steal,,[],203084,,,1610612758,4,6,2023-01-31T01:20:19Z,640000,False,,,0,,H. Barnes STEAL (1 STL),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
66,PT06M37.00S,2023-01-31T01:20:24.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628989,69.20170827858082,36.76470588235294,1610612758,4,6,2023-01-31T01:20:32Z,650000,False,-66.0,237.0,1,right,MISS K. Huerter 24' pullup 3PT,[1628989],1610612758.0,SAC,pullup,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Center,24.61,Missed,,,,,,,,,,,,,,,,,,
67,PT06M35.00S,2023-01-31T01:20:26.5Z,1,REGULAR,rebound,defensive,[],203085,,,1610612750,4,6,2023-01-31T01:20:32Z,660000,False,,,0,,A. Rivers REBOUND (Off:0 Def:1),[203085],1610612750.0,MIN,,,,Rivers,A. Rivers,,,,,Above the Break 3,24+ Center,,,66.0,1.0,1.0,0.0,,,,,,,,,,,,,,
68,PT06M20.00S,2023-01-31T01:20:41.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203497,7.30946123521682,47.794117647058826,1610612750,6,6,2023-01-31T01:20:45Z,670000,False,11.0,16.0,1,left,R. Gobert DUNK (4 PTS) (K. Anderson 1 AST),"[203497, 203937]",1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,1.96,Made,,,,,,,,,,,,,4.0,K. Anderson,203937.0,1.0,,
70,PT06M06.00S,2023-01-31T01:20:55.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,80.23981603153744,57.107843137254896,1610612758,6,8,2023-01-31T01:21:01Z,690000,False,36.0,133.0,1,right,D. Fox 13' pullup Jump Shot (4 PTS),[1628368],1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,In The Paint (Non-RA),8-16 Center,13.78,Made,,,,,,,,,,,,,4.0,,,,,
71,PT05M47.00S,2023-01-31T01:21:14.8Z,1,REGULAR,turnover,lost ball,[],1630162,,,1610612750,6,8,2023-01-31T01:21:18Z,700000,False,,,0,,A. Edwards lost ball TURNOVER (2 TO),"[1630162, 1628368]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,2.0,,,,,,,,,,,Fox,1628368.0
72,PT05M47.00S,2023-01-31T01:21:14.8Z,1,REGULAR,steal,,[],1628368,,,1610612758,6,8,2023-01-31T01:34:35Z,710000,False,,,0,,D. Fox STEAL (1 STL),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
73,PT05M42.00S,2023-01-31T01:21:20.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203084,93.24901445466492,47.549019607843135,1610612758,6,8,2023-01-31T01:21:28Z,720000,False,-12.0,11.0,1,right,MISS H. Barnes running Layup,[203084],1610612758.0,SAC,running,,,Barnes,H. Barnes,,,,,Restricted Area,0-8 Center,1.65,Missed,,,,,,,,,,,,,,,,,,
74,PT05M38.00S,2023-01-31T01:21:24.0Z,1,REGULAR,rebound,offensive,[],1631099,,,1610612758,6,8,2023-01-31T01:21:28Z,730000,False,,,0,,K. Murray REBOUND (Off:1 Def:2),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,,,73.0,3.0,2.0,1.0,,,,,,,,,,,,,,
75,PT05M38.00S,2023-01-31T01:21:22.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1631099,94.40999984741211,50.0,1610612758,6,10,2023-01-31T01:21:22Z,740000,False,0.0,0.0,1,right,K. Murray tip Layup (4 PTS),[1631099],1610612758.0,SAC,tip,,,Murray,K. Murray,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,,,,,,,4.0,,,,,
76,PT05M36.00S,2023-01-31T01:21:29.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,7.440867279894875,49.754901960784316,1610612750,8,10,2023-01-31T01:21:35Z,750000,False,1.0,17.0,1,left,A. Edwards driving Layup (2 PTS) (D. Russell 2 AST),"[1630162, 1626156]",1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,1.74,Made,,,,,,,,,,,,,2.0,D. Russell,1626156.0,2.0,,
78,PT05M36.00S,2023-01-31T01:21:31.3Z,1,REGULAR,foul,personal,['1freethrow'],1628989,,,1610612750,8,10,2023-01-31T01:21:38Z,770000,False,,,0,,K. Huerter shooting personal FOUL (1 PF) (Edwards 1 FT),"[1628989, 1630162]",1610612758.0,SAC,shooting,,,Huerter,K. Huerter,,,,,Restricted Area,0-8 Center,,,,,,,1627524.0,,1.0,0.0,Edwards,1630162.0,,,,,,,,
80,PT05M36.00S,2023-01-31T01:21:39.6Z,1,REGULAR,substitution,out,[],203497,,,1610612750,8,10,2023-01-31T01:22:10Z,790000,False,,,0,,SUB out: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M36.00S,2023-01-31T01:21:39.6Z,1,REGULAR,substitution,out,[],1628368,,,1610612750,8,10,2023-01-31T01:22:10Z,800000,False,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
