actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
86,PT05M45.00S,2022-11-12T03:00:33.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628415,6.652431011826544,48.03921568627451,1610612763,18,13,2022-11-12T03:00:38Z,860000,False,10.0,10.0,1,left,D. Brooks driving Layup (8 PTS) (J. Morant 3 AST),"[1628415, 1629630]",1610612763.0,MEM,driving,,,Brooks,D. Brooks,,,,,Restricted Area,0-8 Center,,,,,,1.4,Made,,,,,8.0,J. Morant,1629630.0,3.0,,,,,
88,PT05M38.00S,2022-11-12T03:00:40.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,93.38042049934296,51.71568627450981,1610612750,18,13,2022-11-12T03:00:43Z,880000,False,9.0,10.0,1,right,MISS A. Edwards running Layup,[1630162],1610612750.0,MIN,running,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,,,,,1.3,Missed,,,,,,,,,,,,,
89,PT05M36.00S,2022-11-12T03:00:42.1Z,1,REGULAR,rebound,defensive,[],1629723,,,1610612763,18,13,2022-11-12T03:00:43Z,890000,False,,,0,,J. Konchar REBOUND (Off:0 Def:1),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Restricted Area,0-8 Center,,,,,,,,88.0,1.0,1.0,0.0,,,,,,,,,
90,PT05M27.00S,2022-11-12T03:00:50.5Z,1,REGULAR,3pt,Jump Shot,[],1628415,28.07161629434954,25.245098039215684,1610612763,18,13,2022-11-12T03:00:56Z,900000,False,124.0,211.0,1,left,MISS D. Brooks 24' 3PT,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Right Center,,,,,,24.5,Missed,,,,,,,,,,,,,
91,PT05M27.00S,2022-11-12T03:00:50.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612763,18,13,2022-11-12T03:00:56Z,910000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,90.0,,,,,,,,,,,,
92,PT05M27.00S,2022-11-12T03:00:55.1Z,1,REGULAR,foul,personal,[],1626157,,,1610612763,18,13,2022-11-12T03:01:03Z,920000,False,,,0,,K. Towns loose ball personal FOUL (1 PF),"[1626157, 203500]",1610612750.0,MIN,loose ball,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,201638.0,1.0,0.0,Adams,203500.0,,,,,,,,,,,,,,,
94,PT05M27.00S,2022-11-12T03:01:04.7Z,1,REGULAR,substitution,out,[],1630583,,,1610612763,18,13,2022-11-12T03:01:08Z,940000,False,,,0,,SUB out: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT05M27.00S,2022-11-12T03:01:04.7Z,1,REGULAR,substitution,out,[],1626156,,,1610612763,18,13,2022-11-12T03:01:08Z,950000,False,,,0,,SUB out: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT05M27.00S,2022-11-12T03:01:04.7Z,1,REGULAR,substitution,in,[],1631222,,,1610612763,18,13,2022-11-12T03:01:08Z,960000,False,,,0,,SUB in: J. LaRavia,[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT05M27.00S,2022-11-12T03:01:04.7Z,1,REGULAR,substitution,in,[],1629162,,,1610612763,18,13,2022-11-12T03:01:08Z,970000,False,,,0,,SUB in: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT05M17.00S,2022-11-12T03:01:33.2Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1629630,21.369908015768726,50.245098039215684,1610612763,18,13,2022-11-12T03:01:39Z,980000,False,-1.0,148.0,1,left,MISS J. Morant 14' floating Shot,[1629630],1610612763.0,MEM,floating,,,Morant,J. Morant,,,,,Mid-Range,8-16 Center,,,,,,14.84,Missed,,,,,,,,,,,,,
99,PT05M16.00S,2022-11-12T03:01:34.6Z,1,REGULAR,rebound,offensive,[],1629630,,,1610612763,18,13,2022-11-12T03:01:34Z,990000,False,,,0,,J. Morant REBOUND (Off:1 Def:2),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,Mid-Range,8-16 Center,,,,,,,,98.0,3.0,2.0,1.0,,,,,,,,,
100,PT05M14.00S,2022-11-12T03:01:36.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629630,7.046649145860711,50.0,1610612763,20,13,2022-11-12T03:01:45Z,1000000,False,0.0,14.0,1,left,J. Morant finger roll Layup (8 PTS),[1629630],1610612763.0,MEM,finger roll,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,,,,,,1.37,Made,,,,,8.0,,,,,,,,
101,PT05M04.00S,2022-11-12T03:01:46.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626157,93.77463863337714,52.94117647058824,1610612750,20,15,2022-11-12T03:01:50Z,1010000,False,15.0,6.0,1,right,K. Towns driving floating bank Jump Shot (4 PTS) (A. Edwards 2 AST),"[1626157, 1630162]",1610612750.0,MIN,driving floating bank,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,,,,1.59,Made,,,,,4.0,A. Edwards,1630162.0,2.0,,,,,
103,PT04M53.00S,2022-11-12T03:01:56.5Z,1,REGULAR,3pt,Jump Shot,[],1629630,31.35676741130092,32.1078431372549,1610612763,20,15,2022-11-12T03:02:03Z,1030000,False,89.0,242.0,1,left,MISS J. Morant 25' pullup 3PT,[1629630],1610612763.0,MEM,pullup,,,Morant,J. Morant,,,,,Above the Break 3,24+ Right Center,,,,,,25.83,Missed,,,,,,,,,,,,,
104,PT04M49.00S,2022-11-12T03:02:00.5Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,20,15,2022-11-12T03:02:03Z,1040000,False,,,0,,A. Edwards REBOUND (Off:0 Def:2),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,,,,,,,,103.0,2.0,2.0,0.0,,,,,,,,,
105,PT04M40.00S,2022-11-12T03:02:10.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630162,93.9060446780552,50.245098039215684,1610612750,20,17,2022-11-12T03:02:13Z,1050000,False,1.0,5.0,1,right,A. Edwards cutting DUNK (5 PTS) (K. Towns 2 AST),"[1630162, 1626157]",1610612750.0,MIN,cutting,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,,,,,0.49,Made,,,,,5.0,K. Towns,1626157.0,2.0,,,,,
107,PT04M16.00S,2022-11-12T03:02:36.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629630,6.1268068331143235,52.450980392156865,1610612763,22,17,2022-11-12T03:02:41Z,1070000,False,-12.0,5.0,1,left,J. Morant driving finger roll Layup (10 PTS),[1629630],1610612763.0,MEM,driving finger roll,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,,,,,,1.33,Made,,,,,10.0,,,,,,,,
108,PT04M16.00S,2022-11-12T03:02:38.5Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630183,,,1610612763,22,17,2022-11-12T03:02:54Z,1080000,False,,,0,,J. McDaniels shooting personal FOUL (1 PF) (Morant 1 FT),"[1630183, 1629630]",1610612750.0,MIN,shooting,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,202041.0,1.0,0.0,Morant,1629630.0,,,,,,,,,,,,,,,
110,PT04M16.00S,2022-11-12T03:02:48.6Z,1,REGULAR,substitution,out,[],203500,,,1610612763,22,17,2022-11-12T03:04:30Z,1100000,False,,,0,,SUB out: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT04M16.00S,2022-11-12T03:02:48.6Z,1,REGULAR,substitution,in,[],1629634,,,1610612763,22,17,2022-11-12T03:04:30Z,1110000,False,,,0,,SUB in: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT04M16.00S,2022-11-12T03:03:07.0Z,1,REGULAR,freethrow,1 of 1,[],1629630,,,1610612763,23,17,2022-11-12T03:03:07Z,1120000,False,,,0,,J. Morant Free Throw 1 of 1 (11 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,Made,,,,,11.0,,,,,,,,
113,PT04M02.00S,2022-11-12T03:03:24.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629634,,,1610612750,23,17,2022-11-12T03:03:37Z,1130000,False,,,0,,B. Clarke shooting personal FOUL (1 PF) (Towns 2 FT),"[1629634, 1626157]",1610612763.0,MEM,shooting,,,Clarke,B. Clarke,,,,,In The Paint (Non-RA),0-8 Center,202035.0,1.0,0.0,Towns,1626157.0,,,,,,,,,,,,,,,
115,PT04M02.00S,2022-11-12T03:03:53.8Z,1,REGULAR,freethrow,1 of 2,[],1626157,,,1610612750,23,18,2022-11-12T03:03:53Z,1150000,False,,,0,,K. Towns Free Throw 1 of 2 (5 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,Made,,,,,5.0,,,,,,,,
116,PT04M02.00S,2022-11-12T03:04:12.1Z,1,REGULAR,freethrow,2 of 2,[],1626157,,,1610612750,23,19,2022-11-12T03:04:12Z,1160000,False,,,0,,K. Towns Free Throw 2 of 2 (6 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,Made,,,,,6.0,,,,,,,,
117,PT03M48.00S,2022-11-12T03:04:28.3Z,1,REGULAR,turnover,lost ball,[],1629630,,,1610612763,23,19,2022-11-12T03:04:31Z,1170000,False,,,0,,J. Morant lost ball TURNOVER (1 TO),"[1629630, 1630183]",1610612763.0,MEM,,,,Morant,J. Morant,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,1.0,McDaniels,1630183.0
118,PT03M48.00S,2022-11-12T03:04:28.3Z,1,REGULAR,steal,,[],1630183,,,1610612750,23,19,2022-11-12T03:04:30Z,1180000,False,,,0,,J. McDaniels STEAL (1 STL),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
119,PT03M45.00S,2022-11-12T03:04:32.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629630,,,1610612750,23,19,2022-11-12T03:04:45Z,1190000,False,,,0,,J. Morant shooting personal FOUL (2 PF) (McDaniels 2 FT),"[1629630, 1630183]",1610612763.0,MEM,shooting,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,202041.0,2.0,0.0,McDaniels,1630183.0,,,,,,,,,,,,,,,
121,PT03M45.00S,2022-11-12T03:04:56.8Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1630183,,,1610612750,23,20,2022-11-12T03:09:08Z,1210000,False,,,0,,J. McDaniels Free Throw 1 of 2 (1 PTS),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,Made,,,,,1.0,,,,,,,,
122,PT03M45.00S,2022-11-12T03:04:56.8Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1630183,,,1610612750,23,20,2022-11-12T03:09:08Z,1220000,False,,,0,,MISS J. McDaniels Free Throw 2 of 2,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
123,PT03M41.00S,2022-11-12T03:05:00.8Z,1,REGULAR,rebound,defensive,[],1629630,,,1610612763,23,20,2022-11-12T03:09:08Z,1230000,False,,,0,,J. Morant REBOUND (Off:1 Def:3),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,122.0,4.0,3.0,1.0,,,,,,,,,
124,PT03M31.00S,2022-11-12T03:05:23.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628415,6.915243101182654,47.05882352941176,1610612763,25,20,2022-11-12T03:05:30Z,1240000,False,15.0,13.0,1,left,D. Brooks driving floating Jump Shot (10 PTS),[1628415],1610612763.0,MEM,driving floating,,,Brooks,D. Brooks,,,,,Restricted Area,0-8 Center,,,,,,1.93,Made,,,,,10.0,,,,,,,,
125,PT03M18.00S,2022-11-12T03:05:36.3Z,1,REGULAR,3pt,Jump Shot,[],1626157,68.41327201051249,65.68627450980392,1610612750,25,23,2022-11-12T03:05:40Z,1250000,False,78.0,244.0,1,right,K. Towns 25' 3PT  (9 PTS) (K. Anderson 1 AST),"[1626157, 203937]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Center,,,,,,25.67,Made,,,,,9.0,K. Anderson,203937.0,1.0,,,,,
127,PT03M02.00S,2022-11-12T03:05:51.6Z,1,REGULAR,2pt,Jump Shot,[],1628415,5.338370565045992,69.6078431372549,1610612763,27,23,2022-11-12T03:05:55Z,1270000,False,-98.0,-2.0,1,left,D. Brooks 9' fadeaway Jump Shot (12 PTS) (B. Clarke 1 AST),"[1628415, 1629634]",1610612763.0,MEM,fadeaway,,,Brooks,D. Brooks,,,,,Mid-Range,8-16 Left,,,,,,9.8,Made,,,,,12.0,B. Clarke,1629634.0,1.0,,,,,
129,PT02M51.00S,2022-11-12T03:06:03.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,93.9060446780552,51.71568627450981,1610612750,27,25,2022-11-12T03:06:08Z,1290000,False,9.0,5.0,1,right,A. Edwards driving reverse Layup (7 PTS) (J. McLaughlin 1 AST),"[1630162, 1629162]",1610612750.0,MIN,driving reverse,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,,,,,0.98,Made,,,,,7.0,J. McLaughlin,1629162.0,1.0,,,,,
131,PT02M32.00S,2022-11-12T03:06:22.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629630,10.463206307490145,44.36274509803921,1610612763,27,25,2022-11-12T03:06:25Z,1310000,False,28.0,46.0,1,left,MISS J. Morant driving Layup - blocked,"[1629630, 1630183]",1610612763.0,MEM,driving,,,Morant,J. Morant,,,,,In The Paint (Non-RA),0-8 Center,,,,,,5.39,Missed,,,,,,,,,McDaniels,1630183.0,,,
132,PT02M32.00S,2022-11-12T03:06:22.0Z,1,REGULAR,block,,[],1630183,,,1610612763,27,25,2022-11-12T03:06:24Z,1320000,False,,,0,,J. McDaniels BLOCK (1 BLK),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
133,PT02M29.00S,2022-11-12T03:06:25.0Z,1,REGULAR,rebound,defensive,[],1630183,,,1610612750,27,25,2022-11-12T03:06:25Z,1330000,False,,,0,,J. McDaniels REBOUND (Off:1 Def:1),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,131.0,2.0,1.0,1.0,,,,,,,,,
134,PT02M10.00S,2022-11-12T03:06:43.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203937,88.12417871222075,46.07843137254902,1610612750,27,25,2022-11-12T03:06:49Z,1340000,False,-20.0,59.0,1,right,MISS K. Anderson 6' pullup Shot,[203937],1610612750.0,MIN,pullup,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,6.23,Missed,,,,,,,,,,,,,
135,PT02M08.00S,2022-11-12T03:06:45.9Z,1,REGULAR,rebound,defensive,[],1628415,,,1610612763,27,25,2022-11-12T03:06:49Z,1350000,False,,,0,,D. Brooks REBOUND (Off:0 Def:1),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,134.0,1.0,1.0,0.0,,,,,,,,,
136,PT02M06.00S,2022-11-12T03:06:48.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629634,5.995400788436268,49.26470588235294,1610612763,29,25,2022-11-12T03:06:52Z,1360000,False,4.0,4.0,1,left,B. Clarke running DUNK (2 PTS) (J. Morant 4 AST),"[1629634, 1629630]",1610612763.0,MEM,running,,,Clarke,B. Clarke,,,,,Restricted Area,0-8 Center,,,,,,0.54,Made,,,,,2.0,J. Morant,1629630.0,4.0,,,,,
138,PT02M01.00S,2022-11-12T03:06:55.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630162,89.17542706964521,51.71568627450981,1610612750,29,27,2022-11-12T03:06:59Z,1380000,False,9.0,49.0,1,right,A. Edwards driving floating Jump Shot (9 PTS) (K. Anderson 2 AST),"[1630162, 203937]",1610612750.0,MIN,driving floating,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),0-8 Center,,,,,,5.0,Made,,,,,9.0,K. Anderson,203937.0,2.0,,,,,
140,PT02M01.00S,2022-11-12T03:06:57.5Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1631222,,,1610612750,29,27,2022-11-12T03:10:39Z,1400000,False,,,0,,J. LaRavia shooting personal FOUL (1 PF) (Edwards 1 FT),"[1631222, 1630162]",1610612763.0,MEM,shooting,,,LaRavia,J. LaRavia,,,,,In The Paint (Non-RA),0-8 Center,202035.0,1.0,0.0,Edwards,1630162.0,,,,,,,,,,,,,,,
142,PT02M01.00S,2022-11-12T03:07:12.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,29,27,2022-11-12T03:09:08Z,1420000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT02M01.00S,2022-11-12T03:09:40.6Z,1,REGULAR,substitution,out,[],1629630,,,1610612750,29,27,2022-11-12T03:10:35Z,1430000,False,,,0,,SUB out: J. Morant,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT02M01.00S,2022-11-12T03:09:40.6Z,1,REGULAR,substitution,out,[],1628415,,,1610612750,29,27,2022-11-12T03:10:35Z,1440000,False,,,0,,SUB out: D. Brooks,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT02M01.00S,2022-11-12T03:09:40.6Z,1,REGULAR,substitution,out,[],1630183,,,1610612750,29,27,2022-11-12T03:10:35Z,1450000,False,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT02M01.00S,2022-11-12T03:09:40.6Z,1,REGULAR,substitution,in,[],1630217,,,1610612750,29,27,2022-11-12T03:10:35Z,1460000,False,,,0,,SUB in: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT02M01.00S,2022-11-12T03:09:40.6Z,1,REGULAR,substitution,in,[],1626145,,,1610612750,29,27,2022-11-12T03:10:35Z,1470000,False,,,0,,SUB in: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT02M01.00S,2022-11-12T03:09:40.6Z,1,REGULAR,substitution,in,[],1627752,,,1610612750,29,27,2022-11-12T03:10:35Z,1480000,False,,,0,,SUB in: T. Prince,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT02M01.00S,2022-11-12T03:10:44.0Z,1,REGULAR,freethrow,1 of 1,[],1630162,,,1610612750,29,27,2022-11-12T03:10:44Z,1490000,False,,,0,,MISS A. Edwards Free Throw 1 of 1,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
150,PT01M59.00S,2022-11-12T03:10:44.7Z,1,REGULAR,rebound,defensive,[],1629723,,,1610612763,29,27,2022-11-12T03:10:44Z,1500000,False,,,0,,J. Konchar REBOUND (Off:0 Def:2),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,149.0,2.0,2.0,0.0,,,,,,,,,
151,PT01M49.00S,2022-11-12T03:10:54.8Z,1,REGULAR,3pt,Jump Shot,[],1629723,7.835085413929041,96.07843137254902,1610612763,29,27,2022-11-12T03:10:58Z,1510000,False,-230.0,21.0,1,left,MISS J. Konchar 3PT,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Left Corner 3,24+ Left,,,,,,23.14,Missed,,,,,,,,,,,,,
152,PT01M46.00S,2022-11-12T03:10:57.8Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,29,27,2022-11-12T03:10:58Z,1520000,False,,,0,,K. Towns REBOUND (Off:2 Def:2),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Left Corner 3,24+ Left,,,,,,,,151.0,4.0,2.0,2.0,,,,,,,,,
153,PT01M41.00S,2022-11-12T03:11:04.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,93.77463863337714,51.225490196078425,1610612750,29,29,2022-11-12T03:11:09Z,1530000,False,6.0,6.0,1,right,A. Edwards driving Layup (11 PTS),[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,,,,,0.86,Made,,,,,11.0,,,,,,,,
154,PT01M41.00S,2022-11-12T03:11:06.5Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630217,,,1610612750,29,29,2022-11-12T03:11:11Z,1540000,False,,,0,,D. Bane shooting personal FOUL (2 PF) (Edwards 1 FT),"[1630217, 1630162]",1610612763.0,MEM,shooting,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,201638.0,2.0,0.0,Edwards,1630162.0,,,,,,,,,,,,,,,
156,PT01M41.00S,2022-11-12T03:11:26.2Z,1,REGULAR,freethrow,1 of 1,[],1630162,,,1610612750,29,30,2022-11-12T03:11:26Z,1560000,False,,,0,,A. Edwards Free Throw 1 of 1 (12 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,Made,,,,,12.0,,,,,,,,
157,PT01M22.00S,2022-11-12T03:11:47.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630217,7.835085413929041,50.245098039215684,1610612763,29,30,2022-11-12T03:12:01Z,1570000,False,-1.0,21.0,1,left,MISS D. Bane driving finger roll Layup,[1630217],1610612763.0,MEM,driving finger roll,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,,,,,,2.11,Missed,,,,,,,,,,,,,
158,PT01M22.00S,2022-11-12T03:11:47.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612750,29,30,2022-11-12T03:12:18Z,1580000,False,,,0,,TEAM defensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,157.0,,,,,,,,,,,,
159,PT01M22.00S,2022-11-12T03:12:02.8Z,1,REGULAR,substitution,out,[],1630162,,,1610612750,29,30,2022-11-12T03:12:07Z,1590000,False,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT01M22.00S,2022-11-12T03:12:02.8Z,1,REGULAR,substitution,in,[],1629669,,,1610612750,29,30,2022-11-12T03:12:07Z,1600000,False,,,0,,SUB in: J. Nowell,[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT01M07.00S,2022-11-12T03:12:24.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629162,83.919185282523,42.8921568627451,1610612750,29,30,2022-11-12T03:12:27Z,1610000,False,-36.0,99.0,1,right,MISS J. McLaughlin 10' driving floating bank Shot,[1629162],1610612750.0,MIN,driving floating bank,,,McLaughlin,J. McLaughlin,,,,,In The Paint (Non-RA),8-16 Center,,,,,,10.49,Missed,,,,,,,,,,,,,
163,PT01M04.00S,2022-11-12T03:12:27.2Z,1,REGULAR,rebound,defensive,[],1629634,,,1610612763,29,30,2022-11-12T03:12:27Z,1620000,False,,,0,,B. Clarke REBOUND (Off:0 Def:1),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,162.0,1.0,1.0,0.0,,,,,,,,,
164,PT00M56.80S,2022-11-12T03:12:35.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626157,,,1610612763,29,30,2022-11-12T03:12:45Z,1630000,False,,,0,,K. Towns shooting personal FOUL (2 PF) (Clarke 2 FT),"[1626157, 1629634]",1610612750.0,MIN,shooting,,,Towns,K. Towns,,,,,In The Paint (Non-RA),8-16 Right,201638.0,2.0,0.0,Clarke,1629634.0,,,,,,,,,,,,,,,
166,PT00M56.80S,2022-11-12T03:13:03.0Z,1,REGULAR,freethrow,1 of 2,[],1629634,,,1610612763,30,30,2022-11-12T03:13:03Z,1650000,False,,,0,,B. Clarke Free Throw 1 of 2 (3 PTS),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,Made,,,,,3.0,,,,,,,,
167,PT00M56.80S,2022-11-12T03:13:17.2Z,1,REGULAR,freethrow,2 of 2,[],1629634,,,1610612763,31,30,2022-11-12T03:13:17Z,1660000,False,,,0,,B. Clarke Free Throw 2 of 2 (4 PTS),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,Made,,,,,4.0,,,,,,,,
168,PT00M39.80S,2022-11-12T03:13:39.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629669,93.51182654402102,52.450980392156865,1610612750,31,30,2022-11-12T03:13:44Z,1670000,False,12.0,8.0,1,right,MISS J. Nowell driving Layup,[1629669],1610612750.0,MIN,driving,,,Nowell,J. Nowell,,,,,Restricted Area,0-8 Center,,,,,,1.5,Missed,,,,,,,,,,,,,
169,PT00M37.20S,2022-11-12T03:13:42.2Z,1,REGULAR,rebound,offensive,[],1626157,,,1610612750,31,30,2022-11-12T03:13:42Z,1680000,False,,,0,,K. Towns REBOUND (Off:3 Def:2),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,,,,,,168.0,5.0,2.0,3.0,,,,,,,,,
170,PT00M32.90S,2022-11-12T03:13:48.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629669,94.43166885676742,95.09803921568627,1610612750,31,30,2022-11-12T03:14:02Z,1690000,False,225.0,0.0,1,right,MISS J. Nowell 3PT - blocked,"[1629669, 1629634]",1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,Right Corner 3,24+ Right,,,,,,22.55,Missed,,,,,,,,,Clarke,1629634.0,,,
