actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
27,PT10M14.00S,2022-11-08T02:03:20.7Z,1,REGULAR,block,,[],1628415,,,1610612738,3,0,2022-11-08T02:03:22Z,270000,False,,,0,,D. Brooks BLOCK (2 BLK),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
28,PT10M11.00S,2022-11-08T02:03:23.7Z,1,REGULAR,rebound,defensive,[],1628415,,,1610612763,3,0,2022-11-08T02:03:25Z,280000,False,,,0,,D. Brooks REBOUND (Off:0 Def:1),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,Restricted Area,0-8 Center,,,26.0,1.0,1.0,0.0,,,,,,,,,,,,,,
29,PT10M06.00S,2022-11-08T02:03:29.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1629634,17.69053876478318,50.98039215686274,1610612763,5,0,2022-11-08T02:03:37Z,290000,False,-5.0,114.0,1,left,B. Clarke 11' driving floating bank Jump Shot (2 PTS) (D. Bane 1 AST),"[1629634, 1630217]",1610612763.0,MEM,driving floating bank,,,Clarke,B. Clarke,,,,,In The Paint (Non-RA),8-16 Center,11.39,Made,,,,,,,2.0,,,,D. Bane,1630217.0,1.0,,,,,
31,PT09M52.00S,2022-11-08T02:03:43.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203935,92.19776609724047,52.20588235294118,1610612738,5,2,2022-11-08T02:03:48Z,310000,False,11.0,21.0,1,right,M. Smart driving reverse Layup (2 PTS),[203935],1610612738.0,BOS,driving reverse,,,Smart,M. Smart,,,,,Restricted Area,0-8 Center,2.35,Made,,,,,,,2.0,,,,,,,,,,,
32,PT09M42.00S,2022-11-08T02:03:54.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628415,11.514454664914586,51.470588235294116,1610612763,7,2,2022-11-08T02:03:57Z,320000,False,-7.0,56.0,1,left,D. Brooks driving floating Jump Shot (2 PTS) (J. Morant 1 AST),"[1628415, 1629630]",1610612763.0,MEM,driving floating,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),0-8 Center,5.62,Made,,,,,,,2.0,,,,J. Morant,1629630.0,1.0,,,,,
33,PT09M31.00S,2022-11-08T02:04:03.8Z,1,REGULAR,3pt,Jump Shot,[],203935,73.80091984231275,17.647058823529413,1610612738,7,5,2022-11-08T02:04:07Z,330000,False,-162.0,194.0,1,right,M. Smart 25' 3PT  (5 PTS) (A. Horford 1 AST),"[203935, 201143]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Left Center,25.25,Made,,,,,,,5.0,,,,A. Horford,201143.0,1.0,,,,,
35,PT09M05.00S,2022-11-08T02:04:29.8Z,1,REGULAR,3pt,Jump Shot,[],1630217,30.305519053876477,73.52941176470588,1610612763,7,5,2022-11-08T02:04:33Z,350000,False,-118.0,232.0,1,left,MISS D. Bane 26' pullup 3PT,[1630217],1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,Above the Break 3,24+ Left Center,26.05,Missed,,,,,,,,,,,,,,,,,,
36,PT09M03.00S,2022-11-08T02:04:31.8Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,7,5,2022-11-08T02:04:33Z,360000,False,,,0,,J. Brown REBOUND (Off:0 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,,,35.0,2.0,2.0,0.0,,,,,,,,,,,,,,
37,PT08M56.00S,2022-11-08T02:04:41.3Z,1,REGULAR,foul,personal,[],1628415,,,1610612738,7,5,2022-11-08T02:04:48Z,370000,False,,,0,,D. Brooks personal FOUL (1 PF),"[1628415, 1628369]",1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1628159.0,1.0,0.0,Tatum,1628369.0
39,PT08M50.00S,2022-11-08T02:05:01.9Z,1,REGULAR,3pt,Jump Shot,[],1628369,69.20170827858082,72.54901960784314,1610612738,7,5,2022-11-08T02:05:06Z,390000,False,113.0,237.0,1,right,MISS J. Tatum 26' step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,26.24,Missed,,,,,,,,,,,,,,,,,,
40,PT08M47.00S,2022-11-08T02:05:04.9Z,1,REGULAR,rebound,defensive,[],1628415,,,1610612763,7,5,2022-11-08T02:05:06Z,400000,False,,,0,,D. Brooks REBOUND (Off:0 Def:2),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Right Center,,,39.0,2.0,2.0,0.0,,,,,,,,,,,,,,
41,PT08M35.00S,2022-11-08T02:05:16.7Z,1,REGULAR,3pt,Jump Shot,[],1630583,31.09395532194481,33.088235294117645,1610612763,10,5,2022-11-08T02:05:20Z,410000,False,85.0,240.0,1,left,S. Aldama 25' 3PT  (3 PTS) (J. Morant 2 AST),"[1630583, 1629630]",1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Above the Break 3,24+ Right Center,25.43,Made,,,,,,,3.0,,,,J. Morant,1629630.0,2.0,,,,,
43,PT08M15.00S,2022-11-08T02:05:36.9Z,1,REGULAR,3pt,Jump Shot,[],1628369,69.85873850197109,27.941176470588236,1610612738,10,5,2022-11-08T02:05:42Z,430000,False,-110.0,231.0,1,right,MISS J. Tatum 25' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,25.58,Missed,,,,,,,,,,,,,,,,,,
44,PT08M13.00S,2022-11-08T02:05:38.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612763,10,5,2022-11-08T02:05:42Z,440000,False,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,Above the Break 3,24+ Left Center,,,43.0,,,,,,,,,,,,,,,,,
46,PT08M05.00S,2022-11-08T02:05:51.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,9.411957950065702,53.67647058823529,1610612763,12,5,2022-11-08T02:05:54Z,460000,False,-18.0,36.0,1,left,J. Morant driving floating Jump Shot (2 PTS),[1629630],1610612763.0,MEM,driving floating,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,4.04,Made,,,,,,,2.0,,,,,,,,,,,
47,PT07M54.00S,2022-11-08T02:06:03.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628369,93.9060446780552,50.245098039215684,1610612738,12,7,2022-11-08T02:06:07Z,470000,False,1.0,5.0,1,right,J. Tatum alley-oop DUNK (2 PTS) (M. Smart 1 AST),"[1628369, 203935]",1610612738.0,BOS,alley-oop,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,0.49,Made,,,,,,,2.0,,,,M. Smart,203935.0,1.0,,,,,
49,PT07M42.00S,2022-11-08T02:06:14.7Z,1,REGULAR,3pt,Jump Shot,[],1629630,27.020367936925098,23.284313725490197,1610612763,12,7,2022-11-08T02:06:20Z,490000,False,134.0,201.0,1,left,MISS J. Morant 24' pullup 3PT,[1629630],1610612763.0,MEM,pullup,,,Morant,J. Morant,,,,,Above the Break 3,24+ Right Center,24.18,Missed,,,,,,,,,,,,,,,,,,
50,PT07M39.00S,2022-11-08T02:06:17.7Z,1,REGULAR,rebound,defensive,[],203935,,,1610612738,12,7,2022-11-08T02:06:20Z,500000,False,,,0,,M. Smart REBOUND (Off:0 Def:1),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Right Center,,,49.0,1.0,1.0,0.0,,,,,,,,,,,,,,
51,PT07M31.00S,2022-11-08T02:06:25.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203935,93.51182654402102,49.01960784313725,1610612738,12,9,2022-11-08T02:06:29Z,510000,False,-5.0,8.0,1,right,M. Smart driving finger roll Layup (7 PTS),[203935],1610612738.0,BOS,driving finger roll,,,Smart,M. Smart,,,,,Restricted Area,0-8 Center,0.98,Made,,,,,,,7.0,,,,,,,,,,,
52,PT07M12.00S,2022-11-08T02:06:45.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629634,9.937582128777924,46.07843137254902,1610612763,14,9,2022-11-08T02:06:48Z,520000,False,20.0,41.0,1,left,B. Clarke turnaround Jump Shot (4 PTS),[1629634],1610612763.0,MEM,turnaround,,,Clarke,B. Clarke,,,,,In The Paint (Non-RA),0-8 Center,4.54,Made,,,,,,,4.0,,,,,,,,,,,
53,PT06M59.00S,2022-11-08T02:06:57.6Z,1,REGULAR,3pt,Jump Shot,[],203935,67.09921156373193,56.86274509803921,1610612738,14,12,2022-11-08T02:07:05Z,530000,False,34.0,257.0,1,right,M. Smart 25' 3PT pullup (10 PTS),[203935],1610612738.0,BOS,pullup,,,Smart,M. Smart,,,,,Above the Break 3,24+ Center,25.91,Made,,,,,,,10.0,,,,,,,,,,,
54,PT06M51.00S,2022-11-08T02:07:05.2Z,1,REGULAR,turnover,bad pass,[],1629630,,,1610612763,14,12,2022-11-08T02:07:56Z,540000,False,,,0,,J. Morant bad pass TURNOVER (1 TO),"[1629630, 1629684]",1610612763.0,MEM,,,,Morant,J. Morant,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,1.0,Williams,1629684.0,,,,,,,,
55,PT06M51.00S,2022-11-08T02:07:05.2Z,1,REGULAR,steal,,[],1629684,,,1610612738,14,12,2022-11-08T02:07:56Z,550000,False,,,0,,G. Williams STEAL (1 STL),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
57,PT06M50.00S,2022-11-08T02:07:14.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,14,12,2022-11-08T02:07:14Z,570000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M50.00S,2022-11-08T02:09:26.6Z,1,REGULAR,substitution,out,[],1630583,,,1610612738,14,12,2022-11-08T02:09:43Z,580000,False,,,0,,SUB out: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M50.00S,2022-11-08T02:09:26.6Z,1,REGULAR,substitution,in,[],1631222,,,1610612738,14,12,2022-11-08T02:09:43Z,590000,False,,,0,,SUB in: J. LaRavia,[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M47.00S,2022-11-08T02:10:06.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627759,72.35545335085413,19.852941176470587,1610612738,14,12,2022-11-08T02:10:09Z,600000,False,-151.0,207.0,1,right,MISS J. Brown 25' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,25.64,Missed,,,,,,,,,,,,,,,,,,
62,PT06M45.00S,2022-11-08T02:10:08.2Z,1,REGULAR,rebound,defensive,[],1628415,,,1610612763,14,12,2022-11-08T02:10:09Z,610000,False,,,0,,D. Brooks REBOUND (Off:0 Def:3),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Left Center,,,61.0,3.0,3.0,0.0,,,,,,,,,,,,,,
63,PT06M38.00S,2022-11-08T02:10:15.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628415,5.338370565045992,48.529411764705884,1610612763,16,12,2022-11-08T02:10:21Z,620000,False,7.0,-2.0,1,left,D. Brooks driving reverse Layup (4 PTS),[1628415],1610612763.0,MEM,driving reverse,,,Brooks,D. Brooks,,,,,Restricted Area,0-8 Center,0.77,Made,,,,,,,4.0,,,,,,,,,,,
64,PT06M20.00S,2022-11-08T02:10:34.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,94.1688567674113,47.794117647058826,1610612738,16,14,2022-11-08T02:10:38Z,630000,False,-11.0,2.0,1,right,J. Brown cutting finger roll Layup (2 PTS) (M. Smart 2 AST),"[1627759, 203935]",1610612738.0,BOS,cutting finger roll,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,1.12,Made,,,,,,,2.0,,,,M. Smart,203935.0,2.0,,,,,
66,PT06M07.00S,2022-11-08T02:10:46.8Z,1,REGULAR,3pt,Jump Shot,[],1631222,28.203022339027594,17.15686274509804,1610612763,16,14,2022-11-08T02:10:53Z,650000,False,164.0,213.0,1,left,MISS J. LaRavia 26' 3PT,[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,Above the Break 3,24+ Right Center,26.86,Missed,,,,,,,,,,,,,,,,,,
67,PT06M04.00S,2022-11-08T02:10:49.8Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,16,14,2022-11-08T02:10:53Z,660000,False,,,0,,A. Horford REBOUND (Off:0 Def:1),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Right Center,,,66.0,1.0,1.0,0.0,,,,,,,,,,,,,,
68,PT05M57.00S,2022-11-08T02:10:56.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1628369,94.43166885676742,49.01960784313725,1610612738,16,16,2022-11-08T02:11:01Z,670000,False,-5.0,0.0,1,right,J. Tatum cutting DUNK (4 PTS) (M. Smart 3 AST),"[1628369, 203935]",1610612738.0,BOS,cutting,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,0.49,Made,,,,,,,4.0,,,,M. Smart,203935.0,3.0,,,,,
70,PT05M40.00S,2022-11-08T02:11:16.3Z,1,REGULAR,foul,personal,['2freethrow'],201143,,,1610612763,16,16,2022-11-08T02:11:26Z,690000,False,,,0,,A. Horford shooting personal FOUL (1 PF) (Brooks 2 FT),"[201143, 1628415]",1610612738.0,BOS,shooting,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,200833.0,1.0,0.0,Brooks,1628415.0
72,PT05M40.00S,2022-11-08T02:11:40.9Z,1,REGULAR,freethrow,1 of 2,[],1628415,,,1610612763,16,16,2022-11-08T02:11:40Z,710000,False,,,0,,MISS D. Brooks Free Throw 1 of 2,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
73,PT05M40.00S,2022-11-08T02:11:40.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612763,16,16,2022-11-08T02:11:40Z,720000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,72.0,,,,,,,,,,,,,,,,,
74,PT05M40.00S,2022-11-08T02:11:41.6Z,1,REGULAR,substitution,out,[],1629634,,,1610612763,16,16,2022-11-08T02:11:51Z,730000,False,,,0,,SUB out: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M40.00S,2022-11-08T02:11:41.6Z,1,REGULAR,substitution,out,[],1630217,,,1610612763,16,16,2022-11-08T02:11:51Z,740000,False,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M40.00S,2022-11-08T02:11:41.6Z,1,REGULAR,substitution,out,[],1628369,,,1610612763,16,16,2022-11-08T02:11:51Z,750000,False,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M40.00S,2022-11-08T02:11:41.6Z,1,REGULAR,substitution,out,[],1629684,,,1610612763,16,16,2022-11-08T02:11:51Z,760000,False,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M40.00S,2022-11-08T02:11:41.6Z,1,REGULAR,substitution,in,[],1629723,,,1610612763,16,16,2022-11-08T02:11:51Z,770000,False,,,0,,SUB in: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M40.00S,2022-11-08T02:11:41.6Z,1,REGULAR,substitution,in,[],1630214,,,1610612763,16,16,2022-11-08T02:11:51Z,780000,False,,,0,,SUB in: X. Tillman,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M40.00S,2022-11-08T02:11:41.6Z,1,REGULAR,substitution,in,[],203943,,,1610612763,16,16,2022-11-08T02:11:51Z,790000,False,,,0,,SUB in: N. Vonleh,[203943],1610612738.0,BOS,,,,Vonleh,N. Vonleh,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M40.00S,2022-11-08T02:11:41.6Z,1,REGULAR,substitution,in,[],1628401,,,1610612763,16,16,2022-11-08T02:11:51Z,800000,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M40.00S,2022-11-08T02:12:03.2Z,1,REGULAR,freethrow,2 of 2,[],1628415,,,1610612763,17,16,2022-11-08T02:12:03Z,810000,False,,,0,,D. Brooks Free Throw 2 of 2 (5 PTS),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,Made,,,,,,,5.0,,,,,,,,,,,
83,PT05M27.00S,2022-11-08T02:12:18.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628401,81.42247043363994,49.50980392156863,1610612738,17,18,2022-11-08T02:12:20Z,820000,False,-2.0,122.0,1,right,D. White 12' pullup Jump Shot (2 PTS),[1628401],1610612738.0,BOS,pullup,,,White,D. White,,,,,In The Paint (Non-RA),8-16 Center,12.21,Made,,,,,,,2.0,,,,,,,,,,,
