actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,area,areaDetail,shotDistance,shotResult,shotActionNumber,blockPlayerName,blockPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
339,PT12M00.00S,2023-01-10T02:16:59.3Z,3,REGULAR,substitution,out,['startperiod'],1629723,,,1610612763,72,61,2023-01-10T02:17:48Z,3320000,False,,,0,,SUB out: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT12M00.00S,2023-01-10T02:16:59.3Z,3,REGULAR,substitution,out,['startperiod'],1626196,,,1610612763,72,61,2023-01-10T02:17:48Z,3330000,False,,,0,,SUB out: J. Richardson,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT12M00.00S,2023-01-10T02:16:59.3Z,3,REGULAR,substitution,out,['startperiod'],1631103,,,1610612763,72,61,2023-01-10T02:17:48Z,3340000,False,,,0,,SUB out: M. Branham,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT12M00.00S,2023-01-10T02:16:59.3Z,3,REGULAR,substitution,out,['startperiod'],203926,,,1610612763,72,61,2023-01-10T02:17:48Z,3350000,False,,,0,,SUB out: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT12M00.00S,2023-01-10T02:16:59.3Z,3,REGULAR,substitution,in,['startperiod'],1628991,,,1610612763,72,61,2023-01-10T02:17:48Z,3360000,False,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT12M00.00S,2023-01-10T02:16:59.3Z,3,REGULAR,substitution,in,['startperiod'],1630217,,,1610612763,72,61,2023-01-10T02:17:48Z,3370000,False,,,0,,SUB in: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
345,PT12M00.00S,2023-01-10T02:16:59.3Z,3,REGULAR,substitution,in,['startperiod'],1628966,,,1610612763,72,61,2023-01-10T02:17:48Z,3380000,False,,,0,,SUB in: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,,
346,PT12M00.00S,2023-01-10T02:16:59.3Z,3,REGULAR,substitution,in,['startperiod'],1630200,,,1610612763,72,61,2023-01-10T02:17:48Z,3390000,False,,,0,,SUB in: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT12M00.00S,2023-01-10T02:16:59.3Z,3,REGULAR,substitution,in,['startperiod'],1629641,,,1610612763,72,61,2023-01-10T02:17:48Z,3400000,False,,,0,,SUB in: R. Langford,[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT12M00.00S,2023-01-10T02:17:58.2Z,3,REGULAR,period,start,[],0,,,1610612759,72,61,2023-01-10T02:17:58Z,3410000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT11M44.00S,2023-01-10T02:18:13.3Z,3,REGULAR,2pt,Jump Shot,[],1628966,10.463206307490145,31.127450980392158,1610612759,72,63,2023-01-10T02:18:18Z,3420000,False,94.0,46.0,1,left,K. Bates-Diop 10' driving floating bank Jump Shot (4 PTS) (R. Langford 2 AST),"[1628966, 1629641]",1610612759.0,SAS,driving floating bank,,,Bates-Diop,K. Bates-Diop,,,,,,Mid-Range,8-16 Right,10.5,Made,,,,,,,4.0,R. Langford,1629641.0,2.0,,,,,,,
351,PT11M28.00S,2023-01-10T02:18:28.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628415,80.6340341655716,57.35294117647059,1610612763,72,63,2023-01-10T02:18:33Z,3440000,False,37.0,130.0,1,right,MISS D. Brooks 13' pullup Shot,[1628415],1610612763.0,MEM,pullup,,,Brooks,D. Brooks,,,,,,In The Paint (Non-RA),8-16 Center,13.46,Missed,,,,,,,,,,,,,,,,,
352,PT11M25.00S,2023-01-10T02:18:31.6Z,3,REGULAR,rebound,defensive,[],1627751,,,1610612759,72,63,2023-01-10T02:18:33Z,3450000,False,,,0,,J. Poeltl REBOUND (Off:1 Def:3),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,In The Paint (Non-RA),8-16 Center,,,351.0,,,4.0,3.0,1.0,,,,,,,,,,,
353,PT11M15.00S,2023-01-10T02:18:42.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631110,6.783837056504599,38.72549019607843,1610612759,72,63,2023-01-10T02:18:46Z,3460000,False,56.0,11.0,1,left,MISS J. Sochan driving Layup,[1631110],1610612759.0,SAS,driving,,,Sochan,J. Sochan,,,,,,In The Paint (Non-RA),0-8 Center,5.75,Missed,,,,,,,,,,,,,,,,,
354,PT11M13.00S,2023-01-10T02:18:44.3Z,3,REGULAR,rebound,defensive,[],203500,,,1610612763,72,63,2023-01-10T02:18:46Z,3470000,False,,,0,,S. Adams REBOUND (Off:0 Def:7),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,In The Paint (Non-RA),0-8 Center,,,353.0,,,7.0,7.0,0.0,,,,,,,,,,,
355,PT11M02.00S,2023-01-10T02:18:55.7Z,3,REGULAR,2pt,Jump Shot,[],1626145,78.9257555847569,26.715686274509803,1610612763,72,63,2023-01-10T02:18:59Z,3480000,False,-116.0,146.0,1,right,MISS T. Jones 18' pullup Shot,[1626145],1610612763.0,MEM,pullup,,,Jones,T. Jones,,,,,,Mid-Range,16-24 Left Center,18.64,Missed,,,,,,,,,,,,,,,,,
356,PT10M58.00S,2023-01-10T02:18:59.7Z,3,REGULAR,rebound,defensive,[],1630200,,,1610612759,72,63,2023-01-10T02:18:59Z,3490000,False,,,0,,T. Jones REBOUND (Off:0 Def:1),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,Mid-Range,16-24 Left Center,,,355.0,,,1.0,1.0,0.0,,,,,,,,,,,
357,PT10M48.00S,2023-01-10T02:19:08.9Z,3,REGULAR,3pt,Jump Shot,[],1631110,13.222733245729303,3.9215686274509802,1610612759,72,63,2023-01-10T02:19:13Z,3500000,False,230.0,72.0,1,left,MISS J. Sochan 24' 3PT,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,Right Corner 3,24+ Right,24.13,Missed,,,,,,,,,,,,,,,,,
358,PT10M45.00S,2023-01-10T02:19:11.9Z,3,REGULAR,rebound,defensive,[],203500,,,1610612763,72,63,2023-01-10T02:19:13Z,3510000,False,,,0,,S. Adams REBOUND (Off:0 Def:8),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,Right Corner 3,24+ Right,,,357.0,,,8.0,8.0,0.0,,,,,,,,,,,
359,PT10M33.00S,2023-01-10T02:19:24.6Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],203500,87.72996057818659,42.15686274509804,1610612763,72,63,2023-01-10T02:19:29Z,3520000,False,-39.0,63.0,1,right,MISS S. Adams 7' Hook,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,In The Paint (Non-RA),0-8 Center,7.4,Missed,,,,,,,,,,,,,,,,,
360,PT10M30.00S,2023-01-10T02:19:27.6Z,3,REGULAR,rebound,offensive,[],1628991,,,1610612763,72,63,2023-01-10T02:19:29Z,3530000,False,,,0,,J. Jackson Jr. REBOUND (Off:1 Def:2),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,In The Paint (Non-RA),0-8 Center,,,359.0,,,3.0,2.0,1.0,,,,,,,,,,,
361,PT10M29.00S,2023-01-10T02:19:27.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628991,92.46057818659659,50.49019607843137,1610612763,74,63,2023-01-10T02:19:32Z,3540000,False,2.0,18.0,1,right,J. Jackson Jr. tip Layup (8 PTS),[1628991],1610612763.0,MEM,tip,,,Jackson Jr.,J. Jackson Jr.,,,,,,Restricted Area,0-8 Center,1.86,Made,,,,,,,8.0,,,,,,,,,,
362,PT10M11.00S,2023-01-10T02:19:47.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629641,17.296320630749015,41.911764705882355,1610612759,74,65,2023-01-10T02:19:56Z,3550000,False,40.0,110.0,1,left,R. Langford 11' floating Jump Shot (6 PTS),[1629641],1610612759.0,SAS,floating,,,Langford,R. Langford,,,,,,In The Paint (Non-RA),8-16 Center,11.73,Made,,,,,,,6.0,,,,,,,,,,
363,PT10M11.00S,2023-01-10T02:19:50.9Z,3,REGULAR,foul,personal,['1freethrow'],1630217,,,1610612759,74,65,2023-01-10T02:20:01Z,3560000,False,,,0,,D. Bane shooting personal FOUL (1 PF) (Langford 1 FT),"[1630217, 1629641]",1610612763.0,MEM,shooting,,,Bane,D. Bane,,,,,202007.0,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1.0,0.0,Langford,1629641.0
365,PT10M11.00S,2023-01-10T02:20:14.2Z,3,REGULAR,freethrow,1 of 1,[],1629641,,,1610612759,74,66,2023-01-10T02:20:14Z,3580000,False,,,0,,R. Langford Free Throw 1 of 1 (7 PTS),[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,,,,,Made,,,,,,,7.0,,,,,,,,,,
366,PT09M58.00S,2023-01-10T02:20:28.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630217,87.86136662286465,62.00980392156863,1610612763,74,66,2023-01-10T02:20:41Z,3590000,False,60.0,62.0,1,right,MISS D. Bane 8' driving floating bank Shot,[1630217],1610612763.0,MEM,driving floating bank,,,Bane,D. Bane,,,,,,In The Paint (Non-RA),8-16 Right,8.6,Missed,,,,,,,,,,,,,,,,,
367,PT09M58.00S,2023-01-10T02:20:28.5Z,3,REGULAR,rebound,offensive,[],203500,,,1610612763,74,66,2023-01-10T02:24:05Z,3600000,False,,,0,,S. Adams REBOUND (Off:1 Def:8),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,In The Paint (Non-RA),8-16 Right,,,366.0,,,9.0,8.0,1.0,,,,,,,,,,,
368,PT09M58.00S,2023-01-10T02:20:40.5Z,3,REGULAR,foul,personal,[],1631110,,,1610612763,74,66,2023-01-10T02:24:00Z,3610000,False,,,0,,J. Sochan personal FOUL (1 PF),"[1631110, 203500]",1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,202007.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1.0,0.0,Adams,203500.0
370,PT09M46.00S,2023-01-10T02:21:09.3Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1630217,82.7365308804205,16.911764705882355,1610612763,74,66,2023-01-10T02:21:16Z,3630000,False,-165.0,110.0,1,right,MISS D. Bane 19' pullup Shot,[1630217],1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,,Mid-Range,16-24 Left,19.85,Missed,,,,,,,,,,,,,,,,,
371,PT09M45.00S,2023-01-10T02:21:10.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612763,74,66,2023-01-10T02:21:16Z,3640000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,Mid-Range,16-24 Left,,,370.0,,,,,,,,,,,,,,,,
373,PT09M41.00S,2023-01-10T02:21:31.6Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1626145,81.8166885676741,57.59803921568627,1610612763,74,66,2023-01-10T02:21:38Z,3660000,False,38.0,118.0,1,right,MISS T. Jones 12' driving floating Shot,[1626145],1610612763.0,MEM,driving floating,,,Jones,T. Jones,,,,,,In The Paint (Non-RA),8-16 Center,12.43,Missed,,,,,,,,,,,,,,,,,
374,PT09M36.00S,2023-01-10T02:21:36.6Z,3,REGULAR,rebound,offensive,[],203500,,,1610612763,74,66,2023-01-10T02:21:38Z,3670000,False,,,0,,S. Adams REBOUND (Off:2 Def:8),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,In The Paint (Non-RA),8-16 Center,,,373.0,,,10.0,8.0,2.0,,,,,,,,,,,
375,PT09M35.00S,2023-01-10T02:21:36.6Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630217,68.15045992115637,60.78431372549019,1610612763,74,66,2023-01-10T02:21:40Z,3680000,False,54.0,247.0,1,right,MISS D. Bane 25' 3PT,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,Above the Break 3,24+ Center,25.27,Missed,,,,,,,,,,,,,,,,,
376,PT09M35.00S,2023-01-10T02:21:36.6Z,3,REGULAR,rebound,defensive,[],1627751,,,1610612759,74,66,2023-01-10T02:21:40Z,3690000,False,,,0,,J. Poeltl REBOUND (Off:1 Def:4),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,Above the Break 3,24+ Center,,,375.0,,,5.0,4.0,1.0,,,,,,,,,,,
377,PT09M28.00S,2023-01-10T02:21:43.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631110,7.5722733245729295,54.166666666666664,1610612759,74,66,2023-01-10T02:21:47Z,3700000,False,-21.0,19.0,1,left,MISS J. Sochan running finger roll Layup - blocked,"[1631110, 1628991]",1610612759.0,SAS,running finger roll,,,Sochan,J. Sochan,,,,,,Restricted Area,0-8 Center,2.8,Missed,,Jackson Jr.,1628991.0,,,,,,,,,,,,,,
378,PT09M28.00S,2023-01-10T02:21:43.9Z,3,REGULAR,block,,[],1628991,,,1610612759,74,66,2023-01-10T02:21:46Z,3710000,False,,,0,,J. Jackson Jr. BLOCK (5 BLK),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
379,PT09M24.00S,2023-01-10T02:21:47.9Z,3,REGULAR,rebound,defensive,[],1626145,,,1610612763,74,66,2023-01-10T02:21:47Z,3720000,False,,,0,,T. Jones REBOUND (Off:0 Def:1),[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,Restricted Area,0-8 Center,,,377.0,,,1.0,1.0,0.0,,,,,,,,,,,
380,PT09M20.00S,2023-01-10T02:21:51.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628991,92.9862023653088,44.6078431372549,1610612763,76,66,2023-01-10T02:21:57Z,3730000,False,-27.0,13.0,1,right,J. Jackson Jr. running finger roll Layup (10 PTS) (T. Jones 3 AST),"[1628991, 1626145]",1610612763.0,MEM,running finger roll,,,Jackson Jr.,J. Jackson Jr.,,,,,,Restricted Area,0-8 Center,3.01,Made,,,,,,,10.0,T. Jones,1626145.0,3.0,,,,,,,
382,PT09M10.00S,2023-01-10T02:22:02.2Z,3,REGULAR,3pt,Jump Shot,[],1628966,25.57490144546649,79.90196078431373,1610612759,76,69,2023-01-10T02:22:06Z,3750000,False,-150.0,188.0,1,left,K. Bates-Diop 24' 3PT  (7 PTS) (R. Langford 3 AST),"[1628966, 1629641]",1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,Above the Break 3,24+ Left Center,24.01,Made,,,,,,,7.0,R. Langford,1629641.0,3.0,,,,,,,
384,PT09M03.00S,2023-01-10T02:22:09.6Z,3,REGULAR,3pt,Jump Shot,[],1628415,77.34888304862024,11.029411764705882,1610612763,79,69,2023-01-10T02:22:13Z,3770000,False,-195.0,160.0,1,right,D. Brooks 25' 3PT pullup (10 PTS) (T. Jones 4 AST),"[1628415, 1626145]",1610612763.0,MEM,pullup,,,Brooks,D. Brooks,,,,,,Above the Break 3,24+ Left Center,25.24,Made,,,,,,,10.0,T. Jones,1626145.0,4.0,,,,,,,
386,PT08M51.00S,2023-01-10T02:22:20.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627751,5.995400788436268,54.65686274509803,1610612759,79,71,2023-01-10T02:25:43Z,3790000,False,-23.0,4.0,1,left,J. Poeltl cutting finger roll Layup (11 PTS) (T. Jones 6 AST),"[1627751, 1630200]",1610612759.0,SAS,cutting finger roll,,,Poeltl,J. Poeltl,,,,,,Restricted Area,0-8 Center,2.36,Made,,,,,,,11.0,T. Jones,1630200.0,6.0,,,,,,,
388,PT08M35.00S,2023-01-10T02:22:37.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626145,88.51839684625493,35.53921568627451,1610612763,81,71,2023-01-10T02:22:40Z,3810000,False,-72.0,55.0,1,right,T. Jones 9' driving floating bank Jump Shot (14 PTS),[1626145],1610612763.0,MEM,driving floating bank,,,Jones,T. Jones,,,,,,In The Paint (Non-RA),8-16 Left,9.11,Made,,,,,,,14.0,,,,,,,,,,
389,PT08M19.00S,2023-01-10T02:22:52.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628966,12.434296977660972,51.470588235294116,1610612759,81,71,2023-01-10T02:22:57Z,3820000,False,-7.0,64.0,1,left,MISS K. Bates-Diop 6' driving floating Shot,[1628966],1610612759.0,SAS,driving floating,,,Bates-Diop,K. Bates-Diop,,,,,,In The Paint (Non-RA),0-8 Center,6.48,Missed,,,,,,,,,,,,,,,,,
390,PT08M15.00S,2023-01-10T02:22:56.7Z,3,REGULAR,rebound,offensive,[],1629641,,,1610612759,81,71,2023-01-10T02:22:56Z,3830000,False,,,0,,R. Langford REBOUND (Off:2 Def:2),[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,,In The Paint (Non-RA),0-8 Center,,,389.0,,,4.0,2.0,2.0,,,,,,,,,,,
391,PT08M13.00S,2023-01-10T02:22:58.4Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1628966,8.229303547963205,95.83333333333334,1610612759,81,71,2023-01-10T02:23:34Z,3840000,False,-229.0,25.0,1,left,MISS K. Bates-Diop 3PT,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,Left Corner 3,24+ Left,23.05,Missed,,,,,,,,,,,,,,,,,
392,PT08M10.00S,2023-01-10T02:23:01.4Z,3,REGULAR,rebound,defensive,[],203500,,,1610612763,81,71,2023-01-10T03:01:09Z,3850000,False,,,0,,S. Adams REBOUND (Off:2 Def:9),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,Left Corner 3,24+ Left,,,391.0,,,11.0,9.0,2.0,,,,,,,,,,,
393,PT08M08.00S,2023-01-10T02:23:03.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1626145,92.46057818659659,52.94117647058824,1610612763,83,71,2023-01-10T02:23:09Z,3860000,False,15.0,18.0,1,right,T. Jones running reverse Layup (16 PTS) (D. Brooks 3 AST),"[1626145, 1628415]",1610612763.0,MEM,running reverse,,,Jones,T. Jones,,,,,,Restricted Area,0-8 Center,2.36,Made,,,,,,,16.0,D. Brooks,1628415.0,3.0,,,,,,,
395,PT08M08.00S,2023-01-10T02:23:18.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,83,71,2023-01-10T02:23:18Z,3880000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,PT07M50.00S,2023-01-10T02:26:19.7Z,3,REGULAR,3pt,Jump Shot,[],1630200,16.770696452036795,93.62745098039215,1610612759,83,74,2023-01-10T02:26:24Z,3890000,False,-218.0,105.0,1,left,T. Jones 24' 3PT step back (12 PTS),[1630200],1610612759.0,SAS,step back,,,Jones,T. Jones,,,,,,Above the Break 3,24+ Left Center,24.21,Made,,,,,,,12.0,,,,,,,,,,
397,PT07M28.00S,2023-01-10T02:26:42.0Z,3,REGULAR,2pt,Jump Shot,[],1630217,80.23981603153744,13.23529411764706,1610612763,83,74,2023-01-10T02:26:46Z,3900000,False,-184.0,133.0,1,right,MISS D. Bane 22' Jump Shot,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,Mid-Range,16-24 Left Center,22.7,Missed,,,,,,,,,,,,,,,,,
398,PT07M27.00S,2023-01-10T02:26:43.0Z,3,REGULAR,rebound,offensive,[],203500,,,1610612763,83,74,2023-01-10T02:26:46Z,3910000,False,,,0,,S. Adams REBOUND (Off:3 Def:9),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,Mid-Range,16-24 Left Center,,,397.0,,,12.0,9.0,3.0,,,,,,,,,,,
399,PT07M27.00S,2023-01-10T02:26:45.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203500,92.59198423127464,45.588235294117645,1610612763,85,74,2023-01-10T02:26:48Z,3920000,False,-22.0,17.0,1,right,S. Adams putback Layup (10 PTS),[203500],1610612763.0,MEM,putback,,,Adams,S. Adams,,,,,,Restricted Area,0-8 Center,2.79,Made,,,,,,,10.0,,,,,,,,,,
400,PT07M27.00S,2023-01-10T02:26:47.8Z,3,REGULAR,foul,personal,['1freethrow'],1627751,,,1610612763,85,74,2023-01-10T02:26:56Z,3930000,False,,,0,,J. Poeltl shooting personal FOUL (3 PF) (Adams 1 FT),"[1627751, 203500]",1610612759.0,SAS,shooting,,,Poeltl,J. Poeltl,,,,,2004.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,3.0,0.0,Adams,203500.0
402,PT07M27.00S,2023-01-10T02:27:07.7Z,3,REGULAR,freethrow,1 of 1,['2ndchance'],203500,,,1610612763,85,74,2023-01-10T02:27:09Z,3950000,False,,,0,,MISS S. Adams Free Throw 1 of 1,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
403,PT07M24.00S,2023-01-10T02:27:10.7Z,3,REGULAR,rebound,defensive,[],1630200,,,1610612759,85,74,2023-01-10T02:27:09Z,3960000,False,,,0,,T. Jones REBOUND (Off:0 Def:2),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,402.0,,,2.0,2.0,0.0,,,,,,,,,,,
404,PT07M17.00S,2023-01-10T02:27:16.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629641,12.171484888304862,41.66666666666667,1610612759,85,76,2023-01-10T02:27:21Z,3970000,False,42.0,62.0,1,left,R. Langford 7' driving floating Jump Shot (9 PTS),[1629641],1610612759.0,SAS,driving floating,,,Langford,R. Langford,,,,,,In The Paint (Non-RA),0-8 Center,7.46,Made,,,,,,,9.0,,,,,,,,,,
405,PT07M05.00S,2023-01-10T02:27:27.5Z,3,REGULAR,2pt,Jump Shot,[],1630217,76.82325886990802,40.44117647058824,1610612763,85,76,2023-01-10T02:27:32Z,3980000,False,-48.0,165.0,1,right,MISS D. Bane 17' pullup Shot,[1630217],1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,,Mid-Range,16-24 Center,17.22,Missed,,,,,,,,,,,,,,,,,
406,PT07M01.00S,2023-01-10T02:27:31.5Z,3,REGULAR,rebound,defensive,[],1627751,,,1610612759,85,76,2023-01-10T02:27:32Z,3990000,False,,,0,,J. Poeltl REBOUND (Off:1 Def:5),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,Mid-Range,16-24 Center,,,405.0,,,6.0,5.0,1.0,,,,,,,,,,,
407,PT06M56.00S,2023-01-10T02:27:37.0Z,3,REGULAR,3pt,Jump Shot,[],1628966,6.389618922470433,95.09803921568627,1610612759,85,79,2023-01-10T02:27:43Z,4000000,False,-225.0,8.0,1,left,K. Bates-Diop 3PT  (10 PTS) (R. Langford 4 AST),"[1628966, 1629641]",1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,Left Corner 3,24+ Left,22.56,Made,,,,,,,10.0,R. Langford,1629641.0,4.0,,,,,,,
409,PT06M55.00S,2023-01-10T02:27:43.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,85,79,2023-01-10T02:27:43Z,4020000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT06M55.00S,2023-01-10T02:30:07.7Z,3,REGULAR,substitution,out,[],1628991,,,1610612763,85,79,2023-01-10T02:30:34Z,4030000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT06M55.00S,2023-01-10T02:30:07.7Z,3,REGULAR,substitution,out,[],1630217,,,1610612763,85,79,2023-01-10T02:30:34Z,4040000,False,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT06M55.00S,2023-01-10T02:30:07.7Z,3,REGULAR,substitution,out,[],1631110,,,1610612763,85,79,2023-01-10T02:30:34Z,4050000,False,,,0,,SUB out: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
413,PT06M55.00S,2023-01-10T02:30:07.7Z,3,REGULAR,substitution,in,[],1630583,,,1610612763,85,79,2023-01-10T02:30:34Z,4060000,False,,,0,,SUB in: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT06M55.00S,2023-01-10T02:30:07.7Z,3,REGULAR,substitution,in,[],1629723,,,1610612763,85,79,2023-01-10T02:30:34Z,4070000,False,,,0,,SUB in: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,,
415,PT06M55.00S,2023-01-10T02:30:07.7Z,3,REGULAR,substitution,in,[],1626169,,,1610612763,85,79,2023-01-10T02:30:34Z,4080000,False,,,0,,SUB in: S. Johnson,[1626169],1610612759.0,SAS,,,,Johnson,S. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
416,PT06M42.00S,2023-01-10T02:30:55.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626145,86.5473061760841,35.049019607843135,1610612763,85,79,2023-01-10T02:31:00Z,4090000,False,-75.0,74.0,1,right,MISS T. Jones 10' driving floating bank Shot,[1626145],1610612763.0,MEM,driving floating bank,,,Jones,T. Jones,,,,,,In The Paint (Non-RA),8-16 Left,10.52,Missed,,,,,,,,,,,,,,,,,
417,PT06M40.00S,2023-01-10T02:30:58.1Z,3,REGULAR,rebound,offensive,[],203500,,,1610612763,85,79,2023-01-10T02:30:58Z,4100000,False,,,0,,S. Adams REBOUND (Off:4 Def:9),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,In The Paint (Non-RA),8-16 Left,,,416.0,,,13.0,9.0,4.0,,,,,,,,,,,
418,PT06M31.00S,2023-01-10T02:31:07.3Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1628415,81.68528252299606,20.588235294117645,1610612763,87,79,2023-01-10T02:31:11Z,4110000,False,-147.0,120.0,1,right,D. Brooks 18' pullup Jump Shot (12 PTS),[1628415],1610612763.0,MEM,pullup,,,Brooks,D. Brooks,,,,,,Mid-Range,16-24 Left Center,18.96,Made,,,,,,,12.0,,,,,,,,,,
