actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
167,PT01M07.00S,2022-11-19T01:34:35.3Z,1,REGULAR,rebound,offensive,[],1631223,,,1610612763,31,26,2022-11-19T01:34:35Z,1670000,False,,,0,,D. Roddy REBOUND (Off:1 Def:1),[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,,Restricted Area,0-8 Center,,,166.0,2.0,1.0,1.0,,,,,,,,,,,,,
168,PT01M00.00S,2022-11-19T01:34:42.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1631223,32.933639947437584,41.911764705882355,1610612763,31,26,2022-11-19T01:34:45Z,1680000,False,40.0,257.0,1,left,MISS D. Roddy 26' 3PT,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,,Above the Break 3,24+ Center,26.03,Missed,,,,,,,,,,,,,,,,,
169,PT00M57.50S,2022-11-19T01:34:44.5Z,1,REGULAR,rebound,defensive,[],1630197,,,1610612760,31,26,2022-11-19T01:34:45Z,1690000,False,,,0,,A. Pokusevski REBOUND (Off:0 Def:1),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,Above the Break 3,24+ Center,,,168.0,1.0,1.0,0.0,,,,,,,,,,,,,
170,PT00M48.50S,2022-11-19T01:34:54.3Z,1,REGULAR,2pt,Jump Shot,[],1630526,89.17542706964521,69.11764705882352,1610612760,31,28,2022-11-19T01:34:57Z,1700000,False,96.0,49.0,1,right,J. Robinson-Earl 10' pullup Jump Shot (2 PTS) (S. Gilgeous-Alexander 3 AST),"[1630526, 1628983]",1610612760.0,OKC,pullup,,,Robinson-Earl,J. Robinson-Earl,,,,,,Mid-Range,8-16 Right,10.76,Made,,,,,2.0,S. Gilgeous-Alexander,1628983.0,3.0,,,,,,,,,
172,PT00M28.40S,2022-11-19T01:35:17.7Z,1,REGULAR,3pt,Jump Shot,[],1626145,31.61957950065703,37.5,1610612763,31,28,2022-11-19T01:35:21Z,1720000,False,62.0,245.0,1,left,MISS T. Jones 25' 3PT,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,Above the Break 3,24+ Center,25.26,Missed,,,,,,,,,,,,,,,,,
173,PT00M25.70S,2022-11-19T01:35:20.4Z,1,REGULAR,rebound,offensive,[],1629630,,,1610612763,31,28,2022-11-19T01:35:21Z,1730000,False,,,0,,J. Morant REBOUND (Off:1 Def:2),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,Above the Break 3,24+ Center,,,172.0,3.0,2.0,1.0,,,,,,,,,,,,,
174,PT00M22.80S,2022-11-19T01:35:23.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance', 'defensivegoaltending']",1630583,6.783837056504599,52.69607843137255,1610612763,33,28,2022-11-19T01:35:34Z,1740000,False,-13.0,11.0,1,left,S. Aldama driving Layup (5 PTS) (J. Morant 4 AST),"[1630583, 1629630]",1610612763.0,MEM,driving,,,Aldama,S. Aldama,,,,,,Restricted Area,0-8 Center,1.76,Made,,,,,5.0,J. Morant,1629630.0,4.0,,,,,,,,,
176,PT00M22.80S,2022-11-19T01:35:30.1Z,1,REGULAR,violation,defensive goaltending,[],1630197,,,1610612763,33,28,2022-11-19T01:35:34Z,1760000,False,,,0,,A. Pokusevski defensive goaltending VIOLATION,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,1179.0,,,,,,,,,,,,,,,,,,,,,
177,PT00M03.20S,2022-11-19T01:36:11.3Z,1,REGULAR,foul,personal,[],1631223,,,1610612760,33,28,2022-11-19T01:36:13Z,1770000,False,,,0,,D. Roddy personal FOUL (1 PF),"[1631223, 1628983]",1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,1179.0,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,1.0,0.0,Gilgeous-Alexander,1628983.0
179,PT00M03.20S,2022-11-19T01:36:16.5Z,1,REGULAR,substitution,out,[],1630583,,,1610612760,33,28,2022-11-19T01:36:37Z,1790000,False,,,0,,SUB out: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT00M03.20S,2022-11-19T01:36:16.5Z,1,REGULAR,substitution,out,[],1630526,,,1610612760,33,28,2022-11-19T01:36:37Z,1810000,False,,,0,,SUB out: J. Robinson-Earl,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT00M03.20S,2022-11-19T01:36:16.5Z,1,REGULAR,substitution,in,[],1628991,,,1610612760,33,28,2022-11-19T01:36:37Z,1820000,False,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT00M03.20S,2022-11-19T01:36:16.5Z,1,REGULAR,substitution,in,[],1628415,,,1610612760,33,28,2022-11-19T01:36:37Z,1830000,False,,,0,,SUB in: D. Brooks,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT00M03.20S,2022-11-19T01:36:16.5Z,1,REGULAR,substitution,in,[],1630581,,,1610612760,33,28,2022-11-19T01:36:37Z,1840000,False,,,0,,SUB in: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT00M03.20S,2022-11-19T01:36:16.5Z,1,REGULAR,substitution,out,[],1629630,,,1610612760,33,28,2022-11-19T01:36:49Z,1850000,False,,,0,,SUB out: J. Morant,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT00M01.70S,2022-11-19T01:36:56.2Z,1,REGULAR,3pt,Jump Shot,[],1630322,68.67608409986859,70.34313725490196,1610612760,33,28,2022-11-19T01:37:06Z,1860000,False,102.0,242.0,1,right,MISS L. Waters III 26' 3PT - blocked,"[1630322, 1626145]",1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,,Above the Break 3,24+ Right Center,26.24,Missed,,,,,,,,,,,,Jones,1626145.0,,,,
187,PT00M01.70S,2022-11-19T01:36:56.2Z,1,REGULAR,block,,[],1626145,,,1610612760,33,28,2022-11-19T01:37:12Z,1870000,False,,,0,,T. Jones BLOCK (1 BLK),[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,
188,PT00M01.70S,2022-11-19T01:36:56.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612760,33,28,2022-11-19T01:37:06Z,1880000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,Above the Break 3,24+ Right Center,,,186.0,,,,,,,,,,,,,,,,
189,PT00M00.00S,2022-11-19T01:37:14.7Z,1,REGULAR,period,end,[],0,,,1610612760,33,28,2022-11-19T01:37:14Z,1890000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT12M00.00S,2022-11-19T01:38:49.9Z,2,REGULAR,substitution,out,['startperiod'],1631223,,,1610612760,33,28,2022-11-19T01:39:29Z,1900000,False,,,0,,SUB out: D. Roddy,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT12M00.00S,2022-11-19T01:38:49.9Z,2,REGULAR,substitution,out,['startperiod'],1628983,,,1610612760,33,28,2022-11-19T01:39:29Z,1910000,False,,,0,,SUB out: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT12M00.00S,2022-11-19T01:38:49.9Z,2,REGULAR,substitution,out,['startperiod'],1630197,,,1610612760,33,28,2022-11-19T01:39:29Z,1920000,False,,,0,,SUB out: A. Pokusevski,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT12M00.00S,2022-11-19T01:38:49.9Z,2,REGULAR,substitution,in,['startperiod'],1631222,,,1610612760,33,28,2022-11-19T01:39:29Z,1930000,False,,,0,,SUB in: J. LaRavia,[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT12M00.00S,2022-11-19T01:38:49.9Z,2,REGULAR,substitution,in,['startperiod'],1631119,,,1610612760,33,28,2022-11-19T01:39:29Z,1940000,False,,,0,,SUB in: J. Williams,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT12M00.00S,2022-11-19T01:38:49.9Z,2,REGULAR,substitution,in,['startperiod'],1630598,,,1610612760,33,28,2022-11-19T01:39:29Z,1950000,False,,,0,,SUB in: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT12M00.00S,2022-11-19T01:39:41.5Z,2,REGULAR,period,start,[],0,,,1610612763,33,28,2022-11-19T01:39:41Z,1960000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT11M36.00S,2022-11-19T01:40:04.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626145,19.530223390275953,48.529411764705884,1610612763,35,28,2022-11-19T01:40:08Z,1970000,False,7.0,131.0,1,left,T. Jones 13' driving floating Jump Shot (2 PTS),[1626145],1610612763.0,MEM,driving floating,,,Jones,T. Jones,,,,,,In The Paint (Non-RA),8-16 Center,13.13,Made,,,,,2.0,,,,,,,,,,,,
198,PT11M19.00S,2022-11-19T01:40:21.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630598,92.85479632063075,52.20588235294118,1610612760,35,28,2022-11-19T01:40:32Z,1980000,False,11.0,15.0,1,right,MISS A. Wiggins cutting finger roll Layup,[1630598],1610612760.0,OKC,cutting finger roll,,,Wiggins,A. Wiggins,,,,,,Restricted Area,0-8 Center,1.84,Missed,,,,,,,,,,,,,,,,,
199,PT11M16.00S,2022-11-19T01:40:24.7Z,2,REGULAR,rebound,defensive,[],1631222,,,1610612763,35,28,2022-11-19T01:40:25Z,1990000,False,,,0,,J. LaRavia REBOUND (Off:0 Def:1),[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,,Restricted Area,0-8 Center,,,198.0,1.0,1.0,0.0,,,,,,,,,,,,,
200,PT11M09.00S,2022-11-19T01:40:32.0Z,2,REGULAR,3pt,Jump Shot,[],1628991,30.436925098554536,67.8921568627451,1610612763,35,28,2022-11-19T01:40:35Z,2000000,False,-89.0,234.0,1,left,MISS J. Jackson Jr. 25' 3PT,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,Above the Break 3,24+ Left Center,25.02,Missed,,,,,,,,,,,,,,,,,
201,PT11M08.00S,2022-11-19T01:40:33.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612760,35,28,2022-11-19T01:40:35Z,2010000,False,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,Above the Break 3,24+ Left Center,,,200.0,,,,,,,,,,,,,,,,
203,PT10M58.00S,2022-11-19T01:40:51.4Z,2,REGULAR,foul,personal,['2freethrow'],1631222,,,1610612760,35,28,2022-11-19T01:41:00Z,2030000,False,,,0,,J. LaRavia shooting personal FOUL (1 PF) (Williams 2 FT),"[1631222, 1631119]",1610612763.0,MEM,shooting,,,LaRavia,J. LaRavia,,,,,1627529.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1.0,0.0,Williams,1631119.0
205,PT10M58.00S,2022-11-19T01:41:15.4Z,2,REGULAR,freethrow,1 of 2,[],1631119,,,1610612760,35,29,2022-11-19T01:41:15Z,2050000,False,,,0,,J. Williams Free Throw 1 of 2 (1 PTS),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,
206,PT10M58.00S,2022-11-19T01:41:28.3Z,2,REGULAR,freethrow,2 of 2,[],1631119,,,1610612760,35,30,2022-11-19T01:41:28Z,2060000,False,,,0,,J. Williams Free Throw 2 of 2 (2 PTS),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,
207,PT10M34.00S,2022-11-19T01:41:56.4Z,2,REGULAR,foul,personal,['3freethrow'],1629026,,,1610612763,35,30,2022-11-19T01:42:05Z,2070000,False,,,0,,K. Williams shooting personal FOUL (1 PF) (Jackson Jr. 3 FT),"[1629026, 1628991]",1610612760.0,OKC,shooting,,,Williams,K. Williams,,,,,1193.0,Right Corner 3,24+ Right,,,,,,,,,,,,,,,,1.0,0.0,Jackson Jr.,1628991.0
209,PT10M34.00S,2022-11-19T01:42:23.1Z,2,REGULAR,freethrow,1 of 3,[],1628991,,,1610612763,36,30,2022-11-19T01:42:23Z,2090000,False,,,0,,J. Jackson Jr. Free Throw 1 of 3 (9 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,Made,,,,,9.0,,,,,,,,,,,,
210,PT10M34.00S,2022-11-19T01:42:33.9Z,2,REGULAR,freethrow,2 of 3,[],1628991,,,1610612763,37,30,2022-11-19T01:42:33Z,2100000,False,,,0,,J. Jackson Jr. Free Throw 2 of 3 (10 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,Made,,,,,10.0,,,,,,,,,,,,
211,PT10M34.00S,2022-11-19T01:42:45.7Z,2,REGULAR,freethrow,3 of 3,[],1628991,,,1610612763,38,30,2022-11-19T01:42:45Z,2110000,False,,,0,,J. Jackson Jr. Free Throw 3 of 3 (11 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,Made,,,,,11.0,,,,,,,,,,,,
212,PT10M15.00S,2022-11-19T01:43:05.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630581,88.78120893561103,35.78431372549019,1610612760,38,30,2022-11-19T01:43:45Z,2120000,False,-71.0,53.0,1,right,MISS J. Giddey 8' driving floating bank Shot,[1630581],1610612760.0,OKC,driving floating bank,,,Giddey,J. Giddey,,,,,,In The Paint (Non-RA),8-16 Left,8.87,Missed,,,,,,,,,,,,,,,,,
216,PT10M08.00S,2022-11-19T01:43:44.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612760,38,30,2022-11-19T01:43:44Z,2130000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,In The Paint (Non-RA),8-16 Left,,,212.0,,,,,,,,,,,,,,,,
213,PT10M08.00S,2022-11-19T01:43:44.3Z,2,REGULAR,jumpball,recovered,[],1630598,,,1610612760,38,30,2022-11-19T01:43:44Z,2140000,False,,,0,,Jump Ball K. Williams vs. J. LaRavia: Tip to A. Wiggins,"[1630598, 1629026, 1631222]",1610612760.0,OKC,heldball,A. Wiggins,1630598.0,Wiggins,A. Wiggins,Williams,1629026.0,LaRavia,1631222.0,,,,,,,,,,,,,,,,,,,,,,
217,PT10M03.00S,2022-11-19T01:43:49.5Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1629026,89.70105124835742,50.0,1610612760,38,30,2022-11-19T01:43:53Z,2170000,False,0.0,44.0,1,right,MISS K. Williams turnaround Hook - blocked,"[1629026, 1629634]",1610612760.0,OKC,turnaround,,,Williams,K. Williams,,,,,,In The Paint (Non-RA),0-8 Center,4.43,Missed,,,,,,,,,,,,Clarke,1629634.0,,,,
218,PT10M03.00S,2022-11-19T01:43:49.5Z,2,REGULAR,block,,[],1629634,,,1610612760,38,30,2022-11-19T01:43:52Z,2180000,False,,,0,,B. Clarke BLOCK (1 BLK),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,
219,PT09M59.00S,2022-11-19T01:43:53.5Z,2,REGULAR,rebound,defensive,[],1628991,,,1610612763,38,30,2022-11-19T01:43:53Z,2190000,False,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:2),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,In The Paint (Non-RA),0-8 Center,,,217.0,2.0,2.0,0.0,,,,,,,,,,,,,
220,PT09M53.00S,2022-11-19T01:43:59.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628991,5.863994743758213,50.98039215686274,1610612763,40,30,2022-11-19T01:44:02Z,2200000,False,-5.0,3.0,1,left,J. Jackson Jr. driving DUNK (13 PTS) (J. LaRavia 1 AST),"[1628991, 1631222]",1610612763.0,MEM,driving,,,Jackson Jr.,J. Jackson Jr.,,,,,,Restricted Area,0-8 Center,0.55,Made,,,,,13.0,J. LaRavia,1631222.0,1.0,,,,,,,,,
222,PT09M36.00S,2022-11-19T01:44:16.0Z,2,REGULAR,3pt,Jump Shot,[],1629026,70.12155059132719,23.774509803921568,1610612760,40,33,2022-11-19T01:44:20Z,2220000,False,-131.0,228.0,1,right,K. Williams 26' 3PT  (5 PTS) (A. Wiggins 1 AST),"[1629026, 1630598]",1610612760.0,OKC,,,,Williams,K. Williams,,,,,,Above the Break 3,24+ Left Center,26.34,Made,,,,,5.0,A. Wiggins,1630598.0,1.0,,,,,,,,,
224,PT09M19.00S,2022-11-19T01:44:33.0Z,2,REGULAR,3pt,Jump Shot,[],1631222,31.882391590013142,42.8921568627451,1610612763,40,33,2022-11-19T01:44:37Z,2240000,False,36.0,247.0,1,left,MISS J. LaRavia 24' bank 3PT,[1631222],1610612763.0,MEM,bank,,,LaRavia,J. LaRavia,,,,,,Above the Break 3,24+ Center,24.97,Missed,,,,,,,,,,,,,,,,,
225,PT09M16.00S,2022-11-19T01:44:36.0Z,2,REGULAR,rebound,defensive,[],1630322,,,1610612760,40,33,2022-11-19T01:44:37Z,2250000,False,,,0,,L. Waters III REBOUND (Off:0 Def:2),[1630322],1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,,Above the Break 3,24+ Center,,,224.0,2.0,2.0,0.0,,,,,,,,,,,,,
226,PT09M05.00S,2022-11-19T01:44:47.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,94.03745072273325,49.754901960784316,1610612760,40,35,2022-11-19T01:44:50Z,2260000,False,-1.0,4.0,1,right,J. Giddey cutting Layup (4 PTS) (A. Wiggins 2 AST),"[1630581, 1630598]",1610612760.0,OKC,cutting,,,Giddey,J. Giddey,,,,,,Restricted Area,0-8 Center,0.37,Made,,,,,4.0,A. Wiggins,1630598.0,2.0,,,,,,,,,
228,PT08M51.00S,2022-11-19T01:45:01.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628415,13.091327201051248,37.99019607843137,1610612763,40,35,2022-11-19T01:45:07Z,2280000,False,60.0,71.0,1,left,MISS D. Brooks 9' driving floating Shot,[1628415],1610612763.0,MEM,driving floating,,,Brooks,D. Brooks,,,,,,In The Paint (Non-RA),8-16 Right,9.27,Missed,,,,,,,,,,,,,,,,,
229,PT08M49.00S,2022-11-19T01:45:03.5Z,2,REGULAR,rebound,offensive,[],1628991,,,1610612763,40,35,2022-11-19T01:45:03Z,2290000,False,,,0,,J. Jackson Jr. REBOUND (Off:1 Def:2),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,In The Paint (Non-RA),8-16 Right,,,228.0,3.0,2.0,1.0,,,,,,,,,,,,,
230,PT08M48.00S,2022-11-19T01:45:04.6Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628991,5.206964520367937,50.49019607843137,1610612763,42,35,2022-11-19T01:45:12Z,2300000,False,-2.0,-4.0,1,left,J. Jackson Jr. putback DUNK (15 PTS),[1628991],1610612763.0,MEM,putback,,,Jackson Jr.,J. Jackson Jr.,,,,,,Restricted Area,0-8 Center,0.44,Made,,,,,15.0,,,,,,,,,,,,
231,PT08M33.00S,2022-11-19T01:45:18.4Z,2,REGULAR,3pt,Jump Shot,[],1630322,68.80749014454665,26.47058823529412,1610612760,42,38,2022-11-19T01:45:23Z,2310000,False,-118.0,241.0,1,right,L. Waters III 26' 3PT  (5 PTS) (J. Giddey 3 AST),"[1630322, 1630581]",1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,,Above the Break 3,24+ Left Center,26.79,Made,,,,,5.0,J. Giddey,1630581.0,3.0,,,,,,,,,
233,PT08M14.00S,2022-11-19T01:45:38.5Z,2,REGULAR,2pt,Jump Shot,[],1629634,10.463206307490145,66.42156862745098,1610612763,42,38,2022-11-19T01:45:41Z,2330000,False,-82.0,46.0,1,left,MISS B. Clarke 9' turnaround Shot,[1629634],1610612763.0,MEM,turnaround,,,Clarke,B. Clarke,,,,,,Mid-Range,8-16 Left,9.41,Missed,,,,,,,,,,,,,,,,,
234,PT08M12.00S,2022-11-19T01:45:40.5Z,2,REGULAR,rebound,defensive,[],1630322,,,1610612760,42,38,2022-11-19T01:45:41Z,2340000,False,,,0,,L. Waters III REBOUND (Off:0 Def:3),[1630322],1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,,Mid-Range,8-16 Left,,,233.0,3.0,3.0,0.0,,,,,,,,,,,,,
235,PT08M02.00S,2022-11-19T01:45:50.1Z,2,REGULAR,2pt,Jump Shot,[],1629026,91.93495400788436,70.09803921568627,1610612760,42,38,2022-11-19T01:46:03Z,2350000,False,100.0,23.0,1,right,MISS K. Williams 10' step back Shot,[1629026],1610612760.0,OKC,step back,,,Williams,K. Williams,,,,,,Mid-Range,8-16 Right,10.32,Missed,,,,,,,,,,,,,,,,,
236,PT08M01.00S,2022-11-19T01:45:51.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612760,42,38,2022-11-19T01:46:03Z,2360000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,Mid-Range,8-16 Right,,,235.0,,,,,,,,,,,,,,,,
237,PT08M01.00S,2022-11-19T01:46:03.0Z,2,REGULAR,turnover,offensive-kicked-ball,[],1631119,,,1610612760,42,38,2022-11-19T01:46:09Z,2370000,False,,,0,,J. Williams offensive-kicked-ball TURNOVER (1 TO),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1.0,,,,,,,,
238,PT07M50.00S,2022-11-19T01:46:23.1Z,2,REGULAR,foul,personal,['2freethrow'],1631119,,,1610612763,42,38,2022-11-19T01:46:35Z,2380000,False,,,0,,J. Williams shooting personal FOUL (1 PF) (Jackson Jr. 2 FT),"[1631119, 1628991]",1610612760.0,OKC,shooting,,,Williams,J. Williams,,,,,1179.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1.0,0.0,Jackson Jr.,1628991.0
240,PT07M50.00S,2022-11-19T01:46:49.5Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1628991,,,1610612763,42,38,2022-11-19T01:46:49Z,2400000,False,,,0,,MISS J. Jackson Jr. Free Throw 1 of 2,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
241,PT07M50.00S,2022-11-19T01:46:49.5Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612763,42,38,2022-11-19T01:46:49Z,2410000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,240.0,,,,,,,,,,,,,,,,
242,PT07M50.00S,2022-11-19T01:47:02.7Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1628991,,,1610612763,43,38,2022-11-19T01:47:02Z,2420000,False,,,0,,J. Jackson Jr. Free Throw 2 of 2 (16 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,Made,,,,,16.0,,,,,,,,,,,,
243,PT07M36.00S,2022-11-19T01:47:17.9Z,2,REGULAR,3pt,Jump Shot,[],1630322,70.90998685939553,17.892156862745097,1610612760,43,38,2022-11-19T01:47:30Z,2430000,False,-161.0,221.0,1,right,MISS L. Waters III 27' 3PT,[1630322],1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,,Above the Break 3,24+ Left Center,27.31,Missed,,,,,,,,,,,,,,,,,
244,PT07M35.00S,2022-11-19T01:47:20.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612763,43,38,2022-11-19T01:47:20Z,2440000,False,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,Above the Break 3,24+ Left Center,,,243.0,,,,,,,,,,,,,,,,
246,PT07M21.00S,2022-11-19T01:47:39.0Z,2,REGULAR,3pt,Jump Shot,[],1628415,26.62614980289093,77.94117647058823,1610612763,46,38,2022-11-19T01:47:42Z,2460000,False,-140.0,198.0,1,left,D. Brooks 24' 3PT  (5 PTS) (T. Jones 1 AST),"[1628415, 1626145]",1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,Above the Break 3,24+ Left Center,24.22,Made,,,,,5.0,T. Jones,1626145.0,1.0,,,,,,,,,
248,PT07M08.00S,2022-11-19T01:47:51.8Z,2,REGULAR,3pt,Jump Shot,[],1630598,71.04139290407359,76.7156862745098,1610612760,46,38,2022-11-19T01:47:56Z,2480000,False,134.0,220.0,1,right,MISS A. Wiggins 25' 3PT,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,Above the Break 3,24+ Right Center,25.71,Missed,,,,,,,,,,,,,,,,,
249,PT07M05.00S,2022-11-19T01:47:54.8Z,2,REGULAR,rebound,defensive,[],1628991,,,1610612763,46,38,2022-11-19T01:47:56Z,2490000,False,,,0,,J. Jackson Jr. REBOUND (Off:1 Def:3),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,Above the Break 3,24+ Right Center,,,248.0,4.0,3.0,1.0,,,,,,,,,,,,,
250,PT06M59.00S,2022-11-19T01:48:01.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631222,6.258212877792378,51.71568627450981,1610612763,48,38,2022-11-19T01:48:06Z,2500000,False,-9.0,6.0,1,left,J. LaRavia running alley-oop Layup (2 PTS) (T. Jones 2 AST),"[1631222, 1626145]",1610612763.0,MEM,running alley-oop,,,LaRavia,J. LaRavia,,,,,,Restricted Area,0-8 Center,1.07,Made,,,,,2.0,T. Jones,1626145.0,2.0,,,,,,,,,
252,PT06M59.00S,2022-11-19T01:48:05.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,48,38,2022-11-19T01:48:05Z,2520000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
