shortFormattedClock,actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,jerseyNumber,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
08:53,43,PT08M53.00S,2022-12-08T01:14:51.3Z,1,REGULAR,rebound,defensive,[],1629630,,,1610612763,9,6,2022-12-08T01:14:52Z,430000,False,,,0,,J. Morant REBOUND (Off:1 Def:4),[1629630],12,1610612763.0,MEM,,,,Morant,J. Morant,,,,,In The Paint (Non-RA),8-16 Center,,,41.0,5.0,4.0,1.0,,,,,,,,,,,,,,
08:44,44,PT08M44.00S,2022-12-08T01:14:59.7Z,1,REGULAR,turnover,bad pass,[],203500,,,1610612763,9,6,2022-12-08T01:15:04Z,440000,False,,,0,,S. Adams bad pass TURNOVER (1 TO),"[203500, 1631114]",4,1610612763.0,MEM,,,,Adams,S. Adams,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,1.0,Williams,1631114.0
08:44,45,PT08M44.00S,2022-12-08T01:14:59.7Z,1,REGULAR,steal,,[],1631114,,,1610612760,9,6,2022-12-08T01:15:01Z,450000,False,,,0,,J. Williams STEAL (1 STL),[1631114],8,1610612760.0,OKC,,,,Williams,J. Williams,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
08:40,46,PT08M40.00S,2022-12-08T01:15:07.3Z,1,REGULAR,foul,personal,['2freethrow'],1629723,,,1610612760,9,6,2022-12-08T01:15:16Z,460000,False,,,0,,J. Konchar shooting personal FOUL (1 PF) (Gilgeous-Alexander 2 FT),"[1629723, 1628983]",46,1610612763.0,MEM,shooting,,,Konchar,J. Konchar,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,2534.0,1.0,0.0,Gilgeous-Alexander,1628983.0,,,
08:40,48,PT08M40.00S,2022-12-08T01:15:26.8Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1628983,,,1610612760,9,7,2022-12-08T01:15:26Z,480000,False,,,0,,S. Gilgeous-Alexander Free Throw 1 of 2 (1 PTS),[1628983],2,1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
08:40,49,PT08M40.00S,2022-12-08T01:15:38.9Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1628983,,,1610612760,9,8,2022-12-08T01:15:39Z,490000,False,,,0,,S. Gilgeous-Alexander Free Throw 2 of 2 (2 PTS),[1628983],2,1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
08:26,50,PT08M26.00S,2022-12-08T01:15:55.5Z,1,REGULAR,2pt,Jump Shot,[],1628415,9.149145860709593,91.42156862745098,1610612763,9,8,2022-12-08T01:16:00Z,500000,False,-207.0,34.0,1,left,MISS D. Brooks 20' Jump Shot,[1628415],24,1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,Mid-Range,16-24 Left,20.98,Missed,,,,,,,,,,,,,,,,,,
08:23,51,PT08M23.00S,2022-12-08T01:15:58.5Z,1,REGULAR,rebound,defensive,[],1630526,,,1610612760,9,8,2022-12-08T01:16:00Z,510000,False,,,0,,J. Robinson-Earl REBOUND (Off:1 Def:2),[1630526],50,1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,Mid-Range,16-24 Left,,,50.0,3.0,2.0,1.0,,,,,,,,,,,,,,
08:18,52,PT08M18.00S,2022-12-08T01:16:02.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,91.40932982917214,43.13725490196079,1610612760,9,8,2022-12-08T01:27:38Z,520000,False,-34.0,28.0,1,right,MISS J. Giddey driving finger roll Layup,[1630581],3,1610612760.0,OKC,driving finger roll,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),0-8 Center,4.45,Missed,,,,,,,,,,,,,,,,,,
08:15,53,PT08M15.00S,2022-12-08T01:16:05.9Z,1,REGULAR,rebound,offensive,[],1630526,,,1610612760,9,8,2022-12-08T01:27:38Z,530000,False,,,0,,J. Robinson-Earl REBOUND (Off:2 Def:2),[1630526],50,1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,In The Paint (Non-RA),0-8 Center,,,52.0,4.0,2.0,2.0,,,,,,,,,,,,,,
08:15,54,PT08M15.00S,2022-12-08T01:16:06.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630526,94.40999984741211,50.0,1610612760,9,8,2022-12-08T01:16:06Z,540000,False,0.0,0.0,1,right,MISS J. Robinson-Earl tip Layup,[1630526],50,1610612760.0,OKC,tip,,,Robinson-Earl,J. Robinson-Earl,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
08:13,55,PT08M13.00S,2022-12-08T01:16:08.8Z,1,REGULAR,rebound,offensive,[],1630581,,,1610612760,9,8,2022-12-08T01:16:08Z,550000,False,,,0,,J. Giddey REBOUND (Off:1 Def:0),[1630581],3,1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Mid-Range,8-16 Left,,,54.0,1.0,0.0,1.0,,,,,,,,,,,,,,
08:13,56,PT08M13.00S,2022-12-08T01:16:08.8Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630581,94.40999984741211,50.0,1610612760,9,8,2022-12-08T01:34:38Z,560000,False,0.0,0.0,1,right,MISS J. Giddey putback Layup - blocked,"[1630581, 1628415]",3,1610612760.0,OKC,putback,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,Brooks,1628415.0,,,,,,,,
08:13,167,PT08M13.00S,2022-12-08T01:16:08.8Z,1,REGULAR,block,,[],1628415,,,1610612760,9,8,2022-12-08T01:34:38Z,565000,False,,,0,,D. Brooks BLOCK (1 BLK),[1628415],24,1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
08:11,57,PT08M11.00S,2022-12-08T01:16:10.8Z,1,REGULAR,rebound,defensive,[],1629630,,,1610612763,9,8,2022-12-08T01:34:38Z,570000,False,,,0,,J. Morant REBOUND (Off:1 Def:5),[1629630],12,1610612763.0,MEM,,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,,,56.0,6.0,5.0,1.0,,,,,,,,,,,,,,
07:56,58,PT07M56.00S,2022-12-08T01:16:25.3Z,1,REGULAR,3pt,Jump Shot,[],1629723,8.360709592641262,94.85294117647058,1610612763,9,8,2022-12-08T01:16:29Z,580000,False,-224.0,26.0,1,left,MISS J. Konchar 3PT,[1629723],46,1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Left Corner 3,24+ Left,22.58,Missed,,,,,,,,,,,,,,,,,,
07:53,59,PT07M53.00S,2022-12-08T01:16:28.3Z,1,REGULAR,rebound,offensive,[],1629630,,,1610612763,9,8,2022-12-08T01:16:29Z,590000,False,,,0,,J. Morant REBOUND (Off:2 Def:5),[1629630],12,1610612763.0,MEM,,,,Morant,J. Morant,,,,,Left Corner 3,24+ Left,,,58.0,7.0,5.0,2.0,,,,,,,,,,,,,,
07:45,60,PT07M45.00S,2022-12-08T01:16:37.0Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1628415,24.655059132720105,50.98039215686274,1610612763,11,8,2022-12-08T01:16:41Z,600000,False,-5.0,179.0,1,left,D. Brooks 17' step back Jump Shot (4 PTS),[1628415],24,1610612763.0,MEM,step back,,,Brooks,D. Brooks,,,,,Mid-Range,16-24 Center,17.94,Made,,,,,4.0,,,,,,,,,,,,,
07:30,61,PT07M30.00S,2022-12-08T01:16:51.8Z,1,REGULAR,3pt,Jump Shot,[],1630197,66.96780551905388,47.794117647058826,1610612760,11,8,2022-12-08T01:16:55Z,610000,False,-11.0,258.0,1,right,MISS A. Pokusevski 25' 3PT,[1630197],17,1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,Above the Break 3,24+ Center,25.82,Missed,,,,,,,,,,,,,,,,,,
07:26,62,PT07M26.00S,2022-12-08T01:16:55.8Z,1,REGULAR,rebound,defensive,[],1629723,,,1610612763,11,8,2022-12-08T01:16:55Z,620000,False,,,0,,J. Konchar REBOUND (Off:0 Def:1),[1629723],46,1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Above the Break 3,24+ Center,,,61.0,1.0,1.0,0.0,,,,,,,,,,,,,,
07:19,63,PT07M19.00S,2022-12-08T01:17:02.2Z,1,REGULAR,turnover,bad pass,[],1629630,,,1610612763,11,8,2022-12-08T01:17:09Z,630000,False,,,0,,J. Morant bad pass TURNOVER (1 TO),"[1629630, 1630581]",12,1610612763.0,MEM,,,,Morant,J. Morant,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,1.0,Giddey,1630581.0
07:19,64,PT07M19.00S,2022-12-08T01:17:02.2Z,1,REGULAR,steal,,[],1630581,,,1610612760,11,8,2022-12-08T01:17:03Z,640000,False,,,0,,J. Giddey STEAL (1 STL),[1630581],3,1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
07:14,65,PT07M14.00S,2022-12-08T01:17:07.1Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628983,80.6340341655716,91.66666666666666,1610612760,11,11,2022-12-08T01:17:12Z,650000,False,208.0,130.0,1,right,S. Gilgeous-Alexander 24' 3PT running pullup (5 PTS) (J. Giddey 1 AST),"[1628983, 1630581]",2,1610612760.0,OKC,running pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Right Center,24.53,Made,,,,,5.0,J. Giddey,1630581.0,1.0,,,,,,,,,,
07:02,68,PT07M02.00S,2022-12-08T01:17:31.8Z,1,REGULAR,foul,personal,[],1630526,,,1610612763,11,11,2022-12-08T01:17:39Z,680000,False,,,0,,J. Robinson-Earl personal FOUL (1 PF),"[1630526, 1628991]",50,1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,2534.0,1.0,0.0,Jackson Jr.,1628991.0,,,
06:54,70,PT06M54.00S,2022-12-08T01:17:59.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203500,7.440867279894875,52.94117647058824,1610612763,13,11,2022-12-08T01:18:04Z,700000,False,-15.0,17.0,1,left,S. Adams cutting finger roll Layup (4 PTS) (D. Brooks 1 AST),"[203500, 1628415]",4,1610612763.0,MEM,cutting finger roll,,,Adams,S. Adams,,,,,Restricted Area,0-8 Center,2.28,Made,,,,,4.0,D. Brooks,1628415.0,1.0,,,,,,,,,,
06:54,72,PT06M54.00S,2022-12-08T01:18:03.9Z,1,REGULAR,foul,personal,['1freethrow'],1630197,,,1610612763,13,11,2022-12-08T01:19:35Z,720000,False,,,0,,A. Pokusevski shooting personal FOUL (1 PF) (Adams 1 FT),"[1630197, 203500]",17,1610612760.0,OKC,shooting,,,Pokusevski,A. Pokusevski,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,2005.0,1.0,0.0,Adams,203500.0,,,
06:54,74,PT06M54.00S,2022-12-08T01:18:17.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,13,11,2022-12-08T01:19:13Z,740000,False,,,0,,MEM Timeout,[],,1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:54,77,PT06M54.00S,2022-12-08T01:19:36.4Z,1,REGULAR,substitution,out,[],1628991,,,1610612763,13,11,2022-12-08T01:20:56Z,750000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],13,1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
06:54,78,PT06M54.00S,2022-12-08T01:19:36.4Z,1,REGULAR,substitution,out,[],1630526,,,1610612763,13,11,2022-12-08T01:20:56Z,760000,False,,,0,,SUB out: J. Robinson-Earl,[1630526],50,1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,,
