shortFormattedClock,actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,jerseyNumber,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
12:00,2,PT12M00.00S,2022-12-08T01:10:38.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-12-08T01:10:38Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11:58,4,PT11M58.00S,2022-12-08T01:10:40.6Z,1,REGULAR,jumpball,recovered,[],1629630,,,1610612763,0,0,2022-12-08T01:10:40Z,40000,False,,,0,,Jump Ball S. Adams vs. A. Pokusevski: Tip to J. Morant,"[1629630, 203500, 1630197]",12,1610612763.0,MEM,startperiod,J. Morant,1629630.0,Morant,J. Morant,Adams,203500.0,Pokusevski,1630197.0,,,,,,,,,,,,,,,,,,,,,,
11:44,7,PT11M44.00S,2022-12-08T01:10:53.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629630,11.12023653088042,47.30392156862745,1610612763,0,0,2022-12-08T01:10:57Z,70000,False,13.0,52.0,1,left,MISS J. Morant finger roll Layup,[1629630],12,1610612763.0,MEM,finger roll,,,Morant,J. Morant,,,,,In The Paint (Non-RA),0-8 Center,5.37,Missed,,,,,,,,,,,,,,,,,,
11:41,8,PT11M41.00S,2022-12-08T01:10:56.8Z,1,REGULAR,rebound,offensive,[],1629630,,,1610612763,0,0,2022-12-08T01:10:56Z,80000,False,,,0,,J. Morant REBOUND (Off:1 Def:0),[1629630],12,1610612763.0,MEM,,,,Morant,J. Morant,,,,,In The Paint (Non-RA),0-8 Center,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,
11:41,9,PT11M41.00S,2022-12-08T01:10:56.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629630,5.590000152587891,50.0,1610612763,2,0,2022-12-08T01:10:56Z,90000,False,0.0,0.0,1,left,J. Morant tip Layup (2 PTS),[1629630],12,1610612763.0,MEM,tip,,,Morant,J. Morant,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,2.0,,,,,,,,,,,,,
11:28,10,PT11M28.00S,2022-12-08T01:11:09.6Z,1,REGULAR,3pt,Jump Shot,[],1630197,74.06373193166885,10.53921568627451,1610612760,2,3,2022-12-08T01:11:14Z,100000,False,-197.0,191.0,1,right,A. Pokusevski 27' 3PT  (3 PTS) (J. Williams 1 AST),"[1630197, 1631114]",17,1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,Above the Break 3,24+ Left Center,27.48,Made,,,,,3.0,J. Williams,1631114.0,1.0,,,,,,,,,,
11:17,12,PT11M17.00S,2022-12-08T01:11:21.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628415,14.011169513797633,52.450980392156865,1610612763,2,3,2022-12-08T01:11:24Z,120000,False,-12.0,79.0,1,left,MISS D. Brooks 8' driving floating Shot,[1628415],24,1610612763.0,MEM,driving floating,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),8-16 Center,8.01,Missed,,,,,,,,,,,,,,,,,,
11:15,13,PT11M15.00S,2022-12-08T01:11:23.2Z,1,REGULAR,rebound,defensive,[],1628983,,,1610612760,2,3,2022-12-08T01:11:24Z,130000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:1),[1628983],2,1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Center,,,12.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11:10,14,PT11M10.00S,2022-12-08T01:11:27.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628983,91.80354796320631,57.35294117647059,1610612760,2,3,2022-12-08T01:11:33Z,140000,False,37.0,25.0,1,right,MISS S. Gilgeous-Alexander running Layup,[1628983],2,1610612760.0,OKC,running,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,4.42,Missed,,,,,,,,,,,,,,,,,,
11:08,15,PT11M08.00S,2022-12-08T01:11:29.7Z,1,REGULAR,rebound,defensive,[],1629630,,,1610612763,2,3,2022-12-08T01:11:33Z,150000,False,,,0,,J. Morant REBOUND (Off:1 Def:1),[1629630],12,1610612763.0,MEM,,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,,,14.0,2.0,1.0,1.0,,,,,,,,,,,,,,
11:04,16,PT11M04.00S,2022-12-08T01:11:33.2Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628415,7.703679369250986,41.17647058823529,1610612763,4,3,2022-12-08T01:11:39Z,160000,False,44.0,20.0,1,left,D. Brooks running finger roll Layup (2 PTS) (J. Morant 1 AST),"[1628415, 1629630]",24,1610612763.0,MEM,running finger roll,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),0-8 Center,4.84,Made,,,,,2.0,J. Morant,1629630.0,1.0,,,,,,,,,,
10:39,17,PT10M39.00S,2022-12-08T01:11:59.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,80.50262812089356,58.82352941176471,1610612760,4,3,2022-12-08T01:19:13Z,170000,False,44.0,131.0,1,right,MISS S. Gilgeous-Alexander 13' driving floating Shot,[1628983],2,1610612760.0,OKC,driving floating,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Center,13.8,Missed,,,,,,,,,,,,,,,,,,
10:37,18,PT10M37.00S,2022-12-08T01:12:01.6Z,1,REGULAR,rebound,offensive,[],1630526,,,1610612760,4,3,2022-12-08T01:12:01Z,180000,False,,,0,,J. Robinson-Earl REBOUND (Off:1 Def:0),[1630526],50,1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,In The Paint (Non-RA),8-16 Center,,,17.0,1.0,0.0,1.0,,,,,,,,,,,,,,
10:34,19,PT10M34.00S,2022-12-08T01:12:04.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630581,68.15045992115637,22.54901960784314,1610612760,4,6,2022-12-08T01:12:10Z,190000,False,-137.0,247.0,1,right,J. Giddey 28' 3PT  (3 PTS) (J. Williams 2 AST),"[1630581, 1631114]",3,1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Left Center,28.25,Made,,,,,3.0,J. Williams,1631114.0,2.0,,,,,,,,,,
10:25,20,PT10M25.00S,2022-12-08T01:12:13.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203500,6.915243101182654,44.85294117647059,1610612763,6,6,2022-12-08T01:12:16Z,200000,False,26.0,13.0,1,left,S. Adams Layup (2 PTS) (J. Morant 2 AST),"[203500, 1629630]",4,1610612763.0,MEM,,,,Adams,S. Adams,,,,,Restricted Area,0-8 Center,2.86,Made,,,,,2.0,J. Morant,1629630.0,2.0,,,,,,,,,,
10:02,22,PT10M02.00S,2022-12-08T01:12:35.8Z,1,REGULAR,2pt,Jump Shot,[],1630526,91.5407358738502,87.5,1610612760,6,6,2022-12-08T01:12:39Z,220000,False,188.0,27.0,1,right,MISS J. Robinson-Earl 18' Jump Shot,[1630526],50,1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,Mid-Range,16-24 Right,18.94,Missed,,,,,,,,,,,,,,,,,,
10:00,23,PT10M00.00S,2022-12-08T01:12:37.8Z,1,REGULAR,rebound,defensive,[],1629630,,,1610612763,6,6,2022-12-08T01:12:39Z,230000,False,,,0,,J. Morant REBOUND (Off:1 Def:2),[1629630],12,1610612763.0,MEM,,,,Morant,J. Morant,,,,,Mid-Range,16-24 Right,,,22.0,3.0,2.0,1.0,,,,,,,,,,,,,,
09:51,24,PT09M51.00S,2022-12-08T01:12:47.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,17.0335085413929,47.05882352941176,1610612763,6,6,2022-12-08T01:12:52Z,240000,False,15.0,108.0,1,left,MISS J. Morant 10' pullup Shot,[1629630],12,1610612763.0,MEM,pullup,,,Morant,J. Morant,,,,,In The Paint (Non-RA),8-16 Center,10.86,Missed,,,,,,,,,,,,,,,,,,
09:46,25,PT09M46.00S,2022-12-08T01:12:52.5Z,1,REGULAR,rebound,defensive,[],1630197,,,1610612760,6,6,2022-12-08T01:12:52Z,250000,False,,,0,,A. Pokusevski REBOUND (Off:0 Def:1),[1630197],17,1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,In The Paint (Non-RA),8-16 Center,,,24.0,1.0,1.0,0.0,,,,,,,,,,,,,,
09:37,26,PT09M37.00S,2022-12-08T01:13:00.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,89.70105124835742,39.46078431372549,1610612760,6,6,2022-12-08T01:25:03Z,260000,False,-53.0,44.0,1,right,MISS J. Giddey 6' driving Layup - blocked,"[1630581, 203500]",3,1610612760.0,OKC,driving,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),0-8 Center,6.88,Missed,,,,,,,,,Adams,203500.0,,,,,,,,
09:37,27,PT09M37.00S,2022-12-08T01:13:00.9Z,1,REGULAR,block,,[],203500,,,1610612760,6,6,2022-12-08T01:13:03Z,270000,False,,,0,,S. Adams BLOCK (1 BLK),[203500],4,1610612763.0,MEM,,,,Adams,S. Adams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
09:33,28,PT09M33.00S,2022-12-08T01:13:04.9Z,1,REGULAR,rebound,defensive,[],203500,,,1610612763,6,6,2022-12-08T01:13:05Z,280000,False,,,0,,S. Adams REBOUND (Off:0 Def:1),[203500],4,1610612763.0,MEM,,,,Adams,S. Adams,,,,,In The Paint (Non-RA),0-8 Center,,,26.0,1.0,1.0,0.0,,,,,,,,,,,,,,
09:32,29,PT09M32.00S,2022-12-08T01:13:08.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1629723,14.4053876478318,50.0,1610612763,8,6,2022-12-08T01:13:14Z,290000,False,0.0,83.0,1,left,J. Konchar 8' driving floating Jump Shot (2 PTS),[1629723],46,1610612763.0,MEM,driving floating,,,Konchar,J. Konchar,,,,,In The Paint (Non-RA),8-16 Center,8.29,Made,,,,,2.0,,,,,,,,,,,,,
09:32,30,PT09M32.00S,2022-12-08T01:13:13.7Z,1,REGULAR,foul,personal,['1freethrow'],1631114,,,1610612763,8,6,2022-12-08T01:13:21Z,300000,False,,,0,,J. Williams shooting personal FOUL (1 PF) (Konchar 1 FT),"[1631114, 1629723]",8,1610612760.0,OKC,shooting,,,Williams,J. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1627964.0,1.0,0.0,Konchar,1629723.0,,,
09:32,32,PT09M32.00S,2022-12-08T01:13:35.1Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],1629723,,,1610612763,9,6,2022-12-08T01:13:35Z,320000,False,,,0,,J. Konchar Free Throw 1 of 1 (3 PTS),[1629723],46,1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
09:26,33,PT09M26.00S,2022-12-08T01:13:41.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630526,91.67214191852825,44.6078431372549,1610612760,9,6,2022-12-08T01:13:46Z,330000,False,-27.0,26.0,1,right,MISS J. Robinson-Earl driving floating bank Shot,[1630526],50,1610612760.0,OKC,driving floating bank,,,Robinson-Earl,J. Robinson-Earl,,,,,Restricted Area,0-8 Center,3.73,Missed,,,,,,,,,,,,,,,,,,
09:23,34,PT09M23.00S,2022-12-08T01:13:44.5Z,1,REGULAR,rebound,defensive,[],1629630,,,1610612763,9,6,2022-12-08T01:13:46Z,340000,False,,,0,,J. Morant REBOUND (Off:1 Def:3),[1629630],12,1610612763.0,MEM,,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,,,33.0,4.0,3.0,1.0,,,,,,,,,,,,,,
09:18,35,PT09M18.00S,2022-12-08T01:13:49.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629630,6.915243101182654,54.65686274509803,1610612763,9,6,2022-12-08T01:13:54Z,350000,False,-23.0,13.0,1,left,MISS J. Morant driving finger roll Layup,[1629630],12,1610612763.0,MEM,driving finger roll,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,2.64,Missed,,,,,,,,,,,,,,,,,,
09:18,36,PT09M18.00S,2022-12-08T01:13:53.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612763,9,6,2022-12-08T01:13:53Z,360000,False,,,0,,TEAM offensive REBOUND,[],,1610612763.0,MEM,,,,,,,,,,Restricted Area,0-8 Center,,,35.0,,,,,,,,,,,,,,,,,
09:08,39,PT09M08.00S,2022-12-08T01:14:36.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629723,10.85742444152431,37.00980392156863,1610612763,9,6,2022-12-08T01:14:44Z,390000,False,65.0,50.0,1,left,MISS J. Konchar 8' driving Layup,[1629723],46,1610612763.0,MEM,driving,,,Konchar,J. Konchar,,,,,In The Paint (Non-RA),8-16 Right,8.18,Missed,,,,,,,,,,,,,,,,,,
09:05,40,PT09M05.00S,2022-12-08T01:14:39.3Z,1,REGULAR,rebound,defensive,[],1630526,,,1610612760,9,6,2022-12-08T01:31:59Z,400000,False,,,0,,J. Robinson-Earl REBOUND (Off:1 Def:1),[1630526],50,1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,In The Paint (Non-RA),8-16 Right,,,39.0,2.0,1.0,1.0,,,,,,,,,,,,,,
08:57,41,PT08M57.00S,2022-12-08T01:14:47.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631114,83.39356110381078,55.14705882352941,1610612760,9,6,2022-12-08T01:14:52Z,410000,False,26.0,104.0,1,right,MISS J. Williams 10' pullup Shot - blocked,"[1631114, 1628991]",8,1610612760.0,OKC,pullup,,,Williams,J. Williams,,,,,In The Paint (Non-RA),8-16 Center,10.67,Missed,,,,,,,,,Jackson Jr.,1628991.0,,,,,,,,
08:57,42,PT08M57.00S,2022-12-08T01:14:47.3Z,1,REGULAR,block,,[],1628991,,,1610612760,9,6,2022-12-08T01:14:49Z,420000,False,,,0,,J. Jackson Jr. BLOCK (1 BLK),[1628991],13,1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
