actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
83,PT06M19.00S,2022-11-05T00:22:34.8Z,1,REGULAR,substitution,out,[],1629023,,,1610612763,19,7,2022-11-05T00:22:50Z,830000,,,0,,SUB out: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT06M19.00S,2022-11-05T00:22:34.8Z,1,REGULAR,substitution,in,[],1631223,,,1610612763,19,7,2022-11-05T00:22:50Z,840000,,,0,,SUB in: D. Roddy,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT06M19.00S,2022-11-05T00:22:34.8Z,1,REGULAR,substitution,in,[],1629723,,,1610612763,19,7,2022-11-05T00:22:50Z,850000,,,0,,SUB in: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT06M19.00S,2022-11-05T00:22:34.8Z,1,REGULAR,substitution,in,[],1630550,,,1610612763,19,7,2022-11-05T00:22:50Z,860000,,,0,,SUB in: J. Thor,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT06M05.00S,2022-11-05T00:23:04.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629630,9.280551905387648,45.09803921568628,1610612763,21,7,2022-11-05T00:23:10Z,870000,25.0,35.0,1,left,J. Morant driving Layup (2 PTS) (S. Adams 3 AST),"[1629630, 203500]",1610612763.0,MEM,driving,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,4.25,Made,,,,,2.0,S. Adams,203500.0,3.0,,,,,,,,,,
89,PT05M54.00S,2022-11-05T00:23:18.3Z,1,REGULAR,turnover,out-of-bounds,[],1630550,,,1610612766,21,7,2022-11-05T00:23:25Z,890000,,,0,,J. Thor step out-of-bounds TURNOVER (1 TO),[1630550],1610612766.0,CHA,step,,,Thor,J. Thor,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,1.0,,,1627961.0,,,,,,
90,PT05M42.00S,2022-11-05T00:23:39.3Z,1,REGULAR,foul,personal,['2freethrow'],1628372,,,1610612763,21,7,2022-11-05T00:23:50Z,900000,,,0,,D. Smith Jr. shooting personal FOUL (1 PF) (Morant 2 FT),"[1628372, 1629630]",1610612766.0,CHA,shooting,,,Smith Jr.,D. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1626301.0,1.0,0.0,Morant,1629630.0,,
92,PT05M42.00S,2022-11-05T00:24:05.2Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1629630,,,1610612763,22,7,2022-11-05T00:24:24Z,920000,,,0,,J. Morant Free Throw 1 of 2 (3 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
93,PT05M42.00S,2022-11-05T00:24:05.2Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1629630,,,1610612763,22,7,2022-11-05T00:24:24Z,930000,,,0,,MISS J. Morant Free Throw 2 of 2,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
94,PT05M41.00S,2022-11-05T00:24:06.2Z,1,REGULAR,rebound,offensive,[],203500,,,1610612763,22,7,2022-11-05T01:01:38Z,940000,,,0,,S. Adams REBOUND (Off:5 Def:3),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,93.0,8.0,3.0,5.0,,,,,,,,,,,,,,
95,PT05M40.00S,2022-11-05T00:24:21.5Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1631223,5.590000152587891,50.0,1610612763,24,7,2022-11-05T01:01:52Z,950000,0.0,0.0,1,left,D. Roddy Layup (2 PTS) (S. Adams 4 AST),"[1631223, 203500]",1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,2.0,S. Adams,203500.0,4.0,,,,,,,,,,
97,PT05M22.00S,2022-11-05T00:24:34.1Z,1,REGULAR,3pt,Jump Shot,[],1626162,68.9388961892247,31.61764705882353,1610612766,24,10,2022-11-05T00:24:43Z,970000,-92.0,239.0,1,right,K. Oubre Jr. 25' 3PT pullup (6 PTS),[1626162],1610612766.0,CHA,pullup,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Left Center,25.65,Made,,,,,6.0,,,,,,,,,,,,,
99,PT05M02.00S,2022-11-05T00:24:53.4Z,1,REGULAR,3pt,Jump Shot,[],1628415,7.046649145860711,95.09803921568627,1610612763,27,10,2022-11-05T00:24:58Z,990000,-225.0,14.0,1,left,D. Brooks 3PT  (11 PTS) (J. Morant 5 AST),"[1628415, 1629630]",1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,Left Corner 3,24+ Left,22.59,Made,,,,,11.0,J. Morant,1629630.0,5.0,,,,,,,,,,
101,PT04M48.00S,2022-11-05T00:25:07.3Z,1,REGULAR,2pt,Jump Shot,[],1626162,86.67871222076215,78.18627450980392,1610612766,27,10,2022-11-05T00:25:13Z,1010000,141.0,73.0,1,right,MISS K. Oubre Jr. 15' pullup Shot,[1626162],1610612766.0,CHA,pullup,,,Oubre Jr.,K. Oubre Jr.,,,,,Mid-Range,8-16 Right,15.85,Missed,,,,,,,,,,,,,,,,,,
102,PT04M46.00S,2022-11-05T00:25:09.3Z,1,REGULAR,rebound,offensive,[],203486,,,1610612766,27,10,2022-11-05T00:25:13Z,1020000,,,0,,M. Plumlee REBOUND (Off:1 Def:2),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Mid-Range,8-16 Right,,,101.0,3.0,2.0,1.0,,,,,,,,,,,,,,
103,PT04M44.00S,2022-11-05T00:25:11.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628372,68.80749014454665,30.88235294117647,1610612766,27,13,2022-11-05T00:25:16Z,1030000,-96.0,241.0,1,right,D. Smith Jr. 25' 3PT  (3 PTS) (M. Plumlee 1 AST),"[1628372, 203486]",1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,Above the Break 3,24+ Left Center,25.9,Made,,,,,3.0,M. Plumlee,203486.0,1.0,,,,,,,,,,
105,PT04M24.00S,2022-11-05T00:25:31.6Z,1,REGULAR,3pt,Jump Shot,[],1628415,7.703679369250986,95.58823529411765,1610612763,30,13,2022-11-05T00:25:36Z,1050000,-228.0,20.0,1,left,D. Brooks 3PT  (14 PTS) (J. Morant 6 AST),"[1628415, 1629630]",1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,Left Corner 3,24+ Left,22.88,Made,,,,,14.0,J. Morant,1629630.0,6.0,,,,,,,,,,
107,PT04M01.00S,2022-11-05T00:25:53.9Z,1,REGULAR,2pt,Jump Shot,[],203486,85.62746386333771,23.284313725490197,1610612766,30,15,2022-11-05T00:26:00Z,1070000,-134.0,83.0,1,right,M. Plumlee 15' pullup Jump Shot (4 PTS),[203486],1610612766.0,CHA,pullup,,,Plumlee,M. Plumlee,,,,,Mid-Range,8-16 Left,15.71,Made,,,,,4.0,,,,,,,,,,,,,
109,PT03M41.00S,2022-11-05T00:26:15.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,17.0335085413929,40.931372549019606,1610612763,30,15,2022-11-05T00:26:22Z,1080000,45.0,108.0,1,left,MISS J. Morant 11' driving floating Shot,[1629630],1610612763.0,MEM,driving floating,,,Morant,J. Morant,,,,,In The Paint (Non-RA),8-16 Center,11.67,Missed,,,,,,,,,,,,,,,,,,
110,PT03M39.00S,2022-11-05T00:26:17.0Z,1,REGULAR,rebound,offensive,[],203500,,,1610612763,30,15,2022-11-05T00:27:44Z,1090000,,,0,,S. Adams REBOUND (Off:6 Def:3),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,In The Paint (Non-RA),8-16 Center,,,109.0,9.0,3.0,6.0,,,,,,,,,,,,,,
111,PT03M36.00S,2022-11-05T00:26:20.6Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",203500,5.590000152587891,50.0,1610612763,32,15,2022-11-05T00:26:58Z,1100000,0.0,0.0,1,left,S. Adams tip DUNK (6 PTS),[203500],1610612763.0,MEM,tip,,,Adams,S. Adams,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,6.0,,,,,,,,,,,,,
112,PT03M36.00S,2022-11-05T00:26:24.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,32,15,2022-11-05T00:26:24Z,1110000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M36.00S,2022-11-05T00:28:10.3Z,1,REGULAR,substitution,out,[],203500,,,1610612766,32,15,2022-11-05T00:28:57Z,1120000,,,0,,SUB out: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M36.00S,2022-11-05T00:28:10.3Z,1,REGULAR,substitution,out,[],1628415,,,1610612766,32,15,2022-11-05T00:28:57Z,1130000,,,0,,SUB out: D. Brooks,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M36.00S,2022-11-05T00:28:10.3Z,1,REGULAR,substitution,out,[],1629667,,,1610612766,32,15,2022-11-05T00:28:57Z,1140000,,,0,,SUB out: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M36.00S,2022-11-05T00:28:10.3Z,1,REGULAR,substitution,out,[],1628372,,,1610612766,32,15,2022-11-05T00:28:57Z,1150000,,,0,,SUB out: D. Smith Jr.,[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M36.00S,2022-11-05T00:28:10.3Z,1,REGULAR,substitution,out,[],203486,,,1610612766,32,15,2022-11-05T00:28:57Z,1160000,,,0,,SUB out: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M36.00S,2022-11-05T00:28:10.3Z,1,REGULAR,substitution,in,[],1629634,,,1610612766,32,15,2022-11-05T00:28:57Z,1170000,,,0,,SUB in: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M36.00S,2022-11-05T00:28:10.3Z,1,REGULAR,substitution,in,[],1626145,,,1610612766,32,15,2022-11-05T00:28:57Z,1180000,,,0,,SUB in: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M36.00S,2022-11-05T00:28:10.3Z,1,REGULAR,substitution,in,[],1630177,,,1610612766,32,15,2022-11-05T00:28:57Z,1190000,,,0,,SUB in: T. Maledon,[1630177],1610612766.0,CHA,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M36.00S,2022-11-05T00:28:10.3Z,1,REGULAR,substitution,in,[],1630208,,,1610612766,32,15,2022-11-05T00:28:57Z,1200000,,,0,,SUB in: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M36.00S,2022-11-05T00:28:10.3Z,1,REGULAR,substitution,in,[],1630547,,,1610612766,32,15,2022-11-05T00:28:57Z,1210000,,,0,,SUB in: J. Bouknight,[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT03M31.00S,2022-11-05T00:29:23.4Z,1,REGULAR,2pt,Jump Shot,[],1626162,75.3777923784494,43.38235294117647,1610612766,32,17,2022-11-05T00:29:31Z,1220000,-33.0,179.0,1,right,K. Oubre Jr. 18' pullup Jump Shot (8 PTS) (J. Thor 1 AST),"[1626162, 1630550]",1610612766.0,CHA,pullup,,,Oubre Jr.,K. Oubre Jr.,,,,,Mid-Range,16-24 Center,18.19,Made,,,,,8.0,J. Thor,1630550.0,1.0,,,,,,,,,,
125,PT03M14.00S,2022-11-05T00:29:46.0Z,1,REGULAR,foul,technical,['1freethrow'],1630550,,,1610612763,32,17,2022-11-05T00:29:55Z,1240000,,,0,,J. Thor defensive-3-second technical FOUL (1 Tech),[1630550],1610612766.0,CHA,defensive-3-second,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,202058.0,0.0,1.0,,,,
126,PT03M14.00S,2022-11-05T00:29:57.7Z,1,REGULAR,freethrow,1 of 1,[],1626145,,,1610612763,33,17,2022-11-05T00:29:57Z,1250000,,,0,,T. Jones technical Free Throw 1 of 1 (1 PTS),[1626145],1610612763.0,MEM,technical,,,Jones,T. Jones,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
127,PT03M06.00S,2022-11-05T00:30:19.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629630,8.09789750328515,54.65686274509803,1610612763,35,17,2022-11-05T00:30:36Z,1260000,-23.0,24.0,1,left,J. Morant driving Layup (5 PTS),[1629630],1610612763.0,MEM,driving,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,3.32,Made,,,,,5.0,,,,,,,,,,,,,
128,PT02M50.00S,2022-11-05T00:30:35.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630208,90.3580814717477,59.55882352941176,1610612766,35,17,2022-11-05T00:30:44Z,1270000,48.0,38.0,1,right,MISS N. Richards 6' cutting Layup - blocked,"[1630208, 1629723]",1610612766.0,CHA,cutting,,,Richards,N. Richards,,,,,In The Paint (Non-RA),0-8 Center,6.11,Missed,,,,,,,,,,,,,,,,,Konchar,1629723.0
129,PT02M50.00S,2022-11-05T00:30:35.9Z,1,REGULAR,block,,[],1629723,,,1610612766,35,17,2022-11-05T00:30:38Z,1280000,,,0,,J. Konchar BLOCK (1 BLK),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
130,PT02M45.00S,2022-11-05T00:30:40.9Z,1,REGULAR,rebound,defensive,[],1626145,,,1610612763,35,17,2022-11-05T00:30:50Z,1290000,,,0,,T. Jones REBOUND (Off:0 Def:1),[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,128.0,1.0,1.0,0.0,,,,,,,,,,,,,,
131,PT02M41.00S,2022-11-05T00:30:44.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1629634,8.886333771353483,37.00980392156863,1610612763,37,17,2022-11-05T00:30:53Z,1300000,65.0,31.0,1,left,B. Clarke 7' turnaround bank Jump Shot (2 PTS) (T. Jones 1 AST),"[1629634, 1626145]",1610612763.0,MEM,turnaround bank,,,Clarke,B. Clarke,,,,,In The Paint (Non-RA),0-8 Center,7.2,Made,,,,,2.0,T. Jones,1626145.0,1.0,,,,,,,,,,
133,PT02M25.00S,2022-11-05T00:31:00.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630547,92.46057818659659,63.48039215686274,1610612766,37,19,2022-11-05T00:31:09Z,1320000,67.0,18.0,1,right,J. Bouknight 6' floating Jump Shot (2 PTS),[1630547],1610612766.0,CHA,floating,,,Bouknight,J. Bouknight,,,,,In The Paint (Non-RA),0-8 Center,6.99,Made,,,,,2.0,,,,,,,,,,,,,
134,PT02M13.00S,2022-11-05T00:31:14.1Z,1,REGULAR,foul,personal,['2freethrow'],1630547,,,1610612763,37,19,2022-11-05T00:31:22Z,1330000,,,0,,J. Bouknight shooting personal FOUL (1 PF) (Clarke 2 FT),"[1630547, 1629634]",1610612766.0,CHA,shooting,,,Bouknight,J. Bouknight,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1627961.0,1.0,0.0,Clarke,1629634.0,,
136,PT02M13.00S,2022-11-05T00:31:38.1Z,1,REGULAR,freethrow,1 of 2,[],1629634,,,1610612763,38,19,2022-11-05T00:31:38Z,1350000,,,0,,B. Clarke Free Throw 1 of 2 (3 PTS),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
137,PT02M13.00S,2022-11-05T00:31:38.7Z,1,REGULAR,substitution,out,[],1629630,,,1610612763,38,19,2022-11-05T00:31:52Z,1360000,,,0,,SUB out: J. Morant,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT02M13.00S,2022-11-05T00:31:38.7Z,1,REGULAR,substitution,out,[],1626162,,,1610612763,38,19,2022-11-05T00:31:52Z,1370000,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT02M13.00S,2022-11-05T00:31:38.7Z,1,REGULAR,substitution,in,[],1630217,,,1610612763,38,19,2022-11-05T00:31:52Z,1380000,,,0,,SUB in: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT02M13.00S,2022-11-05T00:31:38.7Z,1,REGULAR,substitution,in,[],1629023,,,1610612763,38,19,2022-11-05T00:31:52Z,1390000,,,0,,SUB in: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT02M13.00S,2022-11-05T00:31:54.8Z,1,REGULAR,freethrow,2 of 2,[],1629634,,,1610612763,39,19,2022-11-05T00:31:54Z,1400000,,,0,,B. Clarke Free Throw 2 of 2 (4 PTS),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
142,PT02M00.00S,2022-11-05T00:32:12.4Z,1,REGULAR,foul,offensive,[],1630208,,,1610612766,39,19,2022-11-05T00:32:20Z,1410000,,,0,,N. Richards offensive FOUL (1 PF),"[1630208, 1631223]",1610612766.0,CHA,,,,Richards,N. Richards,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,1626301.0,1.0,0.0,Roddy,1631223.0,,
144,PT02M00.00S,2022-11-05T00:32:12.4Z,1,REGULAR,turnover,offensive foul,[],1630208,,,1610612766,39,19,2022-11-05T00:32:12Z,1430000,,,0,,N. Richards offensive foul TURNOVER (1 TO),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Mid-Range,16-24 Left,,,,,,,,,,,1.0,,,1626301.0,,,,,,
145,PT01M43.00S,2022-11-05T00:32:39.2Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630217,21.76412614980289,17.15686274509804,1610612763,39,19,2022-11-05T00:32:44Z,1440000,164.0,152.0,1,left,MISS D. Bane 22' Jump Shot,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Mid-Range,16-24 Right Center,22.38,Missed,,,,,,,,,,,,,,,,,,
146,PT01M40.00S,2022-11-05T00:32:42.2Z,1,REGULAR,rebound,defensive,[],1630208,,,1610612766,39,19,2022-11-05T00:32:44Z,1450000,,,0,,N. Richards REBOUND (Off:0 Def:1),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Mid-Range,16-24 Right Center,,,145.0,1.0,1.0,0.0,,,,,,,,,,,,,,
147,PT01M35.00S,2022-11-05T00:32:47.2Z,1,REGULAR,2pt,Jump Shot,[],1629023,71.04139290407359,50.0,1610612766,39,19,2022-11-05T00:32:56Z,1460000,0.0,220.0,1,right,MISS P. Washington 21' pullup Shot,[1629023],1610612766.0,CHA,pullup,,,Washington,P. Washington,,,,,Mid-Range,16-24 Center,21.97,Missed,,,,,,,,,,,,,,,,,,
148,PT01M32.00S,2022-11-05T00:32:50.2Z,1,REGULAR,rebound,defensive,[],1626145,,,1610612763,39,19,2022-11-05T00:32:56Z,1470000,,,0,,T. Jones REBOUND (Off:0 Def:2),[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,Mid-Range,16-24 Center,,,147.0,2.0,2.0,0.0,,,,,,,,,,,,,,
149,PT01M29.00S,2022-11-05T00:32:56.2Z,1,REGULAR,turnover,out-of-bounds,[],1630217,,,1610612763,39,19,2022-11-05T00:33:10Z,1480000,,,0,,D. Bane step out-of-bounds TURNOVER (2 TO),[1630217],1610612763.0,MEM,step,,,Bane,D. Bane,,,,,Left Corner 3,24+ Left,,,,,,,,,,,2.0,,,202058.0,,,,,,
150,PT01M11.00S,2022-11-05T00:33:24.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630177,74.06373193166885,82.35294117647058,1610612766,39,22,2022-11-05T00:38:16Z,1490000,162.0,191.0,1,right,T. Maledon 25' 3PT pullup (3 PTS),[1630177],1610612766.0,CHA,pullup,,,Maledon,T. Maledon,,,,,Above the Break 3,24+ Right Center,25.05,Made,,,,,3.0,,,,,,,,,,,,,
151,PT00M58.30S,2022-11-05T00:33:38.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626145,11.514454664914586,59.31372549019608,1610612763,41,22,2022-11-05T00:33:49Z,1500000,-47.0,56.0,1,left,T. Jones 7' driving floating Jump Shot (3 PTS) (B. Clarke 1 AST),"[1626145, 1629634]",1610612763.0,MEM,driving floating,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,7.26,Made,,,,,3.0,B. Clarke,1629634.0,1.0,,,,,,,,,,
153,PT00M42.90S,2022-11-05T00:33:58.4Z,1,REGULAR,foul,personal,['2freethrow'],1630217,,,1610612766,41,22,2022-11-05T00:34:13Z,1520000,,,0,,D. Bane shooting personal FOUL (2 PF) (Richards 2 FT),"[1630217, 1630208]",1610612763.0,MEM,shooting,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,202058.0,2.0,0.0,Richards,1630208.0,,
155,PT00M42.90S,2022-11-05T00:34:27.7Z,1,REGULAR,freethrow,1 of 2,[],1630208,,,1610612766,41,23,2022-11-05T00:34:27Z,1540000,,,0,,N. Richards Free Throw 1 of 2 (1 PTS),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
156,PT00M42.90S,2022-11-05T00:34:31.4Z,1,REGULAR,substitution,out,[],1630217,,,1610612766,41,23,2022-11-05T00:34:34Z,1550000,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT00M42.90S,2022-11-05T00:34:31.4Z,1,REGULAR,substitution,in,[],1630583,,,1610612766,41,23,2022-11-05T00:34:34Z,1560000,,,0,,SUB in: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT00M42.90S,2022-11-05T00:34:51.1Z,1,REGULAR,freethrow,2 of 2,[],1630208,,,1610612766,41,24,2022-11-05T00:34:51Z,1570000,,,0,,N. Richards Free Throw 2 of 2 (2 PTS),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
159,PT00M35.30S,2022-11-05T00:35:02.8Z,1,REGULAR,3pt,Jump Shot,[],1630583,30.305519053876477,67.8921568627451,1610612763,41,24,2022-11-05T00:35:07Z,1580000,-89.0,232.0,1,left,MISS S. Aldama 24' 3PT,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Above the Break 3,24+ Left Center,24.9,Missed,,,,,,,,,,,,,,,,,,
160,PT00M32.80S,2022-11-05T00:35:05.3Z,1,REGULAR,rebound,defensive,[],1630547,,,1610612766,41,24,2022-11-05T00:35:05Z,1590000,,,0,,J. Bouknight REBOUND (Off:0 Def:1),[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,Above the Break 3,24+ Left Center,,,159.0,1.0,1.0,0.0,,,,,,,,,,,,,,
161,PT00M20.70S,2022-11-05T00:35:17.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630550,91.93495400788436,55.88235294117647,1610612766,41,24,2022-11-05T00:35:22Z,1600000,29.0,23.0,1,right,MISS J. Thor driving Layup - blocked,"[1630550, 1631223]",1610612766.0,CHA,driving,,,Thor,J. Thor,,,,,Restricted Area,0-8 Center,3.75,Missed,,,,,,,,,,,,,,,,,Roddy,1631223.0
162,PT00M20.70S,2022-11-05T00:35:17.3Z,1,REGULAR,block,,[],1631223,,,1610612766,41,24,2022-11-05T00:35:19Z,1610000,,,0,,D. Roddy BLOCK (1 BLK),[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
163,PT00M17.50S,2022-11-05T00:35:20.5Z,1,REGULAR,rebound,defensive,[],1630583,,,1610612763,41,24,2022-11-05T00:35:22Z,1620000,,,0,,S. Aldama REBOUND (Off:0 Def:4),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Restricted Area,0-8 Center,,,161.0,4.0,4.0,0.0,,,,,,,,,,,,,,
164,PT00M02.10S,2022-11-05T00:35:35.8Z,1,REGULAR,3pt,Jump Shot,[],1629723,22.158344283837057,8.823529411764707,1610612763,41,24,2022-11-05T00:35:41Z,1630000,206.0,156.0,1,left,MISS J. Konchar 25' 3PT,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Above the Break 3,24+ Right Center,25.82,Missed,,,,,,,,,,,,,,,,,,
165,PT00M02.10S,2022-11-05T00:35:35.8Z,1,REGULAR,rebound,defensive,[],1629023,,,1610612766,41,24,2022-11-05T00:35:41Z,1640000,,,0,,P. Washington REBOUND (Off:1 Def:1),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Right Center,,,164.0,2.0,1.0,1.0,,,,,,,,,,,,,,
166,PT00M00.00S,2022-11-05T00:35:40.7Z,1,REGULAR,period,end,[],0,,,1610612766,41,24,2022-11-05T00:35:40Z,1650000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2022-11-05T00:38:18.8Z,2,REGULAR,substitution,out,['startperiod'],1631223,,,1610612766,41,24,2022-11-05T00:38:27Z,1660000,,,0,,SUB out: D. Roddy,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2022-11-05T00:38:18.8Z,2,REGULAR,substitution,out,['startperiod'],1630177,,,1610612766,41,24,2022-11-05T00:38:27Z,1670000,,,0,,SUB out: T. Maledon,[1630177],1610612766.0,CHA,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,,,
