actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
91,PT06M20.00S,2022-12-16T01:27:53.7Z,1,REGULAR,3pt,Jump Shot,[],201572,30.305519053876477,66.66666666666666,1610612749,14,8,2022-12-16T01:27:58Z,910000,False,-83.0,232.0,1,left,MISS B. Lopez 24' 3PT,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Left Center,24.69,Missed,,,,,,,,,,,,,,,,,,
92,PT06M17.00S,2022-12-16T01:27:56.7Z,1,REGULAR,rebound,defensive,[],1628415,,,1610612763,14,8,2022-12-16T01:32:24Z,920000,False,,,0,,D. Brooks REBOUND (Off:0 Def:1),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Left Center,,,91.0,1.0,1.0,0.0,,,,,,,,,,,,,,
93,PT06M07.00S,2022-12-16T01:28:07.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629723,92.59198423127464,45.34313725490196,1610612763,14,8,2022-12-16T01:28:10Z,930000,False,-23.0,17.0,1,right,MISS J. Konchar driving floating bank Shot,[1629723],1610612763.0,MEM,driving floating bank,,,Konchar,J. Konchar,,,,,Restricted Area,0-8 Center,2.89,Missed,,,,,,,,,,,,,,,,,,
94,PT06M03.00S,2022-12-16T01:28:11.1Z,1,REGULAR,rebound,offensive,[],203500,,,1610612763,14,8,2022-12-16T01:34:44Z,940000,False,,,0,,S. Adams REBOUND (Off:1 Def:0),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,Restricted Area,0-8 Center,,,93.0,1.0,0.0,1.0,,,,,,,,,,,,,,
95,PT06M03.00S,2022-12-16T01:28:09.9Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203500,94.40999984741211,50.0,1610612763,14,8,2022-12-16T01:28:12Z,950000,False,0.0,0.0,1,right,MISS S. Adams tip Layup,[203500],1610612763.0,MEM,tip,,,Adams,S. Adams,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
96,PT06M03.00S,2022-12-16T01:28:09.9Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,14,8,2022-12-16T01:28:12Z,960000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:3),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,95.0,3.0,3.0,0.0,,,,,,,,,,,,,,
97,PT05M59.00S,2022-12-16T01:28:17.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203507,7.440867279894875,54.166666666666664,1610612749,14,8,2022-12-16T01:28:25Z,970000,False,-21.0,17.0,1,left,MISS G. Antetokounmpo running Layup - blocked,"[203507, 203500]",1610612749.0,MIL,running,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,2.71,Missed,,,,,,,,,,,Adams,203500.0,,,,,,
98,PT05M59.00S,2022-12-16T01:28:17.3Z,1,REGULAR,block,,[],203500,,,1610612749,14,8,2022-12-16T01:28:20Z,980000,False,,,0,,S. Adams BLOCK (2 BLK),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
99,PT05M59.00S,2022-12-16T01:28:17.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612749,14,8,2022-12-16T01:28:25Z,990000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,Restricted Area,0-8 Center,,,97.0,,,,,,,,,,,,,,,,,
101,PT05M59.00S,2022-12-16T01:28:23.1Z,1,REGULAR,substitution,out,[],1628415,,,1610612749,14,8,2022-12-16T01:28:34Z,1010000,False,,,0,,SUB out: D. Brooks,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT05M59.00S,2022-12-16T01:28:23.1Z,1,REGULAR,substitution,out,[],1629723,,,1610612749,14,8,2022-12-16T01:28:34Z,1020000,False,,,0,,SUB out: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT05M59.00S,2022-12-16T01:28:23.1Z,1,REGULAR,substitution,out,[],201572,,,1610612749,14,8,2022-12-16T01:28:34Z,1030000,False,,,0,,SUB out: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT05M59.00S,2022-12-16T01:28:23.1Z,1,REGULAR,substitution,in,[],1631223,,,1610612749,14,8,2022-12-16T01:28:34Z,1040000,False,,,0,,SUB in: D. Roddy,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT05M59.00S,2022-12-16T01:28:23.1Z,1,REGULAR,substitution,in,[],1626145,,,1610612749,14,8,2022-12-16T01:28:34Z,1050000,False,,,0,,SUB in: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT05M59.00S,2022-12-16T01:28:23.1Z,1,REGULAR,substitution,in,[],1628960,,,1610612749,14,8,2022-12-16T01:28:34Z,1060000,False,,,0,,SUB in: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT05M54.00S,2022-12-16T01:28:49.2Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1628975,5.995400788436268,12.5,1610612749,14,8,2022-12-16T01:28:54Z,1070000,False,188.0,4.0,1,left,MISS J. Carter 18' pullup Shot,[1628975],1610612749.0,MIL,pullup,,,Carter,J. Carter,,,,,Mid-Range,16-24 Right,18.75,Missed,,,,,,,,,,,,,,,,,,
108,PT05M51.00S,2022-12-16T01:28:52.2Z,1,REGULAR,rebound,defensive,[],1626145,,,1610612763,14,8,2022-12-16T01:28:54Z,1080000,False,,,0,,T. Jones REBOUND (Off:0 Def:1),[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,Mid-Range,16-24 Right,,,107.0,1.0,1.0,0.0,,,,,,,,,,,,,,
109,PT05M40.00S,2022-12-16T01:29:02.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629630,93.24901445466492,51.71568627450981,1610612763,14,8,2022-12-16T01:29:07Z,1090000,False,9.0,11.0,1,right,MISS J. Morant driving finger roll Layup,[1629630],1610612763.0,MEM,driving finger roll,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,1.4,Missed,,,,,,,,,,,,,,,,,,
110,PT05M39.00S,2022-12-16T01:29:03.7Z,1,REGULAR,rebound,offensive,[],1629630,,,1610612763,14,8,2022-12-16T01:29:07Z,1100000,False,,,0,,J. Morant REBOUND (Off:1 Def:1),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,,,109.0,2.0,1.0,1.0,,,,,,,,,,,,,,
111,PT05M36.00S,2022-12-16T01:29:07.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1631223,82.9993429697766,48.77450980392157,1610612763,16,8,2022-12-16T01:29:11Z,1110000,False,-6.0,107.0,1,right,D. Roddy 10' turnaround fadeaway Jump Shot (2 PTS),[1631223],1610612763.0,MEM,turnaround fadeaway,,,Roddy,D. Roddy,,,,,In The Paint (Non-RA),8-16 Center,10.75,Made,,,,,,,,,,2.0,,,,,,,,
112,PT05M18.00S,2022-12-16T01:29:24.8Z,1,REGULAR,2pt,Hook,[],1626171,8.754927726675426,30.14705882352941,1610612749,16,8,2022-12-16T01:29:29Z,1120000,False,99.0,30.0,1,left,MISS B. Portis 10' turnaround Hook,[1626171],1610612749.0,MIL,turnaround,,,Portis,B. Portis,,,,,Mid-Range,8-16 Right,10.37,Missed,,,,,,,,,,,,,,,,,,
113,PT05M15.00S,2022-12-16T01:29:27.8Z,1,REGULAR,rebound,defensive,[],1626145,,,1610612763,16,8,2022-12-16T01:29:29Z,1130000,False,,,0,,T. Jones REBOUND (Off:0 Def:2),[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,Mid-Range,8-16 Right,,,112.0,2.0,2.0,0.0,,,,,,,,,,,,,,
114,PT05M12.00S,2022-12-16T01:29:31.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631223,94.03745072273325,49.50980392156863,1610612763,18,8,2022-12-16T01:29:36Z,1140000,False,-2.0,4.0,1,right,D. Roddy running Layup (4 PTS) (T. Jones 1 AST),"[1631223, 1626145]",1610612763.0,MEM,running,,,Roddy,D. Roddy,,,,,Restricted Area,0-8 Center,0.43,Made,,,,,,,,,,4.0,,,,,,T. Jones,1626145.0,1.0
116,PT05M11.00S,2022-12-16T01:29:37.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,18,8,2022-12-16T01:29:37Z,1160000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT05M11.00S,2022-12-16T01:31:37.3Z,1,REGULAR,substitution,out,[],1628975,,,1610612749,18,8,2022-12-16T01:32:15Z,1170000,False,,,0,,SUB out: J. Carter,[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT05M11.00S,2022-12-16T01:31:37.3Z,1,REGULAR,substitution,in,[],201588,,,1610612749,18,8,2022-12-16T01:32:15Z,1190000,False,,,0,,SUB in: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT05M11.00S,2022-12-16T01:31:37.3Z,1,REGULAR,substitution,in,[],202083,,,1610612749,18,8,2022-12-16T01:32:15Z,1200000,False,,,0,,SUB in: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT05M11.00S,2022-12-16T01:31:37.3Z,1,REGULAR,substitution,out,[],1626192,,,1610612749,18,8,2022-12-16T01:33:16Z,1205000,False,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT04M50.00S,2022-12-16T01:32:43.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626171,13.748357424441524,50.98039215686274,1610612749,18,10,2022-12-16T01:32:52Z,1210000,False,-5.0,77.0,1,left,B. Portis 7' floating Jump Shot (2 PTS) (G. Antetokounmpo 1 AST),"[1626171, 203507]",1610612749.0,MIL,floating,,,Portis,B. Portis,,,,,In The Paint (Non-RA),0-8 Center,7.69,Made,,,,,,,,,,2.0,,,,,,G. Antetokounmpo,203507.0,1.0
123,PT04M38.00S,2022-12-16T01:32:55.5Z,1,REGULAR,3pt,Jump Shot,[],1631223,69.46452036793693,73.77450980392157,1610612763,18,10,2022-12-16T01:33:00Z,1230000,False,119.0,235.0,1,right,MISS D. Roddy 26' 3PT,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,Above the Break 3,24+ Right Center,26.29,Missed,,,,,,,,,,,,,,,,,,
124,PT04M35.00S,2022-12-16T01:32:58.5Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,18,10,2022-12-16T01:33:00Z,1240000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:4),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Right Center,,,123.0,4.0,4.0,0.0,,,,,,,,,,,,,,
125,PT04M28.00S,2022-12-16T01:33:06.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203507,6.389618922470433,48.77450980392157,1610612749,18,10,2022-12-16T01:33:11Z,1250000,False,6.0,8.0,1,left,MISS G. Antetokounmpo Layup - blocked,"[203507, 203500]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,0.97,Missed,,,,,,,,,,,Adams,203500.0,,,,,,
126,PT04M28.00S,2022-12-16T01:33:06.0Z,1,REGULAR,block,,[],203500,,,1610612749,18,10,2022-12-16T01:33:09Z,1260000,False,,,0,,S. Adams BLOCK (3 BLK),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
127,PT04M23.00S,2022-12-16T01:33:11.0Z,1,REGULAR,rebound,offensive,[],1626171,,,1610612749,18,10,2022-12-16T01:33:11Z,1270000,False,,,0,,B. Portis REBOUND (Off:1 Def:0),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Restricted Area,0-8 Center,,,125.0,1.0,0.0,1.0,,,,,,,,,,,,,,
128,PT04M23.00S,2022-12-16T01:33:10.4Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1626171,5.590000152587891,50.0,1610612749,18,12,2022-12-16T01:33:17Z,1280000,False,0.0,0.0,1,left,B. Portis Layup (4 PTS),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,,,,4.0,,,,,,,,
130,PT04M16.00S,2022-12-16T01:33:18.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203500,94.03745072273325,50.49019607843137,1610612763,20,12,2022-12-16T01:33:22Z,1290000,False,2.0,4.0,1,right,S. Adams driving DUNK (2 PTS) (D. Roddy 1 AST),"[203500, 1631223]",1610612763.0,MEM,driving,,,Adams,S. Adams,,,,,Restricted Area,0-8 Center,0.43,Made,,,,,,,,,,2.0,,,,,,D. Roddy,1631223.0,1.0
132,PT04M00.00S,2022-12-16T01:33:33.4Z,1,REGULAR,2pt,Jump Shot,[],1626171,2.7102496714848883,73.77450980392157,1610612749,20,12,2022-12-16T01:33:37Z,1310000,False,-119.0,-27.0,1,left,MISS B. Portis 12' Jump Shot,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Mid-Range,8-16 Left,12.19,Missed,,,,,,,,,,,,,,,,,,
133,PT03M58.00S,2022-12-16T01:33:35.4Z,1,REGULAR,rebound,defensive,[],1629630,,,1610612763,20,12,2022-12-16T01:33:37Z,1320000,False,,,0,,J. Morant REBOUND (Off:1 Def:2),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,Mid-Range,8-16 Left,,,132.0,3.0,2.0,1.0,,,,,,,,,,,,,,
134,PT03M51.00S,2022-12-16T01:33:42.6Z,1,REGULAR,2pt,Jump Shot,[],1629630,74.06373193166885,51.470588235294116,1610612763,20,12,2022-12-16T01:33:48Z,1330000,False,7.0,191.0,1,right,MISS J. Morant 19' pullup Shot,[1629630],1610612763.0,MEM,pullup,,,Morant,J. Morant,,,,,Mid-Range,16-24 Center,19.14,Missed,,,,,,,,,,,,,,,,,,
135,PT03M46.00S,2022-12-16T01:33:47.6Z,1,REGULAR,rebound,defensive,[],201588,,,1610612749,20,12,2022-12-16T01:33:48Z,1340000,False,,,0,,G. Hill REBOUND (Off:0 Def:1),[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,Mid-Range,16-24 Center,,,134.0,1.0,1.0,0.0,,,,,,,,,,,,,,
136,PT03M40.00S,2022-12-16T01:33:53.6Z,1,REGULAR,3pt,Jump Shot,[],201588,31.61957950065703,25.735294117647058,1610612749,20,12,2022-12-16T01:33:58Z,1350000,False,121.0,245.0,1,left,MISS G. Hill 27' pullup 3PT,[201588],1610612749.0,MIL,pullup,,,Hill,G. Hill,,,,,Above the Break 3,24+ Right Center,27.31,Missed,,,,,,,,,,,,,,,,,,
137,PT03M36.00S,2022-12-16T01:33:57.6Z,1,REGULAR,rebound,defensive,[],1629630,,,1610612763,20,12,2022-12-16T01:33:58Z,1360000,False,,,0,,J. Morant REBOUND (Off:1 Def:3),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,Above the Break 3,24+ Right Center,,,136.0,4.0,3.0,1.0,,,,,,,,,,,,,,
138,PT03M32.00S,2022-12-16T01:34:01.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626145,90.62089356110381,2.450980392156863,1610612763,23,12,2022-12-16T01:34:09Z,1370000,False,-238.0,36.0,1,right,T. Jones 24' 3PT running (3 PTS) (J. Morant 2 AST),"[1626145, 1629630]",1610612763.0,MEM,running,,,Jones,T. Jones,,,,,Left Corner 3,24+ Left,24.04,Made,,,,,,,,,,3.0,,,,,,J. Morant,1629630.0,2.0
140,PT03M19.00S,2022-12-16T01:34:21.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630583,,,1610612749,23,12,2022-12-16T01:34:42Z,1390000,False,,,0,,S. Aldama personal FOUL (1 PF) (Portis 2 FT),"[1630583, 1626171]",1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Mid-Range,16-24 Right Center,,,,,,,204058.0,1.0,0.0,Portis,1626171.0,,,,,,,,,
142,PT03M19.00S,2022-12-16T01:34:54.1Z,1,REGULAR,freethrow,1 of 2,[],1626171,,,1610612749,23,12,2022-12-16T01:34:54Z,1410000,False,,,0,,MISS B. Portis Free Throw 1 of 2,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
143,PT03M19.00S,2022-12-16T01:34:54.1Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612749,23,12,2022-12-16T01:34:54Z,1420000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,142.0,,,,,,,,,,,,,,,,,
144,PT03M19.00S,2022-12-16T01:34:54.7Z,1,REGULAR,substitution,out,[],203500,,,1610612749,23,12,2022-12-16T01:35:03Z,1430000,False,,,0,,SUB out: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT03M19.00S,2022-12-16T01:34:54.7Z,1,REGULAR,substitution,out,[],203507,,,1610612749,23,12,2022-12-16T01:35:03Z,1440000,False,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT03M19.00S,2022-12-16T01:34:54.7Z,1,REGULAR,substitution,out,[],1628960,,,1610612749,23,12,2022-12-16T01:35:03Z,1450000,False,,,0,,SUB out: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT03M19.00S,2022-12-16T01:34:54.7Z,1,REGULAR,substitution,in,[],1629634,,,1610612749,23,12,2022-12-16T01:35:03Z,1460000,False,,,0,,SUB in: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT03M19.00S,2022-12-16T01:34:54.7Z,1,REGULAR,substitution,in,[],201572,,,1610612749,23,12,2022-12-16T01:35:03Z,1470000,False,,,0,,SUB in: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT03M19.00S,2022-12-16T01:34:54.7Z,1,REGULAR,substitution,in,[],1626192,,,1610612749,23,12,2022-12-16T01:35:03Z,1480000,False,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT03M19.00S,2022-12-16T01:35:19.7Z,1,REGULAR,freethrow,2 of 2,[],1626171,,,1610612749,23,13,2022-12-16T01:35:19Z,1490000,False,,,0,,B. Portis Free Throw 2 of 2 (5 PTS),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,Made,,,,,,,,,,5.0,,,,,,,,
151,PT03M05.00S,2022-12-16T01:35:35.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,80.89684625492772,50.73529411764706,1610612763,23,13,2022-12-16T01:35:45Z,1500000,False,4.0,127.0,1,right,MISS J. Morant 12' driving floating Shot,[1629630],1610612763.0,MEM,driving floating,,,Morant,J. Morant,,,,,In The Paint (Non-RA),8-16 Center,12.72,Missed,,,,,,,,,,,,,,,,,,
152,PT03M03.00S,2022-12-16T01:35:37.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612749,23,13,2022-12-16T01:35:45Z,1510000,False,,,0,,TEAM defensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,151.0,,,,,,,,,,,,,,,,,
154,PT02M50.00S,2022-12-16T01:35:56.4Z,1,REGULAR,3pt,Jump Shot,[],1626192,27.677398160315374,76.9607843137255,1610612749,23,13,2022-12-16T01:36:00Z,1530000,False,-135.0,208.0,1,left,MISS P. Connaughton 24' 3PT,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,Above the Break 3,24+ Left Center,24.76,Missed,,,,,,,,,,,,,,,,,,
155,PT02M47.00S,2022-12-16T01:35:59.4Z,1,REGULAR,rebound,defensive,[],1629630,,,1610612763,23,13,2022-12-16T01:36:00Z,1540000,False,,,0,,J. Morant REBOUND (Off:1 Def:4),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,Above the Break 3,24+ Left Center,,,154.0,5.0,4.0,1.0,,,,,,,,,,,,,,
156,PT02M43.00S,2022-12-16T01:36:04.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629630,93.77463863337714,50.73529411764706,1610612763,25,13,2022-12-16T01:36:10Z,1550000,False,4.0,6.0,1,right,J. Morant running finger roll Layup (8 PTS),[1629630],1610612763.0,MEM,running finger roll,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,0.7,Made,,,,,,,,,,8.0,,,,,,,,
157,PT02M43.00S,2022-12-16T01:36:06.9Z,1,REGULAR,foul,personal,['1freethrow'],201572,,,1610612763,25,13,2022-12-16T01:36:15Z,1560000,False,,,0,,B. Lopez shooting personal FOUL (2 PF) (Morant 1 FT),"[201572, 1629630]",1610612749.0,MIL,shooting,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,,,,,2714.0,2.0,0.0,Morant,1629630.0,,,,,,,,,
159,PT02M43.00S,2022-12-16T01:36:31.8Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],1629630,,,1610612763,26,13,2022-12-16T01:36:31Z,1580000,False,,,0,,J. Morant Free Throw 1 of 1 (9 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,Made,,,,,,,,,,9.0,,,,,,,,
160,PT02M24.00S,2022-12-16T01:36:51.5Z,1,REGULAR,3pt,Jump Shot,[],201588,30.305519053876477,25.49019607843137,1610612749,26,16,2022-12-16T01:36:55Z,1590000,False,123.0,232.0,1,left,G. Hill 26' 3PT pullup (3 PTS),[201588],1610612749.0,MIL,pullup,,,Hill,G. Hill,,,,,Above the Break 3,24+ Right Center,26.27,Made,,,,,,,,,,3.0,,,,,,,,
161,PT02M12.00S,2022-12-16T01:37:02.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626145,82.47371879106439,51.9607843137255,1610612763,26,16,2022-12-16T01:37:07Z,1600000,False,10.0,112.0,1,right,MISS T. Jones 11' driving floating Shot,[1626145],1610612763.0,MEM,driving floating,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Center,11.26,Missed,,,,,,,,,,,,,,,,,,
162,PT02M10.00S,2022-12-16T01:37:04.9Z,1,REGULAR,rebound,defensive,[],1626192,,,1610612749,26,16,2022-12-16T01:37:07Z,1610000,False,,,0,,P. Connaughton REBOUND (Off:0 Def:1),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,In The Paint (Non-RA),8-16 Center,,,161.0,1.0,1.0,0.0,,,,,,,,,,,,,,
163,PT01M53.00S,2022-12-16T01:37:23.2Z,1,REGULAR,2pt,Jump Shot,[],1626171,11.777266754270697,78.67647058823529,1610612749,26,18,2022-12-16T01:37:30Z,1620000,False,-143.0,58.0,1,left,B. Portis 15' pullup Jump Shot (7 PTS) (G. Hill 1 AST),"[1626171, 201588]",1610612749.0,MIL,pullup,,,Portis,B. Portis,,,,,Mid-Range,8-16 Left,15.48,Made,,,,,,,,,,7.0,,,,,,G. Hill,201588.0,1.0
165,PT01M39.00S,2022-12-16T01:37:36.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,92.85479632063075,46.32352941176471,1610612763,26,18,2022-12-16T01:37:41Z,1640000,False,-18.0,15.0,1,right,MISS J. Morant driving floating bank Shot,[1629630],1610612763.0,MEM,driving floating bank,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,2.36,Missed,,,,,,,,,,,,,,,,,,
166,PT01M34.00S,2022-12-16T01:37:40.8Z,1,REGULAR,rebound,offensive,[],1629634,,,1610612763,26,18,2022-12-16T01:37:40Z,1650000,False,,,0,,B. Clarke REBOUND (Off:1 Def:0),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,Restricted Area,0-8 Center,,,165.0,1.0,0.0,1.0,,,,,,,,,,,,,,
167,PT01M34.00S,2022-12-16T01:37:40.8Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629634,94.40999984741211,50.0,1610612763,28,18,2022-12-16T01:37:43Z,1660000,False,0.0,0.0,1,right,B. Clarke tip Layup (2 PTS),[1629634],1610612763.0,MEM,tip,,,Clarke,B. Clarke,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,,,,2.0,,,,,,,,
168,PT01M26.00S,2022-12-16T01:37:49.5Z,1,REGULAR,3pt,Jump Shot,[],201572,28.991458607095925,19.362745098039216,1610612749,28,18,2022-12-16T01:37:54Z,1670000,False,153.0,220.0,1,left,MISS B. Lopez 26' 3PT,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Right Center,26.81,Missed,,,,,,,,,,,,,,,,,,
169,PT01M23.00S,2022-12-16T01:37:52.5Z,1,REGULAR,rebound,defensive,[],1629630,,,1610612763,28,18,2022-12-16T01:37:54Z,1680000,False,,,0,,J. Morant REBOUND (Off:1 Def:5),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,Above the Break 3,24+ Right Center,,,168.0,6.0,5.0,1.0,,,,,,,,,,,,,,
170,PT01M19.00S,2022-12-16T01:37:57.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626145,71.17279894875165,20.588235294117645,1610612763,31,18,2022-12-16T01:38:02Z,1690000,False,-147.0,218.0,1,right,T. Jones 26' 3PT running (6 PTS) (J. Morant 3 AST),"[1626145, 1629630]",1610612763.0,MEM,running,,,Jones,T. Jones,,,,,Above the Break 3,24+ Left Center,26.34,Made,,,,,,,,,,6.0,,,,,,J. Morant,1629630.0,3.0
