actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
383,PT08M50.00S,2022-10-20T00:59:50.2Z,3,REGULAR,rebound,offensive,[],1630583,,,1610612763,67,52,2022-10-20T00:59:51Z,3760000,,,0,,S. Aldama REBOUND (Off:2 Def:7),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,382.0,9.0,7.0,2.0,,,,,,,,,,
384,PT08M50.00S,2022-10-20T00:59:50.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630583,94.40999984741211,50.0,1610612763,69,52,2022-10-20T00:59:50Z,3770000,0.0,0.0,1,right,S. Aldama tip Layup (12 PTS),[1630583],1610612763.0,MEM,tip,,,Aldama,S. Aldama,,,,,Mid-Range,8-16 Left,0.0,Made,12.0,,,,,,,,,,,,,,,,,
385,PT08M34.00S,2022-10-20T01:00:06.6Z,3,REGULAR,3pt,Jump Shot,[],203095,25.443495400788436,17.647058823529413,1610612752,69,52,2022-10-20T01:00:11Z,3780000,162.0,187.0,1,left,MISS E. Fournier 24' step back 3PT,[203095],1610612752.0,NYK,step back,,,Fournier,E. Fournier,,,,,Above the Break 3,24+ Right Center,24.71,Missed,,,,,,,,,,,,,,,,,,
386,PT08M29.00S,2022-10-20T01:00:11.6Z,3,REGULAR,rebound,offensive,[],1629628,,,1610612752,69,52,2022-10-20T01:00:11Z,3790000,,,0,,R. Barrett REBOUND (Off:1 Def:2),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Right Center,,,,,,,385.0,3.0,2.0,1.0,,,,,,,,,,
387,PT08M29.00S,2022-10-20T01:00:11.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629628,5.590000152587891,50.0,1610612752,69,54,2022-10-20T01:00:11Z,3800000,0.0,0.0,1,left,R. Barrett tip Layup (7 PTS),[1629628],1610612752.0,NYK,tip,,,Barrett,R. Barrett,,,,,Mid-Range,8-16 Left,0.0,Made,7.0,,,,,,,,,,,,,,,,,
388,PT08M18.00S,2022-10-20T01:00:22.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629630,93.11760840998686,52.94117647058824,1610612763,69,54,2022-10-20T01:00:26Z,3810000,15.0,12.0,1,right,MISS J. Morant driving Layup,[1629630],1610612763.0,MEM,driving,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,1.91,Missed,,,,,,,,,,,,,,,,,,
389,PT08M17.00S,2022-10-20T01:00:23.7Z,3,REGULAR,rebound,offensive,[],203500,,,1610612763,69,54,2022-10-20T01:00:23Z,3820000,,,0,,S. Adams REBOUND (Off:1 Def:7),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,Restricted Area,0-8 Center,,,,,,,388.0,8.0,7.0,1.0,,,,,,,,,,
390,PT08M15.00S,2022-10-20T01:00:25.5Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629723,92.06636005256242,4.6568627450980395,1610612763,69,54,2022-10-20T01:00:30Z,3830000,-227.0,22.0,1,right,MISS J. Konchar 3PT,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Left Corner 3,24+ Left,22.78,Missed,,,,,,,,,,,,,,,,,,
391,PT08M11.00S,2022-10-20T01:00:29.5Z,3,REGULAR,rebound,defensive,[],203095,,,1610612752,69,54,2022-10-20T01:00:30Z,3840000,,,0,,E. Fournier REBOUND (Off:1 Def:3),[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,Left Corner 3,24+ Left,,,,,,,390.0,4.0,3.0,1.0,,,,,,,,,,
392,PT08M08.00S,2022-10-20T01:00:32.7Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1628973,12.828515111695138,35.53921568627451,1610612752,69,54,2022-10-20T01:00:38Z,3850000,72.0,68.0,1,left,MISS J. Brunson 9' driving floating bank Shot,[1628973],1610612752.0,NYK,driving floating bank,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Right,9.93,Missed,,,,,,,,,,,,,,,,,,
393,PT08M03.00S,2022-10-20T01:00:38.1Z,3,REGULAR,rebound,offensive,[],1628392,,,1610612752,69,54,2022-10-20T01:00:38Z,3860000,,,0,,I. Hartenstein REBOUND (Off:6 Def:1),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,392.0,7.0,1.0,6.0,,,,,,,,,,
394,PT07M57.00S,2022-10-20T01:00:44.2Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],203095,31.35676741130092,65.93137254901961,1610612752,69,57,2022-10-20T01:00:48Z,3870000,-80.0,242.0,1,left,E. Fournier 25' 3PT pullup (11 PTS) (J. Brunson 2 AST),"[203095, 1628973]",1610612752.0,NYK,pullup,,,Fournier,E. Fournier,,,,,Above the Break 3,24+ Left Center,25.51,Made,11.0,J. Brunson,1628973.0,2.0,,,,,,,,,,,,,,
396,PT07M56.00S,2022-10-20T01:00:47.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,69,57,2022-10-20T01:00:47Z,3890000,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,PT07M44.00S,2022-10-20T01:04:24.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629630,94.03745072273325,51.470588235294116,1610612763,71,57,2022-10-20T01:04:28Z,3900000,7.0,4.0,1,right,J. Morant cutting Layup (23 PTS) (S. Adams 2 AST),"[1629630, 203500]",1610612763.0,MEM,cutting,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,0.82,Made,23.0,S. Adams,203500.0,2.0,,,,,,,,,,,,,,
399,PT07M26.00S,2022-10-20T01:04:43.7Z,3,REGULAR,turnover,lost ball,[],1628392,,,1610612752,71,57,2022-10-20T01:04:48Z,3920000,,,0,,I. Hartenstein lost ball TURNOVER (2 TO),"[1628392, 1629723]",1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,2.0,,,Konchar,1629723.0
400,PT07M26.00S,2022-10-20T01:04:43.7Z,3,REGULAR,steal,,[],1629723,,,1610612763,71,57,2022-10-20T01:06:07Z,3930000,,,0,,J. Konchar STEAL (1 STL),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
401,PT07M20.00S,2022-10-20T01:04:50.9Z,3,REGULAR,foul,personal,[],203095,,,1610612763,71,57,2022-10-20T01:04:59Z,3940000,,,0,,E. Fournier personal FOUL (2 PF),"[203095, 1629723]",1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,Mid-Range,16-24 Left,,,,,,,,,,,200832.0,2.0,0.0,Konchar,1629723.0,,,,,
403,PT07M16.00S,2022-10-20T01:05:14.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630583,90.3580814717477,44.11764705882353,1610612763,71,57,2022-10-20T01:05:18Z,3960000,-29.0,38.0,1,right,MISS S. Aldama driving Layup,[1630583],1610612763.0,MEM,driving,,,Aldama,S. Aldama,,,,,In The Paint (Non-RA),0-8 Center,4.81,Missed,,,,,,,,,,,,,,,,,,
404,PT07M14.00S,2022-10-20T01:05:16.4Z,3,REGULAR,rebound,offensive,[],203500,,,1610612763,71,57,2022-10-20T01:05:16Z,3970000,,,0,,S. Adams REBOUND (Off:2 Def:7),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,403.0,9.0,7.0,2.0,,,,,,,,,,
405,PT07M02.00S,2022-10-20T01:05:28.5Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630583,94.56307490144546,49.26470588235294,1610612763,73,57,2022-10-20T01:05:34Z,3980000,-4.0,-1.0,1,right,S. Aldama cutting DUNK (14 PTS) (S. Adams 3 AST),"[1630583, 203500]",1610612763.0,MEM,cutting,,,Aldama,S. Aldama,,,,,Restricted Area,0-8 Center,0.4,Made,14.0,S. Adams,203500.0,3.0,,,,,,,,,,,,,,
407,PT07M01.00S,2022-10-20T01:05:39.7Z,3,REGULAR,foul,technical,['1freethrow'],1630583,,,1610612752,73,57,2022-10-20T01:05:51Z,4000000,,,0,,S. Aldama technical FOUL (1 Tech),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,2534.0,0.0,1.0,,,,,,,
408,PT07M01.00S,2022-10-20T01:06:06.3Z,3,REGULAR,freethrow,1 of 1,[],203944,,,1610612752,73,58,2022-10-20T01:06:06Z,4010000,,,0,,J. Randle technical Free Throw 1 of 1 (13 PTS),[203944],1610612752.0,NYK,technical,,,Randle,J. Randle,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
409,PT07M01.00S,2022-10-20T01:06:08.8Z,3,REGULAR,substitution,out,[],1630583,,,1610612752,73,58,2022-10-20T01:06:26Z,4020000,,,0,,SUB out: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT07M01.00S,2022-10-20T01:06:08.8Z,3,REGULAR,substitution,out,[],1630217,,,1610612752,73,58,2022-10-20T01:06:26Z,4030000,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT07M01.00S,2022-10-20T01:06:08.8Z,3,REGULAR,substitution,in,[],1629634,,,1610612752,73,58,2022-10-20T01:06:26Z,4040000,,,0,,SUB in: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT07M01.00S,2022-10-20T01:06:08.8Z,3,REGULAR,substitution,in,[],1626145,,,1610612752,73,58,2022-10-20T01:06:26Z,4050000,,,0,,SUB in: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
413,PT06M49.00S,2022-10-20T01:06:36.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203944,15.193823915900131,48.77450980392157,1610612752,73,60,2022-10-20T01:06:40Z,4060000,6.0,90.0,1,left,J. Randle 9' turnaround fadeaway Jump Shot (15 PTS) (J. Brunson 3 AST),"[203944, 1628973]",1610612752.0,NYK,turnaround fadeaway,,,Randle,J. Randle,,,,,In The Paint (Non-RA),8-16 Center,9.05,Made,15.0,J. Brunson,1628973.0,3.0,,,,,,,,,,,,,,
415,PT06M25.00S,2022-10-20T01:06:59.5Z,3,REGULAR,3pt,Jump Shot,[],1629630,67.62483574244416,35.53921568627451,1610612763,73,60,2022-10-20T01:07:04Z,4080000,-72.0,252.0,1,right,MISS J. Morant 26' pullup 3PT,[1629630],1610612763.0,MEM,pullup,,,Morant,J. Morant,,,,,Above the Break 3,24+ Center,26.2,Missed,,,,,,,,,,,,,,,,,,
416,PT06M22.00S,2022-10-20T01:07:02.5Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612752,73,60,2022-10-20T01:07:04Z,4090000,,,0,,TEAM defensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,415.0,,,,,,,,,,,,,
418,PT06M10.00S,2022-10-20T01:07:23.8Z,3,REGULAR,3pt,Jump Shot,[],1628973,14.799605781865965,4.901960784313726,1610612752,73,63,2022-10-20T01:07:27Z,4110000,225.0,87.0,1,left,J. Brunson 24' 3PT  (9 PTS) (E. Fournier 3 AST),"[1628973, 203095]",1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Right Corner 3,24+ Right,24.16,Made,9.0,E. Fournier,203095.0,3.0,,,,,,,,,,,,,,
420,PT05M42.00S,2022-10-20T01:07:52.4Z,3,REGULAR,3pt,Jump Shot,[],1626145,68.28186596583443,72.05882352941177,1610612763,76,63,2022-10-20T01:07:55Z,4130000,110.0,246.0,1,right,T. Jones 26' 3PT pullup (10 PTS),[1626145],1610612763.0,MEM,pullup,,,Jones,T. Jones,,,,,Above the Break 3,24+ Right Center,26.93,Made,10.0,,,,,,,,,,,,,,,,,
421,PT05M33.00S,2022-10-20T01:08:01.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628392,18.873193166885677,42.64705882352941,1610612752,76,65,2022-10-20T01:08:06Z,4140000,37.0,125.0,1,left,I. Hartenstein 13' floating Jump Shot (9 PTS) (J. Brunson 4 AST),"[1628392, 1628973]",1610612752.0,NYK,floating,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),8-16 Center,13.02,Made,9.0,J. Brunson,1628973.0,4.0,,,,,,,,,,,,,,
423,PT05M13.00S,2022-10-20T01:08:21.3Z,3,REGULAR,2pt,Jump Shot,[],1626145,88.64980289093299,31.61764705882353,1610612763,78,65,2022-10-20T01:08:24Z,4160000,-92.0,54.0,1,right,T. Jones 10' driving floating Jump Shot (12 PTS) (J. Morant 7 AST),"[1626145, 1629630]",1610612763.0,MEM,driving floating,,,Jones,T. Jones,,,,,Mid-Range,8-16 Left,10.67,Made,12.0,J. Morant,1629630.0,7.0,,,,,,,,,,,,,,
425,PT04M53.00S,2022-10-20T01:08:41.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,6.389618922470433,53.67647058823529,1610612752,78,67,2022-10-20T01:08:45Z,4180000,-18.0,8.0,1,left,R. Barrett driving finger roll Layup (9 PTS) (I. Hartenstein 4 AST),"[1629628, 1628392]",1610612752.0,NYK,driving finger roll,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,1.99,Made,9.0,I. Hartenstein,1628392.0,4.0,,,,,,,,,,,,,,
426,PT04M36.00S,2022-10-20T01:08:58.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629723,88.12417871222075,61.274509803921575,1610612763,78,67,2022-10-20T01:09:01Z,4190000,56.0,59.0,1,right,MISS J. Konchar 8' driving floating Shot,[1629723],1610612763.0,MEM,driving floating,,,Konchar,J. Konchar,,,,,In The Paint (Non-RA),8-16 Right,8.17,Missed,,,,,,,,,,,,,,,,,,
427,PT04M34.00S,2022-10-20T01:09:00.0Z,3,REGULAR,rebound,offensive,[],1629634,,,1610612763,78,67,2022-10-20T01:09:01Z,4200000,,,0,,B. Clarke REBOUND (Off:1 Def:3),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,426.0,4.0,3.0,1.0,,,,,,,,,,
428,PT04M34.00S,2022-10-20T01:09:01.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629634,94.40999984741211,50.0,1610612763,80,67,2022-10-20T01:09:01Z,4210000,0.0,0.0,1,right,B. Clarke tip Layup (4 PTS),[1629634],1610612763.0,MEM,tip,,,Clarke,B. Clarke,,,,,Mid-Range,8-16 Left,0.0,Made,4.0,,,,,,,,,,,,,,,,,
429,PT04M34.00S,2022-10-20T01:09:05.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,80,67,2022-10-20T01:09:05Z,4220000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,PT04M34.00S,2022-10-20T01:11:11.1Z,3,REGULAR,substitution,out,[],1629723,,,1610612752,80,67,2022-10-20T01:12:19Z,4230000,,,0,,SUB out: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT04M34.00S,2022-10-20T01:11:11.1Z,3,REGULAR,substitution,in,[],1631223,,,1610612752,80,67,2022-10-20T01:12:19Z,4240000,,,0,,SUB in: D. Roddy,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,,,,,,,,,,
432,PT04M16.00S,2022-10-20T01:12:44.9Z,3,REGULAR,foul,personal,['3freethrow'],1629630,,,1610612752,80,67,2022-10-20T01:12:55Z,4250000,,,0,,J. Morant shooting personal FOUL (1 PF) (Fournier 3 FT),"[1629630, 203095]",1610612763.0,MEM,shooting,,,Morant,J. Morant,,,,,Above the Break 3,24+ Center,,,,,,,,,,,200832.0,1.0,0.0,Fournier,203095.0,,,,,
434,PT04M16.00S,2022-10-20T01:13:17.1Z,3,REGULAR,freethrow,1 of 3,[],203095,,,1610612752,80,68,2022-10-20T01:13:17Z,4270000,,,0,,E. Fournier Free Throw 1 of 3 (12 PTS),[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
435,PT04M16.00S,2022-10-20T01:13:28.2Z,3,REGULAR,freethrow,2 of 3,[],203095,,,1610612752,80,69,2022-10-20T01:13:28Z,4280000,,,0,,E. Fournier Free Throw 2 of 3 (13 PTS),[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
436,PT04M16.00S,2022-10-20T01:13:43.3Z,3,REGULAR,freethrow,3 of 3,[],203095,,,1610612752,80,70,2022-10-20T01:13:43Z,4290000,,,0,,E. Fournier Free Throw 3 of 3 (14 PTS),[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
437,PT04M02.00S,2022-10-20T01:13:59.4Z,3,REGULAR,3pt,Jump Shot,[],1629634,90.3580814717477,3.6764705882352944,1610612763,80,70,2022-10-20T01:14:03Z,4300000,-232.0,38.0,1,right,MISS B. Clarke 3PT,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,Left Corner 3,24+ Left,23.47,Missed,,,,,,,,,,,,,,,,,,
438,PT03M59.00S,2022-10-20T01:14:02.4Z,3,REGULAR,rebound,defensive,[],1628973,,,1610612752,80,70,2022-10-20T01:14:03Z,4310000,,,0,,J. Brunson REBOUND (Off:1 Def:1),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Left Corner 3,24+ Left,,,,,,,437.0,2.0,1.0,1.0,,,,,,,,,,
439,PT03M54.00S,2022-10-20T01:14:06.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203944,5.601182654402102,51.470588235294116,1610612752,80,72,2022-10-20T01:14:11Z,4320000,-7.0,0.0,1,left,J. Randle running Layup (17 PTS) (J. Brunson 5 AST),"[203944, 1628973]",1610612752.0,NYK,running,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,0.74,Made,17.0,J. Brunson,1628973.0,5.0,,,,,,,,,,,,,,
441,PT03M32.00S,2022-10-20T01:14:34.5Z,3,REGULAR,foul,personal,[],1629628,,,1610612763,80,72,2022-10-20T01:14:37Z,4340000,,,0,,R. Barrett personal FOUL (2 PF),"[1629628, 203500]",1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Mid-Range,8-16 Right,,,,,,,,,,,200832.0,2.0,0.0,Adams,203500.0,,,,,
443,PT03M32.00S,2022-10-20T01:14:49.2Z,3,REGULAR,substitution,out,[],203500,,,1610612763,80,72,2022-10-20T01:14:55Z,4360000,,,0,,SUB out: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT03M32.00S,2022-10-20T01:14:49.2Z,3,REGULAR,substitution,in,[],1630214,,,1610612763,80,72,2022-10-20T01:14:55Z,4370000,,,0,,SUB in: X. Tillman,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT03M29.00S,2022-10-20T01:15:07.3Z,3,REGULAR,foul,offensive,[],1629634,,,1610612763,80,72,2022-10-20T01:15:11Z,4390000,,,0,,B. Clarke offensive FOUL (3 PF),"[1629634, 1629628]",1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,200832.0,3.0,0.0,Barrett,1629628.0,,,,,
449,PT03M29.00S,2022-10-20T01:15:07.3Z,3,REGULAR,turnover,offensive foul,[],1629634,,,1610612763,80,72,2022-10-20T01:15:07Z,4410000,,,0,,B. Clarke offensive foul TURNOVER (1 TO),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,200832.0,,,,,1.0,,,,
450,PT03M29.00S,2022-10-20T01:15:13.2Z,3,REGULAR,substitution,out,[],1629630,,,1610612752,80,72,2022-10-20T01:15:18Z,4420000,,,0,,SUB out: J. Morant,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,,
451,PT03M29.00S,2022-10-20T01:15:13.2Z,3,REGULAR,substitution,in,[],1630217,,,1610612752,80,72,2022-10-20T01:15:18Z,4430000,,,0,,SUB in: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
452,PT03M15.00S,2022-10-20T01:15:40.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203944,5.995400788436268,51.71568627450981,1610612752,80,74,2022-10-20T01:15:43Z,4440000,-9.0,4.0,1,left,J. Randle Layup (19 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,0.94,Made,19.0,,,,,,,,,,,,,,,,,
453,PT03M15.00S,2022-10-20T01:15:42.4Z,3,REGULAR,foul,personal,['1freethrow'],1631223,,,1610612752,80,74,2022-10-20T01:15:52Z,4450000,,,0,,D. Roddy shooting personal FOUL (1 PF) (Randle 1 FT),"[1631223, 203944]",1610612763.0,MEM,shooting,,,Roddy,D. Roddy,,,,,Restricted Area,0-8 Center,,,,,,,,,,,200832.0,1.0,0.0,Randle,203944.0,,,,,
455,PT03M15.00S,2022-10-20T01:16:06.7Z,3,REGULAR,timeout,full,['team'],0,,,1610612752,80,74,2022-10-20T01:17:42Z,4470000,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT03M15.00S,2022-10-20T01:17:41.7Z,3,REGULAR,freethrow,1 of 1,['fromturnover'],203944,,,1610612752,80,74,2022-10-20T01:17:41Z,4480000,,,0,,MISS J. Randle Free Throw 1 of 1,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
457,PT03M13.00S,2022-10-20T01:17:42.6Z,3,REGULAR,rebound,defensive,[],1630214,,,1610612763,80,74,2022-10-20T01:17:42Z,4490000,,,0,,X. Tillman REBOUND (Off:1 Def:2),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,456.0,3.0,2.0,1.0,,,,,,,,,,
458,PT02M53.00S,2022-10-20T01:18:02.6Z,3,REGULAR,3pt,Jump Shot,[],1626145,68.41327201051249,68.62745098039215,1610612763,80,74,2022-10-20T01:18:09Z,4500000,93.0,244.0,1,right,MISS T. Jones 26' 3PT,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Right Center,26.15,Missed,,,,,,,,,,,,,,,,,,
459,PT02M50.00S,2022-10-20T01:18:05.6Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612752,80,74,2022-10-20T01:18:09Z,4510000,,,0,,TEAM defensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,458.0,,,,,,,,,,,,,
460,PT02M50.00S,2022-10-20T01:18:09.6Z,3,REGULAR,foul,personal,[],1629634,,,1610612752,80,74,2022-10-20T01:18:15Z,4520000,,,0,,B. Clarke loose ball personal FOUL (4 PF),"[1629634, 203944]",1610612763.0,MEM,loose ball,,,Clarke,B. Clarke,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,200832.0,4.0,0.0,Randle,203944.0,,,,,
462,PT02M50.00S,2022-10-20T01:18:16.6Z,3,REGULAR,substitution,out,[],1629634,,,1610612752,80,74,2022-10-20T01:18:30Z,4540000,,,0,,SUB out: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT02M50.00S,2022-10-20T01:18:16.6Z,3,REGULAR,substitution,out,[],1629628,,,1610612752,80,74,2022-10-20T01:18:30Z,4550000,,,0,,SUB out: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
464,PT02M50.00S,2022-10-20T01:18:16.6Z,3,REGULAR,substitution,in,[],1630583,,,1610612752,80,74,2022-10-20T01:18:30Z,4560000,,,0,,SUB in: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
465,PT02M50.00S,2022-10-20T01:18:16.6Z,3,REGULAR,substitution,in,[],1629629,,,1610612752,80,74,2022-10-20T01:18:30Z,4570000,,,0,,SUB in: C. Reddish,[1629629],1610612752.0,NYK,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,,
466,PT02M37.00S,2022-10-20T01:18:48.1Z,3,REGULAR,3pt,Jump Shot,[],203944,29.911300919842315,28.676470588235293,1610612752,80,77,2022-10-20T01:18:52Z,4580000,107.0,229.0,1,left,J. Randle 25' 3PT  (22 PTS) (J. Brunson 6 AST),"[203944, 1628973]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Right Center,25.23,Made,22.0,J. Brunson,1628973.0,6.0,,,,,,,,,,,,,,
469,PT02M12.00S,2022-10-20T01:19:33.3Z,3,REGULAR,3pt,Jump Shot,[],1626145,89.70105124835742,4.166666666666666,1610612763,80,77,2022-10-20T01:19:37Z,4610000,-229.0,44.0,1,right,MISS T. Jones 3PT,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,Left Corner 3,24+ Left,23.34,Missed,,,,,,,,,,,,,,,,,,
470,PT02M08.00S,2022-10-20T01:19:37.3Z,3,REGULAR,rebound,offensive,[],1630214,,,1610612763,80,77,2022-10-20T01:19:37Z,4620000,,,0,,X. Tillman REBOUND (Off:2 Def:2),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,Left Corner 3,24+ Left,,,,,,,469.0,4.0,2.0,2.0,,,,,,,,,,
471,PT02M05.00S,2022-10-20T01:19:38.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631223,91.80354796320631,43.872549019607845,1610612763,80,77,2022-10-20T01:19:42Z,4630000,-31.0,25.0,1,right,MISS D. Roddy cutting Layup,[1631223],1610612763.0,MEM,cutting,,,Roddy,D. Roddy,,,,,Restricted Area,0-8 Center,3.92,Missed,,,,,,,,,,,,,,,,,,
