actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-03-29T00:10:51.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-03-29T00:10:51Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2023-03-29T00:10:55.4Z,1,REGULAR,jumpball,recovered,[],1630214,,,1610612763,0,0,2023-03-29T00:10:55Z,40000,False,,,0,,Jump Ball J. Jackson Jr. vs. W. Carter Jr.: Tip to X. Tillman,"[1630214, 1628991, 1628976]",1610612763.0,MEM,startperiod,X. Tillman,1630214.0,Tillman,X. Tillman,Jackson Jr.,1628991.0,Carter Jr.,1628976.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M39.00S,2023-03-29T00:11:11.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630214,11.777266754270697,50.49019607843137,1610612763,2,0,2023-03-29T00:11:19Z,70000,False,-2.0,58.0,1,left,X. Tillman turnaround Hook (2 PTS) (T. Jones 1 AST),"[1630214, 1626145]",1610612763.0,MEM,turnaround,,,Tillman,X. Tillman,,,,,In The Paint (Non-RA),0-8 Center,5.83,Made,2.0,T. Jones,1626145.0,1.0,,,,,,,,,,,,,,
8,PT11M25.00S,2023-03-29T00:11:25.5Z,1,REGULAR,turnover,bad pass,[],203914,,,1610612753,2,0,2023-03-29T00:11:32Z,80000,False,,,0,,G. Harris bad pass TURNOVER (1 TO),"[203914, 1630217]",1610612753.0,ORL,,,,Harris,G. Harris,,,,,Mid-Range,16-24 Left Center,,,,,,,1.0,Bane,1630217.0,,,,,,,,,,,
9,PT11M25.00S,2023-03-29T00:11:25.5Z,1,REGULAR,steal,,[],1630217,,,1610612763,2,0,2023-03-29T00:11:27Z,90000,False,,,0,,D. Bane STEAL (1 STL),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
10,PT11M11.00S,2023-03-29T00:11:39.3Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1628415,2.578843626806833,90.19607843137256,1610612763,2,0,2023-03-29T00:11:47Z,100000,False,-201.0,-28.0,1,left,MISS D. Brooks 20' step back Shot,[1628415],1610612763.0,MEM,step back,,,Brooks,D. Brooks,,,,,Mid-Range,16-24 Left,20.3,Missed,,,,,,,,,,,,,,,,,,
11,PT11M09.00S,2023-03-29T00:11:41.3Z,1,REGULAR,rebound,defensive,[],203914,,,1610612753,2,0,2023-03-29T00:11:47Z,110000,False,,,0,,G. Harris REBOUND (Off:0 Def:1),[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,Mid-Range,16-24 Left,,,,,,,,,,10.0,1.0,1.0,0.0,,,,,,,
12,PT11M04.00S,2023-03-29T00:11:47.7Z,1,REGULAR,2pt,Jump Shot,[],1628365,83.39356110381078,30.637254901960787,1610612753,2,2,2023-03-29T00:18:39Z,120000,False,-97.0,104.0,1,right,M. Fultz 14' pullup bank Jump Shot (2 PTS) (G. Harris 1 AST),"[1628365, 203914]",1610612753.0,ORL,pullup bank,,,Fultz,M. Fultz,,,,,Mid-Range,8-16 Left,14.18,Made,2.0,G. Harris,203914.0,1.0,,,,,,,,,,,,,,
13,PT10M43.00S,2023-03-29T00:12:07.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628991,7.30946123521682,46.81372549019608,1610612763,2,2,2023-03-29T00:12:12Z,130000,False,16.0,16.0,1,left,MISS J. Jackson Jr. driving Layup,[1628991],1610612763.0,MEM,driving,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,2.27,Missed,,,,,,,,,,,,,,,,,,
14,PT10M41.00S,2023-03-29T00:12:09.1Z,1,REGULAR,rebound,defensive,[],1631094,,,1610612753,2,2,2023-03-29T00:12:12Z,140000,False,,,0,,P. Banchero REBOUND (Off:0 Def:1),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,,,,,,,,,,13.0,1.0,1.0,0.0,,,,,,,
15,PT10M37.00S,2023-03-29T00:12:13.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1631094,94.30026281208936,52.94117647058824,1610612753,2,4,2023-03-29T00:12:21Z,150000,False,15.0,1.0,1,right,P. Banchero driving floating bank Jump Shot (2 PTS),[1631094],1610612753.0,ORL,driving floating bank,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,1.47,Made,2.0,,,,,,,,,,,,,,,,,
16,PT10M19.00S,2023-03-29T00:12:31.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630214,13.87976346911958,50.0,1610612763,4,4,2023-03-29T00:12:38Z,160000,False,0.0,78.0,1,left,X. Tillman 7' floating Jump Shot (4 PTS) (D. Brooks 1 AST),"[1630214, 1628415]",1610612763.0,MEM,floating,,,Tillman,X. Tillman,,,,,In The Paint (Non-RA),0-8 Center,7.8,Made,4.0,D. Brooks,1628415.0,1.0,,,,,,,,,,,,,,
18,PT10M04.00S,2023-03-29T00:12:47.0Z,1,REGULAR,3pt,Jump Shot,[],1630532,69.46452036793693,30.392156862745097,1610612753,4,4,2023-03-29T00:12:52Z,180000,False,-98.0,235.0,1,right,MISS F. Wagner 25' 3PT,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Left Center,25.42,Missed,,,,,,,,,,,,,,,,,,
19,PT10M01.00S,2023-03-29T00:12:50.0Z,1,REGULAR,rebound,defensive,[],1630214,,,1610612763,4,4,2023-03-29T00:12:52Z,190000,False,,,0,,X. Tillman REBOUND (Off:0 Def:1),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,18.0,1.0,1.0,0.0,,,,,,,
20,PT09M51.00S,2023-03-29T00:13:00.0Z,1,REGULAR,3pt,Jump Shot,[],1630217,29.6484888304862,71.32352941176471,1610612763,4,4,2023-03-29T00:13:06Z,200000,False,-107.0,226.0,1,left,MISS D. Bane 25' pullup 3PT,[1630217],1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,Above the Break 3,24+ Left Center,25.01,Missed,,,,,,,,,,,,,,,,,,
21,PT09M47.00S,2023-03-29T00:13:04.0Z,1,REGULAR,rebound,offensive,[],1628991,,,1610612763,4,4,2023-03-29T00:13:06Z,210000,False,,,0,,J. Jackson Jr. REBOUND (Off:1 Def:0),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,20.0,1.0,0.0,1.0,,,,,,,
