shortFormattedClock,actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,jerseyNumber,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
03:39,86,PT03M39.00S,2022-12-06T01:26:47.8Z,1,REGULAR,steal,,[],1630583,,,1610612763,19,28,2022-12-06T01:26:49Z,840000,False,,,0,,S. Aldama STEAL (1 STL),[1630583],7,1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Mid-Range,0-8 Center,,,,,,,,,,,,,,,,,,,,
03:34,87,PT03M34.00S,2022-12-06T01:26:53.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629634,6.521024967148489,47.794117647058826,1610612763,21,28,2022-12-06T01:27:00Z,850000,False,11.0,9.0,1,left,B. Clarke cutting finger roll Layup (2 PTS) (T. Jones 3 AST),"[1629634, 1626145]",15,1610612763.0,MEM,cutting finger roll,,,Clarke,B. Clarke,,,,,Restricted Area,0-8 Center,1.41,Made,2.0,,,,,T. Jones,1626145.0,3.0,,,,,,,,,,
03:21,89,PT03M21.00S,2022-12-06T01:27:05.0Z,1,REGULAR,turnover,bad pass,[],202710,,,1610612748,21,28,2022-12-06T01:35:39Z,870000,False,,,0,,J. Butler bad pass TURNOVER (2 TO),"[202710, 1631113]",22,1610612748.0,MIA,,,,Butler,J. Butler,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,2.0,Chandler,1631113.0,,,,,,,
03:21,90,PT03M21.00S,2022-12-06T01:27:05.0Z,1,REGULAR,steal,,[],1631113,,,1610612763,21,28,2022-12-06T01:27:06Z,880000,False,,,0,,K. Chandler STEAL (1 STL),[1631113],1,1610612763.0,MEM,,,,Chandler,K. Chandler,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
03:19,91,PT03M19.00S,2022-12-06T01:27:09.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626145,6.783837056504599,48.529411764705884,1610612763,23,28,2022-12-06T01:27:17Z,890000,False,7.0,11.0,1,left,T. Jones running Layup (8 PTS) (K. Chandler 2 AST),"[1626145, 1631113]",21,1610612763.0,MEM,running,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,1.35,Made,8.0,,,,,K. Chandler,1631113.0,2.0,,,,,,,,,,
03:19,92,PT03M19.00S,2022-12-06T01:27:14.9Z,1,REGULAR,foul,personal,['1freethrow'],200768,,,1610612763,23,28,2022-12-06T01:27:31Z,900000,False,,,0,,K. Lowry shooting personal FOUL (2 PF) (Jones 1 FT),"[200768, 1626145]",7,1610612748.0,MIA,shooting,,,Lowry,K. Lowry,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1155.0,2.0,0.0,Jones,1626145.0,,
03:19,94,PT03M19.00S,2022-12-06T01:27:32.3Z,1,REGULAR,substitution,out,[],200768,,,1610612763,23,28,2022-12-06T01:28:09Z,920000,False,,,0,,SUB out: K. Lowry,[200768],7,1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,,
03:19,95,PT03M19.00S,2022-12-06T01:27:32.3Z,1,REGULAR,substitution,in,[],1629216,,,1610612763,23,28,2022-12-06T01:28:09Z,930000,False,,,0,,SUB in: G. Vincent,[1629216],2,1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
03:19,96,PT03M19.00S,2022-12-06T01:27:53.5Z,1,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1626145,,,1610612763,24,28,2022-12-06T01:27:53Z,940000,False,,,0,,T. Jones Free Throw 1 of 1 (9 PTS),[1626145],21,1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
03:05,97,PT03M05.00S,2022-12-06T01:28:08.1Z,1,REGULAR,turnover,lost ball,[],202710,,,1610612748,24,28,2022-12-06T01:28:11Z,950000,False,,,0,,J. Butler lost ball TURNOVER (3 TO),"[202710, 1629634]",22,1610612748.0,MIA,,,,Butler,J. Butler,,,,,Mid-Range,16-24 Right,,,,,,,,,,,3.0,Clarke,1629634.0,,,,,,,
03:05,98,PT03M05.00S,2022-12-06T01:28:08.1Z,1,REGULAR,steal,,[],1629634,,,1610612763,24,28,2022-12-06T01:28:09Z,960000,False,,,0,,B. Clarke STEAL (1 STL),[1629634],15,1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
03:03,99,PT03M03.00S,2022-12-06T01:28:12.7Z,1,REGULAR,foul,personal,[],202710,,,1610612763,24,28,2022-12-06T01:28:31Z,970000,False,,,0,,J. Butler personal FOUL (1 PF),"[202710, 1626145]",22,1610612748.0,MIA,,,,Butler,J. Butler,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,1162.0,1.0,0.0,Jones,1626145.0,,
02:58,101,PT02M58.00S,2022-12-06T01:28:42.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631223,6.915243101182654,3.9215686274509802,1610612763,24,28,2022-12-06T01:28:46Z,990000,False,230.0,13.0,1,left,MISS D. Roddy 3PT,[1631223],27,1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,Right Corner 3,24+ Right,23.07,Missed,,,,,,,,,,,,,,,,,,
02:56,102,PT02M56.00S,2022-12-06T01:28:44.5Z,1,REGULAR,rebound,defensive,[],203473,,,1610612748,24,28,2022-12-06T01:28:46Z,1000000,False,,,0,,D. Dedmon REBOUND (Off:0 Def:2),[203473],21,1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,Right Corner 3,24+ Right,,,,101.0,2.0,2.0,0.0,,,,,,,,,,,,,
02:45,104,PT02M45.00S,2022-12-06T01:29:00.7Z,1,REGULAR,substitution,out,[],1628997,,,1610612748,24,28,2022-12-06T01:29:15Z,1020000,False,,,0,,SUB out: C. Martin,[1628997],16,1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
02:45,105,PT02M45.00S,2022-12-06T01:29:00.7Z,1,REGULAR,substitution,out,[],202710,,,1610612748,24,28,2022-12-06T01:29:15Z,1030000,False,,,0,,SUB out: J. Butler,[202710],22,1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
02:45,106,PT02M45.00S,2022-12-06T01:29:00.7Z,1,REGULAR,substitution,in,[],1629639,,,1610612748,24,28,2022-12-06T01:29:15Z,1040000,False,,,0,,SUB in: T. Herro,[1629639],14,1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
02:45,107,PT02M45.00S,2022-12-06T01:29:00.7Z,1,REGULAR,substitution,in,[],1629312,,,1610612748,24,28,2022-12-06T01:29:15Z,1050000,False,,,0,,SUB in: H. Highsmith,[1629312],24,1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,,,,,,,,,,
02:35,108,PT02M35.00S,2022-12-06T01:29:30.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203473,93.9060446780552,48.529411764705884,1610612748,24,28,2022-12-06T01:29:38Z,1060000,False,-7.0,5.0,1,right,MISS D. Dedmon Layup - blocked,"[203473, 1630583]",21,1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,Restricted Area,0-8 Center,0.88,Missed,,,,,,,,,,,,,,,,,Aldama,1630583.0
02:35,109,PT02M35.00S,2022-12-06T01:29:30.4Z,1,REGULAR,block,,[],1630583,,,1610612748,24,28,2022-12-06T01:29:33Z,1070000,False,,,0,,S. Aldama BLOCK (1 BLK),[1630583],7,1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
02:29,110,PT02M29.00S,2022-12-06T01:29:36.4Z,1,REGULAR,rebound,offensive,[],203473,,,1610612748,24,28,2022-12-06T01:29:38Z,1080000,False,,,0,,D. Dedmon REBOUND (Off:1 Def:2),[203473],21,1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,Restricted Area,0-8 Center,,,,108.0,3.0,2.0,1.0,,,,,,,,,,,,,
02:29,111,PT02M29.00S,2022-12-06T01:29:36.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203473,94.40999984741211,50.0,1610612748,24,28,2022-12-06T01:29:36Z,1090000,False,0.0,0.0,1,right,MISS D. Dedmon putback Layup,[203473],21,1610612748.0,MIA,putback,,,Dedmon,D. Dedmon,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
02:28,112,PT02M28.00S,2022-12-06T01:29:37.8Z,1,REGULAR,rebound,offensive,[],203473,,,1610612748,24,28,2022-12-06T01:29:37Z,1100000,False,,,0,,D. Dedmon REBOUND (Off:2 Def:2),[203473],21,1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,Mid-Range,8-16 Left,,,,111.0,4.0,2.0,2.0,,,,,,,,,,,,,
02:28,113,PT02M28.00S,2022-12-06T01:29:37.8Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203473,94.40999984741211,50.0,1610612748,24,28,2022-12-06T01:29:40Z,1110000,False,0.0,0.0,1,right,MISS D. Dedmon putback Layup - blocked,"[203473, 1631223]",21,1610612748.0,MIA,putback,,,Dedmon,D. Dedmon,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,Roddy,1631223.0
02:28,114,PT02M28.00S,2022-12-06T01:29:37.8Z,1,REGULAR,block,,[],1631223,,,1610612748,24,28,2022-12-06T01:29:38Z,1120000,False,,,0,,D. Roddy BLOCK (1 BLK),[1631223],27,1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
02:28,115,PT02M28.00S,2022-12-06T01:29:37.8Z,1,REGULAR,rebound,defensive,[],1630583,,,1610612763,24,28,2022-12-06T01:29:40Z,1130000,False,,,0,,S. Aldama REBOUND (Off:0 Def:3),[1630583],7,1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Restricted Area,0-8 Center,,,,113.0,3.0,3.0,0.0,,,,,,,,,,,,,
02:24,116,PT02M24.00S,2022-12-06T01:29:41.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630583,30.962549277266753,65.44117647058823,1610612763,24,28,2022-12-06T01:29:47Z,1140000,False,-77.0,239.0,1,left,MISS S. Aldama 25' 3PT,[1630583],7,1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Above the Break 3,24+ Center,25.07,Missed,,,,,,,,,,,,,,,,,,
02:18,117,PT02M18.00S,2022-12-06T01:29:47.6Z,1,REGULAR,rebound,defensive,[],1629216,,,1610612748,24,28,2022-12-06T01:29:47Z,1150000,False,,,0,,G. Vincent REBOUND (Off:0 Def:1),[1629216],2,1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Center,,,,116.0,1.0,1.0,0.0,,,,,,,,,,,,,
02:14,118,PT02M14.00S,2022-12-06T01:29:54.0Z,1,REGULAR,foul,offensive,[],203473,,,1610612748,24,28,2022-12-06T01:30:01Z,1160000,False,,,0,,D. Dedmon offensive FOUL (1 PF),"[203473, 1631113]",21,1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,1155.0,1.0,0.0,Chandler,1631113.0,,
02:14,120,PT02M14.00S,2022-12-06T01:29:54.0Z,1,REGULAR,turnover,offensive foul,[],203473,,,1610612748,24,28,2022-12-06T01:29:54Z,1180000,False,,,0,,D. Dedmon offensive foul TURNOVER (1 TO),[203473],21,1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,Above the Break 3,24+ Center,,,,,,,,,,,1.0,,,1155.0,,,,,,
02:14,121,PT02M14.00S,2022-12-06T01:29:59.6Z,1,REGULAR,substitution,out,[],1630583,,,1610612763,24,28,2022-12-06T01:30:24Z,1190000,False,,,0,,SUB out: S. Aldama,[1630583],7,1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
02:14,122,PT02M14.00S,2022-12-06T01:29:59.6Z,1,REGULAR,substitution,out,[],1626145,,,1610612763,24,28,2022-12-06T01:30:24Z,1200000,False,,,0,,SUB out: T. Jones,[1626145],21,1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
02:14,123,PT02M14.00S,2022-12-06T01:29:59.6Z,1,REGULAR,substitution,out,[],1631223,,,1610612763,24,28,2022-12-06T01:30:24Z,1210000,False,,,0,,SUB out: D. Roddy,[1631223],27,1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,,,,,,,,,,
02:14,124,PT02M14.00S,2022-12-06T01:29:59.6Z,1,REGULAR,substitution,in,[],1630214,,,1610612763,24,28,2022-12-06T01:30:24Z,1220000,False,,,0,,SUB in: X. Tillman,[1630214],2,1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,,
02:14,125,PT02M14.00S,2022-12-06T01:29:59.6Z,1,REGULAR,substitution,in,[],1631246,,,1610612763,24,28,2022-12-06T01:30:24Z,1230000,False,,,0,,SUB in: V. Williams Jr.,[1631246],5,1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
02:14,126,PT02M14.00S,2022-12-06T01:29:59.6Z,1,REGULAR,substitution,in,[],1628415,,,1610612763,24,28,2022-12-06T01:30:24Z,1240000,False,,,0,,SUB in: D. Brooks,[1628415],24,1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
02:14,127,PT02M14.00S,2022-12-06T01:30:25.4Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612763,24,28,2022-12-06T01:30:28Z,1250000,False,,,0,,TEAM delay-of-game VIOLATION,[],,1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,1162.0,,,,,,
01:59,128,PT01M59.00S,2022-12-06T01:30:45.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628415,30.56833114323259,69.36274509803921,1610612763,24,28,2022-12-06T01:30:50Z,1260000,False,-97.0,235.0,1,left,MISS D. Brooks 25' pullup 3PT,[1628415],24,1610612763.0,MEM,pullup,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Left Center,25.4,Missed,,,,,,,,,,,,,,,,,,
01:55,129,PT01M55.00S,2022-12-06T01:30:49.6Z,1,REGULAR,rebound,defensive,[],1629639,,,1610612748,24,28,2022-12-06T01:30:50Z,1270000,False,,,0,,T. Herro REBOUND (Off:0 Def:5),[1629639],14,1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Left Center,,,,128.0,5.0,5.0,0.0,,,,,,,,,,,,,
01:42,130,PT01M42.00S,2022-12-06T01:31:02.9Z,1,REGULAR,3pt,Jump Shot,[],1629312,73.9323258869908,14.950980392156863,1610612748,24,28,2022-12-06T01:31:07Z,1280000,False,-175.0,193.0,1,right,MISS H. Highsmith 26' 3PT,[1629312],24,1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Above the Break 3,24+ Left Center,26.03,Missed,,,,,,,,,,,,,,,,,,
01:38,131,PT01M38.00S,2022-12-06T01:31:06.9Z,1,REGULAR,rebound,defensive,[],1628415,,,1610612763,24,28,2022-12-06T01:31:07Z,1290000,False,,,0,,D. Brooks REBOUND (Off:0 Def:1),[1628415],24,1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Left Center,,,,130.0,1.0,1.0,0.0,,,,,,,,,,,,,
01:35,132,PT01M35.00S,2022-12-06T01:31:09.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1631113,12.828515111695138,45.34313725490196,1610612763,24,28,2022-12-06T01:31:14Z,1300000,False,23.0,68.0,1,left,MISS K. Chandler 7' driving floating Shot,[1631113],1,1610612763.0,MEM,driving floating,,,Chandler,K. Chandler,,,,,In The Paint (Non-RA),0-8 Center,7.2,Missed,,,,,,,,,,,,,,,,,,
01:33,133,PT01M33.00S,2022-12-06T01:31:12.7Z,1,REGULAR,rebound,offensive,[],1630214,,,1610612763,24,28,2022-12-06T01:31:12Z,1310000,False,,,0,,X. Tillman REBOUND (Off:1 Def:0),[1630214],2,1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,In The Paint (Non-RA),0-8 Center,,,,132.0,1.0,0.0,1.0,,,,,,,,,,,,,
01:27,135,PT01M27.00S,2022-12-06T01:31:55.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629634,13.87976346911958,42.8921568627451,1610612763,26,28,2022-12-06T02:15:39Z,1330000,False,36.0,78.0,1,left,B. Clarke 8' driving Layup (4 PTS),[1629634],15,1610612763.0,MEM,driving,,,Clarke,B. Clarke,,,,,In The Paint (Non-RA),8-16 Center,8.57,Made,4.0,,,,,,,,,,,,,,,,,
01:27,136,PT01M27.00S,2022-12-06T01:31:59.1Z,1,REGULAR,foul,personal,['1freethrow'],203473,,,1610612763,26,28,2022-12-06T01:32:05Z,1340000,False,,,0,,D. Dedmon shooting personal FOUL (2 PF) (Clarke 1 FT),"[203473, 1629634]",21,1610612748.0,MIA,shooting,,,Dedmon,D. Dedmon,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,1162.0,2.0,0.0,Clarke,1629634.0,,
01:27,138,PT01M27.00S,2022-12-06T01:32:11.9Z,1,REGULAR,substitution,out,[],203473,,,1610612763,26,28,2022-12-06T01:33:13Z,1360000,False,,,0,,SUB out: D. Dedmon,[203473],21,1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,,
01:27,139,PT01M27.00S,2022-12-06T01:32:11.9Z,1,REGULAR,substitution,in,[],1628389,,,1610612763,26,28,2022-12-06T01:33:13Z,1370000,False,,,0,,SUB in: B. Adebayo,[1628389],13,1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
01:27,140,PT01M27.00S,2022-12-06T01:32:35.3Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],1629634,,,1610612763,27,28,2022-12-06T01:32:35Z,1380000,False,,,0,,B. Clarke Free Throw 1 of 1 (5 PTS),[1629634],15,1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
01:13,144,PT01M13.00S,2022-12-06T01:33:16.3Z,1,REGULAR,foul,personal,['3freethrow'],1631246,,,1610612748,27,28,2022-12-06T01:33:24Z,1410000,False,,,0,,V. Williams Jr. shooting personal FOUL (1 PF) (Strus 3 FT),"[1631246, 1629622]",5,1610612763.0,MEM,shooting,,,Williams Jr.,V. Williams Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,1155.0,1.0,0.0,Strus,1629622.0,,
01:13,146,PT01M13.00S,2022-12-06T01:33:35.8Z,1,REGULAR,freethrow,1 of 3,[],1629622,,,1610612748,27,28,2022-12-06T01:33:35Z,1430000,False,,,0,,MISS M. Strus Free Throw 1 of 3,[1629622],31,1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
01:13,147,PT01M13.00S,2022-12-06T01:33:35.8Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,27,28,2022-12-06T01:33:35Z,1440000,False,,,0,,TEAM offensive REBOUND,[],,1610612748.0,MIA,,,,,,,,,,,,,,,146.0,,,,,,,,,,,,,,,,
01:13,149,PT01M13.00S,2022-12-06T01:33:47.7Z,1,REGULAR,freethrow,2 of 3,[],1629622,,,1610612748,27,29,2022-12-06T01:33:47Z,1450000,False,,,0,,M. Strus Free Throw 2 of 3 (1 PTS),[1629622],31,1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
01:13,150,PT01M13.00S,2022-12-06T01:34:01.0Z,1,REGULAR,freethrow,3 of 3,[],1629622,,,1610612748,27,30,2022-12-06T01:34:01Z,1460000,False,,,0,,M. Strus Free Throw 3 of 3 (2 PTS),[1629622],31,1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
00:55,151,PT00M55.20S,2022-12-06T01:34:20.2Z,1,REGULAR,3pt,Jump Shot,[],1631113,32.933639947437584,32.59803921568628,1610612763,27,30,2022-12-06T01:34:29Z,1470000,False,87.0,257.0,1,left,MISS K. Chandler 27' 3PT,[1631113],1,1610612763.0,MEM,,,,Chandler,K. Chandler,,,,,Above the Break 3,24+ Right Center,27.14,Missed,,,,,,,,,,,,,,,,,,
00:51,152,PT00M51.90S,2022-12-06T01:34:23.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612763,27,30,2022-12-06T01:34:38Z,1480000,False,,,0,,TEAM offensive REBOUND,[],,1610612763.0,MEM,,,,,,,,,,Above the Break 3,24+ Right Center,,,,151.0,,,,,,,,,,,,,,,,
00:40,155,PT00M40.10S,2022-12-06T01:34:54.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628415,33.065045992115635,58.333333333333336,1610612763,27,30,2022-12-06T01:35:17Z,1510000,False,-42.0,258.0,1,left,MISS D. Brooks 26' 3PT,[1628415],24,1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Center,26.16,Missed,,,,,,,,,,,,,,,,,,
00:38,156,PT00M38.40S,2022-12-06T01:34:56.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612763,27,30,2022-12-06T01:35:17Z,1520000,False,,,0,,TEAM offensive REBOUND,[],,1610612763.0,MEM,,,,,,,,,,Above the Break 3,24+ Center,,,,155.0,,,,,,,,,,,,,,,,
00:34,158,PT00M34.10S,2022-12-06T01:35:22.7Z,1,REGULAR,turnover,lost ball,[],1628415,,,1610612763,27,30,2022-12-06T01:35:27Z,1540000,False,,,0,,D. Brooks lost ball TURNOVER (2 TO),"[1628415, 1629312]",24,1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,Mid-Range,8-16 Left,,,,,,,,,,,2.0,Highsmith,1629312.0,,,,,,,
00:34,159,PT00M34.10S,2022-12-06T01:35:22.7Z,1,REGULAR,steal,,[],1629312,,,1610612748,27,30,2022-12-06T01:35:25Z,1550000,False,,,0,,H. Highsmith STEAL (1 STL),[1629312],24,1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
00:28,160,PT00M28.30S,2022-12-06T01:35:31.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629634,,,1610612748,27,30,2022-12-06T01:35:41Z,1560000,False,,,0,,B. Clarke personal FOUL (1 PF) (Adebayo 2 FT),"[1629634, 1628389]",15,1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,1162.0,1.0,0.0,Adebayo,1628389.0,,
00:28,162,PT00M28.30S,2022-12-06T01:35:56.5Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1628389,,,1610612748,27,31,2022-12-06T01:35:56Z,1580000,False,,,0,,B. Adebayo Free Throw 1 of 2 (5 PTS),[1628389],13,1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
00:28,163,PT00M28.30S,2022-12-06T01:35:58.4Z,1,REGULAR,substitution,out,[],1631246,,,1610612748,27,31,2022-12-06T01:36:03Z,1590000,False,,,0,,SUB out: V. Williams Jr.,[1631246],5,1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
00:28,164,PT00M28.30S,2022-12-06T01:35:58.4Z,1,REGULAR,substitution,in,[],1626145,,,1610612748,27,31,2022-12-06T01:36:03Z,1600000,False,,,0,,SUB in: T. Jones,[1626145],21,1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
00:28,165,PT00M28.30S,2022-12-06T01:36:17.4Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1628389,,,1610612748,27,32,2022-12-06T01:36:17Z,1610000,False,,,0,,B. Adebayo Free Throw 2 of 2 (6 PTS),[1628389],13,1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
00:03,167,PT00M03.50S,2022-12-06T01:37:04.4Z,1,REGULAR,3pt,Jump Shot,[],1628415,28.465834428383708,75.0,1610612763,27,32,2022-12-06T01:37:07Z,1630000,False,-125.0,215.0,1,left,MISS D. Brooks 24' 3PT,[1628415],24,1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Left Center,24.88,Missed,,,,,,,,,,,,,,,,,,
00:01,168,PT00M01.80S,2022-12-06T01:37:06.1Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,27,32,2022-12-06T01:37:06Z,1640000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:1),[1628389],13,1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Left Center,,,,167.0,1.0,1.0,0.0,,,,,,,,,,,,,
00:00,169,PT00M00.00S,2022-12-06T01:37:17.3Z,1,REGULAR,period,end,[],0,,,1610612748,27,32,2022-12-06T01:37:17Z,1650000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12:00,170,PT12M00.00S,2022-12-06T01:39:24.1Z,2,REGULAR,substitution,out,['startperiod'],1626145,,,1610612748,27,32,2022-12-06T01:39:45Z,1660000,False,,,0,,SUB out: T. Jones,[1626145],21,1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
12:00,171,PT12M00.00S,2022-12-06T01:39:24.1Z,2,REGULAR,substitution,in,['startperiod'],1631246,,,1610612748,27,32,2022-12-06T01:39:45Z,1670000,False,,,0,,SUB in: V. Williams Jr.,[1631246],5,1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
12:00,172,PT12M00.00S,2022-12-06T01:40:00.2Z,2,REGULAR,period,start,[],0,,,1610612748,27,32,2022-12-06T01:40:00Z,1680000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11:39,174,PT11M39.00S,2022-12-06T01:40:38.6Z,2,REGULAR,turnover,bad pass,[],1629216,,,1610612748,27,32,2022-12-06T01:40:44Z,1700000,False,,,0,,G. Vincent bad pass TURNOVER (1 TO),"[1629216, 1631246]",2,1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1.0,Williams Jr.,1631246.0,,,,,,,
