actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2023-01-19T01:10:11.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-01-19T01:10:11Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2023-01-19T01:10:14.9Z,1,REGULAR,jumpball,recovered,[],1629630,,,1610612763,0,0,2023-01-19T01:10:15Z,40000,False,,,0,,Jump Ball S. Adams vs. J. Allen: Tip to J. Morant,"[1629630, 203500, 1628386]",1610612763.0,MEM,startperiod,J. Morant,1629630.0,Morant,J. Morant,Adams,203500.0,Allen,1628386.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M47.00S,2023-01-19T01:10:26.9Z,1,REGULAR,foul,offensive,[],1630217,,,1610612763,0,0,2023-01-19T01:10:37Z,70000,False,,,0,,D. Bane offensive FOUL (1 PF),"[1630217, 1630596]",1610612763.0,MEM,,,,Bane,D. Bane,,,,,Mid-Range,16-24 Left Center,204059.0,1.0,0.0,Mobley,1630596.0,,,,,,,,,,,,,,,
9,PT11M47.00S,2023-01-19T01:10:26.9Z,1,REGULAR,turnover,offensive foul,[],1630217,,,1610612763,0,0,2023-01-19T01:10:26Z,90000,False,,,0,,D. Bane offensive foul TURNOVER (1 TO),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Mid-Range,16-24 Left Center,204059.0,,,,,1.0,,,,,,,,,,,,,,
10,PT11M33.00S,2023-01-19T01:10:50.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629636,89.17542706964521,95.58823529411765,1610612739,0,3,2023-01-19T01:13:24Z,100000,False,228.0,49.0,1,right,D. Garland 3PT step back (3 PTS) (C. LeVert 1 AST),"[1629636, 1627747]",1610612739.0,CLE,step back,,,Garland,D. Garland,,,,,Right Corner 3,24+ Right,,,,,,,23.32,Made,3.0,C. LeVert,1627747.0,1.0,,,,,,,,
12,PT11M19.00S,2023-01-19T01:11:03.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,11.645860709592641,41.17647058823529,1610612763,0,3,2023-01-19T01:11:07Z,120000,False,44.0,57.0,1,left,MISS J. Morant 7' driving floating Shot,[1629630],1610612763.0,MEM,driving floating,,,Morant,J. Morant,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,7.21,Missed,,,,,,,,,,,,
13,PT11M16.00S,2023-01-19T01:11:06.6Z,1,REGULAR,rebound,defensive,[],1629636,,,1610612739,0,3,2023-01-19T01:11:07Z,130000,False,,,0,,D. Garland REBOUND (Off:0 Def:1),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,12.0,1.0,1.0,0.0,,,,
14,PT11M14.00S,2023-01-19T01:11:09.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630171,92.19776609724047,46.81372549019608,1610612739,0,5,2023-01-19T01:11:13Z,140000,False,-16.0,21.0,1,right,I. Okoro running DUNK (2 PTS) (D. Garland 1 AST),"[1630171, 1629636]",1610612739.0,CLE,running,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,,,,,,,2.62,Made,2.0,D. Garland,1629636.0,1.0,,,,,,,,
16,PT11M00.00S,2023-01-19T01:11:22.1Z,1,REGULAR,3pt,Jump Shot,[],1628415,27.151773981603156,76.9607843137255,1610612763,0,5,2023-01-19T01:11:26Z,160000,False,-135.0,203.0,1,left,MISS D. Brooks 24' 3PT,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Left Center,,,,,,,24.34,Missed,,,,,,,,,,,,
17,PT10M58.00S,2023-01-19T01:11:24.1Z,1,REGULAR,rebound,defensive,[],1630171,,,1610612739,0,5,2023-01-19T01:11:26Z,170000,False,,,0,,I. Okoro REBOUND (Off:0 Def:1),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,16.0,1.0,1.0,0.0,,,,
18,PT10M52.00S,2023-01-19T01:11:30.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629636,83.39356110381078,45.83333333333333,1610612739,0,5,2023-01-19T01:11:35Z,180000,False,-21.0,104.0,1,right,MISS D. Garland 10' driving floating Shot,[1629636],1610612739.0,CLE,driving floating,,,Garland,D. Garland,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,10.57,Missed,,,,,,,,,,,,
19,PT10M49.00S,2023-01-19T01:11:33.9Z,1,REGULAR,rebound,defensive,[],203500,,,1610612763,0,5,2023-01-19T01:11:35Z,190000,False,,,0,,S. Adams REBOUND (Off:0 Def:1),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,18.0,1.0,1.0,0.0,,,,
20,PT10M45.00S,2023-01-19T01:11:37.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629630,26.10052562417871,20.098039215686274,1610612763,0,5,2023-01-19T01:11:43Z,200000,False,150.0,193.0,1,left,MISS J. Morant 24' running pullup 3PT,[1629630],1610612763.0,MEM,running pullup,,,Morant,J. Morant,,,,,Above the Break 3,24+ Right Center,,,,,,,24.4,Missed,,,,,,,,,,,,
21,PT10M42.00S,2023-01-19T01:11:40.3Z,1,REGULAR,rebound,defensive,[],1629636,,,1610612739,0,5,2023-01-19T01:11:43Z,210000,False,,,0,,D. Garland REBOUND (Off:0 Def:2),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,20.0,2.0,2.0,0.0,,,,
22,PT10M31.00S,2023-01-19T01:11:52.5Z,1,REGULAR,3pt,Jump Shot,[],1630596,71.43561103810775,72.79411764705883,1610612739,0,5,2023-01-19T01:11:58Z,220000,False,114.0,216.0,1,right,MISS E. Mobley 24' step back 3PT,[1630596],1610612739.0,CLE,step back,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Right Center,,,,,,,24.42,Missed,,,,,,,,,,,,
23,PT10M27.00S,2023-01-19T01:11:56.5Z,1,REGULAR,rebound,defensive,[],1628991,,,1610612763,0,5,2023-01-19T01:11:58Z,230000,False,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:1),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,22.0,1.0,1.0,0.0,,,,
24,PT10M18.00S,2023-01-19T01:12:05.0Z,1,REGULAR,foul,personal,['2freethrow'],1630596,,,1610612763,0,5,2023-01-19T01:12:15Z,240000,False,,,0,,E. Mobley shooting personal FOUL (1 PF) (Jackson Jr. 2 FT),"[1630596, 1628991]",1610612739.0,CLE,shooting,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),8-16 Center,200832.0,1.0,0.0,Jackson Jr.,1628991.0,,,,,,,,,,,,,,,
26,PT10M18.00S,2023-01-19T01:12:27.3Z,1,REGULAR,freethrow,1 of 2,[],1628991,,,1610612763,1,5,2023-01-19T01:12:27Z,260000,False,,,0,,J. Jackson Jr. Free Throw 1 of 2 (1 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,Made,1.0,,,,,,,,,,,
27,PT10M18.00S,2023-01-19T01:12:44.3Z,1,REGULAR,freethrow,2 of 2,[],1628991,,,1610612763,2,5,2023-01-19T01:12:44Z,270000,False,,,0,,J. Jackson Jr. Free Throw 2 of 2 (2 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,Made,2.0,,,,,,,,,,,
28,PT10M03.00S,2023-01-19T01:13:02.0Z,1,REGULAR,foul,personal,[],1630217,,,1610612739,2,5,2023-01-19T01:13:09Z,280000,False,,,0,,D. Bane personal FOUL (2 PF),"[1630217, 1627747]",1610612763.0,MEM,,,,Bane,D. Bane,,,,,Mid-Range,16-24 Right Center,204059.0,2.0,0.0,LeVert,1627747.0,,,,,,,,,,,,,,,
30,PT10M03.00S,2023-01-19T01:13:09.3Z,1,REGULAR,substitution,out,[],1630217,,,1610612739,2,5,2023-01-19T01:13:11Z,300000,False,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
31,PT10M03.00S,2023-01-19T01:13:09.3Z,1,REGULAR,substitution,in,[],1630533,,,1610612739,2,5,2023-01-19T01:13:11Z,310000,False,,,0,,SUB in: Z. Williams,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
32,PT10M03.00S,2023-01-19T01:13:23.9Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612739,2,5,2023-01-19T01:13:28Z,320000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612763.0,MEM,,,,,,,,,,,,204059.0,,,,,,,,,,,,,,,,,,,
33,PT09M50.00S,2023-01-19T01:13:46.8Z,1,REGULAR,2pt,Jump Shot,[],1627747,76.69185282522996,34.80392156862745,1610612739,2,7,2023-01-19T01:13:52Z,330000,False,-76.0,167.0,1,right,C. LeVert 18' step back Jump Shot (2 PTS),[1627747],1610612739.0,CLE,step back,,,LeVert,C. LeVert,,,,,Mid-Range,16-24 Left Center,,,,,,,18.31,Made,2.0,,,,,,,,,,,
34,PT09M34.00S,2023-01-19T01:14:03.0Z,1,REGULAR,3pt,Jump Shot,[],1628991,5.995400788436268,95.34313725490196,1610612763,2,7,2023-01-19T01:14:06Z,340000,False,-227.0,4.0,1,left,MISS J. Jackson Jr. 3PT,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Left Corner 3,24+ Left,,,,,,,22.67,Missed,,,,,,,,,,,,
35,PT09M32.00S,2023-01-19T01:14:05.0Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,2,7,2023-01-19T01:14:06Z,350000,False,,,0,,E. Mobley REBOUND (Off:0 Def:1),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,34.0,1.0,1.0,0.0,,,,
36,PT09M24.00S,2023-01-19T01:14:14.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628386,92.72339027595268,48.03921568627451,1610612739,2,9,2023-01-19T01:14:17Z,360000,False,-10.0,16.0,1,right,J. Allen cutting DUNK (2 PTS) (C. LeVert 2 AST),"[1628386, 1627747]",1610612739.0,CLE,cutting,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,,,1.87,Made,2.0,C. LeVert,1627747.0,2.0,,,,,,,,
38,PT08M58.00S,2023-01-19T01:14:41.3Z,1,REGULAR,foul,personal,['2freethrow'],1629636,,,1610612763,2,9,2023-01-19T01:14:47Z,380000,False,,,0,,D. Garland shooting personal FOUL (1 PF) (Morant 2 FT),"[1629636, 1629630]",1610612739.0,CLE,shooting,,,Garland,D. Garland,,,,,In The Paint (Non-RA),8-16 Center,204059.0,1.0,0.0,Morant,1629630.0,,,,,,,,,,,,,,,
40,PT08M58.00S,2023-01-19T01:15:03.4Z,1,REGULAR,freethrow,1 of 2,[],1629630,,,1610612763,2,9,2023-01-19T01:15:03Z,400000,False,,,0,,MISS J. Morant Free Throw 1 of 2,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,Missed,,,,,,,,,,,,
41,PT08M58.00S,2023-01-19T01:15:03.4Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612763,2,9,2023-01-19T01:15:03Z,410000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,
42,PT08M58.00S,2023-01-19T01:15:20.3Z,1,REGULAR,freethrow,2 of 2,[],1629630,,,1610612763,3,9,2023-01-19T01:15:20Z,420000,False,,,0,,J. Morant Free Throw 2 of 2 (1 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,Made,1.0,,,,,,,,,,,
43,PT08M46.00S,2023-01-19T01:15:33.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627747,91.93495400788436,46.32352941176471,1610612739,3,11,2023-01-19T01:15:38Z,430000,False,-18.0,23.0,1,right,C. LeVert driving reverse Layup (4 PTS),[1627747],1610612739.0,CLE,driving reverse,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,,,,,,,2.97,Made,4.0,,,,,,,,,,,
