actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,jumpBallRecoverdPersonId
171,PT00M01.90S,2023-02-08T01:37:15.9Z,1,REGULAR,turnover,lost ball,[],1630583,,,1610612763,26,14,2023-02-08T01:37:19Z,1690000,False,,,0,,S. Aldama lost ball TURNOVER (1 TO),"[1630583, 201609]",1610612763.0,MEM,,,,,,,In The Paint (Non-RA),8-16 Center,,,Aldama,S. Aldama,,,,,,,,,,,,,,1.0,,,Dragic,201609.0,
172,PT00M01.90S,2023-02-08T01:37:15.9Z,1,REGULAR,steal,,[],201609,,,1610612741,26,14,2023-02-08T01:37:17Z,1700000,False,,,0,,G. Dragic STEAL (1 STL),[201609],1610612741.0,CHI,,,,,,,In The Paint (Non-RA),8-16 Center,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,
173,PT00M00.00S,2023-02-08T01:37:19.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201609,45.54862023653088,60.78431372549019,1610612741,26,14,2023-02-08T01:37:35Z,1710000,False,-54.0,376.0,1,left,MISS G. Dragic 37' pullup 3PT,[201609],1610612741.0,CHI,pullup,,,,,,Above the Break 3,24+ Center,37.95,Missed,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,
174,PT00M00.00S,2023-02-08T01:37:19.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612741,26,14,2023-02-08T01:37:35Z,1720000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Center,,,,,173.0,,,,,,,,,,,,,,,,,,
175,PT00M00.00S,2023-02-08T01:37:23.8Z,1,REGULAR,period,end,[],0,,,1610612741,26,14,2023-02-08T01:37:23Z,1730000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2023-02-08T01:39:29.7Z,2,REGULAR,substitution,out,['startperiod'],1629723,,,1610612741,26,14,2023-02-08T01:39:51Z,1740000,False,,,0,,SUB out: J. Konchar,[1629723],1610612763.0,MEM,,,,,,,,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2023-02-08T01:39:29.7Z,2,REGULAR,substitution,out,['startperiod'],203897,,,1610612741,26,14,2023-02-08T01:39:51Z,1750000,False,,,0,,SUB out: Z. LaVine,[203897],1610612741.0,CHI,,,,,,,,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2023-02-08T01:39:29.7Z,2,REGULAR,substitution,in,['startperiod'],201980,,,1610612741,26,14,2023-02-08T01:39:51Z,1760000,False,,,0,,SUB in: D. Green,[201980],1610612763.0,MEM,,,,,,,,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,
179,PT12M00.00S,2023-02-08T01:39:29.7Z,2,REGULAR,substitution,in,['startperiod'],1630245,,,1610612741,26,14,2023-02-08T01:39:51Z,1770000,False,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,,,,,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,
180,PT12M00.00S,2023-02-08T01:40:03.1Z,2,REGULAR,period,start,[],0,,,1610612741,26,14,2023-02-08T01:40:03Z,1780000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT11M41.00S,2023-02-08T01:40:21.6Z,2,REGULAR,3pt,Jump Shot,[],1627884,10.463206307490145,95.09803921568627,1610612741,26,14,2023-02-08T01:40:26Z,1790000,False,-225.0,46.0,1,left,MISS D. Jones Jr. 3PT,[1627884],1610612741.0,CHI,,,,,,,Left Corner 3,24+ Left,23.01,Missed,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,
182,PT11M37.00S,2023-02-08T01:40:25.6Z,2,REGULAR,rebound,offensive,[],203083,,,1610612741,26,14,2023-02-08T01:40:26Z,1800000,False,,,0,,A. Drummond REBOUND (Off:1 Def:3),[203083],1610612741.0,CHI,,,,,,,Left Corner 3,24+ Left,,,Drummond,A. Drummond,181.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
183,PT11M34.00S,2023-02-08T01:40:28.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629632,11.908672798948752,38.23529411764706,1610612741,26,14,2023-02-08T01:40:34Z,1810000,False,59.0,59.0,1,left,MISS C. White 8' driving Layup - blocked,"[1629632, 1630217]",1610612741.0,CHI,driving,,,,,,In The Paint (Non-RA),8-16 Right,8.36,Missed,White,C. White,,,,,,,,,,,,,,,Bane,1630217.0,,,
184,PT11M34.00S,2023-02-08T01:40:28.8Z,2,REGULAR,block,,[],1630217,,,1610612741,26,14,2023-02-08T01:40:31Z,1820000,False,,,0,,D. Bane BLOCK (1 BLK),[1630217],1610612763.0,MEM,,,,,,,In The Paint (Non-RA),8-16 Right,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,
185,PT11M30.00S,2023-02-08T01:40:32.8Z,2,REGULAR,rebound,defensive,[],1629634,,,1610612763,26,14,2023-02-08T01:40:34Z,1830000,False,,,0,,B. Clarke REBOUND (Off:0 Def:3),[1629634],1610612763.0,MEM,,,,,,,In The Paint (Non-RA),8-16 Right,,,Clarke,B. Clarke,183.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
186,PT11M28.00S,2023-02-08T01:40:33.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629634,91.5407358738502,53.18627450980392,1610612763,28,14,2023-02-08T01:40:39Z,1840000,False,16.0,27.0,1,right,B. Clarke running alley-oop Layup (4 PTS) (S. Aldama 1 AST),"[1629634, 1630583]",1610612763.0,MEM,running alley-oop,,,,,,Restricted Area,0-8 Center,3.13,Made,Clarke,B. Clarke,,,,,4.0,S. Aldama,1630583.0,1.0,,,,,,,,,,,
188,PT11M12.00S,2023-02-08T01:40:49.2Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203083,9.674770039421814,49.01960784313725,1610612741,28,16,2023-02-08T01:40:54Z,1860000,False,5.0,38.0,1,left,A. Drummond Hook (2 PTS) (G. Dragic 1 AST),"[203083, 201609]",1610612741.0,CHI,,,,,,,Restricted Area,0-8 Center,3.87,Made,Drummond,A. Drummond,,,,,2.0,G. Dragic,201609.0,1.0,,,,,,,,,,,
190,PT10M52.00S,2023-02-08T01:41:09.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630583,91.27792378449409,36.51960784313725,1610612763,28,16,2023-02-08T01:41:17Z,1880000,False,-67.0,29.0,1,right,MISS S. Aldama 7' driving Layup - blocked,"[1630583, 1630245]",1610612763.0,MEM,driving,,,,,,In The Paint (Non-RA),0-8 Center,7.36,Missed,Aldama,S. Aldama,,,,,,,,,,,,,,,Dosunmu,1630245.0,,,
249,PT10M52.00S,2023-02-08T01:41:09.9Z,2,REGULAR,block,,[],1630245,,,1610612763,28,16,2023-02-08T01:50:23Z,1885000,False,,,0,,A. Dosunmu BLOCK (1 BLK),[1630245],1610612741.0,CHI,,,,,,,In The Paint (Non-RA),0-8 Center,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,
191,PT10M47.00S,2023-02-08T01:41:14.9Z,2,REGULAR,rebound,defensive,[],1630245,,,1610612741,28,16,2023-02-08T01:41:17Z,1890000,False,,,0,,A. Dosunmu REBOUND (Off:0 Def:2),[1630245],1610612741.0,CHI,,,,,,,In The Paint (Non-RA),0-8 Center,,,Dosunmu,A. Dosunmu,190.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
193,PT10M32.00S,2023-02-08T01:41:44.2Z,2,REGULAR,3pt,Jump Shot,[],1629632,31.225361366622867,37.254901960784316,1610612741,28,16,2023-02-08T01:41:48Z,1910000,False,64.0,241.0,1,left,MISS C. White 24' 3PT,[1629632],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Center,24.93,Missed,White,C. White,,,,,,,,,,,,,,,,,,,
194,PT10M29.00S,2023-02-08T01:41:47.2Z,2,REGULAR,rebound,defensive,[],1630217,,,1610612763,28,16,2023-02-08T01:41:48Z,1920000,False,,,0,,D. Bane REBOUND (Off:0 Def:4),[1630217],1610612763.0,MEM,,,,,,,Above the Break 3,24+ Center,,,Bane,D. Bane,193.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
195,PT10M10.00S,2023-02-08T01:42:06.2Z,2,REGULAR,3pt,Jump Shot,[],201980,92.59198423127464,94.6078431372549,1610612763,28,16,2023-02-08T01:42:10Z,1930000,False,223.0,17.0,1,right,MISS D. Green 3PT,[201980],1610612763.0,MEM,,,,,,,Right Corner 3,24+ Right,22.37,Missed,Green,D. Green,,,,,,,,,,,,,,,,,,,
196,PT10M07.00S,2023-02-08T01:42:09.2Z,2,REGULAR,rebound,defensive,[],1630245,,,1610612741,28,16,2023-02-08T01:42:10Z,1940000,False,,,0,,A. Dosunmu REBOUND (Off:0 Def:3),[1630245],1610612741.0,CHI,,,,,,,Right Corner 3,24+ Right,,,Dosunmu,A. Dosunmu,195.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
197,PT10M05.00S,2023-02-08T01:42:12.5Z,2,REGULAR,foul,personal,['2freethrow'],1626145,,,1610612741,28,16,2023-02-08T01:42:23Z,1950000,False,,,0,,T. Jones shooting personal FOUL (1 PF) (White 2 FT),"[1626145, 1629632]",1610612763.0,MEM,shooting,,,,,,Mid-Range,8-16 Left,,,Jones,T. Jones,,,,,,,,,201246.0,1.0,0.0,White,1629632.0,,,,,,
199,PT10M05.00S,2023-02-08T01:42:37.7Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1629632,,,1610612741,28,17,2023-02-08T01:42:37Z,1970000,False,,,0,,C. White Free Throw 1 of 2 (1 PTS),[1629632],1610612741.0,CHI,,,,,,,,,,Made,White,C. White,,,,,1.0,,,,,,,,,,,,,,
200,PT10M05.00S,2023-02-08T01:42:51.3Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1629632,,,1610612741,28,18,2023-02-08T01:42:51Z,1980000,False,,,0,,C. White Free Throw 2 of 2 (2 PTS),[1629632],1610612741.0,CHI,,,,,,,,,,Made,White,C. White,,,,,2.0,,,,,,,,,,,,,,
201,PT09M54.00S,2023-02-08T01:43:02.8Z,2,REGULAR,turnover,bad pass,[],1626145,,,1610612763,28,18,2023-02-08T01:43:06Z,1990000,False,,,0,,T. Jones bad pass TURNOVER (1 TO),"[1626145, 203083]",1610612763.0,MEM,,,,,,,Above the Break 3,24+ Left Center,,,Jones,T. Jones,,,,,,,,,,,,,,1.0,,,Drummond,203083.0,
202,PT09M54.00S,2023-02-08T01:43:02.8Z,2,REGULAR,steal,,[],203083,,,1610612741,28,18,2023-02-08T01:43:04Z,2000000,False,,,0,,A. Drummond STEAL (1 STL),[203083],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Left Center,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,
205,PT09M49.00S,2023-02-08T01:43:16.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203083,10.85742444152431,47.30392156862745,1610612741,28,18,2023-02-08T01:43:43Z,2030000,False,13.0,50.0,1,left,MISS A. Drummond running finger roll Layup,[203083],1610612741.0,CHI,running finger roll,,,,,,In The Paint (Non-RA),0-8 Center,5.14,Missed,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,
206,PT09M49.00S,2023-02-08T01:43:18.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612741,28,18,2023-02-08T01:43:18Z,2040000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,205.0,,,,,,,,,,,,,,,,,,
207,PT09M49.00S,2023-02-08T01:43:20.1Z,2,REGULAR,turnover,traveling,[],203083,,,1610612741,28,18,2023-02-08T01:43:34Z,2050000,False,,,0,,A. Drummond traveling TURNOVER (3 TO),[203083],1610612741.0,CHI,,,,,,,Restricted Area,0-8 Center,,,Drummond,A. Drummond,,,,,,,,,1628480.0,,,,,3.0,,,,,
208,PT09M35.00S,2023-02-08T01:43:36.7Z,2,REGULAR,foul,personal,['2freethrow'],203083,,,1610612763,28,18,2023-02-08T01:43:59Z,2060000,False,,,0,,A. Drummond shooting personal FOUL (1 PF) (Clarke 2 FT),"[203083, 1629634]",1610612741.0,CHI,shooting,,,,,,In The Paint (Non-RA),8-16 Left,,,Drummond,A. Drummond,,,,,,,,,2003.0,1.0,0.0,Clarke,1629634.0,,,,,,
210,PT09M35.00S,2023-02-08T01:44:01.8Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1629634,,,1610612763,29,18,2023-02-08T01:44:17Z,2080000,False,,,0,,B. Clarke Free Throw 1 of 2 (5 PTS),[1629634],1610612763.0,MEM,,,,,,,,,,Made,Clarke,B. Clarke,,,,,5.0,,,,,,,,,,,,,,
211,PT09M35.00S,2023-02-08T01:44:01.8Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1629634,,,1610612763,30,18,2023-02-08T01:44:17Z,2090000,False,,,0,,B. Clarke Free Throw 2 of 2 (6 PTS),[1629634],1610612763.0,MEM,,,,,,,,,,Made,Clarke,B. Clarke,,,,,6.0,,,,,,,,,,,,,,
212,PT09M19.00S,2023-02-08T01:44:31.5Z,2,REGULAR,3pt,Jump Shot,[],201609,31.488173455978973,47.05882352941176,1610612741,30,18,2023-02-08T01:44:36Z,2100000,False,15.0,243.0,1,left,MISS G. Dragic 24' 3PT,[201609],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Center,24.39,Missed,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,
213,PT09M15.00S,2023-02-08T01:44:35.5Z,2,REGULAR,rebound,defensive,[],1629634,,,1610612763,30,18,2023-02-08T01:44:36Z,2110000,False,,,0,,B. Clarke REBOUND (Off:0 Def:4),[1629634],1610612763.0,MEM,,,,,,,Above the Break 3,24+ Center,,,Clarke,B. Clarke,212.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
214,PT09M11.00S,2023-02-08T01:44:39.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629634,91.80354796320631,53.67647058823529,1610612763,30,18,2023-02-08T01:44:44Z,2120000,False,18.0,25.0,1,right,MISS B. Clarke running Layup,[1629634],1610612763.0,MEM,running,,,,,,Restricted Area,0-8 Center,3.06,Missed,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,
215,PT09M07.00S,2023-02-08T01:44:43.4Z,2,REGULAR,rebound,offensive,[],1630583,,,1610612763,30,18,2023-02-08T01:44:44Z,2130000,False,,,0,,S. Aldama REBOUND (Off:2 Def:0),[1630583],1610612763.0,MEM,,,,,,,Restricted Area,0-8 Center,,,Aldama,S. Aldama,214.0,2.0,0.0,2.0,,,,,,,,,,,,,,,
216,PT09M07.00S,2023-02-08T01:44:43.3Z,2,REGULAR,2pt,DUNK,"['2ndchance', 'fastbreak', 'pointsinthepaint']",1630583,94.40999984741211,50.0,1610612763,32,18,2023-02-08T01:44:47Z,2140000,False,0.0,0.0,1,right,S. Aldama tip DUNK (2 PTS),[1630583],1610612763.0,MEM,tip,,,,,,Restricted Area,0-8 Center,0.0,Made,Aldama,S. Aldama,,,,,2.0,,,,,,,,,,,,,,
217,PT08M59.00S,2023-02-08T01:44:50.6Z,2,REGULAR,3pt,Jump Shot,[],1629632,26.757555847568987,11.519607843137255,1610612741,32,18,2023-02-08T01:44:56Z,2150000,False,192.0,199.0,1,left,MISS C. White 27' 3PT,[1629632],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Right Center,27.68,Missed,White,C. White,,,,,,,,,,,,,,,,,,,
218,PT08M59.00S,2023-02-08T01:44:50.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612741,32,18,2023-02-08T01:44:56Z,2160000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Right Center,,,,,217.0,,,,,,,,,,,,,,,,,,
219,PT08M59.00S,2023-02-08T01:44:56.1Z,2,REGULAR,foul,personal,[],1630583,,,1610612741,32,18,2023-02-08T01:45:06Z,2170000,False,,,0,,S. Aldama loose ball personal FOUL (1 PF),"[1630583, 203083]",1610612763.0,MEM,loose ball,,,,,,Restricted Area,0-8 Center,,,Aldama,S. Aldama,,,,,,,,,2003.0,1.0,0.0,Drummond,203083.0,,,,,,
221,PT08M59.00S,2023-02-08T01:45:06.6Z,2,REGULAR,substitution,out,[],203083,,,1610612741,32,18,2023-02-08T01:45:11Z,2190000,False,,,0,,SUB out: A. Drummond,[203083],1610612741.0,CHI,,,,,,,,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,
222,PT08M59.00S,2023-02-08T01:45:06.6Z,2,REGULAR,substitution,in,[],202696,,,1610612741,32,18,2023-02-08T01:45:11Z,2200000,False,,,0,,SUB in: N. Vucevic,[202696],1610612741.0,CHI,,,,,,,,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,
223,PT08M53.00S,2023-02-08T01:45:23.3Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",202696,14.4053876478318,54.65686274509803,1610612741,32,20,2023-02-08T01:45:27Z,2210000,False,-23.0,83.0,1,left,N. Vucevic 8' floating Jump Shot (7 PTS) (C. White 1 AST),"[202696, 1629632]",1610612741.0,CHI,floating,,,,,,In The Paint (Non-RA),8-16 Center,8.61,Made,Vucevic,N. Vucevic,,,,,7.0,C. White,1629632.0,1.0,,,,,,,,,,,
226,PT08M42.00S,2023-02-08T01:45:42.3Z,2,REGULAR,substitution,out,[],1630583,,,1610612763,32,20,2023-02-08T01:45:46Z,2240000,False,,,0,,SUB out: S. Aldama,[1630583],1610612763.0,MEM,,,,,,,,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,
227,PT08M42.00S,2023-02-08T01:45:42.3Z,2,REGULAR,substitution,out,[],1627884,,,1610612763,32,20,2023-02-08T01:45:46Z,2250000,False,,,0,,SUB out: D. Jones Jr.,[1627884],1610612741.0,CHI,,,,,,,,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,
228,PT08M42.00S,2023-02-08T01:45:42.3Z,2,REGULAR,substitution,in,[],1628991,,,1610612763,32,20,2023-02-08T01:45:46Z,2260000,False,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,,,,,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,
229,PT08M42.00S,2023-02-08T01:45:42.3Z,2,REGULAR,substitution,in,[],1630172,,,1610612763,32,20,2023-02-08T01:45:46Z,2270000,False,,,0,,SUB in: P. Williams,[1630172],1610612741.0,CHI,,,,,,,,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,
230,PT08M37.00S,2023-02-08T01:46:03.4Z,2,REGULAR,3pt,Jump Shot,[],1630217,69.46452036793693,24.754901960784316,1610612763,35,20,2023-02-08T01:46:07Z,2280000,False,-126.0,235.0,1,right,D. Bane 26' 3PT  (6 PTS) (T. Jones 1 AST),"[1630217, 1626145]",1610612763.0,MEM,,,,,,,Above the Break 3,24+ Left Center,26.63,Made,Bane,D. Bane,,,,,6.0,T. Jones,1626145.0,1.0,,,,,,,,,,,
232,PT08M08.00S,2023-02-08T01:46:33.4Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612741,35,20,2023-02-08T01:46:40Z,2300000,False,,,0,,CHI shot clock Team TURNOVER,[],1610612741.0,CHI,,,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,201246.0,,,,,,,,,,
233,PT07M56.00S,2023-02-08T01:46:57.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630217,71.04139290407359,83.08823529411765,1610612763,35,20,2023-02-08T01:47:01Z,2310000,False,165.0,220.0,1,right,MISS D. Bane 27' 3PT,[1630217],1610612763.0,MEM,,,,,,,Above the Break 3,24+ Right Center,27.5,Missed,Bane,D. Bane,,,,,,,,,,,,,,,,,,,
234,PT07M53.00S,2023-02-08T01:47:00.4Z,2,REGULAR,rebound,defensive,[],202696,,,1610612741,35,20,2023-02-08T01:47:00Z,2320000,False,,,0,,N. Vucevic REBOUND (Off:0 Def:3),[202696],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Right Center,,,Vucevic,N. Vucevic,233.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
235,PT07M49.00S,2023-02-08T01:47:05.2Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630245,8.492115637319317,49.754901960784316,1610612741,35,22,2023-02-08T01:57:37Z,2330000,False,1.0,27.0,1,left,A. Dosunmu running finger roll Layup (6 PTS) (C. White 2 AST),"[1630245, 1629632]",1610612741.0,CHI,running finger roll,,,,,,Restricted Area,0-8 Center,2.73,Made,Dosunmu,A. Dosunmu,,,,,6.0,C. White,1629632.0,2.0,,,,,,,,,,,
236,PT07M49.00S,2023-02-08T01:47:12.5Z,2,REGULAR,foul,personal,['1freethrow'],1628991,,,1610612741,35,22,2023-02-08T01:47:33Z,2340000,False,,,0,,J. Jackson Jr. shooting personal FOUL (2 PF) (Dosunmu 1 FT),"[1628991, 1630245]",1610612763.0,MEM,shooting,,,,,,Restricted Area,0-8 Center,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,1628480.0,2.0,0.0,Dosunmu,1630245.0,,,,,,
238,PT07M49.00S,2023-02-08T01:47:23.3Z,2,REGULAR,substitution,out,[],1630217,,,1610612741,35,22,2023-02-08T01:47:28Z,2360000,False,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,,,,,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,
239,PT07M49.00S,2023-02-08T01:47:23.3Z,2,REGULAR,substitution,out,[],1629632,,,1610612741,35,22,2023-02-08T01:47:28Z,2370000,False,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,,,,,,,,White,C. White,,,,,,,,,,,,,,,,,,,
240,PT07M49.00S,2023-02-08T01:47:23.3Z,2,REGULAR,substitution,in,[],1628415,,,1610612741,35,22,2023-02-08T01:47:28Z,2380000,False,,,0,,SUB in: D. Brooks,[1628415],1610612763.0,MEM,,,,,,,,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,
241,PT07M49.00S,2023-02-08T01:47:23.3Z,2,REGULAR,substitution,in,[],203897,,,1610612741,35,22,2023-02-08T01:47:28Z,2390000,False,,,0,,SUB in: Z. LaVine,[203897],1610612741.0,CHI,,,,,,,,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,
242,PT07M49.00S,2023-02-08T01:47:40.5Z,2,REGULAR,freethrow,1 of 1,['fastbreak'],1630245,,,1610612741,35,23,2023-02-08T01:47:40Z,2400000,False,,,0,,A. Dosunmu Free Throw 1 of 1 (7 PTS),[1630245],1610612741.0,CHI,,,,,,,,,,Made,Dosunmu,A. Dosunmu,,,,,7.0,,,,,,,,,,,,,,
244,PT07M36.00S,2023-02-08T01:47:55.3Z,2,REGULAR,3pt,Jump Shot,[],1626145,66.44218134034165,45.09803921568628,1610612763,35,23,2023-02-08T01:48:00Z,2410000,False,-25.0,263.0,1,right,MISS T. Jones 26' 3PT,[1626145],1610612763.0,MEM,,,,,,,Above the Break 3,24+ Center,26.4,Missed,Jones,T. Jones,,,,,,,,,,,,,,,,,,,
245,PT07M32.00S,2023-02-08T01:47:59.3Z,2,REGULAR,rebound,defensive,[],202696,,,1610612741,35,23,2023-02-08T01:48:00Z,2420000,False,,,0,,N. Vucevic REBOUND (Off:0 Def:4),[202696],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Center,,,Vucevic,N. Vucevic,244.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
246,PT07M23.00S,2023-02-08T01:48:08.3Z,2,REGULAR,3pt,Jump Shot,[],1630245,24.129434954007884,86.27450980392157,1610612741,35,26,2023-02-08T01:48:12Z,2430000,False,-181.0,174.0,1,left,A. Dosunmu 25' 3PT  (10 PTS) (Z. LaVine 1 AST),"[1630245, 203897]",1610612741.0,CHI,,,,,,,Above the Break 3,24+ Left Center,25.16,Made,Dosunmu,A. Dosunmu,,,,,10.0,Z. LaVine,203897.0,1.0,,,,,,,,,,,
248,PT07M21.00S,2023-02-08T01:48:12.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,35,26,2023-02-08T01:48:12Z,2450000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT07M21.00S,2023-02-08T01:50:30.5Z,2,REGULAR,substitution,out,[],1629634,,,1610612763,35,26,2023-02-08T01:51:08Z,2460000,False,,,0,,SUB out: B. Clarke,[1629634],1610612763.0,MEM,,,,,,,,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,
251,PT07M21.00S,2023-02-08T01:50:30.5Z,2,REGULAR,substitution,in,[],1630214,,,1610612763,35,26,2023-02-08T01:51:08Z,2470000,False,,,0,,SUB in: X. Tillman,[1630214],1610612763.0,MEM,,,,,,,,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,
252,PT07M04.00S,2023-02-08T01:51:19.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628991,93.64323258869908,49.50980392156863,1610612763,37,26,2023-02-08T01:51:23Z,2480000,False,-2.0,7.0,1,right,J. Jackson Jr. alley-oop DUNK (11 PTS) (X. Tillman 1 AST),"[1628991, 1630214]",1610612763.0,MEM,alley-oop,,,,,,Restricted Area,0-8 Center,0.77,Made,Jackson Jr.,J. Jackson Jr.,,,,,11.0,X. Tillman,1630214.0,1.0,,,,,,,,,,,
254,PT06M49.00S,2023-02-08T01:51:34.1Z,2,REGULAR,turnover,bad pass,[],1630245,,,1610612741,37,26,2023-02-08T01:51:37Z,2500000,False,,,0,,A. Dosunmu bad pass TURNOVER (2 TO),"[1630245, 1628415]",1610612741.0,CHI,,,,,,,Above the Break 3,24+ Left Center,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,2.0,,,Brooks,1628415.0,
255,PT06M49.00S,2023-02-08T01:51:34.1Z,2,REGULAR,steal,,[],1628415,,,1610612763,37,26,2023-02-08T01:51:36Z,2510000,False,,,0,,D. Brooks STEAL (2 STL),[1628415],1610612763.0,MEM,,,,,,,Above the Break 3,24+ Left Center,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,
256,PT06M40.00S,2023-02-08T01:51:45.1Z,2,REGULAR,turnover,out-of-bounds,[],1630214,,,1610612763,37,26,2023-02-08T01:51:50Z,2520000,False,,,0,,X. Tillman bad pass out-of-bounds TURNOVER (1 TO),[1630214],1610612763.0,MEM,bad pass,,,,,,In The Paint (Non-RA),8-16 Center,,,Tillman,X. Tillman,,,,,,,,,2003.0,,,,,1.0,,,,,
257,PT06M40.00S,2023-02-08T01:51:56.3Z,2,REGULAR,substitution,out,[],1626145,,,1610612741,37,26,2023-02-08T01:51:58Z,2530000,False,,,0,,SUB out: T. Jones,[1626145],1610612763.0,MEM,,,,,,,,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,
