actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2023-03-30T00:10:27.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-03-30T00:10:27Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2023-03-30T00:10:30.3Z,1,REGULAR,jumpball,recovered,[],201566,,,1610612746,0,0,2023-03-30T00:10:30Z,40000,False,,,0,,Jump Ball I. Zubac vs. S. Aldama: Tip to R. Westbrook,"[201566, 1627826, 1630583]",1610612746.0,LAC,startperiod,R. Westbrook,201566.0,Westbrook,R. Westbrook,Zubac,1627826.0,Aldama,1630583.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2023-03-30T00:10:43.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627826,13.87976346911958,50.98039215686274,1610612746,0,2,2023-03-30T00:10:47Z,70000,False,-5.0,78.0,1,left,I. Zubac 7' Hook (2 PTS) (R. Westbrook 1 AST),"[1627826, 201566]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,7.82,Made,2.0,R. Westbrook,201566.0,1.0,,,,,,,,,,,,,,
9,PT11M19.00S,2023-03-30T00:11:07.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628415,87.86136662286465,64.2156862745098,1610612763,0,2,2023-03-30T00:11:11Z,90000,False,71.0,62.0,1,right,MISS D. Brooks 9' pullup Shot,[1628415],1610612763.0,MEM,pullup,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),8-16 Right,9.41,Missed,,,,,,,,,,,,,,,,,,
10,PT11M16.00S,2023-03-30T00:11:10.5Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,0,2,2023-03-30T00:11:11Z,100000,False,,,0,,I. Zubac REBOUND (Off:0 Def:1),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,
11,PT10M56.00S,2023-03-30T00:11:31.6Z,1,REGULAR,3pt,Jump Shot,[],201587,36.87582128777924,48.28431372549019,1610612746,0,5,2023-03-30T00:11:36Z,110000,False,9.0,294.0,1,left,N. Batum 29' 3PT  (3 PTS) (E. Gordon 1 AST),"[201587, 201569]",1610612746.0,LAC,,,,Batum,N. Batum,,,,,Above the Break 3,24+ Center,29.42,Made,3.0,E. Gordon,201569.0,1.0,,,,,,,,,,,,,,
13,PT10M40.00S,2023-03-30T00:11:46.5Z,1,REGULAR,3pt,Jump Shot,[],1628379,67.88764783180025,37.00980392156863,1610612763,0,5,2023-03-30T00:11:50Z,130000,False,-65.0,249.0,1,right,MISS L. Kennard 25' 3PT,[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Center,25.77,Missed,,,,,,,,,,,,,,,,,,
14,PT10M38.00S,2023-03-30T00:11:48.5Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,0,5,2023-03-30T00:11:50Z,140000,False,,,0,,I. Zubac REBOUND (Off:0 Def:2),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Above the Break 3,24+ Center,,,,,,,13.0,2.0,2.0,0.0,,,,,,,,,,
15,PT10M24.00S,2023-03-30T00:12:03.0Z,1,REGULAR,3pt,Jump Shot,[],1629611,27.020367936925098,12.745098039215685,1610612746,0,5,2023-03-30T00:12:06Z,150000,False,186.0,201.0,1,left,MISS T. Mann 27' 3PT,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,Above the Break 3,24+ Right Center,27.44,Missed,,,,,,,,,,,,,,,,,,
16,PT10M20.00S,2023-03-30T00:12:06.1Z,1,REGULAR,rebound,defensive,[],1629630,,,1610612763,0,5,2023-03-30T00:12:06Z,160000,False,,,0,,J. Morant REBOUND (Off:0 Def:1),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,Above the Break 3,24+ Right Center,,,,,,,15.0,1.0,1.0,0.0,,,,,,,,,,
17,PT10M15.00S,2023-03-30T00:12:11.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628415,79.31997371879106,7.8431372549019605,1610612763,3,5,2023-03-30T00:13:24Z,170000,False,-211.0,142.0,1,right,D. Brooks 25' 3PT running (3 PTS) (J. Morant 1 AST),"[1628415, 1629630]",1610612763.0,MEM,running,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Left Center,25.41,Made,3.0,J. Morant,1629630.0,1.0,,,,,,,,,,,,,,
19,PT09M58.00S,2023-03-30T00:12:28.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627826,10.726018396846255,38.72549019607843,1610612746,3,5,2023-03-30T00:12:37Z,190000,False,56.0,48.0,1,left,MISS I. Zubac 7' bank Hook - blocked,"[1627826, 1630583]",1610612746.0,LAC,bank,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,7.43,Missed,,,,,,,,,Aldama,1630583.0,,,,,,,,
47,PT09M58.00S,2023-03-30T00:12:28.8Z,1,REGULAR,block,,[],1630583,,,1610612746,3,5,2023-03-30T00:19:14Z,195000,False,,,0,,S. Aldama BLOCK (1 BLK),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
20,PT09M55.00S,2023-03-30T00:12:31.8Z,1,REGULAR,rebound,defensive,[],1630214,,,1610612763,3,5,2023-03-30T00:12:37Z,200000,False,,,0,,X. Tillman REBOUND (Off:0 Def:1),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,19.0,1.0,1.0,0.0,,,,,,,,,,
