actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
165,PT01M14.00S,2023-04-01T00:37:36.8Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],203486,,,1610612746,14,34,2023-04-01T00:37:36Z,1630000,False,,,0,,M. Plumlee Free Throw 2 of 2 (2 PTS),[203486],1610612746.0,LAC,,,,Plumlee,M. Plumlee,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,
166,PT00M54.70S,2023-04-01T00:37:59.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630583,90.88370565045992,49.754901960784316,1610612763,16,34,2023-04-01T00:41:17Z,1640000,False,-1.0,33.0,1,right,S. Aldama driving floating Jump Shot (2 PTS),[1630583],1610612763.0,MEM,driving floating,,,Aldama,S. Aldama,,,,,Restricted Area,0-8 Center,,,,3.32,Made,2.0,,,,,,,,,,,,,,
167,PT00M54.70S,2023-04-01T00:38:02.8Z,1,REGULAR,foul,personal,['1freethrow'],203486,,,1610612763,16,34,2023-04-01T00:38:22Z,1650000,False,,,0,,M. Plumlee shooting personal FOUL (1 PF) (Aldama 1 FT),"[203486, 1630583]",1610612746.0,LAC,shooting,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,,,,,,,203593.0,,,,,,,,,,1.0,0.0,Aldama,1630583.0
169,PT00M54.70S,2023-04-01T00:38:29.5Z,1,REGULAR,freethrow,1 of 1,[],1630583,,,1610612763,17,34,2023-04-01T00:38:29Z,1670000,False,,,0,,S. Aldama Free Throw 1 of 1 (3 PTS),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
170,PT00M41.50S,2023-04-01T00:38:45.2Z,1,REGULAR,3pt,Jump Shot,[],1629611,26.10052562417871,81.61764705882352,1610612746,17,34,2023-04-01T00:38:52Z,1680000,False,-158.0,193.0,1,left,MISS T. Mann 24' 3PT,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,Above the Break 3,24+ Left Center,,,,24.93,Missed,,,,,,,,,,,,,,,
171,PT00M37.60S,2023-04-01T00:38:49.1Z,1,REGULAR,rebound,defensive,[],1630583,,,1610612763,17,34,2023-04-01T00:38:52Z,1690000,False,,,0,,S. Aldama REBOUND (Off:0 Def:2),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,170.0,2.0,2.0,0.0,,,,,,
172,PT00M32.40S,2023-04-01T00:38:54.8Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630217,93.64323258869908,53.18627450980392,1610612763,19,34,2023-04-01T00:40:35Z,1700000,False,16.0,7.0,1,right,D. Bane running finger roll Layup (2 PTS),[1630217],1610612763.0,MEM,running finger roll,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,,,,1.75,Made,2.0,,,,,,,,,,,,,,
173,PT00M07.90S,2023-04-01T00:39:22.3Z,1,REGULAR,3pt,Jump Shot,[],1630538,28.597240473061763,75.98039215686273,1610612746,19,34,2023-04-01T00:39:27Z,1710000,False,-130.0,216.0,1,left,MISS B. Hyland 25' pullup 3PT,[1630538],1610612746.0,LAC,pullup,,,Hyland,B. Hyland,,,,,Above the Break 3,24+ Left Center,,,,25.23,Missed,,,,,,,,,,,,,,,
174,PT00M05.50S,2023-04-01T00:39:24.8Z,1,REGULAR,rebound,defensive,[],1630583,,,1610612763,19,34,2023-04-01T00:39:24Z,1720000,False,,,0,,S. Aldama REBOUND (Off:0 Def:3),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,173.0,3.0,3.0,0.0,,,,,,
175,PT00M01.80S,2023-04-01T00:39:30.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203496,,,1610612763,19,34,2023-04-01T00:39:59Z,1730000,False,,,0,,R. Covington shooting personal FOUL (1 PF) (Aldama 2 FT),"[203496, 1630583]",1610612746.0,LAC,shooting,,,Covington,R. Covington,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1627964.0,,,,,,,,,,1.0,0.0,Aldama,1630583.0
177,PT00M01.80S,2023-04-01T00:39:59.9Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1630583,,,1610612763,20,34,2023-04-01T00:39:59Z,1750000,False,,,0,,S. Aldama Free Throw 1 of 2 (4 PTS),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,
178,PT00M01.80S,2023-04-01T00:40:13.2Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1630583,,,1610612763,21,34,2023-04-01T00:40:13Z,1760000,False,,,0,,S. Aldama Free Throw 2 of 2 (5 PTS),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,
179,PT00M00.00S,2023-04-01T00:40:24.4Z,1,REGULAR,period,end,[],0,,,1610612746,21,34,2023-04-01T00:40:24Z,1770000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT12M00.00S,2023-04-01T00:42:09.2Z,2,REGULAR,substitution,out,['startperiod'],1630583,,,1610612746,21,34,2023-04-01T00:42:59Z,1780000,False,,,0,,SUB out: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT12M00.00S,2023-04-01T00:42:09.2Z,2,REGULAR,substitution,in,['startperiod'],1631223,,,1610612746,21,34,2023-04-01T00:42:59Z,1790000,False,,,0,,SUB in: D. Roddy,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT12M00.00S,2023-04-01T00:43:06.5Z,2,REGULAR,period,start,[],0,,,1610612746,21,34,2023-04-01T00:43:06Z,1800000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT11M48.00S,2023-04-01T00:43:16.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630538,5.995400788436268,49.754901960784316,1610612746,21,36,2023-04-01T00:43:21Z,1810000,False,1.0,4.0,1,left,B. Hyland cutting DUNK (2 PTS) (M. Plumlee 1 AST),"[1630538, 203486]",1610612746.0,LAC,cutting,,,Hyland,B. Hyland,,,,,Restricted Area,0-8 Center,,,,0.41,Made,2.0,,M. Plumlee,203486.0,1.0,,,,,,,,,,
185,PT11M32.00S,2023-04-01T00:43:32.8Z,2,REGULAR,3pt,Jump Shot,[],1630217,73.9323258869908,16.42156862745098,1610612763,21,36,2023-04-01T00:43:38Z,1830000,False,-168.0,193.0,1,right,MISS D. Bane 25' 3PT,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Left Center,,,,25.54,Missed,,,,,,,,,,,,,,,
186,PT11M29.00S,2023-04-01T00:43:35.8Z,2,REGULAR,rebound,defensive,[],203496,,,1610612746,21,36,2023-04-01T00:43:38Z,1840000,False,,,0,,R. Covington REBOUND (Off:0 Def:1),[203496],1610612746.0,LAC,,,,Covington,R. Covington,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,185.0,1.0,1.0,0.0,,,,,,
187,PT11M22.00S,2023-04-01T00:43:43.3Z,2,REGULAR,turnover,bad pass,[],203496,,,1610612746,21,36,2023-04-01T00:43:46Z,1850000,False,,,0,,R. Covington bad pass TURNOVER (1 TO),"[203496, 1630217]",1610612746.0,LAC,,,,Covington,R. Covington,,,,,Mid-Range,8-16 Right,1.0,Bane,1630217.0,,,,,,,,,,,,,,,,,
188,PT11M22.00S,2023-04-01T00:43:43.3Z,2,REGULAR,steal,,[],1630217,,,1610612763,21,36,2023-04-01T00:43:45Z,1860000,False,,,0,,D. Bane STEAL (1 STL),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
189,PT11M19.00S,2023-04-01T00:43:48.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630214,91.93495400788436,47.794117647058826,1610612763,23,36,2023-04-01T00:43:54Z,1870000,False,-11.0,23.0,1,right,X. Tillman running finger roll Layup (4 PTS) (D. Bane 4 AST),"[1630214, 1630217]",1610612763.0,MEM,running finger roll,,,Tillman,X. Tillman,,,,,Restricted Area,0-8 Center,,,,2.58,Made,4.0,,D. Bane,1630217.0,4.0,,,,,,,,,,
191,PT11M19.00S,2023-04-01T00:43:51.7Z,2,REGULAR,foul,personal,['1freethrow'],1629611,,,1610612763,23,36,2023-04-01T00:44:02Z,1890000,False,,,0,,T. Mann shooting personal FOUL (1 PF) (Tillman 1 FT),"[1629611, 1630214]",1610612746.0,LAC,shooting,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,,,,,,,1627964.0,,,,,,,,,,1.0,0.0,Tillman,1630214.0
193,PT11M19.00S,2023-04-01T00:44:22.6Z,2,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1630214,,,1610612763,23,36,2023-04-01T00:44:22Z,1910000,False,,,0,,MISS X. Tillman Free Throw 1 of 1,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
194,PT11M19.00S,2023-04-01T00:44:22.6Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612746,23,36,2023-04-01T00:44:57Z,1920000,False,,,0,,TEAM defensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,193.0,,,,,,,,,
196,PT10M56.00S,2023-04-01T00:44:56.7Z,2,REGULAR,turnover,bad pass,[],203496,,,1610612746,23,36,2023-04-01T00:45:03Z,1940000,False,,,0,,R. Covington bad pass TURNOVER (2 TO),"[203496, 1630214]",1610612746.0,LAC,,,,Covington,R. Covington,,,,,In The Paint (Non-RA),8-16 Left,2.0,Tillman,1630214.0,,,,,,,,,,,,,,,,,
197,PT10M56.00S,2023-04-01T00:44:56.7Z,2,REGULAR,steal,,[],1630214,,,1610612763,23,36,2023-04-01T00:44:58Z,1950000,False,,,0,,X. Tillman STEAL (1 STL),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
198,PT10M51.00S,2023-04-01T00:45:03.5Z,2,REGULAR,turnover,out-of-bounds,[],1628379,,,1610612763,23,36,2023-04-01T00:45:09Z,1960000,False,,,0,,L. Kennard bad pass out-of-bounds TURNOVER (2 TO),[1628379],1610612763.0,MEM,bad pass,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Right Center,2.0,,,,,,1627964.0,,,,,,,,,,,,,
199,PT10M51.00S,2023-04-01T00:45:09.4Z,2,REGULAR,substitution,out,[],203496,,,1610612746,23,36,2023-04-01T00:45:14Z,1970000,False,,,0,,SUB out: R. Covington,[203496],1610612746.0,LAC,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT10M51.00S,2023-04-01T00:45:09.4Z,2,REGULAR,substitution,in,[],201566,,,1610612746,23,36,2023-04-01T00:45:14Z,1980000,False,,,0,,SUB in: R. Westbrook,[201566],1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT10M36.00S,2023-04-01T00:45:30.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626181,7.30946123521682,44.85294117647059,1610612746,23,36,2023-04-01T00:45:34Z,1990000,False,26.0,16.0,1,left,MISS N. Powell driving Layup,[1626181],1610612746.0,LAC,driving,,,Powell,N. Powell,,,,,Restricted Area,0-8 Center,,,,3.04,Missed,,,,,,,,,,,,,,,
202,PT10M32.00S,2023-04-01T00:45:34.7Z,2,REGULAR,rebound,defensive,[],1626145,,,1610612763,23,36,2023-04-01T00:47:33Z,2000000,False,,,0,,T. Jones REBOUND (Off:0 Def:1),[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,,,,,,,,,,,201.0,1.0,1.0,0.0,,,,,,
203,PT10M29.00S,2023-04-01T00:45:36.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628379,73.14388961892247,14.950980392156863,1610612763,26,36,2023-04-01T00:45:44Z,2010000,False,-175.0,200.0,1,right,L. Kennard 26' 3PT running (3 PTS) (T. Jones 1 AST),"[1628379, 1626145]",1610612763.0,MEM,running,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Left Center,,,,26.58,Made,3.0,,T. Jones,1626145.0,1.0,,,,,,,,,,
205,PT10M27.00S,2023-04-01T00:45:43.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,26,36,2023-04-01T00:45:43Z,2030000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT10M12.00S,2023-04-01T00:48:47.5Z,2,REGULAR,2pt,Jump Shot,[],201566,14.931011826544022,23.774509803921568,1610612746,26,36,2023-04-01T00:48:53Z,2040000,False,131.0,88.0,1,left,MISS R. Westbrook 15' Jump Shot,[201566],1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,Mid-Range,8-16 Right,,,,15.78,Missed,,,,,,,,,,,,,,,
207,PT10M10.00S,2023-04-01T00:48:49.5Z,2,REGULAR,rebound,defensive,[],1628379,,,1610612763,26,36,2023-04-01T00:48:53Z,2050000,False,,,0,,L. Kennard REBOUND (Off:0 Def:2),[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,Mid-Range,8-16 Right,,,,,,,,,,,206.0,2.0,2.0,0.0,,,,,,
208,PT09M56.00S,2023-04-01T00:49:04.6Z,2,REGULAR,3pt,Jump Shot,[],1628379,72.22404730617609,20.34313725490196,1610612763,29,36,2023-04-01T00:49:10Z,2060000,False,-148.0,209.0,1,right,L. Kennard 25' 3PT step back (6 PTS) (X. Tillman 1 AST),"[1628379, 1630214]",1610612763.0,MEM,step back,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Left Center,,,,25.59,Made,6.0,,X. Tillman,1630214.0,1.0,,,,,,,,,,
210,PT09M37.00S,2023-04-01T00:49:23.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629611,12.434296977660972,50.73529411764706,1610612746,29,36,2023-04-01T00:50:20Z,2080000,False,-4.0,64.0,1,left,MISS T. Mann 6' driving floating Shot - blocked,"[1629611, 1626145]",1610612746.0,LAC,driving floating,,,Mann,T. Mann,,,,,In The Paint (Non-RA),0-8 Center,,,,6.45,Missed,,,,,,,,,,Jones,1626145.0,,,,
211,PT09M37.00S,2023-04-01T00:49:23.2Z,2,REGULAR,block,,[],1626145,,,1610612746,29,36,2023-04-01T00:49:25Z,2090000,False,,,0,,T. Jones BLOCK (1 BLK),[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
212,PT09M34.00S,2023-04-01T00:49:26.2Z,2,REGULAR,rebound,defensive,[],1628379,,,1610612763,29,36,2023-04-01T00:52:26Z,2100000,False,,,0,,L. Kennard REBOUND (Off:0 Def:3),[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,210.0,3.0,3.0,0.0,,,,,,
213,PT09M32.00S,2023-04-01T00:49:28.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630217,92.46057818659659,51.9607843137255,1610612763,31,36,2023-04-01T00:49:39Z,2110000,False,10.0,18.0,1,right,D. Bane running finger roll Layup (4 PTS) (L. Kennard 1 AST),"[1630217, 1628379]",1610612763.0,MEM,running finger roll,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,,,,2.08,Made,4.0,,L. Kennard,1628379.0,1.0,,,,,,,,,,
214,PT09M09.00S,2023-04-01T00:49:54.5Z,2,REGULAR,foul,personal,[],1631223,,,1610612746,31,36,2023-04-01T00:50:02Z,2120000,False,,,0,,D. Roddy personal FOUL (1 PF),"[1631223, 203486]",1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,Restricted Area,0-8 Center,,,,,,,1627964.0,,,,,,,,,,1.0,0.0,Plumlee,203486.0
216,PT09M09.00S,2023-04-01T00:50:12.4Z,2,REGULAR,substitution,out,[],1629611,,,1610612746,31,36,2023-04-01T00:50:27Z,2140000,False,,,0,,SUB out: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT09M09.00S,2023-04-01T00:50:12.4Z,2,REGULAR,substitution,in,[],201569,,,1610612746,31,36,2023-04-01T00:50:27Z,2150000,False,,,0,,SUB in: E. Gordon,[201569],1610612746.0,LAC,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT09M04.00S,2023-04-01T00:50:32.5Z,2,REGULAR,turnover,traveling,[],203486,,,1610612746,31,36,2023-04-01T00:50:37Z,2160000,False,,,0,,M. Plumlee traveling TURNOVER (1 TO),[203486],1610612746.0,LAC,,,,Plumlee,M. Plumlee,,,,,Above the Break 3,24+ Center,1.0,,,,,,1627964.0,,,,,,,,,,,,,
219,PT08M53.00S,2023-04-01T00:50:55.4Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1626145,88.51839684625493,31.61764705882353,1610612763,33,36,2023-04-01T00:51:06Z,2170000,False,-92.0,55.0,1,right,T. Jones 10' driving floating Jump Shot (2 PTS) (D. Bane 5 AST),"[1626145, 1630217]",1610612763.0,MEM,driving floating,,,Jones,T. Jones,,,,,Mid-Range,8-16 Left,,,,10.73,Made,2.0,,D. Bane,1630217.0,5.0,,,,,,,,,,
221,PT08M37.00S,2023-04-01T00:51:11.3Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1626181,5.863994743758213,49.26470588235294,1610612746,33,38,2023-04-01T00:51:16Z,2190000,False,4.0,3.0,1,left,N. Powell cutting DUNK (5 PTS) (M. Plumlee 2 AST),"[1626181, 203486]",1610612746.0,LAC,cutting,,,Powell,N. Powell,,,,,Restricted Area,0-8 Center,,,,0.45,Made,5.0,,M. Plumlee,203486.0,2.0,,,,,,,,,,
223,PT08M25.00S,2023-04-01T00:51:23.1Z,2,REGULAR,3pt,Jump Shot,[],1628379,79.97700394218134,6.862745098039216,1610612763,36,38,2023-04-01T00:51:27Z,2210000,False,-216.0,136.0,1,right,L. Kennard 25' 3PT  (9 PTS) (T. Jones 2 AST),"[1628379, 1626145]",1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Left Center,,,,25.48,Made,9.0,,T. Jones,1626145.0,2.0,,,,,,,,,,
225,PT08M14.00S,2023-04-01T00:51:33.3Z,2,REGULAR,3pt,Jump Shot,[],1630538,32.802233902759525,37.254901960784316,1610612746,36,38,2023-04-01T00:51:39Z,2230000,False,64.0,256.0,1,left,MISS B. Hyland 26' 3PT,[1630538],1610612746.0,LAC,,,,Hyland,B. Hyland,,,,,Above the Break 3,24+ Center,,,,26.36,Missed,,,,,,,,,,,,,,,
226,PT08M08.00S,2023-04-01T00:51:39.3Z,2,REGULAR,rebound,offensive,[],203486,,,1610612746,36,38,2023-04-01T00:51:39Z,2240000,False,,,0,,M. Plumlee REBOUND (Off:1 Def:0),[203486],1610612746.0,LAC,,,,Plumlee,M. Plumlee,,,,,Above the Break 3,24+ Center,,,,,,,,,,,225.0,1.0,0.0,1.0,,,,,,
227,PT08M08.00S,2023-04-01T00:51:39.7Z,2,REGULAR,turnover,bad pass,[],203486,,,1610612746,36,38,2023-04-01T00:51:47Z,2250000,False,,,0,,M. Plumlee bad pass TURNOVER (2 TO),"[203486, 1626145]",1610612746.0,LAC,,,,Plumlee,M. Plumlee,,,,,Above the Break 3,24+ Left Center,2.0,Jones,1626145.0,,,,,,,,,,,,,,,,,
228,PT08M08.00S,2023-04-01T00:51:39.7Z,2,REGULAR,steal,,[],1626145,,,1610612763,36,38,2023-04-01T00:51:42Z,2260000,False,,,0,,T. Jones STEAL (1 STL),[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
229,PT08M03.00S,2023-04-01T00:51:45.0Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628379,92.9862023653088,2.696078431372549,1610612763,36,38,2023-04-01T00:51:50Z,2270000,False,-237.0,13.0,1,right,MISS L. Kennard running 3PT,[1628379],1610612763.0,MEM,running,,,Kennard,L. Kennard,,,,,Left Corner 3,24+ Left,,,,23.69,Missed,,,,,,,,,,,,,,,
230,PT07M59.00S,2023-04-01T00:51:48.3Z,2,REGULAR,rebound,offensive,[],1630214,,,1610612763,36,38,2023-04-01T00:51:48Z,2280000,False,,,0,,X. Tillman REBOUND (Off:3 Def:3),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,Left Corner 3,24+ Left,,,,,,,,,,,229.0,6.0,3.0,3.0,,,,,,
231,PT07M59.00S,2023-04-01T00:51:49.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance', 'fastbreak']",1630214,92.59198423127464,50.49019607843137,1610612763,38,38,2023-04-01T00:51:56Z,2290000,False,2.0,17.0,1,right,X. Tillman putback Layup (6 PTS),[1630214],1610612763.0,MEM,putback,,,Tillman,X. Tillman,,,,,Restricted Area,0-8 Center,,,,1.73,Made,6.0,,,,,,,,,,,,,,
232,PT07M59.00S,2023-04-01T00:51:55.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,38,38,2023-04-01T00:51:55Z,2300000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT07M59.00S,2023-04-01T00:54:24.9Z,2,REGULAR,substitution,out,[],1630538,,,1610612746,38,38,2023-04-01T00:54:49Z,2310000,False,,,0,,SUB out: B. Hyland,[1630538],1610612746.0,LAC,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT07M59.00S,2023-04-01T00:54:24.9Z,2,REGULAR,substitution,out,[],1626181,,,1610612746,38,38,2023-04-01T00:54:49Z,2320000,False,,,0,,SUB out: N. Powell,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT07M59.00S,2023-04-01T00:54:24.9Z,2,REGULAR,substitution,out,[],203486,,,1610612746,38,38,2023-04-01T00:54:49Z,2330000,False,,,0,,SUB out: M. Plumlee,[203486],1610612746.0,LAC,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT07M59.00S,2023-04-01T00:54:24.9Z,2,REGULAR,substitution,in,[],202695,,,1610612746,38,38,2023-04-01T00:54:49Z,2340000,False,,,0,,SUB in: K. Leonard,[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT07M59.00S,2023-04-01T00:54:24.9Z,2,REGULAR,substitution,in,[],201587,,,1610612746,38,38,2023-04-01T00:54:49Z,2350000,False,,,0,,SUB in: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT07M59.00S,2023-04-01T00:54:24.9Z,2,REGULAR,substitution,in,[],1627826,,,1610612746,38,38,2023-04-01T00:54:49Z,2360000,False,,,0,,SUB in: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT07M41.00S,2023-04-01T00:55:11.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201569,16.245072273324574,57.84313725490197,1610612746,38,38,2023-04-01T00:55:15Z,2370000,False,-39.0,100.0,1,left,MISS E. Gordon 10' pullup Shot,[201569],1610612746.0,LAC,pullup,,,Gordon,E. Gordon,,,,,In The Paint (Non-RA),8-16 Center,,,,10.76,Missed,,,,,,,,,,,,,,,
240,PT07M38.00S,2023-04-01T00:55:14.8Z,2,REGULAR,rebound,defensive,[],1628379,,,1610612763,38,38,2023-04-01T00:55:15Z,2380000,False,,,0,,L. Kennard REBOUND (Off:0 Def:4),[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,239.0,4.0,4.0,0.0,,,,,,
241,PT07M21.00S,2023-04-01T00:55:31.6Z,2,REGULAR,2pt,Jump Shot,[],1626145,86.67871222076215,68.13725490196079,1610612763,40,38,2023-04-01T00:55:35Z,2390000,False,91.0,73.0,1,right,T. Jones 11' driving floating Jump Shot (4 PTS),[1626145],1610612763.0,MEM,driving floating,,,Jones,T. Jones,,,,,Mid-Range,8-16 Right,,,,11.62,Made,4.0,,,,,,,,,,,,,,
242,PT06M59.00S,2023-04-01T00:55:54.7Z,2,REGULAR,turnover,out-of-bounds,[],202695,,,1610612746,40,38,2023-04-01T00:56:06Z,2400000,False,,,0,,K. Leonard bad pass out-of-bounds TURNOVER (2 TO),[202695],1610612746.0,LAC,bad pass,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Center,2.0,,,,,,203593.0,,,,,,,,,,,,,
243,PT06M43.00S,2023-04-01T00:56:17.6Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1630217,76.82325886990802,68.38235294117648,1610612763,40,38,2023-04-01T00:56:24Z,2410000,False,92.0,165.0,1,right,MISS D. Bane 18' pullup Shot,[1630217],1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,Mid-Range,16-24 Right Center,,,,18.92,Missed,,,,,,,,,,,,,,,
244,PT06M41.00S,2023-04-01T00:56:19.6Z,2,REGULAR,rebound,offensive,[],1631223,,,1610612763,40,38,2023-04-01T00:56:24Z,2420000,False,,,0,,D. Roddy REBOUND (Off:1 Def:0),[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,243.0,1.0,0.0,1.0,,,,,,
245,PT06M38.00S,2023-04-01T00:56:22.2Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1631223,93.24901445466492,49.26470588235294,1610612763,42,38,2023-04-01T00:56:28Z,2430000,False,-4.0,11.0,1,right,D. Roddy driving DUNK (2 PTS),[1631223],1610612763.0,MEM,driving,,,Roddy,D. Roddy,,,,,Restricted Area,0-8 Center,,,,1.16,Made,2.0,,,,,,,,,,,,,,
246,PT06M23.00S,2023-04-01T00:56:37.1Z,2,REGULAR,3pt,Jump Shot,[],201587,6.652431011826544,4.6568627450980395,1610612746,42,38,2023-04-01T00:56:41Z,2440000,False,227.0,10.0,1,left,MISS N. Batum 3PT,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,Right Corner 3,24+ Right,,,,22.69,Missed,,,,,,,,,,,,,,,
