actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2023-03-19T00:10:17.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-03-19T00:10:17Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2023-03-19T00:10:20.8Z,1,REGULAR,jumpball,recovered,[],1626145,,,1610612763,0,0,2023-03-19T00:10:20Z,40000,False,,,0,,Jump Ball J. Jackson Jr. vs. K. Looney: Tip to T. Jones,"[1626145, 1628991, 1626172]",1610612763.0,MEM,startperiod,T. Jones,1626145.0,Jones,T. Jones,Jackson Jr.,1628991.0,Looney,1626172.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2023-03-19T00:10:31.3Z,1,REGULAR,3pt,Jump Shot,[],1628991,89.04402102496715,4.411764705882353,1610612763,0,0,2023-03-19T00:10:37Z,70000,False,-228.0,50.0,1,right,MISS J. Jackson Jr. 3PT,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Left Corner 3,24+ Left,23.34,Missed,,,,,,,,,,,,,,,,,,
8,PT11M43.00S,2023-03-19T00:10:33.3Z,1,REGULAR,rebound,defensive,[],202691,,,1610612744,0,0,2023-03-19T00:10:37Z,80000,False,,,0,,K. Thompson REBOUND (Off:0 Def:1),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Left Corner 3,24+ Left,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M25.00S,2023-03-19T00:10:51.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1626172,6.1268068331143235,49.754901960784316,1610612744,0,2,2023-03-19T00:10:57Z,90000,False,1.0,5.0,1,left,K. Looney driving DUNK (2 PTS) (S. Curry 1 AST),"[1626172, 201939]",1610612744.0,GSW,driving,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,0.52,Made,,,,,2.0,S. Curry,201939.0,1.0,,,,,,,,,,
12,PT11M08.00S,2023-03-19T00:11:16.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630214,86.02168199737189,56.372549019607845,1610612763,0,2,2023-03-19T00:11:27Z,120000,False,32.0,79.0,1,right,MISS X. Tillman 8' driving floating Shot,[1630214],1610612763.0,MEM,driving floating,,,Tillman,X. Tillman,,,,,In The Paint (Non-RA),8-16 Center,8.51,Missed,,,,,,,,,,,,,,,,,,
13,PT11M06.00S,2023-03-19T00:11:18.8Z,1,REGULAR,rebound,defensive,[],201939,,,1610612744,0,2,2023-03-19T00:11:27Z,130000,False,,,0,,S. Curry REBOUND (Off:0 Def:1),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,In The Paint (Non-RA),8-16 Center,,,12.0,1.0,1.0,0.0,,,,,,,,,,,,,,
14,PT10M55.00S,2023-03-19T00:11:29.7Z,1,REGULAR,3pt,Jump Shot,[],1628978,29.25427069645204,26.225490196078432,1610612744,0,2,2023-03-19T00:11:39Z,140000,False,119.0,222.0,1,left,MISS D. DiVincenzo 25' 3PT,[1628978],1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Right Center,25.23,Missed,,,,,,,,,,,,,,,,,,
15,PT10M50.00S,2023-03-19T00:11:34.7Z,1,REGULAR,rebound,defensive,[],1630214,,,1610612763,0,2,2023-03-19T00:11:39Z,150000,False,,,0,,X. Tillman REBOUND (Off:0 Def:1),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,Above the Break 3,24+ Right Center,,,14.0,1.0,1.0,0.0,,,,,,,,,,,,,,
16,PT10M45.00S,2023-03-19T00:11:39.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630217,84.97043363994744,38.23529411764706,1610612763,0,2,2023-03-19T00:11:49Z,160000,False,-59.0,89.0,1,right,MISS D. Bane 10' driving floating Shot,[1630217],1610612763.0,MEM,driving floating,,,Bane,D. Bane,,,,,In The Paint (Non-RA),8-16 Left,10.65,Missed,,,,,,,,,,,,,,,,,,
17,PT10M41.00S,2023-03-19T00:11:43.6Z,1,REGULAR,rebound,offensive,[],1628415,,,1610612763,0,2,2023-03-19T00:11:43Z,170000,False,,,0,,D. Brooks REBOUND (Off:1 Def:0),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),8-16 Left,,,16.0,1.0,0.0,1.0,,,,,,,,,,,,,,
18,PT10M37.00S,2023-03-19T00:11:48.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628991,66.70499342969777,53.92156862745098,1610612763,3,2,2023-03-19T00:11:59Z,180000,False,20.0,260.0,1,right,J. Jackson Jr. 26' 3PT  (3 PTS) (T. Jones 1 AST),"[1628991, 1626145]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Center,26.12,Made,,,,,3.0,T. Jones,1626145.0,1.0,,,,,,,,,,
20,PT10M24.00S,2023-03-19T00:12:00.1Z,1,REGULAR,2pt,Jump Shot,[],202691,21.632720105124836,28.676470588235293,1610612744,3,4,2023-03-19T00:12:08Z,200000,False,107.0,151.0,1,left,K. Thompson 18' pullup Jump Shot (2 PTS),[202691],1610612744.0,GSW,pullup,,,Thompson,K. Thompson,,,,,Mid-Range,16-24 Right Center,18.47,Made,,,,,2.0,,,,,,,,,,,,,
21,PT10M12.00S,2023-03-19T00:12:12.6Z,1,REGULAR,3pt,Jump Shot,[],1630217,67.36202365308804,54.90196078431373,1610612763,6,4,2023-03-19T00:12:22Z,210000,False,25.0,254.0,1,right,D. Bane 25' 3PT  (3 PTS) (T. Jones 2 AST),"[1630217, 1626145]",1610612763.0,MEM,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Center,25.55,Made,,,,,3.0,T. Jones,1626145.0,2.0,,,,,,,,,,
23,PT09M51.00S,2023-03-19T00:12:34.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626172,9.017739816031538,51.470588235294116,1610612744,6,4,2023-03-19T00:12:40Z,230000,False,-7.0,32.0,1,left,MISS K. Looney Layup,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,3.31,Missed,,,,,,,,,,,,,,,,,,
24,PT09M48.00S,2023-03-19T00:12:37.3Z,1,REGULAR,rebound,defensive,[],1628991,,,1610612763,6,4,2023-03-19T00:15:41Z,240000,False,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:1),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,,,23.0,1.0,1.0,0.0,,,,,,,,,,,,,,
25,PT09M45.00S,2023-03-19T00:12:39.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626145,66.96780551905388,66.17647058823529,1610612763,9,4,2023-03-19T00:12:50Z,250000,False,81.0,258.0,1,right,T. Jones 27' 3PT running pullup (3 PTS),[1626145],1610612763.0,MEM,running pullup,,,Jones,T. Jones,,,,,Above the Break 3,24+ Center,27.04,Made,,,,,3.0,,,,,,,,,,,,,
26,PT09M30.00S,2023-03-19T00:12:54.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201939,10.5946123521682,54.166666666666664,1610612744,9,4,2023-03-19T00:46:33Z,260000,False,-21.0,47.0,1,left,MISS S. Curry driving finger roll Layup,[201939],1610612744.0,GSW,driving finger roll,,,Curry,S. Curry,,,,,In The Paint (Non-RA),0-8 Center,5.15,Missed,,,,,,,,,,,,,,,,,,
27,PT09M28.00S,2023-03-19T00:12:56.7Z,1,REGULAR,rebound,offensive,[],201939,,,1610612744,9,4,2023-03-19T00:46:33Z,270000,False,,,0,,S. Curry REBOUND (Off:1 Def:1),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,In The Paint (Non-RA),0-8 Center,,,26.0,2.0,1.0,1.0,,,,,,,,,,,,,,
28,PT09M20.00S,2023-03-19T00:13:03.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],202691,25.837713534822605,84.06862745098039,1610612744,9,4,2023-03-19T00:13:10Z,280000,False,-170.0,190.0,1,left,MISS K. Thompson 25' 3PT,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Left Center,25.54,Missed,,,,,,,,,,,,,,,,,,
29,PT09M18.00S,2023-03-19T00:13:05.9Z,1,REGULAR,rebound,defensive,[],1630214,,,1610612763,9,4,2023-03-19T00:13:10Z,290000,False,,,0,,X. Tillman REBOUND (Off:0 Def:2),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,Above the Break 3,24+ Left Center,,,28.0,2.0,2.0,0.0,,,,,,,,,,,,,,
30,PT09M12.00S,2023-03-19T00:13:13.3Z,1,REGULAR,2pt,Jump Shot,[],1626145,89.83245729303549,31.61764705882353,1610612763,11,4,2023-03-19T00:13:20Z,300000,False,-92.0,43.0,1,right,T. Jones 10' driving floating Jump Shot (5 PTS),[1626145],1610612763.0,MEM,driving floating,,,Jones,T. Jones,,,,,Mid-Range,8-16 Left,10.15,Made,,,,,5.0,,,,,,,,,,,,,
31,PT08M56.00S,2023-03-19T00:13:32.4Z,1,REGULAR,foul,personal,['2freethrow'],1628415,,,1610612744,11,4,2023-03-19T00:13:38Z,310000,False,,,0,,D. Brooks shooting personal FOUL (1 PF) (Curry 2 FT),"[1628415, 201939]",1610612763.0,MEM,shooting,,,Brooks,D. Brooks,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,204058.0,1.0,0.0,Curry,201939.0,,,,,
33,PT08M56.00S,2023-03-19T00:13:59.8Z,1,REGULAR,freethrow,1 of 2,[],201939,,,1610612744,11,5,2023-03-19T00:13:59Z,330000,False,,,0,,S. Curry Free Throw 1 of 2 (1 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
34,PT08M56.00S,2023-03-19T00:14:16.0Z,1,REGULAR,freethrow,2 of 2,[],201939,,,1610612744,11,6,2023-03-19T00:14:16Z,340000,False,,,0,,S. Curry Free Throw 2 of 2 (2 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
35,PT08M39.00S,2023-03-19T00:14:34.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630214,83.65637319316689,42.15686274509804,1610612763,13,6,2023-03-19T00:14:53Z,350000,False,-39.0,101.0,1,right,X. Tillman 10' floating Jump Shot (2 PTS) (T. Jones 3 AST),"[1630214, 1626145]",1610612763.0,MEM,floating,,,Tillman,X. Tillman,,,,,In The Paint (Non-RA),8-16 Center,10.84,Made,,,,,2.0,T. Jones,1626145.0,3.0,,,,,,,,,,
37,PT08M24.00S,2023-03-19T00:14:49.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626172,7.440867279894875,44.85294117647059,1610612744,13,6,2023-03-19T00:14:58Z,370000,False,26.0,17.0,1,left,MISS K. Looney cutting Layup,[1626172],1610612744.0,GSW,cutting,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,3.1,Missed,,,,,,,,,,,,,,,,,,
38,PT08M24.00S,2023-03-19T00:14:49.8Z,1,REGULAR,rebound,offensive,[],1626172,,,1610612744,13,6,2023-03-19T00:14:58Z,380000,False,,,0,,K. Looney REBOUND (Off:1 Def:0),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,,,37.0,1.0,0.0,1.0,,,,,,,,,,,,,,
39,PT08M22.00S,2023-03-19T00:14:53.5Z,1,REGULAR,foul,personal,['2freethrow'],1628991,,,1610612744,13,6,2023-03-19T00:15:06Z,390000,False,,,0,,J. Jackson Jr. shooting personal FOUL (1 PF) (Looney 2 FT),"[1628991, 1626172]",1610612763.0,MEM,shooting,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,2715.0,1.0,0.0,Looney,1626172.0,,,,,
41,PT08M22.00S,2023-03-19T00:15:21.5Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1626172,,,1610612744,13,7,2023-03-19T00:15:21Z,410000,False,,,0,,K. Looney Free Throw 1 of 2 (3 PTS),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
42,PT08M22.00S,2023-03-19T00:15:51.1Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1626172,,,1610612744,13,8,2023-03-19T00:15:51Z,420000,False,,,0,,K. Looney Free Throw 2 of 2 (4 PTS),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
43,PT08M14.00S,2023-03-19T00:16:05.5Z,1,REGULAR,foul,personal,[],202691,,,1610612763,13,8,2023-03-19T00:16:17Z,430000,False,,,0,,K. Thompson personal FOUL (1 PF),"[202691, 1626145]",1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,2715.0,1.0,0.0,Jones,1626145.0,,,,,
45,PT08M14.00S,2023-03-19T00:16:19.8Z,1,REGULAR,substitution,out,[],1626172,,,1610612763,13,8,2023-03-19T00:16:21Z,450000,False,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
46,PT08M14.00S,2023-03-19T00:16:19.8Z,1,REGULAR,substitution,in,[],1630228,,,1610612763,13,8,2023-03-19T00:16:21Z,460000,False,,,0,,SUB in: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,,
47,PT08M08.00S,2023-03-19T00:16:29.2Z,1,REGULAR,3pt,Jump Shot,[],1628415,87.99277266754271,96.07843137254902,1610612763,16,8,2023-03-19T00:16:35Z,470000,False,230.0,60.0,1,right,D. Brooks 3PT  (3 PTS) (T. Jones 4 AST),"[1628415, 1626145]",1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,Right Corner 3,24+ Right,23.82,Made,,,,,3.0,T. Jones,1626145.0,4.0,,,,,,,,,,
49,PT07M50.00S,2023-03-19T00:16:47.4Z,1,REGULAR,3pt,Jump Shot,[],1630228,16.507884362680684,95.58823529411765,1610612744,16,11,2023-03-19T00:16:53Z,490000,False,-228.0,103.0,1,left,J. Kuminga 25' 3PT  (3 PTS) (D. Green 1 AST),"[1630228, 203110]",1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,Above the Break 3,24+ Left Center,25.0,Made,,,,,3.0,D. Green,203110.0,1.0,,,,,,,,,,
51,PT07M33.00S,2023-03-19T00:17:03.8Z,1,REGULAR,2pt,Jump Shot,[],1630217,80.50262812089356,80.88235294117648,1610612763,18,11,2023-03-19T00:17:09Z,510000,False,154.0,131.0,1,right,D. Bane 20' pullup Jump Shot (5 PTS) (T. Jones 5 AST),"[1630217, 1626145]",1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,Mid-Range,16-24 Right Center,20.24,Made,,,,,5.0,T. Jones,1626145.0,5.0,,,,,,,,,,
