actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2023-01-08T23:10:31.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-01-08T23:10:31Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2023-01-08T23:10:33.3Z,1,REGULAR,jumpball,recovered,[],1626145,,,1610612763,0,0,2023-01-08T23:10:33Z,40000,False,,,0,,Jump Ball J. Jackson Jr. vs. K. Olynyk: Tip to T. Jones,"[1626145, 1628991, 203482]",1610612763.0,MEM,startperiod,T. Jones,1626145.0,Jones,T. Jones,Jackson Jr.,1628991.0,Olynyk,203482.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2023-01-08T23:10:46.9Z,1,REGULAR,3pt,Jump Shot,[],1630217,91.67214191852825,4.166666666666666,1610612763,0,0,2023-01-08T23:10:50Z,70000,False,-229.0,26.0,1,right,MISS D. Bane 3PT,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Left Corner 3,24+ Left,23.06,Missed,,,,,,,,,,,,,,,,,,
8,PT11M42.00S,2023-01-08T23:10:47.9Z,1,REGULAR,rebound,offensive,[],1630214,,,1610612763,0,0,2023-01-08T23:10:50Z,80000,False,,,0,,X. Tillman REBOUND (Off:1 Def:0),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,Left Corner 3,24+ Left,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,
9,PT11M39.00S,2023-01-08T23:10:50.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630214,94.03745072273325,49.26470588235294,1610612763,0,0,2023-01-08T23:10:53Z,90000,False,-4.0,4.0,1,right,MISS X. Tillman putback Layup,[1630214],1610612763.0,MEM,putback,,,Tillman,X. Tillman,,,,,Restricted Area,0-8 Center,0.51,Missed,,,,,,,,,,,,,,,,,,
10,PT11M37.00S,2023-01-08T23:10:52.7Z,1,REGULAR,rebound,defensive,[],1628374,,,1610612762,0,0,2023-01-08T23:10:53Z,100000,False,,,0,,L. Markkanen REBOUND (Off:0 Def:1),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M24.00S,2023-01-08T23:11:07.1Z,1,REGULAR,3pt,Jump Shot,[],201144,32.933639947437584,43.38235294117647,1610612762,0,0,2023-01-08T23:11:11Z,110000,False,33.0,257.0,1,left,MISS M. Conley 25' pullup 3PT,[201144],1610612762.0,UTA,pullup,,,Conley,M. Conley,,,,,Above the Break 3,24+ Center,25.92,Missed,,,,,,,,,,,,,,,,,,
12,PT11M22.00S,2023-01-08T23:11:08.7Z,1,REGULAR,rebound,defensive,[],1630214,,,1610612763,0,0,2023-01-08T23:11:08Z,120000,False,,,0,,X. Tillman REBOUND (Off:1 Def:1),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,Above the Break 3,24+ Center,,,11.0,2.0,1.0,1.0,,,,,,,,,,,,,,
13,PT11M16.00S,2023-01-08T23:11:14.5Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630214,93.38042049934296,51.470588235294116,1610612763,2,0,2023-01-08T23:12:10Z,130000,False,7.0,10.0,1,right,X. Tillman cutting finger roll Layup (2 PTS) (D. Bane 1 AST),"[1630214, 1630217]",1610612763.0,MEM,cutting finger roll,,,Tillman,X. Tillman,,,,,Restricted Area,0-8 Center,1.22,Made,,,,,2.0,D. Bane,1630217.0,1.0,,,,,,,,,,
15,PT11M04.00S,2023-01-08T23:11:26.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628374,7.30946123521682,54.166666666666664,1610612762,2,0,2023-01-08T23:11:31Z,150000,False,-21.0,16.0,1,left,MISS L. Markkanen cutting DUNK - blocked,"[1628374, 1628991]",1610612762.0,UTA,cutting,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,2.64,Missed,,,,,,,,,Jackson Jr.,1628991.0,,,,,,,,
16,PT11M04.00S,2023-01-08T23:11:26.6Z,1,REGULAR,block,,[],1628991,,,1610612762,2,0,2023-01-08T23:11:28Z,160000,False,,,0,,J. Jackson Jr. BLOCK (1 BLK),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
17,PT10M58.00S,2023-01-08T23:11:32.6Z,1,REGULAR,rebound,offensive,[],1628374,,,1610612762,2,0,2023-01-08T23:11:31Z,170000,False,,,0,,L. Markkanen REBOUND (Off:1 Def:1),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,,,15.0,2.0,1.0,1.0,,,,,,,,,,,,,,
18,PT10M58.00S,2023-01-08T23:11:31.7Z,1,REGULAR,2pt,Jump Shot,"['2ndchance', 'pointsinthepaint']",1628374,10.068988173455978,47.794117647058826,1610612762,2,2,2023-01-08T23:11:38Z,180000,False,11.0,42.0,1,left,L. Markkanen Jump Shot (2 PTS),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,4.35,Made,,,,,2.0,,,,,,,,,,,,,
19,PT10M47.00S,2023-01-08T23:11:43.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630217,93.11760840998686,51.225490196078425,1610612763,4,2,2023-01-08T23:11:46Z,190000,False,6.0,12.0,1,right,D. Bane driving floating bank Jump Shot (2 PTS),[1630217],1610612763.0,MEM,driving floating bank,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,1.36,Made,,,,,2.0,,,,,,,,,,,,,
20,PT10M31.00S,2023-01-08T23:11:59.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203903,10.988830486202366,56.86274509803921,1610612762,4,4,2023-01-08T23:12:03Z,200000,False,-34.0,51.0,1,left,J. Clarkson 6' turnaround bank Jump Shot (2 PTS),[203903],1610612762.0,UTA,turnaround bank,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),0-8 Center,6.13,Made,,,,,2.0,,,,,,,,,,,,,
21,PT10M24.00S,2023-01-08T23:12:06.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630217,93.38042049934296,47.05882352941176,1610612763,4,4,2023-01-08T23:12:10Z,210000,False,-15.0,10.0,1,right,MISS D. Bane driving Layup,[1630217],1610612763.0,MEM,driving,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,1.76,Missed,,,,,,,,,,,,,,,,,,
22,PT10M22.00S,2023-01-08T23:12:08.4Z,1,REGULAR,rebound,defensive,[],1629020,,,1610612762,4,4,2023-01-08T23:12:10Z,220000,False,,,0,,J. Vanderbilt REBOUND (Off:0 Def:1),[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,Restricted Area,0-8 Center,,,21.0,1.0,1.0,0.0,,,,,,,,,,,,,,
23,PT10M09.00S,2023-01-08T23:12:21.5Z,1,REGULAR,turnover,bad pass,[],203903,,,1610612762,4,4,2023-01-08T23:12:25Z,230000,False,,,0,,J. Clarkson bad pass TURNOVER (1 TO),"[203903, 1628991]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1.0,Jackson Jr.,1628991.0,,,,,
24,PT10M09.00S,2023-01-08T23:12:21.5Z,1,REGULAR,steal,,[],1628991,,,1610612763,4,4,2023-01-08T23:18:14Z,240000,False,,,0,,J. Jackson Jr. STEAL (1 STL),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
25,PT10M03.00S,2023-01-08T23:12:27.4Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1626145,71.43561103810775,78.18627450980392,1610612763,4,4,2023-01-08T23:12:31Z,250000,False,141.0,216.0,1,right,MISS T. Jones 25' running 3PT,[1626145],1610612763.0,MEM,running,,,Jones,T. Jones,,,,,Above the Break 3,24+ Right Center,25.79,Missed,,,,,,,,,,,,,,,,,,
26,PT10M01.00S,2023-01-08T23:12:29.4Z,1,REGULAR,rebound,defensive,[],1628374,,,1610612762,4,4,2023-01-08T23:12:31Z,260000,False,,,0,,L. Markkanen REBOUND (Off:1 Def:2),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Right Center,,,25.0,3.0,2.0,1.0,,,,,,,,,,,,,,
27,PT09M46.00S,2023-01-08T23:12:44.4Z,1,REGULAR,turnover,bad pass,[],203903,,,1610612762,4,4,2023-01-08T23:12:47Z,270000,False,,,0,,J. Clarkson bad pass TURNOVER (2 TO),"[203903, 1630214]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,2.0,Tillman,1630214.0,,,,,
28,PT09M46.00S,2023-01-08T23:12:44.4Z,1,REGULAR,steal,,[],1630214,,,1610612763,4,4,2023-01-08T23:12:45Z,280000,False,,,0,,X. Tillman STEAL (1 STL),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
29,PT09M41.00S,2023-01-08T23:12:49.4Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628415,89.70105124835742,4.166666666666666,1610612763,4,4,2023-01-08T23:12:54Z,290000,False,-229.0,44.0,1,right,MISS D. Brooks running 3PT,[1628415],1610612763.0,MEM,running,,,Brooks,D. Brooks,,,,,Left Corner 3,24+ Left,23.34,Missed,,,,,,,,,,,,,,,,,,
30,PT09M38.00S,2023-01-08T23:12:52.4Z,1,REGULAR,rebound,defensive,[],1628374,,,1610612762,4,4,2023-01-08T23:12:54Z,300000,False,,,0,,L. Markkanen REBOUND (Off:1 Def:3),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Left Corner 3,24+ Left,,,29.0,4.0,3.0,1.0,,,,,,,,,,,,,,
31,PT09M32.00S,2023-01-08T23:13:00.7Z,1,REGULAR,foul,personal,['2freethrow'],1628991,,,1610612762,4,4,2023-01-08T23:13:11Z,310000,False,,,0,,J. Jackson Jr. shooting personal FOUL (1 PF) (Vanderbilt 2 FT),"[1628991, 1629020]",1610612763.0,MEM,shooting,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,2002.0,1.0,0.0,Vanderbilt,1629020.0
33,PT09M32.00S,2023-01-08T23:13:38.1Z,1,REGULAR,freethrow,1 of 2,[],1629020,,,1610612762,4,5,2023-01-08T23:13:38Z,330000,False,,,0,,J. Vanderbilt Free Throw 1 of 2 (1 PTS),[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
34,PT09M32.00S,2023-01-08T23:13:55.5Z,1,REGULAR,freethrow,2 of 2,[],1629020,,,1610612762,4,5,2023-01-08T23:13:55Z,340000,False,,,0,,MISS J. Vanderbilt Free Throw 2 of 2,[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
35,PT09M30.00S,2023-01-08T23:13:56.5Z,1,REGULAR,rebound,defensive,[],1630217,,,1610612763,4,5,2023-01-08T23:13:56Z,350000,False,,,0,,D. Bane REBOUND (Off:0 Def:1),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,34.0,1.0,1.0,0.0,,,,,,,,,,,,,,
36,PT09M17.00S,2023-01-08T23:14:08.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630214,91.45860709592641,56.06234681372549,1610612763,6,5,2023-01-08T23:16:52Z,360000,False,30.0,28.0,1,right,X. Tillman bank Jump Shot (4 PTS) (D. Bane 2 AST),"[1630214, 1630217]",1610612763.0,MEM,bank,,,Tillman,X. Tillman,,,,,Restricted Area,0-8 Center,4.11,Made,,,,,4.0,D. Bane,1630217.0,2.0,,,,,,,,,,
38,PT09M00.00S,2023-01-08T23:14:26.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628374,6.652431011826544,46.568627450980394,1610612762,6,5,2023-01-08T23:14:31Z,380000,False,17.0,10.0,1,left,MISS L. Markkanen Layup - blocked,"[1628374, 1628991]",1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,1.99,Missed,,,,,,,,,Jackson Jr.,1628991.0,,,,,,,,
39,PT09M00.00S,2023-01-08T23:14:26.0Z,1,REGULAR,block,,[],1628991,,,1610612762,6,5,2023-01-08T23:14:28Z,390000,False,,,0,,J. Jackson Jr. BLOCK (2 BLK),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
40,PT08M59.00S,2023-01-08T23:14:27.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612763,6,5,2023-01-08T23:14:31Z,400000,False,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,Restricted Area,0-8 Center,,,38.0,,,,,,,,,,,,,,,,,
42,PT08M42.00S,2023-01-08T23:14:54.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628991,92.59198423127464,45.34313725490196,1610612763,6,5,2023-01-08T23:14:59Z,420000,False,-23.0,17.0,1,right,MISS J. Jackson Jr. driving finger roll Layup,[1628991],1610612763.0,MEM,driving finger roll,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,2.89,Missed,,,,,,,,,,,,,,,,,,
43,PT08M40.00S,2023-01-08T23:14:56.5Z,1,REGULAR,rebound,defensive,[],203482,,,1610612762,6,5,2023-01-08T23:14:59Z,430000,False,,,0,,K. Olynyk REBOUND (Off:0 Def:1),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Restricted Area,0-8 Center,,,42.0,1.0,1.0,0.0,,,,,,,,,,,,,,
44,PT08M36.00S,2023-01-08T23:15:04.2Z,1,REGULAR,turnover,lost ball,[],1629020,,,1610612762,6,5,2023-01-08T23:15:07Z,440000,False,,,0,,J. Vanderbilt lost ball TURNOVER (1 TO),"[1629020, 1628991]",1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1.0,Jackson Jr.,1628991.0,,,,,
45,PT08M36.00S,2023-01-08T23:15:04.2Z,1,REGULAR,steal,,[],1628991,,,1610612763,6,5,2023-01-08T23:15:23Z,450000,False,,,0,,J. Jackson Jr. STEAL (2 STL),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
46,PT08M36.00S,2023-01-08T23:15:06.3Z,1,REGULAR,foul,personal,[],1629020,,,1610612763,6,5,2023-01-08T23:15:09Z,460000,False,,,0,,J. Vanderbilt personal FOUL (1 PF),"[1629020, 1628991]",1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,2002.0,1.0,0.0,Jackson Jr.,1628991.0
48,PT08M23.00S,2023-01-08T23:15:36.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630217,81.94809461235218,64.70588235294117,1610612763,8,5,2023-01-08T23:15:40Z,480000,False,74.0,117.0,1,right,D. Bane 13' pullup Jump Shot (4 PTS) (X. Tillman 1 AST),"[1630217, 1630214]",1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,In The Paint (Non-RA),8-16 Right,13.83,Made,,,,,4.0,X. Tillman,1630214.0,1.0,,,,,,,,,,
50,PT08M07.00S,2023-01-08T23:15:51.4Z,1,REGULAR,3pt,Jump Shot,[],203482,31.882391590013142,44.11764705882353,1610612762,8,8,2023-01-08T23:15:55Z,500000,False,29.0,247.0,1,left,K. Olynyk 24' 3PT  (3 PTS) (M. Conley 1 AST),"[203482, 201144]",1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Above the Break 3,24+ Center,24.89,Made,,,,,3.0,M. Conley,201144.0,1.0,,,,,,,,,,
52,PT07M58.00S,2023-01-08T23:16:01.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628991,88.12417871222075,47.30392156862745,1610612763,10,8,2023-01-08T23:16:05Z,520000,False,-13.0,59.0,1,right,J. Jackson Jr. 6' driving floating Jump Shot (2 PTS),[1628991],1610612763.0,MEM,driving floating,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,6.06,Made,,,,,2.0,,,,,,,,,,,,,
