actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
17,PT10M26.00S,2023-02-02T00:12:11.8Z,1,REGULAR,foul,personal,['2freethrow'],1628404,,,1610612763,4,2,2023-02-02T00:12:17Z,160000,False,,,0,,J. Hart shooting personal FOUL (1 PF) (Morant 2 FT),"[1628404, 1629630]",1610612757.0,POR,shooting,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,,,,,,,200834.0,,,,,,,,1.0,0.0,Morant,1629630.0,,
19,PT10M26.00S,2023-02-02T00:12:41.7Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1629630,,,1610612763,5,2,2023-02-02T00:12:41Z,180000,False,,,0,,J. Morant Free Throw 1 of 2 (1 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
20,PT10M26.00S,2023-02-02T00:12:54.4Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1629630,,,1610612763,6,2,2023-02-02T00:12:54Z,190000,False,,,0,,J. Morant Free Throw 2 of 2 (2 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
21,PT10M16.00S,2023-02-02T00:13:07.4Z,1,REGULAR,turnover,bad pass,[],203994,,,1610612757,6,2,2023-02-02T00:13:10Z,200000,False,,,0,,J. Nurkic bad pass TURNOVER (1 TO),"[203994, 1630214]",1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,1.0,Tillman,1630214.0,,,,,,
22,PT10M16.00S,2023-02-02T00:13:07.4Z,1,REGULAR,steal,,[],1630214,,,1610612763,6,2,2023-02-02T00:13:09Z,210000,False,,,0,,X. Tillman STEAL (2 STL),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
23,PT10M06.00S,2023-02-02T00:13:16.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629630,31.225361366622867,31.372549019607842,1610612763,6,2,2023-02-02T00:13:20Z,220000,False,93.0,241.0,1,left,MISS J. Morant 25' 3PT,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,Above the Break 3,24+ Right Center,25.84,Missed,,,,,,,,,,,,,,,,,,
24,PT10M04.00S,2023-02-02T00:13:19.5Z,1,REGULAR,rebound,offensive,[],1630214,,,1610612763,6,2,2023-02-02T00:13:19Z,230000,False,,,0,,X. Tillman REBOUND (Off:1 Def:1),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,Above the Break 3,24+ Right Center,,,,,,,,23.0,2.0,1.0,1.0,,,,,,,,,
25,PT09M57.00S,2023-02-02T00:13:26.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630217,11.12023653088042,60.29411764705882,1610612763,6,2,2023-02-02T00:13:30Z,240000,False,-51.0,52.0,1,left,MISS D. Bane 7' pullup Shot,[1630217],1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,In The Paint (Non-RA),0-8 Center,7.32,Missed,,,,,,,,,,,,,,,,,,
26,PT09M53.00S,2023-02-02T00:13:30.6Z,1,REGULAR,rebound,defensive,[],203994,,,1610612757,6,2,2023-02-02T00:13:30Z,250000,False,,,0,,J. Nurkic REBOUND (Off:0 Def:1),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,25.0,1.0,1.0,0.0,,,,,,,,,
27,PT09M32.00S,2023-02-02T00:13:49.8Z,1,REGULAR,2pt,Jump Shot,[],1629014,82.9993429697766,65.93137254901961,1610612757,6,2,2023-02-02T00:13:53Z,260000,False,80.0,107.0,1,right,MISS A. Simons 13' step back Shot,[1629014],1610612757.0,POR,step back,,,Simons,A. Simons,,,,,Mid-Range,8-16 Right,13.37,Missed,,,,,,,,,,,,,,,,,,
28,PT09M31.00S,2023-02-02T00:13:50.8Z,1,REGULAR,rebound,defensive,[],1628991,,,1610612763,6,2,2023-02-02T00:13:53Z,270000,False,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:1),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Mid-Range,8-16 Right,,,,,,,,27.0,1.0,1.0,0.0,,,,,,,,,
29,PT09M31.00S,2023-02-02T00:14:00.4Z,1,REGULAR,foul,personal,['1freethrow'],203994,,,1610612763,6,2,2023-02-02T00:18:49Z,280000,False,,,0,,J. Nurkic transition take personal FOUL (1 PF) (Tillman 1 FT),"[203994, 1630214]",1610612757.0,POR,transition take,,,Nurkic,J. Nurkic,,,,,Mid-Range,16-24 Center,,,,,,,203593.0,,,,,,,,1.0,0.0,Tillman,1630214.0,,
31,PT09M31.00S,2023-02-02T00:14:12.7Z,1,REGULAR,substitution,out,[],203994,,,1610612763,6,2,2023-02-02T00:14:16Z,300000,False,,,0,,SUB out: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,,
32,PT09M31.00S,2023-02-02T00:14:12.7Z,1,REGULAR,substitution,in,[],1629234,,,1610612763,6,2,2023-02-02T00:14:16Z,310000,False,,,0,,SUB in: D. Eubanks,[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
33,PT09M31.00S,2023-02-02T00:14:19.6Z,1,REGULAR,freethrow,1 of 1,[],1630217,,,1610612763,7,2,2023-02-02T00:14:19Z,320000,False,,,0,,D. Bane transition take Free Throw 1 of 1 (3 PTS),[1630217],1610612763.0,MEM,transition take,,,Bane,D. Bane,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
35,PT09M16.00S,2023-02-02T00:15:01.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628415,5.601182654402102,46.568627450980394,1610612763,9,2,2023-02-02T00:15:04Z,340000,False,17.0,0.0,1,left,D. Brooks Layup (2 PTS) (J. Morant 2 AST),"[1628415, 1629630]",1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,Restricted Area,0-8 Center,1.72,Made,2.0,J. Morant,1629630.0,2.0,,,,,,,,,,,,,,
37,PT08M59.00S,2023-02-02T00:15:18.1Z,1,REGULAR,3pt,Jump Shot,[],1629014,71.69842312746385,77.69607843137256,1610612757,9,5,2023-02-02T00:15:21Z,360000,False,138.0,214.0,1,right,A. Simons 25' 3PT  (5 PTS) (D. Lillard 1 AST),"[1629014, 203081]",1610612757.0,POR,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Right Center,25.45,Made,5.0,D. Lillard,203081.0,1.0,,,,,,,,,,,,,,
39,PT08M44.00S,2023-02-02T00:15:33.0Z,1,REGULAR,3pt,Jump Shot,[],1629630,14.931011826544022,95.83333333333334,1610612763,12,5,2023-02-02T00:15:36Z,380000,False,-229.0,88.0,1,left,J. Morant 24' 3PT  (5 PTS) (D. Bane 1 AST),"[1629630, 1630217]",1610612763.0,MEM,,,,Morant,J. Morant,,,,,Left Corner 3,24+ Left,24.55,Made,5.0,D. Bane,1630217.0,1.0,,,,,,,,,,,,,,
41,PT08M24.00S,2023-02-02T00:15:53.4Z,1,REGULAR,turnover,lost ball,[],1629014,,,1610612757,12,5,2023-02-02T00:15:56Z,400000,False,,,0,,A. Simons lost ball TURNOVER (1 TO),"[1629014, 1630217]",1610612757.0,POR,,,,Simons,A. Simons,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,1.0,Bane,1630217.0,,,,,,
42,PT08M24.00S,2023-02-02T00:15:53.4Z,1,REGULAR,steal,,[],1630217,,,1610612763,12,5,2023-02-02T00:15:55Z,410000,False,,,0,,D. Bane STEAL (1 STL),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
43,PT08M21.00S,2023-02-02T00:15:56.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630217,6.915243101182654,49.01960784313725,1610612763,14,5,2023-02-02T00:16:00Z,420000,False,5.0,13.0,1,left,D. Bane running DUNK (5 PTS),[1630217],1610612763.0,MEM,running,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,1.34,Made,5.0,,,,,,,,,,,,,,,,,
44,PT08M21.00S,2023-02-02T00:15:59.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,14,5,2023-02-02T00:15:59Z,430000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,PT08M06.00S,2023-02-02T00:19:20.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203924,80.1084099868594,39.950980392156865,1610612757,14,5,2023-02-02T00:19:27Z,440000,False,-50.0,134.0,1,right,MISS J. Grant 14' fadeaway Shot,[203924],1610612757.0,POR,fadeaway,,,Grant,J. Grant,,,,,In The Paint (Non-RA),8-16 Center,14.36,Missed,,,,,,,,,,,,,,,,,,
46,PT08M03.00S,2023-02-02T00:19:23.9Z,1,REGULAR,rebound,defensive,[],1630214,,,1610612763,14,5,2023-02-02T00:19:27Z,450000,False,,,0,,X. Tillman REBOUND (Off:1 Def:2),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,45.0,3.0,2.0,1.0,,,,,,,,,
47,PT07M59.00S,2023-02-02T00:19:27.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629630,30.436925098554536,34.55882352941176,1610612763,17,5,2023-02-02T00:19:32Z,460000,False,77.0,234.0,1,left,J. Morant 24' 3PT running pullup (8 PTS),[1629630],1610612763.0,MEM,running pullup,,,Morant,J. Morant,,,,,Above the Break 3,24+ Right Center,24.6,Made,8.0,,,,,,,,,,,,,,,,,
48,PT07M34.00S,2023-02-02T00:19:52.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203924,92.59198423127464,53.67647058823529,1610612757,17,5,2023-02-02T00:19:55Z,470000,False,18.0,17.0,1,right,MISS J. Grant driving finger roll Layup,[203924],1610612757.0,POR,driving finger roll,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,2.51,Missed,,,,,,,,,,,,,,,,,,
49,PT07M32.00S,2023-02-02T00:19:54.9Z,1,REGULAR,rebound,defensive,[],1630214,,,1610612763,17,5,2023-02-02T00:19:55Z,480000,False,,,0,,X. Tillman REBOUND (Off:1 Def:3),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,Restricted Area,0-8 Center,,,,,,,,48.0,4.0,3.0,1.0,,,,,,,,,
50,PT07M27.00S,2023-02-02T00:20:00.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630217,9.806176084099869,51.225490196078425,1610612763,17,5,2023-02-02T00:25:17Z,490000,False,-6.0,40.0,1,left,MISS D. Bane driving bank Hook,[1630217],1610612763.0,MEM,driving bank,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,4.02,Missed,,,,,,,,,,,,,,,,,,
51,PT07M27.00S,2023-02-02T00:20:00.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612757,17,5,2023-02-02T00:20:06Z,500000,False,,,0,,TEAM defensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,50.0,,,,,,,,,,,,
53,PT07M13.00S,2023-02-02T00:20:19.9Z,1,REGULAR,3pt,Jump Shot,[],203081,72.48685939553219,17.401960784313726,1610612757,17,5,2023-02-02T00:20:23Z,520000,False,-163.0,206.0,1,right,MISS D. Lillard 26' 3PT,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,26.28,Missed,,,,,,,,,,,,,,,,,,
54,PT07M10.00S,2023-02-02T00:20:22.9Z,1,REGULAR,rebound,defensive,[],1629630,,,1610612763,17,5,2023-02-02T00:20:23Z,530000,False,,,0,,J. Morant REBOUND (Off:0 Def:1),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,Above the Break 3,24+ Left Center,,,,,,,,53.0,1.0,1.0,0.0,,,,,,,,,
55,PT07M05.00S,2023-02-02T00:20:28.0Z,1,REGULAR,3pt,Jump Shot,[],1630217,29.911300919842315,69.11764705882352,1610612763,17,5,2023-02-02T00:20:32Z,540000,False,-96.0,229.0,1,left,MISS D. Bane 24' 3PT,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Left Center,24.79,Missed,,,,,,,,,,,,,,,,,,
56,PT07M02.00S,2023-02-02T00:20:30.7Z,1,REGULAR,rebound,offensive,[],1630214,,,1610612763,17,5,2023-02-02T00:20:30Z,550000,False,,,0,,X. Tillman REBOUND (Off:2 Def:3),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,Above the Break 3,24+ Left Center,,,,,,,,55.0,5.0,3.0,2.0,,,,,,,,,
57,PT07M01.00S,2023-02-02T00:20:32.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630217,26.10052562417871,82.1078431372549,1610612763,17,5,2023-02-02T00:20:37Z,560000,False,-161.0,193.0,1,left,MISS D. Bane 25' 3PT,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Left Center,25.09,Missed,,,,,,,,,,,,,,,,,,
58,PT06M56.00S,2023-02-02T00:20:37.1Z,1,REGULAR,rebound,defensive,[],1628404,,,1610612757,17,5,2023-02-02T00:20:37Z,570000,False,,,0,,J. Hart REBOUND (Off:0 Def:1),[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Left Center,,,,,,,,57.0,1.0,1.0,0.0,,,,,,,,,
59,PT06M49.00S,2023-02-02T00:20:43.3Z,1,REGULAR,3pt,Jump Shot,[],203924,70.51576872536137,74.50980392156863,1610612757,17,5,2023-02-02T00:20:47Z,580000,False,123.0,225.0,1,right,MISS J. Grant 25' 3PT,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Right Center,25.59,Missed,,,,,,,,,,,,,,,,,,
60,PT06M46.00S,2023-02-02T00:20:46.3Z,1,REGULAR,rebound,defensive,[],1629630,,,1610612763,17,5,2023-02-02T00:20:47Z,590000,False,,,0,,J. Morant REBOUND (Off:0 Def:2),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,Above the Break 3,24+ Right Center,,,,,,,,59.0,2.0,2.0,0.0,,,,,,,,,
61,PT06M34.00S,2023-02-02T00:20:57.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628991,14.4053876478318,34.55882352941176,1610612763,17,5,2023-02-02T00:21:02Z,600000,False,77.0,83.0,1,left,MISS J. Jackson Jr. 11' driving floating Shot,[1628991],1610612763.0,MEM,driving floating,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),8-16 Right,11.33,Missed,,,,,,,,,,,,,,,,,,
62,PT06M32.00S,2023-02-02T00:20:59.9Z,1,REGULAR,rebound,offensive,[],1629630,,,1610612763,17,5,2023-02-02T00:21:02Z,610000,False,,,0,,J. Morant REBOUND (Off:1 Def:2),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,61.0,3.0,2.0,1.0,,,,,,,,,
63,PT06M27.00S,2023-02-02T00:21:05.8Z,1,REGULAR,turnover,bad pass,[],1630217,,,1610612763,17,5,2023-02-02T00:21:11Z,620000,False,,,0,,D. Bane bad pass TURNOVER (1 TO),"[1630217, 1629234]",1610612763.0,MEM,,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,1.0,Eubanks,1629234.0,,,,,,
64,PT06M27.00S,2023-02-02T00:21:05.8Z,1,REGULAR,steal,,[],1629234,,,1610612757,17,5,2023-02-02T00:21:08Z,630000,False,,,0,,D. Eubanks STEAL (1 STL),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
65,PT06M21.00S,2023-02-02T00:21:11.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203924,94.03745072273325,49.26470588235294,1610612757,17,7,2023-02-02T00:21:17Z,640000,False,-4.0,4.0,1,right,J. Grant running DUNK (2 PTS) (A. Simons 1 AST),"[203924, 1629014]",1610612757.0,POR,running,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,0.51,Made,2.0,A. Simons,1629014.0,1.0,,,,,,,,,,,,,,
67,PT05M57.00S,2023-02-02T00:21:43.2Z,1,REGULAR,foul,offensive,[],1630214,,,1610612763,17,7,2023-02-02T00:21:56Z,660000,False,,,0,,X. Tillman offensive FOUL (1 PF),"[1630214, 1629234]",1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1628951.0,,,,,,,,1.0,0.0,Eubanks,1629234.0,,
69,PT05M57.00S,2023-02-02T00:21:43.2Z,1,REGULAR,turnover,offensive foul,[],1630214,,,1610612763,17,7,2023-02-02T00:21:43Z,680000,False,,,0,,X. Tillman offensive foul TURNOVER (1 TO),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1628951.0,,,,,1.0,,,,,,,,
70,PT05M57.00S,2023-02-02T00:21:49.8Z,1,REGULAR,substitution,out,[],1628991,,,1610612757,17,7,2023-02-02T00:22:02Z,690000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M57.00S,2023-02-02T00:21:49.8Z,1,REGULAR,substitution,out,[],1630217,,,1610612757,17,7,2023-02-02T00:22:02Z,700000,False,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M57.00S,2023-02-02T00:21:49.8Z,1,REGULAR,substitution,out,[],203081,,,1610612757,17,7,2023-02-02T00:22:02Z,710000,False,,,0,,SUB out: D. Lillard,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M57.00S,2023-02-02T00:21:49.8Z,1,REGULAR,substitution,in,[],1630533,,,1610612757,17,7,2023-02-02T00:22:02Z,720000,False,,,0,,SUB in: Z. Williams,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M57.00S,2023-02-02T00:21:49.8Z,1,REGULAR,substitution,in,[],1630583,,,1610612757,17,7,2023-02-02T00:22:02Z,730000,False,,,0,,SUB in: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M57.00S,2023-02-02T00:21:49.8Z,1,REGULAR,substitution,in,[],1631101,,,1610612757,17,7,2023-02-02T00:22:02Z,740000,False,,,0,,SUB in: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M38.00S,2023-02-02T00:22:24.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203924,89.70105124835742,52.20588235294118,1610612757,17,9,2023-02-02T00:22:27Z,750000,False,11.0,44.0,1,right,J. Grant driving finger roll Layup (4 PTS),[203924],1610612757.0,POR,driving finger roll,,,Grant,J. Grant,,,,,In The Paint (Non-RA),0-8 Center,4.56,Made,4.0,,,,,,,,,,,,,,,,,
77,PT05M16.00S,2023-02-02T00:22:45.9Z,1,REGULAR,2pt,Jump Shot,[],1628415,7.440867279894875,70.83333333333334,1610612763,19,9,2023-02-02T00:22:49Z,760000,False,-104.0,17.0,1,left,D. Brooks 10' step back Jump Shot (4 PTS),[1628415],1610612763.0,MEM,step back,,,Brooks,D. Brooks,,,,,Mid-Range,8-16 Left,10.56,Made,4.0,,,,,,,,,,,,,,,,,
78,PT04M55.00S,2023-02-02T00:23:06.5Z,1,REGULAR,3pt,Jump Shot,[],1631101,69.85873850197109,74.50980392156863,1610612757,19,9,2023-02-02T00:23:09Z,770000,False,123.0,231.0,1,right,MISS S. Sharpe 26' 3PT,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Right Center,26.13,Missed,,,,,,,,,,,,,,,,,,
79,PT04M52.00S,2023-02-02T00:23:09.5Z,1,REGULAR,rebound,defensive,[],1630583,,,1610612763,19,9,2023-02-02T00:23:09Z,780000,False,,,0,,S. Aldama REBOUND (Off:0 Def:1),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Above the Break 3,24+ Right Center,,,,,,,,78.0,1.0,1.0,0.0,,,,,,,,,
80,PT04M45.00S,2023-02-02T00:23:18.7Z,1,REGULAR,turnover,out-of-bounds,[],1629630,,,1610612763,19,9,2023-02-02T00:23:22Z,790000,False,,,0,,J. Morant bad pass out-of-bounds TURNOVER (1 TO),[1629630],1610612763.0,MEM,bad pass,,,Morant,J. Morant,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,200834.0,,,,,1.0,,,,,,,,
81,PT04M29.00S,2023-02-02T00:23:39.7Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1629234,85.3646517739816,53.92156862745098,1610612757,19,11,2023-02-02T00:23:42Z,800000,False,20.0,85.0,1,right,D. Eubanks 8' turnaround Hook (2 PTS) (A. Simons 2 AST),"[1629234, 1629014]",1610612757.0,POR,turnaround,,,Eubanks,D. Eubanks,,,,,In The Paint (Non-RA),8-16 Center,8.73,Made,2.0,A. Simons,1629014.0,2.0,,,,,,,,,,,,,,
83,PT04M21.00S,2023-02-02T00:23:53.5Z,1,REGULAR,foul,offensive,[],1630214,,,1610612763,19,11,2023-02-02T00:24:09Z,820000,False,,,0,,X. Tillman offensive FOUL (2 PF),"[1630214, 1629014]",1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1628951.0,,,,,,,,2.0,0.0,Simons,1629014.0,,
