shortFormattedClock,actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,jerseyNumber,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
12:00,2,PT12M00.00S,2022-12-13T01:10:21.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-12-13T01:10:21Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11:57,4,PT11M57.00S,2022-12-13T01:10:24.4Z,1,REGULAR,jumpball,recovered,[],1630235,,,1610612737,0,0,2022-12-13T01:10:24Z,40000,False,,,0,,Jump Ball O. Okongwu vs. J. Jackson Jr.: Tip to T. Forrest,"[1630235, 1630168, 1628991]",2,1610612737.0,ATL,startperiod,T. Forrest,1630235.0,Forrest,T. Forrest,Okongwu,1630168.0,Jackson Jr.,1628991.0,,,,,,,,,,,,,,,,,,,,,,
11:46,7,PT11M46.00S,2022-12-13T01:10:33.9Z,1,REGULAR,2pt,Jump Shot,[],1629631,73.66951379763469,43.38235294117647,1610612737,0,2,2022-12-13T01:10:40Z,70000,False,-33.0,195.0,1,right,D. Hunter 19' pullup Jump Shot (2 PTS) (J. Johnson 1 AST),"[1629631, 1630552]",12,1610612737.0,ATL,pullup,,,Hunter,D. Hunter,,,,,Mid-Range,16-24 Center,19.78,Made,2.0,J. Johnson,1630552.0,1.0,,,,,,,,,,,,,,
11:22,9,PT11M22.00S,2022-12-13T01:10:58.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628991,5.469776609724048,50.98039215686274,1610612763,2,2,2022-12-13T01:11:03Z,90000,False,-5.0,-1.0,1,left,J. Jackson Jr. driving DUNK (2 PTS) (T. Jones 1 AST),"[1628991, 1626145]",13,1610612763.0,MEM,driving,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,0.5,Made,2.0,T. Jones,1626145.0,1.0,,,,,,,,,,,,,,
11:10,11,PT11M10.00S,2022-12-13T01:11:09.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631100,82.7365308804205,43.627450980392155,1610612737,2,4,2022-12-13T01:11:16Z,110000,False,-32.0,110.0,1,right,A. Griffin 11' driving floating Jump Shot (2 PTS) (T. Forrest 1 AST),"[1631100, 1630235]",14,1610612737.0,ATL,driving floating,,,Griffin,A. Griffin,,,,,In The Paint (Non-RA),8-16 Center,11.43,Made,2.0,T. Forrest,1630235.0,1.0,,,,,,,,,,,,,,
10:59,12,PT10M59.00S,2022-12-13T01:11:20.9Z,1,REGULAR,3pt,Jump Shot,[],1628415,28.07161629434954,77.94117647058823,1610612763,5,4,2022-12-13T01:11:25Z,120000,False,-140.0,211.0,1,left,D. Brooks 25' 3PT  (3 PTS) (B. Clarke 1 AST),"[1628415, 1629634]",24,1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Left Center,25.34,Made,3.0,B. Clarke,1629634.0,1.0,,,,,,,,,,,,,,
10:38,15,PT10M38.00S,2022-12-13T01:11:41.9Z,1,REGULAR,3pt,Jump Shot,[],1630552,82.47371879106439,95.34313725490196,1610612737,5,7,2022-12-13T01:11:46Z,140000,False,227.0,112.0,1,right,J. Johnson 25' 3PT  (3 PTS) (T. Forrest 2 AST),"[1630552, 1630235]",1,1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Right Center,25.29,Made,3.0,T. Forrest,1630235.0,2.0,,,,,,,,,,,,,,
10:27,17,PT10M27.00S,2022-12-13T01:11:53.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626145,14.931011826544022,45.83333333333333,1610612763,7,7,2022-12-13T01:11:57Z,160000,False,21.0,88.0,1,left,T. Jones 9' driving floating Jump Shot (2 PTS),[1626145],21,1610612763.0,MEM,driving floating,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Center,9.03,Made,2.0,,,,,,,,,,,,,,,,,
10:15,18,PT10M15.00S,2022-12-13T01:12:05.1Z,1,REGULAR,2pt,Jump Shot,[],1629631,92.85479632063075,75.98039215686273,1610612737,7,7,2022-12-13T01:12:10Z,170000,False,130.0,15.0,1,right,MISS D. Hunter 13' Jump Shot,[1629631],12,1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Mid-Range,8-16 Right,13.07,Missed,,,,,,,,,,,,,,,,,,
10:12,19,PT10M12.00S,2022-12-13T01:12:08.1Z,1,REGULAR,rebound,defensive,[],1628991,,,1610612763,7,7,2022-12-13T01:12:10Z,180000,False,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:1),[1628991],13,1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Mid-Range,8-16 Right,,,,,,,18.0,1.0,1.0,0.0,,,,,,,,,,
10:06,20,PT10M06.00S,2022-12-13T01:12:14.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629723,5.995400788436268,95.34313725490196,1610612763,10,7,2022-12-13T01:12:23Z,190000,False,-227.0,4.0,1,left,J. Konchar 3PT running (3 PTS) (T. Jones 2 AST),"[1629723, 1626145]",46,1610612763.0,MEM,running,,,Konchar,J. Konchar,,,,,Left Corner 3,24+ Left,22.67,Made,3.0,T. Jones,1626145.0,2.0,,,,,,,,,,,,,,
09:51,22,PT09M51.00S,2022-12-13T01:12:29.3Z,1,REGULAR,3pt,Jump Shot,[],1631100,67.88764783180025,32.1078431372549,1610612737,10,7,2022-12-13T01:12:35Z,210000,False,-89.0,249.0,1,right,MISS A. Griffin 26' 3PT,[1631100],14,1610612737.0,ATL,,,,Griffin,A. Griffin,,,,,Above the Break 3,24+ Left Center,26.5,Missed,,,,,,,,,,,,,,,,,,
09:48,23,PT09M48.00S,2022-12-13T01:12:32.3Z,1,REGULAR,rebound,offensive,[],1630552,,,1610612737,10,7,2022-12-13T01:12:35Z,220000,False,,,0,,J. Johnson REBOUND (Off:1 Def:0),[1630552],1,1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Left Center,,,,,,,22.0,1.0,0.0,1.0,,,,,,,,,,
09:44,24,PT09M44.00S,2022-12-13T01:12:36.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629631,70.90998685939553,25.0,1610612737,10,7,2022-12-13T01:12:42Z,230000,False,-125.0,221.0,1,right,MISS D. Hunter 25' 3PT,[1629631],12,1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Left Center,25.38,Missed,,,,,,,,,,,,,,,,,,
09:40,25,PT09M40.00S,2022-12-13T01:12:40.6Z,1,REGULAR,rebound,offensive,[],1630168,,,1610612737,10,7,2022-12-13T01:12:42Z,240000,False,,,0,,O. Okongwu REBOUND (Off:1 Def:0),[1630168],17,1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Left Center,,,,,,,24.0,1.0,0.0,1.0,,,,,,,,,,
09:33,26,PT09M33.00S,2022-12-13T01:12:47.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629631,92.72339027595268,44.85294117647059,1610612737,10,7,2022-12-13T01:12:52Z,250000,False,-26.0,16.0,1,right,MISS D. Hunter driving floating bank Shot - blocked,"[1629631, 1628991]",12,1610612737.0,ATL,driving floating bank,,,Hunter,D. Hunter,,,,,Restricted Area,0-8 Center,3.02,Missed,,,,,,,,,Jackson Jr.,1628991.0,,,,,,,,
09:33,27,PT09M33.00S,2022-12-13T01:12:47.2Z,1,REGULAR,block,,[],1628991,,,1610612737,10,7,2022-12-13T01:12:50Z,260000,False,,,0,,J. Jackson Jr. BLOCK (1 BLK),[1628991],13,1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
09:29,28,PT09M29.00S,2022-12-13T01:12:51.2Z,1,REGULAR,rebound,defensive,[],1629634,,,1610612763,10,7,2022-12-13T01:12:52Z,270000,False,,,0,,B. Clarke REBOUND (Off:0 Def:1),[1629634],15,1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,Restricted Area,0-8 Center,,,,,,,26.0,1.0,1.0,0.0,,,,,,,,,,
09:22,29,PT09M22.00S,2022-12-13T01:12:57.6Z,1,REGULAR,2pt,Jump Shot,[],1629723,8.09789750328515,8.823529411764707,1610612763,12,7,2022-12-13T01:13:02Z,280000,False,206.0,24.0,1,left,J. Konchar 20' Jump Shot (5 PTS) (T. Jones 3 AST),"[1629723, 1626145]",46,1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Mid-Range,16-24 Right,20.72,Made,5.0,T. Jones,1626145.0,3.0,,,,,,,,,,,,,,
09:06,31,PT09M06.00S,2022-12-13T01:13:14.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629631,92.9862023653088,46.07843137254902,1610612737,12,7,2022-12-13T01:13:19Z,300000,False,-20.0,13.0,1,right,MISS D. Hunter finger roll Layup - blocked,"[1629631, 1628991]",12,1610612737.0,ATL,finger roll,,,Hunter,D. Hunter,,,,,Restricted Area,0-8 Center,2.37,Missed,,,,,,,,,Jackson Jr.,1628991.0,,,,,,,,
09:06,32,PT09M06.00S,2022-12-13T01:13:14.5Z,1,REGULAR,block,,[],1628991,,,1610612737,12,7,2022-12-13T01:13:17Z,310000,False,,,0,,J. Jackson Jr. BLOCK (2 BLK),[1628991],13,1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
09:03,33,PT09M03.00S,2022-12-13T01:13:17.5Z,1,REGULAR,rebound,defensive,[],1628415,,,1610612763,12,7,2022-12-13T01:13:19Z,320000,False,,,0,,D. Brooks REBOUND (Off:0 Def:1),[1628415],24,1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,Restricted Area,0-8 Center,,,,,,,31.0,1.0,1.0,0.0,,,,,,,,,,
09:01,34,PT09M01.00S,2022-12-13T01:13:19.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626145,29.25427069645204,23.774509803921568,1610612763,15,7,2022-12-13T01:14:15Z,330000,False,131.0,222.0,1,left,T. Jones 25' 3PT running (5 PTS) (D. Brooks 1 AST),"[1626145, 1628415]",21,1610612763.0,MEM,running,,,Jones,T. Jones,,,,,Above the Break 3,24+ Right Center,25.83,Made,5.0,D. Brooks,1628415.0,1.0,,,,,,,,,,,,,,
