actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
14,PT11M23.00S,2023-02-26T01:11:28.7Z,1,REGULAR,steal,,[],1628991,,,1610612763,0,0,2023-02-26T01:11:30Z,140000,False,,,0,,J. Jackson Jr. STEAL (1 STL),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
15,PT11M17.00S,2023-02-26T01:11:34.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630217,12.302890932982917,56.127450980392155,1610612763,0,0,2023-02-26T01:11:38Z,150000,False,-31.0,63.0,1,left,MISS D. Bane 7' driving floating Shot,[1630217],1610612763.0,MEM,driving floating,,,Bane,D. Bane,,,,,In The Paint (Non-RA),0-8 Center,7.01,Missed,,,,,,,,,,,,,,,,,,
16,PT11M14.00S,2023-02-26T01:11:37.2Z,1,REGULAR,rebound,offensive,[],1628415,,,1610612763,0,0,2023-02-26T01:11:37Z,160000,False,,,0,,D. Brooks REBOUND (Off:1 Def:0),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),0-8 Center,,,,,15.0,1.0,0.0,1.0,,,,,,,,,,,,
17,PT11M12.00S,2023-02-26T01:11:39.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630214,5.863994743758213,49.50980392156863,1610612763,2,0,2023-02-26T01:11:45Z,170000,False,2.0,3.0,1,left,X. Tillman alley-oop Layup (2 PTS) (D. Brooks 1 AST),"[1630214, 1628415]",1610612763.0,MEM,alley-oop,,,Tillman,X. Tillman,,,,,Restricted Area,0-8 Center,0.36,Made,,,,,,,,,,2.0,D. Brooks,1628415.0,1.0,,,,,
19,PT10M50.00S,2023-02-26T01:12:00.3Z,1,REGULAR,3pt,Jump Shot,[],1627750,69.72733245729303,74.75490196078431,1610612743,2,3,2023-02-26T01:12:04Z,190000,False,124.0,232.0,1,right,J. Murray 26' 3PT  (3 PTS) (M. Porter Jr. 1 AST),"[1627750, 1629008]",1610612743.0,DEN,,,,Murray,J. Murray,,,,,Above the Break 3,24+ Right Center,26.31,Made,,,,,,,,,,3.0,M. Porter Jr.,1629008.0,1.0,,,,,
21,PT10M38.00S,2023-02-26T01:12:16.3Z,1,REGULAR,foul,personal,[],1628427,,,1610612763,2,3,2023-02-26T01:12:24Z,210000,False,,,0,,V. Cancar personal FOUL (1 PF),"[1628427, 1628991]",1610612743.0,DEN,,,,Cancar,V. Cancar,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,1179.0,1.0,0.0,Jackson Jr.,1628991.0
23,PT10M33.00S,2023-02-26T01:12:46.4Z,1,REGULAR,turnover,bad pass,[],1628991,,,1610612763,2,3,2023-02-26T01:12:49Z,230000,False,,,0,,J. Jackson Jr. bad pass TURNOVER (1 TO),"[1628991, 1627750]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Mid-Range,8-16 Right,,,,,,,,,1.0,Murray,1627750.0,,,,,,,,,
24,PT10M33.00S,2023-02-26T01:12:46.4Z,1,REGULAR,steal,,[],1627750,,,1610612743,2,3,2023-02-26T01:12:48Z,240000,False,,,0,,J. Murray STEAL (1 STL),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
25,PT10M17.00S,2023-02-26T01:13:03.7Z,1,REGULAR,foul,personal,['2freethrow'],1628991,,,1610612743,2,3,2023-02-26T01:13:15Z,250000,False,,,0,,J. Jackson Jr. shooting personal FOUL (1 PF) (Caldwell-Pope 2 FT),"[1628991, 203484]",1610612763.0,MEM,shooting,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1179.0,1.0,0.0,Caldwell-Pope,203484.0
27,PT10M17.00S,2023-02-26T01:13:28.4Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],203484,,,1610612743,2,4,2023-02-26T01:13:28Z,270000,False,,,0,,K. Caldwell-Pope Free Throw 1 of 2 (1 PTS),[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,Made,,,,,,,,,,1.0,,,,,,,,
28,PT10M17.00S,2023-02-26T01:13:42.1Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],203484,,,1610612743,2,5,2023-02-26T01:13:42Z,280000,False,,,0,,K. Caldwell-Pope Free Throw 2 of 2 (2 PTS),[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,Made,,,,,,,,,,2.0,,,,,,,,
29,PT10M07.00S,2023-02-26T01:13:54.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,5.732588699080158,49.26470588235294,1610612763,2,5,2023-02-26T01:13:56Z,290000,False,4.0,1.0,1,left,MISS J. Morant driving floating Shot,[1629630],1610612763.0,MEM,driving floating,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,0.4,Missed,,,,,,,,,,,,,,,,,,
30,PT10M05.00S,2023-02-26T01:13:56.0Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,2,5,2023-02-26T01:13:56Z,300000,False,,,0,,N. Jokic REBOUND (Off:0 Def:2),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,,,,,29.0,2.0,2.0,0.0,,,,,,,,,,,,
31,PT10M02.00S,2023-02-26T01:13:59.9Z,1,REGULAR,foul,personal,['2freethrow'],1630217,,,1610612743,2,5,2023-02-26T01:14:07Z,310000,False,,,0,,D. Bane shooting personal FOUL (1 PF) (Caldwell-Pope 2 FT),"[1630217, 203484]",1610612763.0,MEM,shooting,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,2714.0,1.0,0.0,Caldwell-Pope,203484.0
34,PT10M02.00S,2023-02-26T01:14:27.8Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],203484,,,1610612743,2,6,2023-02-26T01:14:27Z,330000,False,,,0,,K. Caldwell-Pope Free Throw 1 of 2 (3 PTS),[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,Made,,,,,,,,,,3.0,,,,,,,,
35,PT10M02.00S,2023-02-26T01:14:43.2Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],203484,,,1610612743,2,6,2023-02-26T01:14:43Z,340000,False,,,0,,MISS K. Caldwell-Pope Free Throw 2 of 2,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
36,PT10M00.00S,2023-02-26T01:14:43.8Z,1,REGULAR,rebound,defensive,[],1628415,,,1610612763,2,6,2023-02-26T01:14:43Z,350000,False,,,0,,D. Brooks REBOUND (Off:1 Def:1),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,35.0,2.0,1.0,1.0,,,,,,,,,,,,
37,PT09M47.00S,2023-02-26T01:14:57.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630214,6.521024967148489,49.50980392156863,1610612763,4,6,2023-02-26T01:15:00Z,360000,False,2.0,9.0,1,left,X. Tillman cutting DUNK (4 PTS) (J. Morant 1 AST),"[1630214, 1629630]",1610612763.0,MEM,cutting,,,Tillman,X. Tillman,,,,,Restricted Area,0-8 Center,0.91,Made,,,,,,,,,,4.0,J. Morant,1629630.0,1.0,,,,,
39,PT09M35.00S,2023-02-26T01:15:08.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627750,94.30026281208936,47.549019607843135,1610612743,4,6,2023-02-26T01:15:13Z,380000,False,-12.0,1.0,1,right,MISS J. Murray driving reverse Layup - blocked,"[1627750, 1630214]",1610612743.0,DEN,driving reverse,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,1.23,Missed,Tillman,1630214.0,,,,,,,,,,,,,,,,
40,PT09M35.00S,2023-02-26T01:15:08.0Z,1,REGULAR,block,,[],1630214,,,1610612743,4,6,2023-02-26T01:15:11Z,390000,False,,,0,,X. Tillman BLOCK (1 BLK),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
41,PT09M32.00S,2023-02-26T01:15:11.0Z,1,REGULAR,rebound,defensive,[],1630214,,,1610612763,4,6,2023-02-26T01:15:13Z,400000,False,,,0,,X. Tillman REBOUND (Off:0 Def:1),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,Restricted Area,0-8 Center,,,,,39.0,1.0,1.0,0.0,,,,,,,,,,,,
43,PT09M18.00S,2023-02-26T01:15:47.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630214,16.63929040735874,45.588235294117645,1610612763,6,6,2023-02-26T01:15:51Z,420000,False,22.0,104.0,1,left,X. Tillman 10' floating Jump Shot (6 PTS) (D. Bane 1 AST),"[1630214, 1630217]",1610612763.0,MEM,floating,,,Tillman,X. Tillman,,,,,In The Paint (Non-RA),8-16 Center,10.62,Made,,,,,,,,,,6.0,D. Bane,1630217.0,1.0,,,,,
46,PT08M58.00S,2023-02-26T01:16:28.2Z,1,REGULAR,2pt,Jump Shot,[],203484,79.97700394218134,24.019607843137255,1610612743,6,8,2023-02-26T01:16:33Z,450000,False,-130.0,136.0,1,right,K. Caldwell-Pope 18' pullup Jump Shot (5 PTS) (J. Murray 1 AST),"[203484, 1627750]",1610612743.0,DEN,pullup,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Mid-Range,16-24 Left Center,18.79,Made,,,,,,,,,,5.0,J. Murray,1627750.0,1.0,,,,,
48,PT08M49.00S,2023-02-26T01:16:36.2Z,1,REGULAR,3pt,Jump Shot,[],1630217,30.17411300919842,69.85294117647058,1610612763,6,8,2023-02-26T01:16:40Z,470000,False,-99.0,231.0,1,left,MISS D. Bane 25' pullup 3PT,[1630217],1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,Above the Break 3,24+ Left Center,25.15,Missed,,,,,,,,,,,,,,,,,,
49,PT08M46.00S,2023-02-26T01:16:39.6Z,1,REGULAR,rebound,offensive,[],1630217,,,1610612763,6,8,2023-02-26T01:16:39Z,480000,False,,,0,,D. Bane REBOUND (Off:1 Def:0),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Left Center,,,,,48.0,1.0,0.0,1.0,,,,,,,,,,,,
50,PT08M44.00S,2023-02-26T01:16:41.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630217,13.354139290407357,50.98039215686274,1610612763,8,8,2023-02-26T01:16:45Z,490000,False,-5.0,73.0,1,left,D. Bane 7' driving floating Jump Shot (2 PTS),[1630217],1610612763.0,MEM,driving floating,,,Bane,D. Bane,,,,,In The Paint (Non-RA),0-8 Center,7.32,Made,,,,,,,,,,2.0,,,,,,,,
51,PT08M22.00S,2023-02-26T01:17:03.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,93.9060446780552,50.245098039215684,1610612743,8,10,2023-02-26T01:17:06Z,500000,False,1.0,5.0,1,right,N. Jokic turnaround Jump Shot (2 PTS),[203999],1610612743.0,DEN,turnaround,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,0.49,Made,,,,,,,,,,2.0,,,,,,,,
52,PT08M12.00S,2023-02-26T01:17:13.3Z,1,REGULAR,3pt,Jump Shot,[],1630217,6.652431011826544,94.6078431372549,1610612763,11,10,2023-02-26T01:17:17Z,510000,False,-223.0,10.0,1,left,D. Bane 3PT  (5 PTS) (X. Tillman 1 AST),"[1630217, 1630214]",1610612763.0,MEM,,,,Bane,D. Bane,,,,,Left Corner 3,24+ Left,22.32,Made,,,,,,,,,,5.0,X. Tillman,1630214.0,1.0,,,,,
55,PT07M42.00S,2023-02-26T01:18:55.6Z,1,REGULAR,3pt,Jump Shot,[],1627750,87.07293035479631,95.83333333333334,1610612743,11,10,2023-02-26T01:19:00Z,540000,False,229.0,69.0,1,right,MISS J. Murray step back 3PT,[1627750],1610612743.0,DEN,step back,,,Murray,J. Murray,,,,,Right Corner 3,24+ Right,23.94,Missed,,,,,,,,,,,,,,,,,,
56,PT07M37.00S,2023-02-26T01:19:00.6Z,1,REGULAR,rebound,defensive,[],1628991,,,1610612763,11,10,2023-02-26T01:19:00Z,550000,False,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:1),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Right Corner 3,24+ Right,,,,,55.0,1.0,1.0,0.0,,,,,,,,,,,,
57,PT07M35.00S,2023-02-26T01:19:05.3Z,1,REGULAR,foul,personal,['2freethrow'],1629008,,,1610612763,11,10,2023-02-26T01:19:11Z,560000,False,,,0,,M. Porter Jr. shooting personal FOUL (1 PF) (Morant 2 FT),"[1629008, 1629630]",1610612743.0,DEN,shooting,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,2714.0,1.0,0.0,Morant,1629630.0
59,PT07M35.00S,2023-02-26T01:19:32.5Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1629630,,,1610612763,12,10,2023-02-26T01:19:32Z,580000,False,,,0,,J. Morant Free Throw 1 of 2 (1 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,Made,,,,,,,,,,1.0,,,,,,,,
60,PT07M35.00S,2023-02-26T01:19:36.7Z,1,REGULAR,substitution,out,[],1628991,,,1610612763,12,10,2023-02-26T01:19:41Z,590000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT07M35.00S,2023-02-26T01:19:36.7Z,1,REGULAR,substitution,in,[],1630583,,,1610612763,12,10,2023-02-26T01:19:41Z,600000,False,,,0,,SUB in: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT07M35.00S,2023-02-26T01:19:54.7Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1629630,,,1610612763,12,10,2023-02-26T01:19:54Z,610000,False,,,0,,MISS J. Morant Free Throw 2 of 2,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
63,PT07M34.00S,2023-02-26T01:19:57.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612763,12,10,2023-02-26T01:19:57Z,620000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,,62.0,,,,,,,,,,,,,,,
65,PT07M31.00S,2023-02-26T01:20:11.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630217,8.09789750328515,95.58823529411765,1610612763,12,10,2023-02-26T01:20:16Z,640000,False,-228.0,24.0,1,left,MISS D. Bane 3PT,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Left Corner 3,24+ Left,22.91,Missed,,,,,,,,,,,,,,,,,,
66,PT07M29.00S,2023-02-26T01:20:13.4Z,1,REGULAR,rebound,offensive,[],1630214,,,1610612763,12,10,2023-02-26T01:20:16Z,650000,False,,,0,,X. Tillman REBOUND (Off:1 Def:1),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,Left Corner 3,24+ Left,,,,,65.0,2.0,1.0,1.0,,,,,,,,,,,,
67,PT07M26.00S,2023-02-26T01:20:16.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630217,24.655059132720105,82.35294117647058,1610612763,12,10,2023-02-26T01:20:19Z,660000,False,-162.0,179.0,1,left,MISS D. Bane 24' pullup 3PT,[1630217],1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,Above the Break 3,24+ Left Center,24.15,Missed,,,,,,,,,,,,,,,,,,
68,PT07M23.00S,2023-02-26T01:20:19.0Z,1,REGULAR,rebound,defensive,[],1629008,,,1610612743,12,10,2023-02-26T01:20:19Z,670000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:1),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Left Center,,,,,67.0,1.0,1.0,0.0,,,,,,,,,,,,
69,PT07M12.00S,2023-02-26T01:20:30.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203484,93.38042049934296,51.9607843137255,1610612743,12,12,2023-02-26T01:20:33Z,680000,False,10.0,10.0,1,right,K. Caldwell-Pope driving floating bank Jump Shot (7 PTS) (V. Cancar 1 AST),"[203484, 1628427]",1610612743.0,DEN,driving floating bank,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Restricted Area,0-8 Center,1.38,Made,,,,,,,,,,7.0,V. Cancar,1628427.0,1.0,,,,,
71,PT07M05.00S,2023-02-26T01:20:37.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629630,6.521024967148489,51.71568627450981,1610612763,14,12,2023-02-26T01:20:41Z,700000,False,-9.0,9.0,1,left,J. Morant driving finger roll Layup (3 PTS),[1629630],1610612763.0,MEM,driving finger roll,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,1.23,Made,,,,,,,,,,3.0,,,,,,,,
72,PT06M50.00S,2023-02-26T01:21:03.4Z,1,REGULAR,foul,technical,['1freethrow'],1630583,,,1610612743,14,12,2023-02-26T01:24:56Z,710000,False,,,0,,S. Aldama defensive-3-second technical FOUL (1 Tech),[1630583],1610612763.0,MEM,defensive-3-second,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,1627961.0,0.0,1.0,,
73,PT06M50.00S,2023-02-26T01:21:09.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,14,12,2023-02-26T01:21:09Z,720000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M50.00S,2023-02-26T01:24:02.2Z,1,REGULAR,freethrow,1 of 1,[],1627750,,,1610612743,14,13,2023-02-26T01:24:02Z,730000,False,,,0,,J. Murray technical Free Throw 1 of 1 (4 PTS),[1627750],1610612743.0,DEN,technical,,,Murray,J. Murray,,,,,,,,Made,,,,,,,,,,4.0,,,,,,,,
75,PT06M41.00S,2023-02-26T01:24:20.9Z,1,REGULAR,3pt,Jump Shot,[],1627750,73.14388961892247,15.686274509803921,1610612743,14,13,2023-02-26T01:24:25Z,740000,False,-172.0,200.0,1,right,MISS J. Murray 26' 3PT,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Above the Break 3,24+ Left Center,26.35,Missed,,,,,,,,,,,,,,,,,,
76,PT06M39.00S,2023-02-26T01:24:22.9Z,1,REGULAR,rebound,offensive,[],203999,,,1610612743,14,13,2023-02-26T01:24:25Z,750000,False,,,0,,N. Jokic REBOUND (Off:1 Def:2),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Above the Break 3,24+ Left Center,,,,,75.0,3.0,2.0,1.0,,,,,,,,,,,,
77,PT06M35.00S,2023-02-26T01:24:27.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629008,72.35545335085413,78.92156862745098,1610612743,14,13,2023-02-26T01:24:32Z,760000,False,145.0,207.0,1,right,MISS M. Porter Jr. 25' pullup 3PT,[1629008],1610612743.0,DEN,pullup,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Right Center,25.28,Missed,,,,,,,,,,,,,,,,,,
78,PT06M30.00S,2023-02-26T01:24:32.2Z,1,REGULAR,rebound,offensive,[],203999,,,1610612743,14,13,2023-02-26T01:24:32Z,770000,False,,,0,,N. Jokic REBOUND (Off:2 Def:2),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Above the Break 3,24+ Right Center,,,,,77.0,4.0,2.0,2.0,,,,,,,,,,,,
79,PT06M30.00S,2023-02-26T01:24:31.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203999,94.40999984741211,50.0,1610612743,14,15,2023-02-26T01:24:31Z,780000,False,0.0,0.0,1,right,N. Jokic tip Layup (4 PTS),[203999],1610612743.0,DEN,tip,,,Jokic,N. Jokic,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,,,,4.0,,,,,,,,
80,PT06M14.00S,2023-02-26T01:24:48.4Z,1,REGULAR,2pt,Jump Shot,[],1628415,11.645860709592641,68.87254901960785,1610612763,14,15,2023-02-26T01:24:54Z,790000,False,-94.0,57.0,1,left,MISS D. Brooks 11' pullup bank Shot,[1628415],1610612763.0,MEM,pullup bank,,,Brooks,D. Brooks,,,,,Mid-Range,8-16 Left,11.03,Missed,,,,,,,,,,,,,,,,,,
81,PT06M11.00S,2023-02-26T01:24:51.4Z,1,REGULAR,rebound,defensive,[],203484,,,1610612743,14,15,2023-02-26T01:24:51Z,800000,False,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:1),[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Mid-Range,8-16 Left,,,,,80.0,1.0,1.0,0.0,,,,,,,,,,,,
82,PT06M01.00S,2023-02-26T01:25:01.3Z,1,REGULAR,3pt,Jump Shot,[],1627750,70.51576872536137,20.833333333333336,1610612743,14,15,2023-02-26T01:25:05Z,810000,False,-146.0,225.0,1,right,MISS J. Murray 26' 3PT,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Above the Break 3,24+ Left Center,26.79,Missed,,,,,,,,,,,,,,,,,,
83,PT05M58.00S,2023-02-26T01:25:04.3Z,1,REGULAR,rebound,defensive,[],1630217,,,1610612763,14,15,2023-02-26T01:25:05Z,820000,False,,,0,,D. Bane REBOUND (Off:1 Def:1),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Left Center,,,,,82.0,2.0,1.0,1.0,,,,,,,,,,,,
84,PT05M50.00S,2023-02-26T01:25:11.7Z,1,REGULAR,3pt,Jump Shot,[],1628415,31.882391590013142,58.82352941176471,1610612763,14,15,2023-02-26T01:25:14Z,830000,False,-44.0,247.0,1,left,MISS D. Brooks 25' pullup 3PT,[1628415],1610612763.0,MEM,pullup,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Center,25.11,Missed,,,,,,,,,,,,,,,,,,
