actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
262,PT06M17.00S,2023-01-12T01:54:06.1Z,2,REGULAR,rebound,offensive,[],203500,,,1610612763,54,44,2023-01-12T01:54:06Z,2600000,False,,,0,,S. Adams REBOUND (Off:2 Def:6),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,Above the Break 3,24+ Left Center,,,,,261.0,,,,,8.0,6.0,2.0,,,,,,,,
263,PT06M14.00S,2023-01-12T01:54:07.8Z,2,REGULAR,turnover,bad pass,[],1626145,,,1610612763,54,44,2023-01-12T01:54:12Z,2610000,False,,,0,,T. Jones bad pass TURNOVER (1 TO),"[1626145, 1631110]",1610612763.0,MEM,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,1.0,,,,,Sochan,1631110.0
264,PT06M14.00S,2023-01-12T01:54:07.8Z,2,REGULAR,steal,,[],1631110,,,1610612759,54,44,2023-01-12T01:54:09Z,2620000,False,,,0,,J. Sochan STEAL (2 STL),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
265,PT06M10.00S,2023-01-12T01:54:12.5Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203926,93.64323258869908,49.26470588235294,1610612759,54,46,2023-01-12T01:54:16Z,2630000,False,-4.0,7.0,1,right,D. McDermott running DUNK (7 PTS) (J. Sochan 3 AST),"[203926, 1631110]",1610612759.0,SAS,running,,,McDermott,D. McDermott,,,,,Restricted Area,0-8 Center,0.82,Made,,,,7.0,J. Sochan,1631110.0,3.0,,,,,,,,,,,
267,PT06M04.00S,2023-01-12T01:54:18.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630217,7.178055190538765,46.568627450980394,1610612763,56,46,2023-01-12T01:54:23Z,2650000,False,17.0,15.0,1,left,D. Bane cutting finger roll Layup (13 PTS) (S. Adams 3 AST),"[1630217, 203500]",1610612763.0,MEM,cutting finger roll,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,2.28,Made,,,,13.0,S. Adams,203500.0,3.0,,,,,,,,,,,
269,PT05M56.00S,2023-01-12T01:54:25.9Z,2,REGULAR,3pt,Jump Shot,[],203926,76.82325886990802,12.009803921568627,1610612759,56,49,2023-01-12T01:54:31Z,2670000,False,-190.0,165.0,1,right,D. McDermott 25' 3PT  (10 PTS) (J. Sochan 4 AST),"[203926, 1631110]",1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,Above the Break 3,24+ Left Center,25.19,Made,,,,10.0,J. Sochan,1631110.0,4.0,,,,,,,,,,,
271,PT05M34.00S,2023-01-12T01:54:47.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630217,19.053876478318003,63.25827205882353,1610612763,58,49,2023-01-12T01:54:58Z,2690000,False,-66.0,127.0,1,left,D. Bane 14' pullup Jump Shot (15 PTS) (S. Adams 4 AST),"[1630217, 203500]",1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,In The Paint (Non-RA),8-16 Center,14.29,Made,,,,15.0,S. Adams,203500.0,4.0,,,,,,,,,,,
273,PT05M17.00S,2023-01-12T01:55:05.2Z,2,REGULAR,turnover,bad pass,[],1631110,,,1610612759,58,49,2023-01-12T01:55:09Z,2710000,False,,,0,,J. Sochan bad pass TURNOVER (2 TO),"[1631110, 1630533]",1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,2.0,,,,,Williams,1630533.0
274,PT05M17.00S,2023-01-12T01:55:05.2Z,2,REGULAR,steal,,[],1630533,,,1610612763,58,49,2023-01-12T01:55:06Z,2720000,False,,,0,,Z. Williams STEAL (1 STL),[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
275,PT05M14.00S,2023-01-12T01:55:08.3Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630533,6.1268068331143235,50.73529411764706,1610612763,60,49,2023-01-12T01:55:15Z,2730000,False,-4.0,5.0,1,left,Z. Williams running DUNK (5 PTS),[1630533],1610612763.0,MEM,running,,,Williams,Z. Williams,,,,,Restricted Area,0-8 Center,0.63,Made,,,,5.0,,,,,,,,,,,,,,
276,PT05M02.00S,2023-01-12T01:55:20.6Z,2,REGULAR,turnover,bad pass,[],1631110,,,1610612759,60,49,2023-01-12T01:55:24Z,2740000,False,,,0,,J. Sochan bad pass TURNOVER (3 TO),"[1631110, 203500]",1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,3.0,,,,,Adams,203500.0
277,PT05M02.00S,2023-01-12T01:55:20.6Z,2,REGULAR,steal,,[],203500,,,1610612763,60,49,2023-01-12T01:55:22Z,2750000,False,,,0,,S. Adams STEAL (1 STL),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
278,PT04M51.00S,2023-01-12T01:55:31.8Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",203500,8.623521681997373,58.82352941176471,1610612763,60,49,2023-01-12T01:55:37Z,2760000,False,-44.0,29.0,1,left,MISS S. Adams turnaround Hook,[203500],1610612763.0,MEM,turnaround,,,Adams,S. Adams,,,,,In The Paint (Non-RA),0-8 Center,5.26,Missed,,,,,,,,,,,,,,,,,,
279,PT04M47.00S,2023-01-12T01:55:35.8Z,2,REGULAR,rebound,defensive,[],1627751,,,1610612759,60,49,2023-01-12T01:55:37Z,2770000,False,,,0,,J. Poeltl REBOUND (Off:2 Def:4),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),0-8 Center,,,,,278.0,,,,,6.0,4.0,2.0,,,,,,,,
280,PT04M44.00S,2023-01-12T01:55:38.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627751,92.46057818659659,47.30392156862745,1610612759,60,51,2023-01-12T01:55:45Z,2780000,False,-13.0,18.0,1,right,J. Poeltl running finger roll Layup (9 PTS) (R. Langford 3 AST),"[1627751, 1629641]",1610612759.0,SAS,running finger roll,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,2.28,Made,,,,9.0,R. Langford,1629641.0,3.0,,,,,,,,,,,
282,PT04M36.00S,2023-01-12T01:55:50.5Z,2,REGULAR,timeout,full,['team'],0,,,1610612763,60,51,2023-01-12T01:55:50Z,2800000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT04M36.00S,2023-01-12T01:56:10.2Z,2,REGULAR,substitution,out,[],1630583,,,1610612763,60,51,2023-01-12T01:57:18Z,2810000,False,,,0,,SUB out: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT04M36.00S,2023-01-12T01:56:10.2Z,2,REGULAR,substitution,out,[],1630533,,,1610612763,60,51,2023-01-12T01:57:18Z,2820000,False,,,0,,SUB out: Z. Williams,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT04M36.00S,2023-01-12T01:56:10.2Z,2,REGULAR,substitution,out,[],1626145,,,1610612763,60,51,2023-01-12T01:57:18Z,2830000,False,,,0,,SUB out: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT04M36.00S,2023-01-12T01:56:10.2Z,2,REGULAR,substitution,out,[],203926,,,1610612763,60,51,2023-01-12T01:57:18Z,2840000,False,,,0,,SUB out: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT04M36.00S,2023-01-12T01:56:10.2Z,2,REGULAR,substitution,out,[],1627751,,,1610612763,60,51,2023-01-12T01:57:18Z,2850000,False,,,0,,SUB out: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT04M36.00S,2023-01-12T01:56:10.2Z,2,REGULAR,substitution,out,[],1629641,,,1610612763,60,51,2023-01-12T01:57:18Z,2860000,False,,,0,,SUB out: R. Langford,[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT04M36.00S,2023-01-12T01:56:10.2Z,2,REGULAR,substitution,in,[],1629630,,,1610612763,60,51,2023-01-12T01:57:18Z,2870000,False,,,0,,SUB in: J. Morant,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT04M36.00S,2023-01-12T01:56:10.2Z,2,REGULAR,substitution,in,[],1628991,,,1610612763,60,51,2023-01-12T01:57:18Z,2880000,False,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT04M36.00S,2023-01-12T01:56:10.2Z,2,REGULAR,substitution,in,[],1628415,,,1610612763,60,51,2023-01-12T01:57:18Z,2890000,False,,,0,,SUB in: D. Brooks,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT04M36.00S,2023-01-12T01:56:10.2Z,2,REGULAR,substitution,in,[],1630200,,,1610612763,60,51,2023-01-12T01:57:18Z,2900000,False,,,0,,SUB in: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT04M36.00S,2023-01-12T01:56:10.2Z,2,REGULAR,substitution,in,[],1628380,,,1610612763,60,51,2023-01-12T01:57:18Z,2910000,False,,,0,,SUB in: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT04M36.00S,2023-01-12T01:56:10.2Z,2,REGULAR,substitution,in,[],1631103,,,1610612763,60,51,2023-01-12T01:57:18Z,2920000,False,,,0,,SUB in: M. Branham,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT04M30.00S,2023-01-12T01:57:36.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628991,6.783837056504599,48.529411764705884,1610612763,62,51,2023-01-12T02:10:28Z,2930000,False,7.0,11.0,1,left,J. Jackson Jr. cutting DUNK (6 PTS) (S. Adams 5 AST),"[1628991, 203500]",1610612763.0,MEM,cutting,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,1.35,Made,,,,6.0,S. Adams,203500.0,5.0,,,,,,,,,,,
297,PT04M30.00S,2023-01-12T01:57:41.1Z,2,REGULAR,foul,personal,['1freethrow'],1630200,,,1610612763,62,51,2023-01-12T01:57:59Z,2950000,False,,,0,,T. Jones shooting personal FOUL (1 PF) (Jackson Jr. 1 FT),"[1630200, 1628991]",1610612759.0,SAS,shooting,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1628172.0,,1.0,0.0,Jackson Jr.,1628991.0,,
299,PT04M30.00S,2023-01-12T01:58:01.7Z,2,REGULAR,freethrow,1 of 1,[],1628991,,,1610612763,63,51,2023-01-12T01:58:01Z,2970000,False,,,0,,J. Jackson Jr. Free Throw 1 of 1 (7 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,Made,,,,7.0,,,,,,,,,,,,,,
300,PT04M14.00S,2023-01-12T01:58:19.7Z,2,REGULAR,3pt,Jump Shot,[],1631103,73.53810775295663,83.57843137254902,1610612759,63,51,2023-01-12T01:58:25Z,2980000,False,168.0,196.0,1,right,MISS M. Branham 25' 3PT,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,Above the Break 3,24+ Right Center,25.82,Missed,,,,,,,,,,,,,,,,,,
301,PT04M11.00S,2023-01-12T01:58:22.7Z,2,REGULAR,rebound,defensive,[],1628415,,,1610612763,63,51,2023-01-12T01:58:25Z,2990000,False,,,0,,D. Brooks REBOUND (Off:0 Def:3),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Right Center,,,,,300.0,,,,,3.0,3.0,0.0,,,,,,,,
302,PT04M02.00S,2023-01-12T01:58:31.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203500,6.1268068331143235,50.245098039215684,1610612763,65,51,2023-01-12T01:58:35Z,3000000,False,-1.0,5.0,1,left,S. Adams cutting DUNK (4 PTS) (D. Brooks 1 AST),"[203500, 1628415]",1610612763.0,MEM,cutting,,,Adams,S. Adams,,,,,Restricted Area,0-8 Center,0.52,Made,,,,4.0,D. Brooks,1628415.0,1.0,,,,,,,,,,,
304,PT03M48.00S,2023-01-12T01:58:45.7Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629640,83.919185282523,50.98039215686274,1610612759,65,51,2023-01-12T01:58:51Z,3020000,False,5.0,99.0,1,right,MISS K. Johnson 9' turnaround Hook,[1629640],1610612759.0,SAS,turnaround,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),8-16 Center,9.88,Missed,,,,,,,,,,,,,,,,,,
305,PT03M45.00S,2023-01-12T01:58:48.7Z,2,REGULAR,rebound,defensive,[],1628415,,,1610612763,65,51,2023-01-12T01:58:51Z,3030000,False,,,0,,D. Brooks REBOUND (Off:0 Def:4),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),8-16 Center,,,,,304.0,,,,,4.0,4.0,0.0,,,,,,,,
306,PT03M42.00S,2023-01-12T01:58:54.5Z,2,REGULAR,foul,personal,['2freethrow'],1631110,,,1610612763,65,51,2023-01-12T01:59:19Z,3040000,False,,,0,,J. Sochan shooting personal FOUL (3 PF) (Morant 2 FT),"[1631110, 1629630]",1610612759.0,SAS,shooting,,,Sochan,J. Sochan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1155.0,,3.0,0.0,Morant,1629630.0,,
308,PT03M42.00S,2023-01-12T01:59:20.1Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1629630,,,1610612763,65,51,2023-01-12T01:59:20Z,3060000,False,,,0,,MISS J. Morant Free Throw 1 of 2,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
309,PT03M42.00S,2023-01-12T01:59:20.1Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612763,65,51,2023-01-12T01:59:20Z,3070000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,,308.0,,,,,,,,,,,,,,,
310,PT03M42.00S,2023-01-12T01:59:22.1Z,2,REGULAR,substitution,out,[],1631110,,,1610612763,65,51,2023-01-12T01:59:29Z,3080000,False,,,0,,SUB out: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT03M42.00S,2023-01-12T01:59:22.1Z,2,REGULAR,substitution,in,[],1626196,,,1610612763,65,51,2023-01-12T01:59:29Z,3090000,False,,,0,,SUB in: J. Richardson,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT03M42.00S,2023-01-12T01:59:45.6Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1629630,,,1610612763,66,51,2023-01-12T01:59:45Z,3100000,False,,,0,,J. Morant Free Throw 2 of 2 (15 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,Made,,,,15.0,,,,,,,,,,,,,,
313,PT03M25.00S,2023-01-12T02:00:04.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628380,80.76544021024968,62.254901960784316,1610612759,66,53,2023-01-12T02:00:09Z,3110000,False,61.0,128.0,1,right,Z. Collins 14' Jump Shot (4 PTS) (M. Branham 2 AST),"[1628380, 1631103]",1610612759.0,SAS,,,,Collins,Z. Collins,,,,,In The Paint (Non-RA),8-16 Center,14.22,Made,,,,4.0,M. Branham,1631103.0,2.0,,,,,,,,,,,
315,PT03M14.00S,2023-01-12T02:00:14.8Z,2,REGULAR,3pt,Jump Shot,[],1630217,34.37910643889619,60.5392156862745,1610612763,66,53,2023-01-12T02:00:22Z,3130000,False,-53.0,271.0,1,left,MISS D. Bane 27' step back 3PT,[1630217],1610612763.0,MEM,step back,,,Bane,D. Bane,,,,,Above the Break 3,24+ Center,27.58,Missed,,,,,,,,,,,,,,,,,,
316,PT03M11.00S,2023-01-12T02:00:17.8Z,2,REGULAR,rebound,defensive,[],1628380,,,1610612759,66,53,2023-01-12T02:00:22Z,3140000,False,,,0,,Z. Collins REBOUND (Off:0 Def:2),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Above the Break 3,24+ Center,,,,,315.0,,,,,2.0,2.0,0.0,,,,,,,,
317,PT03M02.00S,2023-01-12T02:00:27.2Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628380,93.11760840998686,53.92156862745098,1610612759,66,55,2023-01-12T02:00:31Z,3150000,False,20.0,12.0,1,right,Z. Collins turnaround Hook (6 PTS) (J. Richardson 2 AST),"[1628380, 1626196]",1610612759.0,SAS,turnaround,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,2.31,Made,,,,6.0,J. Richardson,1626196.0,2.0,,,,,,,,,,,
319,PT02M48.00S,2023-01-12T02:00:40.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,15.850854139290407,46.32352941176471,1610612763,68,55,2023-01-12T02:00:46Z,3170000,False,18.0,96.0,1,left,J. Morant 9' pullup Jump Shot (17 PTS),[1629630],1610612763.0,MEM,pullup,,,Morant,J. Morant,,,,,In The Paint (Non-RA),8-16 Center,9.82,Made,,,,17.0,,,,,,,,,,,,,,
320,PT02M38.00S,2023-01-12T02:00:54.6Z,2,REGULAR,foul,personal,[],1628991,,,1610612759,68,55,2023-01-12T02:01:04Z,3180000,False,,,0,,J. Jackson Jr. personal FOUL (2 PF),"[1628991, 1630200]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1155.0,,2.0,0.0,Jones,1630200.0,,
322,PT02M38.00S,2023-01-12T02:01:05.3Z,2,REGULAR,substitution,out,[],203500,,,1610612759,68,55,2023-01-12T02:01:14Z,3200000,False,,,0,,SUB out: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT02M38.00S,2023-01-12T02:01:05.3Z,2,REGULAR,substitution,out,[],1630217,,,1610612759,68,55,2023-01-12T02:01:14Z,3210000,False,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT02M38.00S,2023-01-12T02:01:05.3Z,2,REGULAR,substitution,in,[],1630583,,,1610612759,68,55,2023-01-12T02:01:14Z,3220000,False,,,0,,SUB in: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT02M38.00S,2023-01-12T02:01:05.3Z,2,REGULAR,substitution,in,[],1630533,,,1610612759,68,55,2023-01-12T02:01:14Z,3230000,False,,,0,,SUB in: Z. Williams,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT02M29.00S,2023-01-12T02:01:33.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629640,92.9862023653088,53.67647058823529,1610612759,68,57,2023-01-12T02:01:37Z,3240000,False,18.0,13.0,1,right,K. Johnson driving floating bank Jump Shot (8 PTS) (T. Jones 2 AST),"[1629640, 1630200]",1610612759.0,SAS,driving floating bank,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,2.28,Made,,,,8.0,T. Jones,1630200.0,2.0,,,,,,,,,,,
327,PT02M18.00S,2023-01-12T02:01:44.6Z,2,REGULAR,2pt,Jump Shot,[],1630533,21.895532194480946,43.38235294117647,1610612763,70,57,2023-01-12T02:01:49Z,3250000,False,33.0,153.0,1,left,Z. Williams 15' pullup Jump Shot (7 PTS) (J. Morant 2 AST),"[1630533, 1629630]",1610612763.0,MEM,pullup,,,Williams,Z. Williams,,,,,Mid-Range,8-16 Center,15.68,Made,,,,7.0,J. Morant,1629630.0,2.0,,,,,,,,,,,
329,PT02M04.00S,2023-01-12T02:01:58.0Z,2,REGULAR,2pt,Jump Shot,[],1630200,88.12417871222075,70.83333333333334,1610612759,70,59,2023-01-12T02:02:04Z,3270000,False,104.0,59.0,1,right,T. Jones 11' driving floating bank Jump Shot (7 PTS) (K. Johnson 2 AST),"[1630200, 1629640]",1610612759.0,SAS,driving floating bank,,,Jones,T. Jones,,,,,Mid-Range,8-16 Right,11.98,Made,,,,7.0,K. Johnson,1629640.0,2.0,,,,,,,,,,,
331,PT01M57.00S,2023-01-12T02:02:05.1Z,2,REGULAR,turnover,bad pass,[],1629630,,,1610612763,70,59,2023-01-12T02:02:09Z,3290000,False,,,0,,J. Morant bad pass TURNOVER (3 TO),"[1629630, 1626196]",1610612763.0,MEM,,,,Morant,J. Morant,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,3.0,,,,,Richardson,1626196.0
332,PT01M57.00S,2023-01-12T02:02:05.1Z,2,REGULAR,steal,,[],1626196,,,1610612759,70,59,2023-01-12T02:02:07Z,3300000,False,,,0,,J. Richardson STEAL (1 STL),[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
333,PT01M53.00S,2023-01-12T02:02:10.9Z,2,REGULAR,foul,personal,['2freethrow'],1628415,,,1610612759,70,59,2023-01-12T02:02:29Z,3310000,False,,,0,,D. Brooks shooting personal FOUL (3 PF) (Johnson 2 FT),"[1628415, 1629640]",1610612763.0,MEM,shooting,,,Brooks,D. Brooks,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1628172.0,,3.0,0.0,Johnson,1629640.0,,
335,PT01M53.00S,2023-01-12T02:02:31.5Z,2,REGULAR,foul,technical,['1freethrow'],1628415,,,1610612759,70,59,2023-01-12T02:02:40Z,3330000,False,,,0,,D. Brooks technical FOUL (1 Tech),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,1628172.0,,3.0,1.0,,,,
336,PT01M53.00S,2023-01-12T02:02:43.1Z,2,REGULAR,freethrow,1 of 1,[],1629640,,,1610612759,70,60,2023-01-12T02:02:43Z,3340000,False,,,0,,K. Johnson technical Free Throw 1 of 1 (9 PTS),[1629640],1610612759.0,SAS,technical,,,Johnson,K. Johnson,,,,,,,,Made,,,,9.0,,,,,,,,,,,,,,
337,PT01M53.00S,2023-01-12T02:03:08.1Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1629640,,,1610612759,70,61,2023-01-12T02:03:08Z,3350000,False,,,0,,K. Johnson Free Throw 1 of 2 (10 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,Made,,,,10.0,,,,,,,,,,,,,,
338,PT01M53.00S,2023-01-12T02:03:08.6Z,2,REGULAR,substitution,out,[],1628415,,,1610612759,70,61,2023-01-12T02:03:22Z,3360000,False,,,0,,SUB out: D. Brooks,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT01M53.00S,2023-01-12T02:03:08.6Z,2,REGULAR,substitution,out,[],1631103,,,1610612759,70,61,2023-01-12T02:03:22Z,3370000,False,,,0,,SUB out: M. Branham,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT01M53.00S,2023-01-12T02:03:08.6Z,2,REGULAR,substitution,in,[],1626145,,,1610612759,70,61,2023-01-12T02:03:22Z,3380000,False,,,0,,SUB in: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT01M53.00S,2023-01-12T02:03:08.6Z,2,REGULAR,substitution,in,[],1626169,,,1610612759,70,61,2023-01-12T02:03:22Z,3390000,False,,,0,,SUB in: S. Johnson,[1626169],1610612759.0,SAS,,,,Johnson,S. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT01M53.00S,2023-01-12T02:03:29.7Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1629640,,,1610612759,70,62,2023-01-12T02:03:29Z,3400000,False,,,0,,K. Johnson Free Throw 2 of 2 (11 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,Made,,,,11.0,,,,,,,,,,,,,,
343,PT01M39.00S,2023-01-12T02:03:46.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,17.296320630749015,62.00980392156863,1610612763,72,62,2023-01-12T02:03:52Z,3410000,False,-60.0,110.0,1,left,J. Morant 12' pullup Jump Shot (19 PTS),[1629630],1610612763.0,MEM,pullup,,,Morant,J. Morant,,,,,In The Paint (Non-RA),8-16 Center,12.54,Made,,,,19.0,,,,,,,,,,,,,,
344,PT01M30.00S,2023-01-12T02:03:56.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630200,91.14651773981603,56.61764705882353,1610612759,72,62,2023-01-12T02:04:02Z,3420000,False,33.0,31.0,1,right,MISS T. Jones driving Layup - blocked,"[1630200, 1628991]",1610612759.0,SAS,driving,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,4.51,Missed,Jackson Jr.,1628991.0,,,,,,,,,,,,,,,,
345,PT01M30.00S,2023-01-12T02:03:56.5Z,2,REGULAR,block,,[],1628991,,,1610612759,72,62,2023-01-12T02:03:59Z,3430000,False,,,0,,J. Jackson Jr. BLOCK (1 BLK),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
346,PT01M30.00S,2023-01-12T02:03:56.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612759,72,62,2023-01-12T02:04:02Z,3440000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,344.0,,,,,,,,,,,,,,,
