actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-02-11T01:11:13.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-02-11T01:11:13Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2023-02-11T01:11:17.3Z,1,REGULAR,jumpball,recovered,[],1630214,,,1610612763,0,0,2023-02-11T01:11:17Z,40000,False,,,0,,Jump Ball J. Jackson Jr. vs. R. Gobert: Tip to X. Tillman,"[1630214, 1628991, 203497]",1610612763.0,MEM,startperiod,X. Tillman,1630214.0,Tillman,X. Tillman,Jackson Jr.,1628991.0,Gobert,203497.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2023-02-11T01:11:28.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628991,11.251642575558476,50.0,1610612763,0,0,2023-02-11T01:11:35Z,70000,False,0.0,53.0,1,left,MISS J. Jackson Jr. driving Hook,[1628991],1610612763.0,MEM,driving,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,5.33,Missed,,,,,,,,,,,,,,,,,,
8,PT11M40.00S,2023-02-11T01:11:32.7Z,1,REGULAR,rebound,defensive,[],203937,,,1610612750,0,0,2023-02-11T01:11:35Z,80000,False,,,0,,K. Anderson REBOUND (Off:0 Def:1),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),0-8 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M36.00S,2023-02-11T01:11:36.7Z,1,REGULAR,3pt,Jump Shot,[],1630183,68.28186596583443,35.53921568627451,1610612750,0,3,2023-02-11T01:11:41Z,90000,False,-72.0,246.0,1,right,J. McDaniels 25' 3PT  (3 PTS) (M. Conley 1 AST),"[1630183, 201144]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Center,25.61,Made,,,,,3.0,M. Conley,201144.0,1.0,,,,,,,,,,
11,PT11M24.00S,2023-02-11T01:11:48.1Z,1,REGULAR,3pt,Jump Shot,[],1629630,31.882391590013142,58.82352941176471,1610612763,0,3,2023-02-11T01:11:52Z,110000,False,-44.0,247.0,1,left,MISS J. Morant 25' pullup 3PT,[1629630],1610612763.0,MEM,pullup,,,Morant,J. Morant,,,,,Above the Break 3,24+ Center,25.11,Missed,,,,,,,,,,,,,,,,,,
12,PT11M22.00S,2023-02-11T01:11:50.1Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,0,3,2023-02-11T01:11:52Z,120000,False,,,0,,R. Gobert REBOUND (Off:0 Def:1),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Center,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,,,
13,PT11M05.00S,2023-02-11T01:12:07.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,91.40932982917214,50.73529411764706,1610612750,0,5,2023-02-11T01:12:10Z,130000,False,4.0,28.0,1,right,A. Edwards driving Layup (2 PTS),[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,2.85,Made,,,,,2.0,,,,,,,,,,,,,
14,PT10M54.00S,2023-02-11T01:12:18.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628415,19.136005256241788,52.20588235294118,1610612763,0,5,2023-02-11T01:12:23Z,140000,False,-11.0,127.0,1,left,MISS D. Brooks 12' driving floating Shot,[1628415],1610612763.0,MEM,driving floating,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),8-16 Center,12.79,Missed,,,,,,,,,,,,,,,,,,
15,PT10M51.00S,2023-02-11T01:12:21.2Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,0,5,2023-02-11T01:12:23Z,150000,False,,,0,,R. Gobert REBOUND (Off:0 Def:2),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),8-16 Center,,,14.0,2.0,2.0,0.0,,,,,,,,,,,,,,
